wavelength (nm),DOMBlank1,DOMSTD10,DOM12028,DOM12052,DOM12060,DOM12085,DOM12079,DOM12125,DOM12127,DOM12256,DOMBlank2,DOM12345,DOM12346,DOM12347,DOM12504,DOM12571,DOM12582,DOM12586,DOM12599,DOM12600,DOMBlank3,DOM12601,DOM12613,DOM12616,DOM12620,DOM12621,DOM12630,DOM12666,DOM12683,DOM12684,DOMBlank4,DOM12694,DOM12698,DOM12757,DOM12932,DOM12935,DOM12937,DOM13122,DOM13164,DOM13197,DOMBlank5,DOM13233,DOM13235,DOMBlank6
804.7999878,-0.001028422,0.001434586,0.001888963,0.00239621,0.000199316,0.000720979,-0.000872722,0.00076366,0.001820306,0.00177071,-0.000127133,0.001078297,0.000178236,0.003728107,0.003163395,0.002045296,0.001797301,0.001804995,0.001261831,0.001285612,0.000756218,0.003720275,0.003339699,0.003499895,0.004639332,0.003689494,0.003814093,0.002718779,0.002618634,0.00095173,0.003014348,0.003979193,0.004420944,0.002220496,0.003274541,0.004873196,0.003160578,0.005304091,0.001513495,0.004108214,0.004979649,0.006431042,0.005443834,0.006455108
804,-0.004556791,-0.00126517,-0.001274358,0.000624404,-0.002919679,-0.00092728,-0.00276764,-0.000307986,-6.89E-06,-0.002280716,-0.001464486,-0.000292206,-0.001019641,0.001080166,-0.001224387,0.000129113,-0.001651436,-0.000906563,0.00098774,-0.000852158,-5.08E-05,0.001031563,0.001720004,0.002455196,0.001392566,0.000701221,0.000383204,9.98E-05,-5.33E-05,0.001856076,-0.000850814,0.001678917,0.001465597,0.00081231,0.001890757,0.001373894,0.002116772,0.002395793,0.001574543,0.001765356,0.002334109,0.001769437,0.000510979,0.00439597
803.2000122,-0.000828595,0.00134746,0.000874272,0.004753186,-0.000926505,0.001171599,0.00032898,0.001043811,0.00144178,0.001369506,0.00167819,0.001961974,0.001879551,0.003790695,0.003115836,0.002222422,0.002104781,0.00174459,0.002540045,0.002834945,0.004479761,0.003167045,0.004422617,0.004820607,0.004268145,0.003171921,0.002203897,0.001662676,0.001951651,0.002032084,0.004017519,0.002535358,0.004637029,0.005024296,0.004414144,0.004813723,0.003911954,0.00398784,0.002919712,0.004246918,0.005086206,0.00665825,0.003447942,0.006587731
802.4000244,-0.001484918,0.001438352,0.001745135,0.003588837,-0.000773715,0.002040276,0.000152133,0.000494781,0.003086375,0.000854508,0.00145339,0.000301599,0.001052841,0.005402629,0.002935557,0.000977777,0.001541238,0.00299188,0.002059367,0.001217335,0.002463266,0.004637055,0.004195268,0.005394216,0.002802351,0.001630144,0.004487162,0.002424296,0.003004521,0.001574335,0.002374111,0.003143082,0.002957423,0.003849036,0.004048219,0.00317565,0.002460845,0.003728447,0.002050315,0.004695012,0.005339284,0.005640104,0.004212885,0.006196522
801.5999756,-0.002272836,-0.000321126,0.001670134,0.002633713,-0.000603397,0.000212317,-0.00015063,0.000158425,0.000139522,-0.000551849,0.000563748,0.001163527,0.001522119,0.004087021,0.002362816,-0.001258511,0.001397578,0.001085434,0.001674812,0.002054685,0.001420483,0.002182042,0.002751107,0.003855852,0.003105668,0.001704073,0.00444006,0.002155454,0.002166849,0.002524527,0.00215163,0.003355925,0.004449187,0.003450604,0.003151139,0.004368619,0.004244853,0.003793046,0.003067083,0.004447513,0.004340642,0.00497148,0.004205566,0.006537405
800.7999878,-0.003141418,-0.002206291,0.00035227,0.001475441,-0.000408547,-0.001335679,0.000715352,-0.000274822,-0.000573927,-0.000220596,-0.001541205,0.00222557,-0.000561052,0.001501572,0.000852329,-0.001637613,-0.000172366,0.001206563,0.000649239,0.001878694,0.000565303,0.002544003,0.001921177,0.002066155,0.003239071,0.001539498,0.00162331,0.001799094,0.000920029,0.000477678,0.002003867,0.003159066,0.002475502,0.003041197,0.00245064,0.003193356,0.001344889,0.002240063,0.002259032,0.003446298,0.003806285,0.004587922,0.004761325,0.004768077
800,-0.00063364,0.000462958,0.002355112,0.004287856,0.001827636,0.000646828,0.000855675,0.001757663,0.001253108,-0.000345906,0.001458636,0.002796958,0.002495783,0.002793623,0.001801772,0.001213572,0.001810272,0.001845495,0.001706334,0.001360183,0.001384437,0.003855617,0.003355559,0.00380007,0.00379362,0.00304602,0.003836422,0.004811787,0.001800524,0.003715914,0.00353737,0.003881499,0.003069743,0.003034237,0.003962343,0.005172619,0.003513152,0.005576201,0.001422145,0.005643487,0.005156823,0.005240734,0.003150383,0.005593585
799.2000122,-0.001374026,0.001423782,0.002517991,0.003563651,0.00012642,0.001299866,-0.00105032,-0.000786738,-0.000143022,6.50E-05,0.000816901,0.002757463,0.001062857,0.002587566,0.002154518,-0.000777333,0.002338143,0.00322345,0.002833825,0.001920293,0.001249811,0.003118912,0.00268622,0.004033587,0.003803517,0.003116931,0.00363248,0.003251355,0.002841615,0.001888157,0.004406221,0.003492458,0.003121129,0.003906992,0.004136045,0.005162114,0.002728183,0.004107613,0.001858545,0.005844519,0.005355218,0.006523583,0.005352702,0.006973007
798.4000244,-0.002092388,-8.14E-05,0.00140555,0.001202903,0.000175879,0.000479569,-0.000697687,-9.14E-05,2.31E-05,-0.001030901,0.001152496,-0.000436218,0.000742267,0.003072193,5.52E-05,0.001584442,0.000682113,0.000477755,0.0008141,0.0001389,0.001686947,0.003299111,0.003185898,0.001114032,0.003480715,0.001825245,0.001468298,0.00216123,0.001952821,0.000307323,0.002311935,0.001567269,0.002025894,0.004006938,0.002517367,0.002058196,0.001443987,0.004194249,0.00073231,0.003192365,0.00279008,0.004736071,0.0051278,0.005959766
797.5999756,-0.000994745,2.80E-05,0.002506718,0.004178671,-0.000821051,0.001067788,0.000241247,0.002675124,0.001664469,0.00061782,0.001382672,0.001477545,0.001066776,0.00317419,0.00319492,0.00110661,0.001614892,0.002222396,0.00148209,0.002690569,-0.000135518,0.003366359,0.003721684,0.005322461,0.004491818,0.003489666,0.003752886,0.004475419,0.002657543,0.002769759,0.003262622,0.003804431,0.004394087,0.002677755,0.004451253,0.00549946,0.004588367,0.005701002,0.002373305,0.005145769,0.005616136,0.006072313,0.005084426,0.005611547
796.7999878,-0.001681864,-0.000676546,0.002213992,0.003124622,0.001412744,0.001473649,0.000291341,0.001954693,0.000699199,0.001461441,0.000835496,0.000996354,0.001959634,0.004181991,0.00124249,9.36E-05,0.000281808,0.001700616,0.00104433,0.001398357,0.002104807,0.004003071,0.003695942,0.003206708,0.004968468,0.004239364,0.002789012,0.003231143,0.002729355,0.001578362,0.002528927,0.002381139,0.003867605,0.003813884,0.003893044,0.003711163,0.003187645,0.004530503,0.001304617,0.004096768,0.004610788,0.004616125,0.004611049,0.004379392
796,-0.00181727,0.000161947,0.0025452,0.003120399,0.00135486,-0.000944225,-0.00346814,0.000156095,0.00027655,-0.000219251,0.000177303,-0.000769219,-0.000194878,0.002328305,0.001094854,0.000521605,0.000923635,0.001768995,-0.00029619,0.001349719,0.000796646,0.002477715,0.002709167,0.00261965,0.002788178,0.001884075,0.001385684,0.00056056,0.002956824,0.001590443,0.00282507,0.00158691,0.002608816,0.002014633,0.003079753,0.006049213,0.001439832,0.002640198,0.001696251,0.003746175,0.003398526,0.006322315,0.004043098,0.004948726
795.2000122,-0.002868662,-0.000846474,0.001904407,0.002162843,-0.001677429,0.000268883,-0.002028907,-0.000219872,7.50E-05,0.001389164,-0.001767207,0.001063039,0.000966232,0.002816967,0.003156693,-0.000160826,0.000220734,0.000669824,0.00073957,0.001382827,0.001517261,0.002027195,0.002978039,0.002982184,0.004736227,0.002079732,0.003575474,0.002882525,0.002710365,0.001728996,0.001530769,0.001576362,0.002729381,0.002958101,0.00349037,0.002227573,0.003033898,0.003374629,0.001184188,0.003977417,0.005412799,0.004379889,0.005051217,0.004703124
794.4000244,-0.000131119,0.001367974,0.003184672,0.004701868,0.001549447,0.000706303,0.000997677,0.00209422,0.002317218,0.001462454,0.001056577,0.001545343,0.003429026,0.004588289,0.004002314,0.001860157,0.002951768,0.002122261,0.004675047,0.003043178,0.003134217,0.003761946,0.003938076,0.004663194,0.004360801,0.004390087,0.00475876,0.004106829,0.003456422,0.003775994,0.004145401,0.004214767,0.004603514,0.005044172,0.004780719,0.006431174,0.004314261,0.006058348,0.00328693,0.006886209,0.006121037,0.006520403,0.006171945,0.00788298
793.5999756,7.99E-05,0.001224215,0.002473888,0.004506727,-0.001053626,0.001358002,0.000281834,0.001462948,0.001041294,-6.69E-05,0.001914156,0.00194177,0.001271852,0.003453839,0.00259228,0.001649138,0.001097709,0.002218103,0.001407109,0.002968761,0.000296236,0.003638771,0.004738243,0.002808942,0.004521348,0.002799042,0.003943718,0.002233167,0.004271387,0.003346273,0.002905665,0.002498126,0.00264486,0.003501539,0.00489173,0.005047393,0.003896361,0.005747218,0.002229265,0.006012072,0.003840313,0.004204547,0.004856285,0.007234451
792.7999878,-0.002007006,-0.000144989,0.000151925,0.003800801,-0.001806856,0.001185459,-0.001932843,0.000251969,-0.001343576,-0.001459016,-0.000278289,-0.000190479,-0.000112072,0.001995961,0.000990957,-0.001480687,-0.000226961,-0.000488711,0.000872197,0.000707833,0.001717119,0.002431246,0.00228547,0.001709946,0.002104234,0.000329653,0.000680428,0.001475207,0.00161458,0.001651295,0.002113755,0.001482428,9.50E-06,0.000398827,0.002274749,0.00169373,0.002370025,0.003334612,0.002110035,0.003664693,0.002610483,0.004003202,0.00304469,0.005500587
792,-0.002243427,0.000217756,0.000705551,0.002185919,-0.000995416,0.000321752,-0.002415318,-0.001304297,0.000278104,-0.000336232,0.000197658,-0.000460319,0.000349938,0.003063017,0.002860454,-0.001028577,0.000782124,0.000723416,0.001532588,0.000975053,0.001223929,0.002687939,0.002939623,0.003337429,0.004160821,0.002443742,0.001466714,0.001839594,0.001538381,0.001605876,0.002499089,0.003273628,0.001915899,0.003074618,0.001904848,0.004060839,0.003648952,0.003721215,7.98E-05,0.004549232,0.002205562,0.005162219,0.003707899,0.005815135
791.2000122,-0.000817537,6.27E-05,0.002442674,0.00372145,0.000947865,0.002349802,0.000140066,0.000582151,6.96E-05,0.000889316,0.002113833,0.001969905,0.001220554,0.003664275,0.001532458,0.00074849,6.28E-05,0.001949622,0.002165912,0.002451135,0.001669199,0.003583983,0.003536143,0.002654132,0.003488622,0.003245748,0.00293871,0.003246661,0.002597931,0.003513752,0.003000716,0.002193021,0.002847895,0.00379174,0.002935088,0.004831365,0.004303202,0.003830232,0.001961818,0.006005773,0.004554883,0.005665726,0.005300475,0.007132128
790.4000244,-0.000390754,0.001099992,0.002723833,0.0039404,0.00095378,0.000544749,0.000804271,-0.000797384,0.001684219,0.00127302,0.001875314,0.00203999,0.002785885,0.004328824,0.002675489,0.000279322,0.001824413,0.001992867,0.00185163,0.001578648,0.003391169,0.003648847,0.003352898,0.004274053,0.003100115,0.00209859,0.004369037,0.00320024,0.003481107,0.001814353,0.002607853,0.002622671,0.003287504,0.003677876,0.003015078,0.004209304,0.003531367,0.003544468,0.002496382,0.005344395,0.004213382,0.00576962,0.004527312,0.00633776
789.5999756,-0.000722187,0.001018901,0.003443768,0.001736585,0.0002111,-0.000434874,-0.000257799,0.000842992,0.000393023,-0.002191043,-0.000253401,0.001019446,0.001331387,0.00305882,0.001246799,8.80E-06,0.001490922,0.00196161,0.001616555,0.000974872,0.000810832,0.002962088,0.001795611,0.003134869,0.002535879,0.003027173,0.002473497,0.003540997,0.003462711,0.001088989,0.000879097,0.003948577,0.001951729,0.003471243,0.002523615,0.004161213,0.003957458,0.003945442,0.001907059,0.004661545,0.003759335,0.005090659,0.002533666,0.005359385
788.7999878,-0.002433543,-0.001467066,0.00114432,0.00287489,-0.002057866,-0.001203891,-0.001989072,-0.001819281,-2.75E-05,-0.000513688,-0.002666028,0.000579196,0.000173652,0.002812929,0.000264014,-0.000979558,0.000618131,-0.001442814,0.000589668,0.000409217,-0.000152804,0.002803419,0.00096465,0.001037012,0.001106714,0.000360456,0.000990646,0.001690663,0.001226317,-0.00081175,0.000655383,0.001804449,0.000163837,0.001590651,0.000820869,0.003070342,0.001421886,0.002642516,0.000396132,0.003652006,0.002311103,0.003870634,0.002443507,0.004427037
788,-0.001485692,-0.001359214,0.002300043,0.001834317,-0.001766846,-4.71E-05,-0.001737094,0.0003174,-0.000851176,-0.000980953,0.000154955,-0.000439839,0.000815007,0.001956227,0.001150056,0.000182198,0.000341363,-0.00051012,-0.000859857,0.001214143,-0.001169092,0.002702343,0.002632645,0.002417736,0.001405576,0.000996899,0.001984441,0.002306548,0.001357691,0.000234098,0.002695779,0.002054971,0.001599589,0.001455182,0.001804267,0.003280175,0.002206993,0.003074305,0.001444611,0.004442571,0.001923933,0.004996041,0.003585627,0.004641686
787.2000122,-0.003074287,-0.000497968,0.002808369,0.003231561,-0.001118799,-0.000251539,-0.000594297,-0.001040766,0.001140141,-2.36E-05,3.10E-05,0.000246064,0.00214778,0.003589646,0.000954117,-0.001202497,0.000812673,0.000885036,0.000750254,0.000830465,0.000873598,0.002204079,0.002177516,0.0035749,0.002829109,0.00020245,0.001740119,0.00242276,0.002076481,0.001188029,0.002217478,0.002874655,0.002702916,0.001692067,0.002699061,0.002976632,0.00389166,0.003306284,0.001555734,0.005724398,0.00286293,0.004904506,0.004262368,0.005048179
786.4000244,-0.001753698,0.001541576,0.002208216,0.004187871,0.000188802,0.000956711,0.000998845,-1.34E-05,0.000894167,5.23E-05,0.000306572,0.002815586,0.003478054,0.003430565,0.002576525,0.000154049,0.00251143,0.001760704,0.001223799,0.002867359,0.001374076,0.00450466,0.003690538,0.004992453,0.004279491,0.002315917,0.00244382,0.002647204,0.002898942,0.002370624,0.00199942,0.002994643,0.004052974,0.003551933,0.00349251,0.004532413,0.004052373,0.004315621,0.002409433,0.006104182,0.004035834,0.005128297,0.005311638,0.006514281
785.5999756,-0.002013241,7.79E-05,0.001619673,0.00400571,-0.000942572,-0.001137027,-0.000674789,0.000188776,0.000411031,-0.000247141,3.10E-05,0.001653763,0.001480376,0.003968822,0.002410891,-0.000386047,1.64E-05,0.001492532,0.000757903,0.001855348,-0.000526874,0.004182801,0.002335462,0.00300963,0.003287035,0.002830698,0.001777988,0.000915957,0.002569963,0.001868476,0.001845417,0.002314252,0.003081474,0.002899125,0.002688121,0.004411895,0.002952211,0.003980917,0.002242821,0.004851521,0.004704118,0.004942442,0.005058576,0.005535902
784.7999878,-0.00027446,0.001787917,0.002773797,0.004698728,0.000624715,0.000437227,-0.000787152,0.001252796,0.000337892,0.001274267,0.000808498,0.002049379,0.002414014,0.004184291,0.001755428,0.000907344,0.001782589,0.002631525,0.001155636,0.003305736,0.001055955,0.005655997,0.00274772,0.004301948,0.004607805,0.003169235,0.003002931,0.003203891,0.003269195,0.00228573,0.002733783,0.003965635,0.003706072,0.002718883,0.003658663,0.004441995,0.004275647,0.005937827,0.001706022,0.005407767,0.004487162,0.006787228,0.004568825,0.006053965
784,-0.002708579,-0.001118696,0.000315121,0.002434813,-0.000889979,-0.000797487,-0.001004766,-0.000288119,-0.000549574,-0.0008581,-0.000489228,0.000130433,-4.84E-05,0.002857275,0.001819344,-0.000303692,-0.000313987,0.001528379,0.000472909,0.000501623,0.000137243,0.002056063,0.002245215,0.002943636,0.002788855,0.001450844,0.000837779,0.001065582,0.001465181,0.001611203,0.000687298,0.003264239,0.001657453,0.001289221,0.001859169,0.001297763,0.001270917,0.002186387,0.000853211,0.004402168,0.0024742,0.003990636,0.003878679,0.00461254
783.2000122,-0.000429443,0.001110685,0.003471191,0.004675832,0.000388437,0.000225137,0.000620179,0.000946178,0.001737598,0.000200196,0.000420048,0.001544226,0.002638271,0.004185153,0.002538118,0.000238708,0.002521923,0.000752302,6.50E-05,0.001727021,0.002395559,0.003054987,0.003554072,0.002997405,0.003939173,0.00266856,0.002669394,0.002449261,0.00287033,0.001317469,0.002917914,0.003244731,0.003715079,0.002834294,0.003376325,0.003599304,0.002808552,0.004313529,0.002594337,0.004167616,0.004484704,0.004301425,0.004702993,0.005660901
782.4000244,-0.001289741,0.001682893,0.003861232,0.004224255,0.000609939,4.56E-06,-0.000457371,0.001365922,-1.87E-05,0.001032731,0.000878033,0.002253021,0.003097481,0.004160298,0.003193017,0.000132997,0.002060485,0.000939459,0.002789897,0.002376819,0.000774681,0.004369691,0.002352535,0.004874007,0.004872855,0.00254481,0.002876323,0.00285024,0.003476906,0.001930017,0.004156064,0.004711864,0.003442463,0.002662075,0.003856845,0.00424799,0.003449664,0.004588289,0.003722833,0.00529264,0.004859531,0.006040026,0.004525376,0.006468455
781.5999756,-0.001065298,0.000120102,0.001851838,0.00330365,-0.000134741,-0.000621078,-0.000677011,0.000841384,-0.000602053,-0.000590627,0.000300329,0.000232026,0.002462485,0.001761328,0.001042851,-4.10E-05,0.000857957,-0.001080171,0.000467986,0.000984134,0.000941249,0.002902278,0.002557256,0.001755636,0.002135866,0.001969827,0.002162375,0.002032942,0.002818921,0.001723798,0.001321961,0.002690517,0.001429755,0.00207375,0.001762315,0.003108223,0.002698879,0.004309764,0.001483805,0.004490405,0.003630444,0.005250507,0.003372385,0.003749308
780.7999878,-0.000214335,0.000474697,0.00486173,0.005829958,0.000492086,0.000397506,0.001469441,0.001622115,0.000345456,0.000652843,0.00073747,0.001489052,0.002746782,0.003709883,0.001649034,0.00170584,0.003419685,0.001907215,0.001967773,0.002011799,0.001994349,0.004355205,0.004383419,0.00301427,0.003722207,0.001867047,0.003128872,0.003439984,0.004787707,0.002661737,0.001790647,0.003481733,0.002461496,0.003217765,0.003885234,0.003470486,0.004461767,0.005619493,0.002835258,0.005744595,0.002834476,0.004755332,0.004416602,0.006322211
780,-0.000621233,0.001414666,0.003265491,0.004725524,0.000240495,0.001549136,0.001193714,0.001541108,0.002659132,0.001329154,0.002028209,0.003352377,0.003138181,0.005126333,0.004182539,0.001090261,0.002082593,0.001929133,0.001571244,0.003355246,0.001543758,0.004229561,0.003999989,0.004411529,0.004386661,0.003185064,0.003095239,0.003738525,0.005488764,0.002385278,0.00416299,0.003170487,0.005542797,0.003571794,0.004338759,0.00428451,0.004346681,0.006597797,0.003728316,0.005982966,0.00524587,0.006003385,0.004523048,0.006780629
779.2000122,-0.001760813,-0.000413771,0.002503203,0.004349218,-0.000408754,0.001676527,0.000179763,0.001664235,-0.000178939,-0.000650028,1.39E-05,0.001151587,0.002164586,0.00352239,0.002351364,0.000890224,0.001354704,0.001422925,0.002306496,0.002669342,0.001949908,0.004644983,0.00344909,0.003265152,0.003759361,0.001422821,0.002503671,0.003639867,0.00532702,0.002343894,0.003130463,0.00249409,0.003152339,0.004110513,0.002607618,0.004053889,0.003363098,0.003029728,0.002456498,0.005883272,0.004086394,0.004717359,0.003826707,0.005400533
778.4000244,-0.003427975,-0.000532717,0.001008886,0.002372914,-0.001459223,-0.000443511,-0.001135168,0.000355482,-0.001572002,-0.001566276,-0.001039268,0.000211902,0.000785054,0.00238421,0.000643717,-0.000872981,0.000326234,-0.000877734,0.000167281,0.000562193,0.000975157,0.002844612,0.001899389,0.002226142,0.002696482,0.000959721,0.001475519,0.001664391,0.00127572,0.001103496,0.001032861,0.001112553,0.001853294,0.002079654,0.002118801,0.002883672,0.001788489,0.003751215,0.001149407,0.004236985,0.002741338,0.003982772,0.002435438,0.003306597
777.5999756,-0.001034671,-0.000862595,0.002076507,0.002842762,-0.00030276,-0.000172315,0.001088133,-0.000233791,-0.001562252,-0.001633177,0.000793638,0.001292778,0.001413134,0.00391966,0.002913718,4.74E-06,0.001430145,0.001103781,0.000485659,0.001942576,0.000690824,0.004808933,0.00316243,0.003440141,0.003550862,0.002510858,0.002517731,0.001635575,0.003244861,0.0016778,0.002928859,0.003079076,0.003766228,0.002718831,0.003341525,0.004271648,0.002506509,0.004395865,0.002292105,0.005641547,0.003603872,0.005321675,0.004561501,0.005048389
776.7999878,-0.001416601,-7.17E-05,0.004414615,0.004058827,-2.77E-05,0.000452386,0.001274085,0.000631481,0.000514193,0.000138098,7.39E-05,0.001536718,-0.000273994,0.003547861,0.002553168,0.001522041,0.001179204,0.001028502,0.000999052,0.002118879,0.000631092,0.004630619,0.003949047,0.00463648,0.00391023,0.002763168,0.003454961,0.002754649,0.002417372,0.002628036,0.002371717,0.003056239,0.003185898,0.003974491,0.003849244,0.004136202,0.003713382,0.004196863,0.00246652,0.005457752,0.002503698,0.005593271,0.003745026,0.006314725
776,-0.00108735,0.000675657,0.003514639,0.004322549,0.000134783,0.001070305,0.000329679,0.000553639,0.000847012,-2.04E-05,0.000357529,0.001890575,0.002567125,0.003077902,0.002307459,-8.80E-05,0.001546044,0.002145257,0.001340994,0.002656892,0.001212403,0.004374058,0.003596616,0.002956433,0.004330157,0.003505506,0.003304484,0.003195416,0.003799182,0.001942264,0.003219017,0.004258342,0.002199994,0.003327569,0.003298277,0.003606325,0.003344551,0.006049397,0.001871778,0.005221163,0.003346977,0.006393711,0.004687764,0.005943311
775.2000122,-0.001534498,0.001413497,0.0037191,0.003727115,0.000363203,0.000708896,0.00085168,0.001662806,0.001461155,0.000592675,-0.000477851,0.002222005,0.00207336,0.003799652,0.002778956,0.001345045,0.001832003,0.002613868,0.000686209,0.002319196,0.002065193,0.005113001,0.004037088,0.003658845,0.004497232,0.002609493,0.00325498,0.002943193,0.005069026,0.001874898,0.001983297,0.00349478,0.002966285,0.004574293,0.003007701,0.003910178,0.003316509,0.00510551,0.002156729,0.00593166,0.004572331,0.005675378,0.00469653,0.006920374
774.4000244,-0.000483591,0.00057917,0.003071515,0.004235914,0.000655306,0.000940549,0.001249681,-7.25E-05,0.000350689,-0.001289638,-0.000852003,0.001657921,0.002302489,0.003486691,0.002386267,0.000908045,0.002216099,0.001657739,0.00044456,0.001709972,0.001383399,0.004973705,0.004347832,0.003232473,0.00381028,0.002244174,0.003444237,0.001833303,0.003876119,0.002548091,0.003045446,0.00321607,0.003362629,0.003241705,0.004288457,0.003655713,0.003356916,0.004445448,0.00253127,0.004339073,0.003593196,0.004376149,0.002747433,0.005236097
773.5999756,-0.000747874,0.000689969,0.002785521,0.004487502,0.000238605,0.000438238,-0.000229651,-0.000116627,0.000162646,-0.000322471,-8.79E-05,0.002343868,0.002028651,0.003736045,0.001958307,0.00174893,0.001356834,0.000710555,0.001245709,0.002220913,0.001455649,0.003801402,0.003307536,0.003490214,0.002882786,0.002540852,0.002693044,0.002840782,0.003934157,0.001330815,0.002351988,0.003421512,0.00349204,0.003656104,0.00210361,0.003289643,0.002652881,0.004718825,0.001532432,0.005041815,0.003955813,0.005737592,0.004477354,0.005952995
772.7999878,-0.001444878,0.001029332,0.003243557,0.003901324,-0.001431411,-7.08E-05,-0.000856498,0.00042282,-0.000326662,-0.001275184,0.000935153,0.000820972,0.000926463,0.003401605,0.001595951,-0.000277771,0.000561674,0.0005151,0.000116347,0.00211953,0.001433495,0.004326549,0.002673118,0.00228115,0.002002801,0.000947683,0.002330465,0.002347954,0.001364676,4.41E-05,0.001892811,0.002196794,0.002236186,0.002111362,0.002881014,0.002804956,0.002614389,0.004242109,0.000935853,0.003725993,0.00243247,0.004784016,0.004090026,0.004644564
772,-0.00059497,0.000412145,0.003477636,0.004808645,-0.000345492,-0.00072198,-0.00073516,0.001117977,-0.001049133,0.000518547,-0.000189651,0.001864811,0.001507312,0.002981532,0.002246099,0.001498455,0.000226613,0.001534328,0.001494169,0.00238887,0.000786714,0.004099042,0.002592098,0.002758609,0.003066484,0.00185657,0.002752878,0.002172677,0.003197085,0.000879797,0.00274686,0.00363496,0.003372516,0.003504488,0.004032882,0.003907958,0.00218389,0.003743642,0.001455701,0.004687162,0.004058331,0.004056998,0.002455691,0.004776348
771.2000122,-0.000484781,0.000582644,0.004334053,0.004526998,1.80E-05,0.000421162,0.00184222,0.000998482,0.000933363,-0.000675099,-0.00011114,0.003409745,0.003366777,0.004487476,0.003778318,0.000933493,0.000866127,0.000728161,0.001776429,0.002648532,0.001472662,0.004367128,0.003992726,0.003388169,0.004472934,0.003222668,0.002710183,0.003297598,0.004307882,0.0009784,0.002717503,0.003895342,0.003570489,0.003969292,0.004156848,0.004039596,0.002835961,0.004988106,0.001776273,0.006307029,0.003576205,0.006188067,0.00540242,0.005147209
770.4000244,2.46E-05,0.000766253,0.003514926,0.003967254,0.000236507,-0.000195706,3.04E-05,-0.000320661,0.000482912,-0.000817692,-0.00129831,0.000851291,0.000840139,0.00328041,0.002317999,-0.000397168,0.001435079,-3.13E-05,0.00144352,0.001158725,0.000667931,0.003634333,0.002093127,0.002906135,0.003447786,0.002338949,0.002266526,0.001187536,0.003123267,0.001739548,0.002603165,0.002393164,0.003199667,0.003037808,0.002798,0.003121311,0.00298492,0.005121199,0.000951912,0.004444924,0.002869105,0.005122482,0.004550566,0.005136051
769.5999756,-0.001230686,0.000487888,0.00132017,0.002665018,-0.001067519,-6.69E-05,8.88E-05,-0.000435494,-0.000856963,-0.001038597,-0.000905633,0.000928149,0.00092654,0.001847029,0.000823151,0.000411057,-0.000226029,0.000180955,-0.000701822,0.000767653,0.000782331,0.002866812,0.002448427,0.001505026,0.001540849,0.001193921,0.001302955,0.001463831,0.001882177,0.001352108,0.001047599,0.002378927,0.002675489,0.002703489,0.002660356,0.001660546,0.001922139,0.002444653,0.000932844,0.004247755,0.002725604,0.003221468,0.003115862,0.003897223
768.7999878,3.19E-05,0.001008834,0.003089269,0.004515306,0.000906281,0.001065945,0.000905321,0.0007132,-0.000864042,-0.0001409,0.000304759,0.001444974,0.002901157,0.00297499,0.002431715,-9.19E-05,0.001340968,0.000974093,0.001322792,0.002291325,0.001277512,0.003084446,0.003032882,0.00287945,0.002810401,0.003901898,0.002675202,0.00431549,0.004465742,0.002012059,0.00319818,0.004071892,0.003861859,0.003262779,0.003346012,0.003233308,0.002484562,0.003954716,0.001716677,0.005032047,0.004383131,0.006091791,0.005212465,0.004378084
768,-0.001183755,0.000352036,0.0026932,0.004216884,-0.000798211,-0.000512137,0.000675165,0.001038336,-0.000886414,-0.000619992,-0.001607697,0.00252286,0.002197861,0.003097299,0.002392566,0.000181524,0.001628767,0.000687869,0.00128312,0.001449234,0.000912922,0.004771087,0.00297439,0.001798367,0.003708395,0.002674707,0.003378255,0.003352194,0.003183499,0.001841362,0.00290504,0.00291476,0.002443637,0.002908767,0.003338681,0.003284244,0.002463136,0.005140818,0.002587514,0.004742718,0.00431936,0.004679548,0.003653885,0.004932205
767.2000122,0.000620723,0.001252121,0.003302111,0.004912281,0.000582385,0.001099344,0.00095928,0.002165834,0.000684628,0.000173082,-0.00043508,0.002371118,0.001978538,0.00442416,0.003349324,0.000198668,0.001856414,0.002142785,0.001385528,0.002813971,0.001850071,0.005145297,0.004019478,0.003634255,0.002736831,0.002469176,0.002374788,0.003086245,0.00273644,0.00227212,0.003350159,0.004160063,0.003775968,0.003907749,0.005007144,0.004176423,0.002877834,0.004236123,0.002866135,0.006448146,0.004851468,0.005380509,0.003695315,0.005271913
766.4000244,-0.000951509,0.000259144,0.003790408,0.003971043,-0.001418768,0.000755881,0.000598844,0.001832939,0.00131238,-0.0005625,-0.001072683,0.002692783,0.002655277,0.003147828,0.002800527,0.000332192,0.001446117,-7.65E-05,0.000804815,0.002119478,0.000735862,0.004030766,0.002389702,0.002125903,0.003194503,0.002786198,0.002684423,0.002169841,0.003190644,0.000829427,0.002027715,0.002716383,0.004033718,0.002902799,0.002741781,0.003397717,0.002299626,0.003685029,0.00302772,0.005311507,0.004412314,0.00432553,0.004392649,0.005652823
