wavelength (nm),DOMBlank1,DOMSTD37,DOM12686,DOM12685
566.4000244,-0.00118391,-0.000284601,-0.007315998,-0.009359886
565.5999756,-0.001772002,-0.000114453,-0.008769709,-0.011367875
564.7999878,-0.001226091,0.00036968,-0.006783437,-0.010599938
564,-0.002005408,0.000941353,-0.007133152,-0.010388041
563.2000122,-0.001883308,0.000992514,-0.007128568,-0.00953891
562.4000244,-0.001071598,0.000677368,-0.006698106,-0.008681266
561.5999756,-0.001499726,0.001429443,-0.006842151,-0.009404928
560.7999878,-0.001117043,0.001417471,-0.007149551,-0.008099362
560,-0.001163412,0.000766072,-0.007866362,-0.00850006
559.2000122,-0.001383367,0.001169055,-0.007434493,-0.009077928
558.4000244,-0.000900932,0.001906772,-0.006630808,-0.007976575
557.5999756,-0.001217263,0.00187066,-0.006834608,-0.006794141
556.7999878,-0.000923716,0.001354341,-0.005998154,-0.007334069
556,4.50E-05,0.001708309,-0.005001561,-0.007058026
555.2000122,-4.22E-05,0.002963913,-0.0049578,-0.006470831
554.4000244,-0.001132844,0.002723468,-0.005415198,-0.006892295
553.5999756,-0.001206627,0.002565537,-0.005771175,-0.006029862
552.7999878,-0.001120348,0.003832661,-0.004620006,-0.006050795
552,-0.00086368,0.003986299,-0.004415062,-0.005960162
551.2000122,0.000294967,0.003847756,-0.004123105,-0.005985082
550.4000244,-0.001583918,0.002967145,-0.005188938,-0.007443247
549.5999756,-0.001472896,0.002933368,-0.005609348,-0.006642637
548.7999878,0.000446167,0.004554647,-0.004204841,-0.005408807
548,0.001057615,0.005472747,-0.004417573,-0.005831456
547.2000122,-0.00024207,0.004413909,-0.005350871,-0.005746142
546.4000244,-0.001851554,0.003776908,-0.005010364,-0.00583355
545.5999756,-0.000512912,0.003172704,-0.00434054,-0.005998664
544.7999878,-0.001489768,0.00341465,-0.005105902,-0.005821648
544,-0.0012232,0.003681844,-0.005195077,-0.005356957
543.2000122,-0.000334732,0.004080541,-0.005109228,-0.004788245
542.4000244,-0.001314827,0.002524084,-0.004813642,-0.005381349
541.5999756,0.000160108,0.003332342,-0.003850041,-0.004968856
540.7999878,2.89E-05,0.004051563,-0.003655051,-0.005723763
540,0.000451375,0.0044648,-0.00334193,-0.005485753
539.2000122,0.000565822,0.00525276,-0.002511738,-0.005079346
538.4000244,0.000222832,0.003930631,-0.003237061,-0.004677937
537.5999756,-0.000994951,0.003711711,-0.003413592,-0.005008982
536.7999878,-0.00148626,0.004622744,-0.003798107,-0.005122224
536,-0.001450193,0.004223889,-0.003682568,-0.004078845
535.2000122,-0.001360504,0.003937553,-0.00328711,-0.005153946
534.4000244,-0.000438442,0.004319333,-0.00383947,-0.004617394
533.5999756,0.000159901,0.005794594,-0.003675689,-0.004311425
532.7999878,0.000334446,0.005960186,-0.00292513,-0.004960974
532,-1.54E-05,0.006057876,-0.002954904,-0.003450369
531.2000122,-0.001055279,0.005589967,-0.002790583,-0.004346332
530.4000244,-0.000942727,0.005307393,-0.0026509,-0.003969588
529.5999756,-0.001370362,0.005078088,-0.002707036,-0.003985491
528.7999878,-0.001012978,0.00568301,-0.003178321,-0.002781889
528,-0.000885846,0.005893584,-0.00387621,-0.004225504
527.2000122,-0.000840687,0.005830273,-0.003997085,-0.003349534
526.4000244,0.00118616,0.007500979,-0.002602219,-0.002441883
525.5999756,0.000704307,0.007161286,-0.002286277,-0.001440647
524.7999878,0.000403543,0.00715468,-0.00234658,-0.003756432
524,-0.000531114,0.007054849,-0.002657949,-0.003184694
523.2000122,0.000110288,0.007360546,-0.00293454,-0.002796293
522.4000244,-0.000125115,0.006690084,-0.002002419,-0.002066832
521.5999756,0.000230498,0.007286886,-0.001853925,-0.002122528
520.7999878,0.001014101,0.008578283,-0.001920009,-0.001835985
520,0.000287144,0.007832398,-0.001354311,-0.002754882
519.2000122,0.00020737,0.006074466,-0.002502061,-0.002460519
518.4000244,0.000320535,0.006820518,-0.001890422,-0.001431152
517.5999756,-0.000359356,0.007430533,-0.002122425,-0.001852585
516.7999878,0.000408984,0.00808927,-0.002391016,-0.001304452
516,0.001506767,0.008677514,-0.000286618,-0.000560949
515.2000122,0.001004086,0.008475775,-0.001016387,-0.001208589
514.4000244,0.000432381,0.008268667,-0.001373716,-0.000954557
513.5999756,0.001565398,0.00911905,-0.000570256,-0.000288067
512.7999878,0.000368436,0.008116012,-0.000548178,-0.001221186
512,-7.71E-05,0.009115005,-0.001210293,-0.001386154
511.1999817,0.001648359,0.010538269,-0.000119214,-0.000254178
510.3999939,0.001972557,0.00811501,-0.00139312,-0.000979972
509.6000061,0.000523704,0.007051955,-0.001148748,-0.001322466
508.7999878,0.000298412,0.006906434,-0.001285457,-0.000789219
508,-0.0001512,0.007693123,-0.001781644,-0.001417168
507.1999817,-4.07E-05,0.00855101,-0.000855206,-0.000798521
506.3999939,0.000319835,0.008855728,-0.000557898,-7.53E-05
505.6000061,0.000343954,0.01028771,-0.000564568,0.000436501
504.7999878,0.000909368,0.009782579,-0.000122941,0.000431008
504,0.001050376,0.010610892,-0.000839033,0.000768431
503.1999817,0.001107051,0.01030433,-0.000572738,-0.000570049
502.3999939,0.001550876,0.009006635,-0.000264629,0.000653102
501.6000061,0.001516222,0.008859612,-0.000360752,6.47E-05
500.7999878,0.001499805,0.009338068,-0.001470626,0.000331415
500,0.002014087,0.01031997,-0.001261505,0.000460678
499.1999817,0.002404123,0.010421456,0.000391546,0.002710496
498.3999939,0.003229578,0.010577258,0.001086939,0.001252121
497.6000061,0.002432392,0.009881,0.001203785,0.001387372
496.7999878,0.001280835,0.010382376,0.001313679,0.000161973
496,0.001626299,0.011444349,0.001080244,0.001401317
495.1999817,0.000990387,0.00916111,0.000453811,0.000569865
494.3999939,0.000712837,0.010857416,0.001130876,-0.000270424
493.6000061,0.000784535,0.011377087,0.001264998,0.001113565
492.7999878,0.000670368,0.01157776,-0.000228203,0.000291574
492,0.000704773,0.010304648,0.000199005,0.000154178
491.1999817,0.00095819,0.010292375,2.96E-05,0.000495403
490.3999939,0.000907318,0.010785575,-0.000686471,0.000514581
489.6000061,0.00072702,0.01191651,0.000555428,0.001397708
488.7999878,0.002401077,0.013252459,0.001657739,0.002177229
488,0.003674352,0.013490127,0.001739678,0.002443247
487.1999817,0.002983799,0.013055999,0.001514664,0.002829213
486.3999939,0.00112841,0.011595706,0.00124898,0.001573738
485.6000061,0.003031735,0.01389462,0.003167593,0.002296816
484.7999878,0.00267877,0.013979809,0.002216151,0.003315518
484,0.002316047,0.013358102,0.001968475,0.003331195
483.1999817,0.001177724,0.013556248,0.001583351,0.002916715
482.3999939,0.000857802,0.012966403,0.000799732,0.003036192
481.6000061,0.003300572,0.015201262,0.001721979,0.003116931
480.7999878,0.001785058,0.01412173,0.002864024,0.003589124
480,0.002667623,0.013917633,0.002288593,0.002820458
479.1999817,0.002735476,0.013382101,0.002869965,0.002574859
478.3999939,0.002031278,0.013676578,0.001547629,0.003206681
477.6000061,0.001369687,0.015224157,0.002884219,0.003435235
476.7999878,0.003858438,0.016070768,0.003104547,0.003701242
476,0.003952181,0.016392771,0.00279589,0.004880735
475.1999817,0.00225695,0.01468238,0.002650616,0.003614156
474.3999939,0.001355873,0.016251316,0.003492406,0.002602358
473.6000061,0.00209911,0.017215971,0.003513152,0.003068413
472.7999878,0.002503021,0.016421778,0.002827702,0.002224035
472,0.002383299,0.016256476,0.003309179,0.004333268
471.1999817,0.002172468,0.016589267,0.003275089,0.004561684
470.3999939,0.002885183,0.015990002,0.003771163,0.003560702
469.6000061,0.002096067,0.016755907,0.003085176,0.003412302
468.7999878,0.001578596,0.016651612,0.002969543,0.003191244
468,0.001013089,0.016010065,0.002045192,0.002750117
467.1999817,0.00296764,0.018025218,0.002414613,0.003292799
466.3999939,0.002002775,0.01799114,0.003242044,0.003566757
465.6000061,0.002996467,0.020172155,0.004070194,0.005319814
464.7999878,0.002483703,0.019188635,0.004480022,0.004499011
464,0.00218813,0.018089227,0.004238606,0.004139678
463.1999817,0.002713726,0.019003319,0.004316588,0.003483116
462.3999939,0.002989508,0.018050071,0.004124729,0.002847504
461.6000061,0.00285751,0.018766776,0.005210658,0.004492132
460.7999878,0.003415693,0.018977059,0.005154073,0.004532622
460,0.002602957,0.019500127,0.004191739,0.003788737
459.1999817,0.002798026,0.019696787,0.004306993,0.004547767
458.3999939,0.000984782,0.019589942,0.004778154,0.003252007
457.6000061,0.002521767,0.019664176,0.004898092,0.004035207
456.7999878,0.002101633,0.019994468,0.004989861,0.003991942
456,0.000757722,0.020383064,0.005068188,0.004763759
455.1999817,0.002927843,0.021077057,0.006558533,0.0047898
454.3999939,0.002413207,0.019201351,0.004737222,0.004053758
453.6000061,0.003201935,0.019501993,0.00706461,0.006146109
452.7999878,0.001483519,0.020970823,0.006687297,0.005498385
452,0.001472792,0.020455616,0.005813089,0.005175972
451.1999817,0.002183681,0.020737877,0.004558623,0.00440983
450.3999939,0.003441654,0.021836152,0.006148472,0.005441422
449.6000061,0.00263689,0.021501277,0.005386327,0.005197899
448.7999878,0.002573869,0.022169545,0.007159733,0.0053168
448,0.001751997,0.021192886,0.005416809,0.00347988
447.1999817,0.003444472,0.023043411,0.006922267,0.005763613
446.3999939,0.002166095,0.02291178,0.005445197,0.005024112
445.6000061,0.00129366,0.021804497,0.005047629,0.003765236
444.7999878,0.00254731,0.021276718,0.006401067,0.005077825
444,0.004159462,0.022650955,0.007803221,0.007360731
443.1999817,0.004137195,0.023078434,0.007797212,0.006314961
442.3999939,0.003449221,0.023536939,0.007641219,0.006340544
441.6000061,0.003540397,0.024784101,0.006811998,0.007586582
440.7999878,0.002868167,0.025173005,0.006787044,0.007768961
440,0.002498152,0.023483107,0.007288913,0.005070466
439.1999817,0.003682027,0.023693008,0.008030754,0.004066509
438.3999939,0.004012764,0.023634182,0.008807516,0.005028512
437.6000061,0.004286052,0.024518864,0.009135255,0.006598717
436.7999878,0.006028713,0.025785636,0.009792216,0.006118753
436,0.003172625,0.026256554,0.008095046,0.005632998
435.1999817,0.002701145,0.025787724,0.007436853,0.005624082
434.3999939,0.004229248,0.02844622,0.009367136,0.007867428
433.6000061,0.004443355,0.027639324,0.009317756,0.006898544
432.7999878,0.004027552,0.02818785,0.008947968,0.008823947
432,0.003897171,0.027135659,0.008832982,0.00771162
431.1999817,0.004298392,0.027763788,0.009923372,0.007870616
430.3999939,0.00516903,0.028801627,0.010486581,0.008486492
429.6000061,0.004528672,0.028655935,0.010449218,0.007586345
428.7999878,0.003914932,0.027631076,0.00872051,0.006384254
428,0.003233073,0.02827194,0.008839401,0.007865002
427.1999817,0.006098171,0.031036975,0.010646624,0.009905497
426.3999939,0.006154564,0.030642899,0.012182944,0.010024343
425.6000061,0.0042591,0.028894274,0.011469305,0.009170496
424.7999878,0.003965138,0.030162627,0.010173403,0.009911958
424,0.004569061,0.03127671,0.011005622,0.010306186
423.1999817,0.004958178,0.03155674,0.010098602,0.009629312
422.3999939,0.005223652,0.032110352,0.011237388,0.009628597
421.6000061,0.005185691,0.031218404,0.011239434,0.010547154
420.7999878,0.003752886,0.032098785,0.011850239,0.009717983
420,0.005044827,0.033171386,0.012258452,0.010749142
419.1999817,0.004415399,0.033201508,0.012268385,0.011479406
418.3999939,0.005616372,0.0335721,0.013483558,0.010860601
417.6000061,0.002190212,0.032643713,0.012192689,0.010113915
416.7999878,0.003535047,0.033991713,0.011750174,0.010042542
416,0.003120451,0.032934792,0.011106684,0.011226205
415.1999817,0.004460878,0.033923388,0.012451941,0.012191278
414.3999939,0.00395098,0.036451198,0.012548811,0.01200706
413.6000061,0.004141167,0.036022309,0.013204128,0.012484255
412.7999878,0.003334038,0.036880057,0.013369448,0.01282342
412,0.004152536,0.03771615,0.013752106,0.013747136
411.1999817,0.003638197,0.038923159,0.015491933,0.014805407
410.3999939,0.003750222,0.038296308,0.013488418,0.014410903
409.6000061,0.003478393,0.038542375,0.014841513,0.014971685
408.7999878,0.004277582,0.039975729,0.016545488,0.014714245
408,0.002555512,0.038841542,0.014644842,0.01339262
407.1999817,0.003363281,0.040027246,0.01518684,0.015485977
406.3999939,0.004400468,0.041891918,0.016063595,0.01436528
405.6000061,0.00434025,0.041049916,0.016253976,0.016152274
404.7999878,0.003583408,0.04205079,0.017178968,0.014554169
404,0.00232742,0.041369695,0.015925551,0.014915904
403.1999817,0.003885104,0.042687889,0.015682735,0.015629679
402.3999939,0.003229318,0.043909129,0.015242951,0.016505232
401.6000061,0.000349498,0.043269467,0.014733338,0.013119919
400.7999878,0.001056837,0.043350719,0.013986278,0.014983957
400,0.001395059,0.044467539,0.01554253,0.016461434
399.1999817,0.003121259,0.045062762,0.016488858,0.016033189
398.3999939,0.003881604,0.047070436,0.01799516,0.016749263
397.6000061,0.001954173,0.045141909,0.015524473,0.015524849
396.7999878,0.001962832,0.045364071,0.014886087,0.015045402
396,0.001734116,0.046834454,0.014239195,0.01469933
395.1999817,0.003221729,0.047347996,0.01462918,0.014282637
394.3999939,0.002348449,0.047475584,0.016317563,0.014977473
393.6000061,0.002064958,0.049530823,0.016257819,0.015730482
392.7999878,0.001296127,0.049600139,0.015538774,0.015735043
392,0.002321304,0.051873442,0.016263006,0.016147304
391.1999817,0.002870877,0.050912913,0.016478319,0.016543793
390.3999939,0.002508879,0.052258044,0.016864184,0.017908964
389.6000061,0.002125538,0.052587911,0.017114285,0.015500571
388.7999878,0.001028268,0.051957957,0.016058546,0.014685406
388,0.002014945,0.054276668,0.018032422,0.01623264
387.1999817,0.004809064,0.056745943,0.018742938,0.018394394
386.3999939,0.002413415,0.054650046,0.017724948,0.016948989
385.6000061,0.001517183,0.057295095,0.017809274,0.017401308
384.7999878,0.002093778,0.057887204,0.017784381,0.018412974
384,0.003821823,0.059488751,0.019977853,0.018094705
383.1999817,0.000338539,0.056315232,0.017173339,0.01810218
382.3999939,0.004798726,0.059906188,0.0201282,0.018268295
381.6000061,0.002163571,0.059627049,0.018054981,0.018076489
380.7999878,0.001812585,0.060852144,0.020503972,0.019149758
380,0.001303241,0.062747926,0.020397063,0.019401314
379.1999817,0.002033046,0.063695244,0.020483295,0.020421917
378.3999939,0.001845573,0.064240083,0.020081513,0.02354656
377.6000061,0.002448089,0.065124884,0.020892508,0.021023531
376.7999878,0.004403972,0.067096516,0.022379875,0.024365593
376,0.000393516,0.06646964,0.021121597,0.021674601
375.1999817,0.004350055,0.070207946,0.022213189,0.025219914
374.3999939,0.004523388,0.07194981,0.02238775,0.022444827
373.6000061,0.00182631,0.0690758,0.02011684,0.023176037
372.7999878,0.00060955,0.068091191,0.018994123,0.021485908
372,0.003328325,0.072489999,0.021860272,0.02444637
371.1999817,0.003671506,0.072956078,0.022029163,0.025840413
370.3999939,0.004259884,0.074827626,0.020443242,0.024236433
369.6000061,0.003226762,0.079049662,0.025033761,0.026800608
368.7999878,0.006196653,0.079231799,0.025399588,0.028426819
368,0.004064575,0.078897372,0.024540311,0.024002386
367.1999817,0.006150284,0.079358913,0.024054067,0.02337377
366.3999939,0.003850707,0.076290533,0.024461487,0.027063774
365.6000061,0.000912455,0.079007864,0.023948278,0.023735931
364.7999878,0.003314788,0.080540247,0.024795284,0.028006276
364,0.001238674,0.079010814,0.021386372,0.024286062
363.1999817,0.003681714,0.084992304,0.025899732,0.029451786
362.3999939,-0.00035708,0.084674075,0.020648476,0.022673372
361.6000061,0.000168473,0.085786805,0.022644792,0.023250859
360.7999878,0.005016518,0.090252496,0.027404843,0.027660154
360,0.003217165,0.085918568,0.022225039,0.024358364
359.1999817,-0.002111502,0.082556583,0.021340039,0.024753874
358.3999939,0.006896729,0.089913771,0.026539199,0.028346319
357.6000061,0.003382351,0.091000982,0.025829205,0.021646492
356.7999878,0.003018649,0.092037745,0.023285462,0.030520219
356,9.81E-05,0.087279156,0.021157498,0.025681211
355.1999817,0.003407318,0.093902946,0.021839555,0.032305282
354.3999939,0.002821214,0.086318471,0.025479982,0.02249267
353.6000061,0.006145663,0.096109383,0.031691689,0.032168668
352.7999878,-0.002076725,0.098709859,0.032294042,0.034733363
352,0.010860575,0.099780716,0.030043632,0.038390208
351.1999817,0.00074346,0.100414835,0.022145327,0.019509764
350.3999939,0.015053307,0.109608397,0.046800867,0.043949712
349.6000061,0.012247323,0.097514898,0.03972448,0.034923662
348.7999878,0.001355094,0.103348978,0.021439075,0.030445106
348,-0.001892123,0.102455676,0.024859283,0.032026827
347.1999817,-0.002314396,0.104188807,0.025525304,0.029973511
346.3999939,0.001678813,0.108244352,0.026564021,0.032750998
345.6000061,0.000351285,0.108714208,0.028469104,0.035674915
344.7999878,0.003711528,0.113716386,0.028702861,0.036116399
344,-0.005325455,0.102453448,0.024959153,0.028589962
343.1999817,0.004589073,0.113678448,0.028987741,0.038753569
342.3999939,0.002637515,0.118555933,0.029876614,0.034358893
341.6000061,0.00329173,0.114070535,0.027887953,0.036577761
340.7999878,0.003723225,0.119256519,0.032314874,0.036775295
340,0.001477415,0.116981559,0.030757166,0.035727244
339.1999817,0.001597198,0.11678011,0.026552077,0.036681011
338.3999939,0.00239241,0.12362878,0.032742653,0.03861364
337.6000061,0.002083946,0.124230832,0.031149929,0.03675225
336.7999878,0.001619959,0.126930505,0.034276247,0.038456105
336,0.001665743,0.12283469,0.032085769,0.037854016
335.1999817,0.001757351,0.126056209,0.030986598,0.041128993
334.3999939,0.003490162,0.130024374,0.032832682,0.039491352
333.6000061,0.004094416,0.127970219,0.029768759,0.040395245
332.7999878,0.001476194,0.129163206,0.026035625,0.040639717
332,0.007350199,0.1348757,0.032090954,0.0451588
331.1999817,0.00299347,0.133676514,0.032338578,0.040653761
330.3999939,0.004261296,0.137524277,0.03587516,0.047326289
329.6000061,0.007181471,0.140826911,0.035016473,0.044453915
328.7999878,0.004293843,0.138428912,0.034962967,0.044210784
328,0.003988807,0.137255058,0.036698502,0.044182383
327.1999817,0.003149288,0.142781034,0.035662491,0.045171868
326.3999939,0.004431587,0.144170061,0.036346119,0.046255287
325.6000061,0.003072975,0.143983111,0.03788127,0.045813967
324.7999878,0.003587245,0.148031548,0.039877113,0.049819626
324,0.00366096,0.146623567,0.033982925,0.045766763
323.1999817,0.003564121,0.147392049,0.036631271,0.045677781
322.3999939,0.003339255,0.151654214,0.036528427,0.048174515
321.6000061,-0.001200845,0.150123075,0.036663745,0.045688968
320.7999878,0.004382451,0.155619413,0.037935309,0.048731983
320,0.005524104,0.159364179,0.037949037,0.050529268
319.1999817,0.001356911,0.154038265,0.037665956,0.0471722
318.3999939,0.006320424,0.15992175,0.039239872,0.052756269
317.6000061,0.007159496,0.165282726,0.04409226,0.055262458
316.7999878,0.001702903,0.158870533,0.038525317,0.048752949
316,0.004782106,0.163919389,0.040953077,0.050415028
315.1999817,0.003765471,0.167117491,0.042093027,0.053139988
314.3999939,0.007129181,0.170956045,0.043208499,0.056899101
313.6000061,0.002560407,0.169936717,0.043434508,0.054259684
312.7999878,0.002581134,0.175026581,0.042707823,0.05441308
312,0.004618009,0.172035381,0.041719511,0.051780373
311.1999817,0.003649787,0.174422398,0.043687597,0.054077312
310.3999939,0.004867096,0.177076563,0.044575062,0.056375325
309.6000061,0.005344185,0.181377381,0.044439204,0.059844922
308.7999878,0.002335904,0.181517571,0.044266876,0.058950994
308,0.002663924,0.184756488,0.0454139,0.059531678
307.1999817,0.003454361,0.184047908,0.047208559,0.060269039
306.3999939,0.003693357,0.186387628,0.046507001,0.060541626
305.6000061,0.001150212,0.188267514,0.043984972,0.059127145
304.7999878,0.003037261,0.190853104,0.047473244,0.061664931
304,0.0027844,0.191511527,0.045325994,0.061904393
303.1999817,0.002289737,0.195157647,0.049418062,0.062949836
302.3999939,0.004073094,0.19536075,0.048096865,0.061447755
301.6000061,0.00331244,0.19899632,0.046331573,0.061741106
300.7999878,0.001718548,0.200456888,0.048846446,0.063193932
300,0.003350707,0.204832658,0.048181456,0.06403178
299.1999817,0.00026707,0.201965287,0.045954883,0.061380096
298.3999939,6.29E-06,0.203718633,0.048551977,0.064409204
297.6000061,0.002718102,0.209571004,0.048649166,0.064078972
296.7999878,0.00495789,0.211203933,0.050357729,0.068000272
296,0.001061897,0.209362656,0.046966158,0.064398669
295.1999817,0.000625,0.214189753,0.050032489,0.065750994
294.3999939,0.00253502,0.21749346,0.052508269,0.067084342
293.6000061,0.002642229,0.219037324,0.052520275,0.068108357
292.7999878,0.001078349,0.21807158,0.050546132,0.066024274
292,0.001882177,0.224194855,0.052409131,0.070932038
291.1999817,-0.001048461,0.226509526,0.053896748,0.066292718
290.3999939,0.001397344,0.226093128,0.052414536,0.06997484
289.6000061,0.002012319,0.22822459,0.052179981,0.068324558
288.7999878,0.004982712,0.230400801,0.054308403,0.071704596
288,0.002955833,0.231182888,0.054355018,0.073428817
287.1999817,0.000379214,0.233863533,0.054411467,0.072372191
286.3999939,7.45E-05,0.23743394,0.054281682,0.073218487
285.5999756,0.000909497,0.238511056,0.05605356,0.073106758
284.7999878,0.001639758,0.242610648,0.0596193,0.074886955
284,0.000351622,0.244168654,0.05975176,0.07610447
283.1999817,0.001730841,0.243678227,0.058856808,0.077168837
282.3999939,0.001405628,0.248128116,0.058818776,0.07643839
281.5999756,0.001259416,0.251933366,0.058993336,0.077964261
280.7999878,-3.92E-05,0.251959741,0.05679037,0.075635128
280,0.00083088,0.255013496,0.061856069,0.080915086
279.1999817,0.00104324,0.258199871,0.061588142,0.080339499
278.3999939,0.003975379,0.257851034,0.060071878,0.080440171
277.5999756,-0.00095714,0.259712607,0.060327686,0.078744076
276.7999878,-0.001972065,0.259578854,0.061135974,0.078615218
276,0.00100297,0.263173997,0.062648699,0.080991067
275.1999817,-0.001651281,0.267218202,0.061137285,0.080341525
274.3999939,0.000287766,0.270023555,0.064739779,0.081600972
273.5999756,-0.000626041,0.270815074,0.064183421,0.083758533
272.7999878,-0.000981625,0.272906959,0.06647709,0.084931739
272,0.000162309,0.27792874,0.066935524,0.086007074
271.1999817,0.001197348,0.278988391,0.06823314,0.087043919
270.3999939,0.001159763,0.283239067,0.068443067,0.08849518
269.5999756,0.000838842,0.286248356,0.06898731,0.089449085
268.7999878,-0.001075937,0.286614448,0.068226717,0.08915396
268,0.000394474,0.288486779,0.070231408,0.090689108
267.1999817,-0.001120451,0.292287529,0.072245061,0.09193626
266.3999939,-0.000536233,0.294205517,0.070738144,0.092439391
265.5999756,0.001661559,0.296917856,0.072372958,0.09576419
264.7999878,-0.000495485,0.296817809,0.072758101,0.095422655
264,-0.001369071,0.299520582,0.074020699,0.096167713
263.1999817,-5.96E-05,0.302731246,0.073002107,0.09745875
262.3999939,-0.002694636,0.304623604,0.073256396,0.097826757
261.5999756,-0.001614042,0.30788663,0.075510301,0.097873352
260.7999878,-0.000752422,0.30919379,0.075235419,0.099208377
260,-0.002815376,0.310750216,0.07412155,0.096835561
259.1999817,0.000758085,0.315146565,0.077514596,0.10202089
258.3999939,-0.001090603,0.31568706,0.076488771,0.101601064
257.5999756,-3.72E-05,0.317813665,0.078736782,0.102384955
256.7999878,-0.001247154,0.319630742,0.077926844,0.102386266
255.9999847,-0.000980127,0.320795655,0.077394798,0.102704234
255.1999969,0.000203641,0.325326085,0.081810743,0.1053501
254.3999939,-0.002212678,0.323456347,0.078059211,0.106056057
253.5999908,7.46E-06,0.329386771,0.080398649,0.106263861
252.7999878,-0.000745962,0.328398794,0.080039538,0.103493862
251.9999847,0.000560638,0.330641836,0.080719024,0.107825376
251.1999969,-0.00110341,0.333511561,0.080710948,0.107404843
250.3999939,-0.002105011,0.333797664,0.081903763,0.105483711
249.5999908,-0.000928933,0.336524695,0.082334965,0.107324168
248.7999878,-0.000760588,0.33922267,0.082978286,0.109570913
247.9999847,5.53E-05,0.343231112,0.085213207,0.109861717
247.1999969,-0.000893751,0.343225658,0.082494825,0.108227581
246.3999939,0.000323851,0.34763509,0.084113285,0.109035775
245.5999908,0.000571602,0.349830031,0.082558587,0.110938899
244.7999878,0.00175483,0.353481859,0.087159894,0.112815857
243.9999847,0.001276967,0.357048333,0.084873222,0.112855941
243.1999969,-0.000423702,0.356492192,0.08444421,0.112510666
242.3999939,-0.000465956,0.361311406,0.087981164,0.113766134
241.5999908,0.001970529,0.36605531,0.088997193,0.116337493
240.7999878,0.000907682,0.368080795,0.088350676,0.116210513
239.9999847,0.002786458,0.371371687,0.09063524,0.119443305
239.1999969,0.004428527,0.378453851,0.093032278,0.122148037
238.3999939,-0.00074405,0.381280303,0.090577133,0.120802313
237.5999908,0.002397954,0.387247026,0.092516609,0.125623807
236.7999878,0.003136747,0.390309691,0.093448967,0.124722004
235.9999847,0.004399134,0.393988609,0.095270514,0.128072619
235.1999969,0.003364794,0.397887319,0.09850271,0.129495397
234.3999939,0.002484796,0.403060198,0.09664508,0.128036439
233.5999908,0.00281431,0.405753493,0.099794462,0.130670413
232.7999878,0.003663544,0.410487682,0.100628577,0.132395178
231.9999847,0.002156053,0.412955791,0.101800211,0.134651199
231.1999969,0.002108864,0.420927137,0.10183984,0.135092899
230.3999939,0.002573374,0.422488689,0.104289204,0.135727406
229.5999908,0.001056007,0.429063886,0.105857819,0.136931062
228.7999878,0.005427373,0.433914691,0.107812531,0.141260281
227.9999847,0.004366004,0.44023636,0.109956771,0.138870418
227.1999969,0.003980186,0.439662278,0.109079935,0.141113907
226.3999939,0.004862777,0.446770012,0.109891549,0.143742546
225.5999908,0.003925433,0.450343132,0.111352265,0.145733148
224.7999878,0.004904113,0.453950375,0.11646416,0.147735685
223.9999847,0.003376455,0.456890613,0.113849163,0.144937635
223.1999969,0.004650818,0.463993818,0.114464216,0.150059685
222.3999939,0.004576046,0.466552317,0.116704717,0.150493547
221.5999908,0.002827676,0.472020239,0.118301168,0.15163523
220.7999878,0.003143656,0.475917697,0.117947631,0.154470667
219.9999847,0.003601914,0.480454236,0.121268436,0.154474571
219.1999969,0.004493544,0.48735863,0.123584189,0.157328188
218.3999939,0.006233731,0.491470039,0.126040742,0.159553945
217.5999908,0.004296431,0.497545511,0.124465421,0.161135152
216.7999878,0.005147917,0.500403285,0.126070634,0.161279053
215.9999847,0.00454748,0.505000055,0.127383858,0.163352668
215.1999969,0.003640938,0.512158573,0.130814031,0.164810613
214.3999939,0.003494024,0.515024304,0.130459219,0.16580765
213.5999908,0.005609607,0.522101462,0.134553298,0.167944178
212.7999878,0.003115784,0.525737047,0.135019302,0.170664743
211.9999847,0.00638231,0.534215748,0.138116106,0.172363833
211.1999969,0.002839713,0.535408676,0.136177033,0.17214714
210.3999939,0.002966024,0.539070606,0.137768865,0.175662935
209.5999908,0.003729308,0.545319557,0.143594652,0.179785967
208.7999878,0.007483702,0.548472405,0.145321593,0.179328799
207.9999847,0.004350839,0.550069869,0.145060465,0.177554846
207.1999969,0.004953937,0.559637666,0.145180255,0.180883378
206.3999939,0.005819018,0.566381395,0.148150697,0.184627459
205.5999908,0.004521845,0.564781189,0.147759691,0.18733491
204.7999878,0.006114998,0.565402925,0.151863992,0.186669335
203.9999847,0.006417092,0.572053731,0.15479219,0.189881086
203.1999969,0.005488948,0.572255135,0.157693073,0.19270961
202.3999939,0.00448371,0.572387517,0.15540348,0.193555147
201.5999908,0.007746825,0.579320312,0.162252456,0.196963832
200.7999878,0.00347367,0.575703025,0.158718571,0.193808347
199.9999847,0.004934797,0.583744526,0.165044338,0.199181333
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
 New: 900.00,,,,
 New:    0.800,,,,
 New:1.0,,,,
 New:1.0,,,,
 New:1,,,,
