wavelength (nm),DOMBlank1,DOMSTD15,DOM12053,DOM12081,DOM12086,DOM12096,DOM12114,DOM12147,DOM12201,DOMBlank2,DOM12267,DOM12310,DOM12316,DOM12336,DOM12343,DOM12979,DOM13057,DOM11873,DOM11903,DOMBlank3,DOM11908,DOM11914,DOM11916,DOM11946,DOM11992,DOM11997,DOM11999,DOM12006,DOM11962,DOM11928,DOMBlank4
564,-0.00382233,0.00070887,-0.003457714,-0.008752965,-0.004844208,-0.010286175,-0.008747993,-0.012827512,-0.011220733,-0.0134629,-0.014913123,-0.01488691,-0.013918201,-0.016622439,-0.015308586,-0.014355294,-0.014918827,-0.012670857,-0.016197497,-0.01622054,-0.01340121,-0.015226313,-0.016017206,-0.010858946,-0.016610678,-0.014948439,-0.015638521,-0.016311651,-0.016324515,-0.013371542,-0.018231435
563.2000122,-0.004737601,0.000298646,-0.00361516,-0.009038684,-0.005069009,-0.010915293,-0.008901859,-0.012793029,-0.011732866,-0.014139058,-0.015402386,-0.01550301,-0.014725192,-0.016938481,-0.015840584,-0.014778437,-0.01523706,-0.013291813,-0.016717847,-0.01650767,-0.014010848,-0.015153673,-0.016851287,-0.011742138,-0.017452773,-0.015761606,-0.016601112,-0.016946597,-0.016773939,-0.013686095,-0.018496351
562.4000244,-0.004138694,0.000107984,-0.003511743,-0.008886642,-0.003976617,-0.010207647,-0.008675835,-0.012214901,-0.011440898,-0.013089816,-0.015107024,-0.014395063,-0.013944925,-0.015829451,-0.014920076,-0.014402776,-0.014457363,-0.012394563,-0.016274102,-0.01621286,-0.01331983,-0.014970847,-0.016158743,-0.010809107,-0.01691239,-0.01480946,-0.015938312,-0.016078226,-0.016112251,-0.012482706,-0.017570077
561.5999756,-0.004273798,0.000474749,-0.003431827,-0.008099464,-0.004201406,-0.010026875,-0.008422987,-0.01219688,-0.010999246,-0.012999635,-0.014386147,-0.014708726,-0.013822625,-0.015886256,-0.014649916,-0.013043498,-0.014564164,-0.012202366,-0.01598018,-0.015902128,-0.013453214,-0.014846887,-0.01542627,-0.010491602,-0.016305218,-0.014695463,-0.01532038,-0.015925037,-0.015651755,-0.012169596,-0.016770801
560.7999878,-0.003998829,0.000799421,-0.003262806,-0.007961275,-0.003776141,-0.010364535,-0.008384698,-0.011972666,-0.010610751,-0.012832438,-0.014110743,-0.013975406,-0.013767357,-0.015554362,-0.014912623,-0.013156674,-0.014343874,-0.012018546,-0.015329027,-0.015802994,-0.013335345,-0.014087738,-0.015517147,-0.010425546,-0.016508965,-0.014401022,-0.014756969,-0.015719317,-0.015929578,-0.012365178,-0.017009528
560,-0.003711417,0.000963145,-0.003383542,-0.008250562,-0.00380252,-0.010207294,-0.007963765,-0.011902452,-0.010900198,-0.01306721,-0.014230506,-0.013709773,-0.013443828,-0.015054069,-0.014936734,-0.013419131,-0.013763043,-0.011992811,-0.015643066,-0.015554812,-0.012850281,-0.014603662,-0.015628282,-0.010463705,-0.016242284,-0.014029345,-0.01490717,-0.015790263,-0.015594121,-0.012204783,-0.016810797
559.2000122,-0.003604223,0.00196252,-0.00257556,-0.007310805,-0.004025503,-0.009272526,-0.00722573,-0.011100642,-0.009509535,-0.012076253,-0.013332182,-0.013387757,-0.012626103,-0.014285866,-0.014021375,-0.012749393,-0.013352716,-0.011513959,-0.015157524,-0.014633447,-0.011952017,-0.013520216,-0.014741806,-0.009449154,-0.015545121,-0.013248931,-0.014158451,-0.015448154,-0.014540383,-0.011416239,-0.015976887
558.4000244,-0.002808175,0.001799484,-0.002212729,-0.007298587,-0.003459769,-0.009362267,-0.006988032,-0.011307702,-0.009391299,-0.011864621,-0.013297035,-0.013277051,-0.013202679,-0.014464374,-0.013652834,-0.012755727,-0.013305119,-0.010894997,-0.014513445,-0.014679447,-0.012124537,-0.012847869,-0.01474541,-0.00942879,-0.014844685,-0.012926171,-0.013967736,-0.014616928,-0.014460718,-0.010925845,-0.016299285
557.5999756,-0.003257307,0.001580597,-0.002663043,-0.007161569,-0.003418935,-0.008914184,-0.007086907,-0.011147825,-0.010006993,-0.012082748,-0.01343409,-0.013226082,-0.013149641,-0.015066921,-0.013876484,-0.013056559,-0.012978883,-0.011043864,-0.014514947,-0.014450802,-0.012007416,-0.0132651,-0.014665733,-0.009485221,-0.015036115,-0.013237381,-0.014306655,-0.014789095,-0.014797802,-0.010570432,-0.015837988
556.7999878,-0.002795572,0.002121741,-0.002185223,-0.006755556,-0.002673798,-0.008614122,-0.006409925,-0.010978599,-0.00929675,-0.011516782,-0.013034655,-0.012516058,-0.012309925,-0.014062176,-0.013163554,-0.012732903,-0.012440952,-0.010411293,-0.014440537,-0.013526187,-0.01102307,-0.012429531,-0.014389303,-0.009085178,-0.014790396,-0.013013252,-0.013003856,-0.014090645,-0.01439987,-0.010341838,-0.015617345
556,-0.003260647,0.002186283,-0.002037203,-0.007282296,-0.002913251,-0.009140793,-0.006831856,-0.011300086,-0.009209477,-0.011779981,-0.01283862,-0.012911948,-0.012575309,-0.013821923,-0.013577272,-0.012809165,-0.013234167,-0.010514343,-0.014545188,-0.014032854,-0.011298976,-0.012670756,-0.015085973,-0.008968147,-0.014925629,-0.013108503,-0.013399404,-0.013949336,-0.014310863,-0.010445259,-0.015891148
555.2000122,-0.003091507,0.002219586,-0.002530731,-0.007548072,-0.003002722,-0.009261731,-0.00712867,-0.010651369,-0.009671029,-0.011903309,-0.013509125,-0.012807354,-0.013039428,-0.013787068,-0.014089192,-0.012538794,-0.013162801,-0.010712743,-0.014361956,-0.013991198,-0.011543502,-0.012862846,-0.015088423,-0.008945376,-0.015081272,-0.012655722,-0.013590268,-0.014429369,-0.014315622,-0.010739665,-0.016368192
554.4000244,-0.002776076,0.002001552,-0.001704349,-0.00705935,-0.002491714,-0.008776965,-0.006808718,-0.010633182,-0.009565196,-0.011814191,-0.012960794,-0.013301203,-0.012305647,-0.014166519,-0.013775382,-0.012313649,-0.012866868,-0.010233386,-0.014083729,-0.01413109,-0.011414927,-0.012825954,-0.01421813,-0.008449288,-0.014819117,-0.012507104,-0.013385147,-0.013454117,-0.014074206,-0.010214222,-0.015839934
553.5999756,-0.003651714,0.00253088,-0.00145979,-0.007002602,-0.002742123,-0.009139576,-0.006514847,-0.010407704,-0.009324417,-0.011135159,-0.012807104,-0.012959387,-0.012331815,-0.013874427,-0.013347043,-0.012550663,-0.01235285,-0.010172602,-0.013765751,-0.013930435,-0.011280514,-0.012403822,-0.014257059,-0.008114454,-0.014584089,-0.012408551,-0.013219152,-0.013384845,-0.014400772,-0.010236572,-0.015582683
552.7999878,-0.0031004,0.002669212,-0.001665361,-0.006938459,-0.00171951,-0.008886185,-0.00614585,-0.010218064,-0.008549861,-0.01093362,-0.012609004,-0.012048558,-0.011890162,-0.013601809,-0.012525614,-0.011789755,-0.012081439,-0.010318886,-0.012809617,-0.013812645,-0.010514798,-0.012359392,-0.013878489,-0.007951566,-0.014532371,-0.011883714,-0.013335847,-0.01328373,-0.013658755,-0.009987261,-0.015293292
552,-0.002389626,0.00329765,-0.001336505,-0.006401814,-0.001390334,-0.008166382,-0.005716967,-0.009365916,-0.008044173,-0.010387182,-0.012150164,-0.011674559,-0.011139195,-0.013256715,-0.011797313,-0.011484665,-0.011576925,-0.009475394,-0.013005715,-0.013163153,-0.010263725,-0.011321876,-0.013030284,-0.007432458,-0.013904363,-0.011882908,-0.012111095,-0.012525665,-0.013163454,-0.009390388,-0.014397567
551.2000122,-0.002720618,0.003246191,-0.001296916,-0.006216133,-0.00174653,-0.008485743,-0.005600762,-0.010229038,-0.008112574,-0.010641315,-0.012241729,-0.011764612,-0.011075055,-0.012945117,-0.012261358,-0.010954924,-0.011470749,-0.009244905,-0.01261861,-0.013066205,-0.010516718,-0.011326012,-0.01300064,-0.007725759,-0.013897092,-0.011571784,-0.012039897,-0.013228342,-0.013103681,-0.009099729,-0.014104278
550.4000244,-0.002897823,0.002775621,-0.001201723,-0.006506023,-0.002272887,-0.008710241,-0.006143758,-0.01005566,-0.008586763,-0.010742139,-0.012399544,-0.011842404,-0.011997143,-0.012694088,-0.012448297,-0.011112198,-0.011623048,-0.009447736,-0.013304417,-0.013240896,-0.010508684,-0.011779074,-0.013645911,-0.007909576,-0.013753363,-0.012021769,-0.012474457,-0.013242051,-0.013192685,-0.009554662,-0.014720187
549.5999756,-0.002919627,0.002519554,-0.001539606,-0.006362837,-0.002151944,-0.008752814,-0.005865781,-0.009679889,-0.008324009,-0.011204336,-0.012629773,-0.011736545,-0.011544107,-0.012640535,-0.012738181,-0.011459101,-0.01185762,-0.009340075,-0.013317421,-0.012760403,-0.010585034,-0.011609892,-0.013363259,-0.007469456,-0.014086235,-0.011775597,-0.012314454,-0.012901596,-0.013142007,-0.00939059,-0.014622935
548.7999878,-0.002270518,0.003113255,-0.000384495,-0.005687331,-0.000978939,-0.007976422,-0.005250323,-0.009334906,-0.007691937,-0.009825833,-0.011584184,-0.011606062,-0.010677182,-0.012145733,-0.011813839,-0.010929228,-0.011219572,-0.009116611,-0.012144928,-0.012454334,-0.009967681,-0.010700166,-0.012649637,-0.006727368,-0.0134627,-0.01122149,-0.011540982,-0.012805796,-0.01263787,-0.009073264,-0.014522408
548,-0.002497377,0.002942802,-0.000624852,-0.005730763,-0.001609142,-0.00804397,-0.005266536,-0.009619179,-0.007626675,-0.01019551,-0.011838879,-0.011888449,-0.010545571,-0.012214095,-0.012525111,-0.010699863,-0.0114948,-0.009226659,-0.012703288,-0.01272526,-0.009812218,-0.011293579,-0.012920191,-0.006780532,-0.01363111,-0.011257763,-0.011472917,-0.012535876,-0.01271621,-0.008954708,-0.014437983
547.2000122,-0.003346451,0.002717945,-0.000763896,-0.006410843,-0.001707701,-0.008038125,-0.005763563,-0.009802095,-0.008064552,-0.01039896,-0.011790965,-0.012172214,-0.01124288,-0.012494477,-0.012658889,-0.01106269,-0.01141982,-0.009458374,-0.012757436,-0.013261787,-0.010150399,-0.011422038,-0.013069119,-0.006942994,-0.013644205,-0.011376701,-0.011794592,-0.013035911,-0.012982502,-0.008950751,-0.014661128
546.4000244,-0.002625274,0.002972436,-0.000790201,-0.005904087,-0.001259337,-0.008028825,-0.005403438,-0.00955142,-0.007814245,-0.009849014,-0.012029977,-0.011785876,-0.011146463,-0.013111768,-0.012661303,-0.010724815,-0.01107339,-0.008821609,-0.01253311,-0.012598946,-0.010085961,-0.011243233,-0.012706959,-0.006404313,-0.013769163,-0.010781785,-0.011545923,-0.012618207,-0.012319135,-0.008804513,-0.014119914
545.5999756,-0.002924153,0.003304432,-0.001120658,-0.006009643,-0.001045156,-0.008217441,-0.005137062,-0.00991622,-0.008111456,-0.009809231,-0.011703336,-0.011835301,-0.010885959,-0.012291858,-0.012318631,-0.010672889,-0.011071976,-0.008729371,-0.012256627,-0.012507557,-0.01008242,-0.011481287,-0.012610513,-0.006732669,-0.01353216,-0.010996015,-0.011305282,-0.012044177,-0.012283201,-0.008614833,-0.014360353
544.7999878,-0.002910885,0.003415406,-0.000898245,-0.00584208,-0.00039422,-0.007900628,-0.005014458,-0.009840764,-0.007301133,-0.01016714,-0.011985308,-0.011286366,-0.011163013,-0.012112807,-0.012288637,-0.01048013,-0.011065567,-0.00879599,-0.012337502,-0.012192702,-0.009627787,-0.011001113,-0.013059423,-0.006117928,-0.01329091,-0.010947756,-0.011471253,-0.012735969,-0.01241806,-0.008448425,-0.01385452
544,-0.002559554,0.003633759,-0.000782811,-0.006078364,-0.000689572,-0.007325772,-0.004775495,-0.009446925,-0.007466453,-0.009535568,-0.011687662,-0.011243991,-0.010553,-0.011636154,-0.01153836,-0.009776077,-0.010851221,-0.00790556,-0.012055255,-0.012377003,-0.009439479,-0.010424738,-0.012895767,-0.006047425,-0.013124477,-0.010377931,-0.011427081,-0.012327638,-0.01253663,-0.008378046,-0.013798954
543.2000122,-0.002377629,0.004006442,9.69E-05,-0.005237637,7.88E-05,-0.006986657,-0.004074383,-0.008993807,-0.006946204,-0.009409285,-0.01092332,-0.010698347,-0.010250073,-0.011002274,-0.011349012,-0.009634573,-0.010522833,-0.00788253,-0.011091306,-0.012008977,-0.008681113,-0.010099719,-0.012530142,-0.005412284,-0.012621074,-0.01006426,-0.010594179,-0.012188926,-0.012011495,-0.007802041,-0.013273335
542.4000244,-0.002011077,0.00395819,-0.000170762,-0.005150057,9.35E-05,-0.007274659,-0.00380252,-0.00910191,-0.006888117,-0.009285195,-0.011127085,-0.010717289,-0.010049337,-0.011153122,-0.011029632,-0.00991536,-0.010328593,-0.007765885,-0.011597644,-0.011884016,-0.008816333,-0.010279349,-0.012107621,-0.00542614,-0.012333124,-0.009977598,-0.010691882,-0.011973472,-0.011841599,-0.007688122,-0.013486791
541.5999756,-0.001644885,0.004300065,0.000532412,-0.004906971,0.00054322,-0.007325212,-0.003462183,-0.008573161,-0.006326612,-0.00919493,-0.011161095,-0.010253916,-0.00990362,-0.010999952,-0.011072683,-0.009598316,-0.009873003,-0.007214375,-0.01150085,-0.011790914,-0.008271135,-0.009819305,-0.011798573,-0.005339672,-0.012178909,-0.010006942,-0.010501406,-0.011662059,-0.011810665,-0.007378864,-0.013249283
540.7999878,-0.001332273,0.004587608,0.000565122,-0.005122582,0.001135184,-0.006916091,-0.003572749,-0.008018304,-0.006359776,-0.008942232,-0.010352707,-0.010317774,-0.009304452,-0.010800825,-0.010320857,-0.008748754,-0.009805992,-0.00731498,-0.01125968,-0.011710492,-0.00774656,-0.009599227,-0.011402522,-0.004358788,-0.012080885,-0.009772331,-0.009980886,-0.01105724,-0.011515471,-0.006931479,-0.01273798
540,-0.002297814,0.00346352,4.64E-05,-0.005697244,4.81E-05,-0.007745187,-0.004226427,-0.009034627,-0.007106719,-0.009396923,-0.011116084,-0.010483668,-0.010430954,-0.011484766,-0.011090902,-0.010004362,-0.010626968,-0.008205248,-0.012123229,-0.01224792,-0.008674009,-0.010415842,-0.01219683,-0.005523274,-0.012885614,-0.009793135,-0.010707591,-0.012161138,-0.012505846,-0.007687461,-0.013859434
539.2000122,-0.002336436,0.004329817,-5.28E-05,-0.005211754,0.000272794,-0.007058179,-0.004273234,-0.008565038,-0.006673992,-0.009274502,-0.010948563,-0.010476239,-0.00988196,-0.011037101,-0.011090649,-0.009639889,-0.010349319,-0.007834787,-0.011595728,-0.012095991,-0.008732872,-0.010324346,-0.012016783,-0.004865045,-0.012751454,-0.009664599,-0.010129511,-0.011303264,-0.011716136,-0.007555551,-0.013465209
538.4000244,-0.002496965,0.004492289,1.27E-05,-0.004612425,0.000142992,-0.00699547,-0.0038387,-0.008389319,-0.006528923,-0.009129792,-0.010825771,-0.010566845,-0.010238038,-0.011037556,-0.011055726,-0.009372097,-0.010595948,-0.00750238,-0.011546981,-0.01190074,-0.00865518,-0.010038865,-0.011982185,-0.005084412,-0.012550261,-0.009292594,-0.010340877,-0.011172903,-0.01159462,-0.007149143,-0.013551831
537.5999756,-0.002471535,0.004334889,-0.000386254,-0.00477657,-0.000108397,-0.007365121,-0.004248268,-0.008611686,-0.006637028,-0.009581857,-0.010712693,-0.010676828,-0.010014379,-0.011271434,-0.011310931,-0.00969847,-0.010199202,-0.007696972,-0.011418306,-0.012515051,-0.008825415,-0.010365901,-0.012192702,-0.00452021,-0.012791419,-0.00963918,-0.010548604,-0.011680808,-0.011954485,-0.007664673,-0.013271176
536.7999878,-0.002749068,0.004301163,-0.000167967,-0.004605715,0.000206593,-0.00703653,-0.004020732,-0.00876083,-0.006286251,-0.009126345,-0.010579678,-0.010748604,-0.010152777,-0.010823953,-0.011389258,-0.009707483,-0.010170528,-0.007542221,-0.011682673,-0.012241829,-0.008789547,-0.010169214,-0.011520664,-0.004978632,-0.012474054,-0.009510497,-0.010525915,-0.011093526,-0.012012956,-0.007123425,-0.01289657
536,-0.002384889,0.004496421,8.17E-05,-0.004548082,0.000261398,-0.007016918,-0.003820379,-0.008424764,-0.006068205,-0.008997154,-0.011155292,-0.010771786,-0.009689408,-0.010831578,-0.010865965,-0.00974454,-0.00948664,-0.00746915,-0.010944777,-0.011539469,-0.00886062,-0.010591097,-0.012175385,-0.00470923,-0.012469979,-0.009347574,-0.009867942,-0.011132939,-0.011545821,-0.006923734,-0.012691976
535.2000122,-0.002324798,0.004505367,0.000997625,-0.004278976,0.001091402,-0.006716407,-0.003843318,-0.008653506,-0.005623607,-0.008422022,-0.010436969,-0.010431864,-0.009605456,-0.010522732,-0.010836022,-0.009065354,-0.009473064,-0.007207145,-0.010797895,-0.011482699,-0.008399374,-0.01022656,-0.011575514,-0.004256522,-0.012373431,-0.009205474,-0.009914298,-0.010797491,-0.01137196,-0.006231954,-0.012928482
534.4000244,-0.001795513,0.005519227,0.001267698,-0.003773729,0.001481233,-0.006105268,-0.003488633,-0.008105815,-0.005728719,-0.008363116,-0.009774053,-0.010037803,-0.009334096,-0.010011698,-0.010048578,-0.008071108,-0.008911293,-0.006803825,-0.010527027,-0.011351131,-0.007875107,-0.009731986,-0.010404974,-0.003676099,-0.011935798,-0.008363319,-0.009309772,-0.010117827,-0.010723704,-0.006384724,-0.012602617
533.5999756,-0.000848128,0.005638794,0.001655011,-0.003458793,0.00213904,-0.00619878,-0.003388679,-0.008410952,-0.004903798,-0.008407296,-0.009784429,-0.009705407,-0.008564278,-0.009675232,-0.009892739,-0.008230853,-0.008884968,-0.006360796,-0.010460218,-0.011102105,-0.00753118,-0.009279316,-0.010177255,-0.00343419,-0.011111038,-0.007881259,-0.00942955,-0.0102123,-0.010459309,-0.006336511,-0.012556749
532.7999878,-0.001012203,0.006086751,0.001496766,-0.003062771,0.002317895,-0.006405436,-0.00292225,-0.007880954,-0.004606432,-0.007953243,-0.009176125,-0.009447382,-0.008401253,-0.009760587,-0.009785037,-0.0075468,-0.008644269,-0.00638304,-0.010095217,-0.011355015,-0.007260913,-0.00847833,-0.010159857,-0.00314517,-0.010845313,-0.007418716,-0.008688218,-0.009711178,-0.010195814,-0.005957455,-0.012331011
532,-0.001536149,0.005312948,0.001057771,-0.003323024,0.002295566,-0.006511124,-0.003254481,-0.007906119,-0.005045265,-0.008242181,-0.009223314,-0.009606165,-0.009035033,-0.009955386,-0.010183525,-0.008224553,-0.009278759,-0.006338756,-0.010253613,-0.011455622,-0.007568627,-0.009063732,-0.010666877,-0.003550822,-0.011384367,-0.007822636,-0.008993706,-0.009748539,-0.010623381,-0.006131251,-0.012414941
531.2000122,-0.001433681,0.005177151,0.001139726,-0.003730203,0.00199232,-0.006402018,-0.003269434,-0.007672913,-0.004977148,-0.008239691,-0.009766561,-0.00967351,-0.009071692,-0.010253461,-0.010348359,-0.008410342,-0.009015663,-0.006336,-0.010272422,-0.011765822,-0.007344658,-0.008886237,-0.010732038,-0.003508302,-0.011642101,-0.007748798,-0.009103177,-0.009935095,-0.010886364,-0.006323296,-0.012843948
530.4000244,-0.001191087,0.006046903,0.001409394,-0.003403062,0.002161152,-0.006245222,-0.003052644,-0.007614567,-0.004684339,-0.007930012,-0.009482739,-0.009435629,-0.008787872,-0.009777748,-0.009846787,-0.008158711,-0.008796548,-0.005956945,-0.01007124,-0.011223205,-0.007453222,-0.008627216,-0.010784664,-0.003300417,-0.011189956,-0.007603782,-0.008703696,-0.009996065,-0.010344668,-0.006066367,-0.01247023
529.5999756,-0.001416394,0.005699927,0.001896919,-0.003611874,0.001969203,-0.006505412,-0.002893297,-0.008221352,-0.004610274,-0.008240301,-0.009635535,-0.009294621,-0.008965763,-0.009855947,-0.010191263,-0.008403132,-0.008771434,-0.005764125,-0.009762106,-0.011119314,-0.007656535,-0.008975247,-0.010787694,-0.003045189,-0.011468278,-0.007644683,-0.008974739,-0.009784429,-0.010363221,-0.00589326,-0.012370562
528.7999878,-0.000977544,0.005643251,0.001909581,-0.003788458,0.002029743,-0.006155089,-0.003102456,-0.008286322,-0.004655657,-0.00843497,-0.009676497,-0.009580186,-0.008641529,-0.010027634,-0.010106092,-0.007979828,-0.009112201,-0.006120225,-0.009765801,-0.01133262,-0.007752002,-0.008777116,-0.010811278,-0.003167117,-0.011268004,-0.007807838,-0.008825719,-0.00991288,-0.010454558,-0.005786808,-0.012670002
528,-0.001014838,0.006337944,0.001568386,-0.003195076,0.002612931,-0.006021539,-0.003035421,-0.007763648,-0.00450571,-0.00768446,-0.00934955,-0.009403307,-0.008231615,-0.009518955,-0.009477927,-0.007708619,-0.008874214,-0.005607457,-0.009911312,-0.010812793,-0.007089097,-0.008443449,-0.010427214,-0.002576744,-0.011139347,-0.007136972,-0.008454772,-0.009679991,-0.010267871,-0.005879521,-0.011805022
527.2000122,-0.001746633,0.006278166,0.002119503,-0.002987349,0.003114115,-0.005748542,-0.002915462,-0.007750425,-0.004191921,-0.007978913,-0.009679991,-0.009081934,-0.008207433,-0.009369564,-0.009321022,-0.00775012,-0.008592905,-0.005480538,-0.010119193,-0.010712693,-0.006864472,-0.008255845,-0.010213058,-0.002653215,-0.01045946,-0.007537744,-0.008405467,-0.00948745,-0.010268833,-0.005553893,-0.011505388
526.4000244,-0.00121654,0.006175358,0.0020157,-0.002777825,0.002879893,-0.005999481,-0.003011411,-0.007684511,-0.004333928,-0.00851463,-0.009673105,-0.009858933,-0.008368702,-0.00954043,-0.009761347,-0.007858532,-0.008939188,-0.00473924,-0.010174169,-0.010936094,-0.007135953,-0.008778385,-0.010472348,-0.00289664,-0.01116604,-0.007408639,-0.008694561,-0.009241763,-0.009633965,-0.005845299,-0.012246612
525.5999756,-0.000816349,0.006455003,0.002407142,-0.002990794,0.002990603,-0.006110883,-0.002558473,-0.007796092,-0.004191459,-0.008350876,-0.009312307,-0.009904075,-0.008194478,-0.009008969,-0.009751678,-0.007452814,-0.008226586,-0.004788348,-0.009598467,-0.011041039,-0.006860497,-0.008441367,-0.010342242,-0.002737905,-0.010922614,-0.007048246,-0.00847574,-0.009526148,-0.009950832,-0.005519083,-0.012016581
524.7999878,-0.000657937,0.006108987,0.002206212,-0.003509483,0.002518851,-0.006299722,-0.003153343,-0.008073445,-0.004101873,-0.008476401,-0.009390793,-0.009765497,-0.008515747,-0.008963482,-0.009706065,-0.007624029,-0.008606102,-0.004942803,-0.009561043,-0.011153224,-0.007196299,-0.008672791,-0.010552848,-0.002691446,-0.01126084,-0.00731274,-0.008488485,-0.01015925,-0.010478615,-0.005663928,-0.012470785
524,-0.001186957,0.005809652,0.002028729,-0.003669734,0.002455716,-0.006253285,-0.00339998,-0.007969256,-0.004652328,-0.008469039,-0.009609203,-0.009616343,-0.008567982,-0.009676041,-0.009962014,-0.007580481,-0.008755452,-0.005455947,-0.009843953,-0.011565382,-0.007656636,-0.008416131,-0.01126195,-0.002854158,-0.011531907,-0.007353616,-0.009092784,-0.010358672,-0.010897269,-0.005923546,-0.01241806
523.2000122,-0.001750294,0.006028136,0.002206368,-0.004222684,0.003001915,-0.006298956,-0.00315987,-0.008190261,-0.00472828,-0.008678829,-0.009807915,-0.010022221,-0.00854849,-0.009276022,-0.010281877,-0.008268849,-0.009216675,-0.005551439,-0.009757196,-0.011537049,-0.007730286,-0.009045225,-0.011203478,-0.002647246,-0.011808951,-0.007667369,-0.009079399,-0.010115197,-0.010391327,-0.005942952,-0.012492768
522.4000244,-0.001478107,0.006534067,0.002125877,-0.004094744,0.003218417,-0.006015514,-0.003213987,-0.007756172,-0.004466051,-0.008594327,-0.009817229,-0.010108774,-0.008322435,-0.009277087,-0.009994497,-0.008174715,-0.008447917,-0.005282852,-0.009306428,-0.011025947,-0.007326332,-0.008362303,-0.01061555,-0.002386949,-0.011596938,-0.00743826,-0.008704101,-0.0098894,-0.010173866,-0.005837177,-0.012469929
521.5999756,-0.001345692,0.006314252,0.002748944,-0.003937473,0.003138937,-0.006109505,-0.002504943,-0.007409249,-0.003881752,-0.008312328,-0.009416682,-0.009824872,-0.007883038,-0.009382788,-0.009763119,-0.007651041,-0.008342141,-0.004925656,-0.009459083,-0.011146058,-0.006984008,-0.008268392,-0.010478463,-0.002300749,-0.011196213,-0.007230618,-0.008542399,-0.00991369,-0.010372674,-0.005573674,-0.012181879
520.7999878,-0.00064765,0.007379135,0.003202561,-0.003298722,0.004051772,-0.005594169,-0.00217049,-0.006588996,-0.003413541,-0.0075352,-0.008978543,-0.009088829,-0.007414848,-0.008384089,-0.009400571,-0.007012944,-0.007490065,-0.004099822,-0.008902366,-0.01014519,-0.00648807,-0.007478158,-0.009804727,-0.001519898,-0.01066617,-0.006455273,-0.007866515,-0.008985998,-0.009617305,-0.00470293,-0.011643714
520,-0.000423909,0.007540828,0.003180318,-0.003208026,0.003918667,-0.005594578,-0.002041171,-0.007031538,-0.003225088,-0.007613804,-0.008771637,-0.009456398,-0.007483297,-0.008494272,-0.00894213,-0.007137735,-0.007876683,-0.004285077,-0.008711306,-0.010255989,-0.006120021,-0.00736736,-0.009887528,-0.001488684,-0.0106937,-0.006208273,-0.007625454,-0.008838148,-0.009451637,-0.004134284,-0.012040048
519.2000122,-0.000453906,0.007353227,0.003240375,-0.00308282,0.003844256,-0.005305254,-0.002264853,-0.006908142,-0.003287572,-0.008382464,-0.008594478,-0.008857729,-0.007352242,-0.008737693,-0.009112201,-0.007065361,-0.007873531,-0.004139412,-0.009113874,-0.010458652,-0.006476033,-0.007636187,-0.009362369,-0.001342595,-0.010991422,-0.006413649,-0.007623317,-0.009015359,-0.009668649,-0.004426233,-0.011888146
518.4000244,-0.000863835,0.007028829,0.003260118,-0.003246156,0.003698292,-0.005339774,-0.002032102,-0.007286267,-0.003652895,-0.008097736,-0.008994213,-0.009053439,-0.007746662,-0.009033512,-0.008853518,-0.00771335,-0.008067144,-0.00442649,-0.009143936,-0.01046972,-0.006635652,-0.007442941,-0.009714722,-0.001663195,-0.01100192,-0.006378959,-0.007526041,-0.009822847,-0.009504824,-0.00458589,-0.012241025
517.5999756,-0.001123343,0.007367444,0.003310014,-0.00267071,0.004697158,-0.005182851,-0.002108154,-0.007223795,-0.003089811,-0.008267021,-0.008624882,-0.008976616,-0.007329488,-0.008614325,-0.009232995,-0.0073414,-0.007721233,-0.004105514,-0.009122898,-0.010639749,-0.006266503,-0.007402379,-0.010083634,-0.00117947,-0.01064278,-0.006249152,-0.007683392,-0.009412122,-0.009561499,-0.004302044,-0.012235639
516.7999878,-0.001192791,0.006641113,0.00353416,-0.002473337,0.004343361,-0.005566313,-0.00159506,-0.006802143,-0.003841266,-0.007758664,-0.009007042,-0.008839162,-0.007644174,-0.009045428,-0.009006586,-0.007513269,-0.007830771,-0.004033453,-0.0093118,-0.010821478,-0.006472616,-0.007462026,-0.009995256,-0.001447923,-0.010786584,-0.006488887,-0.007825483,-0.009427574,-0.009884744,-0.004080435,-0.012315762
516,-0.000786428,0.007495948,0.003680304,-0.002616731,0.004688313,-0.005353122,-0.001739621,-0.00670713,-0.003251963,-0.00736059,-0.007918778,-0.008373273,-0.007294311,-0.008383429,-0.008130104,-0.006740978,-0.007126633,-0.003854608,-0.009026717,-0.010592815,-0.005880082,-0.006954611,-0.009500721,-0.000894836,-0.010291837,-0.006593331,-0.007426809,-0.008560876,-0.00922007,-0.0044146,-0.011854546
515.2000122,-0.000360907,0.007250507,0.003493163,-0.003283873,0.004386582,-0.005501651,-0.001598567,-0.006628003,-0.00335688,-0.007593149,-0.008428369,-0.008735511,-0.007077687,-0.008164451,-0.008449948,-0.006822377,-0.007490014,-0.003858764,-0.008625033,-0.010484174,-0.005934475,-0.007054002,-0.009501987,-0.001434094,-0.010853038,-0.006537134,-0.007789074,-0.008976261,-0.009812471,-0.004369346,-0.012100824
