wavelength (nm),DOMBlank1,DOMSTD15,DOM12053,DOM12081,DOM12086,DOM12096,DOM12114,DOM12147,DOM12201,DOMBlank2,DOM12267,DOM12310,DOM12316,DOM12336,DOM12343,DOM12979,DOM13057,DOM11873,DOM11903,DOMBlank3,DOM11908,DOM11914,DOM11916,DOM11946,DOM11992,DOM11997,DOM11999,DOM12006,DOM11962,DOM11928,DOMBlank4
900,-0.021843627,-0.021888426,-0.010549412,-0.030315371,-0.024091216,-0.022706699,-0.020105302,-0.045569789,-0.027741754,-0.034502737,-0.039435737,-0.027618665,-0.02999167,-0.042066947,-0.021700731,-0.037556775,-0.034207504,-0.031185012,-0.04508486,-0.030572731,-0.030660639,-0.032095425,-0.022451468,-0.032856114,-0.014967096,-0.043840151,-0.053457357,-0.02101317,-0.02700858,-0.041096222,-0.025226712
899.2000122,-0.016866276,-0.025057754,-0.021067623,-0.022022353,-0.022161847,-0.039000988,-0.033081703,-0.032095328,-0.05073474,-0.032661721,-0.02883932,-0.02673357,-0.030368092,-0.040406026,-0.032640208,-0.052846644,-0.048897844,-0.028594794,-0.0448559,-0.04396046,-0.038951766,-0.03857556,-0.038662195,-0.02711156,-0.027548652,-0.025327038,-0.033619072,-0.042109475,-0.050285064,-0.030906897,-0.036924034
898.4000244,-0.027903019,-0.020173362,-0.006968876,-0.029923584,-0.022889392,-0.034051295,-0.027806684,-0.031627603,-0.035591148,-0.04796806,-0.037789144,-0.027886609,-0.030571332,-0.042117648,-0.027065741,-0.044695485,-0.036824781,-0.022249507,-0.054589793,-0.033973981,-0.032535024,-0.041140445,-0.027151005,-0.021670738,-0.038599245,-0.036123231,-0.038503028,-0.028292364,-0.03599792,-0.024171827,-0.047547713
897.5999756,-0.0070675,-0.015853662,0.004664764,-0.008211903,0.008573769,-0.013105288,-0.018309169,-0.005646144,-0.012113965,-0.022055423,-0.020042917,-0.016178295,-0.01495124,-0.016974878,-0.032248974,-0.01740632,-0.01332455,-0.006761775,-0.026801184,-0.024998227,-0.010979458,-0.008772094,-0.018401381,3.16E-06,-0.028768584,-0.022609795,-0.019955209,-0.00325443,-0.022277296,-0.015455149,-0.009868853
896.7999878,-0.017587179,-0.014769429,-0.014016613,-0.022106253,-0.024325171,-0.007095208,-0.01154083,-0.031029733,-0.039678395,-0.026582291,-0.022213206,-0.036721081,-0.030409992,-0.050709818,-0.039512839,-0.039396588,-0.036317226,-0.046244711,-0.036787443,-0.032908287,-0.033281039,-0.017298821,-0.045119628,-0.029610084,-0.033163924,-0.036023222,-0.021392966,-0.032932475,-0.029689919,-0.025126167,-0.022287723
896,-0.013411652,-0.002324077,-0.016286867,-0.013429874,-0.011257208,-0.018848512,-0.02187735,-0.023983598,-0.01523841,-0.010210378,-0.031020334,-0.018726544,-0.017901327,-0.034696456,-0.025334023,-0.010243398,-0.033741381,-0.024371771,-0.031010838,-0.024001233,-0.014159855,-0.016894761,-0.018602658,-0.041804556,-0.023555946,-0.009392465,-0.020134762,-0.030397153,-0.009273489,-0.017340261,-0.028716881
895.2000122,-0.006045077,-0.000936941,0.011955064,-0.006676082,-0.009083049,-0.007187591,0.002155376,0.000418519,2.82E-05,-0.000354079,-0.008587372,-0.01916809,0.006572173,-0.006866408,-0.013391974,0.011003259,-0.007039383,-0.015997248,-0.012869481,-0.021899452,-0.018225377,-0.013463402,-0.005308731,-0.01505997,-0.003594314,-0.015323229,0.00275095,-0.008175223,0.000490065,-0.009917789,-0.013158783
894.4000244,-0.017874151,-0.009901241,-0.017992385,-0.025469577,-0.03052187,-0.020754917,-0.014639104,-0.02424459,-0.03221456,-0.029823782,-0.018336417,-0.029106416,-0.022971503,-0.029602008,-0.037250452,-0.028862089,-0.023967676,-0.024987914,-0.027027894,-0.019446943,-0.036268316,-0.042267185,-0.029392509,-0.03811055,-0.02989628,-0.007983488,-0.018972972,-0.023758624,-0.021670837,-0.030716693,-0.024245225
893.5999756,-0.00820789,-0.004948946,-0.012997224,-0.008026537,-0.003776141,-0.007841093,-0.007932097,-0.02389908,-0.023966255,-0.026550734,-0.013963023,-0.00740019,-0.016659509,-0.014740906,-0.0199065,-0.013052088,-0.023824595,-0.014439435,-0.002489552,-0.009568234,-0.020326197,-0.024880812,-0.016800486,-0.011400051,-0.023810774,-0.012482354,-0.014980801,-0.015544122,-0.029461836,-0.006626576,-0.01772373
892.7999878,-0.004677988,-0.006249815,-0.007619604,-0.00473796,-0.014846887,-0.010775978,-0.012465552,-0.018961772,-0.017927609,-0.023253469,-0.021173352,-0.01897773,-0.007939721,-0.024875775,-0.017277181,-0.024415918,-0.025818277,-0.026331766,-0.017557746,-0.016371932,-0.029361879,-0.005367184,-0.011557668,-0.016455632,-0.014668936,-0.015821315,-0.014204301,-0.010732038,-0.020033376,-0.008675379,-0.023854783
892,-0.002900754,0.002886747,-0.005734543,-0.012544426,0.006741664,-0.009552889,-0.017441532,-0.013927276,-0.003285825,-0.013415417,-0.00850737,-0.01045663,-0.007860414,-0.01479545,-0.004809545,-0.015426219,-0.013551128,-0.014796752,-0.016389031,-0.011852229,-0.010557093,-0.009495656,-0.007042897,0.002780336,-0.015914856,-0.019328808,-0.015893692,-0.015943052,-0.016640674,-0.015991509,-0.021328153
891.2000122,0.002754441,-0.007132541,-0.004785121,-0.008150073,-0.024110759,-0.018213116,-0.018085407,-0.021094255,-0.02554339,-0.022554403,-0.021296212,-0.018541547,-0.025619339,-0.019891515,-0.021021407,-0.02443251,-0.019733382,-0.01405125,-0.025824569,-0.012246359,-0.012661203,-0.024448169,-0.023676123,-0.029363042,-0.018929061,-0.015111375,-0.019801697,-0.015317132,-0.014617079,-0.027805762,-0.015461394
890.4000244,-0.003179658,0.000791563,-0.020007866,-0.017766224,-0.013241398,-0.020494733,-0.003958353,-0.010818954,-0.017855668,-0.025930855,-0.018924551,-0.016014412,-0.022613727,-0.011659288,-0.022747576,-0.029645773,-0.023010883,-0.022676086,-0.028413711,-0.021053419,-0.028354544,-0.014246187,-0.024857832,-0.017797085,-0.013926023,-0.023512006,-0.019263487,-0.010849858,-0.02581452,-0.022887575,-0.012215203
889.5999756,-0.009257879,0.003984601,0.002517809,0.004044901,-0.00505197,-0.004518161,-0.010405278,-0.014105882,-0.013253952,-0.018630633,-0.024196703,-0.008071413,-0.016852681,-0.016033622,-0.011431569,-0.012089697,-0.016381403,-0.014092851,-0.011345078,-0.019242488,-0.018210832,-0.013850708,-0.011672845,-0.012955819,-0.014068693,-0.016066702,-0.01048382,-0.013868611,-0.015474234,-0.009523362,-0.017601697
888.7999878,-0.015089174,-0.011368631,-0.02142776,-0.021828512,-0.012045033,-0.030356988,-0.03006153,-0.022722568,-0.035060801,-0.028739074,-0.040977284,-0.02775511,-0.025635738,-0.039729659,-0.04037074,-0.038878825,-0.029661633,-0.029816533,-0.029848965,-0.036937967,-0.036215689,-0.029528592,-0.025328651,-0.025955874,-0.026254186,-0.017917871,-0.031989481,-0.03610098,-0.034202099,-0.045415279,-0.035368577
888,0.000978063,0.004635538,-0.018354731,-0.003397669,-0.00403889,-0.015818071,-0.018521108,-0.01575337,-0.020983573,-0.022266328,-0.022029292,-0.017207969,-0.007529755,-0.019385502,-0.023366371,-0.016548688,-0.026171573,-0.014887961,-0.022922199,-0.015317382,-0.00938071,-0.0149759,-0.025317173,-0.014465225,-0.012046091,-0.017439593,-0.009744641,-0.002582663,-0.01844088,-0.022889588,-0.022775039
887.2000122,-0.014360202,-0.014366314,-0.016123725,-0.005367388,-0.017723035,-0.018825708,-0.021612765,-0.022093952,-0.024147244,-0.021132227,-0.02144067,-0.016390478,-0.015550316,-0.020826528,-0.019550791,-0.027305732,-0.026555847,-0.025629295,-0.019015938,-0.011510681,-0.02132633,-0.021881387,-0.023823664,-0.017150741,-0.023032535,-0.026009468,-0.021057561,-0.01679665,-0.020910904,-0.02214635,-0.022018367
886.4000244,-0.001565244,0.005860419,0.004820738,-0.010605698,-0.008027605,-0.007830415,-0.00799838,-0.013883454,-0.005133173,-0.013118248,-0.012931397,-0.012364876,-0.021161174,-0.013801563,-0.022908054,-0.015596668,-0.017069014,-0.017835693,-0.01665373,-0.019123456,-0.009510699,-0.016258592,-0.018243548,-0.02000297,-0.017911611,-0.012163656,-0.011387343,-0.015024263,-0.020445395,-0.011383257,-0.011404237
885.5999756,-0.00368842,-0.015164723,-0.016537573,-0.016238045,-0.020677421,-0.015580835,-0.026814032,-0.021800054,-0.017164974,-0.024072751,-0.013891476,-0.026502857,-0.021808572,-0.018521255,-0.033388536,-0.017422782,-0.027258279,-0.030932548,-0.030196728,-0.023651317,-0.022704046,-0.029762536,-0.030599704,-0.03319443,-0.032266952,-0.024677629,-0.020180231,-0.026568461,-0.028101739,-0.027997488,-0.031747252
884.7999878,-0.010815722,-0.030454302,-0.018020099,-0.025119374,-0.028731177,-0.021855393,-0.024098907,-0.023258179,-0.035326675,-0.031453654,-0.040081169,-0.030491948,-0.031534884,-0.030977335,-0.025706304,-0.026117804,-0.029927742,-0.024235336,-0.030994255,-0.030489728,-0.02517605,-0.03907178,-0.037541963,-0.023394186,-0.040188696,-0.034639765,-0.028818779,-0.028281109,-0.028424088,-0.030716935,-0.036798906
884,-0.000276219,-0.011370598,-0.011023423,-0.02086783,-0.013796647,-0.021049621,-0.020301543,-0.028842082,-0.022719868,-0.025057754,-0.029862739,-0.02945042,-0.030281091,-0.026241222,-0.024131767,-0.030734638,-0.027762638,-0.027539469,-0.025661409,-0.030945998,-0.027569205,-0.0260887,-0.020824108,-0.02038943,-0.028115034,-0.02457221,-0.022413168,-0.02759962,-0.027088895,-0.027745979,-0.030509612
883.2000122,-0.001499003,-0.011505388,-0.007317678,-0.009348537,-0.008713743,-0.014150835,-0.011504884,-0.013654992,-0.021333329,-0.027796583,-0.013417173,-0.020080883,-0.020190906,-0.030396331,-0.019078866,-0.01854616,-0.023250869,-0.026223335,-0.025174584,-0.023977816,-0.02895291,-0.023752106,-0.026728118,-0.022040807,-0.016976669,-0.020515326,-0.018419245,-0.024864482,-0.020891266,-0.01369051,-0.020947166
882.4000244,-0.015647858,-0.017257826,-0.014889361,-0.027020499,-0.021133361,-0.027974043,-0.024195282,-0.033217356,-0.028243465,-0.030335987,-0.030179776,-0.036832295,-0.028459631,-0.023722645,-0.033685524,-0.035487678,-0.032087922,-0.035279088,-0.031099427,-0.033712834,-0.030740231,-0.039235562,-0.028500311,-0.037345711,-0.028740626,-0.036181584,-0.031917285,-0.031974427,-0.02945042,-0.030276503,-0.033991456
881.5999756,-0.007172874,-0.002052095,-0.018845389,-0.011940835,-0.016101126,-0.019746047,-0.016370734,-0.03100168,-0.027048666,-0.023346843,-0.026909662,-0.024315087,-0.020161649,-0.02388835,-0.02245309,-0.028427579,-0.021873904,-0.02754977,-0.032965925,-0.030540496,-0.020856233,-0.022538723,-0.023992857,-0.019969201,-0.023742547,-0.021030927,-0.029438181,-0.024704237,-0.028010059,-0.021671772,-0.02538823
880.7999878,-0.009071793,-0.016754113,-0.014028794,-0.016974827,-0.020551424,-0.019419614,-0.02315055,-0.026463306,-0.021207424,-0.029281259,-0.02355472,-0.025042506,-0.025582928,-0.018830517,-0.023713332,-0.033542495,-0.034908,-0.026614431,-0.032848533,-0.026894676,-0.025692739,-0.025456149,-0.025373336,-0.025066208,-0.027914478,-0.024045713,-0.016451396,-0.033961292,-0.031227075,-0.035883632,-0.024019115
880,-0.011662412,-0.013148839,-0.013819967,-0.029489411,-0.020877205,-0.030957665,-0.027385505,-0.02462529,-0.030850384,-0.028134542,-0.029224342,-0.02503933,-0.031693932,-0.034450088,-0.027242672,-0.033952817,-0.0280485,-0.034107246,-0.029543392,-0.031252272,-0.027371895,-0.033053398,-0.031872354,-0.024781652,-0.025659505,-0.032229844,-0.028003749,-0.03807465,-0.034277409,-0.031272266,-0.033299789
879.2000122,-0.001236984,-0.013495825,-0.014873803,-0.013374906,-0.017424423,-0.018231781,-0.026761025,-0.020827513,-0.017412536,-0.025041919,-0.022042284,-0.017856115,-0.022738684,-0.029060854,-0.021196133,-0.025425341,-0.026665946,-0.021284973,-0.027026046,-0.023928579,-0.028155262,-0.025858277,-0.033582129,-0.024460698,-0.027381277,-0.019941561,-0.02840789,-0.02402705,-0.028059566,-0.026033361,-0.020849621
878.4000244,-0.010764968,-0.016662497,-0.018911216,-0.018037483,-0.022839932,-0.02293423,-0.021777701,-0.024993632,-0.021605179,-0.029979493,-0.022053996,-0.021417804,-0.023643373,-0.030592611,-0.024693329,-0.030940358,-0.028850365,-0.026899055,-0.030275442,-0.029666178,-0.032898929,-0.032809265,-0.023376968,-0.03045469,-0.034327403,-0.027241699,-0.031878654,-0.025193883,-0.029838961,-0.024118938,-0.027703188
877.5999756,-0.009060994,-0.008491784,-0.010257456,-0.013745087,-0.015740987,-0.01541128,-0.015421623,-0.023187559,-0.024163209,-0.017807569,-0.02217941,-0.024341717,-0.024164775,-0.018583115,-0.02834305,-0.021562764,-0.026079534,-0.021986526,-0.024478413,-0.02673951,-0.021331357,-0.022853242,-0.022229586,-0.023613906,-0.020693168,-0.027613223,-0.02340439,-0.026419269,-0.022403825,-0.027618034,-0.02538613
876.7999878,-0.006940905,-0.004575132,-0.013207149,-0.010899845,-0.015199768,-0.020963544,-0.022051338,-0.01731116,-0.019013559,-0.018838201,-0.019802094,-0.021026043,-0.019066231,-0.023026055,-0.01978562,-0.02329508,-0.020958463,-0.018457899,-0.024155373,-0.018650917,-0.022206023,-0.019018911,-0.022347966,-0.024787862,-0.025804423,-0.022992913,-0.020274023,-0.01934094,-0.02244547,-0.027874956,-0.026932193
876,-0.000569687,0.000955647,-0.010371208,-0.012288234,-0.013406431,-0.014708175,-0.008521433,-0.017145963,-0.021446288,-0.02218364,-0.019611564,-0.018050397,-0.021474818,-0.015583282,-0.019291569,-0.022115551,-0.020079598,-0.017521696,-0.018095141,-0.022137297,-0.022492616,-0.022668863,-0.018180843,-0.029498214,-0.022855159,-0.022529827,-0.019657979,-0.023004942,-0.017671641,-0.022060934,-0.024172952
875.2000122,-0.007307191,-0.009585098,-0.010875761,-0.016419493,-0.018797746,-0.018006342,-0.019837212,-0.01870661,-0.023800042,-0.020146623,-0.020800274,-0.021385279,-0.023592282,-0.027354103,-0.030150266,-0.019075943,-0.026355445,-0.024046594,-0.021775188,-0.022841504,-0.018782178,-0.020979824,-0.020018397,-0.024832115,-0.020763457,-0.028874878,-0.02464647,-0.028579477,-0.024712648,-0.028770521,-0.021017412
874.4000244,-0.003960405,-0.009774306,-0.014086585,-0.015233911,-0.017020779,-0.015628183,-0.015438961,-0.018096581,-0.014853491,-0.022524519,-0.024347052,-0.020877747,-0.027126785,-0.025776418,-0.022352736,-0.02021265,-0.018236697,-0.026219973,-0.021178234,-0.024028618,-0.020193476,-0.02003219,-0.022147039,-0.024970612,-0.020717159,-0.027498407,-0.0235404,-0.023221226,-0.023177842,-0.02191619,-0.023010049
873.5999756,5.27E-05,-0.000819243,-0.005699697,-0.00902261,-0.017349565,-0.011840238,-0.012616699,-0.017903563,-0.013442271,-0.017633911,-0.017015353,-0.017251309,-0.020637386,-0.016701857,-0.021193372,-0.019901702,-0.020826429,-0.018452441,-0.022575194,-0.020683346,-0.022143694,-0.022163175,-0.02250348,-0.02015646,-0.021649905,-0.020458287,-0.016721733,-0.022562219,-0.022705913,-0.017328721,-0.02234349
872.7999878,-0.003223906,-0.003676767,-0.01115393,-0.010359278,-0.010695165,-0.018643081,-0.015644314,-0.020104364,-0.017737845,-0.019519757,-0.020130659,-0.013797249,-0.020370264,-0.021536112,-0.022766737,-0.022233175,-0.026046574,-0.025960362,-0.023469923,-0.027447816,-0.022884432,-0.024485851,-0.026154511,-0.020576064,-0.020690948,-0.021421304,-0.0214044,-0.024419541,-0.021529412,-0.02730583,-0.022989621
872,-0.011481892,-0.008063435,-0.014170027,-0.019125637,-0.017312255,-0.02072861,-0.024509143,-0.022284821,-0.024658894,-0.028668176,-0.025365034,-0.026447328,-0.026394861,-0.022211041,-0.026174156,-0.028547531,-0.027311858,-0.020965567,-0.031482115,-0.028561153,-0.029701814,-0.028238032,-0.026079826,-0.023713233,-0.025206732,-0.025983233,-0.026051108,-0.025752658,-0.027744232,-0.02301044,-0.03148457
871.2000122,-0.010182058,-0.011835855,-0.015788067,-0.025893494,-0.02069228,-0.019181119,-0.027411461,-0.026093915,-0.023909813,-0.028981581,-0.02719273,-0.032524407,-0.029982248,-0.028186072,-0.026024828,-0.029016498,-0.030150943,-0.032715358,-0.029938662,-0.030842815,-0.02868383,-0.031167954,-0.030990543,-0.034317788,-0.029402234,-0.031490877,-0.028179133,-0.029144324,-0.027085343,-0.028650196,-0.02740106
870.4000244,-0.00937154,-0.015174421,-0.017408459,-0.018230788,-0.023998491,-0.02346291,-0.022860365,-0.023169449,-0.028746633,-0.026618766,-0.027376708,-0.026026534,-0.023808079,-0.026901195,-0.024539625,-0.026191069,-0.029985871,-0.026739996,-0.030921169,-0.029967366,-0.026212418,-0.03222701,-0.027290516,-0.026304331,-0.027584462,-0.027097942,-0.031186987,-0.032857269,-0.02574124,-0.030394256,-0.029944219
869.5999756,-0.003053569,-0.012649234,-0.010794158,-0.011741433,-0.013800659,-0.014136151,-0.019646896,-0.018691683,-0.023725685,-0.020363299,-0.023390949,-0.025134081,-0.026326502,-0.02377372,-0.025009321,-0.019615078,-0.022714954,-0.021639463,-0.024702474,-0.025381783,-0.02710091,-0.024261285,-0.024116587,-0.020238545,-0.03164421,-0.025313705,-0.023516959,-0.022913653,-0.023168171,-0.024720717,-0.026820311
868.7999878,-0.006732822,-0.00585388,-0.0102569,-0.013586455,-0.015762705,-0.012769602,-0.020223672,-0.016207324,-0.016556412,-0.020626968,-0.019799817,-0.020822234,-0.022154221,-0.015757512,-0.021248739,-0.020226192,-0.021255542,-0.019741939,-0.021728113,-0.023930833,-0.025156459,-0.023928234,-0.026308278,-0.023330849,-0.021070236,-0.022267114,-0.021988887,-0.019914709,-0.0218165,-0.02390207,-0.025359906
868,-0.008916162,-0.010126628,-0.017472515,-0.01680208,-0.018862689,-0.021499949,-0.025766563,-0.022267163,-0.025133006,-0.026694624,-0.02637776,-0.030120755,-0.025774173,-0.029029427,-0.027751127,-0.029972777,-0.032106292,-0.029414812,-0.031783633,-0.0309109,-0.030899087,-0.029517854,-0.032091048,-0.025448436,-0.032001458,-0.032621816,-0.030038873,-0.02496939,-0.028897064,-0.029037515,-0.026302041
867.2000122,-0.003080404,-0.008017643,-0.013239842,-0.013319981,-0.017230559,-0.017640771,-0.016977167,-0.021204023,-0.022567576,-0.020633386,-0.023800679,-0.020122899,-0.02495365,-0.019752676,-0.023572031,-0.022240555,-0.026044721,-0.024151064,-0.024252618,-0.023613416,-0.025578341,-0.024417534,-0.020748798,-0.02211122,-0.021601582,-0.023862574,-0.025211127,-0.025043728,-0.025091082,-0.025603769,-0.026387066
866.4000244,-0.010417914,-0.011923155,-0.018362274,-0.016620146,-0.02018458,-0.02379558,-0.021926085,-0.023605179,-0.024822092,-0.028627997,-0.028210962,-0.025099095,-0.029690694,-0.028965794,-0.026632739,-0.024288163,-0.026013758,-0.027271017,-0.027154945,-0.024187399,-0.028677192,-0.030834809,-0.02711015,-0.028612293,-0.030363843,-0.026824594,-0.025670145,-0.029046521,-0.022836836,-0.02715295,-0.030971646
865.5999756,-0.007208367,-0.008496658,-0.012289945,-0.015026964,-0.016751224,-0.019966532,-0.019073119,-0.023035973,-0.020936361,-0.02109243,-0.025132127,-0.023767987,-0.023655728,-0.021876464,-0.024529498,-0.023196638,-0.028326754,-0.026997002,-0.02766059,-0.026927425,-0.025982453,-0.025758171,-0.021971563,-0.020995906,-0.022365915,-0.028207323,-0.025088102,-0.025664726,-0.024417875,-0.029519835,-0.027472312
864.7999878,-0.008686949,-0.00876017,-0.014507486,-0.015602811,-0.018301178,-0.018677698,-0.020190906,-0.022512475,-0.023183633,-0.019765042,-0.02210384,-0.027053483,-0.024256192,-0.022311576,-0.025021883,-0.02558488,-0.024623968,-0.027768951,-0.02543037,-0.026624316,-0.026350476,-0.025160514,-0.023821557,-0.025119277,-0.026289565,-0.022028849,-0.026087772,-0.024142934,-0.024991238,-0.024238713,-0.028539095
864,-0.003356675,-0.001285973,-0.008135186,-0.010564166,-0.010170225,-0.018759321,-0.016766666,-0.017794797,-0.016066702,-0.019155608,-0.014720838,-0.019303849,-0.021070631,-0.018914141,-0.020893782,-0.025640229,-0.019470407,-0.024232691,-0.023877177,-0.019759156,-0.024821358,-0.02175175,-0.021216299,-0.02076168,-0.020272097,-0.026608296,-0.023187608,-0.022768997,-0.020960683,-0.022520782,-0.023545109
863.2000122,-0.00836012,-0.011759674,-0.012622884,-0.017779293,-0.020393087,-0.023777593,-0.024471611,-0.025360882,-0.023347335,-0.025730506,-0.024440095,-0.025799787,-0.027728494,-0.023407776,-0.026286837,-0.028502008,-0.02930594,-0.028693717,-0.027589077,-0.03034265,-0.03067762,-0.031113356,-0.028495122,-0.028401829,-0.028078251,-0.030717947,-0.028678644,-0.028429665,-0.029102011,-0.027677542,-0.029893382
862.4000244,-0.006578747,-0.011299884,-0.014839982,-0.014000472,-0.019289389,-0.020561647,-0.020324221,-0.018576765,-0.02174658,-0.021556901,-0.025458639,-0.024001332,-0.024898801,-0.025592202,-0.02297828,-0.024819059,-0.028392421,-0.024898214,-0.028849881,-0.026722033,-0.025821155,-0.026931219,-0.024022838,-0.028437471,-0.027474351,-0.025395945,-0.026313102,-0.027469492,-0.025085511,-0.023793228,-0.027102124
861.5999756,-0.009445862,-0.010056014,-0.01727101,-0.016876137,-0.019742534,-0.018954288,-0.020683987,-0.022568215,-0.024129124,-0.025854619,-0.024648426,-0.027230904,-0.024603911,-0.02725862,-0.025695764,-0.026594613,-0.02465591,-0.027789105,-0.027982781,-0.025410399,-0.027640574,-0.025665361,-0.025862327,-0.0268992,-0.030296348,-0.028342128,-0.0263074,-0.026345214,-0.027081404,-0.027415689,-0.026649635
860.7999878,-0.005518009,-0.009929731,-0.013986836,-0.01671735,-0.017305389,-0.020166244,-0.021779079,-0.018955676,-0.02547192,-0.025190024,-0.02436531,-0.023517841,-0.024402214,-0.024972077,-0.025782323,-0.026258085,-0.02583779,-0.027021326,-0.026154414,-0.026500326,-0.028904524,-0.027625127,-0.025560085,-0.02575417,-0.026764384,-0.027326832,-0.028422924,-0.026322896,-0.026805514,-0.028156135,-0.026729481
860,-0.006303447,-0.009023573,-0.013483128,-0.01250806,-0.01616767,-0.021140018,-0.019100964,-0.020760939,-0.018264148,-0.022530613,-0.024230929,-0.022083569,-0.025077693,-0.022417888,-0.026813984,-0.02562793,-0.023848755,-0.023109023,-0.025399851,-0.025030876,-0.025657406,-0.022981863,-0.024686677,-0.022900835,-0.028550196,-0.024866682,-0.029072426,-0.024761114,-0.025091765,-0.024594959,-0.026965572
859.2000122,0.000400045,-0.007921929,-0.008893693,-0.0115555,-0.014733549,-0.014206906,-0.016812291,-0.018716428,-0.019609882,-0.022923918,-0.021325838,-0.022690287,-0.023127873,-0.024052864,-0.020931527,-0.019473674,-0.025673073,-0.022913506,-0.024790993,-0.024023181,-0.021532563,-0.023894623,-0.021208311,-0.020926446,-0.024621572,-0.027040495,-0.02274055,-0.021782869,-0.023621751,-0.023376329,-0.019623885
858.4000244,-0.004090795,-0.006830327,-0.011237029,-0.011960176,-0.014091748,-0.017606219,-0.016188171,-0.018867794,-0.019756386,-0.023884822,-0.019216238,-0.021546014,-0.022825098,-0.021922933,-0.02264734,-0.021957388,-0.021513989,-0.024465786,-0.024677971,-0.023113638,-0.023514409,-0.024658602,-0.023935927,-0.019904867,-0.02541323,-0.025799787,-0.02456991,-0.023443289,-0.025664922,-0.022417298,-0.024913419
857.5999756,-0.007714164,-0.008394499,-0.013439259,-0.017090369,-0.016753167,-0.018157013,-0.020720417,-0.022488045,-0.023613464,-0.023444517,-0.025672242,-0.02294587,-0.026170744,-0.02650393,-0.026104691,-0.02507388,-0.026408307,-0.024720717,-0.027798867,-0.024950717,-0.025467671,-0.027768612,-0.027314629,-0.026820116,-0.026977004,-0.024060555,-0.027577562,-0.023385504,-0.026118876,-0.02703597,-0.029033495
856.7999878,-0.006543101,-0.005956128,-0.009486792,-0.010411192,-0.012706607,-0.013651229,-0.017441085,-0.017437106,-0.017645543,-0.022681737,-0.018901404,-0.022182312,-0.021931745,-0.021996073,-0.02222083,-0.025008149,-0.021768197,-0.021193618,-0.025063373,-0.024325123,-0.022089867,-0.021329042,-0.022981374,-0.022199875,-0.024085583,-0.026017074,-0.02406369,-0.02546777,-0.023934359,-0.022425901,-0.024067706
856,-0.00781933,-0.006278903,-0.014953542,-0.017343147,-0.01721802,-0.019164179,-0.016525462,-0.023157619,-0.019356685,-0.021643106,-0.023234477,-0.024128731,-0.025639838,-0.023106078,-0.02639793,-0.024617217,-0.02433227,-0.024683449,-0.025914272,-0.025231352,-0.025620706,-0.02448448,-0.024550879,-0.026385702,-0.026468176,-0.026516495,-0.025365619,-0.02314687,-0.022217385,-0.027716741,-0.026126726
855.2000122,-0.006102971,-0.008232122,-0.012727824,-0.012507205,-0.016801881,-0.01856238,-0.020369919,-0.020783149,-0.025104031,-0.024726294,-0.024862869,-0.023334481,-0.024296386,-0.0229166,-0.025237262,-0.025842328,-0.025178591,-0.024720816,-0.023805041,-0.023940777,-0.023876442,-0.026148662,-0.02338521,-0.026143055,-0.026138328,-0.027913652,-0.024718909,-0.023903981,-0.023854684,-0.026311105,-0.02850676
854.4000244,-0.005643333,-0.006795058,-0.011354308,-0.011396168,-0.015231461,-0.014613825,-0.018963903,-0.020674855,-0.020222632,-0.023818959,-0.022632401,-0.021721907,-0.022836395,-0.021329533,-0.0227066,-0.023290468,-0.023704311,-0.023830622,-0.023457024,-0.02303391,-0.025893105,-0.025560476,-0.024146901,-0.022833694,-0.024229558,-0.025985232,-0.025193395,-0.024329038,-0.02247772,-0.023155704,-0.024828007
853.5999756,-0.009640294,-0.009647788,-0.016304221,-0.018380636,-0.014185711,-0.019987248,-0.022384256,-0.023380106,-0.021956896,-0.02781732,-0.025690494,-0.024486046,-0.026355153,-0.025401169,-0.025422363,-0.024897287,-0.026328012,-0.027039228,-0.02771334,-0.024477433,-0.028507244,-0.02615183,-0.02685404,-0.027592624,-0.025439452,-0.027483828,-0.028178211,-0.026915357,-0.027933363,-0.026525214,-0.02897146
852.7999878,-0.006018067,-0.008272252,-0.012159024,-0.013831903,-0.017188014,-0.018145295,-0.01674689,-0.019169528,-0.021288671,-0.023710292,-0.023906775,-0.021270135,-0.022995809,-0.022630533,-0.0229111,-0.024765661,-0.024512371,-0.026406212,-0.025941391,-0.0242582,-0.027706832,-0.022560548,-0.024690297,-0.021635029,-0.025408005,-0.026575912,-0.025099341,-0.024203215,-0.024466228,-0.025643645,-0.026760928
852,-0.003528793,-0.010049337,-0.012693082,-0.016118886,-0.015662441,-0.016656967,-0.018757487,-0.019232236,-0.025023984,-0.022255704,-0.020757088,-0.023453884,-0.024312394,-0.023943767,-0.024412248,-0.024316359,-0.025934611,-0.023377016,-0.024366582,-0.025981233,-0.027828876,-0.026888106,-0.023496753,-0.0244973,-0.026409963,-0.025850229,-0.024891762,-0.026088553,-0.0247305,-0.027063746,-0.024907602
851.2000122,-0.006578441,-0.009234008,-0.014634199,-0.014784091,-0.017379858,-0.019078471,-0.021868981,-0.019868964,-0.020779694,-0.021311888,-0.020542536,-0.022746349,-0.025158903,-0.027218504,-0.02283836,-0.026165869,-0.024835391,-0.027276171,-0.025675805,-0.027699109,-0.026760295,-0.025714647,-0.022736719,-0.02402563,-0.024540897,-0.026498426,-0.028153321,-0.024153316,-0.025257926,-0.025689762,-0.026392717
