wavelength (nm),DOMBlank1,DOMSTD21,DOM12282,DOM12486,DOM12602,DOM12622,DOMBlank2,DOM12629,DOM12636,DOM12682,DOM12785,DOM12812,DOM12815,DOM12847,DOM12941,DOM13373,DOMBlank3,DOM13374,DOM12196,DOM12220,DOM12227,DOM12228,DOM12772,DOM12827,DOM12996,DOM13171,DOM13241,DOMBlank4
426.3999939,-0.002247805,0.021649621,-0.000459388,-0.00434746,0.039304364,-9.02E-05,-0.005668118,-0.000266802,0.024483616,-0.007801177,0.004020733,-0.002356724,-0.00639809,-0.006266656,-0.012033502,-0.009968187,-0.012033653,-0.005929521,0.02261343,0.008977749,-0.010033553,0.020282615,0.046350781,0.009779481,0.016658176,0.011234892,-0.003199958,-0.014328496
425.6000061,-0.002183986,0.02301628,-0.001594957,-0.003287367,0.03921511,-0.000292103,-0.00566311,-0.000762139,0.023979489,-0.006469352,0.00461275,-0.00313304,-0.008201032,-0.006111292,-0.012339464,-0.009810801,-0.012005704,-0.007714977,0.022356628,0.01002678,-0.009673611,0.019142373,0.04539666,0.009905602,0.017146491,0.011670659,-0.003600424,-0.015472235
424.7999878,-0.004667488,0.023202006,0.000110495,-0.002852307,0.039818577,0.000389007,-0.003896068,-0.000533958,0.02537486,-0.007289271,0.004091202,-0.002941277,-0.006466189,-0.005368718,-0.011694315,-0.010566895,-0.011006312,-0.007140791,0.022902692,0.010038727,-0.008554633,0.020669568,0.046061885,0.011140651,0.017768605,0.012717266,-0.003217996,-0.015114775
424,-0.005486519,0.022026278,0.000733736,-0.003698892,0.038784079,0.001550409,-0.005773219,-0.001254846,0.025583288,-0.00799589,0.002835518,-0.002755242,-0.006677561,-0.005811687,-0.012946422,-0.011403682,-0.012071621,-0.007201849,0.022780433,0.008485753,-0.008175883,0.020356504,0.04571557,0.009994251,0.016121352,0.012066807,-0.002541231,-0.015590874
423.1999817,-0.00456381,0.022607977,0.000409787,-0.003526122,0.04068483,0.001869386,-0.005500169,0.000478895,0.026516195,-0.00728087,0.004782394,-0.002059721,-0.007434595,-0.005664694,-0.013623484,-0.010246686,-0.012398136,-0.00705609,0.024492899,0.009865164,-0.00891672,0.020950966,0.046944439,0.010987595,0.018650567,0.012852188,-0.002112945,-0.015829353
422.3999939,-0.002435345,0.024627065,0.002303035,-0.003231408,0.042937398,0.00363556,-0.005160341,0.00166304,0.028431794,-0.006329061,0.005192659,-0.001239152,-0.005075969,-0.004488699,-0.011438074,-0.009916625,-0.010116765,-0.006281097,0.026095217,0.011578452,-0.007331066,0.023127764,0.04799445,0.012755598,0.018994393,0.015481819,-0.000206107,-0.014240927
421.6000061,-0.002347404,0.024913067,0.001768423,-0.003247184,0.043830175,0.004008322,-0.005778226,0.000678691,0.027778717,-0.007043406,0.00515017,-0.000249107,-0.005902147,-0.005573827,-0.012338005,-0.009176784,-0.010915395,-0.007228836,0.026376961,0.011375094,-0.007787091,0.022578936,0.048391692,0.013077687,0.019588534,0.014705114,-0.000328007,-0.014120515
420.7999878,-0.003854351,0.024776647,0.002549835,-0.002694842,0.043008816,0.003674535,-0.005862206,0.000875465,0.028870011,-0.007059962,0.00551055,-0.00020709,-0.006555799,-0.003852606,-0.013033299,-0.009855442,-0.009986553,-0.006963425,0.026285868,0.011127771,-0.007836364,0.021715201,0.049994584,0.013050743,0.020474311,0.014005233,-0.000438804,-0.014300895
420,-0.004178179,0.026313948,0.002516299,-0.002310379,0.044461112,0.002597123,-0.004353252,0.001437858,0.028757261,-0.005513511,0.005238219,-0.001608677,-0.006526832,-0.004747792,-0.012059385,-0.009708495,-0.010728098,-0.005545663,0.026727073,0.012803344,-0.007972509,0.022746718,0.050361682,0.012766981,0.018996097,0.013751411,-0.001487653,-0.014337913
419.1999817,-0.002464019,0.026252208,0.001686973,-0.002172756,0.045717034,0.003442985,-0.003501472,0.00196707,0.028771782,-0.006821969,0.005958847,-0.002419385,-0.004284102,-0.003859893,-0.011107455,-0.010971582,-0.011003384,-0.005955055,0.028797036,0.013398654,-0.007053339,0.025435789,0.051433578,0.013988792,0.020479903,0.01630684,8.74E-05,-0.014002176
418.3999939,-0.001174359,0.027744776,0.002881196,-0.000306123,0.047172487,0.003345803,-0.003749554,0.003210072,0.030710323,-0.004804016,0.007284042,-0.000894319,-0.00439082,-0.001897535,-0.011316126,-0.009971678,-0.009060842,-0.005269043,0.030404598,0.01405178,-0.006720282,0.025740534,0.053694844,0.015673019,0.021434858,0.017596751,0.002090553,-0.013089665
417.6000061,-0.001434042,0.027543526,0.005099826,-0.000295621,0.046654198,0.004642838,-0.002614261,0.003704427,0.032115594,-0.00461053,0.007421,0.000679287,-0.005352303,-0.003072076,-0.011005807,-0.009249771,-0.009800222,-0.005492705,0.030250262,0.015945932,-0.00619878,0.026367363,0.05449903,0.015824273,0.021769794,0.018432636,0.002761553,-0.012546439
416.7999878,-0.001006883,0.027631408,0.004105914,-0.000748288,0.047831193,0.003365603,-0.00283379,0.002982158,0.032516841,-0.005310113,0.004746905,0.000676928,-0.00424268,-0.004220121,-0.012039142,-0.008153172,-0.009594264,-0.004661906,0.031078266,0.015337013,-0.005589313,0.02796986,0.054261766,0.015640682,0.022332018,0.017595135,0.001357794,-0.013678822
416,-0.0017011,0.027827922,0.003451178,-0.002198822,0.04806396,0.003066484,-0.003727791,0.00368281,0.032004815,-0.00532704,0.006045985,0.000623782,-0.004990404,-0.004346589,-0.009766915,-0.007837686,-0.009449509,-0.005438922,0.02920511,0.013632128,-0.006627697,0.027594002,0.055284008,0.016328234,0.02275029,0.017445929,0.001643474,-0.013483178
415.1999817,-0.002327991,0.027135218,0.002715601,-0.002359556,0.048353322,0.003754948,-0.003969229,0.003596407,0.033908721,-0.006400232,0.006395103,0.000493304,-0.00382002,-0.002874114,-0.011587108,-0.008022014,-0.008886997,-0.006322275,0.029445302,0.014768661,-0.007065004,0.027470939,0.05608004,0.016755128,0.022106403,0.017059896,0.002064334,-0.014068091
414.3999939,-0.002340658,0.029658217,0.00430566,-0.001982475,0.050744977,0.004800819,-0.003404038,0.004991432,0.034541573,-0.005078681,0.00794435,0.00118507,-0.004502072,-0.001492399,-0.010134822,-0.007867023,-0.008988838,-0.006044873,0.031703942,0.014771501,-0.005841927,0.026912024,0.058187868,0.016721606,0.02328863,0.018749829,0.002644339,-0.014105831
413.6000061,-0.002794286,0.030762335,0.00447861,-0.003078605,0.050384037,0.00456294,-0.003553493,0.004416027,0.034676246,-0.004733197,0.009407978,0.001421418,-0.002311924,-0.000973411,-0.010236269,-0.008567069,-0.009624901,-0.00466713,0.031939667,0.015914004,-0.005415249,0.027821574,0.057619143,0.017557828,0.023408929,0.019012269,0.001675799,-0.014286517
412.7999878,-0.001217108,0.030897897,0.005654423,-0.001257117,0.053235192,0.006298546,-0.00269515,0.005512175,0.036574747,-0.003099886,0.010365885,0.003533533,-0.002206033,-0.000910542,-0.009569044,-0.007348832,-0.00846122,-0.003926596,0.034344461,0.016484421,-0.003580194,0.028398104,0.05863389,0.019374382,0.026043788,0.022204688,0.004662775,-0.012130378
412,-0.001415414,0.032364346,0.00702099,0.000311261,0.05379035,0.007929033,-0.00182753,0.004731805,0.037210792,-0.00369612,0.010868033,0.003451152,-0.002191301,-0.00078126,-0.009790858,-0.007195178,-0.007703432,-0.004036069,0.034809135,0.018419862,-0.002389369,0.02974467,0.060361806,0.01950749,0.026850173,0.021247113,0.005887025,-0.012129875
411.1999817,-0.001199606,0.031975303,0.004172085,-0.001363343,0.052982591,0.006596457,-0.00289556,0.004912936,0.037727587,-0.003902892,0.01053811,0.003195442,-0.002055599,-0.000737951,-0.009795059,-0.008010884,-0.007341756,-0.004891307,0.03451873,0.018729612,-0.002539842,0.031096535,0.061971836,0.018232632,0.025994042,0.020592041,0.005304484,-0.011300842
410.3999939,-0.000689572,0.03173808,0.004761665,-0.000723686,0.054695759,0.00734396,-0.002315426,0.005290413,0.037479158,-0.003404192,0.010229347,0.004270393,-0.001797885,-0.001677429,-0.009172729,-0.007583687,-0.007544918,-0.004751428,0.035575893,0.018926114,-0.003247492,0.032999642,0.061512321,0.019984005,0.027331563,0.023915838,0.005948875,-0.010762393
409.6000061,0.000284373,0.032389529,0.005950266,0.000199937,0.055935737,0.007896265,-0.001724512,0.005700163,0.040335871,-0.003203401,0.011427924,0.004616386,-0.000470042,-0.000476972,-0.008960083,-0.005855361,-0.007293496,-0.004018167,0.03535096,0.018691992,-0.001826911,0.033138447,0.0642315,0.022095317,0.028909739,0.023688579,0.006397284,-0.011556308
408.7999878,0.000925684,0.035525743,0.006854204,0.001168744,0.05866174,0.009276579,0.000683124,0.007107341,0.040394165,-0.001073148,0.014289646,0.006494442,-4.30E-05,0.00276507,-0.008034923,-0.003667577,-0.005775058,-0.002318773,0.037973303,0.022071976,-0.00040022,0.035346325,0.066541292,0.023097899,0.029706055,0.025922785,0.007140523,-0.010993137
408,-0.001946295,0.034950905,0.006678281,-0.000243467,0.056617819,0.00725156,-0.000928675,0.005902322,0.040385924,-0.003112172,0.012535862,0.004986535,-0.001423051,0.001834759,-0.009586314,-0.005650283,-0.007058535,-0.004168539,0.037534926,0.02058599,-0.001690734,0.034044847,0.064926833,0.021759588,0.029796345,0.024088487,0.006036509,-0.01239879
407.1999817,-0.001817734,0.035600841,0.007391562,-0.00060288,0.057735085,0.00840533,-0.000930741,0.005986692,0.042074945,-0.002430145,0.013260999,0.005775705,0.000191909,0.002870121,-0.008285916,-0.006050795,-0.007301183,-0.002856421,0.039568271,0.02331253,-0.000711643,0.035249036,0.067828745,0.023222376,0.031759582,0.025303129,0.007848897,-0.010514747
406.3999939,-0.001302387,0.035867598,0.007883111,4.07E-05,0.059145864,0.009377426,-0.002002986,0.00654563,0.043408815,-0.001155822,0.013433254,0.006809421,0.000637081,0.001773076,-0.008358037,-0.005808213,-0.005731325,-0.003651355,0.039219953,0.022867465,-0.000119991,0.035941742,0.069092765,0.024182761,0.030595206,0.026809283,0.007722002,-0.01004099
405.6000061,-0.001177921,0.036453057,0.007447965,-0.00061932,0.060050387,0.008026402,-0.001642564,0.006960196,0.042371619,-0.002351729,0.014071994,0.005483993,0.001338112,0.000329109,-0.009598164,-0.005906488,-0.006098376,-0.005111019,0.040386863,0.022761937,-0.000304468,0.036521498,0.069427989,0.024139466,0.031310067,0.025750998,0.007915035,-0.011395462
404.7999878,-0.003395203,0.035991233,0.006252219,-0.000842547,0.06015069,0.008594045,-0.001501016,0.006026771,0.041844886,-0.002616937,0.0141274,0.005961393,-0.00072074,0.000952249,-0.009909844,-0.007061337,-0.008233697,-0.004344128,0.040104091,0.02157883,-0.00093038,0.037601676,0.068878762,0.024988875,0.03080071,0.024122335,0.007169049,-0.011033871
404,-0.003300212,0.036573902,0.007221344,0.000222935,0.060286585,0.006166116,-0.001822168,0.006252612,0.041790899,-0.00206812,0.013865247,0.00575514,-0.001307859,0.001732063,-0.00984785,-0.006410894,-0.005964043,-0.003793282,0.040287443,0.021650901,-0.000368822,0.038357154,0.0694234,0.024402967,0.029613154,0.026990524,0.007279278,-0.010575787
403.1999817,-0.000497192,0.03847893,0.008989641,-8.64E-05,0.061875019,0.008987713,0.000142862,0.007698788,0.044527389,-0.0006782,0.01497766,0.007038511,0.000372296,0.002478678,-0.007900222,-0.004544905,-0.004315577,-0.003680514,0.041927014,0.023361778,0.000485167,0.038597088,0.071081497,0.025652375,0.032872245,0.029024659,0.010039468,-0.008877512
402.3999939,-0.000285998,0.03930584,0.008479075,-0.000703063,0.062025998,0.009925465,0.000145219,0.008849784,0.045765556,-0.001736888,0.013845365,0.007682557,0.000702777,0.002519215,-0.00672752,-0.004381031,-0.005522303,-0.002708733,0.04241069,0.026028588,-0.000863835,0.038902152,0.073485047,0.026221246,0.033747792,0.028843481,0.009539203,-0.010211743
401.6000061,-0.000914985,0.039556108,0.008195617,-0.000816504,0.063263066,0.010470087,-0.001165684,0.008782791,0.046038195,-0.002868148,0.01570968,0.007424082,0.001325207,0.002903633,-0.008946137,-0.004091052,-0.005280449,-0.002120879,0.044007603,0.024946047,0.000280721,0.038772248,0.073382258,0.025742456,0.034492888,0.029457934,0.009633758,-0.009807562
400.7999878,-0.001802216,0.039961565,0.0066904,-0.001141158,0.063119084,0.00872257,-0.002939734,0.007875308,0.046877101,-0.003134531,0.012657829,0.005770328,0.0012583,0.001467753,-0.008760576,-0.006373806,-0.007892647,-0.003587742,0.043412708,0.024240512,-0.000980695,0.038230747,0.072424456,0.026049286,0.033539772,0.028422976,0.008581081,-0.012017035
400,-0.000574651,0.04173946,0.008679284,-0.001306672,0.063944556,0.008507161,-0.002690468,0.007511224,0.047379985,-0.002351626,0.014761806,0.006654913,0.001260091,0.001906174,-0.009928567,-0.005319063,-0.007920761,-0.003293584,0.041764624,0.025799673,-0.000827304,0.039014932,0.076131091,0.026880573,0.033567794,0.029381011,0.009745965,-0.011052142
399.1999817,-0.00067117,0.041715607,0.008699751,-0.000701564,0.065437883,0.007975909,-0.002746548,0.007359704,0.048321929,-0.003494539,0.014771822,0.005296544,-0.000227737,0.002225492,-0.010235308,-0.007569085,-0.00848625,-0.004029042,0.04383805,0.025553197,-0.001139919,0.040240698,0.07594686,0.025626974,0.033401705,0.02874241,0.008894804,-0.010989755
398.3999939,-0.002502627,0.040319398,0.008274524,-0.000961169,0.065284692,0.008623512,-0.003588923,0.006137393,0.04800931,-0.003580861,0.015131728,0.003688528,-0.00170966,0.00133684,-0.012541157,-0.006108688,-0.009388918,-0.005168219,0.044461288,0.024754066,-0.001658347,0.04092725,0.07831648,0.026292194,0.032423388,0.028963612,0.0087769,-0.012137678
397.6000061,-0.00381961,0.040482212,0.006679858,-0.00224214,0.064936936,0.009065283,-0.004948332,0.005884689,0.047509629,-0.004175102,0.01325841,0.004654611,-0.002103774,-0.000895352,-0.01286737,-0.00756008,-0.009466175,-0.006474095,0.045711141,0.024336489,-0.002262844,0.039575532,0.078132838,0.027189147,0.031733681,0.028650321,0.007666828,-0.013135126
396.7999878,-0.003244255,0.041025732,0.007558502,-0.003295382,0.066154331,0.008813459,-0.003538909,0.004757609,0.04796508,-0.004444682,0.014068197,0.004521924,-0.001714662,6.47E-05,-0.012051278,-0.007910695,-0.010895301,-0.005096488,0.044538405,0.024305224,-0.002050652,0.040404193,0.077920154,0.025773412,0.033315163,0.029028395,0.007994497,-0.014023431
396,-0.003144759,0.042158544,0.007089922,-0.003203812,0.067619838,0.008605188,-0.004516675,0.005418015,0.048999827,-0.006686687,0.014263028,0.004067319,-0.001854905,-0.000773353,-0.012247265,-0.008264125,-0.011603037,-0.005074127,0.04472192,0.024671422,-0.002959377,0.041002974,0.078980915,0.02592545,0.03324943,0.028312499,0.007160997,-0.013163454
395.1999817,-0.002550907,0.04318022,0.006100717,-0.002822526,0.068022706,0.008777086,-0.005838249,0.005642255,0.048989948,-0.006477462,0.015079544,0.005434083,-0.001528669,-0.000123096,-0.012599449,-0.007664419,-0.010062793,-0.004469843,0.045270745,0.024801424,-0.004219146,0.041650414,0.079497285,0.027403245,0.033674803,0.029911777,0.007339747,-0.013034103
394.3999939,-0.001955521,0.042235881,0.006363239,-0.003426485,0.068745643,0.008775765,-0.003551644,0.005221216,0.051032439,-0.005456254,0.015303601,0.005354327,-0.000763586,0.000100915,-0.012347868,-0.007594015,-0.010614287,-0.005760549,0.044843625,0.025610993,-0.003567665,0.041879632,0.081273675,0.027224202,0.03379393,0.031143393,0.007874044,-0.014922728
393.6000061,-0.004084641,0.04392571,0.006391557,-0.002669167,0.067902774,0.008714911,-0.004820554,0.005859343,0.049114361,-0.006038439,0.015656568,0.005463782,-0.003460745,-6.23E-05,-0.012983456,-0.009333944,-0.010351493,-0.00740299,0.046556875,0.027062396,-0.002926107,0.041299798,0.081575766,0.026773268,0.033281263,0.029886043,0.007221212,-0.017448843
392.7999878,-0.003813503,0.044437341,0.006098354,-0.003267687,0.070436552,0.007529634,-0.004961281,0.005483233,0.050538629,-0.006032006,0.014768795,0.004321007,-0.002924924,-0.000617407,-0.013260731,-0.008630414,-0.011015448,-0.007143185,0.046936829,0.02584077,-0.002713981,0.04325062,0.082666449,0.02763116,0.034548551,0.029124357,0.008389415,-0.01565595
392,-0.001413246,0.04514952,0.006679648,-0.003229147,0.072287925,0.009410993,-0.005079039,0.007070241,0.052213114,-0.004475428,0.016010253,0.004925529,-0.002051065,0.000334757,-0.012560421,-0.009830136,-0.010854301,-0.007405127,0.049951572,0.027441544,-0.003314341,0.045066781,0.083711475,0.02739922,0.034974247,0.030392105,0.010849534,-0.01480826
391.1999817,-0.002445075,0.047009338,0.007670095,-0.00346172,0.072582819,0.008934148,-0.005504719,0.00663094,0.051999096,-0.004159514,0.016284022,0.005530763,-0.000569377,0.000945322,-0.013364513,-0.009392921,-0.011181278,-0.00820276,0.051371656,0.027388686,-0.004095924,0.045210417,0.083421983,0.027613422,0.035642315,0.031749111,0.009749353,-0.015510803
390.3999939,-0.003191838,0.046303954,0.007258983,-0.003556522,0.07182803,0.00775581,-0.006014646,0.003797197,0.051686358,-0.005078578,0.015232816,0.004040459,-0.003168916,-0.000646512,-0.014022728,-0.011648603,-0.013182841,-0.007761715,0.049208924,0.026053712,-0.006497047,0.04285688,0.084732436,0.027997386,0.035758439,0.030818077,0.008356164,-0.01799586
389.6000061,-0.004304146,0.046326905,0.005422025,-0.003635183,0.071334876,0.007643485,-0.006499597,0.004411137,0.052421689,-0.006126044,0.015184642,0.004099068,-0.004238578,-0.00043927,-0.014449852,-0.009820519,-0.0115861,-0.00646726,0.049011014,0.027007408,-0.005668118,0.04364818,0.08587604,0.028151916,0.034702715,0.031656466,0.007933594,-0.017929398
388.7999878,-0.00156932,0.050642665,0.009461257,-0.001538832,0.07438986,0.010292852,-0.004608276,0.00733514,0.056964323,-0.003160744,0.019474488,0.007013887,-0.000299449,0.00181703,-0.011320212,-0.006797811,-0.009815457,-0.004322446,0.05440516,0.029808849,-0.001521859,0.047453523,0.090978995,0.03251614,0.040447891,0.034224596,0.011560374,-0.014285414
388,-0.002077755,0.051178906,0.008670675,-0.002120261,0.077513605,0.010955153,-0.00650582,0.006933735,0.0562771,-0.004984518,0.019440809,0.005673673,-0.002060236,0.001079828,-0.010995005,-0.006486387,-0.010730977,-0.005866803,0.053943466,0.030540686,-0.001108368,0.049335547,0.090061314,0.033261504,0.041162714,0.035005249,0.011206362,-0.013227639
387.1999817,-0.003099526,0.049222838,0.00790159,-0.004405837,0.076409839,0.009865455,-0.007934334,0.006290352,0.056499194,-0.00554413,0.017633224,0.005572005,-0.00114787,-0.00095187,-0.013912184,-0.008313598,-0.01052733,-0.007249712,0.054078691,0.030169424,-0.003789331,0.048313107,0.091383554,0.03322034,0.038776722,0.032797672,0.009879411,-0.014885909
386.3999939,-0.004719523,0.05049504,0.006862303,-0.003515184,0.076727629,0.009026933,-0.009608596,0.006553357,0.05660909,-0.005285257,0.018285736,0.004451358,-0.005339007,-0.000641084,-0.014348182,-0.009359987,-0.013228995,-0.007798431,0.054214224,0.029957091,-0.005580523,0.047595408,0.091541924,0.031424869,0.038204629,0.03283564,0.010810149,-0.016503084
385.6000061,-0.005239888,0.05178256,0.007819931,-0.003870053,0.077825822,0.010791547,-0.007327452,0.00705698,0.056589302,-0.00449367,0.018406061,0.006447148,-0.002909239,-0.000464198,-0.014110994,-0.008224909,-0.012374537,-0.007840686,0.055304587,0.030735133,-0.003398953,0.04860504,0.09445031,0.032552775,0.039426602,0.033789985,0.010901053,-0.016374724
384.7999878,-0.003458587,0.054612793,0.008646987,-0.00400796,0.079487741,0.010313316,-0.006763457,0.006304035,0.05788102,-0.00373354,0.020732719,0.004011693,-0.004018167,0.000818094,-0.014248542,-0.009573096,-0.012407091,-0.00719523,0.056823444,0.030962385,-0.003514824,0.050588273,0.094157428,0.032511819,0.040506367,0.036148775,0.010801789,-0.016101625
384,-0.002790428,0.051153801,0.008575933,-0.004275029,0.077382512,0.011000737,-0.005589722,0.006289196,0.059245721,-0.006336153,0.020448208,0.003180657,-0.003800981,-0.001490903,-0.015517147,-0.010057279,-0.014254805,-0.007750578,0.056270383,0.031396735,-0.005181725,0.050439447,0.095419012,0.033218719,0.041351985,0.036098339,0.011015764,-0.016378162
383.1999817,-0.00318233,0.053585187,0.007173839,-0.003317835,0.080403045,0.009224777,-0.006552025,0.006515726,0.060194634,-0.004826186,0.020397985,0.004602546,-0.003868206,-0.00131493,-0.013427765,-0.00845137,-0.015260654,-0.005282443,0.05833884,0.030379029,-0.003921773,0.051959239,0.097642682,0.033774398,0.041023374,0.037999719,0.011800017,-0.01553533
382.3999939,-0.004277028,0.053378951,0.008692462,-0.001187215,0.08305002,0.014065577,-0.006171882,0.007135707,0.062222701,-0.002778391,0.02279331,0.007813921,-0.004477683,-0.001452205,-0.012991195,-0.008962163,-0.012793129,-0.00564456,0.059028059,0.031326033,-0.003847167,0.052537218,0.100547254,0.034945462,0.043527037,0.039503343,0.011850026,-0.014159103
381.6000061,-0.0052249,0.053426169,0.00887734,-0.0055176,0.082523592,0.010586886,-0.008978188,0.004955612,0.06226578,-0.005242394,0.01892606,0.006188329,-0.005854901,-0.002979328,-0.013536224,-0.010167039,-0.016051335,-0.007840991,0.058121484,0.028475877,-0.00556478,0.05062056,0.098938927,0.034187991,0.042953286,0.037239503,0.012555499,-0.01817444
380.7999878,-0.004271132,0.056562349,0.009801006,-0.005424452,0.084546283,0.010923112,-0.007781803,0.006673681,0.061519537,-0.004746563,0.023108354,0.006828985,-0.003893143,-0.000650648,-0.012313599,-0.008232529,-0.012788303,-0.008131527,0.061216827,0.031397406,-0.003715985,0.052712105,0.102037951,0.035733566,0.044590149,0.039597649,0.012348195,-0.01680726
380,-0.002313314,0.056637343,0.009695086,-0.004542651,0.084087901,0.009866038,-0.007611006,0.006700468,0.063743591,-0.006707843,0.022208966,0.008479708,-0.002672408,-0.000143229,-0.01223433,-0.009252558,-0.014317376,-0.00735718,0.060943667,0.033593215,-0.001905628,0.054080069,0.102494024,0.037751418,0.046983119,0.039049793,0.011964324,-0.014467678
379.1999817,-0.004740571,0.05565178,0.011482755,-0.003668296,0.085895032,0.013719163,-0.006252673,0.008147373,0.067331135,-0.005241218,0.021860298,0.007180681,-0.003239682,0.000188957,-0.015145075,-0.008599351,-0.013196653,-0.007345727,0.063210666,0.034820493,-0.002822012,0.054717045,0.105115324,0.037806682,0.046501298,0.039665852,0.014535512,-0.016605446
378.3999939,-0.003528895,0.058183279,0.009687647,-0.002245694,0.087812081,0.01555369,-0.007593455,0.009421124,0.067007914,-0.004448474,0.021829102,0.009427711,-0.001334595,0.000689865,-0.015202368,-0.008374795,-0.012540151,-0.005927223,0.064641111,0.035088286,-0.001977579,0.055328052,0.107658938,0.040605694,0.049110595,0.042574465,0.015933713,-0.015025964
377.6000061,-0.004434177,0.059661411,0.009790336,-0.00218512,0.089606144,0.012125311,-0.00713361,0.00878324,0.067891754,-0.006530963,0.023127874,0.007815423,-0.001384605,0.000184736,-0.012592307,-0.009169891,-0.01264481,-0.005620285,0.066115111,0.036184955,-0.001987371,0.056183964,0.109336242,0.040295426,0.049790073,0.042748295,0.014129779,-0.016350243
376.7999878,-0.003757458,0.058471888,0.012657482,-0.001663813,0.091339342,0.012506128,-0.009464908,0.009245191,0.06876675,-0.004478195,0.024451736,0.008028696,-0.002691549,0.00109379,-0.011998049,-0.008101394,-0.012320492,-0.006262165,0.067255303,0.036004875,-0.003506813,0.056738835,0.110334858,0.037546325,0.05046102,0.043175247,0.016533278,-0.017596675
376,-0.004226119,0.059696306,0.01014497,-0.002724271,0.090269446,0.011481797,-0.008479447,0.006895993,0.067865364,-0.005903373,0.022142114,0.00733127,-0.004235912,0.000925166,-0.015838537,-0.010679203,-0.013541895,-0.008900134,0.065173633,0.035721593,-0.005050895,0.057732869,0.110214032,0.038082141,0.049858212,0.040660951,0.012523552,-0.017507127
375.1999817,-0.00522398,0.060786545,0.009643498,-0.002520231,0.094120935,0.01159778,-0.007817296,0.010820844,0.071169682,-0.005544999,0.02520499,0.006253085,-0.003588923,0.00265934,-0.013440263,-0.008185638,-0.013608231,-0.005953932,0.067495935,0.037512038,-0.003358113,0.059460312,0.114727192,0.04057895,0.051903926,0.042777833,0.015647041,-0.016622389
374.3999939,-0.003891604,0.063816056,0.010799905,-0.000607429,0.096299753,0.015135373,-0.005545357,0.010068583,0.072102591,-0.005104112,0.027396075,0.009682829,-0.002443582,0.00077214,-0.012803735,-0.008551333,-0.01292602,-0.004904156,0.07139425,0.038683187,-0.003765671,0.061193313,0.118012674,0.041713472,0.052508969,0.045817129,0.017298123,-0.014334156
373.6000061,-0.003933163,0.060996182,0.00932926,-0.004443401,0.094082035,0.013071151,-0.007605766,0.008442781,0.07089214,-0.005838147,0.022858161,0.004858274,-0.005122071,2.11E-05,-0.015627233,-0.008238778,-0.014305703,-0.007736796,0.069565691,0.035135433,-0.004975817,0.060775768,0.116505086,0.039435875,0.049941756,0.042961288,0.014613357,-0.017242402
372.7999878,-0.005319778,0.062836379,0.011310182,-0.004533378,0.096366383,0.014763171,-0.008628688,0.00821986,0.072419412,-0.004631839,0.025499992,0.008004728,-0.003365716,0.000281653,-0.015091424,-0.009266039,-0.014616327,-0.00917866,0.072525792,0.038284745,-0.003019483,0.061824638,0.115928009,0.041491576,0.053405765,0.043732941,0.01844749,-0.016562043
372,-0.001143172,0.065556355,0.011993807,-0.004633734,0.097484797,0.014688485,-0.00699817,0.009549682,0.075857513,-0.006681843,0.027227564,0.008527568,-0.004141104,0.002167916,-0.014134146,-0.006973614,-0.012647777,-0.005251908,0.072057486,0.039794944,-0.001394617,0.063881248,0.120271742,0.044816446,0.053207278,0.044467453,0.016608659,-0.017390253
371.1999817,-0.003428797,0.067932345,0.014798658,-0.001770816,0.099115454,0.017801236,-0.007102594,0.011181368,0.077746861,-0.005013741,0.029308228,0.007516781,-0.001094528,0.000976792,-0.014179798,-0.009460553,-0.012247265,-0.005762695,0.07610108,0.041314259,6.52E-05,0.065516174,0.125035211,0.044423837,0.055470828,0.048334979,0.019460328,-0.015581384
370.3999939,-0.003764747,0.067190722,0.011285977,-0.001669229,0.102107503,0.016733201,-0.006516938,0.009667742,0.078029469,-0.00472403,0.028728692,0.006704358,-0.002244612,-0.00051012,-0.015399437,-0.008480767,-0.013055203,-0.008104444,0.076643154,0.039807174,-0.001974229,0.064427428,0.123872094,0.047577295,0.057398751,0.04653345,0.018558405,-0.016789878
369.6000061,-0.001975518,0.067725837,0.013055465,-0.000864559,0.102957495,0.017249934,-0.004934767,0.011626414,0.079344802,-0.002933923,0.031009784,0.009403639,0.001255107,-0.000133499,-0.012623739,-0.005909297,-0.010967746,-0.004909429,0.07906808,0.042281419,-0.001336969,0.068207152,0.126827166,0.046286069,0.057909831,0.050321251,0.020808615,-0.015125874
368.7999878,-0.003975437,0.070331164,0.012344547,-0.002252956,0.104689106,0.016309286,-0.008093925,0.012770953,0.082365222,-0.004933794,0.02851134,0.010751397,-0.000538198,-0.000410823,-0.013129651,-0.007242329,-0.01234495,-0.003831259,0.080937415,0.044768691,-0.003243895,0.067745715,0.130518019,0.047811802,0.06161797,0.050253648,0.020993834,-0.018411901
368,-0.008426389,0.069277063,0.009939634,-0.004250267,0.103312068,0.01478757,-0.009679434,0.010768141,0.080423318,-0.006342276,0.026748436,0.005152082,-0.005806016,-0.000871792,-0.016438186,-0.010603677,-0.014338965,-0.007882886,0.077375926,0.041798938,-0.003422941,0.066355139,0.129250169,0.046232998,0.057931956,0.050578736,0.016302431,-0.020342402
