wavelength (nm),DOMBlank1,DOMSTD21,DOM12282,DOM12486,DOM12602,DOM12622,DOMBlank2,DOM12629,DOM12636,DOM12682,DOM12785,DOM12812,DOM12815,DOM12847,DOM12941,DOM13373,DOMBlank3,DOM13374,DOM12196,DOM12220,DOM12227,DOM12228,DOM12772,DOM12827,DOM12996,DOM13171,DOM13241,DOMBlank4
726.4000244,-0.006500209,-0.008073547,-0.017815569,-0.018677302,-0.016899543,-0.020940604,-0.021758692,-0.021785283,-0.022051092,-0.022550521,-0.022691466,-0.022501955,-0.022728514,-0.023640333,-0.02567317,-0.024284979,-0.023239875,-0.023855714,-0.021825755,-0.023612091,-0.023369314,-0.023486944,-0.021040941,-0.02306656,-0.022372652,-0.023309506,-0.023732793,-0.024425071
725.5999756,-0.007008818,-0.009307441,-0.017852984,-0.018125184,-0.017769255,-0.022062361,-0.021935288,-0.02203564,-0.023433724,-0.022795035,-0.022501366,-0.022744482,-0.024279008,-0.023936711,-0.025830034,-0.024285175,-0.023867475,-0.023931077,-0.021720529,-0.024672933,-0.024488738,-0.024634633,-0.020944748,-0.023503669,-0.023194136,-0.023581544,-0.025681661,-0.023563204
724.7999878,-0.003932547,-0.008265954,-0.015778532,-0.016901484,-0.017042981,-0.020344477,-0.019223915,-0.020940308,-0.020855395,-0.021530299,-0.021742787,-0.021769969,-0.022179607,-0.02249822,-0.024639867,-0.023475809,-0.023273245,-0.022271737,-0.020808367,-0.021833437,-0.02272699,-0.022788992,-0.019923115,-0.021653008,-0.02194784,-0.021637492,-0.023292579,-0.023506267
724,-0.006569109,-0.008332796,-0.017226379,-0.018630287,-0.017335637,-0.022632549,-0.02109031,-0.022218812,-0.022147285,-0.023744656,-0.022856189,-0.02216042,-0.022522945,-0.023416065,-0.025776321,-0.024230734,-0.02415405,-0.024136616,-0.02210138,-0.023419499,-0.02350921,-0.024015637,-0.020705016,-0.022726156,-0.022259736,-0.023185939,-0.025824569,-0.024734998
723.2000122,-0.007545579,-0.008656601,-0.017907042,-0.019313507,-0.018621359,-0.022056948,-0.022090163,-0.021620302,-0.023137495,-0.023200123,-0.023161497,-0.023459721,-0.02415077,-0.024041893,-0.026867764,-0.025809009,-0.024798473,-0.024701692,-0.02316081,-0.024558561,-0.025480073,-0.022951271,-0.021250317,-0.023511514,-0.023037003,-0.0232253,-0.027411947,-0.024889709
722.4000244,-0.0071798,-0.008867874,-0.017411791,-0.019849032,-0.018965539,-0.021547196,-0.021847663,-0.021350333,-0.022932414,-0.02340547,-0.02378867,-0.023182897,-0.023963414,-0.023418421,-0.025656821,-0.025751242,-0.024921779,-0.02418877,-0.022324804,-0.023315689,-0.023633027,-0.022989033,-0.02099783,-0.023084968,-0.022280887,-0.023165129,-0.02565033,-0.024463976
721.5999756,-0.007638833,-0.009399862,-0.017843744,-0.0186958,-0.020115731,-0.021323865,-0.022633236,-0.021431111,-0.022865916,-0.02379269,-0.023027478,-0.022515327,-0.023364898,-0.024578569,-0.026505049,-0.024574656,-0.025382418,-0.023898199,-0.023426661,-0.024597062,-0.02451746,-0.023642099,-0.020967985,-0.023450991,-0.021970874,-0.023450451,-0.02467484,-0.025099291
720.7999878,-0.006471749,-0.007985877,-0.016603602,-0.018606627,-0.01773536,-0.02080353,-0.021359798,-0.020924225,-0.022219304,-0.023684457,-0.023254745,-0.022061031,-0.023332763,-0.023475613,-0.025113901,-0.024697486,-0.024714116,-0.023938132,-0.022166029,-0.023488365,-0.023282861,-0.022996301,-0.0203219,-0.022828339,-0.02124445,-0.022727581,-0.023996139,-0.024811333
720,-0.006966482,-0.009245108,-0.017993676,-0.019443823,-0.01773203,-0.021178925,-0.021680195,-0.022760203,-0.023139948,-0.023449715,-0.024250612,-0.023066413,-0.02333924,-0.025117567,-0.026505293,-0.026229721,-0.025726797,-0.024414549,-0.023250671,-0.024759451,-0.025578,-0.024528323,-0.020907203,-0.023643423,-0.023006169,-0.024332123,-0.025943829,-0.02579125
719.2000122,-0.00695405,-0.009186364,-0.018112373,-0.020071985,-0.019871734,-0.022509329,-0.022855552,-0.022572786,-0.022793166,-0.024282778,-0.024081126,-0.024230538,-0.024493093,-0.024502732,-0.02692358,-0.026168404,-0.024870984,-0.023577768,-0.022308182,-0.024007848,-0.025747046,-0.025261004,-0.022368521,-0.023773624,-0.022373488,-0.0232624,-0.026369428,-0.024383811
718.4000244,-0.005944944,-0.008596306,-0.017264791,-0.019019604,-0.018062415,-0.020597542,-0.020956589,-0.021143865,-0.021875184,-0.022484651,-0.023193007,-0.02178484,-0.023066951,-0.02335803,-0.025545392,-0.025228567,-0.023600226,-0.022971798,-0.022184329,-0.022546539,-0.024164727,-0.024055265,-0.02105549,-0.022406382,-0.022793904,-0.022492321,-0.024810649,-0.023600863
717.5999756,-0.007461517,-0.009580844,-0.017270165,-0.019975629,-0.018291449,-0.020781815,-0.022753228,-0.02236321,-0.02223834,-0.023299497,-0.023155803,-0.023599343,-0.023682056,-0.024798717,-0.027162921,-0.025610456,-0.024483942,-0.02424591,-0.022806235,-0.023807,-0.024783853,-0.023953859,-0.022033721,-0.024280475,-0.024268383,-0.024142347,-0.025280589,-0.025483442
716.7999878,-0.007203886,-0.008480209,-0.017838575,-0.019336483,-0.019413821,-0.022133952,-0.023309162,-0.02296119,-0.022645177,-0.02346139,-0.025045244,-0.023875365,-0.023341937,-0.024715437,-0.026719015,-0.025623538,-0.026013661,-0.024066629,-0.023383737,-0.024850009,-0.024070891,-0.023942787,-0.02204627,-0.02353324,-0.024350723,-0.025323328,-0.026187267,-0.025543196
716,-0.007038822,-0.008811971,-0.018041506,-0.019323559,-0.018055461,-0.021838458,-0.021477973,-0.021793013,-0.022937668,-0.022408841,-0.023729999,-0.022916993,-0.023703773,-0.023538195,-0.026244244,-0.025521912,-0.024558757,-0.023750292,-0.022514883,-0.022991145,-0.023681369,-0.022764478,-0.02064869,-0.022055767,-0.022657955,-0.023961551,-0.024712892,-0.024012158
715.2000122,-0.006141511,-0.008887606,-0.018714,-0.018336318,-0.017721394,-0.02003031,-0.020682111,-0.020816509,-0.021289608,-0.022343786,-0.02378666,-0.022151712,-0.022572836,-0.022780934,-0.025610456,-0.025351848,-0.024647791,-0.023688331,-0.021692704,-0.023843413,-0.024030235,-0.023006758,-0.020225894,-0.022816157,-0.021235675,-0.023772741,-0.025081553,-0.023725979
714.4000244,-0.006987981,-0.01004352,-0.018458892,-0.019937109,-0.018247915,-0.021046909,-0.021893645,-0.022307444,-0.023162821,-0.024734264,-0.024253646,-0.023948176,-0.024498867,-0.023854684,-0.02646618,-0.026026681,-0.025249084,-0.025171947,-0.022415381,-0.023982029,-0.024935905,-0.023100432,-0.021882815,-0.024563452,-0.023895308,-0.023822928,-0.025847547,-0.025570629
713.5999756,-0.007271961,-0.00916178,-0.018078107,-0.018611141,-0.017358717,-0.020847352,-0.022005621,-0.022072006,-0.022161847,-0.022975774,-0.022814831,-0.022816844,-0.023560213,-0.023427298,-0.024959711,-0.025022909,-0.024314646,-0.024460454,-0.021965509,-0.022762807,-0.024877682,-0.023840375,-0.020735372,-0.022325395,-0.022892928,-0.023098715,-0.025875447,-0.024336381
712.7999878,-0.005509012,-0.008819276,-0.017650167,-0.019343365,-0.017644499,-0.020941097,-0.021235477,-0.022190135,-0.021990955,-0.023145495,-0.023724508,-0.024091069,-0.023236783,-0.023580072,-0.025424559,-0.024970612,-0.024391545,-0.023775781,-0.023604834,-0.023628173,-0.024038071,-0.023656415,-0.02123942,-0.023003027,-0.022916108,-0.022937423,-0.025048029,-0.024126969
712,-0.006232107,-0.007803058,-0.017771591,-0.019018564,-0.017254891,-0.0208512,-0.020761728,-0.021369556,-0.02072244,-0.023485128,-0.02308654,-0.022733428,-0.022950485,-0.024067804,-0.025216941,-0.024105616,-0.023876835,-0.024479538,-0.021803353,-0.023385847,-0.024265494,-0.022960847,-0.020997483,-0.024178144,-0.022212615,-0.022179311,-0.02485441,-0.023109661
711.2000122,-0.005844737,-0.007272572,-0.016775832,-0.018704478,-0.016457725,-0.020219866,-0.020345021,-0.021513989,-0.02040178,-0.022124702,-0.022259541,-0.022005472,-0.021651382,-0.023106519,-0.025466939,-0.02433227,-0.023501558,-0.023911478,-0.022667734,-0.023283305,-0.023309408,-0.023378046,-0.020586977,-0.022766147,-0.021984458,-0.022881042,-0.024868246,-0.023389379
710.4000244,-0.006749083,-0.008299477,-0.016891675,-0.019135891,-0.017841557,-0.020998223,-0.021407554,-0.022288706,-0.021535324,-0.021828858,-0.023018789,-0.022909971,-0.023680044,-0.02276885,-0.026083823,-0.025129391,-0.024204979,-0.024290022,-0.022993207,-0.023231139,-0.023952635,-0.02294641,-0.020955553,-0.022882959,-0.022547031,-0.023197865,-0.025239902,-0.024633214
709.5999756,-0.006938205,-0.007908966,-0.018371804,-0.019296817,-0.017266732,-0.02135477,-0.022370389,-0.02264272,-0.021906395,-0.023698675,-0.024057958,-0.022875788,-0.023913389,-0.023411551,-0.026466521,-0.024861891,-0.024499161,-0.024736905,-0.023231139,-0.023842385,-0.025175219,-0.023811901,-0.021266585,-0.022923378,-0.022819448,-0.022909431,-0.024723358,-0.024946513
708.7999878,-0.006738837,-0.009157623,-0.01788995,-0.020178948,-0.017887019,-0.021848895,-0.02161577,-0.023479341,-0.022902407,-0.023282176,-0.024108015,-0.023447409,-0.023842923,-0.02368485,-0.027205812,-0.025156019,-0.02440016,-0.025082922,-0.023081385,-0.023843512,-0.024576467,-0.024386944,-0.021938635,-0.023183092,-0.023789797,-0.023170233,-0.025441844,-0.025319664
708,-0.00761182,-0.009103684,-0.019044083,-0.01949288,-0.017284047,-0.021712108,-0.022408299,-0.022239866,-0.023501853,-0.024494071,-0.023858605,-0.023674114,-0.023273049,-0.024082204,-0.026989168,-0.025448924,-0.026408259,-0.024115069,-0.023244636,-0.023240365,-0.02516154,-0.0234091,-0.021352947,-0.022959227,-0.023172541,-0.024072114,-0.025130661,-0.02535175
707.2000122,-0.008262957,-0.009507913,-0.019717649,-0.020116918,-0.018377163,-0.021429976,-0.023422394,-0.023254547,-0.02327035,-0.024458496,-0.024746882,-0.024754755,-0.025002185,-0.024480468,-0.027856117,-0.026323628,-0.026656646,-0.024842236,-0.023426563,-0.024995539,-0.024961324,-0.024205174,-0.021956749,-0.023706125,-0.024132356,-0.023958171,-0.026499741,-0.025262028
706.4000244,-0.006832315,-0.008657007,-0.016800387,-0.019200685,-0.017058911,-0.020187398,-0.022219649,-0.022337688,-0.022361834,-0.022955788,-0.022481259,-0.022746496,-0.023244733,-0.022981914,-0.02539907,-0.024321401,-0.025599036,-0.02359488,-0.022484455,-0.023218576,-0.023740243,-0.023230208,-0.020656392,-0.021943064,-0.022315018,-0.023360532,-0.025135204,-0.024157919
705.5999756,-0.007590046,-0.008404198,-0.01721623,-0.019063061,-0.017214188,-0.021027623,-0.021740375,-0.022733329,-0.022797637,-0.023128659,-0.023990162,-0.022889933,-0.021872574,-0.023609346,-0.02507559,-0.025349895,-0.025502775,-0.023749899,-0.023025416,-0.024111787,-0.024190092,-0.023588702,-0.02039027,-0.022837279,-0.021475853,-0.023129052,-0.025077447,-0.025180252
704.7999878,-0.006914563,-0.009203496,-0.017887069,-0.019884592,-0.017480621,-0.021857658,-0.022187723,-0.022280296,-0.021304347,-0.023613611,-0.023392666,-0.023406452,-0.024090922,-0.024660802,-0.025947291,-0.02471661,-0.024572602,-0.023660434,-0.022738783,-0.023514409,-0.024402019,-0.022997478,-0.02013926,-0.023403654,-0.022259392,-0.023550749,-0.024862917,-0.024987523
704,-0.006421403,-0.010180744,-0.018584305,-0.020129522,-0.017893925,-0.022033377,-0.022385485,-0.023713086,-0.022299476,-0.024213694,-0.023720292,-0.023496017,-0.024065454,-0.024363499,-0.025506046,-0.026319729,-0.026226455,-0.024021221,-0.02264734,-0.024145823,-0.025645645,-0.024098514,-0.021482013,-0.023021733,-0.022587383,-0.023729263,-0.026294488,-0.025349015
703.2000122,-0.005742667,-0.008535444,-0.017443473,-0.0191458,-0.016887292,-0.02064711,-0.020879375,-0.022210304,-0.021456735,-0.023444811,-0.022479933,-0.022075105,-0.022667389,-0.023955623,-0.025153283,-0.025068408,-0.023860075,-0.023327218,-0.022236226,-0.023395462,-0.025119716,-0.022908939,-0.019643828,-0.022857515,-0.022026487,-0.022284525,-0.023720145,-0.023564724
702.4000244,-0.006262829,-0.008359662,-0.016484892,-0.019902246,-0.015908916,-0.020157991,-0.021007054,-0.022583451,-0.021620745,-0.024744926,-0.023394531,-0.023236981,-0.023161398,-0.02334444,-0.026845036,-0.024750452,-0.025195494,-0.023209056,-0.022070184,-0.024064375,-0.023962237,-0.024330018,-0.020948201,-0.02274802,-0.02135413,-0.022927895,-0.02452118,-0.024378868
701.5999756,-0.006945949,-0.00763344,-0.017057268,-0.020206325,-0.017209809,-0.022444094,-0.022136509,-0.022287378,-0.022042332,-0.024382539,-0.023857724,-0.023240563,-0.023309603,-0.02388835,-0.026609756,-0.02550419,-0.025756512,-0.024705557,-0.022939829,-0.025109308,-0.024227599,-0.022819301,-0.021258993,-0.023141371,-0.022707632,-0.024430944,-0.024975842,-0.02377627
700.7999878,-0.006883122,-0.008118367,-0.016690249,-0.018639412,-0.017146708,-0.020685025,-0.021439882,-0.021874839,-0.022111025,-0.023314953,-0.022480818,-0.022805939,-0.023532849,-0.023254892,-0.025656968,-0.02586579,-0.02377774,-0.024141954,-0.022806088,-0.023937544,-0.024516335,-0.022853488,-0.020132042,-0.022790466,-0.022810951,-0.024176626,-0.024858909,-0.022822838
700,-0.006324112,-0.008868128,-0.017882995,-0.01864819,-0.015561355,-0.020863833,-0.02183122,-0.02133668,-0.020795437,-0.023226084,-0.02306602,-0.022173064,-0.022674121,-0.023329869,-0.025029019,-0.025895691,-0.023331488,-0.023435835,-0.02240948,-0.0237673,-0.023642,-0.023437355,-0.020180529,-0.022788206,-0.022531006,-0.023273146,-0.025277123,-0.024536885
699.2000122,-0.005069829,-0.00733692,-0.017380256,-0.019079015,-0.016103471,-0.019868024,-0.020503623,-0.022361441,-0.021587741,-0.022600949,-0.021762485,-0.022953972,-0.022884481,-0.022286344,-0.026061883,-0.023907362,-0.023793032,-0.022509133,-0.02200193,-0.022879422,-0.024023229,-0.022332869,-0.020194465,-0.022594018,-0.02204942,-0.021691669,-0.024717001,-0.024637079
698.4000244,-0.005900104,-0.009485627,-0.016421884,-0.018774791,-0.016712917,-0.021112552,-0.020635657,-0.021934994,-0.021547787,-0.022947982,-0.023213424,-0.021798085,-0.023141323,-0.022446208,-0.026367284,-0.02515167,-0.024988599,-0.022853389,-0.02260601,-0.022837132,-0.024706827,-0.022374323,-0.02009858,-0.0226411,-0.022615545,-0.022488831,-0.025520984,-0.024133433
697.5999756,-0.006632541,-0.009183018,-0.018142464,-0.019679504,-0.017275987,-0.02171132,-0.022331934,-0.022825638,-0.022575833,-0.024157871,-0.024575733,-0.023988253,-0.023629693,-0.02461932,-0.026820993,-0.025380855,-0.025924955,-0.024555478,-0.023648079,-0.023571933,-0.02592632,-0.023691615,-0.021225765,-0.024022838,-0.023369903,-0.022947539,-0.026482059,-0.024865313
696.7999878,-0.006083419,-0.009049839,-0.017401446,-0.019207718,-0.016930763,-0.020944502,-0.021775534,-0.022353819,-0.021695806,-0.023047118,-0.022927258,-0.022769341,-0.023782838,-0.024147488,-0.026815493,-0.025925199,-0.024997544,-0.024356157,-0.023232613,-0.024065698,-0.024100572,-0.023916133,-0.020539276,-0.022712596,-0.022455303,-0.023893397,-0.025554471,-0.024172366
696,-0.0082085,-0.009580135,-0.017840365,-0.020741394,-0.016713414,-0.021834815,-0.023484295,-0.022640264,-0.023083594,-0.0252208,-0.023287475,-0.023742499,-0.023767741,-0.025116246,-0.027270434,-0.026802352,-0.025949778,-0.02390692,-0.024766443,-0.024496615,-0.025882715,-0.02333767,-0.020757878,-0.023382463,-0.023060078,-0.024501069,-0.025903007,-0.024529155
695.2000122,-0.006792714,-0.009040763,-0.017620886,-0.019196128,-0.015693203,-0.019650705,-0.022110729,-0.02228423,-0.022132574,-0.023469385,-0.022963351,-0.022764085,-0.022322886,-0.023106126,-0.027363826,-0.02573519,-0.025238484,-0.022658397,-0.02271004,-0.023079421,-0.025315316,-0.022492124,-0.019056669,-0.022518767,-0.021606706,-0.022112058,-0.024619028,-0.023649747
694.4000244,-0.007168189,-0.009378329,-0.017375929,-0.020037232,-0.016487533,-0.021488171,-0.021157574,-0.022614513,-0.022483127,-0.024253745,-0.023526374,-0.023318535,-0.022975285,-0.02454995,-0.026417563,-0.02584096,-0.024434369,-0.02488751,-0.022927798,-0.023423079,-0.024925934,-0.022317575,-0.01980046,-0.022755142,-0.022418134,-0.023058901,-0.025254995,-0.02491777
693.5999756,-0.007268601,-0.008081678,-0.01756938,-0.018487023,-0.016452542,-0.019982947,-0.022772288,-0.022124309,-0.021287043,-0.023561733,-0.023418274,-0.023164688,-0.023249395,-0.023459526,-0.025743533,-0.025282202,-0.025561012,-0.023257246,-0.02332771,-0.023567764,-0.024569763,-0.021844218,-0.019310188,-0.022895481,-0.022002323,-0.023177251,-0.024389343,-0.023168564
692.7999878,-0.006972748,-0.008318219,-0.017247377,-0.019208709,-0.017280215,-0.020690206,-0.023718478,-0.022044202,-0.020609837,-0.023297731,-0.022393156,-0.023449469,-0.023251211,-0.023939211,-0.026542259,-0.02448771,-0.025024766,-0.02365661,-0.021703342,-0.023459183,-0.024077991,-0.022898871,-0.019113399,-0.023345128,-0.022110434,-0.02382141,-0.024949985,-0.024716707
692,-0.006110271,-0.006520508,-0.016714809,-0.019574795,-0.015279397,-0.019700827,-0.021293057,-0.021457475,-0.02029527,-0.023243997,-0.022409579,-0.022608222,-0.021422289,-0.022574555,-0.025535531,-0.023647932,-0.024575928,-0.023101464,-0.022582125,-0.022177983,-0.023285169,-0.021570893,-0.018724561,-0.021807685,-0.021159448,-0.021161273,-0.023903392,-0.024405641
691.2000122,-0.006741743,-0.010557244,-0.017786598,-0.021107817,-0.017008681,-0.020884063,-0.022872694,-0.021725651,-0.022035394,-0.024743948,-0.023616603,-0.024768302,-0.023663083,-0.024638399,-0.02689234,-0.025253823,-0.025775541,-0.023843806,-0.023000326,-0.024264466,-0.024816712,-0.024143767,-0.020044599,-0.023903834,-0.022375209,-0.023268975,-0.026481329,-0.025122745
690.4000244,-0.006530351,-0.009162388,-0.016733041,-0.019919604,-0.01523821,-0.020446433,-0.020974003,-0.021992726,-0.021154664,-0.024035525,-0.023729851,-0.023462223,-0.022465577,-0.022620361,-0.025520984,-0.024905402,-0.024835683,-0.02282721,-0.02148753,-0.023126008,-0.023665141,-0.022267066,-0.019794723,-0.022722421,-0.02180744,-0.022025257,-0.024162278,-0.025130123
689.5999756,-0.005816897,-0.008792084,-0.016440129,-0.019281119,-0.016093442,-0.02083689,-0.021428401,-0.022257967,-0.02189837,-0.023186823,-0.021955125,-0.022849264,-0.022845186,-0.02362337,-0.026001129,-0.025651746,-0.025705669,-0.023711126,-0.021757757,-0.022679379,-0.023926815,-0.022470444,-0.019671092,-0.021379955,-0.020847006,-0.023073236,-0.023942884,-0.02397424
688.7999878,-0.007030773,-0.008533718,-0.016596178,-0.019364608,-0.015643165,-0.02098811,-0.021459643,-0.022622621,-0.021578971,-0.023010146,-0.022442717,-0.022254769,-0.022926275,-0.023751959,-0.026298337,-0.025201015,-0.025122013,-0.023322361,-0.02150522,-0.023008674,-0.023405077,-0.023113098,-0.020694846,-0.022055767,-0.021812757,-0.023006121,-0.024645444,-0.024265887
688,-0.006656097,-0.009437959,-0.016668776,-0.019704292,-0.015932372,-0.022265343,-0.022427918,-0.022584435,-0.021485018,-0.023635676,-0.022786388,-0.023500675,-0.023065185,-0.024217904,-0.027027067,-0.025274046,-0.02437138,-0.023592478,-0.02283664,-0.023510583,-0.022967624,-0.022823721,-0.020085184,-0.022392172,-0.022419658,-0.023365144,-0.025535971,-0.02392412
687.2000122,-0.006864166,-0.009546558,-0.017710261,-0.020151516,-0.015715472,-0.021614539,-0.022104824,-0.022516556,-0.022798963,-0.023691714,-0.023330702,-0.023356117,-0.023449667,-0.024225494,-0.026458628,-0.02511395,-0.024718078,-0.023176711,-0.022850836,-0.024222067,-0.024986204,-0.023237716,-0.020290477,-0.024873037,-0.023096995,-0.023235114,-0.024383519,-0.024868881
686.4000244,-0.006620304,-0.009303438,-0.016620744,-0.019447239,-0.014432524,-0.020708224,-0.021631582,-0.021603208,-0.02005058,-0.023021489,-0.022903292,-0.023170674,-0.022165438,-0.022966592,-0.025728945,-0.024473274,-0.025050228,-0.022619132,-0.022336558,-0.02268842,-0.024146019,-0.022287132,-0.020058787,-0.022620754,-0.021222757,-0.022469707,-0.023788279,-0.024286889
685.5999756,-0.006282526,-0.007417596,-0.017536016,-0.019437041,-0.014577681,-0.020746132,-0.020260287,-0.020475423,-0.020607121,-0.022931481,-0.022867242,-0.023449127,-0.022107285,-0.022937128,-0.02555291,-0.024858272,-0.024167273,-0.023235409,-0.023505727,-0.022934821,-0.023945285,-0.022242177,-0.0196798,-0.022635497,-0.021493247,-0.022549244,-0.024913371,-0.024194596
684.7999878,-0.004995061,-0.00644752,-0.015552764,-0.018631227,-0.014201495,-0.018884253,-0.020988801,-0.01916066,-0.0195936,-0.021762583,-0.021099236,-0.021433378,-0.02168896,-0.021595869,-0.023902806,-0.024173688,-0.022094689,-0.021871541,-0.021985885,-0.022078993,-0.023063367,-0.021069102,-0.018617539,-0.02035589,-0.020200543,-0.020628251,-0.023793669,-0.02371843
684,-0.00398744,-0.005986307,-0.014817717,-0.017175125,-0.013656647,-0.018988336,-0.019930433,-0.019263636,-0.019385749,-0.021619562,-0.020115288,-0.020864178,-0.019461298,-0.020800026,-0.024943434,-0.024385329,-0.02218733,-0.021705016,-0.020884359,-0.021526702,-0.022251917,-0.019057164,-0.017699078,-0.020250255,-0.020139655,-0.020411758,-0.024050612,-0.021787647
683.2000122,-0.006863249,-0.00847965,-0.016398404,-0.019159669,-0.015730701,-0.021208508,-0.022232389,-0.020469546,-0.021675762,-0.023529857,-0.023410816,-0.021874543,-0.022247834,-0.023068082,-0.027209265,-0.024868881,-0.024417631,-0.023665141,-0.022987707,-0.022623112,-0.024060946,-0.022333952,-0.019425457,-0.021906739,-0.020902714,-0.022518964,-0.024613352,-0.024081077
682.4000244,-0.004548697,-0.008436341,-0.015888602,-0.018589316,-0.015138425,-0.019843642,-0.021301042,-0.021172121,-0.021450279,-0.022758484,-0.022562366,-0.021380842,-0.021704178,-0.023264952,-0.026184976,-0.024584344,-0.022787469,-0.022685865,-0.021954337,-0.022747969,-0.022840619,-0.02127393,-0.018999485,-0.021634635,-0.020743269,-0.021682559,-0.024453994,-0.02334076
681.5999756,-0.006597257,-0.008417249,-0.01593956,-0.019378968,-0.014907421,-0.020360533,-0.020802395,-0.021267571,-0.02113287,-0.02389526,-0.023798669,-0.021886112,-0.021642122,-0.023173571,-0.026346432,-0.024994709,-0.023693183,-0.023160465,-0.021289509,-0.02226254,-0.023066068,-0.021485116,-0.019084664,-0.022325,-0.021682508,-0.022696823,-0.024630865,-0.023035089
680.7999878,-0.006261246,-0.007298842,-0.016722182,-0.018351406,-0.015259604,-0.020771353,-0.021224482,-0.021264071,-0.020890674,-0.022876769,-0.022574507,-0.021598727,-0.02216967,-0.023287229,-0.025530698,-0.025728604,-0.02389962,-0.022844844,-0.021523844,-0.021890199,-0.022639526,-0.022415135,-0.018658606,-0.021755837,-0.021995679,-0.022274442,-0.025258023,-0.023343116
680,-0.007272572,-0.006795313,-0.017164376,-0.019444862,-0.014842683,-0.020173017,-0.02200882,-0.021458361,-0.020173065,-0.022615889,-0.023075739,-0.022120619,-0.021729935,-0.022420444,-0.025345597,-0.025425926,-0.022962958,-0.022616282,-0.021357432,-0.022345064,-0.023191141,-0.021773171,-0.018068224,-0.022253834,-0.022404907,-0.022066543,-0.025809009,-0.024051346
679.2000122,-0.006338041,-0.007474494,-0.016672961,-0.018414829,-0.015772041,-0.020168766,-0.021762878,-0.021287389,-0.020564213,-0.021929923,-0.022497777,-0.02128241,-0.021031421,-0.023200614,-0.024395803,-0.023528924,-0.023990555,-0.0229304,-0.022080617,-0.022954954,-0.023511956,-0.023498813,-0.01808079,-0.021283297,-0.02078527,-0.021175127,-0.024168888,-0.024305737
678.4000244,-0.006137223,-0.008100581,-0.016057022,-0.017965263,-0.014903218,-0.019437931,-0.021368472,-0.021436432,-0.020918651,-0.022422411,-0.022087898,-0.021502806,-0.021332689,-0.022948423,-0.025130173,-0.024051297,-0.024132209,-0.023965374,-0.021699648,-0.022753865,-0.023826702,-0.022238981,-0.018563719,-0.022130556,-0.021169409,-0.021970924,-0.024165656,-0.023129592
677.5999756,-0.005307402,-0.008231767,-0.015919097,-0.018516939,-0.013780648,-0.020133773,-0.02048461,-0.021187702,-0.020870691,-0.021834765,-0.023049966,-0.022690631,-0.021023083,-0.022401171,-0.025665021,-0.025672534,-0.023785533,-0.023307003,-0.021243414,-0.023184516,-0.023541577,-0.02163695,-0.018828187,-0.021219946,-0.020977851,-0.020934634,-0.024359191,-0.023102446
676.7999878,-0.005947446,-0.009131516,-0.01633374,-0.018634502,-0.014449401,-0.01987757,-0.021894382,-0.021921162,-0.021306464,-0.023055267,-0.02371946,-0.02228,-0.022079928,-0.023405518,-0.026128188,-0.024657574,-0.024095183,-0.023243163,-0.021430125,-0.022571705,-0.023752203,-0.020958316,-0.019187063,-0.022260426,-0.02116295,-0.021392474,-0.02519442,-0.023470268
676,-0.006463384,-0.008462388,-0.016258642,-0.01898551,-0.014562261,-0.020085234,-0.021265253,-0.020532908,-0.020643853,-0.023407824,-0.023387712,-0.023502786,-0.021587199,-0.023687644,-0.026630452,-0.025393063,-0.024129074,-0.02305836,-0.021709349,-0.022256196,-0.024544762,-0.021598529,-0.019443972,-0.023266669,-0.020970352,-0.022261703,-0.025068505,-0.024572162
675.2000122,-0.007190392,-0.007868192,-0.016522871,-0.019681383,-0.015160773,-0.020244375,-0.021625966,-0.020800373,-0.020212404,-0.023848707,-0.022506528,-0.023200711,-0.022603652,-0.023326237,-0.026986882,-0.025613971,-0.023796806,-0.023204589,-0.020883717,-0.022800928,-0.023675289,-0.021471813,-0.01831443,-0.022679724,-0.01999511,-0.022133755,-0.02556394,-0.023644255
674.4000244,-0.00679567,-0.008005801,-0.016542558,-0.018853618,-0.015046268,-0.020249218,-0.020622032,-0.021453876,-0.02092161,-0.023126941,-0.022937128,-0.022214681,-0.021600647,-0.023285365,-0.026390476,-0.025401561,-0.023403507,-0.022404514,-0.02130129,-0.021484083,-0.022600556,-0.020782458,-0.018920487,-0.022069693,-0.020837434,-0.021254409,-0.023900501,-0.024303975
673.5999756,-0.006293599,-0.007887715,-0.016427767,-0.018236348,-0.014956443,-0.019028177,-0.020204447,-0.021459101,-0.020568706,-0.022424182,-0.020960635,-0.022505004,-0.021550497,-0.023872964,-0.025644328,-0.024707561,-0.024056882,-0.022328984,-0.021065256,-0.021465801,-0.024408333,-0.021175127,-0.018507017,-0.021875331,-0.021446632,-0.021819208,-0.024359584,-0.024602151
672.7999878,-0.006681945,-0.00912163,-0.016746392,-0.018192362,-0.014714382,-0.020993833,-0.021174487,-0.020973114,-0.020210378,-0.022522848,-0.022322886,-0.022247244,-0.022062607,-0.0243658,-0.025511172,-0.025364643,-0.024957364,-0.022781966,-0.022650927,-0.022773566,-0.024797838,-0.021374978,-0.018677451,-0.022462677,-0.021205502,-0.022143792,-0.025234332,-0.024715338
