191008_Blnak1_EX_200.00,,191008_Blnak1_EX_205.00,,191008_Blnak1_EX_210.00,,191008_Blnak1_EX_215.00,,191008_Blnak1_EX_220.00,,191008_Blnak1_EX_225.00,,191008_Blnak1_EX_230.00,,191008_Blnak1_EX_235.00,,191008_Blnak1_EX_240.00,,191008_Blnak1_EX_245.00,,191008_Blnak1_EX_250.00,,191008_Blnak1_EX_255.00,,191008_Blnak1_EX_260.00,,191008_Blnak1_EX_265.00,,191008_Blnak1_EX_270.00,,191008_Blnak1_EX_275.00,,191008_Blnak1_EX_280.00,,191008_Blnak1_EX_285.00,,191008_Blnak1_EX_290.00,,191008_Blnak1_EX_295.00,,191008_Blnak1_EX_300.00,,191008_Blnak1_EX_305.00,,191008_Blnak1_EX_310.00,,191008_Blnak1_EX_315.00,,191008_Blnak1_EX_320.00,,191008_Blnak1_EX_325.00,,191008_Blnak1_EX_330.00,,191008_Blnak1_EX_335.00,,191008_Blnak1_EX_340.00,,191008_Blnak1_EX_345.00,,191008_Blnak1_EX_350.00,,191008_Blnak1_EX_355.00,,191008_Blnak1_EX_360.00,,191008_Blnak1_EX_365.00,,191008_Blnak1_EX_370.00,,191008_Blnak1_EX_375.00,,191008_Blnak1_EX_380.00,,191008_Blnak1_EX_385.00,,191008_Blnak1_EX_390.00,,191008_Blnak1_EX_395.00,,191008_Blnak1_EX_400.00,,191008_Blnak1_EX_405.00,,191008_Blnak1_EX_410.00,,191008_Blnak1_EX_415.00,,191008_Blnak1_EX_420.00,,191008_Blnak1_EX_425.00,,191008_Blnak1_EX_430.00,,191008_Blnak1_EX_435.00,,191008_Blnak1_EX_440.00,,191008_Blnak1_EX_445.00,,191008_Blnak1_EX_450.00,
Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.)
210,-0.692491531,210,-0.763501167,210,12.07785416,210,1.609549046,210,-5.145595074,210,-4.312871456,210,-4.949974537,210,-5.018820286,210,-4.973549366,210,-4.81429863,210,-4.848313808,210,-4.774025917,210,-4.879590988,210,-4.935901642,210,-5.01083374,210,-5.043214321,210,-4.905219555,210,-4.96639967,210,-4.83714819,210,-4.963675499,210,-4.922302723,210,-5.018820286,210,-4.91825819,210,-5.102957726,210,-5.062873363,210,-4.675804615,210,-4.826039791,210,-4.856353283,210,-4.886208057,210,-4.886827946,210,-5.005327225,210,-4.914901733,210,-4.940290451,210,-4.9725914,210,-5.018820286,210,-4.90612793,210,-5.087349415,210,-4.992098331,210,-4.932407379,210,-4.914833069,210,-4.97111845,210,-5.005380154,210,-5.025883675,210,-4.963896751,210,-5.002907753,210,-5.011203766,210,-4.960300446,210,-4.999298573,210,-4.993056297,210,-4.981226921,210,-4.990439415
212.0299988,-8.232188225,212.0299988,-7.49611187,212.0299988,11.51755905,212.0299988,8.653055191,212.0299988,-3.279473782,212.0299988,-3.909404278,212.0299988,-4.542961597,212.0299988,-4.923810482,212.0299988,-4.912798405,212.0299988,-4.736347675,212.0299988,-4.787775993,212.0299988,-4.887108326,212.0299988,-4.978648186,212.0299988,-4.81678915,212.0299988,-5.075704098,212.0299988,-4.906347752,212.0299988,-5.027637959,212.0299988,-4.944432259,212.0299988,-5.034132004,212.0299988,-4.919752121,212.0299988,-5.057164669,212.0299988,-4.936394691,212.0299988,-4.86041069,212.0299988,-4.958821297,212.0299988,-4.809802532,212.0299988,-4.962485313,212.0299988,-4.795613289,212.0299988,-4.82202673,212.0299988,-5.003853798,212.0299988,-5.059317589,212.0299988,-4.883120537,212.0299988,-5.008267403,212.0299988,-4.869027615,212.0299988,-4.989941597,212.0299988,-5.12438488,212.0299988,-5.06970787,212.0299988,-4.96116066,212.0299988,-4.983186245,212.0299988,-5.051298141,212.0299988,-4.867055416,212.0299988,-4.869201183,212.0299988,-5.025691509,212.0299988,-4.978032589,212.0299988,-4.958776951,212.0299988,-5.018820286,212.0299988,-5.015158176,212.0299988,-5.013976574,212.0299988,-5.028326511,212.0299988,-5.00140667,212.0299988,-4.989066601,212.0299988,-5.01408577
214.0599976,8.230390549,214.0599976,-0.958731175,214.0599976,3.777055264,214.0599976,25.95932579,214.0599976,-2.766286373,214.0599976,-4.655233383,214.0599976,-4.530349731,214.0599976,-4.712584972,214.0599976,-5.033754826,214.0599976,-4.889755726,214.0599976,-4.822178841,214.0599976,-5.018820286,214.0599976,-4.902515888,214.0599976,-4.859306812,214.0599976,-4.903195381,214.0599976,-5.026823997,214.0599976,-4.958156109,214.0599976,-4.830461025,214.0599976,-4.95091629,214.0599976,-4.958249092,214.0599976,-4.905964375,214.0599976,-5.018820286,214.0599976,-4.960833549,214.0599976,-5.065982819,214.0599976,-5.033874512,214.0599976,-4.869736671,214.0599976,-4.877250671,214.0599976,-4.886215687,214.0599976,-4.944574833,214.0599976,-5.045434952,214.0599976,-5.032002449,214.0599976,-5.071392536,214.0599976,-4.956071854,214.0599976,-4.876516342,214.0599976,-5.078338623,214.0599976,-4.925999641,214.0599976,-5.057342052,214.0599976,-5.071481705,214.0599976,-4.971138,214.0599976,-5.062805176,214.0599976,-4.926381588,214.0599976,-4.963108063,214.0599976,-4.976892471,214.0599976,-5.090453148,214.0599976,-4.964913845,214.0599976,-5.011373043,214.0599976,-5.067894936,214.0599976,-5.018820286,214.0599976,-5.001490593,214.0599976,-5.065249443,214.0599976,-5.018820286
215.9299927,-5.018820286,215.9299927,0.737758637,215.9299927,-2.904655457,215.9299927,38.41315842,215.9299927,9.939224243,215.9299927,-5.246849537,215.9299927,-4.917429447,215.9299927,-4.809274197,215.9299927,-4.585628986,215.9299927,-4.894676208,215.9299927,-4.918887138,215.9299927,-5.004131317,215.9299927,-4.962908745,215.9299927,-4.820660114,215.9299927,-4.898814678,215.9299927,-4.936616421,215.9299927,-4.896024227,215.9299927,-4.958313942,215.9299927,-4.959248543,215.9299927,-4.9075284,215.9299927,-4.866802216,215.9299927,-4.866181374,215.9299927,-4.999895573,215.9299927,-4.912146091,215.9299927,-4.885116577,215.9299927,-4.977648258,215.9299927,-5.098440647,215.9299927,-5.033989429,215.9299927,-4.880590439,215.9299927,-5.005603313,215.9299927,-5.018820286,215.9299927,-4.876574039,215.9299927,-4.966042042,215.9299927,-4.927195549,215.9299927,-4.902945518,215.9299927,-5.058712482,215.9299927,-4.96285677,215.9299927,-4.966110706,215.9299927,-5.011050224,215.9299927,-4.967751503,215.9299927,-5.018820286,215.9299927,-4.971631527,215.9299927,-5.011950016,215.9299927,-4.976068974,215.9299927,-5.026310444,215.9299927,-4.982008457,215.9299927,-5.056859493,215.9299927,-4.881931305,215.9299927,-5.040440559,215.9299927,-4.989613056,215.9299927,-4.986428738
217.9600067,0.821543217,217.9600067,5.090358257,217.9600067,-5.018820286,217.9600067,26.73749924,217.9600067,41.60755157,217.9600067,-2.9097929,217.9600067,-4.83113575,217.9600067,-4.739458084,217.9600067,-4.79027319,217.9600067,-4.856704235,217.9600067,-4.762111187,217.9600067,-4.792953968,217.9600067,-4.879175186,217.9600067,-4.915707111,217.9600067,-5.035140991,217.9600067,-4.930482388,217.9600067,-4.823188305,217.9600067,-4.808609962,217.9600067,-4.832053661,217.9600067,-4.991162777,217.9600067,-4.995088577,217.9600067,-4.968248844,217.9600067,-4.951756477,217.9600067,-4.958637238,217.9600067,-4.853991508,217.9600067,-4.773925781,217.9600067,-5.050723076,217.9600067,-4.930047035,217.9600067,-4.870145798,217.9600067,-4.966189384,217.9600067,-4.924545288,217.9600067,-5.155010223,217.9600067,-4.956720352,217.9600067,-4.954581738,217.9600067,-5.054768562,217.9600067,-4.936860561,217.9600067,-4.9354105,217.9600067,-5.036845207,217.9600067,-4.922618866,217.9600067,-5.003863811,217.9600067,-5.095236301,217.9600067,-4.998393059,217.9600067,-5.005226612,217.9600067,-4.977781296,217.9600067,-5.011182308,217.9600067,-5.011546612,217.9600067,-4.990004539,217.9600067,-4.960900307,217.9600067,-5.018820286,217.9600067,-4.959784031,217.9600067,-4.981807232
220,-3.139121056,220,6.641814709,220,-4.132295609,220,13.83669472,220,72.38396454,220,6.260732174,220,-4.67415905,220,-4.591500282,220,-4.778514862,220,-4.860526085,220,-4.769488335,220,-4.918021202,220,-5.018820286,220,-4.749869823,220,-4.883892059,220,-4.769838333,220,-4.762857914,220,-4.974768162,220,-4.915878296,220,-4.942934036,220,-4.827056408,220,-4.888922691,220,-5.009117603,220,-4.898299217,220,-5.004491806,220,-5.087852478,220,-5.034282684,220,-5.092096329,220,-4.915224075,220,-4.993155479,220,-5.018820286,220,-4.955165863,220,-5.050516129,220,-5.009768486,220,-5.00707674,220,-4.978227615,220,-4.999892712,220,-4.965321541,220,-5.00328064,220,-4.960331917,220,-4.980495453,220,-5.025839806,220,-4.93698597,220,-4.954588413,220,-4.958816051,220,-5.022482395,220,-5.028460503,220,-4.971483231,220,-5.027483463,220,-4.981912136,220,-5.023472786
222.0299988,-7.604470253,222.0299988,9.026123047,222.0299988,0.690314293,222.0299988,-4.586761475,222.0299988,61.80117035,222.0299988,33.30152893,222.0299988,-4.187339306,222.0299988,-4.620871067,222.0299988,-4.779592991,222.0299988,-4.840446472,222.0299988,-4.852210999,222.0299988,-5.048006058,222.0299988,-4.865723133,222.0299988,-4.903034687,222.0299988,-4.874551296,222.0299988,-4.882036686,222.0299988,-5.018820286,222.0299988,-4.96159935,222.0299988,-4.875445843,222.0299988,-4.908186913,222.0299988,-5.057358742,222.0299988,-4.853626728,222.0299988,-4.836157799,222.0299988,-4.866857052,222.0299988,-4.872138977,222.0299988,-5.032555103,222.0299988,-5.002328396,222.0299988,-4.913572788,222.0299988,-4.826432705,222.0299988,-4.833075047,222.0299988,-5.005155087,222.0299988,-4.975970745,222.0299988,-4.855582714,222.0299988,-5.036987305,222.0299988,-4.901848793,222.0299988,-5.068566799,222.0299988,-4.963233471,222.0299988,-4.984278679,222.0299988,-5.033992767,222.0299988,-4.989517212,222.0299988,-4.902960777,222.0299988,-4.964865685,222.0299988,-4.998042583,222.0299988,-4.983332634,222.0299988,-5.014977455,222.0299988,-5.029695034,222.0299988,-4.974455833,222.0299988,-4.956375122,222.0299988,-5.03996563,222.0299988,-5.056102753,222.0299988,-4.9858284
224.0599976,-4.390679359,224.0599976,5.729423046,224.0599976,11.76844406,224.0599976,-2.729061842,224.0599976,38.7619133,224.0599976,72.46952057,224.0599976,3.68317461,224.0599976,-4.922458172,224.0599976,-4.972796917,224.0599976,-4.888325691,224.0599976,-4.817136288,224.0599976,-4.657151222,224.0599976,-5.003187656,224.0599976,-4.696434021,224.0599976,-4.789030075,224.0599976,-4.851900578,224.0599976,-4.911319256,224.0599976,-4.929035664,224.0599976,-4.904503345,224.0599976,-4.926431179,224.0599976,-4.940460682,224.0599976,-4.843856812,224.0599976,-4.801859856,224.0599976,-5.054410458,224.0599976,-4.796814919,224.0599976,-4.938396931,224.0599976,-4.90857029,224.0599976,-4.913802147,224.0599976,-4.943170547,224.0599976,-4.912684441,224.0599976,-4.883409023,224.0599976,-5.018820286,224.0599976,-4.956037045,224.0599976,-4.898722172,224.0599976,-4.850078583,224.0599976,-4.843373299,224.0599976,-5.074942112,224.0599976,-5.036354065,224.0599976,-4.963507652,224.0599976,-4.997006893,224.0599976,-4.963271141,224.0599976,-5.094323158,224.0599976,-5.011910439,224.0599976,-4.904949188,224.0599976,-5.049539566,224.0599976,-4.972042084,224.0599976,-5.043595314,224.0599976,-4.936491489,224.0599976,-5.027431488,224.0599976,-5.035276413,224.0599976,-5.000295639
225.9299927,-5.018820286,225.9299927,-0.999527931,225.9299927,14.74165916,225.9299927,-0.786911964,225.9299927,12.29562569,225.9299927,115.9644241,225.9299927,47.59477615,225.9299927,-3.511412621,225.9299927,-4.764801025,225.9299927,-4.768033028,225.9299927,-4.857038975,225.9299927,-4.817947865,225.9299927,-4.988626003,225.9299927,-4.701232433,225.9299927,-4.853226185,225.9299927,-4.969304562,225.9299927,-4.806509972,225.9299927,-4.980585575,225.9299927,-4.927458763,225.9299927,-4.957178593,225.9299927,-4.887102604,225.9299927,-4.95787859,225.9299927,-5.009111881,225.9299927,-5.007295132,225.9299927,-4.941957474,225.9299927,-4.822977543,225.9299927,-4.971839428,225.9299927,-5.048839569,225.9299927,-5.033551216,225.9299927,-4.93975544,225.9299927,-4.882673264,225.9299927,-4.911171913,225.9299927,-5.003020763,225.9299927,-5.072407246,225.9299927,-4.994935513,225.9299927,-4.960315228,225.9299927,-5.028350353,225.9299927,-4.966112614,225.9299927,-5.09560442,225.9299927,-4.92441988,225.9299927,-4.932232857,225.9299927,-5.073058128,225.9299927,-4.914228916,225.9299927,-4.959951878,225.9299927,-4.97293663,225.9299927,-4.985232353,225.9299927,-5.03775835,225.9299927,-4.962573051,225.9299927,-4.965485573,225.9299927,-5.051841259,225.9299927,-4.963011265
