wavelength (nm),DOMBlank1,DOMSTD18,DOM11874,DOM11875,DOM11901,DOM11906,DOM11933,DOM11949,DOM11950,DOMBlank2,DOM11952,DOM11993,DOM12000,DOM12007,DOM12386,DOM12413,DOM12485,DOM11942,DOM11944,DOMBlank3,DOM11948,DOM12208,DOM12422,DOM12424,DOM12429,DOM12431,DOM12448,DOM12456,DOM12477,DOMBlank4,DOM12495,DOM12522,DOM12524,DOM12526,DOM12527,DOM12563,DOM12576,DOM13289,DOM13293,DOMBlank5,DOM13291,DOM13312,DOM13328,DOM13330,DOM13336,DOM12522 ,DOMBlank6
884,-0.015572843,-0.009472406,-0.002079404,-0.003076086,-0.01165082,-0.006582469,-0.004465948,-0.014850538,-0.021599416,-0.016110206,-0.012744768,-0.015313833,-0.012488039,-0.020359248,-0.016197747,-0.019659908,-0.018905021,-0.012587479,-0.01018484,-0.018076766,-0.011263917,-0.013137185,-0.019666143,-0.011944814,-0.016692391,-0.018240569,-0.017198166,-0.006216796,-0.018943384,-0.011994775,-0.016195653,-0.00923558,-0.011505539,-0.00518505,-0.013675611,-0.0148697,-0.013201926,-0.010579729,-0.021584144,-0.018282117,-0.015879069,-0.014715683,-0.013125682,-0.007797261,-0.013128144,-0.009340632,-0.018250199
883.2000122,-0.020357618,-0.011500951,-0.006916397,-0.018997107,-0.01447549,-0.022918515,-0.009054047,-0.018900659,-0.017802203,-0.01940803,-0.024088228,-0.018257646,-0.027964577,-0.019281812,-0.024333689,-0.016099529,-0.023387417,-0.030766325,-0.023780582,-0.02569674,-0.02863677,-0.01971844,-0.016748335,-0.020623265,-0.025036544,-0.02088342,-0.021409329,-0.018725008,-0.019875987,-0.016141284,-0.017838178,-0.011553938,-0.028358813,-0.02423935,-0.015678471,-0.026216706,-0.021094946,-0.021709004,-0.019803626,-0.022495516,-0.013139445,-0.013019985,-0.020415414,-0.020416204,-0.017290514,-0.018815247,-0.024681346
882.4000244,-0.012942352,-0.014572674,-0.013005665,-0.012860887,-0.016364254,-0.014138707,-0.018858476,-0.017602192,-0.009328674,-0.020881003,-0.018356517,-0.013631211,-0.015286145,-0.017361602,-0.025328601,-0.021298874,-0.023664504,-0.019554997,-0.021088682,-0.018311204,-0.020043362,-0.021193717,-0.014704271,-0.017654441,-0.022804368,-0.023870071,-0.020124381,-0.022656873,-0.015214265,-0.016297041,-0.019990215,-0.019794278,-0.020856973,-0.015856259,-0.01839607,-0.025163054,-0.017963722,-0.017658317,-0.019868469,-0.014996506,-0.01682524,-0.011409028,-0.023246549,-0.014392708,-0.016956206,-0.015690006,-0.018572848
881.5999756,-0.006361102,-0.005353122,-0.006199444,-0.013920658,-0.004727666,-0.011770003,-0.014041726,-0.009866829,-0.021162258,-0.014679447,-0.013200169,-0.013392526,-0.012041659,-0.012046847,-0.018460974,-0.008716838,-0.014682099,-0.017639726,-0.015930427,-0.014676944,-0.019475803,-0.019781467,-0.013242504,-0.016501889,-0.016969947,-0.012626153,-0.01544086,-0.012818263,-0.015282096,-0.01841592,-0.015207367,-0.018230788,-0.0158605,-0.011561046,-0.013743431,-0.014486106,-0.018860806,-0.018040661,-0.008711358,-0.026836762,-0.021896007,-0.013387306,-0.018412992,-0.020400248,-0.022727434,-0.009998746,-0.016583221
880.7999878,-0.004053149,-0.009248352,-0.003609358,-0.00964951,-0.006293599,-0.01362504,-0.010601,-0.008996191,-0.010646115,-0.006184132,-0.010909639,-0.012981145,-0.010037853,-0.013353318,-0.013514293,-0.013445032,-0.008419838,-0.016882511,-0.014802806,-0.019012172,-0.011229663,-0.014164915,-0.012092013,-0.011223407,-0.016892619,-0.020929651,-0.014988204,-0.019930385,-0.014427115,-0.011625165,-0.014226547,-0.006270024,-0.01220292,-0.01137307,-0.009405485,-0.017935557,-0.016336232,-0.00956003,-0.015890848,-0.010533596,-0.012332067,-0.020104116,-0.012980492,-0.012857117,-0.008946187,-0.006650132,-0.012185554
880,-0.003545277,-0.002534283,-0.004329469,-0.006651661,-0.007132439,-0.01691463,-0.008617218,-0.003162183,-0.004326137,-0.008348286,-0.010005677,-0.015273799,-0.011759574,-0.007016052,-0.009135571,-0.016780265,-0.01506167,-0.01310333,-0.016632952,-0.019334998,-0.012892198,-0.009786049,-0.014963395,-0.010061326,-0.019645857,-0.012085417,-0.015750824,-0.014711879,-0.020200495,-0.017198863,-0.011630609,-0.006648755,-0.016349845,-0.014446747,-0.009874369,-0.015711628,-0.014463572,-0.014646161,-0.006270126,-0.018109791,-0.01697403,-0.015511452,-0.01367812,-0.009961811,-0.010470074,-0.011517135,-0.016234705
879.2000122,-0.003332272,-0.007139416,-0.002706521,-0.012639982,-0.010520761,-0.004841187,-0.012529337,-0.014603662,-0.016287765,-0.012106363,-0.018557569,-0.01765101,-0.013138491,-0.014944137,-0.018861003,-0.017318225,-0.014090295,-0.013941866,-0.015254505,-0.020069217,-0.011804569,-0.018480176,-0.012959287,-0.014085433,-0.00621302,-0.015946446,-0.01663908,-0.010635657,-0.010669251,-0.012265385,-0.014493917,-0.008395311,-0.014049095,-0.015202967,-0.011381442,-0.020398173,-0.020534141,-0.017345486,-0.018950026,-0.017960444,-0.014965545,-0.011968083,-0.022812227,-0.009565398,-0.015125175,-0.012708568,-0.0098149
878.4000244,-0.005980588,-0.008310094,-0.015302138,-0.011549451,-0.015752021,-0.018208299,-0.01110478,-0.013190526,-0.014119463,-0.01672562,-0.023316031,-0.01640005,-0.017898645,-0.018152891,-0.021104414,-0.020480312,-0.017945889,-0.020579521,-0.019787995,-0.015990909,-0.020985497,-0.018634353,-0.019610079,-0.02206054,-0.020704571,-0.023259113,-0.020606972,-0.022416266,-0.017438997,-0.015162373,-0.016413111,-0.015704338,-0.017631225,-0.022537889,-0.014891663,-0.015720915,-0.01973531,-0.016418794,-0.01760095,-0.017015005,-0.019512482,-0.010750877,-0.01639666,-0.021649806,-0.018418005,-0.013427313,-0.013470329
877.5999756,-0.005639347,-0.010506763,-0.011962845,-0.011241922,-0.011096251,-0.013566534,-0.007799956,-0.019045619,-0.019638978,-0.016987821,-0.014832277,-0.015434015,-0.017274395,-0.017714286,-0.022942482,-0.025464548,-0.01806882,-0.015171822,-0.016868019,-0.012747432,-0.025078669,-0.017619593,-0.014960644,-0.018264098,-0.017391745,-0.0152731,-0.02335489,-0.020688282,-0.016401246,-0.017757824,-0.0224171,-0.010271158,-0.017465552,-0.023992172,-0.019785918,-0.019315684,-0.018007584,-0.020425441,-0.020259397,-0.017243348,-0.01884762,-0.016087007,-0.021672266,-0.018831359,-0.018946109,-0.012454334,-0.018881179
876.7999878,-0.013790328,-0.013073741,-0.014572725,-0.017798575,-0.013281118,-0.017881356,-0.019338513,-0.019084912,-0.016091947,-0.021320267,-0.015631029,-0.013557652,-0.014987003,-0.014888661,-0.016477466,-0.021724518,-0.025335537,-0.017674075,-0.022355145,-0.01912524,-0.017247526,-0.020260287,-0.021211565,-0.020852434,-0.018546557,-0.020487573,-0.020266512,-0.020949138,-0.021258499,-0.022732494,-0.020262808,-0.017009279,-0.02280142,-0.019108396,-0.009465314,-0.021438748,-0.017946834,-0.020005047,-0.021472454,-0.020158239,-0.018178213,-0.018705718,-0.021916386,-0.01847844,-0.017589714,-0.018545069,-0.014251749
876,-0.009851292,-0.01139526,-0.007320274,-0.011812478,-0.015450102,-0.01286154,-0.014754618,-0.015830949,-0.013182188,-0.014671939,-0.016971342,-0.017244093,-0.022200858,-0.020528611,-0.020091165,-0.016682526,-0.017519956,-0.018143209,-0.015561505,-0.021226455,-0.019179732,-0.022392862,-0.017880611,-0.01929974,-0.020731917,-0.01645319,-0.01832396,-0.027091473,-0.021504333,-0.020439863,-0.019194642,-0.012392249,-0.01812846,-0.015685113,-0.013078212,-0.021933073,-0.016669473,-0.013064196,-0.018665796,-0.023233349,-0.021218764,-0.026233863,-0.020211069,-0.020878291,-0.01704333,-0.015634624,-0.019877816
875.2000122,-0.003723172,-0.008635844,-0.0064566,-0.006510257,-0.010377173,-0.014698066,-0.012405632,-0.011121231,-0.014280255,-0.021056328,-0.017969238,-0.018390363,-0.021481914,-0.014368618,-0.017884834,-0.017042134,-0.022592692,-0.016516142,-0.019460062,-0.015042017,-0.016709978,-0.012880086,-0.012298702,-0.020613885,-0.016962629,-0.018563621,-0.013823328,-0.021835798,-0.021058844,-0.017510656,-0.016978761,-0.015064021,-0.013424151,-0.016184181,-0.015841981,-0.021391045,-0.01670629,-0.019185726,-0.013735957,-0.017811446,-0.014894214,-0.018947795,-0.021991594,-0.019291073,-0.01772204,-0.015290693,-0.020405535
874.4000244,0.004059924,-9.06E-06,-5.59E-05,0.000206775,-0.001161141,-0.003409226,-0.00623522,-0.005173335,-0.008394601,-0.004428335,-0.008666498,-0.012571586,-0.013277704,-0.007578803,-0.008303287,-0.006727622,-0.005554609,-0.009726316,-0.016496006,-0.004492542,-0.005530073,-0.008653252,-0.008312481,-0.011409028,-0.012845204,-0.006890206,-0.008275605,-0.010761382,-0.010668746,-0.014549094,-0.009690066,-0.00562882,-0.009581908,-0.01252818,-0.005440609,-0.006099449,-0.006402069,-0.010490996,-0.013154715,-0.010019287,-0.009641611,-0.010157126,-0.008413847,-0.01090661,-0.009348182,-0.007135699,-0.007858634
873.5999756,-0.002629596,0.000465861,-0.005292263,-0.004062484,-0.009003595,-0.011052798,-0.009307087,-0.011644672,-0.013798503,-0.01482297,-0.015095774,-0.008978036,-0.010315398,-0.014395564,-0.010878285,-0.014021125,-0.010563661,-0.016398454,-0.015620491,-0.018408278,-0.016040109,-0.014149833,-0.015163273,-0.014523108,-0.0123528,-0.017959997,-0.015790215,-0.015601013,-0.016652534,-0.019020496,-0.014145973,-0.014473337,-0.013700543,-0.015114225,-0.015598816,-0.015403935,-0.015213816,-0.010922614,-0.013748197,-0.019620817,-0.010994803,-0.016104467,-0.011733773,-0.009569551,-0.017970579,-0.009930743,-0.010444197
872.7999878,0.002840495,-0.005955157,-0.008554531,-0.010115652,-0.007383139,-0.009655333,-0.004735706,-0.007669963,-0.014640956,-0.01118481,-0.013062287,-0.015052869,-0.009730973,-0.014829475,-0.018136108,-0.016178595,-0.012219884,-0.011002425,-0.012664119,-0.014696464,-0.011902151,-0.012301923,-0.00992796,-0.016348846,-0.01403481,-0.013124879,-0.013610339,-0.013476201,-0.019317469,-0.015020562,-0.009667181,-0.010602161,-0.018211327,-0.01460922,-0.013652383,-0.017416466,-0.017796936,-0.01097017,-0.012410513,-0.012698813,-0.016716901,-0.014145924,-0.015056269,-0.013169331,-0.007640104,-0.012096141,-0.012663918
872,0.000997937,-0.007945466,-0.007290493,-0.00849214,-0.003629176,-0.008187163,-0.013908524,-0.01264657,-0.008422885,-0.012067491,-0.013548569,-0.011041594,-0.013432132,-0.011910109,-0.016295843,-0.015014611,-0.011282986,-0.012250939,-0.015208467,-0.018744247,-0.014736202,-0.01785234,-0.011598803,-0.019552078,-0.017428601,-0.018947747,-0.017187068,-0.015146224,-0.013306425,-0.012199749,-0.011682572,-0.008644167,-0.013272633,-0.013471784,-0.01670365,-0.016759543,-0.013475699,-0.020143559,-0.013066406,-0.016628467,-0.015150924,-0.011838223,-0.012395822,-0.007007391,-0.014132894,-0.014550947,-0.014613424
871.2000122,-0.002053589,-0.003419705,-0.007856854,-0.007995738,-0.011698447,-0.009628901,-0.013952244,-0.00787409,-0.013811894,-0.01165445,-0.017464409,-0.016718894,-0.017217373,-0.013748949,-0.013863095,-0.010937407,-0.017845284,-0.014751364,-0.016594484,-0.014827924,-0.011325559,-0.010631515,-0.018502155,-0.01798697,-0.017092111,-0.013357988,-0.018676955,-0.014677345,-0.012422537,-0.017766472,-0.014351437,-0.010788402,-0.013483178,-0.018862393,-0.019529063,-0.015181221,-0.011468429,-0.014191874,-0.013553838,-0.012196679,-0.01434202,-0.007397238,-0.011855301,-0.014361655,-0.012496239,-0.010338097,-0.011409078
870.4000244,-0.003362891,-0.003006116,-0.008185282,-0.012163807,-0.00957345,-0.015318831,-0.014840232,-0.012187315,-0.01426242,-0.015116424,-0.013806326,-0.016195552,-0.015004058,-0.014038067,-0.01404308,-0.011814293,-0.017613478,-0.01903997,-0.020059725,-0.015688958,-0.016576644,-0.015176171,-0.015966108,-0.016740913,-0.017927807,-0.016399251,-0.018038675,-0.019184388,-0.016385393,-0.019278791,-0.014940036,-0.010440558,-0.011920788,-0.017716672,-0.019344753,-0.016943011,-0.018467525,-0.016684867,-0.017072698,-0.016180191,-0.019169725,-0.018041307,-0.016148416,-0.019790618,-0.01247672,-0.014357448,-0.013368379
869.5999756,-0.00906145,-0.008924226,-0.007286674,-0.014435628,-0.007355653,-0.012692579,-0.014649265,-0.017987169,-0.016345007,-0.015977487,-0.014734199,-0.018358007,-0.015495966,-0.013700393,-0.015625136,-0.017142728,-0.016750278,-0.013748799,-0.018711222,-0.016612025,-0.016772792,-0.017474504,-0.019241499,-0.018256404,-0.01798543,-0.017364388,-0.019266114,-0.020139162,-0.018563719,-0.017773081,-0.020183295,-0.014271388,-0.017316284,-0.018339345,-0.013603364,-0.017586682,-0.018087046,-0.020298876,-0.018683501,-0.015649607,-0.018340537,-0.015509554,-0.018621854,-0.019161453,-0.017228868,-0.019499365,-0.019936467
