wavelength (nm),DOMBlank1,DOMSTD18,DOM11874,DOM11875,DOM11901,DOM11906,DOM11933,DOM11949,DOM11950,DOMBlank2,DOM11952,DOM11993,DOM12000,DOM12007,DOM12386,DOM12413,DOM12485,DOM11942,DOM11944,DOMBlank3,DOM11948,DOM12208,DOM12422,DOM12424,DOM12429,DOM12431,DOM12448,DOM12456,DOM12477,DOMBlank4,DOM12495,DOM12522,DOM12524,DOM12526,DOM12527,DOM12563,DOM12576,DOM13289,DOM13293,DOMBlank5,DOM13291,DOM13312,DOM13328,DOM13330,DOM13336,DOM12522 ,DOMBlank6
705.5999756,-0.003487862,-0.003037272,-0.005316915,-0.007360998,-0.007941348,-0.009175668,-0.009627838,-0.0107783,-0.011302558,-0.011532814,-0.01005303,-0.012601963,-0.012868325,-0.011851725,-0.013115435,-0.014038719,-0.01350782,-0.011787488,-0.013769113,-0.013503052,-0.013511132,-0.014684652,-0.013299647,-0.013748548,-0.013665176,-0.014149682,-0.014271638,-0.013719656,-0.012822234,-0.013258573,-0.013704105,-0.006772326,-0.01383426,-0.014728294,-0.014189268,-0.014924179,-0.01461818,-0.012523703,-0.014846436,-0.01431983,-0.01352122,-0.01169502,-0.013179426,-0.013668387,-0.013710776,-0.01015485,-0.013732396
704.7999878,-0.003997136,-0.003403011,-0.005082263,-0.007404567,-0.008675379,-0.009404067,-0.010724512,-0.010754614,-0.011620327,-0.012062204,-0.010898734,-0.013076253,-0.012867319,-0.012397129,-0.012891092,-0.014168975,-0.014164565,-0.012013257,-0.013909577,-0.013659106,-0.014113349,-0.014182103,-0.013887314,-0.014621333,-0.013857779,-0.013668688,-0.014250296,-0.014229354,-0.013617062,-0.013835213,-0.013748096,-0.007551786,-0.014035812,-0.014669537,-0.014591798,-0.015346668,-0.014749764,-0.013159436,-0.015097374,-0.015160223,-0.01353788,-0.01224948,-0.014446496,-0.014395213,-0.013799255,-0.010380965,-0.014001073
704,-0.004234015,-0.002844437,-0.004549158,-0.006867427,-0.008405975,-0.0088942,-0.010335064,-0.010051765,-0.010571543,-0.011373927,-0.009476964,-0.012224565,-0.012119604,-0.011108968,-0.012379971,-0.013437453,-0.012767189,-0.01099233,-0.013057564,-0.013042644,-0.013365015,-0.012977677,-0.012777495,-0.014065084,-0.013464557,-0.013047266,-0.013799656,-0.013632164,-0.012240924,-0.013231506,-0.013114782,-0.006381816,-0.013379575,-0.013637683,-0.013704456,-0.013966482,-0.014024233,-0.012519025,-0.014077214,-0.01412242,-0.012152278,-0.011635851,-0.013450352,-0.013327965,-0.012704948,-0.009745198,-0.013228241
703.2000122,-0.004097257,-0.003329703,-0.005639603,-0.00727023,-0.008481326,-0.00946425,-0.009796679,-0.01062328,-0.011025089,-0.01197317,-0.009983264,-0.011846889,-0.012489498,-0.01188195,-0.013316115,-0.013894835,-0.013506063,-0.011376399,-0.012309169,-0.013279864,-0.013762893,-0.013932691,-0.013354071,-0.01426708,-0.013669541,-0.013400307,-0.014119463,-0.013693219,-0.012963307,-0.013086853,-0.01305445,-0.007323939,-0.013863747,-0.01405556,-0.0138478,-0.01446182,-0.014382642,-0.012932553,-0.014344124,-0.014238723,-0.013144217,-0.012126602,-0.013443526,-0.013571903,-0.012748538,-0.010426506,-0.014239023
702.4000244,-0.003970409,-0.003596573,-0.005860009,-0.007301438,-0.008706384,-0.00942504,-0.010257759,-0.010863996,-0.01110473,-0.011746573,-0.010117979,-0.01195393,-0.012287882,-0.011684689,-0.012690014,-0.013676163,-0.013286341,-0.012291656,-0.013249283,-0.013397998,-0.014140761,-0.014334908,-0.013389012,-0.014219282,-0.014612474,-0.01309494,-0.014175339,-0.014366213,-0.012933709,-0.012947779,-0.013043297,-0.007151384,-0.014305503,-0.014319479,-0.014130789,-0.015373004,-0.015052769,-0.013041035,-0.014526764,-0.014501278,-0.013623785,-0.01192925,-0.013912184,-0.013301203,-0.013084039,-0.009868043,-0.014327594
701.5999756,-0.003197902,-0.003046629,-0.005068908,-0.0074978,-0.008270931,-0.009799311,-0.010025206,-0.010417662,-0.011160995,-0.011313352,-0.010059303,-0.012778299,-0.012862997,-0.012082144,-0.012202417,-0.012845003,-0.013307028,-0.011520614,-0.013299044,-0.013892429,-0.013563273,-0.014121368,-0.013664825,-0.014331702,-0.013879643,-0.013480869,-0.014259614,-0.013737713,-0.012879281,-0.013617815,-0.013249634,-0.007194771,-0.013905215,-0.014343724,-0.013756523,-0.014954291,-0.01399972,-0.011976091,-0.014322234,-0.014514998,-0.013277303,-0.01187777,-0.012996721,-0.013394886,-0.01255348,-0.010333092,-0.014164715
700.7999878,-0.003902995,-0.003618189,-0.005735361,-0.007493322,-0.009081427,-0.0097535,-0.010832184,-0.010294163,-0.011833941,-0.011822152,-0.010467193,-0.013175961,-0.012798357,-0.01177731,-0.012540151,-0.014251849,-0.014248392,-0.012287832,-0.014214573,-0.01435299,-0.014098364,-0.01490582,-0.014109991,-0.014762023,-0.014583338,-0.013953748,-0.014876504,-0.014384044,-0.013956807,-0.013702098,-0.013374856,-0.007303322,-0.014456712,-0.014787194,-0.01488601,-0.015545521,-0.014516249,-0.012658135,-0.015217515,-0.01468245,-0.013867056,-0.012673221,-0.013650477,-0.014035711,-0.013496929,-0.010529806,-0.014595503
700,-0.00352186,-0.00343871,-0.005974818,-0.007255669,-0.008186501,-0.009551572,-0.00977299,-0.010558861,-0.011620478,-0.011273452,-0.01056447,-0.012637669,-0.012430638,-0.01199956,-0.012744064,-0.013522524,-0.014231607,-0.011818021,-0.014183807,-0.014225194,-0.013604318,-0.014763425,-0.013251794,-0.014623636,-0.013583595,-0.013762843,-0.013991799,-0.012991144,-0.013342022,-0.013462398,-0.013053445,-0.007030009,-0.014219332,-0.01470242,-0.014215975,-0.015076823,-0.014358049,-0.012448247,-0.014846236,-0.014618631,-0.013676413,-0.012648983,-0.01384098,-0.013876433,-0.013713536,-0.010270754,-0.013622832
699.2000122,-0.003558268,-0.003546252,-0.0056418,-0.007438056,-0.008155459,-0.009185554,-0.010060214,-0.011185819,-0.01080542,-0.012396123,-0.010317672,-0.012845154,-0.012383695,-0.012372977,-0.012441857,-0.013886412,-0.013723066,-0.011856914,-0.014015961,-0.013980369,-0.013632566,-0.014181953,-0.013595386,-0.014153691,-0.013324099,-0.013513641,-0.013937154,-0.01381074,-0.013611644,-0.013788924,-0.013728685,-0.006627494,-0.014517901,-0.014023431,-0.013266255,-0.015245358,-0.014388451,-0.012671762,-0.014970948,-0.014775685,-0.013549974,-0.011342909,-0.014034759,-0.013582441,-0.013545658,-0.009921281,-0.013915143
698.4000244,-0.004632761,-0.003500856,-0.005957149,-0.007468234,-0.008763671,-0.010034261,-0.010697893,-0.011094889,-0.011354661,-0.012322003,-0.010522732,-0.01320981,-0.012676036,-0.012595979,-0.012875311,-0.014096259,-0.014243132,-0.011827341,-0.013717348,-0.014349284,-0.014545239,-0.013705309,-0.013795895,-0.014188868,-0.013806879,-0.014418602,-0.014484003,-0.014091398,-0.014053405,-0.014205704,-0.014215825,-0.006955936,-0.014601761,-0.014737853,-0.014046789,-0.016002836,-0.014942086,-0.013196904,-0.015428868,-0.0152712,-0.013538884,-0.011946677,-0.014458214,-0.013782755,-0.01346536,-0.010606254,-0.014265726
697.5999756,-0.004472507,-0.002986629,-0.005716661,-0.007743763,-0.008305167,-0.009859187,-0.010461987,-0.010175434,-0.011727172,-0.012588133,-0.010805824,-0.012075347,-0.012847165,-0.011975889,-0.013069019,-0.01328614,-0.014108136,-0.011667755,-0.013822877,-0.013212422,-0.014444743,-0.014358751,-0.013986435,-0.013955202,-0.014320331,-0.013474344,-0.014084832,-0.013789876,-0.013950489,-0.012822083,-0.013285437,-0.006759176,-0.013685895,-0.01419453,-0.013969992,-0.015221114,-0.014639654,-0.012884358,-0.014549294,-0.014726993,-0.012988933,-0.011486582,-0.01411821,-0.013223973,-0.012613279,-0.009636547,-0.013805424
696.7999878,-0.004635066,-0.003218407,-0.005525983,-0.00858986,-0.009016423,-0.009892841,-0.010799411,-0.011292823,-0.011383509,-0.012480292,-0.010392034,-0.012573598,-0.012657079,-0.01208446,-0.013364564,-0.013664173,-0.014194731,-0.012272531,-0.014249695,-0.013822475,-0.014940335,-0.015220414,-0.013570096,-0.014487708,-0.014727343,-0.013862243,-0.014774734,-0.014613324,-0.013670694,-0.013816608,-0.013223621,-0.006779819,-0.01443623,-0.015120525,-0.014452555,-0.015720416,-0.014733499,-0.01320494,-0.014774484,-0.014260216,-0.013046763,-0.012233776,-0.014287269,-0.014323437,-0.013077207,-0.010762695,-0.013294274
696,-0.004531175,-0.002467572,-0.004542856,-0.007238052,-0.00928251,-0.009421748,-0.010700923,-0.01137892,-0.011225829,-0.012549758,-0.010292899,-0.012456799,-0.012557453,-0.011650569,-0.012678199,-0.013378269,-0.013945476,-0.011854344,-0.013319731,-0.014167271,-0.014384044,-0.014676794,-0.013403871,-0.01438169,-0.014023481,-0.013173349,-0.014937434,-0.013432433,-0.01299245,-0.01331004,-0.012827863,-0.006294466,-0.013536224,-0.013840429,-0.014294232,-0.014655571,-0.014013254,-0.012685489,-0.014300194,-0.014062427,-0.012850985,-0.011517437,-0.013616459,-0.01352137,-0.013022196,-0.009557396,-0.013409343
695.2000122,-0.003760795,-0.00363585,-0.005347036,-0.007001329,-0.008179948,-0.009997937,-0.009980027,-0.011390772,-0.011512446,-0.011797867,-0.010436514,-0.012958734,-0.013044,-0.011999157,-0.012883553,-0.013520918,-0.013769815,-0.01130281,-0.013706313,-0.014144921,-0.014512994,-0.013935951,-0.013356281,-0.014555252,-0.014107235,-0.013230752,-0.014827874,-0.013104133,-0.013211317,-0.012984964,-0.013247826,-0.006247519,-0.013715893,-0.013855523,-0.014786744,-0.015081572,-0.014662229,-0.012435066,-0.014674242,-0.014497222,-0.012719328,-0.011810615,-0.014079419,-0.01412708,-0.013506765,-0.009731834,-0.014000322
694.4000244,-0.004141258,-0.003667218,-0.004712712,-0.006748114,-0.007959547,-0.009689509,-0.010364991,-0.011038717,-0.011482346,-0.012415092,-0.010177861,-0.012694892,-0.012601913,-0.012022876,-0.012541258,-0.013792635,-0.013630307,-0.011686755,-0.013793387,-0.014205403,-0.01402353,-0.014946138,-0.013296735,-0.013804621,-0.014340518,-0.013044452,-0.014935234,-0.013403771,-0.013576068,-0.013490506,-0.013051637,-0.0067762,-0.014155946,-0.0145168,-0.014050699,-0.015428218,-0.014284664,-0.012651799,-0.014590196,-0.014165317,-0.013316567,-0.011389813,-0.014183306,-0.013654591,-0.013534016,-0.009078081,-0.013890073
693.5999756,-0.003931111,-0.003568435,-0.004027298,-0.006815394,-0.0081549,-0.008922096,-0.010247494,-0.010569168,-0.010508532,-0.011833739,-0.009704091,-0.012471438,-0.011728683,-0.011680354,-0.011614984,-0.013205692,-0.013371191,-0.011613018,-0.012671008,-0.013383089,-0.013747846,-0.013444731,-0.012649888,-0.013925672,-0.013159537,-0.012620772,-0.013176162,-0.013260179,-0.013080272,-0.013099813,-0.013592526,-0.006119408,-0.013518459,-0.014158251,-0.013571703,-0.015370205,-0.013745438,-0.012713244,-0.013794189,-0.013849255,-0.012369203,-0.011408119,-0.01356844,-0.012446787,-0.012933809,-0.009430512,-0.013994356
692.7999878,-0.005382474,-0.003606739,-0.005249555,-0.007479582,-0.008108407,-0.009270296,-0.010107559,-0.011268357,-0.011719764,-0.012167078,-0.010227015,-0.012611519,-0.01272702,-0.011596887,-0.012671863,-0.013479263,-0.013463704,-0.011662161,-0.01329086,-0.013323697,-0.014180299,-0.014326592,-0.01327193,-0.014306154,-0.013651129,-0.01373375,-0.014631695,-0.013397747,-0.013216942,-0.013431379,-0.014100519,-0.006706773,-0.014298891,-0.014427265,-0.014797702,-0.015374103,-0.014705072,-0.012554738,-0.014615477,-0.014888361,-0.013718702,-0.012562836,-0.01372106,-0.013897042,-0.01319816,-0.010228279,-0.013927678
692,-0.003426434,-0.003298105,-0.00444376,-0.006633612,-0.007823194,-0.008810855,-0.009638218,-0.010407047,-0.011013985,-0.011551064,-0.009469772,-0.011541486,-0.012249027,-0.011147875,-0.012435015,-0.01248326,-0.013266456,-0.010883586,-0.013038926,-0.012534769,-0.013091123,-0.013406431,-0.013384143,-0.013533163,-0.013624939,-0.012940945,-0.014119964,-0.013113678,-0.0120759,-0.012674327,-0.013308533,-0.005731376,-0.013957007,-0.013750354,-0.013705309,-0.015161374,-0.014044433,-0.01219386,-0.014022328,-0.014097863,-0.013238637,-0.011552677,-0.012185554,-0.012509468,-0.012627359,-0.009261934,-0.01293386
691.2000122,-0.003482367,-0.002832865,-0.004386771,-0.007309431,-0.008073751,-0.009133747,-0.00968232,-0.010502417,-0.011006261,-0.011366009,-0.009892234,-0.011872228,-0.012260553,-0.012035667,-0.012328696,-0.013385548,-0.013072183,-0.011002375,-0.012805093,-0.013547265,-0.013961218,-0.013708569,-0.013357435,-0.013675511,-0.0135991,-0.013409343,-0.013916296,-0.012619113,-0.012609758,-0.013203533,-0.012008624,-0.005833142,-0.014756319,-0.014160206,-0.013848653,-0.014545839,-0.014071099,-0.012174328,-0.014181302,-0.014390505,-0.013127692,-0.010999851,-0.01275452,-0.012864907,-0.01332932,-0.009306124,-0.013624487
690.4000244,-0.004175666,-0.003101531,-0.005195282,-0.007743661,-0.007810737,-0.00935107,-0.009687281,-0.010455568,-0.01075517,-0.011696129,-0.009881353,-0.012519176,-0.012625449,-0.011305382,-0.01217911,-0.013399956,-0.013823679,-0.011549552,-0.012797753,-0.014167923,-0.013913237,-0.014565215,-0.013716545,-0.013456225,-0.014118411,-0.013803117,-0.014654171,-0.01323241,-0.013206345,-0.013600655,-0.01314929,-0.006096079,-0.014104228,-0.014568369,-0.01404744,-0.014983552,-0.014343974,-0.012187668,-0.013725424,-0.0139544,-0.01326957,-0.011433485,-0.013258422,-0.013717297,-0.01386129,-0.009602164,-0.013455472
689.5999756,-0.003979848,-0.003175803,-0.005060669,-0.006903913,-0.008651831,-0.008920676,-0.009116105,-0.01008935,-0.010566541,-0.011555753,-0.009610672,-0.011865175,-0.01168217,-0.010710016,-0.012084611,-0.012962553,-0.012673522,-0.011372565,-0.012668645,-0.013098758,-0.012907828,-0.013485637,-0.01291014,-0.013817159,-0.012862495,-0.01326982,-0.013579581,-0.012867822,-0.011642252,-0.012374839,-0.01264315,-0.005454209,-0.01348112,-0.014204952,-0.013598447,-0.014479847,-0.014244284,-0.011356426,-0.014179197,-0.013772122,-0.013192233,-0.011497623,-0.012836911,-0.013585451,-0.013482525,-0.008806136,-0.013473391
688.7999878,-0.003626147,-0.002712438,-0.004048789,-0.006073106,-0.006655944,-0.008824096,-0.00840105,-0.010289208,-0.009936158,-0.011268307,-0.008733786,-0.011749496,-0.011908598,-0.010559821,-0.011623301,-0.012339967,-0.012709574,-0.010915698,-0.012259244,-0.012613379,-0.012687702,-0.012680712,-0.012250939,-0.013006268,-0.013024004,-0.012006661,-0.01342651,-0.013024204,-0.011715279,-0.012297193,-0.011934841,-0.004659806,-0.012800468,-0.012780662,-0.012454887,-0.014657774,-0.012385607,-0.010905348,-0.013591372,-0.012841937,-0.012357479,-0.010833345,-0.012414085,-0.012065074,-0.012543219,-0.008198491,-0.013201323
688,-0.003706643,-0.003664497,-0.004347357,-0.007125513,-0.008006766,-0.009624243,-0.009646675,-0.010923068,-0.011143888,-0.012291354,-0.010287489,-0.012322657,-0.012300614,-0.011981984,-0.012886418,-0.013942769,-0.013464156,-0.011681211,-0.013384294,-0.01419463,-0.013556749,-0.013594834,-0.013234971,-0.013793889,-0.013586154,-0.013363309,-0.014452806,-0.013215887,-0.012853649,-0.01295185,-0.012778902,-0.005761111,-0.014439184,-0.014619682,-0.013517305,-0.014634098,-0.014100168,-0.012309874,-0.014510191,-0.014056563,-0.013066557,-0.011152316,-0.013059122,-0.013556599,-0.013512889,-0.009177544,-0.013357887
687.2000122,-0.004173615,-0.003482213,-0.004972286,-0.007866616,-0.008513057,-0.009860604,-0.010532889,-0.011205598,-0.011028118,-0.012291052,-0.011000456,-0.012354208,-0.012203625,-0.011739871,-0.012930091,-0.013980369,-0.014011049,-0.011748286,-0.013480468,-0.014273642,-0.014332754,-0.013893783,-0.01351856,-0.014451604,-0.014338464,-0.013364614,-0.014896615,-0.013638787,-0.013332131,-0.013018728,-0.012830829,-0.006598634,-0.014254604,-0.014071099,-0.013698336,-0.015184171,-0.013996611,-0.012776489,-0.014747361,-0.014493367,-0.013405276,-0.012310176,-0.013426259,-0.013089465,-0.013811192,-0.009474584,-0.013963976
686.4000244,-0.003692732,-0.003115101,-0.005059696,-0.006565743,-0.008196713,-0.009163604,-0.010778806,-0.01076815,-0.0104961,-0.011703386,-0.009741705,-0.011875754,-0.012925919,-0.011144696,-0.012703238,-0.013226232,-0.013718853,-0.011688317,-0.013208003,-0.013724119,-0.013644958,-0.013815254,-0.013409644,-0.013682183,-0.013197557,-0.013895287,-0.014322635,-0.01340628,-0.012600857,-0.013289453,-0.012974914,-0.005696989,-0.014196685,-0.013400006,-0.013387456,-0.014889661,-0.014143217,-0.012426915,-0.01492788,-0.014645561,-0.013530503,-0.011602634,-0.013071883,-0.013079217,-0.012905667,-0.008353162,-0.013224525
685.5999756,-0.003544095,-0.002988326,-0.004229811,-0.006340439,-0.007366189,-0.00795914,-0.009556536,-0.010363423,-0.010512271,-0.011216898,-0.009004558,-0.011651224,-0.012368751,-0.011287374,-0.011678943,-0.012932754,-0.012658437,-0.010641973,-0.012539548,-0.012835101,-0.013078715,-0.012940292,-0.012859379,-0.012993305,-0.012904762,-0.013159486,-0.013412355,-0.013222366,-0.012447139,-0.011832077,-0.012682824,-0.005459219,-0.013261435,-0.013299145,-0.013075851,-0.01456196,-0.013603314,-0.011680859,-0.01401516,-0.014091146,-0.013310893,-0.011116336,-0.012572994,-0.012902953,-0.012121215,-0.00910561,-0.012817157
684.7999878,-0.003393456,-0.00216776,-0.004174538,-0.00640115,-0.006904117,-0.008665076,-0.008576358,-0.010345174,-0.0101857,-0.010841324,-0.008475284,-0.01162572,-0.011393798,-0.010626766,-0.011910311,-0.012389028,-0.012439492,-0.010301292,-0.011639883,-0.012429581,-0.012874306,-0.013113678,-0.01238294,-0.013057866,-0.012799212,-0.012847215,-0.014103075,-0.012542213,-0.012420374,-0.012508865,-0.012322908,-0.004823011,-0.013374203,-0.013295328,-0.012358234,-0.014597655,-0.013999068,-0.011346642,-0.013623785,-0.013673554,-0.012325425,-0.011204841,-0.012571536,-0.012604679,-0.012504689,-0.008449441,-0.012267398
684,-0.004293176,-0.002983081,-0.004840419,-0.007019108,-0.008125633,-0.009121072,-0.009800323,-0.011065819,-0.010862128,-0.011536495,-0.010165572,-0.012634702,-0.012046695,-0.011689779,-0.013143765,-0.01382428,-0.01394317,-0.010984808,-0.011759221,-0.013464105,-0.01348634,-0.013785313,-0.013037619,-0.013329069,-0.01320283,-0.013280114,-0.014021426,-0.012660851,-0.012876015,-0.013220709,-0.012514096,-0.005566109,-0.014146926,-0.013458534,-0.012985164,-0.01430926,-0.013846597,-0.012072225,-0.013979818,-0.013931538,-0.012785136,-0.011673148,-0.01321408,-0.013308634,-0.012729433,-0.009350665,-0.013323295
683.2000122,-0.003774858,-0.003238346,-0.004451652,-0.007381561,-0.008075529,-0.009150272,-0.010223829,-0.011482951,-0.011229864,-0.011794239,-0.009570817,-0.011431872,-0.012154996,-0.011669066,-0.012439946,-0.013631461,-0.013532662,-0.010739614,-0.012666985,-0.013967736,-0.014149181,-0.013509978,-0.013435144,-0.013685996,-0.013317672,-0.013453514,-0.014206606,-0.012593363,-0.011955844,-0.013175459,-0.012575309,-0.005148932,-0.014403227,-0.013559961,-0.01310564,-0.014767929,-0.014677695,-0.011962492,-0.013549724,-0.014094355,-0.013143514,-0.011704092,-0.013194995,-0.012705853,-0.013307128,-0.008970479,-0.013921661
682.4000244,-0.003607869,-0.002851175,-0.005028531,-0.006566865,-0.007876175,-0.008818516,-0.010143572,-0.010363019,-0.010268023,-0.011619469,-0.009430968,-0.01187384,-0.012625952,-0.01233549,-0.012425657,-0.013338458,-0.012474155,-0.011124006,-0.012506098,-0.013353971,-0.01370892,-0.013461093,-0.012722897,-0.013632716,-0.013717699,-0.013630609,-0.013471784,-0.01307349,-0.012222904,-0.013127692,-0.012443668,-0.004408297,-0.014620232,-0.013399052,-0.012855508,-0.014314019,-0.014296587,-0.011794189,-0.013917449,-0.014265326,-0.012944614,-0.010998841,-0.013194543,-0.013160039,-0.012969035,-0.008567221,-0.013082583
681.5999756,-0.003985953,-0.002849992,-0.005077862,-0.007216005,-0.008001023,-0.00943882,-0.00980255,-0.011009593,-0.011024887,-0.012120359,-0.009143176,-0.013118901,-0.012661303,-0.011769046,-0.012736622,-0.013632665,-0.013078664,-0.011585697,-0.012657632,-0.013138441,-0.013311897,-0.013205542,-0.013440213,-0.013902508,-0.013133368,-0.013598848,-0.014080621,-0.013520367,-0.01226015,-0.013407234,-0.012451366,-0.004933641,-0.013848904,-0.013657751,-0.013251643,-0.015147774,-0.013951894,-0.012230454,-0.014493867,-0.014683051,-0.013381833,-0.011449873,-0.013740221,-0.013522474,-0.012833292,-0.008358951,-0.013440063
680.7999878,-0.004037403,-0.003201859,-0.004497717,-0.00745714,-0.00812543,-0.009423167,-0.009721354,-0.010609791,-0.01146248,-0.011736948,-0.009532681,-0.012151221,-0.012145482,-0.011511387,-0.012093524,-0.012996018,-0.013388159,-0.011353652,-0.01219386,-0.013667986,-0.013571602,-0.013658454,-0.01295391,-0.013184449,-0.013706713,-0.013596089,-0.013801612,-0.012964161,-0.011808246,-0.012310377,-0.012281188,-0.004965222,-0.013701295,-0.013508522,-0.01292607,-0.014329598,-0.014202747,-0.011897718,-0.013862744,-0.014331001,-0.012789308,-0.011708274,-0.013141555,-0.013392074,-0.012972502,-0.008147583,-0.013706664
680,-0.003873645,-0.002151996,-0.003921106,-0.007229091,-0.008024606,-0.008700701,-0.009625205,-0.01031833,-0.010723653,-0.011196818,-0.008919307,-0.011685697,-0.011158976,-0.011338471,-0.011772574,-0.012389783,-0.013056108,-0.010235611,-0.011683177,-0.01294391,-0.01330291,-0.013437754,-0.012175838,-0.012715154,-0.012705049,-0.012174932,-0.013309589,-0.012187819,-0.011765872,-0.01253492,-0.012395016,-0.00467343,-0.013891627,-0.012682975,-0.013193187,-0.013983779,-0.013675862,-0.01132919,-0.01351881,-0.014211466,-0.012357328,-0.011427686,-0.012924663,-0.012669249,-0.012729484,-0.008041428,-0.012990993
679.2000122,-0.003800673,-0.001724202,-0.003861432,-0.006504698,-0.007634305,-0.008361948,-0.009748995,-0.009653004,-0.009996469,-0.010631262,-0.007877599,-0.011018779,-0.010791633,-0.010608679,-0.011771163,-0.011948894,-0.012149005,-0.010063451,-0.011518345,-0.01226473,-0.012443819,-0.012469627,-0.011656919,-0.012522195,-0.012507909,-0.012285567,-0.012891696,-0.011737704,-0.011076822,-0.012328042,-0.012146941,-0.004302865,-0.012881091,-0.012041559,-0.012324368,-0.013165614,-0.012894158,-0.011161701,-0.01329794,-0.012890087,-0.012696451,-0.010052929,-0.011975939,-0.012231612,-0.012414135,-0.006737155,-0.012299155
678.4000244,-0.004677732,-0.002004532,-0.004838064,-0.007154694,-0.007439735,-0.008603767,-0.009505331,-0.010127488,-0.011301095,-0.011085351,-0.009514447,-0.011468178,-0.011277941,-0.010684203,-0.012638474,-0.01261685,-0.012892047,-0.01131542,-0.01209881,-0.013188818,-0.013242603,-0.013523277,-0.012333275,-0.013008278,-0.012702735,-0.012876065,-0.013430325,-0.012560471,-0.011791569,-0.012425959,-0.012577874,-0.004482858,-0.01354325,-0.013895788,-0.013050129,-0.014601761,-0.013302458,-0.011884419,-0.013862292,-0.014360453,-0.01332189,-0.011327021,-0.013119705,-0.013147382,-0.013181334,-0.007525736,-0.013382034
677.5999756,-0.003861997,-0.002675495,-0.004591679,-0.007245842,-0.00831375,-0.009112252,-0.00995746,-0.010453496,-0.010629544,-0.011188746,-0.009902861,-0.012189581,-0.011819482,-0.011323137,-0.01259975,-0.012893153,-0.013491458,-0.011701219,-0.012714501,-0.013324802,-0.013510731,-0.013643352,-0.012644407,-0.013335646,-0.013785563,-0.012948683,-0.014644911,-0.012909587,-0.012711182,-0.012674226,-0.013042342,-0.004337926,-0.013698838,-0.013882251,-0.012904662,-0.014749663,-0.013842334,-0.012468269,-0.014547042,-0.013879292,-0.01269464,-0.011934337,-0.013089515,-0.013058167,-0.012967276,-0.008027554,-0.013593379
676.7999878,-0.004047148,-0.00283091,-0.004755985,-0.007229447,-0.007806821,-0.009044413,-0.009522146,-0.010456326,-0.011250196,-0.011725207,-0.009826542,-0.012619716,-0.011709938,-0.011081112,-0.012043976,-0.012854604,-0.012728076,-0.011273452,-0.011857821,-0.013024204,-0.013354122,-0.013041438,-0.012107017,-0.013170486,-0.013211016,-0.013109056,-0.014032353,-0.012498301,-0.013116591,-0.012328092,-0.013098457,-0.004247499,-0.01351876,-0.013449248,-0.012720835,-0.014573926,-0.013450905,-0.012366587,-0.014686855,-0.014354893,-0.011990948,-0.011474177,-0.012950946,-0.01263606,-0.012648028,-0.00849945,-0.013575817
676,-0.003662906,-0.001857431,-0.003987287,-0.006405589,-0.007534589,-0.00852788,-0.009590467,-0.010125819,-0.010817742,-0.011257662,-0.009426003,-0.011989336,-0.011324701,-0.011384115,-0.012723702,-0.01273989,-0.012661555,-0.011247875,-0.012296488,-0.013047365,-0.01330994,-0.013619872,-0.012838821,-0.013174202,-0.013050531,-0.012864706,-0.013942869,-0.012267096,-0.01197463,-0.012361555,-0.012278974,-0.00401709,-0.01389975,-0.01292014,-0.012298098,-0.013756924,-0.012718724,-0.012438989,-0.013789726,-0.013756924,-0.011772825,-0.010886969,-0.012505041,-0.011976141,-0.011988329,-0.007624029,-0.013493817
675.2000122,-0.003143629,-0.00131204,-0.003801135,-0.006401457,-0.007569594,-0.008229125,-0.009257626,-0.009873256,-0.010298005,-0.010986879,-0.009198985,-0.011892782,-0.010900702,-0.010935336,-0.012248877,-0.012208659,-0.012513995,-0.010858088,-0.011407515,-0.012767642,-0.012495585,-0.01260488,-0.012134355,-0.012034912,-0.012291002,-0.012664471,-0.013880695,-0.012025948,-0.011558979,-0.012499156,-0.011818171,-0.003343728,-0.013263343,-0.012458207,-0.012167834,-0.013795494,-0.012679506,-0.011462833,-0.013520216,-0.013450754,-0.011834243,-0.01032743,-0.012147496,-0.011661858,-0.01206724,-0.006842762,-0.012697658
674.4000244,-0.003482007,-0.000928468,-0.00408659,-0.006083214,-0.00721738,-0.008333405,-0.009207602,-0.009844762,-0.010518588,-0.010940284,-0.008986961,-0.011475287,-0.010730674,-0.011196868,-0.012845154,-0.011857921,-0.012869682,-0.010428528,-0.010957852,-0.012601863,-0.011667553,-0.013016417,-0.011773078,-0.012368801,-0.012742053,-0.01288471,-0.013455221,-0.011737956,-0.011574203,-0.012301168,-0.011751158,-0.003341828,-0.012395872,-0.012945518,-0.011894494,-0.013627648,-0.012730389,-0.011649157,-0.013555845,-0.013550777,-0.011961787,-0.010770725,-0.012891946,-0.012677846,-0.012342182,-0.007294107,-0.01296391
