wavelength (nm),DOMBlank1,DOMSTD28,DOM12273,DOM12702,DOM12704,DOM12710,DOM12841,DOM13050,DOMBlank2,DOM13070,DOM13089,DOM13094,DOM13131,DOM13144,DOM13437,DOM13494,DOMBlank3
720,-0.001283444,-0.005714515,-0.007279292,-0.011025594,-0.010089704,-0.016515844,-0.022952303,-0.023503471,-0.025146199,-0.023212001,-0.024226375,-0.027236691,-0.027493257,-0.027409032,-0.027335338,-0.028690178,-0.030141234
719.2000122,-0.001990515,-0.00553544,-0.008369667,-0.012039796,-0.010554162,-0.016355179,-0.022179656,-0.022955248,-0.025887594,-0.02332354,-0.025191734,-0.027051585,-0.027347347,-0.02789229,-0.026848977,-0.02881093,-0.029343154
718.4000244,-0.001859802,-0.004084179,-0.007870125,-0.010779463,-0.010198646,-0.016836148,-0.021070533,-0.022756321,-0.024732552,-0.023247629,-0.024213253,-0.027420357,-0.02708189,-0.027184367,-0.02748655,-0.028594261,-0.028356727
717.5999756,-0.003134891,-0.005354349,-0.009399609,-0.01231848,-0.011156302,-0.017815173,-0.022290574,-0.023627782,-0.025871838,-0.02363749,-0.025305158,-0.028192477,-0.028362498,-0.028798964,-0.02743868,-0.029160446,-0.030012831
716.7999878,-0.002133141,-0.00389458,-0.007364968,-0.010550625,-0.009787669,-0.016788483,-0.020975631,-0.022409432,-0.023263872,-0.022230569,-0.02346134,-0.026111711,-0.026678994,-0.025940366,-0.025934903,-0.026846301,-0.027943557
716,-0.003658491,-0.006291098,-0.00870537,-0.011423853,-0.011418054,-0.01772378,-0.023196099,-0.024262607,-0.025368989,-0.023434559,-0.02455264,-0.028257534,-0.027368249,-0.02767453,-0.028178308,-0.029208319,-0.02947185
715.2000122,-0.00309819,-0.00620368,-0.009048166,-0.011898524,-0.010584882,-0.016790625,-0.023158453,-0.023825917,-0.025326403,-0.02390207,-0.024796322,-0.028526442,-0.028305653,-0.028127555,-0.026649198,-0.029493764,-0.029971473
714.4000244,-0.002156272,-0.005384519,-0.008450406,-0.011062135,-0.009807055,-0.016121479,-0.02237506,-0.024700666,-0.024915667,-0.023337228,-0.024691323,-0.027912777,-0.026545912,-0.027703043,-0.026959198,-0.029414861,-0.028787093
713.5999756,-0.003993494,-0.005786042,-0.008702782,-0.011971659,-0.011297412,-0.017680936,-0.023205277,-0.02483324,-0.026019219,-0.023894181,-0.024885112,-0.028395621,-0.028169721,-0.02904715,-0.029174048,-0.02953217,-0.029970022
712.7999878,-0.00273595,-0.004346076,-0.007733998,-0.010556133,-0.010951996,-0.016538719,-0.021854704,-0.02363342,-0.024142005,-0.022924507,-0.023882274,-0.027925158,-0.028158708,-0.02694859,-0.027754139,-0.02834373,-0.029532509
712,-0.0033091,-0.005266128,-0.009028949,-0.01095245,-0.010001276,-0.017709415,-0.022254622,-0.023772839,-0.025524402,-0.023812441,-0.024378134,-0.028751383,-0.027616285,-0.027922876,-0.02785505,-0.029219162,-0.029526124
711.2000122,-0.001506845,-0.005690346,-0.007001431,-0.009575527,-0.009682421,-0.015309735,-0.02185569,-0.023375643,-0.023893544,-0.022960208,-0.024664275,-0.026737416,-0.027674822,-0.027502878,-0.026085237,-0.028486928,-0.029604619
710.4000244,-0.003132218,-0.00558548,-0.007708416,-0.010473813,-0.009088271,-0.016055277,-0.021644142,-0.022987364,-0.025247766,-0.023147753,-0.024734069,-0.027474985,-0.027380012,-0.027114576,-0.027923362,-0.029019114,-0.029093247
709.5999756,-0.0031886,-0.005161057,-0.008991221,-0.010842183,-0.010274597,-0.016006578,-0.022679871,-0.02459765,-0.025226761,-0.024275923,-0.025707426,-0.027665349,-0.028135415,-0.027561042,-0.027927926,-0.028317004,-0.02849488
708.7999878,-0.003829976,-0.005302236,-0.008299274,-0.011341245,-0.010503428,-0.015639419,-0.022674022,-0.023454964,-0.026043795,-0.023535104,-0.025310287,-0.028247444,-0.02805078,-0.02910264,-0.028770231,-0.02795079,-0.028718431
708,-0.00181727,-0.004282975,-0.006702031,-0.010589177,-0.00926538,-0.014723039,-0.020583224,-0.022366062,-0.024990017,-0.02249237,-0.02386816,-0.026456827,-0.026604302,-0.026747979,-0.026469491,-0.027295133,-0.028600369
707.2000122,-0.00349536,-0.005742054,-0.009398392,-0.011572943,-0.011310074,-0.017368864,-0.02274802,-0.023432596,-0.026106738,-0.023019278,-0.025055017,-0.028897548,-0.028758699,-0.027729953,-0.028583694,-0.028832344,-0.030591983
706.4000244,-0.00389068,-0.006313193,-0.008745558,-0.010817944,-0.010895401,-0.017314991,-0.021771694,-0.02420111,-0.025542365,-0.022995465,-0.025771393,-0.028116733,-0.028492166,-0.028147256,-0.027327463,-0.028383352,-0.029878158
705.5999756,-0.004191357,-0.007326128,-0.008365959,-0.011719865,-0.010346135,-0.017043181,-0.022969343,-0.023829496,-0.026355445,-0.023965666,-0.025364839,-0.028064953,-0.028314531,-0.029266546,-0.028303277,-0.028845375,-0.030290071
704.7999878,-0.003045395,-0.006875887,-0.008884968,-0.011765066,-0.009868144,-0.016945353,-0.022166274,-0.02356036,-0.025793251,-0.024486976,-0.024697144,-0.028504916,-0.027327172,-0.027381666,-0.027980644,-0.028400181,-0.029132366
704,-0.003473225,-0.006048855,-0.007624742,-0.011289796,-0.008404503,-0.016215203,-0.022323623,-0.023140145,-0.024903934,-0.023663916,-0.024980338,-0.028869113,-0.027473282,-0.027816299,-0.027457682,-0.028983034,-0.028887134
703.2000122,-0.002604946,-0.005901074,-0.007006627,-0.008595748,-0.00950842,-0.015993604,-0.020569744,-0.02275696,-0.023987517,-0.022611367,-0.024204243,-0.027830528,-0.026993791,-0.026338149,-0.026823815,-0.027698915,-0.027752003
702.4000244,-0.00336325,-0.004751325,-0.007704093,-0.01007114,-0.009311698,-0.015741786,-0.021180898,-0.022415282,-0.024828838,-0.022764724,-0.024330409,-0.027458606,-0.026811697,-0.026674028,-0.027153097,-0.027944917,-0.028564692
701.5999756,-0.002860999,-0.003880983,-0.007142828,-0.010337793,-0.009123253,-0.016591793,-0.02065259,-0.022549586,-0.023654306,-0.022566397,-0.024000647,-0.027326686,-0.026115708,-0.026710007,-0.026745984,-0.027978217,-0.028892171
700.7999878,-0.003400905,-0.005418982,-0.008399577,-0.010550827,-0.009351323,-0.015726607,-0.021883061,-0.023552563,-0.025719723,-0.022540543,-0.025740119,-0.027385214,-0.027739715,-0.02846317,-0.027541023,-0.028608318,-0.028752351
700,-0.002462578,-0.004669025,-0.006874816,-0.009995963,-0.009225849,-0.01495089,-0.021763716,-0.02290054,-0.024214232,-0.021648476,-0.022863753,-0.026512064,-0.026642429,-0.026316464,-0.027394887,-0.026676755,-0.028058693
699.2000122,-0.001897071,-0.004969778,-0.006733128,-0.010450616,-0.009359937,-0.015215465,-0.022282902,-0.022530319,-0.024583168,-0.022295935,-0.023802737,-0.02669399,-0.026485663,-0.02675236,-0.027175954,-0.026874868,-0.028875023
698.4000244,-0.002591257,-0.006591138,-0.008483509,-0.010748957,-0.009126852,-0.016391126,-0.023001308,-0.024312787,-0.026139595,-0.0229469,-0.024495784,-0.028553735,-0.028191458,-0.028145703,-0.027724318,-0.028310748,-0.030721566
697.5999756,-0.001658759,-0.004285641,-0.008064248,-0.008974181,-0.008314309,-0.014174387,-0.020877106,-0.02236793,-0.023703968,-0.02143934,-0.023353517,-0.026443431,-0.025748754,-0.025971383,-0.026410207,-0.02631359,-0.027651019
696.7999878,-0.000872981,-0.00441911,-0.006854076,-0.008803904,-0.007866515,-0.015318532,-0.020864919,-0.022369159,-0.023630086,-0.020782853,-0.022518521,-0.028099895,-0.025942901,-0.025694203,-0.026024144,-0.026116926,-0.027466528
696,-0.002271497,-0.004226991,-0.006356409,-0.009848001,-0.00773588,-0.016097285,-0.021004735,-0.022558484,-0.024759939,-0.021052234,-0.023468355,-0.028266508,-0.02641503,-0.025787102,-0.025173705,-0.026002446,-0.028246958
695.2000122,-0.002690674,-0.005350616,-0.007550413,-0.011053252,-0.009424433,-0.015020062,-0.021736287,-0.022880061,-0.024028275,-0.022294018,-0.023704018,-0.028528914,-0.026305549,-0.027366402,-0.026032239,-0.027607927,-0.029312957
694.4000244,-0.001955006,-0.004945056,-0.007462637,-0.009850735,-0.009069918,-0.015500062,-0.021683149,-0.021637935,-0.024181426,-0.021640053,-0.024954187,-0.027066909,-0.025564527,-0.027250063,-0.026398856,-0.026931463,-0.028559214
693.5999756,-0.002144372,-0.00412054,-0.007090217,-0.008994365,-0.008524936,-0.014305553,-0.020612897,-0.021927215,-0.024423456,-0.021606065,-0.023512889,-0.026613506,-0.026876573,-0.025857789,-0.025849059,-0.027247485,-0.027890833
692.7999878,-0.002103053,-0.004720496,-0.007891071,-0.009912121,-0.008091385,-0.014607417,-0.020938631,-0.021844661,-0.023862574,-0.021994449,-0.023611307,-0.026898569,-0.026092356,-0.025753438,-0.026324261,-0.02753631,-0.028522855
692,-0.003249445,-0.004323471,-0.007647582,-0.010398606,-0.007924471,-0.015080673,-0.020676928,-0.022244686,-0.024645492,-0.021999517,-0.023249494,-0.027021229,-0.026180053,-0.02618254,-0.027365819,-0.027202943,-0.027970547
691.2000122,-0.003374706,-0.005270271,-0.008763012,-0.010733301,-0.008505289,-0.015216165,-0.021341413,-0.022855895,-0.024498476,-0.022896267,-0.024722675,-0.028086307,-0.027430903,-0.027881026,-0.027014369,-0.027212182,-0.029040856
690.4000244,-0.000947841,-0.003161926,-0.005754163,-0.009312813,-0.007452407,-0.012976723,-0.019713098,-0.019617898,-0.022686897,-0.020453446,-0.022348901,-0.024973203,-0.024370253,-0.024082009,-0.024803022,-0.025765197,-0.026086651
689.5999756,-0.002191095,-0.005886518,-0.006509696,-0.009377519,-0.00714568,-0.01494954,-0.021003501,-0.021952614,-0.024392327,-0.021505762,-0.023492975,-0.026294975,-0.025952168,-0.025254603,-0.025207512,-0.026491899,-0.028459582
688.7999878,-0.001477695,-0.006652732,-0.007847448,-0.01015834,-0.007178374,-0.014921928,-0.020517647,-0.021685513,-0.024432706,-0.020980317,-0.02341474,-0.026482547,-0.025870131,-0.025929002,-0.025797982,-0.025795592,-0.027689589
688,-0.002765428,-0.005145964,-0.007419989,-0.008998726,-0.008257166,-0.014679147,-0.021210184,-0.022170603,-0.024288112,-0.021676254,-0.02373142,-0.027352694,-0.026079241,-0.027470658,-0.025546027,-0.026792519,-0.028472576
687.2000122,-0.0023197,-0.004661291,-0.006861771,-0.009151591,-0.0079019,-0.014244684,-0.021136519,-0.022853537,-0.024389539,-0.020282028,-0.024030577,-0.025357561,-0.025920516,-0.026401049,-0.025882034,-0.02545405,-0.028103
686.4000244,-0.00297722,-0.004301327,-0.007273641,-0.009531516,-0.008472797,-0.015537078,-0.021504825,-0.023190405,-0.024555087,-0.021775879,-0.024315381,-0.026084799,-0.027867334,-0.027881123,-0.026038481,-0.027528584,-0.028242398
685.5999756,-0.002233281,-0.003813349,-0.006317683,-0.008930364,-0.007005099,-0.013773375,-0.020282917,-0.020995017,-0.023696076,-0.020876957,-0.023141962,-0.025862716,-0.026416833,-0.026138036,-0.024656547,-0.026467154,-0.026969707
684.7999878,-0.001776952,-0.004181409,-0.005983754,-0.008691415,-0.007090574,-0.013844891,-0.019057758,-0.020020373,-0.02295029,-0.019456744,-0.021281917,-0.025744021,-0.02425443,-0.025612652,-0.024685895,-0.025101392,-0.026784487
684,-0.003610436,-0.004657808,-0.005941114,-0.010596907,-0.007837635,-0.014870651,-0.021301931,-0.020677077,-0.024104048,-0.020399608,-0.02342725,-0.027396929,-0.026425602,-0.027188841,-0.02635028,-0.026108248,-0.028541859
683.2000122,-0.002676164,-0.004483985,-0.006795925,-0.010946696,-0.007249253,-0.014562512,-0.021048091,-0.022424329,-0.024311025,-0.021977322,-0.023834495,-0.027233724,-0.026654456,-0.026736686,-0.026010541,-0.027511138,-0.028789563
682.4000244,-0.002823761,-0.004546084,-0.007275678,-0.011254584,-0.007901086,-0.016134799,-0.022765754,-0.022609204,-0.023918143,-0.021674383,-0.024068832,-0.027840773,-0.027062239,-0.027123332,-0.026558233,-0.027701003,-0.029407846
681.5999756,-0.003016964,-0.004222684,-0.007627031,-0.009473064,-0.006856777,-0.016510261,-0.021691965,-0.022249801,-0.024439313,-0.022120275,-0.024366925,-0.027126249,-0.026161239,-0.026596511,-0.026424043,-0.026673347,-0.028780019
680.7999878,-0.002617451,-0.004677578,-0.006805711,-0.00985949,-0.006113027,-0.015100624,-0.020142769,-0.020831758,-0.024047084,-0.021729345,-0.023384081,-0.026497062,-0.025298955,-0.025036056,-0.025831839,-0.02640821,-0.027196329
680,-0.002679406,-0.004372677,-0.00705176,-0.00902332,-0.00632702,-0.014483102,-0.020800866,-0.022404268,-0.024663445,-0.022689993,-0.024439851,-0.026389746,-0.025740314,-0.02636631,-0.026726902,-0.026682599,-0.028768584
679.2000122,-0.002725763,-0.004136181,-0.006190308,-0.009629712,-0.006037469,-0.014356697,-0.020257866,-0.021024169,-0.022630779,-0.020930294,-0.022688223,-0.025197839,-0.024512813,-0.025056191,-0.024804635,-0.025704741,-0.027863013
678.4000244,-0.002740323,-0.004803248,-0.006782928,-0.010537942,-0.007638222,-0.01476903,-0.019550594,-0.021235082,-0.024968559,-0.019805457,-0.022546098,-0.025551103,-0.025961971,-0.025467915,-0.026253114,-0.026823718,-0.027376173
677.5999756,-0.000832781,-0.002738265,-0.005792223,-0.008858997,-0.004848201,-0.012855257,-0.018999387,-0.019582516,-0.023618417,-0.017809259,-0.020795239,-0.024523234,-0.024326835,-0.024984933,-0.02487069,-0.025109161,-0.027048424
676.7999878,-0.001712084,-0.00411613,-0.005885803,-0.009907112,-0.00561911,-0.014005635,-0.019387681,-0.021152198,-0.023693429,-0.019160412,-0.022489715,-0.024803657,-0.0249274,-0.025645498,-0.025341153,-0.026010443,-0.02715864
676,-0.002115624,-0.004242218,-0.006625097,-0.009171665,-0.006218072,-0.014384645,-0.019406099,-0.020946426,-0.023761174,-0.020256532,-0.023994278,-0.026949806,-0.025897397,-0.025977917,-0.025598304,-0.026092308,-0.026947569
675.2000122,-0.00082286,-0.003205045,-0.005642056,-0.008207331,-0.004671791,-0.013718451,-0.020072035,-0.019313259,-0.022947785,-0.018702544,-0.022457859,-0.025930708,-0.024367318,-0.024683645,-0.024636345,-0.025009615,-0.025867254
674.4000244,-0.001557352,-0.005209605,-0.007106821,-0.009377316,-0.006306713,-0.01410548,-0.02052466,-0.022041693,-0.024173589,-0.020859441,-0.023292528,-0.027092494,-0.026396468,-0.026698129,-0.025775198,-0.025072854,-0.02833272
673.5999756,-0.001411234,-0.003412463,-0.00660771,-0.009420329,-0.006300232,-0.014795801,-0.020860231,-0.020811772,-0.024227845,-0.020608749,-0.022813799,-0.025150791,-0.025121965,-0.025841497,-0.024878073,-0.025660578,-0.026392521
672.7999878,-0.00069257,-0.002642358,-0.005426089,-0.007831736,-0.004956777,-0.013125029,-0.01944511,-0.019321429,-0.023145054,-0.018966777,-0.021447914,-0.025098167,-0.023686467,-0.024523186,-0.024158556,-0.025060246,-0.02625438
672,-0.001942224,-0.003817095,-0.005666942,-0.007843635,-0.006547996,-0.013161696,-0.020091461,-0.019699294,-0.022611711,-0.019027434,-0.022416413,-0.024581065,-0.023229029,-0.025020173,-0.025079744,-0.025197059,-0.026435491
671.2000122,-0.00149534,-0.005285768,-0.006373653,-0.009362572,-0.005663161,-0.014365613,-0.020836692,-0.021073738,-0.023675535,-0.019379314,-0.020835953,-0.025020417,-0.024509339,-0.024445282,-0.024832407,-0.025247179,-0.02714687
670.4000244,-0.002225246,-0.005047057,-0.004969573,-0.008220185,-0.006395233,-0.014054708,-0.020252578,-0.020217098,-0.023044761,-0.019222429,-0.021579465,-0.025675755,-0.02381352,-0.024288995,-0.024439752,-0.024172071,-0.02643705
669.5999756,-0.002292561,-0.004832074,-0.0048567,-0.007687512,-0.005880593,-0.013011192,-0.020487325,-0.020880165,-0.021956405,-0.019859765,-0.021487087,-0.025534408,-0.02398492,-0.024587816,-0.024274258,-0.025142338,-0.026287617
668.7999878,-0.002429218,-0.003139671,-0.006502147,-0.009035388,-0.00560158,-0.013093685,-0.019137723,-0.020662168,-0.022190036,-0.019336581,-0.022092475,-0.024907552,-0.023865907,-0.024756517,-0.025011912,-0.02537729,-0.025967725
668,-0.001420006,-0.002626663,-0.006957719,-0.008118671,-0.002921273,-0.012783226,-0.018155424,-0.019413427,-0.021086216,-0.018177817,-0.020898372,-0.02388203,-0.02341425,-0.023182258,-0.023127088,-0.024064278,-0.025845693
667.2000122,-0.001313691,-0.003144605,-0.005861899,-0.008412373,-0.005053402,-0.012538592,-0.019307861,-0.020117363,-0.023082564,-0.019012667,-0.022551455,-0.024886971,-0.024156891,-0.024500139,-0.023538489,-0.024535369,-0.027056547
666.4000244,-0.000577339,-0.003054186,-0.004802787,-0.007479226,-0.004860232,-0.012775384,-0.018590854,-0.019037196,-0.022016644,-0.017918268,-0.021108706,-0.023846893,-0.024017449,-0.024530428,-0.02298972,-0.024039492,-0.025970018
665.5999756,-0.0025244,-0.004102129,-0.006522599,-0.008718107,-0.004507709,-0.013336449,-0.019346287,-0.020024231,-0.022940762,-0.017973658,-0.021721317,-0.025699375,-0.024663541,-0.025288697,-0.023784308,-0.025676781,-0.026643451
664.7999878,-0.001400603,-0.0040512,-0.007241718,-0.008417096,-0.00456673,-0.014510341,-0.020025367,-0.019212177,-0.022932217,-0.018551368,-0.022237111,-0.025003554,-0.025578488,-0.026148077,-0.024285126,-0.0254914,-0.026824741
664,-0.000818364,-0.002847061,-0.005315431,-0.006796282,-0.003618343,-0.01316903,-0.018263454,-0.018560793,-0.022304837,-0.01783793,-0.021163195,-0.023344882,-0.024319543,-0.024522744,-0.023059735,-0.024141416,-0.025306476
663.2000122,-0.001733381,-0.003396333,-0.007216157,-0.008588845,-0.004151206,-0.01263088,-0.019047204,-0.019925045,-0.022833742,-0.018532468,-0.021608479,-0.024178242,-0.024468137,-0.025597377,-0.024322333,-0.024765369,-0.026651146
662.4000244,-0.001468717,-0.003063234,-0.005558698,-0.007645089,-0.003544147,-0.012903657,-0.018601816,-0.019351536,-0.021668423,-0.019096604,-0.020911939,-0.024069713,-0.024124961,-0.02424361,-0.022717213,-0.024223192,-0.026018782
661.5999756,-0.002341173,-0.003049353,-0.005162489,-0.007202511,-0.003931367,-0.011902604,-0.018554891,-0.018975202,-0.021273734,-0.018252829,-0.020128632,-0.023844738,-0.023552366,-0.02458855,-0.023586938,-0.024539674,-0.025281616
660.7999878,-0.001279004,-0.002335612,-0.005490302,-0.006828951,-0.00483919,-0.012367643,-0.017497778,-0.018836962,-0.021030385,-0.017709566,-0.02054866,-0.024053795,-0.023556976,-0.024046497,-0.023159778,-0.023829006,-0.024675036
660,-0.00201994,-0.002967399,-0.005617729,-0.007297111,-0.004386003,-0.013511484,-0.018798886,-0.019622698,-0.021740079,-0.017361702,-0.020594135,-0.024285469,-0.023274815,-0.024903495,-0.02360199,-0.024463438,-0.025594741
659.2000122,-0.002642564,-0.003732308,-0.006368347,-0.007914254,-0.004532404,-0.013422997,-0.018924303,-0.018459536,-0.022590283,-0.018425448,-0.020998914,-0.024467353,-0.023387171,-0.025065182,-0.024476014,-0.024484236,-0.026090795
658.4000244,-0.001782778,-0.002281231,-0.004388822,-0.007225679,-0.003497877,-0.01198435,-0.018147876,-0.017620537,-0.021538476,-0.016950978,-0.019605082,-0.024429915,-0.022726402,-0.024497008,-0.023288898,-0.022875395,-0.02545239
657.5999756,-0.002289728,-0.001716467,-0.004700575,-0.006596135,-0.002935517,-0.012541861,-0.018975053,-0.018322073,-0.022426099,-0.0176096,-0.019696869,-0.023568599,-0.023853067,-0.024044733,-0.022815272,-0.023578307,-0.025950851
656.7999878,-0.001643235,-0.002037049,-0.005535951,-0.006188879,-0.002767537,-0.01293185,-0.017969783,-0.017698929,-0.021241492,-0.016667131,-0.020018248,-0.023463499,-0.023333598,-0.022920579,-0.022839734,-0.023377605,-0.024333199
656,-0.001484609,-0.001533054,-0.005965116,-0.007079979,-0.003793693,-0.013975005,-0.018636238,-0.018216938,-0.022838654,-0.018258091,-0.02051587,-0.023929069,-0.023950038,-0.023760585,-0.023868602,-0.024768449,-0.026265394
655.2000122,-0.001650713,-0.002045705,-0.005977882,-0.006819879,-0.002914382,-0.013761288,-0.018546507,-0.018942691,-0.021884194,-0.017154323,-0.020798991,-0.024489619,-0.023753477,-0.023403017,-0.024527442,-0.02513545,-0.026094891
654.4000244,-0.003224625,-0.003990826,-0.00580714,-0.007382681,-0.002956446,-0.013004459,-0.019040912,-0.018728627,-0.022716379,-0.018194051,-0.021555325,-0.025113022,-0.023061944,-0.023241593,-0.024912929,-0.024756614,-0.025417527
653.5999756,-0.001477076,-0.003299955,-0.005170419,-0.008119942,-0.002770263,-0.011852783,-0.018448917,-0.017937295,-0.021627296,-0.017558988,-0.020754473,-0.024121385,-0.023127137,-0.022893567,-0.023415329,-0.024261039,-0.025760612
652.7999878,-0.001038028,-0.003439686,-0.004312246,-0.006899378,-0.002171366,-0.011478413,-0.017812438,-0.018057846,-0.021289755,-0.017059408,-0.020160167,-0.023568353,-0.022894844,-0.023479979,-0.023945384,-0.02446799,-0.025473727
652,-0.001525212,-0.002602682,-0.004840828,-0.006351358,-0.002102847,-0.010990513,-0.017591704,-0.017339615,-0.021273093,-0.016116142,-0.018434875,-0.023456682,-0.02236321,-0.022499792,-0.022843076,-0.023339042,-0.024559097
651.2000122,-0.001383006,-0.002555334,-0.005301981,-0.007099029,-0.002072139,-0.011917514,-0.018150905,-0.018519867,-0.021571729,-0.016071741,-0.01972408,-0.023577424,-0.02324596,-0.023333548,-0.024031948,-0.023619251,-0.025475094
650.4000244,-0.00151737,-0.003582761,-0.004891205,-0.00746396,-0.002248269,-0.012158973,-0.017977532,-0.017865159,-0.021539068,-0.015827406,-0.019148028,-0.022613186,-0.022742614,-0.02309837,-0.022667635,-0.023124093,-0.024407158
649.5999756,-0.001463299,-0.004080743,-0.006461598,-0.007183059,-0.003683902,-0.012838067,-0.017667266,-0.017539745,-0.021887343,-0.017324045,-0.019884592,-0.023246303,-0.023686517,-0.023178823,-0.023489445,-0.022725958,-0.025637446
648.7999878,-0.000821361,-0.002339834,-0.004299789,-0.00590419,-0.001012565,-0.011096806,-0.017213244,-0.016974827,-0.020803975,-0.015741736,-0.018294526,-0.022525158,-0.021333674,-0.022828486,-0.021808179,-0.02278241,-0.024657721
648,-5.63E-05,-0.001023567,-0.005096897,-0.005309192,-0.000128117,-0.011057441,-0.017058263,-0.017201748,-0.019780872,-0.015628733,-0.018433932,-0.022267705,-0.02128665,-0.022268442,-0.021459101,-0.022004489,-0.023713578
647.2000122,-0.001161657,-0.001971086,-0.004940858,-0.005802594,-0.001223664,-0.011211803,-0.017794997,-0.018468814,-0.020808959,-0.016073836,-0.018715091,-0.023517057,-0.02272483,-0.022944739,-0.022581879,-0.02193509,-0.024624752
646.4000244,-0.002643027,-0.003295793,-0.005489076,-0.006947376,-0.00156901,-0.011715632,-0.017641367,-0.018740032,-0.022161502,-0.016758148,-0.019210443,-0.024323018,-0.023595372,-0.023744605,-0.023224318,-0.022678396,-0.026015416
645.5999756,-0.002924256,-0.003568692,-0.005668884,-0.006293905,-0.001338827,-0.012132039,-0.018442864,-0.018695949,-0.022017481,-0.017087681,-0.020033425,-0.023922797,-0.022888949,-0.023587182,-0.023713626,-0.023472425,-0.02566131
644.7999878,-0.002616731,-0.002751383,-0.004722033,-0.0054153,-0.001191448,-0.011838777,-0.01676303,-0.018405499,-0.02151059,-0.016469739,-0.018759221,-0.023506807,-0.022280984,-0.022994975,-0.021741705,-0.022443209,-0.024981903
644,-0.001669074,-0.002087957,-0.005636281,-0.006844954,-0.001822838,-0.011663622,-0.017474605,-0.018130001,-0.022348704,-0.017126255,-0.019000527,-0.023263088,-0.022906484,-0.023326973,-0.022737751,-0.023714362,-0.025220655
643.2000122,-0.001726935,-0.002604226,-0.005330365,-0.007421414,-0.002447288,-0.011663723,-0.018289762,-0.017598862,-0.021514433,-0.016284175,-0.019155508,-0.023489004,-0.023017021,-0.022281328,-0.022849018,-0.022830894,-0.02503024
642.4000244,-0.001287212,-0.00211547,-0.004801763,-0.006967093,-0.001810568,-0.011046186,-0.018056555,-0.017839024,-0.021663744,-0.015646111,-0.018549582,-0.023806706,-0.021611188,-0.023285953,-0.022390796,-0.023118891,-0.025682686
641.5999756,-0.002418664,-0.00404843,-0.005399961,-0.006365847,-0.001660667,-0.011789453,-0.018044636,-0.01846276,-0.022059901,-0.016039161,-0.02004361,-0.025152795,-0.022751311,-0.024211833,-0.023255333,-0.024107086,-0.02599084
640.7999878,-0.0020371,-0.002892268,-0.0058904,-0.007170939,-0.00176566,-0.011592351,-0.018466979,-0.018356517,-0.022257721,-0.017013511,-0.020776387,-0.025908664,-0.023201399,-0.023764016,-0.023712793,-0.023572324,-0.025359906
640,-0.00161203,-0.002077394,-0.005392905,-0.007233164,-0.002002007,-0.011705603,-0.018217236,-0.018721884,-0.022141283,-0.016803026,-0.020470979,-0.02521489,-0.023255873,-0.023877716,-0.023605717,-0.024132209,-0.025787005
639.2000122,-0.002294312,-0.003106209,-0.005697449,-0.007787091,-0.002171829,-0.012737226,-0.017879667,-0.019521292,-0.023625722,-0.016555663,-0.020315526,-0.024789916,-0.024439655,-0.024944998,-0.02414171,-0.024382638,-0.02643252
638.4000244,-0.001756327,-0.002636594,-0.00539628,-0.007097348,-0.002377887,-0.011909404,-0.018695898,-0.019128757,-0.022938749,-0.016097384,-0.02038864,-0.024571624,-0.023557123,-0.024173785,-0.024242777,-0.023746077,-0.025657505
637.5999756,-0.002935055,-0.003347479,-0.00689255,-0.007012333,-0.002815222,-0.012252852,-0.019960597,-0.019917578,-0.023845667,-0.017246233,-0.020583915,-0.024022935,-0.023531623,-0.025104618,-0.024443571,-0.025082871,-0.026654504
636.7999878,-0.001975002,-0.003289576,-0.005830996,-0.006519488,-0.001653395,-0.013236076,-0.0196128,-0.018836318,-0.022182902,-0.01705876,-0.021047451,-0.02412075,-0.023594586,-0.024348032,-0.02422476,-0.02536938,-0.02614837
636,-0.000943398,-0.002910268,-0.004641264,-0.00632651,-0.001881195,-0.011775345,-0.0190698,-0.017769901,-0.022613334,-0.015751772,-0.019975035,-0.024252815,-0.023711616,-0.023267405,-0.023649747,-0.024811676,-0.026262373
635.2000122,-0.002865576,-0.002816868,-0.006054982,-0.007572189,-0.001864235,-0.012441454,-0.019691626,-0.019869063,-0.023872718,-0.016714759,-0.020900691,-0.02530296,-0.024261432,-0.024623089,-0.024739351,-0.026526723,-0.02719667
634.4000244,-0.001705741,-0.002798402,-0.00472403,-0.006782826,-0.001348324,-0.013262238,-0.019255068,-0.019610524,-0.024178095,-0.016690647,-0.020876858,-0.025012987,-0.024859397,-0.024694698,-0.024709715,-0.02562139,-0.027504725
633.5999756,-0.001567617,-0.002467778,-0.005112196,-0.0061703,-0.001156803,-0.01285762,-0.018909978,-0.01917577,-0.023819448,-0.017260464,-0.021638526,-0.025324939,-0.02501113,-0.024387239,-0.025061322,-0.025375387,-0.027428472
632.7999878,-0.00228329,-0.003070842,-0.005714924,-0.007412507,-0.001886607,-0.013224726,-0.01933163,-0.019809809,-0.023597775,-0.017314443,-0.023289487,-0.025618315,-0.02556272,-0.025432665,-0.025827205,-0.02625672,-0.02863648
632,-0.001805516,-0.002601138,-0.00541121,-0.008090419,-0.001770507,-0.012960392,-0.019729275,-0.020519229,-0.024751529,-0.017170198,-0.022512967,-0.027112728,-0.025289383,-0.025734702,-0.025530014,-0.026481573,-0.028373314
