wavelength (nm),DOMBlank1,DOMSTD16,DOM12101,DOM12117,DOM12126,DOM12146,DOM12172,DOM12206,DOM12210,DOMBlank2,DOM12253,DOM12259,DOM12260,DOM12262,DOM12290,DOM12291,DOM12306,DOM12207,DOM12470,DOMBlank3,DOM12534,DOM13288,DOM13296,DOM13315,DOM13432,DOMBlank4
460.7999878,-0.001757565,0.015295959,-0.002095067,0.001154624,0.001320196,0.00217572,-0.002446722,-0.005058366,-0.005828289,-0.004998234,-0.004689461,-0.003632873,-0.004234784,-0.001843666,0.006023201,-0.001738228,-0.006545294,-0.004446425,-0.002743872,-0.006274208,0.003063069,-0.003349071,-0.005460037,-0.003984003,0.000749631,-0.005088608
460,-0.001550645,0.0154966,-0.002534334,0.000735084,0.001237558,0.00228625,-0.002892011,-0.005509881,-0.00590848,-0.005087175,-0.005082621,-0.003811296,-0.004318601,-0.00248806,0.005962915,-0.00219331,-0.006590985,-0.004667386,-0.003160024,-0.006638762,0.003054492,-0.003489146,-0.005736229,-0.004107668,0.000980424,-0.005071568
459.1999817,-0.002211442,0.014616811,-0.003336947,0.000593375,0.001228887,0.001611021,-0.00288548,-0.00551167,-0.006178671,-0.005332359,-0.005452828,-0.003870002,-0.004522926,-0.002814965,0.005610341,-0.002553944,-0.007062967,-0.005206127,-0.003246054,-0.006479706,0.003009005,-0.004002522,-0.005960877,-0.003987543,0.000568621,-0.005383189
458.3999939,-0.001837171,0.015446438,-0.002492538,0.000991035,0.001670628,0.002373955,-0.00214432,-0.004832535,-0.005511824,-0.004319524,-0.005410239,-0.003131447,-0.004106489,-0.002110318,0.006332822,-0.002038491,-0.006373755,-0.004803964,-0.002340246,-0.005989932,0.003652293,-0.003366898,-0.00547788,-0.003353181,0.001035559,-0.005050025
457.6000061,-0.001433423,0.015855551,-0.002580141,0.000912662,0.001636874,0.002200358,-0.002839345,-0.004788962,-0.004803657,-0.004192177,-0.004199253,-0.002935209,-0.003586458,-0.001887638,0.006793828,-0.001407518,-0.006491386,-0.00469407,-0.002299152,-0.005301981,0.00375521,-0.003066267,-0.005558953,-0.003484986,0.001407316,-0.004934614
456.7999878,-0.001530784,0.016052583,-0.002788577,0.000792212,0.001778456,0.002456081,-0.002452128,-0.0044784,-0.005100018,-0.003665832,-0.004007036,-0.002896434,-0.003158123,-0.001536149,0.007062137,-0.00142625,-0.005905262,-0.003797234,-0.002370472,-0.004771552,0.004408443,-0.002488626,-0.004502585,-0.003599962,0.001908644,-0.004345102
456,-0.001588251,0.016222833,-0.003204223,0.000967037,0.001563294,0.001843286,-0.002536651,-0.004549311,-0.005485446,-0.004292561,-0.004330801,-0.002865319,-0.003198313,-0.001579379,0.006625368,-0.00149049,-0.005968537,-0.00389263,-0.002492641,-0.00509352,0.004117622,-0.002662992,-0.005120229,-0.003598422,0.001868372,-0.004307325
455.1999817,-0.001420832,0.017032113,-0.002864959,0.001013452,0.001888079,0.002409589,-0.002423246,-0.004498947,-0.005210219,-0.00448091,-0.004169205,-0.002835642,-0.003200009,-0.001070979,0.006887787,-0.001282463,-0.006213428,-0.004019091,-0.002549672,-0.005495977,0.004557106,-0.002386949,-0.004904002,-0.002825921,0.002046388,-0.004127566
454.3999939,-0.001813094,0.016400568,-0.002708425,0.001527964,0.001604837,0.002225076,-0.002754933,-0.004789167,-0.005062358,-0.004106284,-0.004374728,-0.002287256,-0.003004779,-0.001019073,0.007310946,-0.001213029,-0.005955719,-0.004330135,-0.002345293,-0.005138801,0.00451541,-0.002693349,-0.004907995,-0.003035781,0.002193802,-0.004397842
453.6000061,-0.001346621,0.01695841,-0.001990309,0.001511988,0.001563736,0.002590743,-0.002391634,-0.004377136,-0.004933794,-0.003904072,-0.003831823,-0.002352605,-0.003136587,-0.000840842,0.008388254,-0.00072043,-0.006344878,-0.00354389,-0.001856193,-0.005253749,0.004880971,-0.002681207,-0.004265391,-0.001904958,0.002399984,-0.003857841
452.7999878,-0.001515513,0.01718026,-0.001927328,0.001702332,0.002155715,0.002590353,-0.00230698,-0.004054072,-0.004729561,-0.00400519,-0.004035146,-0.002255685,-0.002314447,-0.000309796,0.008164438,-0.000584422,-0.005560027,-0.003294714,-0.001481358,-0.004741032,0.005102524,-0.002148648,-0.004389129,-0.001908051,0.002599441,-0.003647607
452,-0.00156576,0.01704824,-0.001887226,0.001630846,0.002371144,0.002962271,-0.002572061,-0.004397996,-0.004995164,-0.004067408,-0.003980515,-0.002432771,-0.002924873,-0.000734333,0.008315448,-0.00060138,-0.005793398,-0.003757202,-0.001694241,-0.005357877,0.005614746,-0.002074767,-0.004173256,-0.002121755,0.002845315,-0.004065715
451.1999817,-0.001030436,0.016951008,-0.002140868,0.001937401,0.002604467,0.0030742,-0.002614004,-0.004359454,-0.00454511,-0.003991544,-0.004228273,-0.00208028,-0.003033673,-0.00066109,0.008801176,-0.000842444,-0.005518163,-0.003501523,-0.001298361,-0.005047466,0.005378229,-0.002033905,-0.004071511,-0.001712239,0.002521871,-0.003923466
450.3999939,-0.000620923,0.018295564,-0.001582009,0.001757247,0.003014426,0.003356211,-0.002280612,-0.004401224,-0.004356122,-0.003483548,-0.003372652,-0.001660513,-0.002173735,-0.000203882,0.009056931,-0.000137174,-0.005387536,-0.002946727,-0.001007658,-0.004340182,0.00599475,-0.001147096,-0.003595238,-0.001321175,0.003673516,-0.003411538
449.6000061,-0.000820069,0.018205933,-0.001659223,0.002260931,0.002861106,0.003479672,-0.002534386,-0.004404043,-0.003656283,-0.003139928,-0.003607047,-0.001394514,-0.002024681,6.08E-05,0.008844526,2.57E-05,-0.005229658,-0.003568333,-0.001310646,-0.004602539,0.006002939,-0.001588561,-0.003309203,-0.001192739,0.003780459,-0.003161155
448.7999878,-0.001035446,0.018331043,-0.001389869,0.002412218,0.003124701,0.003423807,-0.001996699,-0.004054996,-0.004128387,-0.00312019,-0.003836032,-0.001482493,-0.001526966,5.94E-05,0.009578526,0.000100475,-0.00446933,-0.003072641,-0.001241578,-0.004254215,0.005986456,-0.001460822,-0.003140596,-0.001438583,0.004074975,-0.002622803
448,-0.001742457,0.018476823,-0.001370516,0.002408131,0.003276211,0.003592387,-0.002577722,-0.003819251,-0.004144489,-0.003703717,-0.004367398,-0.001247464,-0.001968663,0.000270334,0.010072293,0.00030608,-0.004617701,-0.003273596,-0.001065504,-0.003856558,0.006414623,-0.001690889,-0.003167014,-0.001942017,0.004122482,-0.003134531
447.1999817,-0.001410408,0.018312465,-0.001768702,0.002013333,0.003341316,0.003485543,-0.002503863,-0.004416599,-0.004740674,-0.003463775,-0.004144181,-0.001460358,-0.002303684,-0.00018163,0.009974728,-0.000204399,-0.005002431,-0.003696787,-0.001178231,-0.004203765,0.006506187,-0.001696252,-0.003605969,-0.001481668,0.004068939,-0.003610641
446.3999939,-0.001256033,0.018828839,-0.001328866,0.0024187,0.00381237,0.003591917,-0.002068017,-0.004143156,-0.004427822,-0.003651868,-0.003127232,-0.001223923,-0.001897948,0.000598948,0.010741367,0.000321882,-0.004832637,-0.003463004,-0.000724978,-0.004189357,0.006659591,-0.001003474,-0.002849787,-0.00158495,0.003953592,-0.003015113
445.6000061,-0.001312917,0.018860009,-0.001678254,0.002532286,0.003890719,0.003811769,-0.002436117,-0.004120797,-0.004250318,-0.003368182,-0.003384569,-0.00107289,-0.001689239,0.000601463,0.0098318,0.000776833,-0.00472869,-0.003411281,-0.000318281,-0.00331768,0.006752496,-0.001177198,-0.003273648,-0.001206989,0.003900854,-0.003220052
444.7999878,-0.001868359,0.019340847,-0.001635189,0.00289459,0.003814119,0.003723695,-0.002322326,-0.003956506,-0.00434377,-0.003406709,-0.003701972,-0.001056931,-0.002187644,0.000835652,0.010775969,0.000786636,-0.00462185,-0.003419243,-0.000602983,-0.003700124,0.006910064,-0.001207299,-0.003641549,-0.001387237,0.003862538,-0.003284643
444,-0.001420626,0.019131903,-0.001826241,0.002870121,0.003900645,0.004318157,-0.00270364,-0.003866769,-0.004247858,-0.00347944,-0.00401945,-0.001132535,-0.002039367,0.000578756,0.010546252,0.001255003,-0.00472613,-0.003075983,-0.000104774,-0.00400878,0.006699495,-0.001343576,-0.00255065,-0.001169867,0.004595954,-0.003167271
443.1999817,-0.00112515,0.019066118,-0.001931709,0.002838098,0.00382292,0.00385802,-0.00273739,-0.00395943,-0.004287845,-0.002789348,-0.003664703,-0.001258149,-0.001745344,0.000833369,0.011089847,0.001202617,-0.004873031,-0.002932586,-8.60E-05,-0.00433972,0.00715876,-0.001390901,-0.002620951,-0.00106318,0.004551743,-0.002830602
442.3999939,-0.001778344,0.019778598,-0.001875421,0.003381412,0.004102047,0.004026376,-0.002339886,-0.003991339,-0.004296559,-0.002827361,-0.003841471,-0.001012462,-0.001738435,0.00061432,0.011065497,0.001020147,-0.004600746,-0.002874062,0.000174765,-0.003879341,0.007506378,-0.001047118,-0.002637829,-0.000767979,0.005404202,-0.00312276
441.6000061,-0.00230183,0.019767571,-0.002424327,0.002983643,0.003898921,0.003975666,-0.002748708,-0.004277079,-0.004537374,-0.003443538,-0.003836288,-0.00100709,-0.00199876,0.000769754,0.011027341,0.000896605,-0.004472405,-0.003519806,-0.000752319,-0.004295329,0.007374316,-0.001248289,-0.003134274,-0.00113522,0.005310013,-0.002983955
440.7999878,-0.001611514,0.020109437,-0.001602849,0.003365029,0.004046129,0.004747533,-0.001831603,-0.003998111,-0.003892271,-0.002598359,-0.003471838,-0.000389254,-0.001587322,0.001551837,0.012479967,0.001602213,-0.003620807,-0.003080712,0.000107103,-0.003495206,0.00846197,-0.001312143,-0.002375158,-0.000612031,0.005573998,-0.00258153
440,-0.001487704,0.020831997,-0.001557145,0.00291119,0.004151726,0.004717019,-0.00246335,-0.00396297,-0.004017706,-0.002626714,-0.00288224,-0.000441856,-0.001499622,0.001569633,0.012620091,0.00227441,-0.003699148,-0.002978351,0.000720201,-0.003260699,0.008540107,-0.001113222,-0.002140353,-0.000253401,0.00615543,-0.002182029
439.1999817,-0.001747407,0.020440286,-0.001276423,0.002680359,0.004088511,0.004407214,-0.002736001,-0.003296821,-0.003864203,-0.002700141,-0.002764296,-7.60E-05,-0.001173636,0.00212879,0.012935653,0.002384887,-0.003663471,-0.002870359,0.000692147,-0.003512873,0.008049106,-0.001326389,-0.002120982,-0.000218112,0.005808497,-0.002479154
438.3999939,-0.001779839,0.020658547,-0.001447562,0.00255572,0.004249611,0.004502515,-0.00235451,-0.004278617,-0.004101822,-0.002767588,-0.003351332,-6.95E-05,-0.002141075,0.001558098,0.012246897,0.001958541,-0.004041506,-0.002631706,0.00042295,-0.003683081,0.008427368,-0.001493483,-0.002759923,-1.65E-05,0.006022309,-0.00244281
437.6000061,-0.001769115,0.021036491,-0.001097988,0.003027329,0.004646527,0.005027883,-0.002055238,-0.003424482,-0.003481597,-0.002573965,-0.002894428,6.21E-05,-0.001470729,0.002497319,0.013111408,0.002833642,-0.003863074,-0.002394363,0.001194648,-0.003413695,0.009120689,-0.000964785,-0.002376857,0.000265594,0.006273674,-0.002113306
436.7999878,-0.001892381,0.021664588,-0.001552038,0.00381062,0.004347963,0.005027045,-0.002573605,-0.003039123,-0.003349791,-0.002984675,-0.003040974,0.00014294,-0.000952955,0.002404878,0.013250857,0.00255072,-0.003640266,-0.002510451,0.001431235,-0.003279043,0.009131236,-0.000414082,-0.001366904,0.000121578,0.006333242,-0.002154675
436,-0.002179711,0.021443997,-0.001857585,0.003341577,0.004651498,0.004870552,-0.002634845,-0.004068639,-0.003390323,-0.002715216,-0.003569822,9.50E-05,-0.001587065,0.001806503,0.013495548,0.002377053,-0.003865743,-0.002380152,0.001134406,-0.003255612,0.008867116,-0.000910748,-0.001310956,-0.00014354,0.006373773,-0.00254365
435.1999817,-0.002106711,0.022197386,-0.001062509,0.004135078,0.005456888,0.005828829,-0.001954078,-0.00301717,-0.00280442,-0.002118303,-0.002703177,-0.000238137,-0.001022017,0.002723077,0.01444173,0.003339386,-0.00348437,-0.00162869,0.001975053,-0.002558885,0.00994019,0.000310898,-0.001026046,0.000452645,0.007188472,-0.001751893
434.3999939,-0.002076415,0.022565547,-0.001479707,0.003892835,0.005630611,0.005482263,-0.001990257,-0.003550668,-0.002826178,-0.002365478,-0.002786468,8.33E-05,-0.001024393,0.002884922,0.014472293,0.003594293,-0.003484935,-0.002198616,0.001722083,-0.002785902,0.010224046,-0.000194205,-0.001545435,0.000539514,0.007167681,-0.00179706
433.6000061,-0.001712445,0.022846838,-0.001615022,0.004164689,0.005803251,0.005913291,-0.0015703,-0.002911965,-0.002719435,-0.002189395,-0.003056756,0.000561623,-0.000517721,0.003315022,0.015023829,0.003405022,-0.002890623,-0.001780613,0.001825349,-0.002212935,0.010904876,0.000845845,-0.001131708,0.000787855,0.007708379,-0.001620386
432.7999878,-0.00135364,0.023298245,-0.000878819,0.004470293,0.006473973,0.006086777,-0.00164241,-0.002952024,-0.002773864,-0.00185341,-0.002302706,0.000879563,-1.43E-05,0.00338663,0.015527478,0.004333948,-0.00233623,-0.001581081,0.00231688,-0.001762979,0.011508033,0.000979178,-0.000546523,0.001238077,0.007897056,-0.001576232
432,-0.001904442,0.023124352,-0.001308426,0.003607343,0.005877762,0.005798188,-0.002039522,-0.003516622,-0.002882137,-0.002230087,-0.002803751,0.000665313,-0.001394823,0.003478497,0.015235283,0.003555038,-0.002872725,-0.00189568,0.002290752,-0.002677605,0.011021048,0.000596978,-0.001271674,0.000615512,0.007488995,-0.001588664
431.1999817,-0.001650301,0.02330327,-0.000693294,0.003484499,0.005757422,0.006026246,-0.002647143,-0.003374706,-0.002575406,-0.001935265,-0.002570722,0.000664146,-0.000587421,0.003899887,0.015599357,0.003662135,-0.003352256,-0.001361278,0.002296451,-0.002587603,0.011510159,0.000908071,-0.000743946,0.000802792,0.00793507,-0.001881504
430.3999939,-0.001751996,0.023757447,-0.00097961,0.003956048,0.005993464,0.006373799,-0.002147257,-0.002874114,-0.002043593,-0.001853049,-0.002475088,0.000937306,-0.000754903,0.004142448,0.015888575,0.003865672,-0.003082871,-0.001784789,0.002765799,-0.002178475,0.011483419,0.001177621,-0.000509603,0.001008834,0.008403772,-0.001634312
429.6000061,-0.002282106,0.023601793,-0.000789735,0.004093397,0.006133218,0.006289511,-0.002620333,-0.002888154,-0.002715782,-0.002418304,-0.002348485,0.001331491,-0.000563121,0.00444312,0.015857993,0.004134869,-0.002618687,-0.001768651,0.002269622,-0.002455886,0.012054564,0.001073107,-0.000460423,0.001054424,0.008792485,-0.001795204
428.7999878,-0.001923308,0.024555732,-0.000587473,0.004605136,0.006602213,0.006774108,-0.002315735,-0.003274726,-0.00239982,-0.002035966,-0.002508083,0.001253368,-0.000559656,0.004580833,0.01634901,0.004477381,-0.002981744,-0.001575407,0.002650303,-0.002151172,0.012099305,0.001551058,-0.000101047,0.001551006,0.008849123,-0.001646897
428,-0.002099498,0.024627751,-0.001141055,0.004893772,0.006446175,0.006468797,-0.002459129,-0.003314752,-0.002767228,-0.0020472,-0.002338187,0.001086134,-0.000752836,0.00449663,0.016277814,0.004422643,-0.003043698,-0.001971498,0.00260655,-0.00254926,0.0120003,0.000849865,-0.000304881,0.00100476,0.008635052,-0.001906865
427.1999817,-0.002147463,0.024710413,-0.000922321,0.005200519,0.00760057,0.007012361,-0.002527334,-0.002906102,-0.002450635,-0.001807372,-0.002205621,0.001359274,2.05E-05,0.004970013,0.017160062,0.005007667,-0.002166781,-0.001373252,0.002973999,-0.002438794,0.012636641,0.001224344,-0.000117144,0.00100803,0.009187495,-0.001248754
426.3999939,-0.002584567,0.025428487,-0.000757797,0.005380194,0.007930167,0.007593984,-0.002202582,-0.002860433,-0.002867942,-0.002322996,-0.002235238,0.001496325,-4.29E-05,0.004870159,0.017547693,0.004797731,-0.002163845,-0.001579327,0.00345196,-0.002056681,0.012840084,0.001545291,-0.000178007,0.001335697,0.00968733,-0.001392037
425.6000061,-0.002057969,0.025715623,-0.00081206,0.005430177,0.007903752,0.007732147,-0.001338879,-0.002646886,-0.002084247,-0.00212804,-0.002232869,0.001920891,5.16E-05,0.005444069,0.017997669,0.005085788,-0.002230963,-0.001024341,0.003610423,-0.001762721,0.01347763,0.001683101,0.000110884,0.001625467,0.009776171,-0.001156803
424.7999878,-0.001603416,0.026815725,-0.000276219,0.006297101,0.008157686,0.008848569,-0.001260731,-0.002564958,-0.001759782,-0.001880009,-0.001601714,0.002021785,0.000353384,0.005623846,0.018075895,0.005729539,-0.002002677,-0.000920771,0.004746696,-0.001867741,0.013981787,0.002165548,0.000488458,0.001878148,0.010791944,-0.000924645
424,-0.002094861,0.026917368,-0.000386306,0.006002309,0.008217328,0.008153228,-0.001586755,-0.002699832,-0.002429476,-0.001904597,-0.001930266,0.002108682,-0.000188254,0.005314704,0.018029967,0.005541801,-0.001901144,-0.001335524,0.004156508,-0.001948718,0.013581326,0.002017234,0.000444664,0.001334139,0.01009611,-0.001044278
423.1999817,-0.002716708,0.026844637,-0.000883831,0.0057031,0.008289933,0.008155233,-0.002010098,-0.00260577,-0.002271703,-0.001771744,-0.002814245,0.002164846,-0.000200363,0.005823924,0.018211953,0.005385121,-0.001465518,-0.001658243,0.003707351,-0.001961757,0.013999673,0.001782511,0.000471406,0.00123748,0.009938178,-0.001259543
422.3999939,-0.002948579,0.026598532,-0.001262176,0.00528436,0.007703662,0.008172326,-0.00224111,-0.003539217,-0.002717068,-0.001997111,-0.002771704,0.002035907,-0.000353976,0.005867057,0.017900143,0.005317796,-0.001767362,-0.00172905,0.003767691,-0.002444097,0.014224162,0.001361482,-0.000483022,0.000979619,0.010190522,-0.00164112
421.6000061,-0.002348279,0.026995758,-0.001363859,0.005779352,0.008671097,0.008385087,-0.002342306,-0.003068169,-0.002371965,-0.001966653,-0.00244559,0.001728632,3.96E-05,0.005779063,0.018526202,0.005503812,-0.002393333,-0.001271003,0.003563338,-0.002413722,0.014543167,0.002020069,-0.000326662,0.001076066,0.009948454,-0.001548427
420.7999878,-0.002421032,0.027138222,-0.000769632,0.005967167,0.008957349,0.008944427,-0.002111915,-0.003259003,-0.002597639,-0.002007573,-0.002204797,0.001985221,-0.000102703,0.006026587,0.01927449,0.006113502,-0.002327991,-0.001389663,0.003864575,-0.002227152,0.014674802,0.002320992,-1.66E-06,0.001534198,0.010771352,-0.001659223
420,-0.002023393,0.028414547,-0.000710144,0.006394683,0.009399142,0.009138665,-0.001714508,-0.002355488,-0.002198512,-0.001495031,-0.001582009,0.00279206,0.000829557,0.006656962,0.019740183,0.006473185,-0.001729359,-0.000791596,0.004701633,-0.002225967,0.015612881,0.003218834,0.000521682,0.001903679,0.010995559,-0.00079573
419.1999817,-0.002821549,0.028586563,-0.000700168,0.006285992,0.009443372,0.009494486,-0.00172905,-0.002769903,-0.001765041,-0.001412627,-0.001911556,0.002796176,0.000486022,0.005824134,0.019935003,0.006841344,-0.001488581,-0.000656593,0.004570238,-0.001992215,0.015691752,0.002823689,0.000748309,0.001700954,0.011568482,-0.000901397
418.3999939,-0.002386228,0.028543711,-0.0001985,0.006018346,0.009774133,0.009447526,-0.001799122,-0.002339474,-0.001384399,-0.001470316,-0.001872174,0.002558923,0.000743849,0.006813181,0.020369282,0.006967956,-0.001362207,-0.000888016,0.004625648,-0.001489252,0.015916394,0.003121598,0.001151665,0.00219094,0.011950966,-0.000989838
417.6000061,-0.002153747,0.029657496,-8.62E-05,0.006732594,0.010373944,0.01000119,-0.001140228,-0.002091151,-0.001676397,-0.000903412,-0.001612752,0.002746886,0.000587802,0.007637136,0.020976882,0.007111946,-0.000657213,-0.000605982,0.005332366,-0.00178381,0.01640909,0.003193799,0.000916631,0.002437312,0.01195525,-0.000319729
416.7999878,-0.002436168,0.029830059,-0.000394944,0.007433666,0.010418301,0.011115209,-0.001528411,-0.002276595,-0.001643493,-0.000931155,-0.001951759,0.002832652,0.001056941,0.007266038,0.021496244,0.007460264,-0.000872361,-0.000453648,0.005423677,-0.001029971,0.01642788,0.003362916,0.0010695,0.00294447,0.012129837,-0.000510947
416,-0.00315509,0.029844226,-0.000583233,0.007287254,0.010307007,0.010428164,-0.002267171,-0.002798607,-0.001812785,-0.001503595,-0.001501789,0.00286418,0.000881613,0.006979083,0.0216204,0.007085185,-0.000979094,-0.000879077,0.005488817,-0.001619922,0.017031791,0.003245644,0.000966622,0.002386163,0.012143466,-0.000959826
415.1999817,-0.002278862,0.030688986,-0.000219147,0.007400673,0.010615879,0.011268231,-0.001461648,-0.001625957,-0.001718427,-0.000766066,-0.001148645,0.00333769,0.001385762,0.007780793,0.022165976,0.008020918,-0.000550763,0.000160238,0.006505425,-0.000854793,0.017739994,0.003948106,0.002039288,0.002475216,0.012638907,-0.000367529
414.3999939,-0.003396949,0.030530939,-0.000777023,0.006834323,0.010981303,0.010519598,-0.002202479,-0.002672048,-0.002308628,-0.001825313,-0.001725388,0.002499975,0.000742008,0.007244164,0.022023119,0.007154891,-0.001031211,-0.000487935,0.006030629,-0.001648599,0.017243767,0.003564721,0.001093608,0.001910256,0.012755518,-0.000779451
413.6000061,-0.003105181,0.030687958,-0.000716915,0.007056849,0.010830133,0.011010773,-0.001679646,-0.00280514,-0.002008912,-0.001281895,-0.00189403,0.003005772,0.000273882,0.007745322,0.022772932,0.008102325,-0.000725082,-0.000595176,0.005926674,-0.001476714,0.018142557,0.004257923,0.000676435,0.002162192,0.012471815,-0.00064765
412.7999878,-0.003273082,0.031207919,-0.000586749,0.006866432,0.010737414,0.011007985,-0.001429398,-0.002725094,-0.001765918,-0.001011997,-0.001700326,0.003259362,0.000602759,0.007127207,0.023039153,0.008149931,-0.001079138,-0.000369081,0.006078009,-0.000804567,0.018602416,0.004530032,0.001460636,0.00261728,0.012916319,-0.000673703
412,-0.003271181,0.032069162,-4.59E-05,0.007977728,0.011576298,0.011871043,-0.000994642,-0.001916195,-0.001490078,-0.000895662,-0.001667578,0.003770954,0.001368753,0.008002064,0.023833025,0.009040439,-0.000367374,0.000188361,0.006655938,-0.000694328,0.019458162,0.005208273,0.001973779,0.003289513,0.013462304,-3.61E-05
411.1999817,-0.002462218,0.032306202,0.000178339,0.008372156,0.012184302,0.011842764,-0.000855206,-0.001959799,-0.001166097,-0.000316004,-0.001059772,0.004146656,0.001926117,0.008878582,0.024631148,0.009465675,0.00025241,0.000864338,0.007138286,0.000192531,0.01982417,0.00595205,0.002340693,0.003377942,0.013923059,0.000374965
410.3999939,-0.00267246,0.032530956,-9.58E-05,0.008345767,0.011998225,0.012405059,-0.001172345,-0.002214223,-0.001223871,-0.000765808,-0.001560241,0.003774871,0.001537939,0.00891264,0.025229681,0.009476548,0.000411756,0.000847064,0.006966483,-0.00041134,0.019861534,0.005844781,0.002013203,0.003113568,0.014806961,0.000128387
409.6000061,-0.003346965,0.033666302,0.000159047,0.008164913,0.011736743,0.012585662,-0.001290825,-0.001994586,-0.001682792,-0.000677115,-0.000935649,0.003680983,0.001675565,0.00861678,0.025177503,0.009156589,0.000340923,0.00101257,0.007105446,-0.000335301,0.020556541,0.006124502,0.002198095,0.003273237,0.01476601,0.00031139
408.7999878,-0.002935517,0.033955351,0.000137114,0.008349883,0.012210554,0.013063495,-0.001135375,-0.002492744,-0.001103307,-0.000695775,-0.00113744,0.003709414,0.002041759,0.008816207,0.025658224,0.010265075,0.000554858,0.000617716,0.007792336,0.000341596,0.020911632,0.005878654,0.002377287,0.003922611,0.015293599,-0.000294327
408,-0.003754995,0.034391027,0.00034872,0.008385958,0.012540071,0.013428662,-0.001339911,-0.002148338,-0.001098298,-0.000659333,-0.000469008,0.004150576,0.002232309,0.00937306,0.025564235,0.010445347,0.000466483,0.000339031,0.007689908,-0.000206624,0.020650566,0.005703467,0.002231086,0.003733721,0.015229707,0.000152676
407.1999817,-0.00327858,0.035555523,0.000291082,0.008670253,0.012590272,0.013724293,-0.000591816,-0.001719458,-0.000907287,-0.000460164,-0.001031727,0.004465664,0.002348475,0.009980821,0.026983719,0.010479819,0.001094257,0.001058368,0.007852139,-7.04E-05,0.021804035,0.006657068,0.002306288,0.004294026,0.015931942,0.000188931
406.3999939,-0.003965638,0.034935921,0.000562607,0.007996395,0.01286488,0.013229347,-0.001816858,-0.002529033,-0.00135364,-0.000861975,-0.001462009,0.003763408,0.001884673,0.009456124,0.027080249,0.010687427,0.001052244,0.000747894,0.008222103,-0.000347199,0.021275196,0.005847064,0.001823633,0.003788423,0.015632603,0.000487758
405.6000061,-0.002396628,0.036626004,0.000893129,0.009822506,0.014098011,0.014744988,3.10E-05,-0.001217521,0.000296185,0.000454148,-0.000136967,0.006065462,0.002765044,0.010856727,0.028129712,0.011973424,0.002276934,0.001514612,0.009300407,0.001008912,0.023223251,0.007540512,0.003504879,0.004553915,0.016751118,0.001529392
404.7999878,-0.002500928,0.03700652,0.000470525,0.009599855,0.014287158,0.015200834,-0.000178835,-0.001364994,0.000104903,0.000367529,-0.000150578,0.005857034,0.00256085,0.011074472,0.028353641,0.01211674,0.00194736,0.000719579,0.009338358,0.000825537,0.023371859,0.00689765,0.00353048,0.00442599,0.016853124,0.002034477
404,-0.002543239,0.037003193,0.000857957,0.009442684,0.013509059,0.014817272,-0.00030395,-0.001712703,-0.000283359,0.000196907,-0.000422305,0.005305061,0.002158368,0.0104524,0.028972937,0.012077772,0.001888677,0.000938396,0.008961973,0.000531557,0.0240443,0.006966036,0.003114272,0.004204416,0.017035587,0.001379296
403.1999817,-0.002553018,0.037399363,0.001116991,0.010137736,0.014435628,0.01566682,0.000176216,-0.001394411,-7.22E-05,0.000468919,1.76E-05,0.00579016,0.003274046,0.011560666,0.029774498,0.012937306,0.002329294,0.001843753,0.009476654,0.000958138,0.02480389,0.007953578,0.003522807,0.004836915,0.017751778,0.001904589
402.3999939,-0.00292081,0.037613787,0.000623937,0.010549806,0.014514018,0.01539258,-0.000536543,-0.001951192,-0.000614409,3.02E-05,-0.000651785,0.005164341,0.002459752,0.010808212,0.029029308,0.012570741,0.001743186,0.000852251,0.009571036,0.000693806,0.024481671,0.007279857,0.002536243,0.004562024,0.017199947,0.000864442
401.6000061,-0.00276836,0.038580056,0.000652765,0.010105543,0.014197201,0.015333286,-0.000180957,-0.001793193,-0.000532872,-1.56E-05,-0.000450338,0.005268717,0.002091671,0.0104559,0.029750658,0.012917092,0.001588287,0.001061508,0.009295276,0.000627878,0.024762999,0.007343854,0.002789376,0.004687816,0.017445203,0.000670239
400.7999878,-0.002823195,0.039284274,0.001287326,0.010388951,0.014766118,0.015819414,-0.001147716,-0.001687898,-0.001032089,7.28E-05,-0.000948151,0.005197978,0.00244067,0.010945888,0.030273825,0.012714494,0.001926117,0.000676435,0.009878325,0.000627307,0.024660217,0.007495738,0.002451916,0.004444898,0.017657623,0.000693988
400,-0.002593419,0.040114965,0.001806763,0.010677318,0.015442655,0.016638434,-0.000201087,-0.000870087,-0.000179404,0.000664639,-0.000285584,0.006242082,0.002932482,0.012078624,0.030822856,0.012975285,0.00285097,0.001724266,0.010498329,0.001180112,0.025673274,0.007666248,0.003560754,0.005113027,0.018595742,0.001541498
399.1999817,-0.003101274,0.040367518,0.001298282,0.01091329,0.015845241,0.016806114,-0.000169779,-0.001223406,-0.001135891,0.000626426,-0.001030436,0.005493142,0.002472378,0.011806162,0.030739745,0.01328235,0.002386345,0.001373738,0.009556509,0.000769469,0.025702357,0.008051243,0.003281818,0.005196406,0.018047156,0.000380457
398.3999939,-0.002887126,0.040859871,0.001902301,0.010495571,0.015978212,0.01713378,-0.000201191,-0.00146139,-0.000327127,0.000743693,-0.00025723,0.005449889,0.002678093,0.011896955,0.031492721,0.013802313,0.00219016,0.001189587,0.010614765,0.001274292,0.026014077,0.008219544,0.003258423,0.00547023,0.018360369,0.000728265
