wavelength (nm),DOMBlank1,DOMSTD16,DOM12101,DOM12117,DOM12126,DOM12146,DOM12172,DOM12206,DOM12210,DOMBlank2,DOM12253,DOM12259,DOM12260,DOM12262,DOM12290,DOM12291,DOM12306,DOM12207,DOM12470,DOMBlank3,DOM12534,DOM13288,DOM13296,DOM13315,DOM13432,DOMBlank4
685.5999756,-0.005297429,-0.006618877,-0.010552141,-0.012626707,-0.015983624,-0.01560421,-0.017956272,-0.019837458,-0.019807929,-0.021815071,-0.024041452,-0.022339311,-0.022649797,-0.022282803,-0.022028258,-0.023665093,-0.025680879,-0.023998393,-0.025381099,-0.024295701,-0.02264164,-0.025416503,-0.026350865,-0.026453953,-0.024571672,-0.025386471
684.7999878,-0.004711022,-0.005142076,-0.01039532,-0.011709585,-0.015940309,-0.014514998,-0.017254543,-0.018610148,-0.01921921,-0.020871283,-0.022979409,-0.021488961,-0.021243859,-0.021782869,-0.021477725,-0.02245432,-0.024610369,-0.023796365,-0.025094258,-0.023454916,-0.022246309,-0.024505032,-0.025548859,-0.025123576,-0.023675682,-0.024553619
684,-0.004648025,-0.005976605,-0.010701984,-0.012488894,-0.015882462,-0.015065821,-0.017787891,-0.018539958,-0.019877322,-0.020957427,-0.023160024,-0.021602666,-0.0222378,-0.022248128,-0.021811822,-0.022945378,-0.024653906,-0.024319934,-0.025173852,-0.023761664,-0.023023795,-0.024527295,-0.02510022,-0.025052233,-0.024228627,-0.02490242
683.2000122,-0.004355302,-0.005288274,-0.010674354,-0.011949498,-0.015885109,-0.015348967,-0.016997579,-0.019121623,-0.019870199,-0.021002466,-0.023300625,-0.021860464,-0.022307739,-0.022123227,-0.021382419,-0.023247579,-0.024849374,-0.02435738,-0.02550834,-0.024065845,-0.022336312,-0.025196765,-0.025224172,-0.025179422,-0.024130153,-0.025843838
682.4000244,-0.005272879,-0.005438462,-0.010602565,-0.011794139,-0.016106913,-0.015277048,-0.017414825,-0.019752724,-0.019288547,-0.02186455,-0.024283707,-0.022300165,-0.022639085,-0.022845432,-0.021564981,-0.023338063,-0.025301691,-0.02488751,-0.025196521,-0.023773966,-0.022465676,-0.025269063,-0.025482563,-0.025494231,-0.024214624,-0.025654821
681.5999756,-0.005004785,-0.005584253,-0.010954319,-0.012840832,-0.017514784,-0.015882013,-0.01904433,-0.020253271,-0.02049261,-0.022023387,-0.024857588,-0.022702424,-0.022724731,-0.02299517,-0.021734515,-0.023669947,-0.025513515,-0.024601759,-0.025839692,-0.024606846,-0.022960601,-0.025544612,-0.025773149,-0.025836766,-0.024404075,-0.025824375
680.7999878,-0.004564476,-0.006084491,-0.010942959,-0.012475161,-0.017127151,-0.015801197,-0.018278841,-0.019719629,-0.020568311,-0.021558182,-0.023763917,-0.0219661,-0.022055717,-0.023057574,-0.021220392,-0.022864245,-0.024829473,-0.023529954,-0.024899634,-0.024067706,-0.02279022,-0.024849277,-0.025430126,-0.025331825,-0.024247477,-0.025693128
680,-0.005461724,-0.005862308,-0.010995207,-0.012676187,-0.01636545,-0.016276196,-0.01809375,-0.019826578,-0.020429984,-0.021860169,-0.024086514,-0.022486668,-0.022433424,-0.023051389,-0.020741887,-0.022767965,-0.025693616,-0.024368638,-0.02458992,-0.023723381,-0.022916159,-0.024756223,-0.025618412,-0.025207171,-0.024360023,-0.025135107
679.2000122,-0.00473673,-0.004784968,-0.010519649,-0.012309874,-0.015964961,-0.01562149,-0.017819943,-0.019346386,-0.0193705,-0.021062937,-0.023736812,-0.022270214,-0.021970775,-0.022076484,-0.020763801,-0.022842092,-0.024882425,-0.023135973,-0.024465395,-0.023398504,-0.022238784,-0.025056727,-0.025521765,-0.025118494,-0.023881,-0.024752898
678.4000244,-0.005050434,-0.005363553,-0.010408008,-0.011758767,-0.016544251,-0.014905069,-0.0178979,-0.019420208,-0.01870775,-0.020924028,-0.023141323,-0.021502214,-0.021321449,-0.022223929,-0.021319183,-0.022341376,-0.024413079,-0.024126822,-0.025009859,-0.022946017,-0.021572322,-0.024856659,-0.02440246,-0.024418464,-0.023420334,-0.024303388
677.5999756,-0.005006013,-0.005388303,-0.011154687,-0.012104499,-0.015873728,-0.015769945,-0.017819991,-0.019692516,-0.019062763,-0.021261262,-0.023558937,-0.021983819,-0.021955814,-0.022390205,-0.020929208,-0.022378748,-0.024480859,-0.023377262,-0.024451841,-0.022939878,-0.022222403,-0.024642019,-0.024639916,-0.025775345,-0.023962727,-0.024817007
676.7999878,-0.005406608,-0.005996877,-0.010936952,-0.012173221,-0.01615959,-0.01573869,-0.017253149,-0.019187113,-0.018677799,-0.021015882,-0.023513772,-0.022140693,-0.022086471,-0.022059409,-0.02108952,-0.023172785,-0.024708148,-0.023416998,-0.024620105,-0.023290027,-0.022561532,-0.024386503,-0.025136134,-0.025149276,-0.023314608,-0.025057949
676,-0.004016834,-0.004829411,-0.0105626,-0.011621284,-0.015360961,-0.014659776,-0.016700411,-0.018000828,-0.018566547,-0.020017358,-0.022635497,-0.021375125,-0.021186616,-0.021336878,-0.020408202,-0.021695413,-0.024290757,-0.022694513,-0.023702547,-0.022429982,-0.021226997,-0.023052616,-0.024335599,-0.024142543,-0.022841258,-0.024536641
675.2000122,-0.00467174,-0.005660146,-0.011465959,-0.012564948,-0.015555011,-0.014877304,-0.017466797,-0.018575625,-0.019591521,-0.020811228,-0.023010343,-0.021549266,-0.021122612,-0.021942278,-0.021292958,-0.022070332,-0.024923196,-0.023748724,-0.024469653,-0.022995465,-0.022001537,-0.024808791,-0.024826882,-0.025084728,-0.023191093,-0.024337947
674.4000244,-0.00453886,-0.004784558,-0.010519801,-0.011963449,-0.015495916,-0.014407183,-0.017398361,-0.018609354,-0.019228322,-0.020630028,-0.022592545,-0.021512413,-0.020920327,-0.021621237,-0.021025402,-0.022602422,-0.024023866,-0.0229332,-0.02376534,-0.023066068,-0.021836882,-0.023621947,-0.025067577,-0.024244392,-0.022553667,-0.024274943
673.5999756,-0.004437251,-0.00472613,-0.010671171,-0.011851725,-0.014602661,-0.014967697,-0.016856516,-0.01836684,-0.019825934,-0.021249233,-0.022863066,-0.021532713,-0.021564292,-0.021480436,-0.020627856,-0.022286542,-0.024024699,-0.022785209,-0.023777986,-0.022237701,-0.021485658,-0.023416556,-0.02453028,-0.02408338,-0.022519061,-0.024262264
672.7999878,-0.004404658,-0.004874413,-0.010183373,-0.011446747,-0.014409086,-0.014695513,-0.017353196,-0.018883856,-0.018988285,-0.021447716,-0.02232869,-0.021377442,-0.021709546,-0.021300944,-0.021068955,-0.022770077,-0.023938866,-0.02326029,-0.023729214,-0.022493944,-0.021006856,-0.023777446,-0.024622159,-0.023761222,-0.022784865,-0.024203656
672,-0.0048439,-0.005949284,-0.01088288,-0.011870919,-0.015070021,-0.015007059,-0.017722886,-0.018485982,-0.019461298,-0.020929208,-0.022865523,-0.021041187,-0.021689454,-0.021866767,-0.021069793,-0.022724338,-0.024646765,-0.023598509,-0.024296289,-0.023017904,-0.021682756,-0.023608072,-0.024602395,-0.024585078,-0.022662671,-0.024370596
671.2000122,-0.004664467,-0.004957647,-0.010281472,-0.010984808,-0.014896815,-0.014686404,-0.017090766,-0.018888218,-0.019077281,-0.020321999,-0.022884481,-0.02127827,-0.02135827,-0.021313317,-0.020040594,-0.022256982,-0.024886237,-0.023040932,-0.023893202,-0.023264658,-0.021529263,-0.023687743,-0.02409249,-0.024423651,-0.022585271,-0.023685928
670.4000244,-0.004418137,-0.004742876,-0.010774614,-0.010677586,-0.014567368,-0.014285866,-0.016524915,-0.017910967,-0.018241014,-0.02047809,-0.022183739,-0.020913618,-0.020845773,-0.020790452,-0.019651249,-0.021501228,-0.02356134,-0.022127016,-0.022935016,-0.021197168,-0.020849818,-0.022746742,-0.02304481,-0.023154527,-0.021133756,-0.023200467
669.5999756,-0.004295995,-0.004765663,-0.010973249,-0.012296739,-0.015178772,-0.014184359,-0.016722083,-0.018740676,-0.018719602,-0.020945488,-0.02271859,-0.021144014,-0.0207255,-0.02104385,-0.019913027,-0.022346638,-0.023612238,-0.022514785,-0.024310583,-0.022025699,-0.02165281,-0.023248414,-0.024865361,-0.023556976,-0.021908363,-0.024043312
668.7999878,-0.003616032,-0.004551156,-0.010234296,-0.011515673,-0.014979951,-0.013832054,-0.016715107,-0.017877281,-0.01817017,-0.020305941,-0.021783954,-0.020764098,-0.020954516,-0.020687098,-0.019789826,-0.022021024,-0.023895063,-0.022416757,-0.023460949,-0.021972597,-0.021415833,-0.023258522,-0.023856498,-0.023692448,-0.021790946,-0.023393745
668,-0.004310554,-0.004939578,-0.010491754,-0.011712154,-0.015413329,-0.014212067,-0.016774038,-0.018493176,-0.019014452,-0.020525055,-0.022426492,-0.021389369,-0.020986384,-0.021096572,-0.020213541,-0.022007933,-0.024211442,-0.02201443,-0.023613416,-0.022285312,-0.021644436,-0.02335749,-0.023781907,-0.02398012,-0.022253834,-0.023722498
667.2000122,-0.004124028,-0.004732736,-0.010780977,-0.011089287,-0.015021813,-0.014494418,-0.016679587,-0.018496748,-0.01864933,-0.020287117,-0.021918798,-0.021290444,-0.020525303,-0.021205993,-0.020132538,-0.021429336,-0.023614984,-0.02190979,-0.023636067,-0.022373684,-0.021116152,-0.022765607,-0.023945922,-0.023956653,-0.022145906,-0.023826016
666.4000244,-0.004413575,-0.004889055,-0.010707945,-0.012017437,-0.014933883,-0.014496371,-0.016606443,-0.018458594,-0.018971188,-0.020631066,-0.022603946,-0.021687483,-0.021090113,-0.02089926,-0.020027492,-0.021973334,-0.023548689,-0.022088194,-0.023570266,-0.022179017,-0.021569857,-0.02292102,-0.024177849,-0.023837924,-0.022370832,-0.023977524
665.5999756,-0.005421794,-0.005142332,-0.01113975,-0.012146035,-0.014790596,-0.014678746,-0.016863439,-0.018472437,-0.019352824,-0.020785665,-0.02267589,-0.021549119,-0.02150655,-0.020929899,-0.020477103,-0.02219707,-0.024482522,-0.02259112,-0.023957876,-0.022809673,-0.021709055,-0.023085754,-0.024644515,-0.024126627,-0.022363013,-0.024015147
664.7999878,-0.004391538,-0.004217198,-0.010543652,-0.011401211,-0.014729796,-0.013812947,-0.016057571,-0.018295569,-0.018666044,-0.020790353,-0.022337344,-0.021069793,-0.020527869,-0.020003168,-0.019563857,-0.021443281,-0.023625037,-0.022547621,-0.023178479,-0.021859678,-0.021288374,-0.022875641,-0.023060227,-0.023163214,-0.021868637,-0.023250278
664,-0.004461336,-0.004051251,-0.010078475,-0.011042804,-0.014565315,-0.013262339,-0.016444815,-0.01837761,-0.018761652,-0.019918665,-0.02251341,-0.020173313,-0.020478979,-0.020141236,-0.020181023,-0.021026241,-0.02300396,-0.021483885,-0.022627683,-0.021360636,-0.020499326,-0.022934476,-0.02312375,-0.023591449,-0.021678716,-0.022758827
663.2000122,-0.004938299,-0.004753783,-0.010546279,-0.011834948,-0.014845436,-0.013862845,-0.016508766,-0.018800819,-0.018801415,-0.020270417,-0.022237996,-0.020863932,-0.020750426,-0.021018941,-0.019866936,-0.021845005,-0.023895357,-0.022041349,-0.023211854,-0.021802466,-0.020987125,-0.023323882,-0.023814695,-0.02382778,-0.022163421,-0.023263823
662.4000244,-0.003819815,-0.004233861,-0.010628635,-0.011074753,-0.0142528,-0.013384143,-0.016091347,-0.017499469,-0.018152643,-0.019465754,-0.021153431,-0.020330643,-0.020303274,-0.019979881,-0.019409565,-0.021260472,-0.023176122,-0.021593012,-0.023101119,-0.021407159,-0.020629929,-0.022112599,-0.022857565,-0.02330146,-0.021766473,-0.022815272
661.5999756,-0.004361453,-0.005113424,-0.010313274,-0.011825527,-0.015014561,-0.014776436,-0.015914705,-0.017679047,-0.018327782,-0.020442728,-0.022079287,-0.021060865,-0.02076612,-0.0205772,-0.019719578,-0.021745645,-0.024124667,-0.022364046,-0.023347825,-0.021424951,-0.021499503,-0.023404831,-0.023178823,-0.023112901,-0.021955961,-0.023112509
660.7999878,-0.004433664,-0.005308834,-0.010064159,-0.011119415,-0.014972499,-0.013982374,-0.015780479,-0.018196682,-0.018357908,-0.020146921,-0.021739094,-0.02030189,-0.020591864,-0.020523326,-0.020174399,-0.022121701,-0.023626998,-0.021647787,-0.02340341,-0.021538131,-0.021204071,-0.022691712,-0.022985056,-0.022986332,-0.021529855,-0.022992715
660,-0.005176865,-0.004227145,-0.010802188,-0.011132838,-0.014993355,-0.013736459,-0.015868736,-0.017994719,-0.019003004,-0.020599222,-0.022235243,-0.02054703,-0.020868815,-0.020615021,-0.019791655,-0.02202752,-0.023599736,-0.022527369,-0.023393353,-0.021862188,-0.021551877,-0.023147212,-0.023491995,-0.023391832,-0.021770068,-0.023320988
659.2000122,-0.004994191,-0.003299955,-0.010209114,-0.010660411,-0.014533623,-0.013388711,-0.015713675,-0.017661152,-0.018173644,-0.019795613,-0.02167315,-0.020111185,-0.019908577,-0.020024972,-0.019108841,-0.021420466,-0.023013879,-0.021472503,-0.022744579,-0.02045384,-0.02040267,-0.02234895,-0.022485292,-0.02304103,-0.021600105,-0.022702031
658.4000244,-0.004700165,-0.003870104,-0.009915461,-0.011352341,-0.014354292,-0.013579831,-0.0156956,-0.017768111,-0.017838527,-0.019813914,-0.021585425,-0.020193772,-0.020074753,-0.020241164,-0.018970048,-0.021038424,-0.022759318,-0.021610646,-0.022810951,-0.020797854,-0.020476708,-0.022369012,-0.022289051,-0.022949846,-0.021164231,-0.023002535
657.5999756,-0.004699909,-0.004797411,-0.01128349,-0.011831271,-0.015553563,-0.014070447,-0.016294049,-0.017898595,-0.018452689,-0.020462928,-0.022263918,-0.020862795,-0.020548314,-0.020663105,-0.019791359,-0.022453876,-0.023442309,-0.022336753,-0.023183044,-0.021459643,-0.021469792,-0.023322066,-0.023437943,-0.023622241,-0.02159971,-0.023284335
656.7999878,-0.00470964,-0.004689358,-0.010849151,-0.01138129,-0.014670588,-0.014033657,-0.015776085,-0.017846029,-0.018622747,-0.019773996,-0.022174589,-0.020877648,-0.020652048,-0.020456953,-0.019775826,-0.022174785,-0.023214895,-0.021754213,-0.022737997,-0.021544339,-0.020723576,-0.023104997,-0.023095623,-0.023180246,-0.021825608,-0.023430439
656,-0.003724147,-0.004280617,-0.01014605,-0.010797895,-0.014125126,-0.013643102,-0.015593172,-0.017635103,-0.017310513,-0.019638186,-0.021330422,-0.0196082,-0.019873267,-0.020148255,-0.018809546,-0.020840492,-0.02266331,-0.02062998,-0.021955715,-0.020766862,-0.019589048,-0.022291902,-0.021971514,-0.022395615,-0.020301001,-0.022632057
655.2000122,-0.003005961,-0.004203252,-0.009753602,-0.010886717,-0.014245736,-0.013389866,-0.015705086,-0.01697861,-0.017962283,-0.020084344,-0.021154912,-0.020231577,-0.019565688,-0.020195058,-0.0189922,-0.020840196,-0.022335721,-0.020548018,-0.021439388,-0.020678064,-0.01986921,-0.022073826,-0.022631517,-0.022550276,-0.020752696,-0.022563742
654.4000244,-0.003691346,-0.004290767,-0.00979015,-0.011498682,-0.014229002,-0.013721411,-0.016172759,-0.017100573,-0.01817012,-0.019864017,-0.021089323,-0.02037718,-0.020057848,-0.019877322,-0.018850792,-0.021403167,-0.022382338,-0.021287438,-0.022201104,-0.020740556,-0.020676631,-0.02243839,-0.021725848,-0.022821561,-0.020911694,-0.022654515
653.5999756,-0.004232374,-0.004504173,-0.010636566,-0.011410944,-0.014658725,-0.013529299,-0.015903875,-0.017214587,-0.018164659,-0.019694148,-0.021679407,-0.020227475,-0.019689992,-0.019793635,-0.018779501,-0.021740226,-0.022688568,-0.021389959,-0.022022845,-0.021204762,-0.020446777,-0.022243949,-0.021737272,-0.022326082,-0.020610627,-0.022717411
652.7999878,-0.004201612,-0.004070947,-0.009970312,-0.010687942,-0.014053606,-0.013262489,-0.015777035,-0.017757228,-0.017659113,-0.019384809,-0.020961225,-0.01953337,-0.019048395,-0.019366588,-0.019314943,-0.020928469,-0.022758778,-0.021090211,-0.022331541,-0.020633683,-0.020228958,-0.022316985,-0.02188877,-0.022437455,-0.020291366,-0.022733821
652,-0.004012628,-0.003819559,-0.010256494,-0.010621007,-0.013892881,-0.013751105,-0.015461794,-0.017320015,-0.018016523,-0.019619729,-0.020403361,-0.019679504,-0.018896693,-0.01930598,-0.019138714,-0.021153728,-0.022602521,-0.021721661,-0.022230618,-0.020033179,-0.020163378,-0.022190478,-0.021568429,-0.022015316,-0.02060559,-0.022527467
651.2000122,-0.004837552,-0.004306709,-0.010734008,-0.011497774,-0.014661228,-0.013466515,-0.015536429,-0.017582605,-0.017877629,-0.019363122,-0.02135965,-0.019800263,-0.019518372,-0.019720767,-0.019164722,-0.020783642,-0.022588907,-0.021475952,-0.021871492,-0.020706447,-0.020110838,-0.022402104,-0.021768641,-0.022024421,-0.020372437,-0.022113141
650.4000244,-0.005104623,-0.003975437,-0.010388547,-0.011896962,-0.015082173,-0.013777588,-0.016169766,-0.017681781,-0.018496647,-0.019923907,-0.0215469,-0.020362113,-0.020151172,-0.020759903,-0.019406248,-0.021121921,-0.022809379,-0.021963196,-0.022366751,-0.021368867,-0.020714739,-0.022515915,-0.022254424,-0.022639673,-0.021473095,-0.023234673
649.5999756,-0.004299533,-0.003631332,-0.009813888,-0.011113662,-0.014147276,-0.013384042,-0.015658297,-0.017610049,-0.017608307,-0.019675842,-0.021441311,-0.020030608,-0.019370599,-0.020202322,-0.019374114,-0.020609984,-0.022055866,-0.021686597,-0.021551237,-0.02092679,-0.020175092,-0.022124998,-0.021904573,-0.021946657,-0.020655749,-0.021986723
648.7999878,-0.003627071,-0.003505632,-0.009271867,-0.009958269,-0.014214673,-0.01283485,-0.014896265,-0.016719691,-0.016641721,-0.019002557,-0.020190759,-0.01939892,-0.018806769,-0.019169576,-0.018106313,-0.019898636,-0.021410165,-0.0205095,-0.021181932,-0.019482238,-0.019663224,-0.020789959,-0.02076548,-0.021192336,-0.020254554,-0.021824427
648,-0.003992519,-0.004368526,-0.010327531,-0.010828548,-0.015399388,-0.013049576,-0.015313683,-0.017374486,-0.017521696,-0.019399861,-0.020903552,-0.019375402,-0.019626657,-0.01955381,-0.019019457,-0.020539969,-0.022595592,-0.021344123,-0.021573454,-0.020187199,-0.020156706,-0.021642318,-0.021309422,-0.021784199,-0.020589149,-0.022194659
647.2000122,-0.004216583,-0.003766594,-0.010194247,-0.01081562,-0.014239474,-0.01278212,-0.014943487,-0.017024064,-0.017209958,-0.019162048,-0.020442333,-0.019844927,-0.019050624,-0.019455457,-0.018650025,-0.020463521,-0.022062065,-0.021003205,-0.021354375,-0.019882862,-0.020000499,-0.021895071,-0.02102703,-0.021606065,-0.020284845,-0.021792177
646.4000244,-0.003708286,-0.003887345,-0.009799615,-0.010746937,-0.013959263,-0.012359694,-0.014738153,-0.017286435,-0.016939625,-0.018840827,-0.020639557,-0.019684104,-0.019108543,-0.019039722,-0.018540008,-0.020221891,-0.021934943,-0.020842317,-0.020912927,-0.019842256,-0.019767515,-0.021334019,-0.021253571,-0.021330668,-0.020387208,-0.021917272
645.5999756,-0.003542555,-0.003810372,-0.009694066,-0.01063783,-0.013724722,-0.012715909,-0.015228963,-0.016896904,-0.016984684,-0.018934611,-0.020272393,-0.019672923,-0.018860063,-0.018782128,-0.018198321,-0.020643506,-0.021566361,-0.020278767,-0.021348411,-0.019902691,-0.019699443,-0.021041926,-0.0213838,-0.021424161,-0.020010388,-0.021771889
644.7999878,-0.003821201,-0.003797747,-0.009767573,-0.010654299,-0.01362248,-0.012784081,-0.015177622,-0.0162363,-0.016979259,-0.018173,-0.020232417,-0.019209452,-0.018370017,-0.019078668,-0.01833736,-0.020478437,-0.021283543,-0.020075841,-0.020951161,-0.018912606,-0.019230602,-0.020537598,-0.020757286,-0.021257367,-0.019793436,-0.020995362
644,-0.003336998,-0.003448212,-0.009226457,-0.010182969,-0.013250588,-0.012378664,-0.014185511,-0.016065754,-0.01656005,-0.017685857,-0.019655406,-0.019205043,-0.017978625,-0.018802853,-0.017501308,-0.019958273,-0.021195689,-0.020305991,-0.020236518,-0.018471245,-0.019555839,-0.020425934,-0.020887813,-0.020754375,-0.019666243,-0.021022592
643.2000122,-0.003135765,-0.003237112,-0.009091263,-0.010455164,-0.013668688,-0.012365832,-0.014620583,-0.016329501,-0.01639317,-0.018534254,-0.019781664,-0.018980851,-0.019015392,-0.018837506,-0.017648874,-0.019484861,-0.021222904,-0.020135503,-0.020699438,-0.018948639,-0.01926334,-0.020359,-0.020248082,-0.020616254,-0.019737784,-0.02111694
642.4000244,-0.00353742,-0.003392634,-0.009859389,-0.010632778,-0.014013706,-0.012459465,-0.015348117,-0.016665138,-0.016369637,-0.018655431,-0.019963466,-0.019171014,-0.018896248,-0.019113945,-0.018062415,-0.020158239,-0.021355016,-0.019835925,-0.020606628,-0.018944772,-0.019591175,-0.020725796,-0.020641088,-0.020870149,-0.019761827,-0.021162653
641.5999756,-0.004570419,-0.003517905,-0.010430652,-0.010950229,-0.014343172,-0.01331255,-0.015417576,-0.017214686,-0.01684531,-0.018468119,-0.020239089,-0.019468376,-0.019508077,-0.019148227,-0.017657971,-0.020652739,-0.021673594,-0.020247884,-0.021039855,-0.019568708,-0.019947741,-0.020921709,-0.021062247,-0.021091493,-0.020235481,-0.021643354
640.7999878,-0.004134797,-0.003832696,-0.009967226,-0.010413163,-0.013915795,-0.01269811,-0.014811662,-0.016388783,-0.016431805,-0.018115353,-0.019809414,-0.019160116,-0.018862689,-0.018998295,-0.017707925,-0.02041897,-0.021154221,-0.020050729,-0.020478733,-0.019514758,-0.019465802,-0.019946802,-0.020539178,-0.020555079,-0.019724922,-0.021303901
640,-0.004122746,-0.003453554,-0.009797134,-0.010741432,-0.013713586,-0.012082849,-0.01483768,-0.016045896,-0.016436441,-0.018095687,-0.01950085,-0.01880067,-0.018385848,-0.018671995,-0.017515728,-0.019851407,-0.020976173,-0.019516936,-0.020594975,-0.019350644,-0.019126825,-0.020126903,-0.020731423,-0.020591568,-0.019005481,-0.020987323
639.2000122,-0.003936395,-0.003758126,-0.00946496,-0.01024173,-0.01331466,-0.01236548,-0.015161374,-0.016292352,-0.016293101,-0.018167092,-0.019555394,-0.019087438,-0.018085457,-0.0185536,-0.017077228,-0.01993078,-0.021453777,-0.019846113,-0.020257074,-0.018485039,-0.019487435,-0.020175438,-0.020265723,-0.020520365,-0.019114489,-0.020755904
638.4000244,-0.00347831,-0.00363852,-0.009062008,-0.009854986,-0.013321086,-0.012417154,-0.015097524,-0.015834993,-0.015932223,-0.017958459,-0.0190698,-0.018483451,-0.017816266,-0.018394087,-0.016674954,-0.01963982,-0.020803628,-0.019563658,-0.020189967,-0.018173248,-0.019098932,-0.020217741,-0.019864166,-0.020452656,-0.019152189,-0.020623462
637.5999756,-0.003375015,-0.003037786,-0.009210592,-0.009766865,-0.012891042,-0.012180671,-0.014557756,-0.016108809,-0.016137643,-0.017554762,-0.018989475,-0.018123098,-0.018113514,-0.018016573,-0.016975274,-0.019554058,-0.020201186,-0.019312913,-0.019834837,-0.018515699,-0.018570516,-0.019502979,-0.019641899,-0.020090573,-0.018852973,-0.020447172
636.7999878,-0.003580245,-0.003462696,-0.009733555,-0.010020197,-0.013396291,-0.0123925,-0.014787895,-0.016332043,-0.01654754,-0.017734516,-0.019482337,-0.018848859,-0.01839081,-0.018561339,-0.017496385,-0.019912483,-0.020709163,-0.019803032,-0.020287365,-0.018845538,-0.018941203,-0.020101052,-0.020066151,-0.020167185,-0.019387284,-0.021148106
636,-0.003559552,-0.002922353,-0.008974993,-0.009619786,-0.01220282,-0.011534629,-0.01466258,-0.015356912,-0.016330997,-0.017123716,-0.018504288,-0.018334432,-0.01816595,-0.017571418,-0.016807608,-0.01902228,-0.019833501,-0.018407881,-0.019708447,-0.018124936,-0.018176425,-0.019447437,-0.01963977,-0.019632546,-0.018694708,-0.020251194
635.2000122,-0.00374165,-0.003065393,-0.009090958,-0.009775267,-0.012893907,-0.011434696,-0.014583838,-0.015159324,-0.016066952,-0.016832661,-0.018377511,-0.018274076,-0.017953292,-0.017302603,-0.016789578,-0.01908174,-0.019917874,-0.018331504,-0.019450853,-0.017868437,-0.018342819,-0.019403426,-0.019729424,-0.019413624,-0.018507216,-0.020134861
634.4000244,-0.003994007,-0.0032886,-0.009807511,-0.009758765,-0.013222768,-0.01219104,-0.014558206,-0.015944449,-0.016265923,-0.017458938,-0.019639028,-0.018304156,-0.01786973,-0.017663687,-0.016701259,-0.019086001,-0.020250009,-0.018914836,-0.019923856,-0.01808938,-0.018666044,-0.019596569,-0.019542674,-0.01983914,-0.019023716,-0.020458978
633.5999756,-0.004253907,-0.003756278,-0.009488007,-0.009760638,-0.013135879,-0.011841901,-0.014509039,-0.015673177,-0.015692802,-0.017532337,-0.019193105,-0.018402422,-0.018529441,-0.017641615,-0.016911143,-0.019476792,-0.019933203,-0.019087983,-0.01980412,-0.018367387,-0.018754262,-0.019757969,-0.019303553,-0.019732689,-0.018827839,-0.020882139
632.7999878,-0.003694323,-0.003343317,-0.00917212,-0.009591732,-0.012653107,-0.011236272,-0.01421823,-0.015638571,-0.016046045,-0.017164277,-0.018732743,-0.017905004,-0.017897949,-0.018017666,-0.016591145,-0.018968858,-0.020173511,-0.019070741,-0.019298304,-0.018268567,-0.01864328,-0.019448625,-0.019653626,-0.019642096,-0.018365005,-0.020202767
632,-0.003376915,-0.002993776,-0.008799592,-0.009722265,-0.012307459,-0.010889746,-0.013735005,-0.014955892,-0.015312335,-0.016973482,-0.018158453,-0.017260015,-0.017608158,-0.017032526,-0.0157663,-0.018682906,-0.019407138,-0.018641595,-0.019124795,-0.017731186,-0.017952001,-0.018818768,-0.018837607,-0.018791003,-0.017565252,-0.01973635
631.2000122,-0.002967964,-0.003148409,-0.009270752,-0.00996758,-0.012355869,-0.011798874,-0.01400343,-0.015078123,-0.015304037,-0.017544569,-0.018366395,-0.01750469,-0.017807668,-0.017097635,-0.015838088,-0.018457105,-0.019754209,-0.018313933,-0.019195881,-0.017473809,-0.017880511,-0.01920227,-0.018997751,-0.018777022,-0.017994918,-0.019842701
630.4000244,-0.003285157,-0.003029046,-0.009169586,-0.00936019,-0.011965968,-0.01143404,-0.013655795,-0.015019012,-0.015024964,-0.017035365,-0.017861035,-0.017675467,-0.017424623,-0.017289817,-0.015953183,-0.018384557,-0.019954417,-0.017968591,-0.01893248,-0.017174529,-0.017944349,-0.018546954,-0.01891548,-0.018615108,-0.018276408,-0.019558957
629.5999756,-0.003277912,-0.002504789,-0.008894809,-0.009040459,-0.011995833,-0.011492228,-0.013784962,-0.014404529,-0.014354442,-0.016532589,-0.017676909,-0.017079767,-0.01726101,-0.017013859,-0.01505987,-0.018583613,-0.019400653,-0.01825556,-0.018557867,-0.016701756,-0.01757475,-0.01871633,-0.018818568,-0.01865568,-0.017712846,-0.019246055
628.7999878,-0.00391264,-0.003100452,-0.008601584,-0.008870461,-0.012100874,-0.01152253,-0.013600354,-0.014530119,-0.015087973,-0.016518485,-0.01809678,-0.017766571,-0.017653298,-0.017302554,-0.015218864,-0.018240519,-0.019393029,-0.018400338,-0.018122304,-0.017260911,-0.017644897,-0.01851704,-0.018906508,-0.018640552,-0.017209562,-0.019449269
628,-0.003204275,-0.003237318,-0.008621786,-0.009008614,-0.012135362,-0.01151053,-0.013259226,-0.014325791,-0.014878155,-0.016567176,-0.017804289,-0.017320264,-0.017512348,-0.017370755,-0.015028214,-0.018212123,-0.019205093,-0.018386045,-0.018415077,-0.017529452,-0.017239666,-0.018142166,-0.018815991,-0.018103583,-0.017140687,-0.019235307
