wavelength (nm),DOMBlank1,DOM11501,DOM12016,DOM12156,DOM12506,DOM12579,DOM12584,DOM12619,DOMBlank2,DOM12784,DOM12811,DOM12864,DOM12897,DOM13187,DOM13195,DOM13239,DOMSTD11,DOMBlank3
733.5999756,0.0009736,0.000890146,0.001764317,0.002224685,0.002449417,0.002835857,0.001653426,0.003482255,0.002086599,0.001870634,0.0001707,0.001530977,0.002215397,0.001087614,0.001471285,0.002907073,0.003393047,0.002921067
732.7999878,-0.000384392,-0.000213196,0.00033569,0.001533263,0.000780334,0.00130389,0.000957853,0.002254764,-0.000117092,0.000667672,-0.000935546,0.000709466,0.000539851,0.000145788,0.000200973,0.002348761,0.001982543,0.000621397
732,0.000730754,0.00070664,0.000191262,0.001847211,0.002523589,0.00212416,0.001443962,0.002997979,0.001558826,0.000879278,0.000270204,0.00121544,0.001296517,7.60E-05,0.001621985,0.002610014,0.00305298,0.002002385
731.2000122,0.000875024,0.0016032,0.001071135,0.002703619,0.002558376,0.002431507,0.001137987,0.003391821,0.001798679,0.001278109,0.000996873,0.00216456,0.002196586,0.001435443,0.001817108,0.003762416,0.004062276,0.001910308
730.4000244,0.001455285,0.001136456,0.001056292,0.002477923,0.002364117,0.00174472,0.001652152,0.003775002,0.001478947,0.001047703,0.000654217,0.000751706,0.002556553,0.001158984,0.002194843,0.003152156,0.002685569,0.002394336
729.5999756,0.000662902,0.000193852,0.000594464,0.001787346,0.001538173,0.002063658,0.001223488,0.002885548,0.001245891,0.001217725,-0.000309538,0.001467727,0.001371168,0.000963249,0.000785884,0.003387673,0.00229286,0.001296439
728.7999878,0.000861355,0.000141878,-5.63E-05,0.001264297,0.002103636,0.001972869,0.001217959,0.002837968,0.001916159,0.000926203,-7.37E-05,0.000749631,0.001064726,0.001275487,0.000926981,0.002933316,0.002891124,0.001901339
728,0.00063944,0.00099721,0.001018564,0.001879863,0.002018196,0.001687701,0.001339047,0.003410345,0.001910932,0.001081749,0.00038367,0.001200696,0.001390125,0.00183923,0.001552149,0.002710339,0.00368234,0.001523236
727.2000122,0.001189561,0.001026478,0.00152508,0.002309021,0.002281176,0.001605435,0.001658649,0.003347029,0.002381504,0.001485155,0.000254715,0.001403629,0.001160594,0.002241338,0.00196018,0.002384054,0.002981115,0.002351988
726.4000244,0.000732414,0.001361326,0.001169315,0.002786875,0.002486072,0.002132354,0.001479415,0.003474348,0.001888859,0.001945592,0.001005227,0.001896217,0.001608812,0.001432846,0.001505442,0.002593556,0.003444707,0.003000742
725.5999756,0.001373738,0.001032705,0.001551188,0.002522157,0.002965086,0.002866291,0.002436869,0.003623474,0.002022981,0.00115138,-0.000275288,0.001652256,0.001832341,0.002087535,0.00247709,0.003320891,0.002689606,0.002408756
724.7999878,0.00070874,0.000772062,0.001304046,0.002681609,0.002800631,0.002368906,0.001850668,0.002917523,0.001846743,0.001752725,0.000977388,0.001326895,0.002094246,0.001884647,0.001563476,0.00341024,0.002676009,0.002372862
724,0.001215856,0.001423808,0.001045186,0.001860703,0.002325182,0.002406049,0.001858052,0.003428712,0.001764135,0.001769255,0.000724583,0.001433832,0.001358885,0.001186654,0.001354497,0.003474322,0.00336122,0.002241702
723.2000122,0.00010467,0.000381001,1.49E-05,0.001538978,0.001503,0.002011747,0.000915334,0.002674395,0.001281822,0.000647424,0.000597989,0.001015113,0.001047651,0.000797943,0.001345123,0.003098889,0.003381516,0.001795351
722.4000244,-0.000263284,7.79E-05,-0.000225926,0.001642824,0.001005124,0.001631339,0.001212689,0.002414222,0.000541691,0.000389655,-0.000428202,0.000512352,0.000416627,0.00137405,0.00141142,0.002766659,0.002396782,0.001495753
721.5999756,0.0007773,0.000250389,0.000706303,0.002153737,0.001950689,0.002074816,0.001402174,0.003069482,0.001424976,0.001525912,0.000601152,0.000711748,0.001299217,0.001235637,0.002072163,0.002867542,0.002896467,0.0019905
720.7999878,0.000437097,0.000161973,0.00092226,0.001514274,0.001743706,0.001734843,0.001815757,0.002720134,0.001923933,0.001052166,0.000401833,0.00086592,0.001042306,0.001221203,0.00176151,0.002671295,0.003075191,0.001625519
720,0.000926774,0.000314162,0.000815319,0.002272303,0.002644391,0.002117344,0.001911609,0.00288302,0.001799692,0.001129007,9.31E-05,0.000527877,0.001750723,0.001516196,0.001911556,0.003562972,0.003716332,0.001488558
719.2000122,0.000620023,-0.000577391,0.0005144,0.001034054,0.00187131,0.001648021,0.000895775,0.001766578,0.00079675,0.000229799,-0.000258938,0.000530468,0.000194136,0.000884959,0.000574012,0.002377417,0.002462563,0.001439079
718.4000244,0.000226069,-0.000257644,0.000355275,0.001005435,0.000287481,0.001338086,0.000147057,0.002268321,0.000175465,0.000602577,-0.00027358,5.41E-05,0.000103737,0.000698188,0.000342373,0.001794884,0.001772478,0.001139129
717.5999756,-0.000448579,-0.000516739,0.000160859,0.000859928,0.001276032,0.001096229,0.000982785,0.001635497,0.000190252,0.000741852,-0.000277719,1.87E-05,-0.000142919,0.00071906,0.000795998,0.002467119,0.002232309,0.000897799
716.7999878,0.000578185,6.50E-06,0.000216357,0.001736403,0.00168848,0.001919669,0.001353328,0.002773901,0.000989219,0.000273442,0.000328332,0.000532931,0.000491464,0.00109911,0.001812663,0.002868271,0.003389499,0.001884803
716,0.001276292,0.000517769,0.001762861,0.002779711,0.00240899,0.002206863,0.001735883,0.003138702,0.002534785,0.001868606,0.000882909,0.001080166,0.001384801,0.001823451,0.001834681,0.003635847,0.003768944,0.002499089
715.2000122,0.000870329,0.00045236,0.0013774,0.002656111,0.002012189,0.001713532,0.001944526,0.003110413,0.003205743,0.001956695,0.000751291,0.000856531,0.00103395,0.001857714,0.00208046,0.003236176,0.002923465,0.002921145
714.4000244,0.00101257,0.000346985,0.001315548,0.002499376,0.001561268,0.002349256,0.002428669,0.003059758,0.002509998,0.001224708,0.000153453,0.001115252,0.000807616,0.001597172,0.001452922,0.003197476,0.003148845,0.002053333
713.5999756,0.001794909,0.000398646,0.001533601,0.002294031,0.002648193,0.002200618,0.002425858,0.002399229,0.001897699,0.002204755,0.00038468,0.00055745,0.001469155,0.001421185,0.001909529,0.003373403,0.00336842,0.002336919
712.7999878,0.002249118,0.000815889,0.001714,0.002478574,0.002881378,0.002653845,0.002345664,0.003464876,0.002344675,0.002149237,0.001409264,0.001168224,0.000987662,0.002502266,0.002747928,0.004078712,0.003846711,0.002422136
712,0.001083513,-6.54E-05,0.000801314,0.002142317,0.001408823,0.002238007,0.001076792,0.003405466,0.001230315,0.00090942,0.000545112,-0.000155288,0.000653491,0.001301787,0.00114868,0.002832522,0.002846905,0.002230305
711.2000122,0.000780801,-9.34E-05,0.000778726,0.002285157,0.00202384,0.001343798,0.000696191,0.002442622,0.001041579,0.001191637,0.00016117,1.13E-05,0.000407818,0.001499468,0.0009275,0.002786094,0.002473888,0.001689624
710.4000244,0.000635577,1.15E-05,0.001190573,0.002113,0.00159525,0.001885973,0.001273462,0.002604415,0.001662183,0.000813322,0.000496518,0.000164873,0.000664691,0.001883139,0.001284262,0.003255606,0.003089764,0.002132926
709.5999756,0.000936995,0.00052049,0.001299243,0.001809388,0.001986261,0.002618321,0.00176034,0.002265693,0.001980488,0.001289766,0.000325612,0.000703036,0.000194836,0.001848017,0.001705268,0.003419216,0.00369743,0.002266708
708.7999878,0.000500638,6.12E-05,0.000733814,0.002092217,0.001742095,0.002140158,0.001972297,0.001664313,0.001827792,0.001221229,0.000166582,-9.47E-05,0.000146746,0.001370544,0.001347901,0.003130228,0.002889066,0.001573348
708,0.001239738,0.001013063,0.001287326,0.001701292,0.001585819,0.002662127,0.001830678,0.002755848,0.001959503,0.001398227,0.000703321,0.00071237,0.000407585,0.001201164,0.002434032,0.003986482,0.002944705,0.001532094
707.2000122,0.001502351,0.001175674,0.001492922,0.003013931,0.001943356,0.002757541,0.002104859,0.003233647,0.001812429,0.00235735,0.000807305,0.001136871,0.001069085,0.00220832,0.002590483,0.003667068,0.003482255,0.002339001
706.4000244,0.000751783,0.000627852,0.000547626,0.002583036,0.002349672,0.002746965,0.001790699,0.003252764,0.001634379,0.001351069,0.000308567,0.000300096,0.000937773,0.001957865,0.002008106,0.004009733,0.002813554,0.001921359
705.5999756,0.000910457,-7.94E-05,0.000394526,0.001446065,0.001784174,0.002463266,0.001137338,0.002266552,0.002093986,0.001648385,0.000175983,-0.000398668,0.000439818,0.00172385,0.000880938,0.003261292,0.002165965,0.002329762
704.7999878,0.001865227,0.000840839,0.001101186,0.002506327,0.00239686,0.002832392,0.002409172,0.003413189,0.002496694,0.002635744,0.000916294,0.001028579,0.001253965,0.00239431,0.002027871,0.004521793,0.003098915,0.002609181
704,0.000509968,0.000296832,0.000837078,0.002354617,0.001558254,0.002156313,0.002021733,0.003509524,0.001645864,0.001225772,0.000438937,0.001161917,0.000918732,0.001967538,0.001999342,0.003615722,0.002981219,0.002192917
703.2000122,0.001509988,0.000227079,0.001406953,0.0022977,0.002536894,0.003225458,0.002674317,0.003645715,0.001993673,0.001759742,0.0005045,0.001628013,0.00128447,0.001852982,0.002020771,0.003864392,0.003539875,0.002836482
702.4000244,0.001371297,0.000651806,0.001081775,0.002283726,0.002254114,0.002512836,0.002725031,0.003173277,0.002134877,0.002175746,0.00126788,0.000976558,0.000803648,0.002297909,0.001636172,0.003854677,0.003700876,0.002427654
701.5999756,0.0016336,0.000738559,0.001374128,0.00239444,0.002098694,0.003407214,0.002378094,0.003086714,0.002048781,0.001989096,0.001418224,0.001252641,0.000965065,0.001883139,0.001902691,0.00389448,0.004116785,0.003186576
700.7999878,0.000667283,0.00061432,0.00091012,0.00194931,0.001556436,0.002707943,0.002036063,0.002478444,0.001181099,0.001581116,0.000296832,0.00102736,0.000548119,0.001696381,0.002293589,0.003711711,0.003214296,0.002143566
700,0.000477755,0.000161869,0.001040775,0.002034763,0.001593249,0.002967536,0.001341072,0.002782759,0.001570854,0.001572179,0.000694791,0.000330871,0.000533838,0.001223514,0.002171948,0.00295844,0.002552621,0.001422197
699.2000122,0.000140117,0.000158917,0.000417923,0.001750204,0.000906981,0.00228638,0.00177123,0.00222086,0.000927397,0.001648774,0.000392738,-0.000505052,1.44E-05,0.001705554,0.000988311,0.002767128,0.002873717,0.001920735
698.4000244,0.000567377,-0.000535251,0.000419348,0.001007018,0.000860188,0.002457279,0.001479337,0.002483807,0.001259702,0.000886489,0.000176941,0.00027712,-0.000361477,0.00164589,0.00185137,0.002692106,0.002919529,0.002000408
697.5999756,0.001846665,0.000769235,0.000868981,0.002444653,0.001888859,0.004211526,0.002946659,0.003532855,0.001965562,0.002797453,0.001595094,0.001853086,0.001119301,0.003265048,0.003654695,0.004839794,0.00358808,0.003559736
696.7999878,0.000976921,0.000628915,0.001800784,0.002820745,0.001766084,0.003645036,0.00227415,0.003684533,0.001988108,0.003072063,0.001232937,0.000748309,0.001550123,0.002761006,0.003082517,0.004075001,0.002952185,0.003473357
696,0.001356574,0.000629511,0.001219879,0.002104703,0.002465323,0.003188871,0.00202566,0.003732024,0.001537549,0.002068444,0.000933285,0.000594464,0.000836248,0.002190836,0.002249612,0.003345933,0.00373265,0.002838228
695.2000122,0.001136015,0.000241765,0.000823747,0.002097914,0.001307369,0.003191791,0.001697524,0.003352272,0.001539835,0.001630923,0.000396262,0.000135793,0.001566853,0.00181703,0.002212118,0.003407057,0.003561824,0.002304154
694.4000244,0.000923583,0.000242982,4.91E-05,0.001304695,0.001168899,0.002832105,0.001438767,0.002826164,0.000981669,0.001674448,3.00E-05,0.000465083,-1.29E-05,0.001892525,0.001864109,0.003071411,0.002519293,0.00219146
693.5999756,-5.76E-05,0.000425333,-0.000198034,0.001501104,0.001413627,0.002714742,0.001189535,0.002996337,0.000793041,0.000803519,0.000608876,-6.38E-05,0.000287455,0.00181074,0.001522664,0.003192287,0.002516846,0.001815341
692.7999878,0.00067978,0.000239459,0.000688206,0.001307941,0.001988966,0.002489899,0.001446247,0.003050165,0.001116005,0.000682735,0.000134576,0.000306805,0.00028932,0.001802681,0.001759794,0.003148376,0.003371629,0.002662674
692,0.000912818,0.000418156,0.000922753,0.001675435,0.001901651,0.003261527,0.00203843,0.003763565,0.001858545,0.001889821,0.000816952,0.000184995,0.001146812,0.001789789,0.002357871,0.003200658,0.003615644,0.002983956
691.2000122,0.000560301,0.000277612,-1.54E-05,0.001239167,0.00174945,0.002358885,0.001571452,0.00252575,0.00173292,0.001404278,0.000160445,0.000640347,0.000582618,0.00151165,0.002127203,0.003506367,0.003029128,0.002790731
690.4000244,0.001035845,0.000463528,0.000628241,0.001632171,0.001742276,0.003280045,0.002073438,0.002840703,0.001697732,0.001941432,0.00040704,0.000785469,0.001242386,0.001945852,0.002715393,0.003796048,0.003311423,0.00247899
689.5999756,0.000482601,0.000462855,0.000151382,0.001258793,0.00082022,0.003254954,0.00212814,0.002754571,0.001382775,0.002076403,-0.000373012,0.000223661,0.000916424,0.001432118,0.0018691,0.003168688,0.003106346,0.002231971
688.7999878,0.001006084,0.000886048,0.000325923,0.001429599,0.001340215,0.00381156,0.002338663,0.003570828,0.001324714,0.002016792,0.00082686,0.000907059,0.001058783,0.001974273,0.002104521,0.002993183,0.003133748,0.002176709
688,0.000801988,0.000180644,-0.00018106,0.001318508,0.000790137,0.002114691,0.000803415,0.002608374,0.000482731,0.001862367,-0.000698618,0.000335327,0.000167955,0.001843987,0.001028917,0.002757984,0.002656501,0.001799094
687.2000122,0.000378177,-0.000718259,0.000518572,0.001596549,0.000352684,0.002411854,0.001659402,0.002769759,0.001002918,0.001054553,-0.000570256,-4.37E-05,0.000473713,0.001108063,0.00140929,0.003316066,0.002805451,0.001652126
686.4000244,0.001596341,0.00060898,0.000972199,0.002075076,0.001767202,0.003524974,0.001782953,0.003301876,0.001616035,0.001639498,0.000779634,0.000844522,0.000660854,0.002041629,0.001900897,0.003818167,0.003187828,0.003007571
685.5999756,0.000419167,0.000352218,6.77E-05,0.001085927,0.001225876,0.003023941,0.001416406,0.002939049,0.000649395,0.001049805,0.000451323,-0.000126512,0.000826419,0.000641254,0.001445987,0.003243349,0.002586994,0.001858727
684.7999878,0.001498792,0.000664665,0.001123609,0.001757559,0.001802318,0.003608178,0.002292079,0.003024775,0.001859715,0.002263403,0.000971006,0.001086238,0.001350498,0.002442128,0.002065791,0.003676205,0.003311084,0.002210323
684,0.00023371,-0.000939575,0.000423805,0.00126087,0.000910924,0.002959925,0.000810261,0.002422266,0.000913466,0.001806451,-0.000405599,0.000184451,0.000598948,0.001227745,0.000973912,0.003716358,0.002328617,0.002036245
683.2000122,0.000221407,-0.000580183,0.000319447,0.00127881,0.000770143,0.00283148,0.000650224,0.002583009,0.000698369,0.001200203,0.000660361,7.07E-06,-0.000223235,0.001005772,0.001942628,0.002826686,0.00291377,0.002489274
682.4000244,0.000373643,0.000311598,0.000495611,0.00102627,0.000816771,0.003642191,0.001533731,0.002951741,0.001715352,0.001437313,0.000496051,0.001185849,0.000604651,0.00140246,0.001806061,0.003399439,0.003019535,0.002833069
681.5999756,0.001022093,0.00095461,0.001398383,0.002004153,0.001878512,0.003577692,0.002123718,0.003933792,0.001176297,0.001942888,0.000952872,0.001030733,0.000859695,0.001733284,0.001838632,0.003738577,0.003452274,0.003155155
680.7999878,0.002347356,0.001616373,0.001574335,0.002571265,0.002644339,0.004594358,0.002851517,0.004117465,0.002425103,0.00269307,0.001333152,0.001350913,0.002272979,0.002871372,0.002959769,0.003898921,0.004282994,0.003444576
680,0.001555189,0.000674335,0.001123375,0.001751737,0.001842921,0.004089817,0.00222073,0.00403134,0.001645319,0.001809856,0.000881094,0.001072017,0.001210638,0.002421094,0.002459569,0.004668584,0.003366046,0.003084785
679.2000122,0.000248084,0.000888434,0.000306417,0.000921767,0.001074197,0.003284505,0.001509416,0.002680229,0.0008543,0.001209055,1.76E-05,0.000632051,0.00082201,0.001054164,0.001634509,0.003205065,0.002993339,0.002530333
678.4000244,-0.000272856,-0.00010467,0.000616498,0.000462388,0.001403758,0.002793258,0.00143095,0.003051989,0.000816019,0.001586338,-0.000532252,0.000701584,-0.000146542,0.001779184,0.001288546,0.002937485,0.00336735,0.001832731
677.5999756,0.000993578,0.000385872,0.000616627,0.001306513,0.001922763,0.002955468,0.002049977,0.003628512,0.001332347,0.002296894,0.000323669,0.001052607,0.001853814,0.002670566,0.002086235,0.003445281,0.003446063,0.002371196
676.7999878,0.00044824,-0.000227168,8.62E-06,0.000348979,0.000802715,0.003316483,0.001263518,0.002056401,0.001025725,0.000904024,-0.00033049,0.000481357,0.000861874,0.000790215,0.001278784,0.00259642,0.003133513,0.001876172
676,0.00136426,0.000546486,0.000692484,0.001921203,0.001695679,0.003804431,0.001869386,0.003489927,0.001250901,0.001848277,0.000977985,0.00097853,0.001552643,0.001112813,0.00201648,0.003947009,0.003388456,0.003367064
675.2000122,0.000746027,-1.24E-05,0.000273286,0.000775822,0.000993163,0.002831688,0.001437936,0.002650537,0.000634436,0.001557267,0.000199963,0.000364524,0.000875958,0.00114907,0.001107518,0.00358273,0.002678249,0.002138779
674.4000244,0.000326079,-0.000334266,-0.00019022,0.000988,0.001574881,0.003308997,0.001982257,0.003411075,0.001207809,0.001954277,0.000181058,0.000988285,0.000985587,0.001463779,0.001580363,0.003283331,0.002813528,0.002035309
673.5999756,0.000520127,-0.000202899,0.000465887,0.000864182,0.00111533,0.00406954,0.001604291,0.002893704,0.000890043,0.001112579,0.000313385,0.000742163,0.000811792,0.001113513,0.000868151,0.00316402,0.002268165,0.002123119
672.7999878,0.000616886,-8.15E-05,0.000129863,0.000944518,0.001257443,0.003585262,0.0018717,0.004112787,0.002012865,0.001440819,0.000574323,0.001332815,0.000895438,0.001582078,0.001870218,0.00307042,0.002444705,0.002049067
672,0.000659557,-0.000330283,0.000120179,0.000929186,0.001446818,0.003311971,0.002017754,0.003373377,0.001286599,0.00168097,0.000660231,0.001006395,0.001034262,0.001945956,0.001501805,0.003169913,0.002809906,0.002155298
671.2000122,0.000271525,0.00010164,0.000337995,0.001198152,0.001157972,0.002702369,0.001179593,0.003240793,0.001211547,0.001601122,-0.000274253,0.001165266,0.00086509,0.00163651,0.00052544,0.003618541,0.00226931,0.001890887
670.4000244,0.001273098,0.000343902,0.000749683,0.001334295,0.001277901,0.002783046,0.001846041,0.003468034,0.001248305,0.001857038,0.000213508,0.001193013,0.001250096,0.002051096,0.001730945,0.003843316,0.003098081,0.002572385
669.5999756,0.000904154,0.000118911,0.000739337,0.001486584,0.001634977,0.003467225,0.001124388,0.003415145,0.001068281,0.00216097,0.000503282,0.000944907,0.001032887,0.001639914,0.001913143,0.003712181,0.003227935,0.002707266
668.7999878,0.00104638,0.000746338,0.000655643,0.001570776,0.001088652,0.003515057,0.001712389,0.003781713,0.001852878,0.002277819,0.001229562,0.000550736,0.00139376,0.002183994,0.001899103,0.003792549,0.003337482,0.002968057
668,0.00113957,0.000625985,0.000397221,0.00119701,0.000983745,0.003033611,0.001039893,0.002796619,0.000820557,0.001667094,0.00050564,0.000769572,0.001061119,0.001860833,0.001040048,0.003029623,0.002909548,0.002232933
667.2000122,0.001379348,0.000978504,0.000881457,0.001398383,0.001711791,0.003425973,0.001496376,0.003769074,0.002126943,0.002322684,0.000890925,0.000890484,0.001581922,0.001869932,0.001597744,0.003758108,0.002951846,0.00301891
666.4000244,0.001791322,0.000666609,0.0015734,0.001652386,0.002214902,0.003837179,0.002037572,0.003876798,0.001928795,0.002371353,0.000783498,0.001707555,0.001505442,0.002078614,0.001595743,0.004205906,0.003814929,0.003345646
665.5999756,0.001410199,0.000225966,0.000745923,0.001529029,0.001706126,0.00376521,0.001608241,0.003564094,0.001535731,0.001928977,0.001005227,0.001334269,0.001537186,0.001868008,0.00105502,0.003581477,0.003442228,0.003349064
664.7999878,0.001692794,0.000169716,0.001116342,0.000966077,0.001836059,0.004017127,0.002390379,0.00359993,0.001495649,0.001798055,0.000811195,0.001250823,0.000828597,0.001889925,0.000834433,0.003480768,0.003080614,0.003013853
664,0.000961744,0.000157208,0.000736381,0.001103626,0.002250653,0.003487865,0.001567737,0.003772495,0.001007173,0.001678138,0.000520464,0.001452766,0.001327025,0.001595821,0.001339073,0.003167436,0.003876615,0.002383898
663.2000122,0.001630092,0.00037012,0.001242386,0.001308226,0.002162999,0.00372265,0.00183897,0.003955969,0.001465779,0.001834343,0.001000064,0.00084224,0.001010443,0.002042357,0.001107934,0.003798033,0.003028424,0.002625587
662.4000244,0.001428327,8.98E-05,0.001875132,0.000939252,0.001789971,0.003581294,0.002227183,0.004160507,0.001849629,0.001651165,0.001258041,0.001209418,0.001384437,0.002384054,0.000758318,0.003581451,0.003061765,0.002387334
661.5999756,0.000831995,0.0004464,0.001369194,0.001547941,0.002318962,0.004555902,0.002181028,0.004342864,0.001738742,0.002801152,0.001197685,0.001589872,0.001310381,0.002352847,0.00199955,0.003835612,0.003597164,0.002881848
660.7999878,0.001154261,0.000894556,0.001393916,0.001593275,0.002526818,0.003969736,0.001815263,0.004036069,0.001394358,0.002223619,0.000842629,0.000853029,0.001242672,0.002060147,0.001724786,0.003684455,0.003715653,0.002654757
660,0.001564048,0.000962808,0.001324402,0.001127813,0.002236758,0.003612825,0.002103116,0.004056789,0.001240335,0.001892629,0.000546071,0.000913466,0.001285093,0.002009484,0.001191585,0.00370132,0.003706385,0.002703645
659.2000122,0.000988389,0.000248913,0.001006187,0.001385009,0.001321286,0.003841044,0.001019913,0.003769597,0.001050583,0.001891433,0.001150757,0.000565977,0.00112283,0.001661143,0.000867476,0.003438106,0.003456605,0.002208346
658.4000244,0.001270398,0.000536404,0.000753287,0.001243035,0.001447312,0.004012006,0.001772712,0.004057782,0.001039763,0.002188859,0.000887578,0.000695802,0.001065426,0.002211572,0.001139129,0.003354255,0.003688945,0.002428461
657.5999756,0.000762363,0.000489754,0.000787518,0.001263077,0.00106335,0.003813231,0.000869681,0.003697404,0.000187325,0.001584546,0.000279063,0.000506547,0.000483042,0.001445208,0.000771413,0.003063199,0.003526122,0.00241227
656.7999878,0.000831424,0.000524585,0.000804426,0.000869577,0.001480116,0.004015638,0.001408537,0.004131916,0.000737418,0.002100645,0.000249302,0.00088693,0.000894712,0.001851448,0.000860499,0.003308501,0.003402909,0.002557022
656,0.000703425,0.000547989,0.001300904,0.000598974,0.001717041,0.00377589,0.001626532,0.004028388,0.001493961,0.00220257,0.000697125,0.001421262,0.000946282,0.002209985,0.00087435,0.00389341,0.00368033,0.002633478
655.2000122,0.000480036,-0.000108966,0.000538633,0.000976454,0.001494376,0.003811978,0.001763719,0.004177548,0.000661605,0.001986885,0.000492034,0.000944544,0.000817393,0.001821267,0.001015554,0.002861027,0.00332963,0.002463527
654.4000244,0.000146772,-0.000639585,0.00067392,0.001232963,0.001445234,0.003132627,0.00166039,0.003195468,0.000769002,0.00198751,-1.67E-05,0.000642317,0.001014905,0.001519261,0.00037455,0.002411698,0.003020917,0.002176371
653.5999756,0.001115564,-0.000230841,0.001125036,0.000994901,0.001507598,0.003725862,0.002138467,0.003720797,0.001764655,0.001999004,0.000745197,0.001112891,0.000870589,0.002334317,0.001436611,0.003501095,0.003933792,0.002858474
652.7999878,0.000466172,-6.52E-05,0.000900574,0.000743538,0.001093479,0.00320942,0.001720757,0.003884947,0.001117354,0.00202488,0.000316753,0.001118963,0.001119716,0.001640953,0.001143593,0.002732377,0.00337776,0.001863199
652,0.001337852,0.000364679,0.001143386,0.000990283,0.001356262,0.003788815,0.001789919,0.004069827,0.001044252,0.002365548,0.000711281,0.001864655,0.001899155,0.002167499,0.001152366,0.003163108,0.003430617,0.001680217
651.2000122,0.000712241,-0.000235861,0.000645013,0.000758915,0.001038465,0.003406249,0.001134276,0.003662526,0.001216479,0.002009016,8.24E-05,0.000666194,0.000876658,0.001908957,0.001016151,0.002980307,0.002544419,0.001707555
650.4000244,0.001534458,0.000904854,0.000962081,0.001792778,0.001824075,0.003848566,0.002471415,0.004710477,0.001207264,0.002511248,0.00088029,0.00114118,0.001613255,0.002170595,0.001830678,0.003771477,0.003738838,0.00255322
649.5999756,0.001121403,0.00047931,0.000554754,0.001032523,0.00136278,0.003373116,0.001355198,0.004390374,0.001064855,0.002034347,0.000670783,0.000829298,0.000931573,0.002427654,0.00096094,0.003425295,0.003258632,0.002258407
648.7999878,0.001145125,0.000271603,0.000641488,0.001169782,0.001354756,0.003754113,0.001520171,0.004726676,0.000459512,0.002260254,0.000869785,0.001160386,0.000790811,0.002055673,0.001470818,0.003207568,0.003428973,0.002665435
648,0.000968282,0.00010933,0.000620827,0.000739389,0.001250174,0.00340531,0.001331906,0.00435612,0.000817679,0.002290414,0.00043391,0.001043266,0.000450805,0.001495441,0.001059146,0.002851829,0.003041171,0.002548716
647.2000122,0.00068022,8.74E-05,0.00070511,0.000855415,0.001425911,0.003833288,0.000979464,0.003558222,0.000142448,0.002191929,-0.000293758,0.00126126,0.000702466,0.001512144,0.000692095,0.002923751,0.00347868,0.001970243
646.4000244,0.000728239,0.000199005,0.000878292,0.00048115,0.001567944,0.004243964,0.001669147,0.003903413,0.000345482,0.00207955,0.000485348,0.001137806,0.001254328,0.001993439,0.001323467,0.003270368,0.003792523,0.002341057
645.5999756,0.000269557,-0.000604896,0.000648798,0.000628992,0.000954298,0.003543633,0.00136478,0.003218364,0.00016521,0.001894865,0.000370249,0.000998196,0.000870615,0.001787709,0.000985924,0.003119617,0.003605151,0.001935347
644.7999878,0.000551747,-3.00E-06,0.000813036,0.000615409,0.001495935,0.003739491,0.001650048,0.004166989,0.000369887,0.002019003,0.000591042,0.001092389,0.000558046,0.001386515,0.000786428,0.002614363,0.003353968,0.002371613
644,0.001556488,-0.000106792,0.001117718,0.001380984,0.001711609,0.003966026,0.001875548,0.003844204,0.000514789,0.002241103,0.000742786,0.001434274,0.001089041,0.001712545,0.001750619,0.002905457,0.00353844,0.002406179
643.2000122,0.001232418,0.000309629,0.001230886,0.001327414,0.001902431,0.00353108,0.001768917,0.003388769,0.000628293,0.001937688,0.000778908,0.001306538,0.001340838,0.002344831,0.001686168,0.003359003,0.003212262,0.002451109
642.4000244,0.000854326,6.32E-05,0.000943532,0.001732167,0.001784954,0.00367443,0.00151908,0.003876772,0.000624248,0.00216521,0.000303101,0.001407031,0.00104132,0.002348475,0.001686661,0.00313393,0.00344335,0.002695597
641.5999756,0.001427729,-2.28E-05,0.000628474,0.000941587,0.001729697,0.004042679,0.00162118,0.003694584,0.000511756,0.002122365,0.000351829,0.001057538,0.000551048,0.002300355,0.001590833,0.002777991,0.003194555,0.002659731
640.7999878,0.001460662,-3.21E-06,0.001168224,0.001063324,0.001801096,0.003766019,0.002106471,0.003915742,0.000318799,0.001863199,0.000747349,0.001293349,0.000657587,0.002460793,0.001468376,0.00294116,0.003877164,0.002617176
640,0.001076714,0.000117927,0.001204278,0.000598508,0.001385242,0.003712651,0.001320403,0.00329752,0.000809561,0.001948738,0.000449095,0.001193714,0.000761352,0.002293302,0.001577973,0.002878799,0.003606064,0.002390926
639.2000122,0.001266582,-0.000145403,0.001035585,0.000874739,0.001225201,0.003398996,0.001343435,0.004338472,0.000899588,0.001902171,0.000691913,0.001354211,0.000887864,0.001904433,0.00160372,0.002716539,0.003225223,0.002001839
638.4000244,0.001456662,0.000456972,0.001329959,0.001706074,0.001544693,0.004474503,0.00198041,0.004827491,0.000857283,0.00262452,0.000487059,0.001677228,0.001186679,0.002011357,0.001653062,0.003578893,0.003343872,0.002318233
637.5999756,0.001676085,0.000655357,0.001249707,0.001409602,0.001564255,0.00461602,0.001906694,0.004522943,0.000808679,0.002836118,0.001136664,0.002166719,0.001104119,0.002342905,0.001786072,0.003405153,0.003859717,0.002914969
