wavelength (nm),DOMBlank1,DOM11501,DOM12016,DOM12156,DOM12506,DOM12579,DOM12584,DOM12619,DOMBlank2,DOM12784,DOM12811,DOM12864,DOM12897,DOM13187,DOM13195,DOM13239,DOMSTD11,DOMBlank3
866.4000244,-0.003332631,-0.006601642,-0.00529702,-0.002256252,-0.003875133,-0.004789781,-0.002439515,-0.003184231,-0.005237023,-0.00288764,-0.00285313,-0.000590265,0.000281472,-0.002919576,-0.004022527,-0.002780449,-0.004510783,-0.00390048
865.5999756,-0.002020765,0.001455104,-0.000396702,-0.002354922,0.003473513,-0.003042824,0.000445726,0.002693773,-0.001580204,0.003611076,0.001503831,0.001245138,0.000975961,-5.14E-05,0.000796983,0.000926878,0.003107362,0.00336109
864.7999878,0.001401655,0.001252952,0.002361723,0.002184644,0.002146323,0.00184144,0.003206551,0.004576438,0.00198855,0.001432872,0.00153251,0.002550538,0.002699842,0.006705305,0.002509217,0.00269281,0.004711053,0.001504741
864,-0.002380358,5.49E-05,0.000857802,-0.003039174,-0.001860833,-0.001965571,-0.002978865,-0.00450361,0.001970009,-0.000681819,-0.003123891,0.000813296,-0.003062103,-0.001695221,-0.001257427,-0.000952284,-0.001757204,-0.002222104
863.2000122,-0.001485847,0.00101148,0.001103937,0.000887449,5.52E-05,0.000736822,-0.00124545,-0.000110985,-0.001003732,0.003430957,9.30E-05,0.001716313,0.000199394,0.003687092,0.004312771,0.000436553,0.003032178,0.002476517
862.4000244,5.51E-05,0.002753451,0.001692145,0.000731376,9.24E-05,0.001629546,0.000154308,0.000648539,-0.000307468,-0.000386513,-0.001164497,0.001153404,0.00199851,0.001320819,0.00369046,-0.000271666,0.000419503,0.000938811
861.5999756,-0.001828458,-0.000438753,-0.002959789,-0.000262974,-0.000203778,-0.003266865,-0.002864908,-0.000292723,-0.000927694,-0.000954092,0.001874638,-0.000598433,-0.000782087,-0.000426753,0.000151589,-0.001267441,0.002658377,0.001886831
860.7999878,-0.000535561,0.000791848,-0.001801339,0.001104664,0.001296465,-0.002019992,0.000699277,-0.005131792,0.001025154,0.001532899,-0.002463762,-0.001138421,0.001458298,-0.00030752,0.002427654,-0.000259766,0.000351285,0.002731204
860,0.00043645,0.000701195,0.00054265,-0.000213248,8.16E-05,0.001013167,0.003496059,0.001939352,0.002026726,0.001471077,0.001716599,0.003357542,0.001194311,0.003216878,0.001037946,0.000802663,0.001973961,0.002518877
859.2000122,-0.003932291,-0.003209311,0.001152574,-0.00029531,-0.00063943,-0.000253919,-0.000719086,0.001809674,5.37E-05,-0.000400168,0.00361768,-0.001449161,-0.002121034,0.002140236,-0.000226547,0.001662936,-0.001803866,0.001325493
858.4000244,-0.002869999,-0.002530216,-0.002207321,-0.002751486,0.000129009,-0.002625634,-0.000307313,-0.00046668,-0.00220356,-0.00145623,-0.002180535,-0.000133706,-0.001914391,0.00110892,-0.000781054,0.001726527,-0.002884605,-0.001289173
857.5999756,0.003247026,-0.000419461,0.002772468,0.001389242,0.000940004,0.002203741,0.001880383,0.003421172,0.000706925,0.002975563,-0.000544041,0.004086734,0.001196076,0.004229744,0.004929142,0.000741256,0.003864131,0.0020937
856.7999878,0.001700279,0.00046954,0.000549389,8.96E-05,0.002350375,0.0003224,0.002180195,0.002111544,-0.000889256,0.001929159,0.002031824,0.000930665,0.001881605,0.002017546,0.002028833,-0.000162378,0.004963258,0.000820946
856,0.000182638,0.00260629,-0.001864751,0.000203097,-0.001988969,0.001913325,-0.000842754,-0.00092604,8.15E-06,0.001923387,0.002726594,0.002615066,-2.08E-05,0.001731803,-0.000221424,0.000330016,0.002323959,0.002442023
855.2000122,0.001133653,0.000846,0.000784691,-0.001218708,0.002767258,-0.001158094,0.001676501,-0.000679699,0.000664431,0.001409654,-0.00051767,0.001170171,0.003345203,0.000916839,3.86E-05,0.002174316,-0.000273632,0.003648012
854.4000244,0.000576449,0.002114197,0.00080982,-0.001553586,-7.10E-05,0.000926151,0.00154846,0.000658209,0.002053749,0.000675268,0.004760566,0.001255237,0.001102406,0.002490341,2.40E-05,0.00185046,0.001214584,-0.000737641
853.5999756,-0.001994689,0.000212498,0.001518092,0.000114871,0.00079968,0.001022637,0.00242237,0.001458636,0.002112246,0.000591068,0.001918031,0.000640554,0.002038378,0.000803026,0.00038266,0.000148507,0.002719066,0.001631495
852.7999878,-0.000156996,0.002633062,-0.001726059,-0.000359149,0.001228731,0.000424245,0.000459434,0.003840992,0.001918343,0.002619389,0.001660598,-0.000754955,0.001987458,0.000807486,0.002257002,0.000201699,0.003384021,0.002621889
852,-4.43E-05,0.001816017,-0.00018282,0.001178088,0.002437468,-0.001204201,0.001033068,0.002244356,0.00267166,0.000205091,0.000315302,-9.96E-05,0.002921666,0.002709584,0.000644288,0.000867347,0.004157136,0.003772835
851.2000122,-0.00042003,-0.000834124,-0.000871224,-0.002778906,-0.000370477,-0.001815878,-0.000806944,-4.29E-05,0.000723027,-0.000673496,0.00065865,0.001410199,0.000563515,0.000490039,-0.000229962,-0.000700685,0.001614476,-0.001069016
850.4000244,-0.002965599,-0.002288698,-0.001099899,-0.004045097,-0.002383293,0.000673065,-0.002844797,-0.002086102,-0.003866461,-0.001273068,-0.00260227,-0.000755937,-0.002689851,-0.003101171,-0.003097008,-0.002006593,-0.001733226,-0.003917104
849.5999756,8.36E-05,-0.000528684,0.000222728,0.000552991,-0.001382386,-0.001217263,0.002976866,0.001930199,0.001304539,0.002582671,-0.000974135,0.00291992,0.001537757,0.000630548,0.000660568,-0.000851073,0.002543352,0.001654933
848.7999878,-0.000894732,0.000549544,1.64E-05,0.001787631,0.00200873,0.002609441,0.002557517,0.003445568,0.001894969,0.000834744,-0.000175575,-0.00062237,0.00204501,0.001336398,0.000529147,0.000993396,0.002148431,0.001243503
848,0.001661975,0.001397266,0.002226403,0.000532749,0.001686038,3.95E-05,0.002298429,0.002248415,0.002848572,0.003075738,0.001929419,0.003351385,0.001411887,-0.000217388,0.002329658,0.003191348,0.003646028,0.000832721
847.2000122,-0.001116733,-0.000894061,-0.000911058,0.000609317,-0.001464176,-0.002617246,-0.001029145,-0.00042003,-0.003555906,-6.01E-05,-0.000875047,-3.47E-05,-0.002554665,-0.001351163,-0.000915966,-0.000315487,0.000376157,-0.001562614
846.4000244,0.001549629,0.003414624,-0.000419306,6.34E-05,0.001202825,0.002186205,0.001029799,0.001466142,0.003668165,0.0021284,-2.13E-05,0.002042227,0.000758188,-0.000636845,0.000471614,0.000437408,0.000296573,0.003231665
845.5999756,-0.00200546,-0.000149233,-0.002214171,0.000178339,-0.002739191,-0.001196457,0.002015622,9.96E-05,2.64E-05,0.002174055,-0.000711436,0.000535367,0.000969008,-0.002523371,0.000923817,-0.001367471,0.002110347,-0.000271873
844.7999878,0.000994668,0.000628059,0.00028098,-0.001021242,0.000198927,-0.00155436,0.001135677,-0.00199103,0.000708792,0.001740743,0.000797891,0.001518067,0.000533008,-0.000751751,0.00012194,0.00109296,0.002332937,-0.001508858
844,-0.000380616,-0.003196412,0.001320767,-0.000148871,-0.000446976,-0.001564677,0.000485581,0.000121629,-0.000931155,0.001732089,-0.001640192,0.001162722,0.001542849,-0.00205632,-0.000673341,-0.00100523,0.001267594,-0.000756299
843.2000122,-0.001989072,-0.001877586,-0.002171829,-0.000181837,-0.00204653,-0.00300663,-0.002741918,0.000639958,-0.002133914,0.000737859,-0.000695878,-0.001019589,0.001305318,-0.004201406,-0.000899382,-0.001696149,0.000509968,-0.00289448
842.4000244,0.001252641,0.001549214,0.001248539,0.00097744,0.002298351,0.000217756,0.001092674,0.001766682,0.003232864,0.003436175,0.001046068,0.003664223,0.00160081,0.001682192,0.002671712,0.001367844,0.002256768,0.002389468
841.5999756,0.001161113,0.000550348,-0.001841553,-0.000105602,-0.001290206,0.000827404,-0.000684041,-5.40E-05,0.001567477,0.000898291,0.001001102,-0.000433994,-0.000173143,0.000540032,-0.001687124,0.001326246,-0.000128634,0.001133082
840.7999878,-0.002518018,-0.002212111,-0.003165781,-0.001004972,-0.002629853,-0.001847584,-0.002336899,-0.002578442,-0.00281157,-0.003594622,-0.001275907,-0.00094314,-0.001504163,-0.002639476,-0.000138416,0.0011036,0.000976636,-0.001076866
840,-0.001567978,-0.000820896,-0.00254854,-0.004549721,-0.001449677,-0.001845883,-0.001030023,0.00098953,0.00029432,-0.00264102,-0.003602324,0.001920761,-0.00030364,-0.004191254,0.000276006,-0.001408705,-0.001781231,-0.002435705
839.2000122,-0.002191816,-0.000305244,-0.001939028,-0.004388668,-0.000136708,-0.002964262,-0.002085175,-0.001178283,0.000261501,-0.000612031,8.22E-05,-0.002507723,0.000171192,-0.001306155,-0.001444517,0.000879097,-0.000340991,-0.00104779
838.4000244,-0.000541145,0.000829764,-0.000621957,0.000303179,0.001518144,-7.66E-06,0.002252006,0.001500195,0.002787162,0.002755665,0.00111193,0.002206577,0.003120607,0.000698836,0.003374446,0.002028859,0.002298767,0.002684657
837.5999756,-0.002865936,-0.002538864,-0.002482552,-0.00318675,-0.00399375,-0.002172293,-0.001811754,-0.002221383,-0.000814385,-0.000182872,-0.000364477,-0.000349113,0.000262537,0.000120412,-0.002605821,-0.000600553,0.000608799,-0.000295155
836.7999878,-0.001637871,-0.000142608,-0.000164552,-0.002175384,-0.001134548,-0.001131502,0.001625233,-0.000691536,0.000611002,0.00035113,0.00077437,-0.000185718,0.001541758,-0.001517731,-0.000227219,-0.001865369,-0.000847352,0.001097449
836,-0.000460836,-8.78E-05,0.00129675,-0.001032295,-0.002121549,-0.000558984,0.000179012,-0.001290773,0.001257911,-0.001898721,0.000877099,0.000431811,0.000602396,-0.00107227,0.001874508,-0.001070101,0.000628085,0.00237229
835.2000122,-0.000424685,-0.001600476,-0.001726007,-0.000360028,-0.001415052,-0.002765428,0.001058524,0.000472443,2.52E-05,0.001151042,0.000354161,-0.000483022,0.000696425,0.001847679,0.000285435,-0.00086926,0.001254354,2.74E-05
834.4000244,-0.003389039,-0.002537937,-0.000314401,-0.001120968,-0.002234053,-0.000622732,0.000372037,-0.000676133,-0.00190836,0.000885996,0.0009571,-0.000968711,2.37E-05,0.000232777,-0.001007142,0.000174092,0.001439754,0.000813529
833.5999756,-0.000773715,0.00165366,0.000707781,0.000261268,0.001770035,0.002188729,0.0021329,-0.000367115,0.001319339,0.001887091,0.001069682,0.001145722,0.001112839,0.000857127,0.002002073,0.001733076,0.002653689,0.003125691
832.7999878,-0.002904971,-0.003342598,-0.001948048,-0.000252418,-0.003035472,-0.000490469,-0.001253555,0.000341959,-0.001470832,-0.000729061,-0.000976149,-3.70E-05,0.000111868,-0.001610844,0.000775744,-0.002711203,0.000446581,-0.001405454
832,-0.003201345,-0.00138445,-0.00304668,-0.004579384,-0.002607931,-0.005369945,-0.001630134,-0.004412653,-0.002620951,-0.001072012,-0.002712952,-0.003026013,-0.001729617,-0.003516159,-0.002850661,-0.003576189,-0.000769374,-0.002574479
831.2000122,-0.00289016,-0.001550078,-0.002516113,-0.003540706,-0.000923561,-0.000799502,-0.001185614,-0.000505517,-0.001683875,-4.00E-05,-0.00099242,-0.00042696,-0.002370832,-0.002160187,0.000128569,-0.000353303,-0.000111192,-0.000159377
830.4000244,-0.002104547,-0.001062406,-0.002531761,-0.000940454,-0.000910852,-0.002156529,0.000221278,0.00044101,0.000142111,0.001640537,0.000173574,-0.00102305,8.00E-06,-0.000327903,0.001576726,0.000133281,-0.000633537,-0.001627452
829.5999756,-0.000280565,-0.00020797,-0.001109142,-0.002037924,-0.000350924,0.00020939,-0.000713762,0.002162322,-0.000543886,7.63E-05,-0.000655973,0.001256535,-0.001158094,-0.00158593,4.00E-05,-0.00153651,0.000529173,-0.001508806
828.7999878,-0.000689521,-7.40E-05,-0.001400758,-0.000778263,-0.002354407,-0.000922631,-0.000953317,0.000374188,0.00207864,0.002404461,-0.000293499,3.39E-05,0.002302645,-0.001719819,0.000827223,7.42E-05,0.001843233,-0.00111947
828,-0.002445847,-0.001785975,-0.002476889,-0.002490633,-0.00121814,-0.002212729,-0.000334991,-0.000301519,-0.001244831,0.000986573,-0.001835882,-0.002697003,-0.001341718,-0.001360401,0.000334861,-0.001440957,0.001519677,-0.001028783
827.2000122,0.001185018,-0.000268665,-0.001851244,-0.000515187,0.000435517,-0.001570764,0.00047633,0.001616789,0.001248227,0.001082294,-9.63E-05,-0.000787152,0.000801573,3.59E-05,0.000859513,0.00050507,0.00119509,0.001734246
826.4000244,-0.001712084,-0.000743481,0.001332295,-0.000995726,0.000391391,-0.000252315,-0.000177024,-0.000288998,0.000201284,0.000551436,0.001156052,-0.000518962,0.001903575,-0.00068921,-0.00102181,-0.000611514,0.00160294,0.001056707
825.5999756,-0.001639006,-0.000576357,-0.000641601,-0.002056835,-0.001995823,-0.001862483,-0.002057299,-0.000665587,0.000121578,0.000755492,-0.000743068,0.001129604,-0.000918704,-0.001386308,-0.002750766,0.000332762,0.001233222,-0.000400271
824.7999878,-0.001297484,0.00017808,-0.000456957,-0.000112331,-0.000914623,-0.00076772,-0.001012927,0.000732673,-2.91E-05,0.000451557,-0.001426199,0.001827012,0.001176193,8.52E-05,0.000138952,0.000986962,0.002401858,0.001429989
824,-0.003501523,-0.001563129,5.68E-05,-0.002296681,-0.000846474,0.000312064,-0.000639223,-0.000309693,-9.63E-05,0.000230032,0.000896242,0.000487007,-0.001883308,-0.001030281,-0.001034155,-0.001030333,0.001287196,0.000264169
823.2000122,-0.001872999,6.83E-05,-0.000930122,-0.00105187,-0.002705235,-0.000954918,-0.00012646,-0.000617614,0.002029067,1.96E-05,-0.00030126,0.000932014,-0.001179005,-0.000650028,-0.000228151,-0.001403803,0.001717041,0.000131572
822.4000244,-0.002082083,0.000676435,-0.000837742,-0.003779939,-0.001516338,-0.001771383,-0.002113821,-0.001007813,0.000346622,-0.000734126,-0.000618751,-0.000558674,-0.000657678,-0.000253815,-0.000877424,-0.001412421,-0.001011377,-0.001686815
821.5999756,-0.000234774,0.002615613,0.000687895,-0.00043027,0.000836196,0.000163604,-9.38E-05,0.001449883,-0.000177955,0.002426821,0.000711722,0.001184421,0.000991788,0.000688932,0.001724058,0.00032885,0.002441503,0.001407966
820.7999878,-0.002238277,-0.001376193,0.000363462,-0.001145134,0.001408641,-0.001477901,0.000293905,0.000363747,-0.00095497,0.000905036,-0.000238758,0.000463451,0.000323799,-0.00032811,0.000564914,0.000373747,0.001428197,0.001413263
820,-0.001211894,-0.001247618,1.96E-05,-0.002990125,0.000351,-0.002517966,0.000448266,0.000209157,-0.000146231,0.000211333,-0.002094294,-0.002635154,-0.001174513,-0.00151608,-0.000799244,-0.001386566,-0.000334421,0.001273591
819.2000122,-0.002222464,-0.001759163,-0.000587524,-0.003840753,-5.09E-05,-0.00222267,-0.001499107,-0.001143327,-0.000910128,-0.000266751,-0.000158445,-0.001056105,-0.000968969,-0.001820518,-0.001120245,-0.003584507,-0.001029971,-0.001426353
818.4000244,-0.001852378,-0.001884649,-0.001155719,-0.002702868,-0.001000427,-0.001428624,-0.001007813,-0.000434512,-0.001020519,-0.000380771,-0.001830623,-0.000347354,-0.001004197,-0.001277714,-0.001304142,-0.000306485,2.02E-05,-0.000291585
817.5999756,-0.000449614,0.00115452,0.00028199,-2.79E-05,0.000794156,-0.000682697,0.000654372,0.001345304,0.00106771,0.002086521,0.000538373,8.99E-05,0.001386411,0.000447877,-0.001027647,0.002258979,0.003335447,0.002354123
816.7999878,-0.000616166,0.000186574,0.001225123,-0.001292167,0.000713148,-0.000614926,0.000567143,0.002121845,0.001184343,0.001082216,0.002657674,0.001569036,0.002011747,-0.001099537,0.002058274,0.002122599,0.001077545,0.002839166
816,-0.002291479,-0.001602023,-0.000333025,-0.000141004,0.001237869,-0.001219999,0.000858424,0.001355977,0.000532127,0.000717478,-0.001355653,-9.53E-06,0.000750668,-0.00238041,-0.000202536,0.000494496,0.001966966,0.000368125
815.2000122,-0.003247082,-0.002121188,-0.001205027,-0.001136665,0.000620256,-0.002112378,-0.001777313,-0.000338301,-0.001012307,0.001730347,-0.00187805,0.000346518,-0.000878096,-0.002286896,-0.000940557,-0.001115132,-0.000962874,-0.001004662
814.4000244,-0.001785769,0.000818949,0.000530443,-0.001325718,7.99E-05,-0.000705286,-0.000953575,0.000538218,0.001862757,0.002197366,6.23E-05,0.000183933,0.00187677,6.94E-05,-0.00034425,0.000876217,0.001697082,0.001039815
813.5999756,-0.002419745,-0.001071392,0.000832099,-0.002075952,0.000288206,-0.001013133,-0.00086585,-0.000837173,0.000299008,-0.000704355,-0.000351855,-0.000986842,0.002271912,-0.001308736,-0.001006728,0.000638169,-0.000722136,0.001001336
812.7999878,-0.002615959,-0.000823583,0.000231301,0.000394656,0.000938681,0.000501131,-0.001605118,6.98E-05,-0.000331111,-0.000121388,0.001105287,0.000347218,-0.0001704,-0.000696188,-8.37E-05,0.000628967,0.002103922,0.001076481
