Baseline 100%T,,Sample 1 Rack 1 Tube 1,,Sample 2 Rack 1 Tube 2,,Sample 3 Rack 1 Tube 3,,Sample 4 Rack 1 Tube 4,,Sample 5 Rack 1 Tube 5,,Sample 6 Rack 1 Tube 6,,Sample 7 Rack 1 Tube 7,,Sample 8 Rack 1 Tube 8,,Sample 9 Rack 1 Tube 9,,Sample 10 Rack 1 Tube 10,,Sample 11 Rack 1 Tube 11,,Sample 12 Rack 1 Tube 12,,Sample 13 Rack 1 Tube 13,,Sample 14 Rack 1 Tube 14,,Sample 15 Rack 1 Tube 15,,Sample 16 Rack 1 Tube 16,,Sample 17 Rack 1 Tube 17,,Sample 18 Rack 1 Tube 18,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
900,0.8317803144,900,-0.004614679143,900,-0.001408756827,900,0.003069038503,900,0.002665513195,900,0.01338228863,900,-0.005139108747,900,-0.0007473058649,900,0.0001277401461,900,-0.03876254335,900,0.0115448758,900,-0.007492660545,900,0.009065441787,900,-0.02689521015,900,-0.002148699015,900,-0.005843255203,900,-0.02344127931,900,0.01688525453,900,-0.006793988403,
899.2000122,0.8280181885,899.2000122,0.03248595819,899.2000122,0.01759195328,899.2000122,0.00531357713,899.2000122,0.03746062145,899.2000122,-0.001408653567,899.2000122,0.01639129408,899.2000122,0.04826308414,899.2000122,0.008544092998,899.2000122,0.003108848585,899.2000122,-0.02578100376,899.2000122,0.00134517462,899.2000122,0.02208987065,899.2000122,-0.006626321003,899.2000122,-0.03086957708,899.2000122,-0.02250839584,899.2000122,-0.01992252283,899.2000122,0.0149478931,899.2000122,0.01317613758,
898.4000244,0.8661609292,898.4000244,-0.01642552391,898.4000244,-0.03488970175,898.4000244,-0.02591476031,898.4000244,0.003303154139,898.4000244,-0.02427695133,898.4000244,-0.02146264724,898.4000244,-0.0270857811,898.4000244,-0.01996949688,898.4000244,-0.03923830763,898.4000244,-0.01684501208,898.4000244,-0.04280443117,898.4000244,-0.02464671433,898.4000244,-0.03048750758,898.4000244,-0.04228146002,898.4000244,-0.0333796218,898.4000244,-0.04885889217,898.4000244,-0.05249829963,898.4000244,-0.04880078137,
897.5999756,0.8489865661,897.5999756,0.01532781497,897.5999756,0.0001366994256,897.5999756,0.01038057264,897.5999756,-0.0291325599,897.5999756,-0.02890888229,897.5999756,-0.003396692686,897.5999756,-0.009612190537,897.5999756,-0.008824247867,897.5999756,-0.02041926607,897.5999756,-0.007387007587,897.5999756,-0.008688624017,897.5999756,-0.0232627932,897.5999756,-0.004041146953,897.5999756,-0.01099823602,897.5999756,-0.01730036363,897.5999756,-0.02925038151,897.5999756,-0.00182649889,897.5999756,-0.03268299624,
896.7999878,0.8217334747,896.7999878,0.02013080381,896.7999878,0.01768660545,896.7999878,0.04305717722,896.7999878,0.01422159467,896.7999878,0.008062371053,896.7999878,0.04018960893,896.7999878,0.01358728204,896.7999878,0.001039788825,896.7999878,0.02275912836,896.7999878,0.02654737234,896.7999878,0.01806199737,896.7999878,0.01888128556,896.7999878,-0.005586297717,896.7999878,0.007996685803,896.7999878,0.005733211059,896.7999878,0.01141774561,896.7999878,0.01492538769,896.7999878,0.02242727391,
896,0.865850389,896,-0.006239762064,896,-0.02407539636,896,-0.02291537262,896,-0.0187930353,896,-0.03105624393,896,-0.01853063144,896,-0.01309921034,896,-0.05334945023,896,-0.05146548152,896,-0.05413083732,896,-0.03683557734,896,-0.01156437304,896,-0.04078720137,896,-0.01047942322,896,-0.0431939587,896,-0.02747158147,896,-0.0270215217,896,-0.05200190097,
895.2000122,0.8656291366,895.2000122,-0.01149364002,895.2000122,-0.009561802261,895.2000122,-0.0189376846,895.2000122,-0.01545325015,895.2000122,-0.006451703142,895.2000122,-0.03640635684,895.2000122,-0.01490596961,895.2000122,-0.007120521273,895.2000122,-0.025128657,895.2000122,-0.02259908058,895.2000122,-0.04261941463,895.2000122,-0.04199720547,895.2000122,-0.02278226055,895.2000122,-0.03954791278,895.2000122,-0.03798519447,895.2000122,-0.03461777419,895.2000122,-0.02307686955,895.2000122,-0.030332366,
894.4000244,0.8637547493,894.4000244,-0.008745810948,894.4000244,-0.01105264667,894.4000244,-0.02509230375,894.4000244,-0.01578761823,894.4000244,-0.02789845504,894.4000244,-0.01941857487,894.4000244,-0.02975581773,894.4000244,-0.03141623735,894.4000244,-0.03829137981,894.4000244,-0.05023378506,894.4000244,-0.02997635305,894.4000244,-0.03175981343,894.4000244,-0.03490656614,894.4000244,-0.01834788173,894.4000244,-0.01709887944,894.4000244,-0.03097767197,894.4000244,-0.03036562912,894.4000244,-0.02948389575,
893.5999756,0.8615214229,893.5999756,-0.009494591504,893.5999756,0.001792726107,893.5999756,-0.007223489694,893.5999756,-0.03953368589,893.5999756,-0.007154490333,893.5999756,-0.01907827146,893.5999756,-0.02546845376,893.5999756,0.008641019464,893.5999756,-0.01520036813,893.5999756,-0.0117941387,893.5999756,-0.03975928202,893.5999756,-0.01351936255,893.5999756,-0.02668459341,893.5999756,-0.03507249802,893.5999756,-0.02795127593,893.5999756,-0.02625764534,893.5999756,-0.02226652391,893.5999756,-0.02196816728,
892.7999878,0.873621881,892.7999878,-0.01042584982,892.7999878,-0.02867059968,892.7999878,-0.01861238107,892.7999878,-0.02243278548,892.7999878,-0.02389148623,892.7999878,-0.03704712912,892.7999878,-0.03345900401,892.7999878,-0.03330664709,892.7999878,-0.02306267992,892.7999878,-0.05639959499,892.7999878,-0.01917175762,892.7999878,-0.02136783116,892.7999878,-0.04064432159,892.7999878,-0.04087904841,892.7999878,-0.02527927049,892.7999878,-0.03349456936,892.7999878,-0.03009751998,892.7999878,-0.04077551141,
892,0.8614219427,892,-0.001597277937,892,-0.005835899618,892,-0.00591971539,892,-0.02041561157,892,-0.0316680856,892,-0.01295622159,892,-0.02709974162,892,-0.02422162518,892,-0.009691989981,892,-0.01673916914,892,-0.02786791697,892,-0.02036384307,892,-0.01738488115,892,-0.04423749819,892,-0.03203738108,892,-0.03115176409,892,-0.03503629938,892,-0.02524307556,
891.2000122,0.8458938003,891.2000122,0.01389788091,891.2000122,0.0166107025,891.2000122,-0.004860129673,891.2000122,-0.01040355954,891.2000122,0.01189682167,891.2000122,-0.002388390247,891.2000122,-0.005491171498,891.2000122,-0.003507223679,891.2000122,-0.004921969958,891.2000122,0.0005371811567,891.2000122,-0.01690407284,891.2000122,-0.007128721103,891.2000122,-0.01000593044,891.2000122,-0.01902951486,891.2000122,-0.01832390949,891.2000122,0.002622800879,891.2000122,-0.008161504753,891.2000122,-0.005920992233,
890.4000244,0.8762928247,890.4000244,-0.01090085413,890.4000244,-0.02648244798,890.4000244,-0.02503395453,890.4000244,-0.006587058306,890.4000244,-0.04188946635,890.4000244,-0.03508415073,890.4000244,-0.0243764706,890.4000244,-0.0396765992,890.4000244,-0.03640069067,890.4000244,-0.04018548504,890.4000244,-0.01868156716,890.4000244,-0.04401117563,890.4000244,-0.03391724452,890.4000244,-0.03499522433,890.4000244,-0.0379207246,890.4000244,-0.03799159825,890.4000244,-0.03359084949,890.4000244,-0.0394266583,
889.5999756,0.8611466289,889.5999756,-0.0004639910185,889.5999756,-0.003348557511,889.5999756,-0.004580766894,889.5999756,5.340603457E-5,889.5999756,-0.01214059815,889.5999756,-0.01474130619,889.5999756,-0.013360749,889.5999756,-0.006883377675,889.5999756,-0.01700534485,889.5999756,-0.03059840016,889.5999756,-0.01778471097,889.5999756,-0.0287063159,889.5999756,-0.02325930819,889.5999756,-0.02560826018,889.5999756,-0.01397736091,889.5999756,-0.02746715955,889.5999756,-0.02607777901,889.5999756,-0.01777616329,
