wavelength (nm),DOMBlank1,DOMSTD30,DOM12839,DOM12858,DOM12862,DOM12917,DOM12931,DOM12933,DOM12955,DOMBlank2,DOM12964,DOM12980,DOM13069,DOM13079,DOM13138,DOM13443,DOM13600,DOMBlank3
892,-0.001597278,-0.0058359,-0.005919715,-0.020415612,-0.031668086,-0.012956222,-0.027099742,-0.024221625,-0.00969199,-0.016739169,-0.027867917,-0.020363843,-0.017384881,-0.044237498,-0.032037381,-0.031151764,-0.035036299,-0.025243076
891.2000122,0.013897881,0.016610703,-0.00486013,-0.01040356,0.011896822,-0.00238839,-0.005491171,-0.003507224,-0.00492197,0.000537181,-0.016904073,-0.007128721,-0.01000593,-0.019029515,-0.018323909,0.002622801,-0.008161505,-0.005920992
890.4000244,-0.010900854,-0.026482448,-0.025033955,-0.006587058,-0.041889466,-0.035084151,-0.024376471,-0.039676599,-0.036400691,-0.040185485,-0.018681567,-0.044011176,-0.033917245,-0.034995224,-0.037920725,-0.037991598,-0.033590849,-0.039426658
889.5999756,-0.000463991,-0.003348558,-0.004580767,5.34E-05,-0.012140598,-0.014741306,-0.013360749,-0.006883378,-0.017005345,-0.0305984,-0.017784711,-0.028706316,-0.023259308,-0.02560826,-0.013977361,-0.02746716,-0.026077779,-0.017776163
888.7999878,-0.009184236,0.003108067,-0.016043002,-0.004656118,-0.015226013,-0.017160842,-0.007850143,-0.012375292,-0.02742162,-0.028436841,-0.016114496,-0.035611849,-0.025917443,-0.025213571,-0.036549158,-0.028219014,-0.024320815,-0.022285756
888,-0.013326508,-0.016176,-0.027643295,-0.022514785,-0.026452784,-0.021621138,-0.022373144,-0.028554318,-0.032964151,-0.032436587,-0.024081029,-0.023414791,-0.022727974,-0.035381317,-0.02665952,-0.028381268,-0.02400187,-0.028615685
887.2000122,0.003120685,-0.012421984,-0.015586379,-0.011440646,-0.028381607,-0.023878697,-0.023590369,-0.025365571,-0.026800502,-0.02536186,-0.017413581,-0.017841905,-0.020666709,-0.012211377,-0.018996265,-0.018338403,-0.013310542,-0.015778432
886.4000244,0.001885037,0.003342177,-0.002798299,-0.017479975,-0.006287629,-0.008741346,-0.019075397,-0.026829608,-0.025443504,-0.009972285,-0.008660002,-0.024913125,-0.014588744,-0.009908731,-0.018722529,-0.007589741,-0.01519007,-0.02353226
885.5999756,-0.00414613,-0.009172475,-0.007987604,-0.017817855,-0.021655321,-0.019620124,-0.021642467,-0.021045873,-0.031577975,-0.016258841,-0.029350944,-0.027466916,-0.020382319,-0.018798143,-0.02400339,-0.04061693,-0.029448001,-0.032022953
884.7999878,-0.012306855,-0.008375151,-0.007244773,-0.000968297,-0.020255791,-0.02143047,-0.018466037,-0.020833584,-0.012009732,-0.028336648,-0.029556934,-0.019361984,-0.024652438,-0.023199828,-0.033694964,-0.025153821,-0.027666321,-0.024330704
884,-0.003232077,0.006777079,-0.01663938,-0.01469296,-0.007024813,-0.019820346,-0.012116935,-0.020757336,-0.009378127,-0.018808851,-0.021044392,-0.023673279,-0.024574656,-0.025957484,-0.019051863,-0.016840778,-0.01877355,-0.016745295
883.2000122,0.000322659,0.003944293,-0.005199783,-0.008449948,-0.018378155,-0.026249118,-0.026379222,-0.009645814,-0.006947019,-0.018553501,-0.027908457,-0.016095638,-0.012985768,-0.019143471,-0.020686949,-0.017002558,-0.010820217,-0.020745343
882.4000244,-0.009962823,-0.009712849,-0.014181351,-0.017405076,-0.024516042,-0.024623431,-0.029893236,-0.028663766,-0.031042313,-0.024978431,-0.020599715,-0.024478314,-0.025625929,-0.029388687,-0.027496997,-0.023295866,-0.027833102,-0.02939691
881.5999756,0.007849951,-0.003313981,0.000827041,-0.009315601,-0.001257788,-0.011836712,-0.005046596,-0.009475546,-0.019849725,-0.005599586,-0.01073229,-0.005984826,-0.003876057,-0.017660953,-0.012014416,-0.007326841,-0.01677887,-0.009685307
880.7999878,-0.014428868,-0.011646285,-0.018075228,-0.012752862,-0.01546639,-0.015391393,-0.023618858,-0.014089092,-0.021197513,-0.027376805,-0.021638526,-0.024044635,-0.021634733,-0.025135498,-0.031163087,-0.016455732,-0.032270316,-0.016003484
880,-0.004387387,-0.005557062,-0.009598467,-0.009558258,-0.02873292,-0.01532273,-0.018794226,-0.025200624,-0.031470992,-0.030346753,-0.026863579,-0.019006275,-0.021772923,-0.038757052,-0.025184894,-0.031645942,-0.026769836,-0.039073199
879.2000122,0.000691317,-0.000140228,-0.008726783,-0.005904241,-0.027784638,-0.014264223,-0.028880836,-0.027424924,-0.016071741,-0.012181124,-0.014288371,-0.019068114,-0.018845487,-0.011946476,-0.016183084,-0.0224142,-0.018783666,-0.027989576
878.4000244,0.013618986,0.002936469,0.004941997,-0.009828213,-0.008930262,0.000706044,-0.01140111,-0.015218165,-0.008307604,-0.018738743,-0.024190484,-0.016346803,-0.012856112,-0.016696526,-0.021040645,-0.021218862,-0.013296182,-0.023477428
877.5999756,0.004415556,-0.003580091,0.002608087,-0.010779109,0.000834563,-0.016375072,-0.009390843,-0.009517283,-0.014812113,-0.013672952,-0.025159879,-0.009414452,-0.010207395,-0.010323739,-0.00729706,-0.021222709,-0.016741162,-0.019963268
876.7999878,-0.000189547,-0.003646426,-0.0065533,-0.005766629,-0.020107033,-0.008284951,-0.004444221,-0.015041767,-0.00970161,-0.016399801,-0.011340236,-0.013239741,-0.019762669,-0.016728608,-0.023356706,-0.021339096,-0.013732196,-0.015704937
876,-0.001535788,-0.006824772,-0.008142655,-0.012674327,-0.013668838,-0.007402175,-0.020475324,-0.020507326,-0.020294974,-0.019938642,-0.015803393,-0.022402646,-0.028222557,-0.02212234,-0.027132815,-0.023999961,-0.025194958,-0.024913516
875.2000122,-0.007576005,-0.0174753,-0.014613124,-0.024096211,-0.021106338,-0.023145691,-0.027626097,-0.025922565,-0.029440889,-0.026465692,-0.024949593,-0.026857447,-0.025958801,-0.025376217,-0.024232985,-0.028809235,-0.026317781,-0.032303866
874.4000244,-0.004427105,-0.007721894,-0.01592279,-0.019417189,-0.018812718,-0.029436439,-0.024759891,-0.025346329,-0.022291411,-0.027417585,-0.024168987,-0.026623245,-0.028608415,-0.031540565,-0.029507019,-0.025792275,-0.024432117,-0.025451511
873.5999756,-0.007144458,-0.003878571,-0.011460866,-0.011763403,-0.012098004,-0.009529997,-0.019454863,-0.02218054,-0.012157614,-0.019935824,-0.028384613,-0.018449513,-0.020971388,-0.024577249,-0.021862039,-0.016405135,-0.022479294,-0.022717999
872.7999878,0.001278135,-0.001191707,-0.006400793,-0.008410444,-0.018452788,-0.018431949,-0.013887866,-0.016633749,-0.01871866,-0.01909918,-0.021070927,-0.023013828,-0.02252206,-0.016083065,-0.016144227,-0.02000485,-0.023505433,-0.023379371
872,-0.00386954,-0.010533747,-0.007775293,-0.015418176,-0.018653795,-0.018503942,-0.020260287,-0.021848502,-0.020220261,-0.034539651,-0.025308626,-0.022437898,-0.023272509,-0.023455994,-0.027061751,-0.022102365,-0.02853643,-0.02334027
871.2000122,0.00161788,-0.002575869,-0.006279464,-0.009032954,-0.011542645,-0.01239879,-0.014041876,-0.020060269,-0.017962083,-0.021589316,-0.018751735,-0.017691124,-0.014896465,-0.020406276,-0.018646702,-0.019736251,-0.024123492,-0.019029565
870.4000244,-0.003902841,-0.006677408,-0.01261348,-0.007470372,-0.016050238,-0.012551518,-0.017022571,-0.014683901,-0.010874801,-0.00950761,-0.018596161,-0.016382251,-0.016193908,-0.02581335,-0.018914934,-0.018245781,-0.022038987,-0.019769397
869.5999756,-0.006038797,-0.011157815,-0.011446899,-0.013994556,-0.017503446,-0.024246058,-0.015828554,-0.023127873,-0.020136245,-0.027081646,-0.025713721,-0.024000548,-0.026445817,-0.029906332,-0.024897825,-0.019857489,-0.022473542,-0.026411911
868.7999878,-0.006933823,-0.010982537,-0.008848953,-0.013865903,-0.012118899,-0.016906813,-0.018910524,-0.016546644,-0.021587051,-0.023863163,-0.024627931,-0.020528413,-0.023974681,-0.025263542,-0.025195641,-0.028891202,-0.023180442,-0.023336198
868,-0.006085971,-0.010582053,-0.011858274,-0.018208399,-0.024670536,-0.019039078,-0.020326197,-0.018335573,-0.026888544,-0.018126128,-0.020039951,-0.026776114,-0.025494426,-0.026013076,-0.027392846,-0.025546368,-0.026442213,-0.02491552
867.2000122,-0.000772061,-0.006130486,-0.006348297,-0.006227054,-0.019765833,-0.013043799,-0.011339429,-0.01529869,-0.016238246,-0.017500164,-0.018811479,-0.016994892,-0.01905429,-0.023933869,-0.018687369,-0.021494232,-0.018679386,-0.023244685
866.4000244,-0.004415318,-0.0080768,-0.008047273,-0.008447004,-0.01444875,-0.019488821,-0.0168225,-0.02058747,-0.017393436,-0.01940392,-0.018743305,-0.020605145,-0.023285512,-0.024778424,-0.021318147,-0.022822296,-0.024277342,-0.019314943
865.5999756,-0.012816856,-0.007325976,-0.013055405,-0.019807732,-0.021364972,-0.024355814,-0.018718164,-0.022145366,-0.029423667,-0.025620414,-0.024819646,-0.024473617,-0.027980402,-0.029154491,-0.029560417,-0.026521074,-0.027547631,-0.035770025
864.7999878,-0.002807763,-0.005742412,-0.010530716,-0.010789259,-0.01498015,-0.016023194,-0.021842102,-0.023245813,-0.026480891,-0.020001192,-0.019447833,-0.023072746,-0.022244785,-0.026986541,-0.028215764,-0.023614103,-0.024359241,-0.023046725
864,-0.002777877,-0.007535607,-0.008998574,-0.014917926,-0.015749374,-0.019112011,-0.020449148,-0.019381789,-0.02121477,-0.023015056,-0.023360237,-0.01989745,-0.019327719,-0.025855741,-0.020066895,-0.020234296,-0.023253812,-0.023443388
863.2000122,-0.00297326,-0.00933896,-0.010108976,-0.016818417,-0.016958049,-0.019999905,-0.020482881,-0.017193588,-0.020258211,-0.025043631,-0.020685025,-0.021607,-0.022177836,-0.029530477,-0.022110138,-0.026671059,-0.024976673,-0.027829072
862.4000244,-0.008202048,-0.00520848,-0.011078487,-0.018619474,-0.022077614,-0.018572154,-0.016185926,-0.021553157,-0.019355003,-0.02550629,-0.02114426,-0.023177302,-0.021784199,-0.02860604,-0.021754704,-0.021318443,-0.024445234,-0.023929508
861.5999756,-0.00649057,-0.009192751,-0.011582622,-0.017524531,-0.017344939,-0.021232322,-0.023035677,-0.018100852,-0.029092714,-0.023302048,-0.021720085,-0.022467002,-0.021446042,-0.026400268,-0.022713382,-0.02551166,-0.026658157,-0.026324943
860.7999878,-0.001636427,-0.005941216,-0.011144443,-0.011357687,-0.013572254,-0.016401544,-0.018040115,-0.014394562,-0.024343332,-0.0205054,-0.021043455,-0.017557496,-0.020440258,-0.024442004,-0.024959221,-0.026346089,-0.019928951,-0.021582421
860,-0.002149369,-0.005951072,-0.006755352,-0.015850568,-0.015788317,-0.018814404,-0.018102441,-0.018731255,-0.016245926,-0.023777643,-0.021220785,-0.022998264,-0.021711664,-0.027914574,-0.019850416,-0.022411546,-0.023235459,-0.025097337
859.2000122,-0.009129438,-0.008199711,-0.013626996,-0.01506132,-0.022210056,-0.022042185,-0.020943269,-0.022228602,-0.022750132,-0.026281575,-0.022576375,-0.023168122,-0.019457733,-0.028447993,-0.020057797,-0.025998496,-0.025956022,-0.02700172
858.4000244,-0.006446347,-0.007835093,-0.011316529,-0.012938231,-0.02007327,-0.01902679,-0.025923394,-0.026921244,-0.022771748,-0.021807194,-0.019297015,-0.024597552,-0.023017561,-0.027409516,-0.021837128,-0.023803227,-0.024809377,-0.024096211
857.5999756,-0.003000717,-0.005072183,-0.004814256,-0.012477224,-0.015753768,-0.020661576,-0.017320663,-0.01908947,-0.020124037,-0.019675644,-0.015715422,-0.022651812,-0.013955954,-0.022633137,-0.023391979,-0.020425687,-0.023372356,-0.019995555
856.7999878,-0.001792729,-0.007280107,-0.00886199,-0.012009682,-0.016431008,-0.016724424,-0.018271247,-0.016561046,-0.020158732,-0.021610992,-0.018381679,-0.018318402,-0.0190915,-0.026826298,-0.020915294,-0.018852131,-0.02395964,-0.026242293
856,-0.000588817,-0.003358062,-0.007593709,-0.010206838,-0.017627498,-0.013537379,-0.014731397,-0.015651304,-0.013155217,-0.021631926,-0.016501339,-0.020389974,-0.02078685,-0.020720366,-0.020217,-0.023201399,-0.022208089,-0.022763839
855.2000122,-0.005332717,-0.000523203,-0.014187765,-0.010382987,-0.01505952,-0.017097037,-0.020533253,-0.01586619,-0.019677771,-0.019235902,-0.020678902,-0.018806225,-0.019695979,-0.022820283,-0.019898439,-0.019933451,-0.022074761,-0.02231787
854.4000244,-0.004639471,-0.004692227,-0.007955938,-0.018112224,-0.018497491,-0.017827148,-0.02011079,-0.023546629,-0.021893989,-0.023589978,-0.021256972,-0.02318,-0.023040341,-0.02563813,-0.026281476,-0.025953289,-0.027940402,-0.022348458
853.5999756,-0.00428318,-0.006081223,-0.005873238,-0.011365,-0.017227525,-0.020756397,-0.017604828,-0.018668227,-0.019748965,-0.020791736,-0.01953619,-0.02510618,-0.024534635,-0.02206989,-0.024134364,-0.023690978,-0.024242239,-0.022522848
852.7999878,-0.003307251,-0.009645561,-0.012073081,-0.012782371,-0.017111074,-0.019168686,-0.018130397,-0.020035256,-0.023219803,-0.022457466,-0.027239705,-0.023166945,-0.024325319,-0.023733234,-0.024550879,-0.025123771,-0.022943415,-0.028414631
852,-0.005730609,-0.006590934,-0.011700111,-0.013691764,-0.018621705,-0.017663239,-0.020347491,-0.022608714,-0.021069694,-0.020606281,-0.02315806,-0.02396062,-0.022097345,-0.02757246,-0.02203382,-0.025418211,-0.024955263,-0.023962826
851.2000122,-0.005625856,-0.005256512,-0.007910847,-0.013233313,-0.011860894,-0.016274001,-0.017970826,-0.015984872,-0.017461127,-0.020423712,-0.018882517,-0.019627795,-0.018351158,-0.023982471,-0.021831319,-0.021538032,-0.021678865,-0.024912246
850.4000244,-0.003493717,-0.004988612,-0.009815862,-0.012208357,-0.016444566,-0.014884559,-0.018295519,-0.019011874,-0.021035811,-0.021280486,-0.019159373,-0.022775384,-0.022315657,-0.025027845,-0.024978872,-0.020938087,-0.024065845,-0.022788402
849.5999756,-0.004384722,-0.012099062,-0.013352716,-0.015619593,-0.02207043,-0.024505619,-0.018818816,-0.021886606,-0.027227208,-0.025635641,-0.025705621,-0.024059331,-0.024910094,-0.029504502,-0.026173864,-0.028597606,-0.026566075,-0.023970811
848.7999878,-0.00629416,-0.01158106,-0.01355148,-0.014760122,-0.019983292,-0.017376773,-0.023185791,-0.023953516,-0.024400648,-0.024010787,-0.022220289,-0.026294,-0.02595802,-0.029356461,-0.025463229,-0.026601138,-0.026184198,-0.026764335
848,-0.005495772,-0.009596037,-0.013389464,-0.016447108,-0.019549454,-0.016642569,-0.020685814,-0.024554646,-0.023386141,-0.024133336,-0.023507444,-0.02439086,-0.025117956,-0.028002584,-0.025651405,-0.026961727,-0.025020514,-0.02400285
847.2000122,-0.007926352,-0.007834279,-0.012208961,-0.016894413,-0.022433965,-0.021769822,-0.017876983,-0.022570869,-0.023101464,-0.026109954,-0.025036056,-0.027604042,-0.026033409,-0.026763167,-0.026723299,-0.024678901,-0.025973674,-0.025086245
846.4000244,-0.004096539,-0.008406077,-0.010392793,-0.010893937,-0.019083573,-0.01690482,-0.018347139,-0.019824846,-0.020795289,-0.022646995,-0.020007223,-0.022329476,-0.018103087,-0.022631517,-0.024571329,-0.023079569,-0.023764409,-0.021890346
845.5999756,-0.001728276,-0.007453323,-0.009796072,-0.013175408,-0.017517071,-0.020413782,-0.022072153,-0.018907847,-0.022576079,-0.024255263,-0.022873085,-0.022125931,-0.021110283,-0.027479162,-0.025071047,-0.025367426,-0.024576271,-0.024385035
844.7999878,-0.003548358,-0.006557533,-0.010837638,-0.010992734,-0.016395513,-0.018444601,-0.020391457,-0.01946318,-0.023757938,-0.023879088,-0.023331782,-0.021037586,-0.021727128,-0.02460259,-0.023211656,-0.022477426,-0.023433382,-0.026584774
844,-0.001998142,-0.008383987,-0.012318329,-0.014218681,-0.018676806,-0.02053508,-0.020493302,-0.021142781,-0.02270326,-0.022588022,-0.022826277,-0.024146559,-0.023873944,-0.028321758,-0.026078021,-0.024635563,-0.026303845,-0.02867787
843.2000122,-0.008902214,-0.009108854,-0.016058071,-0.017365532,-0.019086398,-0.023865907,-0.022526337,-0.021532318,-0.024831038,-0.02463791,-0.025101686,-0.028954122,-0.024875335,-0.028807053,-0.027585676,-0.026272949,-0.025615044,-0.029048409
842.4000244,-0.004866837,-0.006978455,-0.00921561,-0.013394333,-0.015370755,-0.017890248,-0.021501821,-0.020076038,-0.02139681,-0.020672733,-0.023697939,-0.025723821,-0.02476708,-0.025311703,-0.024214085,-0.024395118,-0.026444942,-0.025081161
841.5999756,-0.007110437,-0.005833754,-0.010460673,-0.014909372,-0.019219656,-0.019875888,-0.022503775,-0.019498672,-0.021351419,-0.026833549,-0.020903947,-0.027437611,-0.024248995,-0.022896465,-0.023880756,-0.025003018,-0.024100032,-0.027617304
840.7999878,-0.006657882,-0.008263515,-0.009914955,-0.013660109,-0.017424772,-0.019379362,-0.018395772,-0.023874139,-0.019535646,-0.022456137,-0.025423875,-0.025171751,-0.024205027,-0.027483294,-0.024084946,-0.022791645,-0.022230126,-0.026953943
840,-0.006352276,-0.010483972,-0.012016783,-0.016324615,-0.019751735,-0.020940654,-0.021670097,-0.021063481,-0.024816027,-0.027289251,-0.024405103,-0.023655925,-0.027637271,-0.029549342,-0.027373742,-0.028557517,-0.026567243,-0.029205125
839.2000122,-0.004898372,-0.006147075,-0.011665386,-0.014924179,-0.016330797,-0.015637722,-0.015417876,-0.018090772,-0.022063542,-0.022354212,-0.019699097,-0.022840127,-0.024030088,-0.02410537,-0.023051782,-0.022567036,-0.024827372,-0.024286939
838.4000244,-0.004418085,-0.008754031,-0.01028036,-0.013419332,-0.016590249,-0.021584637,-0.020620896,-0.020815967,-0.018706461,-0.02390256,-0.023199681,-0.023766762,-0.025743973,-0.028360559,-0.024740916,-0.025479829,-0.027034754,-0.028688725
837.5999756,-0.00245846,-0.010317571,-0.009573299,-0.013644857,-0.016851138,-0.020315377,-0.019864067,-0.022608615,-0.019794475,-0.022746151,-0.021982735,-0.025578585,-0.022142561,-0.027431924,-0.023122277,-0.020984905,-0.023202283,-0.027200416
836.7999878,0.000656213,-0.004475992,-0.010102855,-0.013375659,-0.015743334,-0.018500121,-0.018148521,-0.019227829,-0.019187905,-0.021379068,-0.021150177,-0.023242526,-0.022058228,-0.023937201,-0.022532677,-0.022407267,-0.021008879,-0.026339708
836,-0.003948195,-0.008464165,-0.010572251,-0.013740974,-0.018344507,-0.015908366,-0.02130612,-0.018432146,-0.02304972,-0.025359027,-0.021833584,-0.0227463,-0.023068866,-0.027776673,-0.025625147,-0.023903737,-0.026261836,-0.029101526
835.2000122,-0.006235322,-0.0084862,-0.008318016,-0.011990243,-0.016900439,-0.017141981,-0.019968953,-0.021380793,-0.022119487,-0.026760295,-0.019580882,-0.02447851,-0.023093021,-0.024744192,-0.026514499,-0.023224859,-0.02500678,-0.025442967
834.4000244,-0.003985235,-0.009015308,-0.009779621,-0.011914038,-0.017258672,-0.018351704,-0.018691435,-0.01901901,-0.022927405,-0.023017216,-0.019358616,-0.022905698,-0.023614641,-0.024255458,-0.025100807,-0.024773387,-0.024839839,-0.026399734
833.5999756,-0.007363339,-0.010497819,-0.015265802,-0.014260065,-0.020706991,-0.016342016,-0.021910479,-0.019931918,-0.021167535,-0.023685781,-0.024458105,-0.025118202,-0.021664236,-0.028356534,-0.026128335,-0.024710251,-0.026076755,-0.025699472
832.7999878,-0.007668336,-0.009431069,-0.01143404,-0.014205002,-0.018489454,-0.021789961,-0.021380793,-0.020047318,-0.023875903,-0.027042439,-0.027115501,-0.026014002,-0.025334999,-0.024892641,-0.025384372,-0.026382485,-0.024678949,-0.024875727
832,-0.006942688,-0.009141198,-0.011910512,-0.016273603,-0.018158551,-0.020843107,-0.020345662,-0.020492068,-0.026115268,-0.02576793,-0.022540396,-0.025557254,-0.025465377,-0.028524697,-0.025759488,-0.028249869,-0.027942101,-0.02775307
831.2000122,-0.003622245,-0.009751881,-0.014784892,-0.012763319,-0.017997451,-0.018218676,-0.021823391,-0.0195888,-0.020878734,-0.023195952,-0.023164785,-0.025477046,-0.024798522,-0.024873771,-0.023539862,-0.024667356,-0.024268139,-0.025802568
830.4000244,-0.004625436,-0.005969609,-0.01066233,-0.010262562,-0.016346104,-0.018272189,-0.018260127,-0.018684395,-0.019347079,-0.021466786,-0.022133017,-0.021554044,-0.022777693,-0.025287282,-0.02518338,-0.023701714,-0.023566293,-0.023320301
829.5999756,-0.000921391,-0.006911913,-0.010307308,-0.012120359,-0.013190375,-0.014644059,-0.017334988,-0.014572174,-0.018927971,-0.021926133,-0.020970697,-0.019712752,-0.023844393,-0.02708048,-0.022709303,-0.022696773,-0.024022298,-0.024273524
828.7999878,-0.004369038,-0.007289882,-0.013144217,-0.013974654,-0.017267428,-0.015435464,-0.021725256,-0.01772224,-0.022128589,-0.026046282,-0.02138656,-0.024387188,-0.023798717,-0.026533445,-0.024163404,-0.024306765,-0.023632195,-0.028727444
828,-0.006186071,-0.008563211,-0.010772342,-0.012519126,-0.018186653,-0.017633662,-0.022218371,-0.020610083,-0.020892154,-0.022318952,-0.021289162,-0.021346785,-0.024240574,-0.029142726,-0.024757592,-0.020680876,-0.023108827,-0.025414793
827.2000122,-0.004802531,-0.008982093,-0.010407249,-0.013163354,-0.014659977,-0.018060081,-0.021498865,-0.022595542,-0.02166665,-0.023064006,-0.021796459,-0.024796665,-0.021216495,-0.028940367,-0.026784975,-0.024928916,-0.024903348,-0.025338711
826.4000244,-0.000869312,-0.0006035,-0.009785391,-0.010741887,-0.017456004,-0.015699344,-0.017014306,-0.016932357,-0.021100765,-0.020598184,-0.021397945,-0.01964942,-0.022589693,-0.021770166,-0.024425071,-0.019396346,-0.022431409,-0.022503331
825.5999756,-0.00336736,-0.007513778,-0.012091408,-0.0116232,-0.017701315,-0.017500065,-0.020403558,-0.01937159,-0.021397501,-0.022793166,-0.020481251,-0.024276609,-0.02217149,-0.025035957,-0.027406991,-0.025702741,-0.023401447,-0.022966985
824.7999878,-0.002754933,-0.008914235,-0.011129659,-0.011517337,-0.016606044,-0.018592937,-0.01825561,-0.017613975,-0.019747728,-0.021679159,-0.020163676,-0.024933901,-0.022284772,-0.027570905,-0.022014085,-0.024678363,-0.024208063,-0.023645531
824,-0.005411414,-0.009553699,-0.012249832,-0.013898396,-0.018854015,-0.019171657,-0.019834144,-0.021561779,-0.024388658,-0.02572426,-0.023210038,-0.02408769,-0.02191742,-0.027685557,-0.023794454,-0.029492022,-0.026233327,-0.024605721
823.2000122,-0.00448378,-0.009726316,-0.010303617,-0.013993152,-0.017335836,-0.017282106,-0.020523278,-0.017791469,-0.019146442,-0.024852259,-0.022752931,-0.023291156,-0.023089534,-0.024029156,-0.023362642,-0.026632106,-0.021138243,-0.024719005
822.4000244,-0.002618584,-0.008297243,-0.010597615,-0.01342892,-0.015462792,-0.016919211,-0.0211486,-0.019847251,-0.020734286,-0.022018367,-0.021024071,-0.022621294,-0.021935977,-0.025884911,-0.025125872,-0.021420417,-0.025818765,-0.024546182
821.5999756,-0.005450783,-0.007796041,-0.011414978,-0.013276148,-0.015670631,-0.017291807,-0.019304493,-0.016683424,-0.019853087,-0.026790816,-0.018299837,-0.023739116,-0.0230127,-0.024793241,-0.025130857,-0.026425017,-0.027410829,-0.026478406
820.7999878,-0.005021571,-0.006465067,-0.012521842,-0.015151174,-0.015864793,-0.016689252,-0.020371351,-0.019116174,-0.021120589,-0.021924263,-0.020486042,-0.023947343,-0.025886521,-0.024748789,-0.022786094,-0.023063418,-0.026383558,-0.02704745
820,-0.005158806,-0.007765936,-0.009866272,-0.014688256,-0.017084943,-0.018527953,-0.020442333,-0.021900389,-0.021295719,-0.024463097,-0.024259619,-0.023984186,-0.024189699,-0.024243904,-0.024562228,-0.02474297,-0.026272997,-0.027183395
819.2000122,-0.005268173,-0.008469293,-0.010291939,-0.013340315,-0.019867975,-0.018454228,-0.020208005,-0.019095019,-0.021195985,-0.02514014,-0.02203697,-0.024666231,-0.021811921,-0.02600464,-0.023177302,-0.026548201,-0.025696544,-0.029111596
818.4000244,-0.00218378,-0.00681254,-0.011160691,-0.01356528,-0.015325928,-0.017282553,-0.020228514,-0.018482359,-0.021781689,-0.024260208,-0.020743171,-0.023345128,-0.022533562,-0.021731609,-0.02265186,-0.020441541,-0.022689059,-0.024841502
817.5999756,-0.001346156,-0.006639731,-0.01039532,-0.010526572,-0.016756404,-0.0152706,-0.020500017,-0.019565539,-0.020917119,-0.024320863,-0.02032437,-0.021593405,-0.023654994,-0.028172098,-0.023887908,-0.025015039,-0.02175569,-0.02567273
816.7999878,-0.003788253,-0.007641223,-0.01204599,-0.012316417,-0.016374724,-0.018806968,-0.020474585,-0.019216685,-0.022234011,-0.023637833,-0.022095673,-0.022905501,-0.023039164,-0.025399998,-0.02413407,-0.023505433,-0.026801523,-0.025776662
