wavelength (nm),DOMBlank1,DOMSTD9,DOM12030,DOM12040,DOM12051,DOM12054,DOM12087,DOM12118,DOM12292,DOMBlank2,DOM12578,DOM12612,DOM12631,DOM12687,DOM12691,DOM12692,DOM11828,DOM12017,DOM12080,DOMBlank3,DOM12173,DOM12249,DOM12538,DOM12544,DOM12561,DOM12572,DOM12575,DOM12587,DOM12646,DOM12650,DOM12664,DOMBlank4
871.2000122,-0.001198367,-0.003346092,0.002044334,-0.001379703,-0.000576098,8.44E-05,-0.005097051,-0.003813144,-0.004943059,4.78E-05,0.000660491,-0.004113361,-0.001461184,-0.001851038,0.003509551,-0.003094489,-0.002004429,-0.00109112,-0.001450141,0.001182708,0.003722598,0.002029145,0.00218147,0.005126254,0.001370752,0.001969333,0.005271573,0.003445594,0.003542485,0.003186055,0.006959276,-0.002106917
870.4000244,-0.003815812,0.001188418,-0.000919479,0.000810547,-0.003003031,0.001912337,-0.000401616,-0.003267481,-0.002782044,-0.001282411,-0.000331214,-0.002176053,-0.000218888,0.003157215,0.004767946,-0.00155957,-0.002131595,0.003103843,0.001686246,0.001234105,0.006051287,-0.000563534,0.003107545,-0.000207918,0.000218299,0.003255032,0.004437994,0.002766242,0.003571455,0.004759415,-0.000618803,0.005595788
869.5999756,-0.005393212,-0.008432634,-0.004863918,-0.009684902,-0.006766567,-0.002973415,0.000162128,-0.00234416,-0.00657997,-0.005365497,-0.003392891,-0.006484041,-0.003887961,-0.001372219,-0.004494182,-0.00423299,-0.00755601,-0.002726946,-0.007429353,-0.003978207,-0.003744883,-0.001620231,-0.00211614,-0.000659798,0.000602499,-0.005739244,0.002220913,-0.004835709,0.001860287,0.002315215,-0.000877062,-0.005553586
868.7999878,-0.005015942,-0.002518533,-0.001793039,-0.000693242,-0.001970261,-0.006183162,0.001713844,0.001591405,0.001741003,-0.003432084,-0.001167904,-0.002723088,0.001152262,0.001150186,8.04E-05,0.000359498,0.000676902,0.000354472,0.000888512,0.004673817,0.001660623,0.002692836,0.001575531,0.002876219,0.002522209,0.001860651,-0.001781438,0.006865775,0.00626682,-0.001359988,0.001306019,0.00084766
868,0.000390743,0.002978196,0.001490169,0.001614372,0.003613425,0.00154194,0.007529028,0.002889378,0.00472576,-0.000304519,0.00209833,0.00353917,0.002271548,0.00143817,0.005075809,0.005113891,0.004169916,0.007016702,0.006471897,0.002279406,0.003359733,0.007735968,0.004680882,0.004515358,0.004165368,0.006717687,0.006409552,0.00722495,0.004926838,0.006365761,0.009559949,0.005205628
867.2000122,0.000239434,-0.000451165,0.000573675,0.00540643,0.001459155,0.000106948,0.007220633,-0.0008984,0.001700019,0.002358157,0.004531523,0.000530157,0.007048035,0.005204894,0.007335956,0.005445695,0.006457499,0.003369803,0.004766455,0.004606575,0.00512264,0.003475575,0.00767128,0.003539353,0.005595735,0.007214948,0.001270061,0.007523734,0.007945511,0.007947409,0.004914428,0.007696706
866.4000244,-0.003673122,0.000294682,0.003593927,0.001623674,0.001903314,-0.003433265,-0.002420466,0.001754388,-0.002242655,-0.001578914,0.001688636,-0.001999997,0.001493727,0.002895893,0.002355736,0.002592983,0.00112989,0.001029514,0.005419168,2.99E-05,0.003933113,8.25E-05,0.004412418,0.003389212,-0.000419306,0.000508206,-0.000455303,0.005485461,0.004653513,0.002304154,0.003062052,0.005109203
865.5999756,-0.001101035,-0.003566946,0.001141932,-0.000887396,-0.00205766,-0.002661088,-0.000547454,-0.002488523,-0.001520259,-0.00285997,-0.002248423,3.62E-05,-0.003314444,-0.00378153,0.003061244,0.001013712,0.000994668,0.00041072,8.28E-07,-0.002626406,0.003510386,0.002639599,0.000980735,0.00215111,0.00150978,0.002565667,0.004241534,1.97E-05,0.004780928,0.00214778,0.000785106,-0.002558422
864.7999878,0.00121705,0.001916029,0.000419814,-0.002449142,0.003418824,0.001105806,0.000733995,-0.001277559,0.001061093,-0.001174204,0.001183357,0.001733622,0.002889665,0.00174355,0.005159285,0.000106663,0.003628773,0.002318285,0.00331184,0.002148509,0.002562047,0.004460485,0.007105972,0.004460851,0.004055352,0.006736616,0.000514296,0.005708084,0.00537967,0.003827464,0.002513747,0.0041891
864,-0.004356173,-0.001827324,-0.000581217,-0.001157113,0.001151977,-0.003498699,-0.000144523,0.001549915,0.000169016,-0.002131286,-0.003874876,-0.002611122,-0.002111606,0.00294176,0.002648193,0.002030523,-0.000649873,-0.000520979,-0.000684145,-0.001331189,-0.00216539,0.004312431,-0.000354493,0.001561657,0.001270087,0.002947441,0.004353323,0.000494652,0.003224884,0.001829976,0.002792998,0.002309359
863.2000122,-0.000381961,0.002541477,0.001668809,0.001293635,-0.001000892,-0.002216953,0.000184736,0.002234052,0.000816434,0.000162025,-0.000885122,-0.001324789,0.001647943,0.002975016,0.001680295,0.001947386,0.001322584,-0.001106147,0.003599852,0.001980462,0.001677436,0.002522704,0.004210324,0.003780277,0.000732595,0.003277932,0.003728682,0.005354327,0.005421606,0.004489098,0.003725366,0.005845831
862.4000244,-0.002168481,0.001443364,0.004004456,0.002106315,0.003112968,0.002989925,0.002794378,-0.000486797,0.002625301,0.003591004,0.001767358,0.002416565,0.002934176,0.002270377,0.00433387,0.004939746,0.002939805,0.005348352,0.006294554,0.00550819,0.00522808,0.005622351,0.003565582,0.001384983,0.004371417,0.005324216,0.000942702,0.003796258,0.006672498,0.004601422,0.00501403,0.006475129
