wavelength (nm),DOMBlank1,DOMSTD9,DOM12030,DOM12040,DOM12051,DOM12054,DOM12087,DOM12118,DOM12292,DOMBlank2,DOM12578,DOM12612,DOM12631,DOM12687,DOM12691,DOM12692,DOM11828,DOM12017,DOM12080,DOMBlank3,DOM12173,DOM12249,DOM12538,DOM12544,DOM12561,DOM12572,DOM12575,DOM12587,DOM12646,DOM12650,DOM12664,DOMBlank4
660,0.001822905,0.003598677,0.004941945,0.005158133,0.006077432,0.002855816,0.006713428,0.005281871,0.003463285,0.001440663,0.008006125,0.00243726,0.003365629,0.00629353,0.006025931,0.006217476,0.003844204,0.003780982,0.00556878,0.002240583,0.004671881,0.00521519,0.004009341,0.004369246,0.004092848,0.005111927,0.004377143,0.005927146,0.012412411,0.006617746,0.006432461,0.004773547
659.2000122,0.001529548,0.003333908,0.004281974,0.004881678,0.005781267,0.002010446,0.006463437,0.004008688,0.003144777,0.001285119,0.007510381,0.001976094,0.003496972,0.00537718,0.005589285,0.005307681,0.003477453,0.003268047,0.004727382,0.002619702,0.004647233,0.004255336,0.003517405,0.003914305,0.003961533,0.005195384,0.004122116,0.005976798,0.011906027,0.005858215,0.005868894,0.003966053
658.4000244,0.002060043,0.003023862,0.005150589,0.005488528,0.006353967,0.002545955,0.006457368,0.004425467,0.003621961,0.001141958,0.007807306,0.00224165,0.003475705,0.00503354,0.006073967,0.005391674,0.003994711,0.003461458,0.004673346,0.002547336,0.004882254,0.005011936,0.003514822,0.004474164,0.004251963,0.005122404,0.003888995,0.005789425,0.012599359,0.006176015,0.006714795,0.004270367
657.5999756,0.00203869,0.003662526,0.005309568,0.005418539,0.006161784,0.002692237,0.006370542,0.004026611,0.00380511,0.001469363,0.008100479,0.00248326,0.00338016,0.004801788,0.006329171,0.005424541,0.003818271,0.003711502,0.005112791,0.002163311,0.004717045,0.00441791,0.003444889,0.005007615,0.003998499,0.004771637,0.004478061,0.006159316,0.012795266,0.005983674,0.006558901,0.004640169
656.7999878,0.001724292,0.002994799,0.004709274,0.005116615,0.005975958,0.002948588,0.006450668,0.004514547,0.003270342,0.000971084,0.008086395,0.002228614,0.003434113,0.004603671,0.006502666,0.005659197,0.003302711,0.00385755,0.004643963,0.002133837,0.00479268,0.004342184,0.002904936,0.004161082,0.003222094,0.004571075,0.004711759,0.006473474,0.01216596,0.006264351,0.006345483,0.004316588
656,0.001917511,0.003645297,0.005126726,0.005503917,0.006572304,0.003011246,0.006401671,0.004552789,0.003719544,0.000896527,0.007997924,0.002062254,0.003182039,0.005009841,0.006382336,0.006062732,0.004030478,0.003744008,0.00493807,0.002529656,0.004584469,0.004523572,0.003712286,0.004397068,0.003935019,0.005306554,0.004417936,0.006298388,0.012337595,0.0064219,0.006882028,0.004597681
655.2000122,0.002536217,0.003685995,0.004846757,0.005321596,0.006508263,0.002842501,0.006860673,0.004432894,0.003428243,0.001495571,0.00769855,0.002502109,0.003639136,0.005163529,0.006955541,0.005941422,0.003860814,0.003781843,0.00461738,0.002360239,0.004328693,0.004977842,0.003443141,0.005216657,0.004033692,0.005465564,0.004777238,0.006093078,0.012536661,0.006663324,0.006307554,0.004049499
654.4000244,0.001800212,0.003643,0.005290937,0.005862937,0.005895631,0.002685334,0.006367862,0.004548003,0.003657514,0.001005098,0.007916485,0.001993309,0.003407892,0.005476155,0.007130918,0.005962049,0.00384282,0.003220294,0.004787183,0.002718649,0.004549258,0.004653984,0.003523799,0.004555929,0.003991263,0.005479248,0.005125757,0.005739821,0.012612843,0.006781654,0.006557824,0.004273269
653.5999756,0.002276596,0.003695942,0.005014607,0.00667531,0.006425,0.003157084,0.00699784,0.004518654,0.004220387,0.0012299,0.007882479,0.002691299,0.003438053,0.0057527,0.006885894,0.005996299,0.003908925,0.003165194,0.005140346,0.002953149,0.004816786,0.004914612,0.003655008,0.004922544,0.003992099,0.00512594,0.005023825,0.00560389,0.012780976,0.007009835,0.006822279,0.004846704
652.7999878,0.001889379,0.002898629,0.004390819,0.006246021,0.006123793,0.002404175,0.006597535,0.003692104,0.003458927,0.00143804,0.007863658,0.002315267,0.003464407,0.005198554,0.006823752,0.005396942,0.003660281,0.003281062,0.004876259,0.002470061,0.004217904,0.004628971,0.003436305,0.004954486,0.004059324,0.005575362,0.004525272,0.006174518,0.01323311,0.006463884,0.006524949,0.004456641
652,0.002490029,0.003896309,0.00550355,0.005930899,0.006901779,0.002893887,0.006841134,0.004429809,0.004322967,0.001899701,0.008136532,0.00290259,0.004130661,0.005691743,0.007506035,0.006424185,0.004272955,0.00381331,0.005205523,0.002532858,0.005169214,0.005064966,0.003820361,0.005441134,0.004308876,0.005446534,0.005091419,0.005713539,0.013479606,0.006989211,0.006778052,0.004910056
651.2000122,0.00221766,0.003990087,0.00467311,0.005972048,0.006794065,0.00282236,0.006680358,0.004227444,0.004004482,0.00135686,0.008360783,0.003085619,0.003975327,0.005236831,0.007252008,0.006440684,0.003932877,0.0031799,0.005195725,0.002674916,0.004948255,0.004496866,0.003880977,0.00489961,0.004352852,0.004833747,0.004454967,0.005862308,0.013188466,0.006741164,0.006268107,0.004530948
650.4000244,0.00223577,0.004297189,0.005384833,0.006277115,0.006839372,0.003227727,0.007231872,0.004966635,0.004510362,0.001840764,0.008625466,0.002999855,0.004889871,0.006032598,0.007764876,0.006649393,0.00430464,0.003992177,0.005417727,0.003069169,0.005433847,0.005113551,0.00402392,0.005085709,0.004346969,0.005927041,0.005051846,0.006977531,0.014167701,0.007010125,0.007636793,0.004887306
649.5999756,0.002534291,0.004729476,0.006382205,0.006783311,0.007331849,0.003835299,0.007417814,0.00543673,0.004212937,0.001943122,0.00920328,0.003411727,0.004929665,0.005878549,0.007576809,0.006643242,0.004497415,0.003904406,0.005594241,0.003301459,0.005448342,0.005454502,0.003915167,0.005394426,0.004859819,0.006321738,0.005027517,0.007057796,0.014146868,0.007649044,0.007646963,0.005257031
648.7999878,0.002198381,0.003699336,0.005723558,0.006095677,0.006882212,0.003173121,0.007311131,0.004798098,0.004040772,0.001691261,0.008480895,0.003269664,0.004091359,0.005500823,0.007530003,0.005960264,0.003710849,0.003649474,0.005323535,0.002475762,0.004245507,0.004740022,0.003895499,0.004768888,0.003838693,0.005341014,0.005187001,0.005924312,0.01375061,0.007000049,0.006749367,0.004893248
648,0.001512767,0.003139093,0.004851076,0.005596915,0.00630787,0.002329788,0.006595616,0.004326785,0.003405857,0.001502741,0.00816072,0.002259916,0.003217634,0.004929535,0.00716376,0.00528022,0.003293555,0.003314709,0.00407406,0.001746513,0.004364095,0.004594986,0.003208585,0.004400755,0.003771686,0.005021756,0.00459755,0.005728332,0.013118585,0.006208916,0.006340439,0.003883041
647.2000122,0.002166849,0.003600844,0.00569476,0.006109511,0.006554933,0.00281952,0.007269565,0.00497449,0.004039231,0.00111097,0.008500271,0.002421407,0.004079182,0.005294684,0.007479462,0.006387485,0.004103222,0.003803151,0.004470947,0.002194947,0.004747088,0.005194048,0.003894559,0.00467277,0.004210507,0.00567425,0.004721547,0.00665854,0.013335252,0.006892048,0.007037511,0.005112529
646.4000244,0.002390692,0.004086682,0.005799683,0.006350946,0.007306603,0.003346533,0.007097263,0.004572959,0.004533563,0.001806113,0.009207405,0.003012159,0.004525403,0.005592117,0.00792782,0.006215691,0.004871154,0.003947793,0.005236594,0.002710808,0.004953753,0.005979422,0.004549624,0.005299401,0.004761273,0.005951683,0.005135527,0.006760068,0.01406686,0.007454628,0.006618903,0.005078271
645.5999756,0.002084076,0.003833862,0.005949111,0.006437978,0.006821648,0.002692966,0.006800533,0.00440507,0.004515776,0.001307473,0.008552357,0.00244736,0.003870295,0.005279381,0.007603758,0.006289958,0.004568381,0.003489222,0.005174977,0.002216828,0.004509578,0.004531628,0.003968927,0.00517199,0.004319804,0.005282028,0.004899296,0.006498252,0.014034508,0.00727912,0.006221441,0.005098831
644.7999878,0.002432131,0.003919033,0.005756792,0.006941521,0.007571884,0.002855164,0.007591508,0.004697419,0.004760304,0.001703891,0.008348248,0.002836586,0.004171954,0.005448552,0.00720442,0.007037301,0.004354081,0.003827908,0.005093619,0.002681141,0.005352309,0.004914088,0.003670828,0.004962865,0.004775118,0.005520774,0.004856416,0.00628439,0.014132774,0.007418446,0.00675878,0.005028826
644,0.002022721,0.004186983,0.005395343,0.006719843,0.006917376,0.003080874,0.007247112,0.004711367,0.004467442,0.001163345,0.008154495,0.002724848,0.003715862,0.005657518,0.007199209,0.006353704,0.003965452,0.003442358,0.005306842,0.002607931,0.004399971,0.005095426,0.003661169,0.004485881,0.004157136,0.005567889,0.004549154,0.005983517,0.014078625,0.006720711,0.006771216,0.00470247
643.2000122,0.002285652,0.004075576,0.00579664,0.006476023,0.007029014,0.003070759,0.00741663,0.0049874,0.003811351,0.001371427,0.008435206,0.002903633,0.004079914,0.00528753,0.007373816,0.006460389,0.004221458,0.003305893,0.005176941,0.002831792,0.004479734,0.005054307,0.003812605,0.004923722,0.004068155,0.005065673,0.005127931,0.005638846,0.013431893,0.007311999,0.006704358,0.004175169
642.4000244,0.002102023,0.004042288,0.005803408,0.006287147,0.006730096,0.002423828,0.007580971,0.004280432,0.004072284,0.001405057,0.008947096,0.002883776,0.004084617,0.005736909,0.007466874,0.006368598,0.004125122,0.002802038,0.004866651,0.002627801,0.004876939,0.004898013,0.003895107,0.004569296,0.004321843,0.005976929,0.004760252,0.006039738,0.013909294,0.007080976,0.00716118,0.004413543
641.5999756,0.002497423,0.004496421,0.006167035,0.00679183,0.00785749,0.003366881,0.0076242,0.004624026,0.004647207,0.001546564,0.00913425,0.003461563,0.004420996,0.005709185,0.008216352,0.007098184,0.004628997,0.00359257,0.005218045,0.002955677,0.005287688,0.005202746,0.004397775,0.005178461,0.004496918,0.006447883,0.005266411,0.006586076,0.014683317,0.007654577,0.007071557,0.004971715
640.7999878,0.002802038,0.004289137,0.005914104,0.006677624,0.007901642,0.002969073,0.007935624,0.004553365,0.005230333,0.002111024,0.009244609,0.003061113,0.004484416,0.005712149,0.008058864,0.007088764,0.004462865,0.003857811,0.005361639,0.002343218,0.00518907,0.005122692,0.004339831,0.005296466,0.004518785,0.006506687,0.004898563,0.006619034,0.014252222,0.007459632,0.007277909,0.004580022
640,0.00209383,0.004061806,0.006099798,0.00697469,0.007342907,0.003102618,0.007896213,0.004757792,0.005092492,0.001579765,0.009565771,0.002738003,0.004279386,0.005987874,0.008084417,0.007221818,0.004324798,0.003751162,0.004999314,0.002292808,0.005061378,0.005103388,0.004095749,0.005305244,0.004864243,0.006078561,0.004709352,0.006453768,0.014889676,0.007404859,0.007319976,0.004478531
639.2000122,0.002840078,0.004415242,0.006709801,0.007380477,0.007645856,0.00321959,0.008043701,0.004692997,0.00476232,0.001857064,0.009352298,0.003441915,0.004796867,0.005744674,0.008645456,0.006920453,0.00506185,0.00409405,0.005734942,0.00319925,0.004810661,0.005550033,0.004410379,0.00583287,0.00481019,0.00624975,0.005669162,0.006812129,0.015145076,0.007841016,0.007779581,0.005342534
638.4000244,0.002053853,0.004006102,0.006116206,0.006653992,0.007523444,0.002396835,0.00761498,0.004655553,0.00431481,0.001698615,0.008576831,0.002880623,0.003733538,0.005259546,0.00770888,0.006345193,0.00443007,0.003744635,0.005205942,0.002440201,0.004641267,0.004652283,0.003573151,0.005104095,0.004198221,0.005744569,0.004587634,0.006180794,0.014526331,0.0072638,0.007137839,0.004394584
637.5999756,0.001705216,0.003467955,0.006329434,0.006659565,0.00727683,0.002701718,0.00739746,0.00421278,0.004432424,0.001625311,0.00874222,0.002787891,0.003740222,0.005302519,0.007812155,0.006682408,0.004660001,0.003464459,0.005030973,0.00249659,0.004612802,0.004728639,0.003700224,0.005052553,0.00443415,0.005941264,0.004680018,0.006382704,0.01458415,0.007945062,0.007253956,0.004692814
636.7999878,0.001546824,0.003641851,0.006155929,0.00664177,0.007285886,0.002928155,0.007181787,0.004273373,0.004889584,0.001351355,0.008289062,0.002713205,0.003921358,0.005331685,0.00795458,0.006901384,0.004273373,0.003659341,0.005124735,0.002048755,0.004962184,0.004687005,0.003607552,0.004643021,0.004085035,0.005807343,0.004389328,0.006304587,0.014511502,0.007634159,0.006914377,0.004683263
636,0.001671329,0.003512604,0.006102292,0.006902542,0.007146365,0.002839322,0.007295546,0.004467337,0.004339884,0.001244671,0.008529785,0.00287687,0.004200365,0.005147524,0.008011267,0.006099011,0.004265217,0.003344394,0.004704642,0.002311363,0.004077588,0.004818068,0.003696516,0.004564431,0.004033718,0.00529002,0.004687162,0.006260754,0.014518622,0.007561083,0.006994446,0.004456353
635.2000122,0.002203845,0.00391791,0.005770354,0.007026962,0.007314869,0.003383316,0.007539827,0.005097024,0.004615785,0.001896867,0.009138797,0.002806598,0.004106646,0.00516146,0.008171587,0.007120761,0.00427285,0.003388221,0.004970904,0.002542206,0.004382216,0.005025474,0.003980082,0.005042915,0.004354081,0.005522059,0.004574057,0.006592698,0.014832968,0.007717865,0.00690362,0.005141761
634.4000244,0.002270663,0.003741684,0.005767495,0.006628076,0.007514147,0.003024305,0.007151233,0.005071252,0.004590826,0.001656076,0.008858397,0.002149679,0.00411216,0.0049863,0.008048579,0.006451246,0.004230686,0.003353029,0.004867489,0.00252687,0.003770458,0.004943987,0.004155829,0.004699356,0.004292065,0.00571548,0.004442885,0.006486559,0.014581821,0.007222081,0.006741769,0.004684126
633.5999756,0.002539654,0.004363651,0.006522295,0.00724548,0.0083464,0.003191739,0.008196937,0.005023222,0.005499303,0.002220938,0.009740034,0.003232239,0.004343387,0.005722299,0.00874259,0.007799821,0.005071226,0.004237691,0.005341591,0.002881352,0.004915894,0.00554146,0.004764178,0.004946029,0.004514364,0.006446175,0.005282132,0.00666611,0.015443353,0.008272282,0.007180103,0.005329955
632.7999878,0.002171012,0.004622901,0.006183288,0.007305129,0.007723293,0.00325279,0.008067012,0.00475876,0.00524469,0.001608448,0.009621689,0.003247078,0.003912268,0.004962446,0.008414276,0.006730963,0.00502516,0.00344515,0.005076804,0.002701353,0.004652937,0.004823696,0.004049081,0.005124133,0.004214192,0.005822664,0.004901129,0.00689978,0.01514001,0.007534138,0.007027698,0.005077197
632,0.001859871,0.004528279,0.006331692,0.007659134,0.007874228,0.003558483,0.007640218,0.004780247,0.005343268,0.00170966,0.009552857,0.002938658,0.004188237,0.00501623,0.008176573,0.00673985,0.00478543,0.003643417,0.005137125,0.002963939,0.004772448,0.005307524,0.004205723,0.00474837,0.004730051,0.005640655,0.005368453,0.006846683,0.015601826,0.00755413,0.006954831,0.004902804
631.2000122,0.001750541,0.004028257,0.005715506,0.007373158,0.007625491,0.003157136,0.008120892,0.004865316,0.005294972,0.001679671,0.009825762,0.002863581,0.004577694,0.005213801,0.008777535,0.006768376,0.004477721,0.003744504,0.00457526,0.002738941,0.004672273,0.005396339,0.004227157,0.004996957,0.004793988,0.005808288,0.005412851,0.006238274,0.015568018,0.007489469,0.006972428,0.004651917
630.4000244,0.001779054,0.00353536,0.005845857,0.007062137,0.007814317,0.002552543,0.008038163,0.004467102,0.005009343,0.001344084,0.009213777,0.003189705,0.004012712,0.004763236,0.008274498,0.006416514,0.004700664,0.004224438,0.004753526,0.00243247,0.004173522,0.004508819,0.00379093,0.004451698,0.004955979,0.005066852,0.004917125,0.006195182,0.015156361,0.007195709,0.006311547,0.00461602
629.5999756,0.00247886,0.003574378,0.006144324,0.00760518,0.00820493,0.003196511,0.008455714,0.004309869,0.00510902,0.002120934,0.009562648,0.002933185,0.004392361,0.005082435,0.008395987,0.007075135,0.004993762,0.003922429,0.005082304,0.002983721,0.00462086,0.005025448,0.004352434,0.005166908,0.005148467,0.005228185,0.005150615,0.006161915,0.014875612,0.007525604,0.007075108,0.00513626
628.7999878,0.002223801,0.003953592,0.006181975,0.007550837,0.007930562,0.003365472,0.007932909,0.004342707,0.00554534,0.002251902,0.010067868,0.002525412,0.004801997,0.005316329,0.008383556,0.006983398,0.004840815,0.004052086,0.005146738,0.003495354,0.004615078,0.005030476,0.004102517,0.004766193,0.004718825,0.005654764,0.005272595,0.006246178,0.015154297,0.007655578,0.007070398,0.004991275
628,0.002546476,0.003911249,0.006052941,0.007571119,0.007799768,0.003654538,0.007975277,0.005082854,0.005846854,0.002320419,0.010174569,0.002879893,0.004827544,0.005556509,0.008594759,0.006903068,0.005314861,0.003995782,0.004770014,0.003078241,0.005072299,0.0051919,0.004428396,0.005121094,0.005426717,0.005945148,0.005023693,0.006758096,0.015448933,0.007766747,0.007318212,0.00489804
627.2000122,0.002101269,0.003601522,0.006276616,0.007957322,0.008100162,0.003491101,0.007874755,0.004824193,0.006058374,0.002205874,0.010275889,0.002756733,0.004490798,0.005674775,0.008737545,0.006634042,0.005011647,0.004173235,0.005037494,0.003313092,0.005073007,0.005213592,0.00422862,0.004975957,0.005048048,0.006330878,0.005150772,0.006580294,0.0155212,0.007577784,0.00707645,0.004473091
626.4000244,0.00215483,0.004102804,0.006669291,0.008226403,0.008397069,0.003662422,0.008617228,0.004837124,0.006028398,0.001879525,0.010089938,0.003041823,0.004571677,0.005491045,0.008647701,0.00687377,0.005231224,0.003686256,0.005399353,0.003278115,0.00501589,0.005513223,0.004299516,0.004650792,0.0049979,0.006643504,0.004952444,0.006641559,0.015810179,0.008149562,0.007016754,0.004666595
625.5999756,0.002409146,0.003809915,0.006332323,0.007992863,0.008751464,0.003636578,0.008386829,0.004887699,0.005554176,0.001992399,0.010330706,0.002959247,0.004521871,0.005433768,0.009102872,0.006700652,0.005302414,0.003385977,0.005111796,0.003414963,0.005451435,0.005476234,0.004383654,0.004486875,0.004748266,0.006196758,0.004998293,0.006260596,0.015669262,0.007662454,0.006927317,0.004884007
624.7999878,0.001977628,0.004072597,0.006046247,0.007604416,0.008473822,0.00346866,0.008272519,0.005273643,0.005606932,0.001729334,0.010312999,0.002781665,0.004170151,0.005310695,0.009030607,0.007039642,0.005128009,0.003347812,0.005551711,0.003293347,0.005307602,0.005474503,0.004208938,0.005038044,0.005227661,0.006333873,0.004616936,0.006330826,0.015301026,0.007883507,0.006714243,0.005032859
624,0.00185553,0.004196445,0.006338101,0.007748827,0.008296028,0.002636734,0.008489,0.004845631,0.005486719,0.001763147,0.009744721,0.002755014,0.004218557,0.005230385,0.008837288,0.007075924,0.004697001,0.003278714,0.005082723,0.003223346,0.005093724,0.005432851,0.00427983,0.004424474,0.005060069,0.006226772,0.004570134,0.006181135,0.015392902,0.007535771,0.006973822,0.004835187
623.2000122,0.001557657,0.004330392,0.006251982,0.007981103,0.008647146,0.003244861,0.008254342,0.005181761,0.00562222,0.00154342,0.009778237,0.002306991,0.004549389,0.00528339,0.00868887,0.007174786,0.004895133,0.003413371,0.005155251,0.003381281,0.004972291,0.005339284,0.004223001,0.00447079,0.004970118,0.006185126,0.005107893,0.006109039,0.015911775,0.008003092,0.007224897,0.004605738
622.4000244,0.001950325,0.004569636,0.006146792,0.008124162,0.008277189,0.00370863,0.008472845,0.004954198,0.005681384,0.002005817,0.010148548,0.002456081,0.004509865,0.005151453,0.008850445,0.00730039,0.005101372,0.003927157,0.005148336,0.003166445,0.004966138,0.00505106,0.004348303,0.00505999,0.005077721,0.006062732,0.005147786,0.006155561,0.01598933,0.007890281,0.007641772,0.004687895
621.5999756,0.002062228,0.004230084,0.006235595,0.007977333,0.008441752,0.00329992,0.007964782,0.004954068,0.005678525,0.001801408,0.010252883,0.002444497,0.004031157,0.005158185,0.00892305,0.007073346,0.004787053,0.003406353,0.005072247,0.002922292,0.004756745,0.004834532,0.004039231,0.004338838,0.005003923,0.00568996,0.004522865,0.005845962,0.016046083,0.00777178,0.007446228,0.004724399
620.7999878,0.001812273,0.003782052,0.005924312,0.007745849,0.00796357,0.003012341,0.007972323,0.004497023,0.005413009,0.001263415,0.009717613,0.002510571,0.004501862,0.005123583,0.008521654,0.006867695,0.004959566,0.003322691,0.004814011,0.002631812,0.004416655,0.004631116,0.003840574,0.004586274,0.004440531,0.005798581,0.004186303,0.005724896,0.015955197,0.007701897,0.006813759,0.004539789
620,0.00177791,0.004160219,0.005689278,0.007925369,0.008329459,0.003334143,0.008058995,0.004325164,0.005489813,0.001485519,0.010014514,0.00273855,0.004805347,0.004777578,0.008727931,0.007177549,0.005271311,0.00355068,0.005019137,0.002660695,0.00453359,0.005035111,0.003802969,0.004835082,0.004790795,0.005707297,0.004342263,0.005728778,0.016000019,0.008267111,0.006396364,0.004811184
619.2000122,0.002056272,0.003851621,0.006074308,0.007535534,0.008243683,0.003340873,0.008137614,0.00448133,0.005663996,0.001798652,0.010051946,0.00266007,0.004542457,0.005002116,0.009112467,0.006947334,0.005019922,0.003411493,0.004968023,0.002627749,0.004672823,0.005218334,0.004301399,0.004636793,0.004732825,0.005765317,0.004669264,0.005445773,0.016363794,0.007968342,0.006736327,0.004864688
618.4000244,0.001847107,0.004796239,0.005810727,0.008153255,0.008395723,0.003558353,0.008274815,0.005146083,0.005982336,0.002202049,0.010648905,0.002790809,0.004347335,0.005301051,0.00917002,0.007433324,0.005242568,0.003402179,0.005775575,0.003403979,0.005369187,0.005322801,0.004364958,0.00479883,0.005182652,0.00639337,0.005012328,0.006003044,0.015945233,0.008225718,0.00672581,0.004971427
617.5999756,0.002473523,0.004473432,0.006279347,0.00777879,0.008794256,0.003876824,0.008735247,0.005610026,0.006117492,0.002034269,0.010578849,0.002900089,0.004716784,0.005639344,0.008678571,0.007189366,0.005524208,0.003647829,0.005573815,0.003340351,0.005345155,0.005588918,0.004325922,0.004734239,0.005231276,0.006083286,0.005020996,0.005865771,0.016431322,0.008371918,0.007160891,0.00510255
616.7999878,0.001526691,0.00427021,0.005877395,0.008230334,0.008721882,0.003448047,0.008546311,0.0050987,0.0060116,0.001835071,0.010311859,0.002761683,0.00404281,0.00477996,0.008723415,0.007025409,0.005223783,0.003570646,0.00487762,0.002837577,0.00493409,0.005362478,0.00440188,0.00455844,0.004669709,0.005924758,0.004787262,0.005382658,0.016150286,0.007928743,0.006530021,0.005100821
616,0.002815925,0.004776793,0.0061014,0.008574032,0.009255689,0.003918145,0.009153971,0.005389813,0.006316432,0.001713818,0.010714861,0.003381803,0.004487633,0.005376001,0.009139643,0.007552154,0.005354327,0.004272563,0.005433454,0.003811038,0.005314442,0.005485671,0.004663011,0.004925136,0.004974045,0.006466301,0.005040742,0.005901981,0.016589107,0.008759389,0.007103973,0.004704459
615.2000122,0.002297258,0.004151543,0.006200513,0.008332705,0.009033831,0.003666729,0.008791059,0.005159888,0.006248568,0.001393189,0.010433069,0.002937121,0.004250029,0.005311088,0.009248628,0.007209606,0.005052998,0.004129878,0.005054621,0.003087966,0.00491435,0.00535666,0.004404625,0.00524697,0.004905632,0.006068979,0.005038097,0.005835572,0.016430892,0.008530893,0.006904435,0.004679992
614.4000244,0.002042617,0.003997977,0.006270077,0.008292625,0.008556686,0.003588211,0.008786384,0.005042601,0.005704254,0.001494922,0.010518405,0.002755796,0.004335412,0.005413271,0.009275971,0.007228319,0.004946317,0.003614156,0.004881337,0.002984555,0.004741776,0.005145062,0.004054882,0.004544262,0.005031549,0.005881882,0.004887175,0.005344133,0.016694786,0.00834809,0.007087606,0.004520772
613.5999756,0.001529834,0.003674221,0.00591972,0.008195169,0.008557584,0.003464642,0.008278456,0.004922911,0.005861914,0.001604577,0.010503341,0.002653845,0.004207135,0.004979649,0.009420172,0.007195972,0.004937389,0.002974808,0.004939457,0.002947207,0.004698178,0.004806447,0.003872907,0.004526867,0.00455946,0.005661583,0.004916942,0.005624029,0.016502758,0.008140383,0.006838057,0.004488627
612.7999878,0.001358963,0.003696229,0.00581768,0.008276741,0.008855173,0.003654486,0.008552331,0.004865473,0.005777699,0.001828026,0.010054463,0.002405945,0.004287856,0.004685932,0.009098589,0.007266538,0.004705139,0.003061374,0.004509212,0.00277536,0.004678082,0.004948517,0.003735026,0.004162258,0.005037285,0.005647605,0.004897594,0.005680177,0.016434951,0.007603389,0.006659171,0.00454455
612,0.001535549,0.003789755,0.006236252,0.008362339,0.008892875,0.003940583,0.008445078,0.005147524,0.006537247,0.002225492,0.010625136,0.002795968,0.004626459,0.005193734,0.009530101,0.007389956,0.004642105,0.003514587,0.004436556,0.002910278,0.005072535,0.005336978,0.00414974,0.004428501,0.004973365,0.006193161,0.005304301,0.005541119,0.01654893,0.008309854,0.007144891,0.004641006
611.2000122,0.001799744,0.004824847,0.006584446,0.008518645,0.00935407,0.004183925,0.009227131,0.005495396,0.006593881,0.002592879,0.010898478,0.003102252,0.004559094,0.005711965,0.009380732,0.007987721,0.005287661,0.00327741,0.005423441,0.003273055,0.00523725,0.005641206,0.00480184,0.00542289,0.005636879,0.006200119,0.005408055,0.006141882,0.017151041,0.008264683,0.007645356,0.005233084
610.4000244,0.001877238,0.004362422,0.006147527,0.008936447,0.009411442,0.003681427,0.009114371,0.005162219,0.005981995,0.002518851,0.010976019,0.00265085,0.004346289,0.00540339,0.009140542,0.007311815,0.004831339,0.003603115,0.004487764,0.003116827,0.004627113,0.005134924,0.004343988,0.004795271,0.004968416,0.006021994,0.004662618,0.005653191,0.016757656,0.008340305,0.007179497,0.004461715
609.5999756,0.00213186,0.004027708,0.006360455,0.009233027,0.009267853,0.00357015,0.008965778,0.005352152,0.006360034,0.002031096,0.010985444,0.002694086,0.004385981,0.00533234,0.008944215,0.007272487,0.004887568,0.003778814,0.004885788,0.003405049,0.005072614,0.005048493,0.00453665,0.004665156,0.004855055,0.005935202,0.004843642,0.005362556,0.016814105,0.00798018,0.007094895,0.004532308
608.7999878,0.002052474,0.003839582,0.006532859,0.008597848,0.009142445,0.003822868,0.008980181,0.005038542,0.006452665,0.002012033,0.010745161,0.002481542,0.00446276,0.005289653,0.008925904,0.007297731,0.004825868,0.003545408,0.004513449,0.003086088,0.005092309,0.005013349,0.00424271,0.004343622,0.005013245,0.005935963,0.004803855,0.005352414,0.016620789,0.008322863,0.006848471,0.004893118
608,0.001595951,0.003819159,0.006238064,0.008444655,0.009172875,0.003823547,0.008991994,0.004850291,0.005727991,0.001727904,0.010263909,0.002120102,0.004177391,0.005028119,0.008615987,0.007527764,0.00442144,0.002774579,0.004471757,0.002167734,0.004630724,0.004753605,0.003626763,0.003979063,0.004655893,0.005745828,0.004552737,0.005660743,0.016709823,0.00826281,0.006716557,0.00418544
607.2000122,0.001224189,0.003472913,0.00557426,0.007994418,0.009121984,0.003277697,0.008457034,0.004292536,0.005517418,0.001251005,0.009719703,0.001840894,0.004212806,0.004728586,0.009029708,0.006779577,0.004045893,0.002842814,0.003983948,0.002165184,0.004225771,0.004382817,0.003037522,0.003909708,0.004487006,0.005524602,0.004501862,0.005163005,0.016438635,0.007890729,0.006538824,0.004236567
606.4000244,0.001798679,0.003695315,0.006336105,0.008807014,0.009599458,0.003800436,0.009119763,0.005258656,0.006258889,0.001686687,0.010785124,0.002415316,0.004757164,0.005329615,0.008907751,0.007449519,0.004736358,0.003169392,0.004140174,0.002757645,0.004831732,0.00522732,0.003812004,0.00400618,0.005092335,0.005654266,0.005209321,0.005683062,0.016722977,0.008211445,0.007093553,0.005197166
605.5999756,0.001510533,0.003618384,0.005971156,0.008262283,0.009092985,0.003500913,0.00871874,0.004902909,0.006294659,0.001247293,0.010858611,0.00264723,0.00384423,0.004900998,0.008719401,0.007332718,0.003960149,0.003092111,0.003817671,0.002453009,0.003976032,0.004508505,0.00319925,0.003866586,0.004486666,0.0058669,0.004405122,0.005001173,0.016553016,0.008098606,0.006331351,0.004178619
