wavelength (nm),DOMBlank1,DOMSTD22,DOM11960,DOM12423,DOM12425,DOM12449,DOM12455,DOM12469,DOM12483,DOMBlank2,DOM12497,DOM12535,DOM12577,DOM13165,DOM13287,DOM13311,DOM13435,DOM12152,DOM12717,DOMBlank3,DOM12718,DOM12838,DOM12840,DOM12982,DOM12995,DOM13009,DOM13016,DOM13020,DOM13021,DOMBlank4,DOM13022,DOM13043,DOM13052,DOM13056,DOM13060,DOM13061,DOM13067,DOM13145,DOM13146,DOM13452,DOMBlank5
420.7999878,0.008719373,0.036206227,0.014453639,0.027959673,0.017067704,0.024240868,0.009635267,0.013467244,0.007867717,0.012971737,0.008008261,0.023236522,0.015940534,0.014868031,0.01828309,0.009441812,0.007555895,0.028700069,0.024032671,0.004465507,0.035462175,0.024531655,0.046729255,0.013775859,0.054698076,0.037355945,0.017173501,0.016489664,0.011035359,0.005560967,0.019798186,0.008506052,0.020520173,0.027137229,0.023502618,0.022458648,0.040918034,0.024129944,0.017584594,0.051495008,0.009948189
420,0.007953631,0.036493484,0.01315231,0.026635686,0.016303131,0.023256185,0.008597214,0.011620937,0.008383346,0.012718412,0.007836615,0.023491468,0.016086133,0.014061405,0.017354373,0.010019468,0.007697734,0.028827824,0.024973327,0.003173043,0.035702594,0.024104167,0.047434233,0.012826112,0.054661643,0.036189009,0.01731663,0.015325053,0.010675833,0.003652162,0.019848231,0.008061131,0.020424467,0.027273869,0.022748845,0.020901363,0.040669508,0.024218861,0.017350737,0.051211145,0.009247703
419.1999817,0.007823489,0.036198068,0.014081112,0.027079478,0.017560873,0.02043342,0.008909363,0.012105321,0.009405755,0.013094841,0.006749657,0.022122202,0.013938456,0.013773294,0.017229518,0.009719756,0.006778894,0.028611058,0.02436948,0.004043333,0.036332946,0.024008296,0.046563592,0.012918533,0.055117548,0.036182426,0.016402638,0.015545695,0.010917909,0.005391359,0.020052234,0.007277672,0.020652168,0.026220558,0.022471216,0.021967921,0.041026276,0.024202138,0.017567424,0.0523252,0.009275416
418.3999939,0.008880669,0.034820549,0.01361888,0.028335212,0.016700488,0.020807339,0.00890059,0.013552615,0.008274578,0.013253393,0.009232022,0.023900986,0.01616431,0.013475841,0.018105581,0.010771246,0.007681793,0.029456688,0.024808878,0.00302918,0.036440864,0.025388336,0.047312953,0.013376309,0.055797253,0.036903504,0.016716333,0.015888575,0.010527819,0.00562062,0.020058198,0.00894152,0.022190548,0.027112182,0.023118319,0.022190087,0.042594194,0.02476996,0.01780102,0.053605892,0.009047363
417.6000061,0.009078473,0.037264578,0.013456003,0.028716192,0.01584975,0.023188788,0.010326014,0.014279347,0.009491391,0.013213976,0.00850922,0.024940757,0.017684206,0.015462747,0.019439699,0.011195605,0.007907522,0.031617876,0.026672238,0.003753486,0.03779437,0.026755732,0.048962012,0.013912154,0.05717776,0.038865745,0.016559713,0.017927794,0.010750867,0.006188671,0.022187743,0.010263722,0.023011502,0.028224617,0.022942562,0.023529643,0.042643595,0.02425918,0.019397903,0.053920954,0.01083207
416.7999878,0.009717532,0.038573492,0.012661267,0.028760443,0.017016498,0.02519997,0.01092627,0.015060114,0.01130229,0.013136354,0.008521733,0.02453653,0.017438224,0.015629653,0.019727696,0.011841673,0.008524215,0.032111246,0.027241014,0.005569226,0.038962346,0.027880225,0.049865093,0.013913944,0.058867063,0.039687749,0.017417043,0.018369388,0.010508645,0.00652374,0.022413509,0.011446263,0.022451807,0.028685633,0.023259107,0.024032727,0.044108022,0.025184663,0.019741727,0.055599969,0.010286598
416,0.008910842,0.038979873,0.013325537,0.028114578,0.017184542,0.024215741,0.009575376,0.014596893,0.009505255,0.013382555,0.008402241,0.024404801,0.016659413,0.015504353,0.019379985,0.011619475,0.008633995,0.032697212,0.026686635,0.003431713,0.038994372,0.026769966,0.050233159,0.011560879,0.059511047,0.040073287,0.017773405,0.017390288,0.009780329,0.007155023,0.023127275,0.010587655,0.023445647,0.029393032,0.024522534,0.024364552,0.043369684,0.025787065,0.019954678,0.05490306,0.010189912
415.1999817,0.008994505,0.039882503,0.014291679,0.031377871,0.017637674,0.025476824,0.011260421,0.013831949,0.010783055,0.0146951,0.009211265,0.027031375,0.018981738,0.014871889,0.020971013,0.012508713,0.008853667,0.033976767,0.02904168,0.004236123,0.040209088,0.027290022,0.04974984,0.012912612,0.060733043,0.042250462,0.020089023,0.018108226,0.012318288,0.006963063,0.022216158,0.011487751,0.023679778,0.031672809,0.02564032,0.025667423,0.042879652,0.026442928,0.019127332,0.055579875,0.012025103
414.3999939,0.008625124,0.039010458,0.015323417,0.030943483,0.017858172,0.025771078,0.012060073,0.015496144,0.010392345,0.014995318,0.008255239,0.028091516,0.018903619,0.016506765,0.021723066,0.013526765,0.009552539,0.033908665,0.030092819,0.003455692,0.0411379,0.027839651,0.051580995,0.015637595,0.062767275,0.042546254,0.020255491,0.018529715,0.013097429,0.00663512,0.023315588,0.011043803,0.023753265,0.030569959,0.025805771,0.026194684,0.045049381,0.027706726,0.018902943,0.056866936,0.012542896
413.6000061,0.009031769,0.040462039,0.016132742,0.032033015,0.01812477,0.027404871,0.011861944,0.016619122,0.011303673,0.016307672,0.011214544,0.028337918,0.020029571,0.017487133,0.021762174,0.013998095,0.011216722,0.03576215,0.030948959,0.005403285,0.042303532,0.029974122,0.054179531,0.016544439,0.063137077,0.042544056,0.020514067,0.019990021,0.014939587,0.007677209,0.02444051,0.013005237,0.02586415,0.030014256,0.027279217,0.027670747,0.047443587,0.029357996,0.020392017,0.057987452,0.013833473
412.7999878,0.008106228,0.040115304,0.015431497,0.031433329,0.018862497,0.026261007,0.012100743,0.01727283,0.011102966,0.016963711,0.011530573,0.028654441,0.020241335,0.016974855,0.022585562,0.015189628,0.009786179,0.035750769,0.03176387,0.006741191,0.04220818,0.030490395,0.055803377,0.017427741,0.062185928,0.044832949,0.021012118,0.020148996,0.015503816,0.009217426,0.024926638,0.014178853,0.02629808,0.030563183,0.028084338,0.027368009,0.048443437,0.0283616,0.02124127,0.05963596,0.013219153
412,0.00806543,0.040558115,0.01352316,0.031068116,0.018156996,0.02572312,0.01145017,0.014830156,0.010796987,0.01527987,0.011758631,0.028235115,0.020987939,0.01689882,0.023200149,0.014405792,0.009107973,0.035591401,0.031602621,0.006936865,0.042684916,0.030727714,0.057396211,0.016764328,0.062449977,0.044649933,0.0213116,0.021221263,0.014287212,0.009730425,0.025551029,0.012801851,0.026940998,0.031803697,0.029822212,0.027538782,0.049682152,0.028319517,0.021196445,0.059570782,0.012095951
411.1999817,0.007875572,0.04054939,0.014458296,0.033459324,0.018014075,0.0257165,0.011244242,0.01389895,0.011416577,0.01617479,0.011079491,0.028635638,0.019141128,0.017008774,0.021380227,0.014322097,0.009147468,0.034966812,0.0316617,0.006793776,0.042960145,0.031095311,0.057167396,0.016857294,0.063866496,0.045442238,0.020660339,0.020629881,0.013152576,0.008633837,0.025744297,0.012343534,0.025593996,0.032104027,0.028623639,0.026394594,0.049135871,0.028667687,0.020868145,0.060266808,0.012939094
410.3999939,0.006431883,0.040663481,0.015009574,0.032829303,0.018062456,0.026290214,0.011914115,0.015740681,0.011180438,0.016577918,0.011202272,0.029711073,0.019308669,0.015071263,0.02376833,0.012905305,0.009296307,0.037591118,0.031553403,0.00757428,0.043801971,0.031768996,0.057753742,0.015808836,0.065429941,0.043341137,0.021162553,0.021889264,0.013262654,0.009167613,0.025524782,0.013431652,0.027734511,0.032779362,0.029812453,0.027189918,0.048870347,0.030370284,0.021741191,0.061611172,0.013910417
409.6000061,0.008097815,0.041247334,0.016637437,0.033963919,0.020829797,0.028308161,0.01361108,0.017241746,0.012365294,0.017998289,0.013927123,0.030022744,0.022043081,0.016634237,0.026359551,0.015229868,0.01135676,0.039794717,0.034133077,0.008885292,0.046781436,0.033478983,0.060281321,0.017330827,0.068974964,0.045995288,0.022220872,0.022838816,0.015190218,0.010218455,0.027875865,0.015164939,0.028338306,0.032619156,0.031859491,0.02960459,0.051567849,0.031958643,0.024562195,0.064822957,0.015059203
408.7999878,0.008962951,0.042274144,0.016545326,0.035094906,0.019835142,0.028528009,0.012627554,0.016553016,0.01282006,0.017925473,0.01248263,0.031519387,0.023113651,0.018426856,0.027643131,0.016717114,0.01188219,0.039573178,0.034949023,0.008459224,0.047744736,0.033049442,0.060244858,0.018833326,0.070159018,0.047586653,0.022527594,0.024499746,0.016073722,0.01022569,0.028722387,0.015228688,0.029040683,0.033862989,0.031072984,0.030878996,0.052988764,0.032788403,0.024685999,0.067078173,0.015443836
408,0.010699127,0.043294031,0.016271042,0.035052869,0.021429991,0.028943745,0.012608606,0.017308468,0.013477096,0.019680399,0.012486227,0.03219055,0.024069116,0.018796671,0.027691025,0.016902184,0.011829384,0.039392762,0.035450015,0.008656177,0.047222037,0.03523048,0.062264495,0.018312735,0.070378616,0.048910961,0.024517549,0.023161102,0.015373752,0.011581349,0.028318882,0.016334388,0.029330522,0.035106104,0.032396976,0.0303805,0.053571716,0.032612793,0.026483234,0.066260666,0.01571086
407.1999817,0.009292631,0.043978326,0.017224617,0.035474058,0.020221237,0.030043466,0.014322739,0.017302569,0.013260518,0.018665563,0.013420278,0.032285482,0.024479453,0.019866467,0.027197385,0.016890612,0.012627954,0.040091515,0.035550296,0.008309009,0.048283104,0.034381192,0.062965631,0.018427586,0.072949924,0.049618334,0.023994973,0.023429392,0.015963495,0.011423035,0.02850385,0.016142709,0.031222383,0.03491867,0.033273883,0.032115147,0.054783907,0.033478871,0.025669456,0.066522017,0.016516149
406.3999939,0.009243128,0.043760713,0.0162622,0.035859048,0.018424561,0.029039659,0.012988194,0.016872095,0.013446737,0.018686075,0.0129328,0.032440238,0.022154944,0.019502183,0.027270313,0.017865751,0.011239992,0.039454017,0.034248572,0.008217697,0.047809608,0.034279946,0.061073314,0.01892003,0.071245134,0.049046978,0.02143864,0.02335473,0.014461748,0.009941859,0.027978169,0.015388262,0.031290896,0.035634447,0.032131396,0.030119259,0.054390695,0.032544486,0.02494676,0.065723196,0.014839905
405.6000061,0.008863205,0.044424467,0.015658528,0.034239724,0.018728828,0.028500173,0.012489104,0.017121125,0.012480952,0.017836217,0.012201661,0.031960592,0.021702275,0.018638732,0.02659688,0.017255887,0.009737969,0.040270887,0.033336572,0.007263537,0.048348751,0.034271907,0.063026086,0.017933512,0.072187379,0.04974087,0.022938468,0.02336104,0.014053197,0.009702868,0.028419964,0.015661586,0.030674234,0.035184752,0.03407139,0.031009173,0.054409385,0.032919854,0.023581212,0.066728279,0.015742989
404.7999878,0.007690988,0.04470453,0.015474764,0.034651209,0.018526094,0.028843867,0.012817394,0.017736947,0.014012504,0.017185995,0.012029627,0.033983175,0.021664506,0.018859144,0.028192105,0.016076677,0.011173745,0.041505616,0.035223126,0.007768961,0.049372699,0.034433786,0.063888446,0.018558459,0.072224237,0.04910871,0.025726635,0.02520063,0.015537297,0.010434979,0.027920969,0.01544346,0.029808128,0.035183545,0.032814592,0.030884694,0.055794898,0.033980209,0.024474494,0.068124413,0.015706433
404,0.009368511,0.044805542,0.015418784,0.036419809,0.01995793,0.029774332,0.013284432,0.01732921,0.0129891,0.016738446,0.012115303,0.035467736,0.022007842,0.018111978,0.028790813,0.017822623,0.011385511,0.042064022,0.037663046,0.009381922,0.049769897,0.03492428,0.064291313,0.020247627,0.073153906,0.050938383,0.024870466,0.025018213,0.014772572,0.012253713,0.028831447,0.016544385,0.031037727,0.036573902,0.032782041,0.031846259,0.05502839,0.033445794,0.026568258,0.069078408,0.015487533
403.1999817,0.009114847,0.045611817,0.014872398,0.036129955,0.020097833,0.029014254,0.013436138,0.016003806,0.01133638,0.016722789,0.013590033,0.033321843,0.02295951,0.018132515,0.027366217,0.017176436,0.010210265,0.041514702,0.036068719,0.007945404,0.048539095,0.03546327,0.064390473,0.018780993,0.073490687,0.050320871,0.025045251,0.024389768,0.015537942,0.011148539,0.029906951,0.015497271,0.032399625,0.036264755,0.032646477,0.031801973,0.05566879,0.03428087,0.024511907,0.068503439,0.01575939
402.3999939,0.008079961,0.046622723,0.014632286,0.036091276,0.017600147,0.029553354,0.012556058,0.016383175,0.010297704,0.016535914,0.013421907,0.031942844,0.022623193,0.019387916,0.027321776,0.016007727,0.010906043,0.042891853,0.035397101,0.007130234,0.050634056,0.035501923,0.06587518,0.019423673,0.074971817,0.050539967,0.024791036,0.024265284,0.015516398,0.010218878,0.029627675,0.015387216,0.031269755,0.03565114,0.032300316,0.032383617,0.056144696,0.034204796,0.024949228,0.069158629,0.015498532
401.6000061,0.008184591,0.047757998,0.013347825,0.036463529,0.016741218,0.029586494,0.013610519,0.015106721,0.010504216,0.01574884,0.011252158,0.032274246,0.022714667,0.018194597,0.026617412,0.016787978,0.011635268,0.041237772,0.036895219,0.005804195,0.05245785,0.035525098,0.065783218,0.018310819,0.07494361,0.051456131,0.02409065,0.024581974,0.015873834,0.010484301,0.029847056,0.016008776,0.030464849,0.035570215,0.032569095,0.031045539,0.057276074,0.034514163,0.026120398,0.069938436,0.013552856
400.7999878,0.006217529,0.048417706,0.014485728,0.036929347,0.016632812,0.030160572,0.014616141,0.014565759,0.011307737,0.015808057,0.012582065,0.032294519,0.023283986,0.017890055,0.027237155,0.015966959,0.009413796,0.043406758,0.036240723,0.005489551,0.050845422,0.035916772,0.065373093,0.01825601,0.075502969,0.051628891,0.024003454,0.024322608,0.014908375,0.010806779,0.030511416,0.015670791,0.030156383,0.034796514,0.033131462,0.033164877,0.058103878,0.034085024,0.025160249,0.070872635,0.013182862
400,0.008655279,0.049645379,0.015709143,0.038204376,0.017748542,0.03086938,0.013809021,0.013311042,0.012112294,0.016503485,0.012177301,0.032382779,0.022987593,0.019104879,0.026696462,0.016485846,0.009795393,0.043531213,0.036575817,0.006227691,0.050417613,0.037662737,0.066316299,0.017645329,0.075656354,0.051823944,0.023380272,0.024614245,0.015131004,0.011346078,0.030210106,0.015062901,0.031091558,0.036697432,0.033864558,0.032060687,0.057123788,0.035700317,0.024759328,0.07126984,0.013935221
399.1999817,0.008895438,0.049917739,0.014699223,0.036399402,0.018416729,0.029505448,0.012292271,0.013772599,0.01231669,0.016700972,0.011354899,0.03330088,0.022367937,0.018035769,0.02679703,0.015380377,0.008883417,0.043065183,0.037178531,0.005945096,0.049495891,0.03656565,0.066123158,0.016188385,0.075841606,0.053642239,0.022091478,0.022787608,0.014452248,0.008764434,0.028315704,0.01419549,0.029819744,0.035180062,0.032113895,0.030508583,0.057801172,0.03406439,0.025736276,0.070404924,0.013429062
398.3999939,0.007781742,0.049342364,0.013960536,0.036201894,0.018120235,0.029356472,0.012632804,0.013637604,0.009769924,0.016765136,0.011510717,0.032319333,0.020764027,0.016869081,0.02569983,0.013959145,0.009141229,0.040734526,0.036727969,0.005860786,0.050535955,0.035345402,0.064828724,0.015228876,0.076014943,0.051453479,0.020800088,0.021799052,0.011808024,0.009383377,0.028884508,0.013212855,0.029211091,0.033593886,0.031518217,0.031313319,0.056159746,0.034043085,0.023400843,0.070121266,0.011469225
397.6000061,0.006989974,0.051209833,0.013619147,0.038065668,0.019174999,0.028968399,0.012624756,0.014120821,0.00936629,0.016631279,0.010272576,0.03409816,0.022478549,0.015962662,0.027615793,0.014668216,0.009435913,0.041846339,0.0364452,0.00715447,0.052114602,0.034774218,0.067609459,0.014187011,0.077571198,0.052198403,0.022391403,0.022277871,0.012359275,0.008875253,0.028668212,0.013916778,0.030613594,0.035500489,0.031330794,0.031468008,0.058968544,0.033381384,0.024285102,0.071080185,0.012767887
396.7999878,0.009300407,0.051630203,0.014615391,0.038768712,0.01882365,0.029375443,0.012051211,0.015300919,0.010739748,0.015125,0.011602352,0.034728736,0.023497507,0.015856624,0.027788624,0.014021167,0.010233535,0.04247009,0.037672222,0.00525297,0.051662214,0.03653862,0.069205105,0.016384708,0.079251468,0.05256369,0.021864219,0.024462938,0.012445015,0.009160053,0.029774277,0.015013807,0.031173568,0.036273535,0.03137609,0.032017995,0.05869386,0.034772817,0.024154518,0.071304001,0.012710122
396,0.007522654,0.051228885,0.014185433,0.039098341,0.018393612,0.029708745,0.011810099,0.015391346,0.009114238,0.014712076,0.010582748,0.033675756,0.022404896,0.015698435,0.027176386,0.014233604,0.009358725,0.04496485,0.036855005,0.004216152,0.05230891,0.036600009,0.069232307,0.015945422,0.078893647,0.051501013,0.022840589,0.022818409,0.012815874,0.008998944,0.027713539,0.015154619,0.031618014,0.034744017,0.032015625,0.031012649,0.058701031,0.034252103,0.024487751,0.074421071,0.012283376
395.1999817,0.007783192,0.051820096,0.013677406,0.038590863,0.017949564,0.030041829,0.011697703,0.014135475,0.009321168,0.013527993,0.010493582,0.032848846,0.021607259,0.015363964,0.027779378,0.014538456,0.00977191,0.044340059,0.037765197,0.003014504,0.052098226,0.036692813,0.068121046,0.016020298,0.079215206,0.053161696,0.022148296,0.021256112,0.012597547,0.008974288,0.029362759,0.014925146,0.031871997,0.034425996,0.031185111,0.03011013,0.05885319,0.034614593,0.023429856,0.073515981,0.012030132
394.3999939,0.007328664,0.05347544,0.014589638,0.039875951,0.019581521,0.030963887,0.012202114,0.015328941,0.010792051,0.014895168,0.010304914,0.034101099,0.022407321,0.016756419,0.030147919,0.015037443,0.01009219,0.045357663,0.038666576,0.003734139,0.053595554,0.03670343,0.067621745,0.01696845,0.080867775,0.052823383,0.023289232,0.021799052,0.012328913,0.008997649,0.029532628,0.013894567,0.03201114,0.03444127,0.032972299,0.030760001,0.061105762,0.035059407,0.02460145,0.074387863,0.011545514
393.6000061,0.007666011,0.052706406,0.01437336,0.039173663,0.018550705,0.030141011,0.011686003,0.013416167,0.008933065,0.013878424,0.010142081,0.032933202,0.021042658,0.015218232,0.028939733,0.014527642,0.009627326,0.0452394,0.037525807,0.003605386,0.054721154,0.036129311,0.069280766,0.015171721,0.080738693,0.053273324,0.02180085,0.020363776,0.010508248,0.008616595,0.029295212,0.013268978,0.030943926,0.03396862,0.032589521,0.030247098,0.061089374,0.034678012,0.023429666,0.074609302,0.008995746
392.7999878,0.007689118,0.053909909,0.015627531,0.039427057,0.01785329,0.030313406,0.011507049,0.013522038,0.00911667,0.014959279,0.009810803,0.034478653,0.022607977,0.015668189,0.030045047,0.015984844,0.008751015,0.047019608,0.039072424,0.004469822,0.054279864,0.036341894,0.072145596,0.016499801,0.082374647,0.054333545,0.022723941,0.022382136,0.011020331,0.008405223,0.029473919,0.012521847,0.032789104,0.037291288,0.031890355,0.030855123,0.0617107,0.035819918,0.024142532,0.077064529,0.011397044
392,0.007454996,0.054560896,0.013482971,0.040339138,0.017255187,0.0323021,0.012395657,0.01328654,0.008497658,0.014503258,0.009859206,0.036649775,0.021944506,0.015651738,0.029888483,0.015020855,0.007927741,0.046406832,0.038024582,0.005043806,0.054518342,0.037790358,0.071259834,0.016838295,0.083669201,0.055467237,0.02260874,0.022905476,0.010519837,0.007556817,0.030267803,0.014564555,0.033532109,0.036907423,0.032168332,0.029691033,0.062119767,0.037284013,0.025058305,0.077204958,0.012188775
391.1999817,0.008376141,0.055581551,0.014597375,0.041005589,0.01653976,0.032957386,0.013394382,0.013584798,0.010387042,0.015055398,0.009910846,0.036151532,0.023268692,0.016494047,0.031416774,0.016150689,0.0090545,0.04706135,0.038835738,0.003054127,0.055340488,0.03856625,0.072809182,0.016661108,0.084012821,0.056189504,0.024592465,0.023675567,0.011022137,0.008686256,0.029957425,0.013805547,0.033388596,0.035562661,0.032615613,0.031536728,0.062719785,0.038430538,0.024201125,0.078049392,0.01203479
390.3999939,0.00978655,0.057106543,0.015381531,0.040843148,0.018370116,0.032105338,0.015379948,0.015381263,0.01044235,0.016637437,0.010823896,0.03763761,0.023869917,0.016428581,0.030715046,0.016207112,0.01060129,0.048505198,0.041432481,0.004653016,0.055792574,0.040571474,0.076643586,0.015986484,0.085732467,0.055431828,0.02436113,0.023734016,0.011367867,0.009920035,0.031040089,0.014800292,0.035422996,0.039518937,0.03320159,0.032262843,0.06421946,0.037458703,0.025778385,0.079931237,0.013068083
389.6000061,0.009325452,0.056937996,0.014185968,0.041419979,0.018239031,0.033245601,0.011971375,0.013529809,0.010303536,0.015297729,0.010779684,0.036535464,0.023479939,0.017092664,0.031292956,0.014792123,0.009123676,0.048340447,0.040956318,0.004460537,0.05736262,0.038093302,0.074807756,0.016787145,0.088501945,0.055187587,0.024135964,0.02374766,0.01128558,0.009147574,0.030871408,0.013868855,0.033951126,0.038013704,0.034236472,0.031860717,0.064651147,0.037824783,0.024302131,0.080371022,0.013396998
388.7999878,0.009197887,0.058327973,0.01369958,0.040399704,0.018061755,0.03396761,0.011818051,0.015565924,0.010401863,0.016024621,0.010834857,0.036482446,0.022863345,0.017394491,0.032327171,0.016043263,0.010380281,0.04789605,0.042201731,0.00359993,0.059287615,0.04193126,0.07488203,0.016507788,0.089253552,0.056650024,0.023622101,0.02342972,0.012388731,0.009831323,0.031144923,0.014738427,0.035122693,0.038328342,0.035704028,0.033517234,0.066272095,0.036479153,0.024390316,0.081577979,0.014198913
388,0.009375071,0.059958905,0.014872344,0.040275287,0.019383261,0.034235157,0.012265988,0.01596516,0.010583279,0.01582779,0.012165507,0.036568861,0.023469308,0.017290527,0.030900259,0.016343338,0.010021216,0.049073003,0.042412918,0.004139233,0.059961699,0.040693332,0.077389292,0.018679941,0.089267768,0.059467021,0.023808606,0.025000006,0.012096457,0.010008077,0.029862639,0.015447457,0.036713965,0.03798658,0.034859538,0.032563128,0.067805476,0.040260918,0.02505496,0.082256064,0.013548236
387.1999817,0.008064849,0.060266599,0.013950191,0.041962367,0.017815342,0.034358498,0.011691374,0.01490141,0.010021799,0.016263893,0.00872323,0.037303615,0.023390133,0.017512899,0.031310596,0.015727313,0.010536307,0.050190791,0.042204898,0.004088876,0.060851011,0.04079802,0.0778566,0.017344298,0.088582851,0.058837064,0.025009384,0.025054082,0.010159941,0.010009482,0.031658944,0.015462102,0.034967851,0.037997771,0.033771295,0.033576462,0.067716062,0.038753059,0.027041513,0.08292076,0.012888133
386.3999939,0.0083986,0.061349358,0.015710538,0.04398692,0.019221535,0.03645815,0.013685447,0.016119497,0.012082137,0.015598176,0.010352312,0.039414331,0.02420523,0.018522665,0.032722697,0.016857214,0.011687039,0.0508403,0.045613974,0.005250979,0.061894722,0.041949563,0.079723582,0.018909514,0.090821244,0.060771748,0.02515416,0.025072182,0.01158773,0.010784567,0.033349544,0.015394967,0.036147822,0.040412601,0.03692653,0.034036197,0.068669684,0.039783712,0.029198881,0.08541058,0.014836049
385.6000061,0.007665642,0.060950905,0.015798608,0.042399816,0.017509449,0.035478719,0.012363776,0.014820996,0.012184941,0.013346544,0.009479829,0.037467815,0.023192339,0.01679145,0.034769282,0.017457195,0.010468549,0.052035715,0.04474806,0.003201596,0.061753996,0.041464433,0.079681039,0.017187342,0.091044784,0.061982017,0.025109947,0.023735903,0.011310553,0.009730265,0.03395801,0.015882855,0.038022265,0.038995847,0.035060275,0.033824794,0.066563383,0.041911162,0.026961161,0.08699967,0.012786788
384.7999878,0.007732516,0.062435213,0.01573075,0.043868691,0.018266998,0.036426142,0.012320418,0.014593305,0.010859567,0.014143766,0.010024396,0.038510833,0.024104467,0.01753287,0.034317903,0.017196581,0.010367873,0.053171497,0.044813316,0.003563912,0.062549613,0.042617038,0.080302283,0.018208686,0.09494853,0.060787976,0.024548993,0.0248788,0.010607444,0.009959366,0.032376755,0.014255726,0.037088979,0.039822806,0.035505183,0.034519739,0.068252735,0.041876838,0.027326519,0.088587008,0.012455511
384,0.009412448,0.064431846,0.016146094,0.046261363,0.021370139,0.038458988,0.015131835,0.016868221,0.010845845,0.016260426,0.013395931,0.042693887,0.025530877,0.018658079,0.035800491,0.019424351,0.012850482,0.056899928,0.047486268,0.005333965,0.063684002,0.045224521,0.08498846,0.02080017,0.097997248,0.062754981,0.029633855,0.026595835,0.012761409,0.013831067,0.035385951,0.01736973,0.039972976,0.041595403,0.039344691,0.036288872,0.072228305,0.042966206,0.029044697,0.090284139,0.016043369
383.1999817,0.008553439,0.062983885,0.014814862,0.044806831,0.019169724,0.036125511,0.013154845,0.016690401,0.011454847,0.014804711,0.011715946,0.042491071,0.026177637,0.017982345,0.034960892,0.019956928,0.01283651,0.054554295,0.045981158,0.00290074,0.06193383,0.043315452,0.084497005,0.017601874,0.095808692,0.062364053,0.026695525,0.027306642,0.011562182,0.011663454,0.035285313,0.015842959,0.039810151,0.041697599,0.037004747,0.03572033,0.074315026,0.042145222,0.028684223,0.09013617,0.014146761
382.3999939,0.009513272,0.065981358,0.016000073,0.045487367,0.017359573,0.03616574,0.013938001,0.015955117,0.012462784,0.015632685,0.012760263,0.041712787,0.02708102,0.018652188,0.035688542,0.018390073,0.011622825,0.056835189,0.046320513,0.005108417,0.06318333,0.045393411,0.084472977,0.01985766,0.097796015,0.065630451,0.026121415,0.025582382,0.011275697,0.012214733,0.034783304,0.016175702,0.040270206,0.041038223,0.038833529,0.037425715,0.073319614,0.042070411,0.027914869,0.08970651,0.014658202
381.6000061,0.010484857,0.065177575,0.017909585,0.045853145,0.019153329,0.037389997,0.013653364,0.016861547,0.012471494,0.015548646,0.011224001,0.04216034,0.027265269,0.019554902,0.038244799,0.019229842,0.013718681,0.056599092,0.048289556,0.006928159,0.065710515,0.045985214,0.086688943,0.019781172,0.097214594,0.065105185,0.026666293,0.027148638,0.011978826,0.011495858,0.036359768,0.018363906,0.041569792,0.042714193,0.038985312,0.037862346,0.075586878,0.04397741,0.029641366,0.093903013,0.014491991
380.7999878,0.008371892,0.062381119,0.016278028,0.044922505,0.016894244,0.034473356,0.01407777,0.013535898,0.011082678,0.013670487,0.010683182,0.042483963,0.024704659,0.017136473,0.034926917,0.018039493,0.011152762,0.054460939,0.046670537,0.00527173,0.065423802,0.0455519,0.085195974,0.018649513,0.099509768,0.064337336,0.025517892,0.026869971,0.008893748,0.009557408,0.03467305,0.015719771,0.038872566,0.041522905,0.038448807,0.036524795,0.073451318,0.042527471,0.028696584,0.092906229,0.013360878
380,0.010344253,0.068330437,0.018322213,0.048863102,0.021765631,0.040063635,0.016494369,0.016616566,0.012528881,0.017649049,0.012961042,0.044392727,0.025925973,0.019790465,0.041135993,0.020549376,0.015202361,0.060398541,0.052057575,0.007662849,0.067356251,0.048938923,0.090492733,0.021687934,0.104036287,0.068960063,0.029770451,0.02880705,0.013932656,0.011078429,0.038055945,0.01755772,0.042542029,0.046609495,0.041969296,0.038363799,0.078547098,0.046377771,0.03418253,0.098176479,0.016314715
379.1999817,0.007543251,0.068150572,0.01502131,0.048273761,0.021609599,0.039348744,0.013445723,0.016301733,0.011376344,0.014794935,0.010156894,0.043221511,0.025079394,0.018142367,0.038156211,0.01929971,0.015015602,0.060145102,0.049281321,0.004950507,0.069858655,0.047217391,0.088066347,0.020909512,0.103647143,0.068122953,0.026963584,0.028636966,0.011237202,0.011613864,0.037547089,0.019014893,0.04217175,0.043792348,0.041269366,0.038967613,0.077674083,0.044955116,0.033088464,0.097432926,0.016199401
378.3999939,0.006259782,0.068946414,0.015742265,0.048253194,0.019714585,0.038024612,0.01482879,0.015285501,0.012954695,0.013290517,0.008601729,0.043214191,0.026532624,0.01575939,0.038524017,0.019087406,0.012212683,0.061377622,0.048482217,0.003962134,0.069081023,0.047372248,0.089725479,0.017924314,0.1048031,0.066218816,0.026907122,0.026701609,0.010415119,0.008779674,0.035447598,0.015394833,0.039265372,0.043783758,0.03895456,0.037223514,0.07713186,0.044455178,0.032274719,0.095358975,0.0147369
