wavelength (nm),DOMBlank1,DOMSTD22,DOM11960,DOM12423,DOM12425,DOM12449,DOM12455,DOM12469,DOM12483,DOMBlank2,DOM12497,DOM12535,DOM12577,DOM13165,DOM13287,DOM13311,DOM13435,DOM12152,DOM12717,DOMBlank3,DOM12718,DOM12838,DOM12840,DOM12982,DOM12995,DOM13009,DOM13016,DOM13020,DOM13021,DOMBlank4,DOM13022,DOM13043,DOM13052,DOM13056,DOM13060,DOM13061,DOM13067,DOM13145,DOM13146,DOM13452,DOMBlank5
668,-1.34E-05,-0.00289232,-0.006944421,-0.010023436,-0.012823943,-0.01547918,-0.017484352,-0.018766658,-0.021066537,-0.019348565,-0.023456387,-0.024660265,-0.024126969,-0.024340443,-0.025957581,-0.025926612,-0.026608199,-0.024678459,-0.025686735,-0.027964529,-0.024901247,-0.026193459,-0.024554206,-0.028336454,-0.024596183,-0.026116733,-0.028026272,-0.027482128,-0.028202228,-0.028926756,-0.026372449,-0.027561091,-0.028213533,-0.025785347,-0.027586697,-0.026508898,-0.026377371,-0.028512044,-0.028324183,-0.025480416,-0.027526397
667.2000122,4.64E-05,-0.003672095,-0.007473069,-0.011195658,-0.013348399,-0.016364055,-0.017264692,-0.018383415,-0.020000003,-0.019780625,-0.022417838,-0.023565656,-0.024247918,-0.024310289,-0.025133349,-0.026012929,-0.025035176,-0.024676993,-0.026112637,-0.027863838,-0.024150377,-0.026384337,-0.024417387,-0.028676318,-0.024367562,-0.025423827,-0.027765455,-0.027948024,-0.02820315,-0.027759288,-0.025610408,-0.027678952,-0.027435618,-0.025845986,-0.028265392,-0.02514229,-0.026129894,-0.028981194,-0.02757732,-0.024615603,-0.028221246
666.4000244,-0.000524806,-0.003673789,-0.009025957,-0.010946998,-0.013792534,-0.015904773,-0.017476097,-0.018930251,-0.021112848,-0.02121265,-0.023641216,-0.023775633,-0.024674693,-0.024531553,-0.025530308,-0.026939394,-0.02583462,-0.024650481,-0.025917102,-0.027628575,-0.024008434,-0.026246924,-0.024568003,-0.027891027,-0.025401657,-0.025899298,-0.027878501,-0.028712034,-0.028684363,-0.02898594,-0.026743453,-0.028378407,-0.028400423,-0.026949612,-0.027917244,-0.026896719,-0.025771199,-0.030181756,-0.02788889,-0.024331143,-0.029289002
665.5999756,0.000445959,-0.002581788,-0.007636493,-0.010098556,-0.012526168,-0.015286095,-0.016428316,-0.018047068,-0.020728461,-0.019657286,-0.022037756,-0.023463694,-0.023086049,-0.023471935,-0.024933804,-0.025273751,-0.024852894,-0.023889771,-0.02536816,-0.026824011,-0.02396013,-0.026330497,-0.023901775,-0.027324207,-0.024854751,-0.024444843,-0.0268299,-0.027397804,-0.027785754,-0.026723541,-0.025641888,-0.02748616,-0.026715947,-0.025850277,-0.026769495,-0.025760416,-0.026193311,-0.02816356,-0.027487716,-0.023969978,-0.028178697
664.7999878,0.000585314,-0.001839387,-0.007995229,-0.010282079,-0.013003253,-0.015150424,-0.016858857,-0.018489851,-0.020838864,-0.01966466,-0.022754652,-0.023584485,-0.024178438,-0.023976004,-0.025314584,-0.025197595,-0.024294185,-0.023886537,-0.025184747,-0.026923385,-0.022975039,-0.026611801,-0.024159878,-0.027873596,-0.024100816,-0.024716511,-0.027824409,-0.028049568,-0.028723471,-0.027879035,-0.027222881,-0.02692976,-0.027562888,-0.026335176,-0.027064232,-0.026587941,-0.026470954,-0.028491825,-0.027378604,-0.024667406,-0.028143374
664,0.001568334,-0.002025454,-0.007009327,-0.010148073,-0.011686906,-0.01561295,-0.016980354,-0.018421577,-0.02007683,-0.019279584,-0.022271542,-0.023093805,-0.023630381,-0.023299791,-0.024203362,-0.025425145,-0.023756811,-0.023763968,-0.024982879,-0.027322359,-0.0227575,-0.02590486,-0.023922503,-0.026886791,-0.023608267,-0.024418561,-0.027052363,-0.027227208,-0.027543744,-0.027203722,-0.027110394,-0.026833549,-0.026723299,-0.0264956,-0.027245685,-0.025494719,-0.025855936,-0.027787941,-0.026676074,-0.02425159,-0.026846934
663.2000122,0.000399138,-0.001910731,-0.007688427,-0.009316766,-0.012838168,-0.016599717,-0.016769456,-0.017512547,-0.020001635,-0.018861253,-0.022560008,-0.023247335,-0.023264658,-0.022747086,-0.023971986,-0.025053112,-0.024028471,-0.023035923,-0.025302375,-0.027330818,-0.02309837,-0.025223438,-0.023091499,-0.026077924,-0.023527356,-0.025035126,-0.026795246,-0.027924575,-0.027339228,-0.027885638,-0.026745692,-0.026704896,-0.02764344,-0.025348771,-0.026606055,-0.025381882,-0.024567025,-0.027686965,-0.027203429,-0.024052424,-0.026569191
662.4000244,-0.001666031,-0.004204636,-0.008179186,-0.011193942,-0.013949387,-0.017905699,-0.018105172,-0.019345544,-0.021651331,-0.020169359,-0.024638496,-0.024168398,-0.02525055,-0.024834804,-0.025507852,-0.027368005,-0.025871594,-0.024568198,-0.025918759,-0.028200191,-0.024685845,-0.02616314,-0.024264174,-0.028516212,-0.025229055,-0.026129309,-0.028758554,-0.028544864,-0.029270031,-0.029259674,-0.027383804,-0.02803559,-0.028313125,-0.027198032,-0.027756713,-0.027682982,-0.026603134,-0.029288953,-0.027744764,-0.024853285,-0.028481789
661.5999756,-0.001641069,-0.003485089,-0.00887599,-0.010598524,-0.013428317,-0.016109906,-0.017074391,-0.019180525,-0.021217976,-0.019166209,-0.023681711,-0.023049474,-0.024001626,-0.023540156,-0.025132762,-0.026298387,-0.026127407,-0.025180936,-0.025976015,-0.028657805,-0.024211491,-0.026563056,-0.02377926,-0.027820088,-0.024526807,-0.025601573,-0.027706444,-0.028587911,-0.029458644,-0.028932858,-0.026805321,-0.027920254,-0.02790802,-0.026172254,-0.027143419,-0.027877141,-0.026777089,-0.028457254,-0.027683176,-0.023823615,-0.027894037
660.7999878,-0.000134069,-0.002309297,-0.007836466,-0.009841675,-0.012528532,-0.0152692,-0.016886197,-0.018649034,-0.021086069,-0.019020299,-0.023475025,-0.022583108,-0.023478115,-0.023476349,-0.024836613,-0.026274264,-0.024607776,-0.024126381,-0.026057301,-0.02743168,-0.023772545,-0.026591983,-0.02451795,-0.027501615,-0.023728184,-0.025164228,-0.027768563,-0.027999915,-0.02793715,-0.028154923,-0.026488878,-0.027329894,-0.027664086,-0.025323864,-0.027119586,-0.026682451,-0.026263835,-0.028599788,-0.027550012,-0.023907704,-0.027675696
660,0.000189889,-0.002563877,-0.007590962,-0.010239353,-0.011656465,-0.014529417,-0.017434521,-0.018820701,-0.020936657,-0.019579595,-0.023055758,-0.022868419,-0.023694409,-0.023744067,-0.025100464,-0.025010251,-0.024304219,-0.024222996,-0.025786078,-0.027897775,-0.024149252,-0.025998935,-0.023710979,-0.027110247,-0.023067148,-0.024825757,-0.027376659,-0.028840531,-0.027754091,-0.027543357,-0.025753535,-0.026748028,-0.026771685,-0.025726115,-0.027021473,-0.025446726,-0.025735678,-0.027527612,-0.026897108,-0.024853773,-0.027031105
659.2000122,-0.000736452,-0.002280149,-0.008250715,-0.010322778,-0.012550009,-0.015361111,-0.017346332,-0.018246278,-0.021073639,-0.02019313,-0.02240363,-0.022870975,-0.023311468,-0.023646412,-0.025015773,-0.024937764,-0.024391789,-0.023779212,-0.02430887,-0.027777061,-0.024396783,-0.025594009,-0.023712449,-0.027229007,-0.023471739,-0.024545938,-0.026322994,-0.027515026,-0.027790999,-0.028634202,-0.026101179,-0.026714731,-0.027007218,-0.025490619,-0.025502726,-0.025655797,-0.02506699,-0.027677834,-0.028066456,-0.02411595,-0.027039131
658.4000244,-1.69E-05,-0.002804626,-0.008237761,-0.009615735,-0.012271626,-0.015789365,-0.018295966,-0.018944921,-0.021130551,-0.020592606,-0.023168024,-0.022797735,-0.022927994,-0.023792494,-0.02430089,-0.025690103,-0.025162127,-0.023585418,-0.025681514,-0.027716206,-0.023543736,-0.025931343,-0.024008043,-0.028132601,-0.024536395,-0.024645051,-0.027666321,-0.027301308,-0.027891707,-0.028088054,-0.026396031,-0.027940353,-0.026796754,-0.02478439,-0.027221275,-0.026089625,-0.025439646,-0.028702004,-0.027880831,-0.02556809,-0.027727669
657.5999756,0.000254456,-0.003171074,-0.007629218,-0.008969567,-0.01188195,-0.015860202,-0.01688789,-0.017724277,-0.020030508,-0.018703735,-0.021366846,-0.022303412,-0.022896072,-0.023583947,-0.023610914,-0.024762336,-0.024333443,-0.023405273,-0.024259914,-0.027274033,-0.024168398,-0.024891224,-0.023100875,-0.026711663,-0.02474121,-0.023177104,-0.026418295,-0.027619928,-0.027570371,-0.027783861,-0.025467038,-0.026438268,-0.026406456,-0.025131736,-0.026780302,-0.025216404,-0.024794171,-0.027546952,-0.02672768,-0.024854703,-0.026093915
656.7999878,0.000496103,-0.001857688,-0.00686651,-0.008742919,-0.011904266,-0.014646863,-0.01612971,-0.017047361,-0.01980135,-0.018914439,-0.021648524,-0.021775041,-0.022378307,-0.022759711,-0.023644304,-0.024992801,-0.024636246,-0.023105931,-0.023789063,-0.027207321,-0.023075396,-0.024719201,-0.022244096,-0.026766963,-0.023640089,-0.023892466,-0.026188193,-0.026442505,-0.026950147,-0.026818365,-0.025312923,-0.02749311,-0.026128188,-0.024951842,-0.025647158,-0.025512099,-0.025256362,-0.027274275,-0.026928786,-0.023174012,-0.026167428
656,0.001012129,-0.00068032,-0.005843766,-0.008421158,-0.010942252,-0.013499689,-0.015861498,-0.016479958,-0.018684493,-0.017951354,-0.020872962,-0.020768145,-0.022321312,-0.021493001,-0.022604389,-0.023863016,-0.023124142,-0.021495169,-0.023345176,-0.025345597,-0.022599917,-0.02417971,-0.022972878,-0.025502188,-0.021739785,-0.023355478,-0.025203116,-0.024961226,-0.02634765,-0.026315538,-0.024434613,-0.025402635,-0.025823692,-0.023043534,-0.024606504,-0.02380798,-0.023959689,-0.026474362,-0.025518592,-0.02308055,-0.025383689
655.2000122,0.000655176,-0.001520001,-0.007165185,-0.009126649,-0.0111342,-0.015002658,-0.016712019,-0.017096242,-0.019209106,-0.018410115,-0.022052716,-0.02226018,-0.022212172,-0.02280874,-0.023243507,-0.025631394,-0.023825575,-0.022833988,-0.023254009,-0.026689561,-0.023310537,-0.025252406,-0.022700654,-0.025976112,-0.022327164,-0.024109632,-0.026540896,-0.025902128,-0.026933262,-0.027182616,-0.025261344,-0.026846642,-0.025707377,-0.02381249,-0.025306135,-0.024701644,-0.024432853,-0.027231,-0.026597241,-0.022734901,-0.026042333
654.4000244,-0.000562035,-0.002495935,-0.007136615,-0.009244703,-0.012185655,-0.015193569,-0.016569268,-0.017756831,-0.020145636,-0.019359557,-0.022517538,-0.022607731,-0.022271689,-0.02241238,-0.024115607,-0.025227591,-0.024999497,-0.02301049,-0.024729814,-0.026570555,-0.023156097,-0.025629833,-0.022716329,-0.026220119,-0.023650581,-0.024456734,-0.026216073,-0.027207369,-0.027873451,-0.027592527,-0.026585506,-0.026558673,-0.026276555,-0.02471705,-0.026912047,-0.026084214,-0.025428856,-0.027841307,-0.026790377,-0.02339399,-0.027304176
653.5999756,-0.00134884,-0.002030144,-0.007870989,-0.009380102,-0.012529639,-0.014579833,-0.01683276,-0.017726762,-0.020701857,-0.018546557,-0.022304444,-0.022048583,-0.022791104,-0.023031799,-0.024260843,-0.025551591,-0.024326492,-0.023159631,-0.024756467,-0.027188307,-0.023987517,-0.025469625,-0.022911688,-0.025910469,-0.023622781,-0.023962189,-0.026302967,-0.026839633,-0.02813003,-0.027612301,-0.025990937,-0.026329815,-0.026780447,-0.024740428,-0.025687272,-0.026240297,-0.025583368,-0.027810279,-0.026806099,-0.023304895,-0.027475324
652.7999878,0.000582022,-0.001070772,-0.007688377,-0.008603006,-0.01136268,-0.013642951,-0.015516797,-0.016268866,-0.018660391,-0.017561326,-0.021206142,-0.020991614,-0.021656996,-0.021822112,-0.022198055,-0.024128536,-0.023480764,-0.022597509,-0.023320546,-0.025979234,-0.022342261,-0.024031753,-0.021828167,-0.025882375,-0.022146547,-0.023140047,-0.024916254,-0.025548125,-0.026708255,-0.026082898,-0.024775589,-0.025437206,-0.025546661,-0.024216436,-0.024954187,-0.024061387,-0.02397326,-0.026146322,-0.026267685,-0.022173163,-0.026775969
652,0.000248395,-0.00267848,-0.007077789,-0.008576358,-0.011863765,-0.014579083,-0.016284125,-0.017113015,-0.019329203,-0.019501492,-0.021929184,-0.022053847,-0.022660362,-0.022235783,-0.023390261,-0.024615897,-0.023778867,-0.022853144,-0.023627145,-0.026973696,-0.022443257,-0.024920996,-0.021998977,-0.026416929,-0.022958441,-0.023748821,-0.025676487,-0.026530279,-0.027252056,-0.026853407,-0.024821896,-0.026418732,-0.026086602,-0.024626903,-0.024965381,-0.025130173,-0.023724558,-0.026762193,-0.025960069,-0.022624882,-0.027022056
651.2000122,-0.001030333,-0.003259877,-0.007396729,-0.009753551,-0.012664119,-0.015063571,-0.01668711,-0.018262062,-0.020578187,-0.019432338,-0.022649895,-0.022878243,-0.022829518,-0.022268049,-0.025327234,-0.024984982,-0.024433929,-0.023239287,-0.024746737,-0.027811443,-0.024254136,-0.025545636,-0.023261467,-0.026666384,-0.023264067,-0.024217708,-0.026982358,-0.027162531,-0.027522899,-0.027896367,-0.026043454,-0.026699493,-0.026539873,-0.02453801,-0.026900416,-0.025171164,-0.025089225,-0.027151881,-0.026527552,-0.023178184,-0.027030667
650.4000244,-0.000546109,-0.002975163,-0.00637299,-0.008570774,-0.011627232,-0.014231508,-0.016132304,-0.016166424,-0.01933158,-0.018598393,-0.022619672,-0.020454483,-0.02161306,-0.02129153,-0.023500774,-0.023390312,-0.023335313,-0.022150828,-0.023668034,-0.026282012,-0.02247772,-0.024592757,-0.021664286,-0.025002431,-0.021789715,-0.022822641,-0.025462789,-0.025525671,-0.025633395,-0.026890343,-0.024807421,-0.025750559,-0.025994936,-0.024472687,-0.025505411,-0.024615016,-0.024050122,-0.02652872,-0.025726408,-0.022448124,-0.025987817
649.5999756,-0.000310883,-0.001953305,-0.006365133,-0.008205808,-0.011262808,-0.01424724,-0.016150013,-0.016938331,-0.019880833,-0.018879147,-0.021660395,-0.021361128,-0.021857806,-0.022029636,-0.023513036,-0.024865216,-0.023405176,-0.021689454,-0.023248512,-0.025502188,-0.023977082,-0.024706779,-0.022513557,-0.025930466,-0.022108663,-0.02302134,-0.025540218,-0.025705522,-0.02568371,-0.026727047,-0.024335451,-0.025961483,-0.026253017,-0.025894618,-0.025727872,-0.024416456,-0.024321843,-0.027327852,-0.026810771,-0.022609647,-0.02620228
648.7999878,-0.000736969,-0.002519253,-0.007956649,-0.008648075,-0.011109978,-0.014785793,-0.016830171,-0.017463265,-0.020109406,-0.018815743,-0.022016251,-0.0224672,-0.022104185,-0.022660265,-0.02326294,-0.025369624,-0.023651756,-0.022649109,-0.023277907,-0.027043462,-0.023422884,-0.025011081,-0.022828929,-0.025837155,-0.022842387,-0.023099205,-0.025622122,-0.02634,-0.02663425,-0.027304906,-0.024867171,-0.026908446,-0.026320606,-0.025313217,-0.025490569,-0.024473127,-0.023440298,-0.0275125,-0.025954118,-0.022829764,-0.026292587
648,0.000703633,-0.001792007,-0.007027208,-0.008549709,-0.011426123,-0.014207958,-0.015510254,-0.017616957,-0.019999608,-0.018813066,-0.021672659,-0.021739686,-0.022505742,-0.022255458,-0.022618493,-0.02503019,-0.02388737,-0.022281967,-0.023936711,-0.026167186,-0.022714414,-0.024526758,-0.021277431,-0.025321813,-0.022824705,-0.023275355,-0.025142582,-0.025275022,-0.026969854,-0.026562179,-0.024497153,-0.025745729,-0.026406944,-0.024812361,-0.024589578,-0.024509925,-0.024424827,-0.026937399,-0.026156072,-0.022294115,-0.026135745
647.2000122,-0.000821361,-0.002722985,-0.009048369,-0.00857986,-0.012426613,-0.014786043,-0.01591775,-0.017638234,-0.020319628,-0.019612702,-0.022917926,-0.022176508,-0.023405666,-0.022815077,-0.02349077,-0.024916498,-0.024716169,-0.023353467,-0.023955721,-0.027353181,-0.023015695,-0.024444843,-0.022040021,-0.026508898,-0.022152303,-0.023728969,-0.026459653,-0.027215101,-0.028173652,-0.028970782,-0.024640551,-0.026132088,-0.026243122,-0.024922561,-0.026465449,-0.025581611,-0.024617707,-0.027148817,-0.026310764,-0.023276925,-0.026788138
646.4000244,0.001420821,-0.000962925,-0.007387415,-0.008105968,-0.011461724,-0.013442974,-0.015469687,-0.016813237,-0.018987393,-0.018547449,-0.022304395,-0.020439319,-0.02168113,-0.02174397,-0.023178773,-0.024176529,-0.024081714,-0.022396253,-0.023214847,-0.025939489,-0.022700507,-0.023925638,-0.021484427,-0.024942309,-0.021534881,-0.022691369,-0.024684379,-0.026506705,-0.026784586,-0.027205715,-0.024496127,-0.02540786,-0.025969237,-0.023831211,-0.02493356,-0.024204342,-0.023212884,-0.026378345,-0.025548272,-0.022477375,-0.026313005
645.5999756,0.000194603,-0.002147308,-0.007280972,-0.008493714,-0.012180268,-0.01428281,-0.015391043,-0.017948572,-0.019068709,-0.018406641,-0.022264656,-0.021142239,-0.02318378,-0.022522798,-0.022809427,-0.02495805,-0.024315577,-0.023033125,-0.02400187,-0.027220013,-0.023114374,-0.025544612,-0.022733869,-0.026238102,-0.022224862,-0.023596695,-0.026492532,-0.027437465,-0.027083106,-0.027667584,-0.025676878,-0.025893983,-0.026399342,-0.02481324,-0.025286011,-0.025979575,-0.024479,-0.027800761,-0.026082458,-0.022918172,-0.027257696
644.7999878,0.000879174,-0.001373458,-0.007436529,-0.008987316,-0.011059158,-0.015088473,-0.015862847,-0.017194185,-0.019276761,-0.018245682,-0.021433426,-0.02146038,-0.022940909,-0.022295542,-0.022904273,-0.025027845,-0.024514819,-0.023099057,-0.024281552,-0.026978513,-0.022619624,-0.025345841,-0.022447387,-0.025453953,-0.022286443,-0.022861937,-0.025185626,-0.026106982,-0.02692431,-0.027062578,-0.024688879,-0.025865838,-0.025733385,-0.02407907,-0.024843801,-0.024607042,-0.023903785,-0.027070314,-0.025214791,-0.021936765,-0.026740823
644,0.000257694,-0.001051663,-0.007443756,-0.009518348,-0.011338823,-0.014803356,-0.015803544,-0.016844712,-0.020058589,-0.01879378,-0.022473689,-0.022267753,-0.022107039,-0.022479147,-0.022473738,-0.024786396,-0.024452966,-0.022166373,-0.024409018,-0.027470222,-0.023424797,-0.025055164,-0.022339901,-0.026051937,-0.022534743,-0.023178674,-0.026146663,-0.026854819,-0.026925186,-0.026977345,-0.024596866,-0.025789883,-0.026262861,-0.023734754,-0.025120791,-0.025464011,-0.024559245,-0.02696489,-0.026148954,-0.021842593,-0.026757618
643.2000122,0.000412689,-0.000626816,-0.00721188,-0.008468582,-0.011299834,-0.014104929,-0.015838237,-0.017487831,-0.02082712,-0.01798404,-0.022236226,-0.021589957,-0.022156436,-0.02240127,-0.022767965,-0.024500335,-0.024527099,-0.022822149,-0.023512838,-0.026965328,-0.02312159,-0.025119325,-0.02188818,-0.025741288,-0.022557303,-0.023120362,-0.026143884,-0.026711907,-0.027210481,-0.027431779,-0.025630418,-0.025874278,-0.025746316,-0.023632685,-0.025049545,-0.025145808,-0.023569776,-0.027098622,-0.02565038,-0.022271393,-0.026184391
642.4000244,-1.85E-05,-0.00141882,-0.007221657,-0.009706166,-0.011689023,-0.014933283,-0.016311601,-0.01743238,-0.020428404,-0.019080056,-0.022762267,-0.021620203,-0.022364587,-0.022800978,-0.023450598,-0.025009468,-0.024991043,-0.023067296,-0.023976199,-0.028229106,-0.02351539,-0.025276732,-0.02236262,-0.026809895,-0.022556026,-0.02371289,-0.026046963,-0.026653774,-0.02735804,-0.028049955,-0.026254332,-0.026913993,-0.026565539,-0.02404831,-0.025321275,-0.025870472,-0.024595058,-0.027393671,-0.027327025,-0.022818711,-0.026324991
641.5999756,0.000232233,-0.001458397,-0.008161606,-0.008899069,-0.011947131,-0.01419428,-0.016511606,-0.017461127,-0.020663599,-0.019203706,-0.02218187,-0.021547787,-0.021989034,-0.022127753,-0.02425918,-0.025118934,-0.024660606,-0.022451762,-0.02380156,-0.027722714,-0.02400187,-0.025646817,-0.02224385,-0.026285082,-0.022693334,-0.023244144,-0.02549804,-0.02588179,-0.027066082,-0.027772885,-0.025790811,-0.026883531,-0.025933148,-0.02493087,-0.025634713,-0.02514312,-0.025325719,-0.027250063,-0.026486102,-0.022161847,-0.026724029
640.7999878,-0.000551073,-0.00204957,-0.006876855,-0.00843761,-0.011142728,-0.013235673,-0.016325263,-0.016744798,-0.020216949,-0.018990912,-0.02164685,-0.020916577,-0.021952417,-0.022164602,-0.023346206,-0.024529105,-0.023858653,-0.02173146,-0.023018396,-0.027030909,-0.023290027,-0.024981072,-0.022028357,-0.026127359,-0.022180639,-0.024266522,-0.025198964,-0.025647745,-0.026914481,-0.027536651,-0.025241757,-0.025928905,-0.025406297,-0.025692251,-0.025455173,-0.025039574,-0.024363743,-0.027164185,-0.025821935,-0.022797981,-0.026998656
640,-0.0006507,-0.002685169,-0.00776436,-0.009563778,-0.012637066,-0.015726708,-0.017266285,-0.018433684,-0.020687295,-0.020099074,-0.022520389,-0.022426443,-0.023504796,-0.022850737,-0.024702525,-0.025416698,-0.025064938,-0.023043877,-0.02530594,-0.027626632,-0.024512323,-0.02566541,-0.022411447,-0.027083009,-0.02413936,-0.024104245,-0.026865622,-0.026711907,-0.027685897,-0.028172633,-0.025996545,-0.026959002,-0.026716823,-0.026310764,-0.026296876,-0.025579365,-0.02469548,-0.027615409,-0.027427938,-0.023874287,-0.028072475
639.2000122,0.001628715,-0.0009046,-0.007559622,-0.008117757,-0.01162577,-0.014246589,-0.016097434,-0.016614815,-0.019526687,-0.018189335,-0.022223879,-0.022149155,-0.021963984,-0.021862878,-0.024115704,-0.02481241,-0.023701027,-0.022573475,-0.023524756,-0.026828099,-0.023201989,-0.02450831,-0.022085832,-0.02639452,-0.022806235,-0.023250328,-0.025231255,-0.027015878,-0.026493896,-0.027065838,-0.02518416,-0.026447425,-0.026258767,-0.026000056,-0.025109943,-0.025710598,-0.02347007,-0.026486589,-0.026556237,-0.023735587,-0.026894091
638.4000244,0.001499338,-0.000787462,-0.007460448,-0.007614669,-0.011177141,-0.01486895,-0.016754761,-0.016806064,-0.019992983,-0.018844249,-0.021862533,-0.021803943,-0.022593331,-0.022755289,-0.0237324,-0.0247014,-0.023009066,-0.022745956,-0.023797492,-0.026675003,-0.022911148,-0.024981853,-0.021925148,-0.026275629,-0.022969391,-0.023897514,-0.025534067,-0.026821041,-0.026948007,-0.027679825,-0.024956729,-0.026676951,-0.026068807,-0.02534296,-0.025474459,-0.024980973,-0.024380973,-0.027147893,-0.026588671,-0.023656514,-0.02674944
637.5999756,0.000716,-0.001931555,-0.007728455,-0.009037213,-0.011538914,-0.01564716,-0.016826635,-0.017305091,-0.020402126,-0.019053102,-0.022653531,-0.022446748,-0.023256708,-0.02383969,-0.023677154,-0.025464401,-0.024583021,-0.023357883,-0.024124471,-0.027042245,-0.023957828,-0.025441257,-0.023018789,-0.027014418,-0.022766639,-0.024999741,-0.026324943,-0.02711696,-0.02824264,-0.027872819,-0.025865253,-0.027547486,-0.027071431,-0.025393846,-0.026618522,-0.025632761,-0.025155628,-0.028346397,-0.027339568,-0.023874139,-0.026891707
636.7999878,0.000136207,-0.001663401,-0.007837483,-0.00926462,-0.012698462,-0.015624986,-0.016984237,-0.017903116,-0.021446338,-0.019595431,-0.023381971,-0.022035444,-0.023456631,-0.024141025,-0.023714753,-0.025255874,-0.024848299,-0.024140045,-0.024439067,-0.028381268,-0.023956211,-0.025712939,-0.022483766,-0.026552973,-0.023099156,-0.02439595,-0.026524289,-0.027673414,-0.027843105,-0.028848235,-0.026491363,-0.027675599,-0.027784007,-0.0257267,-0.025773685,-0.026079046,-0.025060784,-0.028430974,-0.027916614,-0.023899864,-0.026851509
636,-4.45E-06,-0.001354466,-0.008221048,-0.008833328,-0.012059586,-0.01574648,-0.018170914,-0.017247129,-0.021353193,-0.020190263,-0.02336951,-0.022910265,-0.023454964,-0.024515601,-0.023943963,-0.025310872,-0.02554295,-0.024157576,-0.02486898,-0.028240312,-0.023428526,-0.026609171,-0.022877801,-0.027104314,-0.023985067,-0.024564529,-0.027455058,-0.027688472,-0.029105641,-0.030011915,-0.026719306,-0.028318314,-0.028174961,-0.026424043,-0.026156267,-0.027022397,-0.025682881,-0.028983857,-0.027762346,-0.024459867,-0.028402362
635.2000122,3.16E-05,-0.001264809,-0.007564761,-0.00891667,-0.012159276,-0.016310604,-0.018387038,-0.017994519,-0.020887122,-0.020063138,-0.022828486,-0.023225006,-0.023631753,-0.024686726,-0.024948372,-0.02544204,-0.026065931,-0.024094546,-0.025711721,-0.028999694,-0.024718665,-0.026422143,-0.023294786,-0.027152173,-0.024095379,-0.024433536,-0.02745292,-0.02799676,-0.029362315,-0.030209284,-0.027114527,-0.027886901,-0.028167149,-0.02644421,-0.026609611,-0.026861096,-0.025939586,-0.029163688,-0.027640041,-0.025246983,-0.028783411
634.4000244,-0.000713245,-0.002219425,-0.008002141,-0.00919042,-0.013333286,-0.016364302,-0.018639511,-0.018217484,-0.021790994,-0.020735225,-0.023955084,-0.023586055,-0.024527589,-0.02481945,-0.025274973,-0.026531886,-0.025893886,-0.02517307,-0.026236154,-0.030063897,-0.025436424,-0.027531402,-0.024044586,-0.028163509,-0.024539625,-0.024690883,-0.028447364,-0.029003277,-0.029930254,-0.030686256,-0.027431145,-0.028712519,-0.028597848,-0.027431145,-0.02748616,-0.027315309,-0.026563104,-0.029454097,-0.028891154,-0.024479587,-0.029685084
633.5999756,-3.34E-05,-0.001847945,-0.008372308,-0.009162743,-0.014041576,-0.015421623,-0.018006342,-0.018920535,-0.022083126,-0.020559425,-0.024080491,-0.023670387,-0.02431773,-0.025243515,-0.025140237,-0.02579652,-0.026624657,-0.025011521,-0.026523849,-0.02997843,-0.025353312,-0.027726116,-0.02497682,-0.027681623,-0.024862379,-0.02530423,-0.029007491,-0.02871315,-0.029792314,-0.030304942,-0.028203344,-0.028534975,-0.028676705,-0.027584121,-0.027352257,-0.02718354,-0.027365526,-0.029778732,-0.028897548,-0.025601476,-0.029829873
632.7999878,0.000108994,-0.002060236,-0.008542805,-0.00911874,-0.013073389,-0.015235061,-0.018243199,-0.019098585,-0.021902554,-0.020821888,-0.024066139,-0.024500091,-0.024739303,-0.025236383,-0.025239803,-0.026514547,-0.02715723,-0.025380271,-0.026854575,-0.030484902,-0.026066516,-0.028426414,-0.025992595,-0.028013408,-0.024916498,-0.024953064,-0.028794166,-0.0285485,-0.030093269,-0.030643078,-0.028313851,-0.029164318,-0.0288928,-0.027418265,-0.027519692,-0.027917439,-0.027547048,-0.02992663,-0.028905686,-0.024983125,-0.029839395
632,0.000861796,-0.001594957,-0.008349708,-0.009768991,-0.013793588,-0.015723562,-0.018647794,-0.019107405,-0.022416953,-0.022121308,-0.025095431,-0.024483159,-0.02495883,-0.025247913,-0.026002446,-0.02744942,-0.02721262,-0.02614213,-0.027415399,-0.030704344,-0.026043991,-0.028878899,-0.025820814,-0.028351199,-0.024857393,-0.024978677,-0.028556451,-0.028767033,-0.030286402,-0.030699328,-0.028768633,-0.029230392,-0.029842246,-0.027888842,-0.028067622,-0.028764175,-0.02708403,-0.029952386,-0.029646643,-0.025228519,-0.030328503
631.2000122,0.000681568,-0.002292664,-0.008163385,-0.010224992,-0.013823277,-0.016101874,-0.01868484,-0.019132422,-0.023114473,-0.022660559,-0.024789622,-0.024443373,-0.025259929,-0.026115172,-0.026637463,-0.02817467,-0.027620267,-0.02612458,-0.027048569,-0.031201731,-0.027416127,-0.028532648,-0.026066272,-0.028948503,-0.02562261,-0.026345262,-0.029555822,-0.029601332,-0.030574903,-0.031490058,-0.028877154,-0.028816938,-0.030496677,-0.028732436,-0.029216887,-0.029071506,-0.02767385,-0.031922095,-0.030130317,-0.025878716,-0.030562984
