wavelength (nm),DOMBlank1,DOMSTD8,DOM12503,DOM12508,DOM12809,DOM12810,DOM12816,DOM12438,DOM12539,DOMBlank2,DOM12540,DOM13194,DOM13234,DOM11565,DOM11773,DOM11783,DOM11846,DOM11985,DOM12192,DOMBlank3,DOM12234,DOM12543,DOM12761,DOM12813,DOM12818,DOM12820,DOM12821,DOM12849,DOMBlank4
440,-0.002675187,0.020493606,-0.003386521,-0.002677142,-0.000737951,-0.001042005,0.000729769,-0.003813759,-0.007090574,-0.004249857,-0.002556209,-0.001204098,-0.003246311,-0.003603351,-0.003393816,-0.001424496,0.007439223,-0.00224729,0.000518883,-0.001959232,-3.34E-05,-0.001519331,-0.001565296,-0.001731628,0.000510901,0.005679548,0.004022013,-0.002842226,-0.00181892
439.1999817,-0.001788037,0.021381451,-0.00280941,-0.002662786,-0.000163413,-0.001054349,0.000742889,-0.003063542,-0.007021604,-0.004004933,-0.002169923,-0.001548788,-0.002562745,-0.003042259,-0.003456482,-0.000816555,0.007990912,-0.001508858,0.001231535,-0.001824437,0.000202864,-0.001058997,-0.000643618,-0.001113325,0.000982966,0.005955541,0.004220099,-0.00215076,-0.000878561
438.3999939,-0.001650198,0.022536647,-0.002338805,-0.002020095,0.000220656,0.000108838,0.0008937,-0.002988429,-0.006583438,-0.003609871,-0.001692384,-0.000283773,-0.001789326,-0.002671945,-0.00284346,-0.000650441,0.008682823,-0.001347653,0.001613099,-0.001340118,0.000691576,-0.000609911,-0.000801466,-0.000484367,0.001349433,0.006406032,0.004743215,-0.002328712,-0.000511464
437.6000061,-0.002037203,0.022317901,-0.002547408,-0.002189704,0.000431423,-6.03E-05,0.001059562,-0.003682362,-0.006816464,-0.004222633,-0.001915164,-0.000664037,-0.002294105,-0.002830293,-0.002959686,-0.000860322,0.008419792,-0.001575922,0.001349329,-0.001458346,0.00058928,-0.000782759,-0.001117456,-0.000709989,0.001446117,0.005945568,0.004922623,-0.00236764,-0.000968969
436.7999878,-0.001336195,0.022980878,-0.002212266,-0.002082495,0.000669539,0.000307349,0.001149199,-0.0034101,-0.006983498,-0.003933317,-0.001910989,-2.77E-05,-0.002415524,-0.002896125,-0.003162132,-0.000670395,0.008788998,-0.001499107,0.00171083,-0.001657367,0.00070454,-0.000740484,-0.000838775,-0.000474283,0.001460142,0.006395629,0.004885945,-0.002398276,-0.000949494
436,-0.001543887,0.023531064,-0.002416862,-0.00199237,0.000844159,0.000317089,0.001271333,-0.003272722,-0.006322479,-0.004180794,-0.001586858,-0.000586232,-0.002031792,-0.003225139,-0.003333196,-0.001007503,0.009242599,-0.00185078,0.001993543,-0.001036892,0.000762882,-0.000229651,-0.000389306,-0.000578683,0.001028917,0.006714296,0.004906731,-0.002106299,-0.000790046
435.1999817,-0.001708113,0.023855478,-0.002663301,-0.002369236,0.000428054,0.000346,0.001212248,-0.004054739,-0.006937186,-0.004285692,-0.002022002,-0.000905272,-0.002577979,-0.003821098,-0.003285619,-0.000672359,0.008559696,-0.002222104,0.0013472,-0.001442298,0.000161869,-0.00073454,-0.00125118,-0.000588507,0.000614372,0.006138942,0.004819089,-0.002740323,-0.001802422
434.3999939,-0.002289471,0.023317363,-0.003276011,-0.002919576,-0.000597193,-0.000320298,0.000652324,-0.003954608,-0.007233266,-0.005060515,-0.003032542,-0.001629825,-0.002774224,-0.003905098,-0.003714188,-0.001487601,0.008270277,-0.002108411,0.000679883,-0.001553844,-2.13E-05,-0.00109458,-0.001359266,-0.001051198,0.000303205,0.005363735,0.004409516,-0.003259722,-0.002059463
433.6000061,-0.001710124,0.024076723,-0.002770521,-0.002345602,-0.00023524,0.000434325,0.000924517,-0.003693912,-0.006985638,-0.004710766,-0.002357085,-0.000373426,-0.002290552,-0.003256896,-0.003593287,-0.000564155,0.008994716,-0.002028288,0.001521002,-0.001439409,8.04E-05,-0.000653491,-0.00122955,-0.000868124,0.001101394,0.006386041,0.004380856,-0.002673386,-0.001315653
432.7999878,-0.002102486,0.023884522,-0.003142344,-0.002762084,0.000437849,-0.000246054,0.00060237,-0.003913359,-0.007410115,-0.004979451,-0.002617812,-0.000867555,-0.00266752,-0.003541682,-0.003898479,-0.0012741,0.009150799,-0.00233211,0.001063636,-0.00162508,0.000115907,-0.001190106,-0.001258562,-0.00067665,0.001109517,0.005892089,0.004488863,-0.002897051,-0.001945007
432,-0.002085072,0.024675669,-0.00263891,-0.002603145,0.000573727,-3.94E-05,0.000799525,-0.003935575,-0.006958534,-0.004541934,-0.002652598,-0.000781777,-0.002538709,-0.003824947,-0.003597087,-0.001002751,0.008679125,-0.002559451,0.001498662,-0.001147819,0.000499861,-0.000884916,-0.001157061,-0.000597865,0.000940004,0.006250643,0.004792758,-0.002299719,-0.001521497
431.1999817,-0.001259492,0.025876239,-0.002692372,-0.001980723,0.000673453,0.000289476,0.000484597,-0.00312898,-0.006870587,-0.003730255,-0.001919957,-0.001104908,-0.001929184,-0.003412308,-0.003697095,-0.000693449,0.009434854,-0.00210635,0.002050211,-0.001488323,0.000451194,-0.000610583,-0.001026149,-0.00077909,0.001226006,0.006277351,0.005353855,-0.002345602,-0.001563284
430.3999939,-0.001389508,0.02594856,-0.002678634,-0.002354664,0.000513959,-0.000209781,0.000899147,-0.003151184,-0.007071779,-0.004985439,-0.001763288,-0.000821103,-0.002160805,-0.003330885,-0.003614749,-0.000835933,0.00987001,-0.002364448,0.001687831,-0.001235848,-0.000313107,-0.001042212,-0.001138524,-0.001233938,0.001277745,0.005950948,0.004918722,-0.002963799,-0.001731009
429.6000061,-0.000798779,0.026523625,-0.00190635,-0.001483989,0.001026244,0.000697825,0.000999156,-0.00298704,-0.007058128,-0.004859567,-0.002030401,-0.000760743,-0.001426405,-0.003304784,-0.002898543,-0.000462129,0.009954731,-0.001744468,0.001051699,-0.000915501,0.000523989,-0.000686884,-0.000857222,-0.000180543,0.001718132,0.006761567,0.005585089,-0.002793875,-0.00142367
428.7999878,-0.001151691,0.027027244,-0.002917005,-0.001684443,0.001005902,0.000957931,0.001325233,-0.003125998,-0.007131115,-0.004746973,-0.002187077,-0.001107025,-0.002205621,-0.003375117,-0.003536187,-0.000755007,0.010293118,-0.002425306,0.00120067,-0.001360917,0.000207448,-0.001116114,-0.000944741,-0.000835003,0.001407862,0.006919532,0.005459089,-0.002946727,-0.001577212
428,-0.000844149,0.028017955,-0.002777157,-0.001892999,0.000944259,0.001096255,0.001482584,-0.002969558,-0.007056599,-0.004390872,-0.002224061,-0.000947169,-0.002045499,-0.003443333,-0.003440919,-0.000321437,0.010032396,-0.002400747,0.000915101,-0.001277817,1.19E-05,-0.000148819,-0.000846577,-0.000838723,0.001633756,0.00698908,0.005266804,-0.002592853,-0.001249167
427.1999817,-0.000792061,0.027533045,-0.002891908,-0.001898051,0.001026556,0.001576154,0.002270611,-0.003205302,-0.007369956,-0.00422494,-0.002268767,-0.000963235,-0.00154301,-0.003735183,-0.003462594,-0.000641756,0.010097091,-0.002592955,0.000771439,-0.001385844,0.000117797,-0.000489125,-0.0009824,-0.000911058,0.001830833,0.007002338,0.005210788,-0.002932689,-0.001899082
426.3999939,8.84E-05,0.029376386,-0.002318052,-0.001616518,0.001847965,0.001867566,0.001781601,-0.002648636,-0.006829308,-0.003603094,-0.001453237,-0.000584733,-0.00112262,-0.002719949,-0.00266788,-0.000165173,0.011291557,-0.001322001,0.001617412,-0.000723531,0.000467908,-0.000104618,5.75E-05,0.000552732,0.002712996,0.00759438,0.005905156,-0.001901453,-0.000990871
425.6000061,-0.001363188,0.028214287,-0.00314147,-0.002344417,0.001065815,0.001329699,0.000837675,-0.004029093,-0.007904492,-0.004468254,-0.002714393,-0.001488117,-0.002075488,-0.003848501,-0.004255137,-0.001264396,0.010442536,-0.003101069,0.000579792,-0.001918772,-0.000402237,-0.001302336,-0.001211119,-0.000640051,0.001093764,0.006373536,0.005205994,-0.00300699,-0.002172448
424.7999878,-0.001007142,0.028861379,-0.001812837,-0.001806289,0.00109802,0.001458454,0.001677384,-0.003200318,-0.006679141,-0.004168539,-0.001912277,-0.000595176,-0.00141304,-0.003607407,-0.003738673,-0.000865437,0.011444376,-0.002261711,0.001558644,-0.001147302,0.000171218,-0.000146335,-0.001001873,2.13E-05,0.00185501,0.007169602,0.005698694,-0.002149163,-0.001860678
424,-0.000201346,0.030484786,-0.001722037,-0.0012121,0.001713792,0.002028287,0.002587827,-0.002517606,-0.006627901,-0.003405014,-0.001259285,-0.00063028,-0.001484557,-0.00292945,-0.003371213,9.40E-06,0.012411186,-0.001743694,0.001846457,-0.000920771,0.000805645,0.00038766,-0.000299708,-0.000342647,0.002600873,0.007947751,0.006344458,-0.002263051,-0.001616053
423.1999817,-0.000558622,0.03027316,-0.002359453,-0.002502576,0.00054506,0.000789022,0.001391397,-0.003354209,-0.007000921,-0.004246166,-0.002592441,-0.001810413,-0.002088215,-0.003898274,-0.003833158,-0.001221341,0.010496101,-0.002969507,0.00098857,-0.001367833,0.00018862,-0.001478211,-0.001213287,-0.000977131,0.002146401,0.007321582,0.005096395,-0.003103279,-0.001775096
422.3999939,-0.000410047,0.031180827,-0.002094655,-0.001810929,0.001026815,0.001204927,0.000968567,-0.002865988,-0.006989255,-0.004023861,-0.002205981,-0.000756247,-0.001270487,-0.003720194,-0.003208643,-0.000646771,0.011069241,-0.002500465,0.001393838,-0.001190313,0.00039108,-0.000776299,-0.000664554,-0.000479195,0.00274673,0.007742714,0.005538812,-0.002509267,-0.001997523
421.6000061,-0.000892562,0.031923033,-0.00160811,-0.001697129,0.001184214,0.001572673,0.000476952,-0.003532541,-0.0070675,-0.00480719,-0.002122116,-0.001262279,-0.001572776,-0.004004215,-0.003249034,-0.000927332,0.011049193,-0.002675135,0.001187354,-0.000823118,0.000233813,-0.000803016,-0.001162018,-0.000641912,0.002285314,0.007514068,0.005894713,-0.003034804,-0.002122734
420.7999878,-0.000763896,0.031833779,-0.002347661,-0.002366507,0.000504474,0.001481623,0.001169964,-0.00405038,-0.007054868,-0.004448577,-0.002500362,-0.001707701,-0.002144887,-0.004100488,-0.003456276,-0.000872464,0.011282072,-0.002274999,0.000872742,-0.001461958,0.000394526,-0.000584216,-0.000808752,-0.000694276,0.002563271,0.007260799,0.006085596,-0.002791097,-0.002191662
420,-0.00112262,0.032257266,-0.002138602,-0.002307907,0.001599251,0.00208816,0.000651417,-0.003893862,-0.006961234,-0.004907023,-0.002340143,-0.001719252,-0.003051718,-0.003976873,-0.003580143,-0.000681405,0.011723233,-0.002681464,0.000860914,-0.001594389,9.02E-05,-0.000780485,-0.000888584,-0.000839963,0.002782785,0.007451415,0.006141541,-0.003244461,-0.002492384
419.1999817,-0.001010292,0.032140736,-0.002285866,-0.002204436,0.000992825,0.001173156,0.000656213,-0.003859534,-0.007149143,-0.004945004,-0.00276692,-0.001930678,-0.003101839,-0.004788501,-0.003898531,-0.001094476,0.011602645,-0.003411384,0.000621293,-0.001243179,1.56E-05,-0.00057615,-0.001425321,-0.000827562,0.002423932,0.007421791,0.006119068,-0.003310847,-0.002678017
418.3999939,-0.000789994,0.03235662,-0.002717377,-0.002099189,0.001146682,0.00152734,0.000692536,-0.00403689,-0.006845667,-0.004407067,-0.002668498,-0.001033896,-0.002690005,-0.003868103,-0.003941474,-0.000444131,0.01175528,-0.003486065,0.001222709,-0.001273429,0.000350612,-0.00022991,-0.001270848,-0.000229186,0.003267734,0.007622857,0.006455844,-0.002562797,-0.002624759
417.6000061,-8.34E-05,0.032151636,-0.003068889,-0.001853513,0.001021755,0.001624272,0.000568154,-0.00414295,-0.007346236,-0.004474096,-0.002034111,-0.001081669,-0.003609974,-0.003831105,-0.004409886,-0.000556502,0.012071092,-0.002987349,0.001054346,-0.001559931,7.80E-05,-0.000339646,-0.001019693,-0.000588662,0.00306711,0.00795102,0.006112006,-0.002787496,-0.002886251
416.7999878,-0.000209626,0.032783296,-0.003686366,-0.00190537,0.000699951,0.001490116,0.000529561,-0.004321677,-0.007840177,-0.00499501,-0.002269128,-0.001548479,-0.003732411,-0.004280821,-0.004463027,-0.000712315,0.012180842,-0.003406863,0.000665935,-0.001444208,-0.000179974,-0.001307084,-0.001251542,-0.000883314,0.00280084,0.00784294,0.006129832,-0.002875914,-0.002804677
416,-0.000597606,0.033412635,-0.003258746,-0.002321296,0.00094086,0.001992268,0.00117827,-0.004016731,-0.00705609,-0.004597723,-0.001930214,-0.00133186,-0.003062566,-0.00370346,-0.004621236,-0.00070296,0.012711322,-0.002984881,0.001248123,-0.001256498,-0.000136398,-0.000823997,-0.001046034,-0.000503552,0.003704584,0.008040247,0.006739508,-0.002966627,-0.002472514
415.1999817,-0.000366701,0.034093931,-0.002438228,-0.001465776,0.001227174,0.0022856,0.00138036,-0.003577729,-0.006849999,-0.004278412,-0.001830778,-0.001323085,-0.00266258,-0.00443638,-0.003584045,0.000329213,0.013194976,-0.003035935,0.0015661,-0.001339653,9.96E-05,-0.000737899,-0.000636897,-5.80E-06,0.003976946,0.008374689,0.007179313,-0.002246672,-0.002462527
414.3999939,-0.000301933,0.034514107,-0.00217662,-0.000966696,0.000766538,0.002653454,0.001244437,-0.00357434,-0.007335495,-0.004941063,-0.002125104,-0.001469749,-0.002140044,-0.003981233,-0.003203195,0.000379395,0.013404126,-0.002728953,0.001483857,-0.001438944,-0.000127547,-0.000296138,-0.001517112,0.000183104,0.003392917,0.008930897,0.007296573,-0.002752927,-0.002637624
413.6000061,-0.000427322,0.034951072,-0.002656611,-0.001855781,0.000839879,0.002090422,0.001264089,-0.003903405,-0.007555704,-0.004895146,-0.002075643,-0.00177324,-0.003057425,-0.004176487,-0.003781324,-0.000353924,0.012667477,-0.002950995,0.000952923,-0.002056269,-0.000231566,-0.000820534,-0.000979094,0.000196933,0.003076833,0.00867387,0.007247928,-0.002980562,-0.002766508
412.7999878,-0.000841255,0.035499845,-0.002619664,-0.001647361,0.000942365,0.002338637,0.000961225,-0.004202073,-0.008022167,-0.005003864,-0.002153335,-0.002037203,-0.00323999,-0.004365912,-0.004137822,4.52E-05,0.013530931,-0.003527765,0.000918136,-0.001767516,-0.000505724,-0.001243024,-0.000946808,-0.000453751,0.002923621,0.009187866,0.007180787,-0.002889286,-0.002398842
412,-0.000808391,0.035617843,-0.002780706,-0.001063232,0.001042799,0.002606056,0.000893103,-0.004669486,-0.007371177,-0.004971978,-0.001948821,-0.001406022,-0.002570877,-0.004189254,-0.004668769,-0.000159946,0.013210267,-0.003635696,0.001727125,-0.002297401,-0.000489538,-0.000602001,-0.001580875,-0.000244243,0.003135704,0.008871818,0.00728936,-0.003063131,-0.002759563
411.1999817,-0.000756764,0.035965081,-0.002638087,-0.001779169,0.000663005,0.003057803,0.000531738,-0.004391487,-0.007548174,-0.005006167,-0.002565113,-0.001439305,-0.003024676,-0.004056073,-0.004680293,1.35E-05,0.013675803,-0.003744011,0.001711375,-0.002304869,-0.000337525,-0.001224697,-0.001698367,-0.000877372,0.003053449,0.00869439,0.00693221,-0.002746393,-0.002924307
410.3999939,-0.001269764,0.036112711,-0.002639785,-0.001462886,0.000496025,0.00267838,0.001185096,-0.003617419,-0.007760901,-0.004915623,-0.001737764,-0.000918911,-0.002462166,-0.004819683,-0.004778516,-8.91E-05,0.013613191,-0.003499366,0.001270969,-0.002471947,-0.000146645,-0.00107072,-0.001376916,-0.000773715,0.004088772,0.008685041,0.007430138,-0.003157455,-0.002755087
409.6000061,-0.001013236,0.036594797,-0.00301501,-0.001962015,0.000949369,0.002560719,0.000731273,-0.004136489,-0.007569848,-0.005515147,-0.00207894,-0.000935598,-0.002673386,-0.004408963,-0.005058826,-0.000334939,0.013778425,-0.004001137,0.001354029,-0.002478073,-0.000347354,-0.001031676,-0.001579379,-0.00050045,0.003358976,0.009878537,0.007355228,-0.003069094,-0.002707241
408.7999878,-0.000633795,0.037704859,-0.002425254,-0.001873463,0.001531237,0.003207933,0.001267335,-0.003831413,-0.007277154,-0.004455239,-0.00188037,-0.000663365,-0.00271357,-0.004135771,-0.004126438,0.000132297,0.014455218,-0.003537677,0.001567996,-0.002047818,-0.000344302,-0.000615081,-0.001185666,-0.000192756,0.004391132,0.010478042,0.007558397,-0.002723705,-0.002610607
408,-0.001022947,0.037820406,-0.002762135,-0.002286277,0.001244593,0.002815795,0.000885892,-0.00377881,-0.007759172,-0.00514182,-0.001802577,-0.001826138,-0.002317486,-0.004495975,-0.004806422,-0.000308399,0.014641763,-0.003104101,0.001665639,-0.002496914,-8.12E-05,-0.00120482,-0.001266048,6.66E-05,0.003873272,0.010057404,0.008113218,-0.003198981,-0.002819388
407.1999817,-0.000299501,0.039053589,-0.002498612,-0.001346105,0.002183187,0.003746802,0.001030162,-0.003779066,-0.00724905,-0.004518878,-0.00153651,-0.000578528,-0.002399357,-0.004134592,-0.004152488,0.000530002,0.015584385,-0.002771755,0.002367683,-0.001753698,0.001157038,-0.000360338,-0.001245708,0.000667776,0.004418381,0.010543043,0.008691855,-0.002574428,-0.002197637
406.3999939,-0.000756402,0.039093468,-0.002696128,-0.001584743,0.001625285,0.003443402,0.000642421,-0.003890167,-0.006813764,-0.004981498,-0.00178778,-0.001039423,-0.002396422,-0.004193254,-0.004726334,0.000561856,0.015390864,-0.003499212,0.001760236,-0.001823509,0.000371959,-0.000911936,-0.001388786,0.000678042,0.004244722,0.010290388,0.008333338,-0.002689799,-0.002624707
405.6000061,-0.001007142,0.039644752,-0.002457842,-0.001366026,0.001422275,0.003907096,0.000816123,-0.004287742,-0.007064291,-0.004708718,-0.001916143,-0.001058894,-0.002426541,-0.004400917,-0.004558072,0.000414762,0.015548485,-0.003255766,0.001860027,-0.001861348,0.000563048,-0.000496209,-0.001788501,0.00077118,0.005121199,0.010305125,0.007963438,-0.002576641,-0.002463402
404.7999878,-0.001252213,0.040114451,-0.003002722,-0.001489407,0.001362494,0.004201332,0.001684427,-0.004270568,-0.00787592,-0.004688539,-0.001470213,-0.001665103,-0.002572009,-0.00445406,-0.004662674,0.000908693,0.015340177,-0.003443436,0.001786748,-0.002309297,0.00041699,-0.000753456,-0.001421761,0.000471354,0.004446729,0.010774377,0.008303838,-0.002886354,-0.002819851
404,-0.000656283,0.040346779,-0.003137049,-0.001233473,0.001508611,0.004128205,0.001815393,-0.003818789,-0.007340076,-0.004994089,-0.001538883,-0.000767513,-0.002333089,-0.004368833,-0.003903302,0.000454562,0.015220404,-0.003035472,0.001745109,-0.00166304,0.000248913,-0.000408444,-0.001882896,0.000718412,0.004057913,0.010823471,0.008742986,-0.002479515,-0.002594757
403.1999817,-0.000272235,0.040829923,-0.00257134,-0.000520307,0.001760392,0.004533956,0.001681672,-0.003743857,-0.007030671,-0.00481871,-0.001149729,-0.000532614,-0.002319288,-0.003398593,-0.003758793,0.000946542,0.016261045,-0.003244923,0.002346002,-0.001831396,0.000401288,-0.000172729,-0.001615899,0.000777845,0.004831208,0.011778047,0.0097093,-0.002355231,-0.002311975
402.3999939,7.44E-05,0.041624658,-0.002449657,-0.000747978,0.002497449,0.005379644,0.002245865,-0.002884194,-0.006616735,-0.004177256,-0.000930586,0.000548119,-0.00189403,-0.003040305,-0.003670606,0.000991217,0.016431645,-0.002213553,0.002786693,-0.001337176,0.001070798,-1.71E-05,-0.00137449,0.001176868,0.005489026,0.011525391,0.01019235,-0.002072963,-0.00179474
401.6000061,-0.000874944,0.041110039,-0.002500053,-0.001146838,0.00179101,0.005106348,0.00182969,-0.002859199,-0.006951146,-0.005053504,-0.001374077,-0.000945155,-0.001728689,-0.003715318,-0.004439763,0.000867372,0.016977871,-0.00331655,0.002194843,-0.001859596,0.000457983,-0.000516997,-0.001795616,0.00092654,0.005427346,0.010968479,0.009179035,-0.002500156,-0.002475293
400.7999878,-8.08E-05,0.041743223,-0.002466182,-0.00085531,0.002129336,0.005871544,0.002585613,-0.003355647,-0.006770593,-0.004846307,-0.000917154,0.00015682,-0.001361846,-0.002796755,-0.003368028,0.001184188,0.017245464,-0.002765839,0.002787396,-0.001630237,0.000647139,-3.61E-05,-0.001727142,0.001128125,0.005492985,0.011657417,0.009690294,-0.002177547,-0.001802886
400,-0.000113521,0.043225855,-0.002078425,-0.000720688,0.002545383,0.005491386,0.002505494,-0.00215859,-0.005969303,-0.004189818,-0.001057706,0.00032126,-0.001437499,-0.003404809,-0.002980665,0.001359482,0.017585186,-0.002616319,0.003214948,-0.001181742,0.000725879,2.13E-05,-0.001373768,0.001602031,0.004880185,0.011603681,0.009874592,-0.001843666,-0.002213347
399.1999817,-0.000542438,0.043779381,-0.002415472,-0.000641033,0.002665904,0.005942078,0.002997744,-0.002010149,-0.005875639,-0.004496539,-0.000604069,-5.11E-05,-0.001684133,-0.002944722,-0.002887486,0.001742952,0.018272372,-0.002709505,0.003365524,-0.001020313,0.000708144,0.000656265,-0.001698831,0.001767799,0.005551397,0.012892879,0.009847502,-0.001871762,-0.002126495
398.3999939,-0.00127823,0.043556456,-0.00283806,-0.001318801,0.002336971,0.005774053,0.00220603,-0.002587963,-0.00620715,-0.005037078,-0.001307497,-0.000492641,-0.002808484,-0.004002932,-0.003463056,0.001549214,0.017834976,-0.00282731,0.002414613,-0.001833407,0.000677472,-0.000140072,-0.001827375,0.001625103,0.004473693,0.011938221,0.009734104,-0.002708785,-0.002782352
397.6000061,-0.001082392,0.044222876,-0.002689594,-0.000829732,0.002250133,0.006009212,0.003241732,-0.0023266,-0.006455936,-0.004959182,-0.000856395,-0.000111865,-0.001947635,-0.00376141,-0.003063953,0.001860209,0.018705506,-0.00275303,0.002818426,-0.001798658,0.000871315,-0.0001291,-0.001274978,0.00219323,0.005267066,0.013455201,0.010200778,-0.002511429,-0.002769492
396.7999878,-0.000588507,0.045496248,-0.002377114,-0.000144161,0.002722035,0.006943546,0.003497155,-0.001436829,-0.00551392,-0.004405017,0.000150631,0.00070804,-0.001428572,-0.003100297,-0.003186441,0.002821214,0.019093411,-0.002289316,0.003574404,-0.001158094,0.00138532,0.000121163,-0.000758004,0.002731439,0.00586278,0.013472477,0.010435933,-0.001852224,-0.002424018
396,-0.000498588,0.046079643,-0.001812888,-0.000218681,0.002953853,0.006871981,0.003996697,-0.002143805,-0.005819707,-0.004516214,-0.000554641,0.000553017,-0.001544352,-0.00344662,-0.003242919,0.002390249,0.0198003,-0.002483993,0.003816078,-0.001287573,0.000463606,-0.00014178,-0.001129849,0.002730553,0.005958637,0.013844723,0.010933597,-0.002266038,-0.002880697
395.1999817,-0.000767462,0.045985159,-0.002435911,-0.000367011,0.003137972,0.007416603,0.00408028,-0.0015232,-0.006241956,-0.004633786,-2.96E-05,0.001129708,-0.000974186,-0.003639547,-0.002970278,0.002436973,0.019880043,-0.002865988,0.003551332,-0.001293767,0.000467986,-0.00031528,-0.001083322,0.002917158,0.006276642,0.013226518,0.011285287,-0.001970364,-0.002385867
394.3999939,-0.00087112,0.047328539,-0.002364757,3.19E-05,0.004006363,0.007606207,0.00451099,-0.001099899,-0.005918745,-0.00426452,0.00022379,0.001621751,-0.000183803,-0.002466388,-0.002471896,0.003705419,0.020174703,-0.001966602,0.003409432,-0.001513656,0.000209338,0.000507817,-0.000684765,0.003411049,0.006525265,0.014513563,0.011985186,-0.002031947,-0.002229109
393.6000061,-0.000642635,0.047334228,-0.001714353,0.000576086,0.003996096,0.00838419,0.00442824,-0.001057138,-0.004999104,-0.00414613,0.000241946,0.001997157,-0.000350562,-0.002577156,-0.002564907,0.003333777,0.021257933,-0.002037409,0.004485645,-0.000850401,0.001139986,0.000881042,-0.001160366,0.00376474,0.006810394,0.015488257,0.011271605,-0.001989896,-0.002044469
392.7999878,0.00070231,0.04911213,-0.000937354,0.001314977,0.004730523,0.009211107,0.005805428,0.000368125,-0.004997978,-0.003617573,0.000680168,0.002912467,0.000423908,-0.001179315,-0.001693932,0.004292666,0.022265883,-0.000768392,0.004977606,-0.000841514,0.001862159,0.001894137,0.000330923,0.004652649,0.007673072,0.015902404,0.012725662,-0.000986325,-0.001884339
392,0.000421706,0.050271928,-0.00115386,0.000434558,0.004098754,0.00929956,0.005732345,0.000410435,-0.004787426,-0.003788099,0.000839438,0.002468082,0.000225422,-0.002272733,-0.001736527,0.004029825,0.022141078,-0.00133604,0.004487973,-0.000838723,0.001990708,0.001387606,-8.78E-05,0.004702941,0.008129649,0.016821936,0.012718492,-0.001092617,-0.001881659
391.1999817,0.000884699,0.05113161,-0.000760795,0.00138249,0.005358966,0.009653687,0.006453532,0.000813348,-0.005015584,-0.003433111,0.001118159,0.002881639,0.000824629,-0.001658398,-0.001701925,0.003490579,0.023148024,-0.000629505,0.005169659,-0.000629143,0.001984467,0.00120934,0.000214855,0.004938463,0.008359515,0.016471516,0.013180966,-0.001239617,-0.001446117
390.3999939,0.000656654,0.051655453,-0.00075418,0.000460471,0.005327832,0.010231971,0.006942073,0.000796905,-0.004379904,-0.003391042,0.002043319,0.002814622,0.000887112,-0.001230995,-0.001674799,0.004490615,0.023724202,-0.000529097,0.005425642,-0.000748236,0.002620223,0.00205752,0.00051484,0.004982451,0.008213793,0.017271267,0.013741445,-0.000330593,-0.001401997
389.6000061,0.000749087,0.05307674,-0.000316884,0.000986599,0.005527093,0.010364109,0.006638353,0.000691291,-0.004219352,-0.002777414,0.001938415,0.002995633,0.001875886,-0.001051353,-0.001347189,0.004483317,0.023830237,-0.000302398,0.006441761,-0.000422305,0.002617723,0.001790595,6.79E-05,0.005200886,0.008376273,0.016988207,0.013694424,-0.000526564,-0.001823251
388.7999878,0.001113851,0.053194288,-0.000111088,0.001674344,0.005620122,0.01045651,0.00765729,0.001699707,-0.003608947,-0.003039842,0.001859377,0.003373142,0.001107207,-0.000613168,-0.000617459,0.004737981,0.024410715,-0.000244243,0.006122245,-0.000321178,0.003002645,0.001974351,1.26E-05,0.004993055,0.009485623,0.017719556,0.013681547,-0.000187115,-0.001383315
388,0.001301372,0.054164398,0.000289709,0.001839282,0.006362977,0.011888946,0.007870669,0.001869594,-0.003175032,-0.002224318,0.002479746,0.004400049,0.002041525,0.000243241,-2.89E-05,0.005612832,0.025452092,0.000141568,0.006695946,0.000378773,0.003274646,0.002356361,0.000995186,0.006975795,0.009698076,0.018635515,0.014849147,0.000201155,-0.001247309
387.1999817,0.000827093,0.05439401,0.000757618,0.001716105,0.005634571,0.011361728,0.008132312,0.001293505,-0.003186801,-0.002667777,0.002348683,0.003275559,0.002093127,-0.000274201,-0.000391426,0.0051848,0.02522123,-0.000303588,0.006549887,-0.000626558,0.003113046,0.002055309,0.00072059,0.006061524,0.009216342,0.018456025,0.014337615,6.25E-05,-0.001722191
386.3999939,0.001441936,0.055053748,0.000348073,0.002141823,0.006388694,0.011526613,0.008230255,0.002088602,-0.002959583,-0.002747731,0.001810844,0.003707508,0.001679905,-0.000551177,-0.000463991,0.00536764,0.026371213,9.68E-05,0.006871613,-0.000715468,0.003605934,0.002201737,0.000959254,0.006105521,0.00884812,0.018278446,0.014024803,0.000745456,-0.001782881
385.6000061,0.001346655,0.055896491,0.000304785,0.002095078,0.006482171,0.012015629,0.008485726,0.002029171,-0.002585956,-0.001699398,0.001947646,0.004696582,0.002247062,-0.000430115,9.39E-05,0.005471095,0.026614219,-0.000376322,0.007036906,-0.000949907,0.003196381,0.002066623,0.000603122,0.005890462,0.00969707,0.018528797,0.014545308,0.000366311,-0.001928204
384.7999878,0.001843233,0.05746381,0.000132815,0.001775597,0.007032565,0.012478927,0.0096512,0.002410006,-0.003009561,-0.002356467,0.0023453,0.004374084,0.002062306,0.000381701,-0.000193584,0.005707873,0.027161809,0.000354446,0.007229371,0.000493563,0.003811743,0.002470764,0.000890458,0.006589387,0.01011622,0.01901849,0.01453776,-0.000712418,-0.001585775
