wavelength (nm),DOMBlank1,DOMSTD8,DOM12503,DOM12508,DOM12809,DOM12810,DOM12816,DOM12438,DOM12539,DOMBlank2,DOM12540,DOM13194,DOM13234,DOM11565,DOM11773,DOM11783,DOM11846,DOM11985,DOM12192,DOMBlank3,DOM12234,DOM12543,DOM12761,DOM12813,DOM12818,DOM12820,DOM12821,DOM12849,DOMBlank4
680,0.002052708,0.004832124,0.003411101,0.002048833,0.002619337,0.002698306,0.00318582,0.002904336,0.001259339,0.002558897,0.00245077,0.002372992,0.002242795,0.002257678,0.001119197,0.001646592,0.002680463,0.001842714,0.001261026,0.002028209,0.002560172,0.003348881,0.002692836,0.002578739,0.002208736,0.001924895,0.002950855,0.004396415,0.002231424
679.2000122,0.001696173,0.004551246,0.002688564,0.002110061,0.002643662,0.00294017,0.003170252,0.002601446,0.001292518,0.001716261,0.00223897,0.000636225,0.002637021,0.002375725,0.001973077,0.001438715,0.002265511,0.002146375,0.001838086,0.001819786,0.002396158,0.003410501,0.002128114,0.001986963,0.002507212,0.002292522,0.003207829,0.004535159,0.003170383
678.4000244,0.002553507,0.005122666,0.003316379,0.003049591,0.002406778,0.003580485,0.002749283,0.002885548,0.001865487,0.002022383,0.003329317,0.001682971,0.002708751,0.001859299,0.001153949,0.002692288,0.003130984,0.002446527,0.001703345,0.001909996,0.002717451,0.003753826,0.002762387,0.002549965,0.003508272,0.003567696,0.003564486,0.00463614,0.002667675
677.5999756,0.001780146,0.004721233,0.002796463,0.002325546,0.002442622,0.002981376,0.00320702,0.002678145,0.001351588,0.001552461,0.002866786,0.001455831,0.001708855,0.001957449,0.001568698,0.001946684,0.002580978,0.002666373,0.001605902,0.001406485,0.002972774,0.00382574,0.002486618,0.001938078,0.003117348,0.002887346,0.003038252,0.0030754,0.002772182
676.7999878,0.001043422,0.004123214,0.002147572,0.001593431,0.002860636,0.002052266,0.002612696,0.001420068,0.000792652,0.001584078,0.002516273,0.001756389,0.001966134,0.001199372,0.001157038,0.001872662,0.002112974,0.002104963,0.000837467,0.001072277,0.001340215,0.003405179,0.002189977,0.002193438,0.002688876,0.002787865,0.00267515,0.003184229,0.002443768
676,0.001898037,0.003992935,0.002412947,0.002163909,0.002319508,0.001421834,0.002246047,0.00182943,0.001402408,0.001922919,0.002486749,0.001341695,0.001460428,0.001170872,0.000908719,0.001217387,0.001538848,0.002423776,0.001220736,0.001186731,0.00216815,0.002912858,0.002003581,0.002300433,0.001742354,0.002865587,0.001903887,0.002731361,0.002768821
675.2000122,0.002143124,0.004815346,0.003412588,0.002343504,0.003443011,0.002373305,0.00270203,0.002793362,0.001463675,0.002292444,0.002192605,0.001634691,0.002459569,0.00187443,0.001285638,0.002049275,0.002869053,0.002627124,0.001436897,0.001762913,0.002561943,0.003577849,0.002834893,0.002819052,0.002968552,0.003121155,0.002917627,0.004135444,0.003137242
674.4000244,0.001797301,0.004910187,0.002220522,0.001679151,0.002615509,0.001991826,0.001842376,0.00246475,0.000934686,0.001841622,0.002404669,0.001681386,0.001584754,0.001590261,0.001275487,0.002116876,0.002580275,0.002545252,0.001752413,0.001678294,0.002137297,0.002978222,0.002307824,0.002112428,0.002929328,0.002653168,0.002426535,0.003558274,0.002856728
673.5999756,0.002104078,0.005583988,0.003288652,0.002393607,0.002935036,0.002614858,0.003146498,0.00197677,0.001222657,0.001986235,0.002718909,0.001408849,0.002186777,0.002325234,0.002086313,0.002312976,0.002539186,0.00247834,0.00194697,0.001824257,0.002297961,0.00347427,0.002251251,0.002456498,0.00278625,0.003154581,0.003067005,0.004339831,0.002633947
672.7999878,0.00187651,0.004892228,0.00315153,0.002420131,0.002608009,0.002834424,0.002503958,0.002129128,0.001250434,0.002017442,0.002075388,0.001649242,0.002292652,0.002330673,0.002085272,0.001758443,0.002702239,0.002728756,0.00175353,0.001510274,0.002202752,0.003807225,0.002651579,0.002448558,0.002739488,0.00329812,0.002486853,0.004104451,0.002394388
672,0.001275565,0.004585751,0.002557985,0.002178764,0.002429476,0.002125331,0.002108006,0.001648411,0.000581451,0.001373245,0.002872023,0.001447052,0.002186595,0.001862003,0.001220113,0.00181807,0.002586915,0.002516169,0.001566204,0.00166621,0.001882489,0.003155755,0.002110997,0.002167239,0.002439577,0.002561579,0.002509972,0.003187228,0.002730241
671.2000122,0.0008349,0.004139599,0.002416591,0.00138893,0.002978091,0.002078119,0.002468681,0.002248832,0.000853626,0.001661559,0.002122833,0.00093313,0.00253239,0.002276856,0.001488532,0.00117936,0.001650983,0.002890134,0.00121435,0.001641083,0.002231893,0.003004547,0.002272329,0.002476439,0.002731517,0.002485343,0.001891277,0.003430069,0.002698566
670.4000244,0.001699447,0.00492943,0.003006059,0.002566604,0.002966571,0.00296996,0.003070107,0.002169425,0.00187755,0.002455716,0.002671842,0.002164013,0.002976997,0.002485655,0.001757845,0.002240817,0.003111169,0.002619389,0.001637991,0.002724197,0.002182849,0.003964094,0.002594702,0.002476023,0.002279667,0.003072662,0.002399151,0.003901611,0.003021282
669.5999756,0.001170638,0.004529091,0.003394874,0.002362217,0.002355944,0.003005668,0.002402665,0.001873936,0.001879344,0.002056948,0.002047376,0.002096977,0.002202492,0.002853236,0.001241789,0.001634509,0.002923621,0.00190308,0.001343253,0.001573452,0.002257444,0.003428139,0.002561058,0.002302307,0.003068439,0.002926618,0.002841563,0.004622613,0.002891359
668.7999878,0.001942914,0.004809693,0.002565797,0.002370233,0.003352794,0.003354594,0.003629113,0.002482661,0.001857376,0.001785864,0.002557412,0.001322714,0.002338507,0.002508696,0.001992242,0.001868346,0.00317505,0.001993569,0.001952119,0.001300489,0.002246932,0.003721136,0.002607931,0.002626603,0.002908115,0.002926488,0.002983904,0.003919582,0.003446351
668,0.002071019,0.004947705,0.002939779,0.002312924,0.002929511,0.003631566,0.003752468,0.002870043,0.002185425,0.002062124,0.002557725,0.001822151,0.002731621,0.002346367,0.00194437,0.00217546,0.003214531,0.002206785,0.002139091,0.001790777,0.002011695,0.003878313,0.002287265,0.002166016,0.002920233,0.003162299,0.00333756,0.003923265,0.002737561
667.2000122,0.001810714,0.004723928,0.003108796,0.002149003,0.002599441,0.002560693,0.002612462,0.00232159,0.001298412,0.002878746,0.002216437,0.001986522,0.001861015,0.002168904,0.001359145,0.001845053,0.00326523,0.002728313,0.002242769,0.001839958,0.002055205,0.00366746,0.002452098,0.002906577,0.003212627,0.002970585,0.002062956,0.003959731,0.002399333
666.4000244,0.001226914,0.004073825,0.002431637,0.001492272,0.002244356,0.001800056,0.00257801,0.001674292,0.001259832,0.00250086,0.00215189,0.001428508,0.001882463,0.001377504,0.000887734,0.001300359,0.002652777,0.001760288,0.002310426,0.000992073,0.001694146,0.003449586,0.002067637,0.002196247,0.002146792,0.002626837,0.002107382,0.003217739,0.002050862
665.5999756,0.001825557,0.00594402,0.002858239,0.002224659,0.003421955,0.003329395,0.003324282,0.0026365,0.001726345,0.002445954,0.002859438,0.002500026,0.002852507,0.001768683,0.001665665,0.002360785,0.003003166,0.002936156,0.002314902,0.002232673,0.002026596,0.003431687,0.002979786,0.003056369,0.002959247,0.002878408,0.002936234,0.004097578,0.003156485
664.7999878,0.001828806,0.005509763,0.002973009,0.002043709,0.003452143,0.003125691,0.003488596,0.002449078,0.001106921,0.003033507,0.002518304,0.002110946,0.00266395,0.002387542,0.001590989,0.001729957,0.002987318,0.002171037,0.002361696,0.001848355,0.002453478,0.00334969,0.003125743,0.003470878,0.003180526,0.003353968,0.002782941,0.003601575,0.0028893
664,0.002395403,0.005209531,0.00260116,0.002882916,0.003268595,0.002727532,0.003659054,0.002547726,0.001463961,0.002300433,0.002454181,0.002808969,0.003041901,0.002085871,0.002156339,0.001438819,0.002866578,0.002523771,0.002299782,0.001530146,0.00208418,0.003430017,0.002442622,0.002775491,0.002872154,0.003323969,0.002902252,0.003879985,0.002255597
663.2000122,0.001776663,0.005185508,0.003070551,0.002131782,0.003320448,0.00222315,0.002657986,0.00206293,0.001365429,0.0016554,0.002140964,0.002131938,0.002335826,0.000981513,0.001546486,0.001612424,0.002591577,0.001405161,0.001858467,0.001652542,0.001488896,0.003096204,0.002358677,0.002281462,0.00216482,0.002768509,0.001731153,0.003502948,0.002473523
662.4000244,0.002608035,0.005589416,0.003614286,0.002842996,0.004454182,0.003547992,0.003328352,0.002719274,0.002165496,0.003162143,0.003751319,0.003041406,0.003480794,0.002042409,0.00252536,0.002358729,0.003576831,0.003072167,0.002526141,0.002788465,0.002553168,0.004424082,0.003219877,0.003530454,0.003506889,0.004003332,0.003652293,0.004914088,0.003220764
661.5999756,0.002494299,0.005151636,0.002886251,0.002124394,0.003422112,0.002827311,0.00336169,0.002126475,0.002243107,0.002471571,0.002886095,0.002902643,0.002857145,0.001653997,0.00277932,0.001786098,0.002921171,0.002668638,0.002364221,0.002379031,0.002551892,0.003729804,0.002900532,0.002816498,0.002671217,0.003366438,0.003528314,0.004016787,0.002716826
660.7999878,0.003035645,0.005854935,0.003824356,0.003207333,0.003696177,0.004018852,0.003910466,0.00314217,0.002247166,0.003322065,0.003712599,0.003205378,0.002664758,0.002185451,0.00270091,0.002643193,0.00385439,0.003120216,0.002584051,0.002513878,0.002507889,0.003889622,0.003474166,0.003816652,0.003460675,0.003778135,0.003401083,0.004133432,0.003648664
660,0.002137713,0.005992178,0.002856233,0.002658585,0.003076312,0.003449847,0.002681557,0.002067299,0.002182901,0.002525464,0.003110882,0.00297439,0.00279021,0.001982231,0.002139846,0.002081709,0.003241836,0.002501406,0.002016766,0.001330971,0.002281801,0.003531863,0.002895189,0.003211662,0.003012133,0.003757899,0.002845993,0.003832844,0.003316379
659.2000122,0.001363351,0.00537165,0.002571343,0.002079004,0.002591889,0.00263525,0.002555694,0.001600706,0.001041865,0.002550512,0.002498751,0.001761354,0.002199968,0.001608371,0.00196317,0.002023216,0.002741989,0.001863303,0.001452143,0.00122058,0.001976978,0.003228483,0.001973025,0.002227625,0.002241156,0.002586368,0.002801387,0.003670488,0.002353212
658.4000244,0.002343426,0.006228952,0.002824393,0.002877678,0.002817488,0.003617706,0.003614782,0.002567073,0.001739574,0.003277045,0.003549114,0.002392149,0.003872541,0.002447178,0.002884245,0.002263898,0.003127334,0.002814258,0.002878486,0.001985377,0.002665461,0.003927784,0.003276367,0.003543738,0.003159249,0.003644279,0.003384542,0.00460893,0.002936365
657.5999756,0.001915535,0.005744542,0.002455118,0.00241732,0.003387464,0.003342386,0.002626473,0.002226429,0.001652049,0.002521428,0.002651058,0.002293068,0.002814414,0.001375037,0.001970035,0.002302541,0.002457877,0.002531687,0.001856934,0.00185293,0.002351624,0.003311579,0.002875828,0.002853236,0.002369453,0.002631577,0.003124023,0.004928435,0.003000221
656.7999878,0.002269778,0.005852888,0.002714012,0.002872336,0.003729439,0.003688841,0.003096412,0.002383508,0.001540978,0.002706745,0.00317917,0.00331304,0.003006815,0.002381061,0.002678223,0.002649157,0.003529201,0.00302076,0.002529864,0.002360291,0.002247531,0.004203083,0.002582697,0.002955286,0.002612358,0.00352988,0.002912415,0.004016396,0.003414363
656,0.002222083,0.005639895,0.002255102,0.002716904,0.003714087,0.003189471,0.0028116,0.002157093,0.001679619,0.002556605,0.00325558,0.002391967,0.002449104,0.001904459,0.001552617,0.001973753,0.002753581,0.002445069,0.002377287,0.001406278,0.002187063,0.004095357,0.00205791,0.002738941,0.003105538,0.003018362,0.00264124,0.004696948,0.003376768
655.2000122,0.002052994,0.006067457,0.002570901,0.002815665,0.003335082,0.00293183,0.003675396,0.002245423,0.001822333,0.00261741,0.00321354,0.002657908,0.003081135,0.002000148,0.002552049,0.002427628,0.003111117,0.002934697,0.002240453,0.001478973,0.002035829,0.004197411,0.002928546,0.003280306,0.002886408,0.003680669,0.002787787,0.004393042,0.002611368
654.4000244,0.002708777,0.006047848,0.00299764,0.00303077,0.00374628,0.003847834,0.004027447,0.002807848,0.002149731,0.003455953,0.004118719,0.002755014,0.003134817,0.002546554,0.002618478,0.003008978,0.003646472,0.002542154,0.002884922,0.00198067,0.002714351,0.004327909,0.003308006,0.003446925,0.003510203,0.004008741,0.003701216,0.003991916,0.003568819
653.5999756,0.002525308,0.005877579,0.002847374,0.002667909,0.002827806,0.003216383,0.002925888,0.002005921,0.00172949,0.002177255,0.003627129,0.002469124,0.002823976,0.00136452,0.002616316,0.002624103,0.002914474,0.00256111,0.002669889,0.001996169,0.002100957,0.003818376,0.002520934,0.002709688,0.002703124,0.003229526,0.003268569,0.003621021,0.003047401
652.7999878,0.001995129,0.005450098,0.003029728,0.002743786,0.003727663,0.003327752,0.003249503,0.002493257,0.002269102,0.002314642,0.003273707,0.002603816,0.003437531,0.001066957,0.00209794,0.002239959,0.00303846,0.002711798,0.002511717,0.001743108,0.002192943,0.003615879,0.00255322,0.002815899,0.003098185,0.00368315,0.002862591,0.003189314,0.002865118
652,0.001663196,0.005257162,0.003293842,0.002845758,0.003492562,0.00360716,0.003284896,0.002529812,0.002008184,0.002427082,0.003500208,0.002630978,0.002922083,0.001358911,0.002415029,0.002280421,0.002638948,0.002590301,0.002421459,0.002188755,0.002653975,0.003777091,0.002383352,0.003203891,0.002963626,0.003119617,0.003271072,0.003763252,0.003131506
651.2000122,0.001711739,0.00557468,0.002971133,0.002246073,0.003580276,0.003424538,0.003184959,0.001759092,0.002147078,0.002112246,0.002878564,0.002303998,0.002671504,0.001544408,0.001955161,0.001901625,0.002588686,0.002438718,0.002629129,0.001683335,0.002114353,0.003503366,0.002232803,0.003137007,0.00279107,0.003132966,0.002772416,0.003754113,0.003082152
650.4000244,0.002160944,0.005768387,0.002847113,0.002887659,0.003745,0.003623814,0.003236411,0.002221485,0.002540435,0.002688616,0.002915229,0.002786406,0.003554438,0.002066155,0.002804435,0.002497033,0.003185481,0.002425468,0.002912441,0.002121949,0.002071981,0.003287974,0.002481646,0.003278245,0.00295698,0.00369542,0.002544575,0.004067528,0.00290835
649.5999756,0.002247244,0.006030078,0.002997014,0.002553298,0.003659498,0.003277228,0.00360181,0.002231502,0.001859637,0.002338663,0.00313453,0.002810323,0.003302763,0.00179413,0.002697967,0.002478782,0.002681427,0.002848129,0.003200449,0.002001656,0.002501641,0.004034345,0.00287502,0.003204882,0.003119773,0.004105548,0.002682443,0.004136646,0.003128455
648.7999878,0.001952223,0.00543251,0.002294421,0.002526037,0.002863555,0.003378673,0.003572994,0.001776299,0.001842116,0.001907318,0.003187854,0.00190854,0.002741129,0.001207419,0.001954953,0.001789607,0.002784895,0.002562099,0.002699686,0.001787605,0.002422136,0.003659916,0.002768587,0.002324349,0.002275035,0.002989377,0.00297327,0.003117948,0.002413572
648,0.001937817,0.005341407,0.0021406,0.00261215,0.00333036,0.002578999,0.002818374,0.002179805,0.001807412,0.001973571,0.002873274,0.002481698,0.002702056,0.001281043,0.00173357,0.001841102,0.002687183,0.002250107,0.002020927,0.001630456,0.001635029,0.003781582,0.001920033,0.002300069,0.00236331,0.002948041,0.002582567,0.003581738,0.002857744
647.2000122,0.001234261,0.0050547,0.002118619,0.002091307,0.003070577,0.003223007,0.002337882,0.001445104,0.001486324,0.001704645,0.002802299,0.002006467,0.002215319,0.000540006,0.001273539,0.001536562,0.002231008,0.001667042,0.001669485,0.001404875,0.001683725,0.003758186,0.001817524,0.002446892,0.002159565,0.002258771,0.002576655,0.003053554,0.001994115
646.4000244,0.002028417,0.005270787,0.002376324,0.002984034,0.003344185,0.003867161,0.003889413,0.002277845,0.002507551,0.002762647,0.00333876,0.002586525,0.002512836,0.001204642,0.001806243,0.002236758,0.003148662,0.002412322,0.002392618,0.001798601,0.00197781,0.003961978,0.002319847,0.002911268,0.002946112,0.003016564,0.003110726,0.003738473,0.002807093
645.5999756,0.002818322,0.005452903,0.002710314,0.003201675,0.003584766,0.003230152,0.003620812,0.002233506,0.002644495,0.002926696,0.003367768,0.003184229,0.003067709,0.001587741,0.001974794,0.001757845,0.002960473,0.002562152,0.002590978,0.001955109,0.002016116,0.003902055,0.002577489,0.002829968,0.003248173,0.003736802,0.002833799,0.004069148,0.00384376
644.7999878,0.001768345,0.005107893,0.00277424,0.002421407,0.003027877,0.002882916,0.003215418,0.001663274,0.001510585,0.002445798,0.003500704,0.002281228,0.002771192,0.001329206,0.001740743,0.00177895,0.002921302,0.002161048,0.002241988,0.000943844,0.001995077,0.00317445,0.002184592,0.00295711,0.002652256,0.003050868,0.002307095,0.003174111,0.003143526
644,0.002087353,0.005845333,0.003239984,0.002631994,0.003008431,0.003559632,0.003542876,0.002274306,0.002144632,0.002313731,0.003296372,0.002596238,0.002955964,0.001978746,0.002131339,0.002188729,0.002991489,0.002310947,0.002643948,0.001701942,0.002122261,0.003604942,0.002625509,0.003221259,0.003489666,0.003488831,0.002211546,0.003601314,0.003157423
643.2000122,0.001745941,0.005773318,0.003297233,0.002524891,0.003216539,0.003068178,0.003408545,0.002132146,0.002202752,0.002313133,0.003140371,0.002549497,0.002924038,0.002276544,0.002171402,0.002456836,0.002682886,0.002476673,0.002143176,0.001816926,0.002126059,0.003289513,0.002363596,0.003204569,0.002965086,0.00325631,0.002535566,0.003799992,0.003140553
642.4000244,0.002192579,0.005333755,0.003019979,0.002901783,0.003965321,0.003425425,0.003443768,0.002460038,0.001862081,0.00249383,0.003265908,0.002701249,0.002882343,0.00167003,0.002063528,0.002634885,0.003302398,0.00203765,0.002260879,0.001988472,0.002147312,0.003265647,0.00251682,0.002493361,0.002673301,0.003302763,0.002575562,0.004262838,0.002882551
641.5999756,0.002419324,0.00548942,0.002635197,0.002747511,0.003760014,0.003562346,0.003406301,0.002354981,0.002117605,0.002633088,0.003355794,0.002950334,0.002816681,0.001661533,0.002400869,0.002690361,0.003416189,0.002892558,0.002586134,0.001596887,0.002203558,0.003036609,0.002633869,0.00304542,0.00276236,0.003458144,0.002972305,0.004211813,0.003358872
640.7999878,0.001929471,0.005169554,0.002882864,0.003181856,0.003751476,0.003441367,0.003848043,0.002375491,0.002152541,0.002729173,0.003433879,0.002874681,0.003269586,0.001869646,0.002751028,0.002780466,0.003682758,0.002983356,0.002501433,0.002106107,0.002553142,0.003587376,0.003224649,0.003474975,0.003193669,0.003617027,0.0029403,0.004527417,0.003053814
640,0.0024534,0.00611429,0.00311581,0.002571161,0.003452091,0.003444133,0.003690172,0.002134019,0.002038638,0.002689892,0.003343168,0.002570119,0.002839296,0.001201475,0.002201061,0.002753139,0.003413528,0.002234781,0.002416279,0.002076169,0.002340251,0.003836683,0.003013097,0.00254606,0.003085463,0.003525078,0.002880883,0.004229875,0.003108953
639.2000122,0.002750742,0.005764216,0.003144699,0.002681141,0.003720144,0.003702547,0.003831773,0.002888049,0.002405815,0.003118417,0.003432078,0.003292356,0.003287817,0.002042149,0.00222047,0.002842319,0.003562346,0.002053306,0.002626629,0.002330907,0.003016877,0.004046207,0.003120034,0.003515944,0.003414467,0.003689728,0.00288474,0.004342576,0.00286022
638.4000244,0.002859803,0.005513853,0.00316535,0.00335942,0.003885313,0.003284374,0.003145716,0.002758635,0.002341005,0.002640875,0.003756306,0.003269299,0.003350629,0.002255076,0.002220704,0.002547466,0.003093779,0.002275035,0.002723364,0.002049665,0.00283445,0.003597033,0.002970559,0.003629609,0.002902382,0.003878731,0.002876271,0.003877947,0.003155598
637.5999756,0.002299288,0.005700635,0.002817775,0.00304383,0.003936848,0.003619037,0.003802733,0.002717034,0.002530203,0.003329317,0.003748865,0.003432078,0.003085619,0.002636265,0.002176241,0.002613868,0.003737272,0.002795004,0.00295711,0.0021361,0.00299923,0.003281923,0.003146628,0.003322039,0.003628356,0.003632271,0.002992948,0.004021804,0.00324001
636.7999878,0.002149861,0.0053982,0.002934488,0.003041797,0.003602227,0.003490527,0.003657253,0.002508827,0.002593946,0.002772416,0.003254824,0.00339897,0.002998057,0.002420183,0.002434266,0.002586603,0.00338736,0.003130567,0.002954608,0.002317739,0.00252096,0.00325691,0.002656736,0.003522312,0.003699597,0.003411858,0.00292766,0.003884216,0.003234064
636,0.002081943,0.006169976,0.003573751,0.003047375,0.003872802,0.003952887,0.003846345,0.00288917,0.002747121,0.003168297,0.003835116,0.003640781,0.003721945,0.002273317,0.002061863,0.003274307,0.003466155,0.003262335,0.003252007,0.002930397,0.003010647,0.003908245,0.003091407,0.004286157,0.00332483,0.003602071,0.002994486,0.004096768,0.003561485
635.2000122,0.002604597,0.005620384,0.00363188,0.003245044,0.003655217,0.004005266,0.00351931,0.003072297,0.002529968,0.002893808,0.003601627,0.003852378,0.003875492,0.002075596,0.002667753,0.00329885,0.003431687,0.003004678,0.003287087,0.002486749,0.002855477,0.003478602,0.003577249,0.003512943,0.003370716,0.003506549,0.002892349,0.004119503,0.003254928
634.4000244,0.002562881,0.005338734,0.002849146,0.002861887,0.003470539,0.003664379,0.002950073,0.002421224,0.002202023,0.002596342,0.002974521,0.002895137,0.002671816,0.001631937,0.002298741,0.002375387,0.003338473,0.002032318,0.002656241,0.001985871,0.00201739,0.003551828,0.002801335,0.003106867,0.003167358,0.003101496,0.002459387,0.003936012,0.003566104
633.5999756,0.00180224,0.004604953,0.003041484,0.003005434,0.003363803,0.00333276,0.003009291,0.001825687,0.001624142,0.00185722,0.002909418,0.002819338,0.002585015,0.001383918,0.001736715,0.002258953,0.002698826,0.001676033,0.002268451,0.001246799,0.002416956,0.003276654,0.001921489,0.002614649,0.002711095,0.002563714,0.002159513,0.003407423,0.003056864
632.7999878,0.001959373,0.005311559,0.003176067,0.002615795,0.002954817,0.003663675,0.003308188,0.002248545,0.001808166,0.001881397,0.002554522,0.002813658,0.00255947,0.001838918,0.001937453,0.00221969,0.003101444,0.001879656,0.002026154,0.00142147,0.002196091,0.002884792,0.002287942,0.002484744,0.002649287,0.002178686,0.002463058,0.003538205,0.003245539
632,0.002397771,0.00558488,0.002926826,0.003095135,0.003650857,0.003508898,0.003331691,0.002465245,0.001814717,0.002607931,0.003405805,0.003186628,0.002745349,0.001742874,0.002350037,0.002943089,0.003113907,0.002254192,0.002568349,0.001844013,0.001861145,0.003011924,0.002725604,0.002539654,0.00258853,0.002822204,0.002884323,0.003681818,0.003353055
631.2000122,0.002486853,0.005603025,0.002972618,0.002880492,0.003660438,0.003560884,0.003304354,0.001965094,0.002076325,0.002822178,0.003145951,0.003342099,0.00259103,0.001870348,0.001867332,0.002960212,0.002827467,0.002252526,0.002704114,0.002421875,0.002327108,0.003205091,0.003099489,0.002724353,0.002763819,0.003169939,0.002992192,0.003985019,0.003355168
630.4000244,0.002808057,0.005984987,0.004043934,0.003517484,0.003954454,0.004208912,0.00408088,0.002783306,0.002697159,0.002819625,0.003936195,0.003610789,0.003236933,0.002667909,0.002774761,0.003492588,0.003341107,0.002657023,0.003531654,0.002244226,0.002743187,0.00400362,0.003137946,0.003081265,0.00346018,0.003630757,0.003231195,0.003893384,0.003976946
629.5999756,0.002549965,0.005507456,0.003572499,0.002748449,0.003560415,0.003501826,0.003530767,0.00245543,0.002520205,0.002698514,0.003297833,0.003152078,0.002618868,0.002265121,0.002052448,0.002669212,0.003047375,0.001910854,0.00303455,0.001927495,0.002596525,0.003487396,0.002634104,0.002570406,0.002842658,0.002538717,0.00269221,0.003634177,0.003298981
628.7999878,0.00264025,0.005623741,0.003509551,0.003065754,0.003734504,0.003325247,0.003385456,0.001843311,0.002929641,0.002317791,0.002871059,0.003057203,0.002328903,0.001921645,0.001941952,0.002649261,0.003512708,0.002604675,0.002616863,0.001540355,0.002630952,0.003038043,0.002589207,0.00270104,0.003101783,0.002518877,0.002529109,0.003649787,0.002857145
628,0.002786745,0.005674512,0.003198598,0.003178701,0.003777979,0.003821118,0.003551202,0.002685048,0.002701066,0.00294176,0.003752207,0.00372299,0.003237663,0.003036505,0.002535775,0.002901235,0.003263691,0.002601603,0.003349038,0.002189769,0.00259616,0.003657775,0.00304834,0.002969595,0.003306519,0.00308528,0.002936261,0.003738499,0.003009813
627.2000122,0.002143098,0.005633155,0.003206473,0.002934749,0.003356498,0.003362133,0.003395917,0.002580431,0.002176137,0.002379317,0.003587219,0.002861939,0.002711538,0.002568818,0.002069978,0.002368385,0.002661033,0.002479381,0.002918096,0.002131521,0.002350505,0.003230387,0.002659445,0.002189327,0.003329421,0.003079519,0.002632124,0.003537474,0.003032204
626.4000244,0.002309489,0.006031942,0.003167593,0.002938945,0.00376816,0.003167619,0.002719743,0.002207123,0.002264808,0.002564313,0.003270107,0.002780779,0.002450692,0.001684141,0.001974247,0.003343846,0.003004261,0.00195074,0.00286762,0.002078796,0.002644261,0.003511716,0.002547544,0.002483755,0.00346018,0.002834841,0.00265934,0.003634046,0.003020187
625.5999756,0.001650359,0.005378543,0.002795577,0.002564,0.002789897,0.003242957,0.00273222,0.001787346,0.001742329,0.002235093,0.002692679,0.002744594,0.002340277,0.001107726,0.001908203,0.00265908,0.003033194,0.001772504,0.002009926,0.001699629,0.002113365,0.002679239,0.001815549,0.002058326,0.002692262,0.00221165,0.001953549,0.003170409,0.002635041
624.7999878,0.002083556,0.005934704,0.003719387,0.00320895,0.003325508,0.003862538,0.003406562,0.002404357,0.002595978,0.003385064,0.003347942,0.002673483,0.002917966,0.002430283,0.002060641,0.00298724,0.003041406,0.00238205,0.002569521,0.002115628,0.002537233,0.003259779,0.002908219,0.002428201,0.003239019,0.00295294,0.002449755,0.003442124,0.002919816
624,0.001904225,0.005661556,0.002877131,0.002821605,0.002567828,0.003534786,0.002284273,0.002274749,0.002118021,0.002649131,0.003277749,0.002690856,0.002195779,0.001648722,0.001233041,0.002625093,0.003073653,0.002363779,0.002080122,0.001955291,0.002476647,0.00295698,0.003058142,0.002363232,0.002862695,0.00250414,0.00216404,0.00343881,0.002760276
623.2000122,0.002130637,0.00597853,0.002987605,0.00309318,0.002922865,0.00366344,0.002504843,0.002470061,0.002143046,0.002474096,0.00319346,0.003260014,0.002205614,0.001827766,0.001858337,0.00287601,0.003070551,0.002833356,0.002379473,0.001937688,0.002654965,0.003011429,0.002998995,0.002207409,0.003211402,0.002650537,0.003019744,0.003261109,0.00294176
622.4000244,0.002447647,0.005960763,0.003384882,0.00326017,0.003212106,0.003738864,0.003199849,0.002279563,0.002576734,0.002864858,0.003249112,0.003429443,0.003034758,0.001937947,0.002190238,0.003079388,0.003323369,0.002500704,0.002797166,0.001921671,0.00304237,0.002681245,0.002827884,0.002830437,0.003059601,0.003527061,0.002827285,0.003471896,0.002916845
621.5999756,0.001966836,0.006307056,0.002896388,0.002848624,0.003023159,0.003454126,0.002971758,0.002052864,0.002131756,0.002070317,0.003084107,0.002438093,0.002612592,0.001777105,0.001913844,0.00267067,0.003090703,0.002196326,0.002478548,0.001118938,0.001852878,0.002200644,0.002657517,0.002191747,0.002393997,0.00280803,0.0024187,0.003095735,0.002802064
620.7999878,0.002474643,0.005734837,0.003265022,0.003505688,0.003774062,0.004016631,0.003246921,0.002403186,0.002338741,0.002483442,0.003455979,0.003166732,0.002551241,0.002121559,0.002258173,0.002614806,0.003370377,0.002589051,0.002930188,0.002023059,0.002342827,0.002933342,0.003403822,0.002484093,0.003263118,0.003184855,0.002922109,0.00372675,0.002958466
620,0.001386307,0.005279434,0.002895893,0.003201336,0.003094431,0.003375829,0.002586108,0.002353472,0.001896893,0.002255519,0.002544341,0.002627463,0.002407663,0.001581402,0.001990396,0.002057312,0.002613347,0.002098798,0.002208502,0.001376855,0.002188572,0.002426457,0.002666946,0.0020789,0.002363857,0.002615535,0.001929809,0.003588837,0.002436791
619.2000122,0.001567243,0.005515819,0.002326223,0.003519389,0.003703435,0.003400639,0.002768665,0.002251928,0.002552283,0.002594858,0.002406908,0.002596342,0.001995753,0.002072735,0.001830158,0.002236186,0.002851699,0.002399073,0.002133733,0.001435676,0.002662752,0.002758218,0.002879554,0.001801538,0.002807301,0.003058898,0.002364742,0.003541363,0.002847035
