wavelength (nm),DOMBlank1,DOMSTD26,DOM12168,DOM12277,DOM12700,DOM12719,DOM12727,DOM12735,DOM12765,DOMBlank2,DOM13017,DOM13156,DOM13157,DOM13196,DOM13458,DOM13466,DOM13129,DOM13257,DOMBlank3,DOM13258,DOM13259,DOM13309,DOM13369,DOM13395,DOM13473,DOM13475,DOM13514,DOM13515,DOMBlank4,DOM13521,DOM13525,DOM13529,DOM13594,DOM13595,DOM13601,DOMBlank5
503.1999817,0.006577639,0.017333549,0.010205761,0.013575023,0.006092448,0.007306971,0.008927357,0.012567462,0.003001784,-0.002500671,0.000936787,-0.001066692,0.015742265,0.002590118,0.010217633,0.019932752,0.003696334,-0.006695047,-0.004835658,-0.00294935,-0.00512115,-0.006085205,-0.004154899,-0.005181521,-0.004850607,-0.003260236,-0.002235032,3.39E-05,-0.00817756,-0.002821394,-0.002503605,-0.000544661,-0.002038028,-0.010375303,-0.008025521,-0.008012256
502.3999939,0.004963834,0.017502496,0.009847211,0.013455281,0.006397652,0.006752575,0.008254025,0.01193226,0.00283914,-0.001267958,0.000620256,-0.00273029,0.015530858,0.002854227,0.00941512,0.020395761,0.003952913,-0.006327071,-0.00554689,-0.003943988,-0.006933007,-0.005806527,-0.004444631,-0.005327347,-0.00477401,-0.003283718,-0.002510039,-4.19E-05,-0.008050221,-0.003404398,-0.003428951,-0.001218502,-0.002277883,-0.010525814,-0.008265192,-0.007574631
501.6000061,0.005170471,0.017592762,0.01068496,0.013827967,0.007645698,0.007327058,0.008910446,0.011898631,0.002771426,-0.000551332,0.0001483,-0.000977699,0.016387772,0.003803178,0.010100774,0.020544734,0.004598884,-0.005799018,-0.005304998,-0.003541322,-0.007079827,-0.006236649,-0.003814581,-0.004642032,-0.003513951,-0.002789862,-0.001682328,0.001471493,-0.008022471,-0.003168094,-0.002694996,-0.000864714,-0.001951501,-0.011094688,-0.007851414,-0.00748976
500.7999878,0.006660748,0.017659025,0.011138819,0.01461242,0.007878393,0.008184169,0.009259284,0.012688026,0.004048271,0.001127995,0.001474376,-0.000845751,0.017757872,0.006401592,0.010390303,0.021485746,0.004414223,-0.006060597,-0.005407068,-0.002410118,-0.006232413,-0.00563623,-0.003978515,-0.004416804,-0.003197182,-0.001870318,-0.001812063,0.002069874,-0.007135953,-0.002229572,-0.002243582,-0.001013443,-0.002010922,-0.010658795,-0.007049061,-0.007123934
500,0.006443969,0.018819053,0.011523051,0.013172375,0.008213345,0.008653695,0.008242232,0.01354909,0.004481304,0.001218322,0.001967642,-0.000329455,0.017746519,0.005307314,0.01210785,0.02101277,0.004712414,-0.00585388,-0.00438139,-0.00223359,-0.004656476,-0.005273186,-0.003515338,-0.004192946,-0.001663091,-0.000767152,-0.001344505,0.002993939,-0.006094037,-0.001905525,-0.00019524,0.000495248,-0.0014005,-0.009442822,-0.006181325,-0.00652571
499.1999817,0.005955855,0.017771302,0.011195631,0.013749541,0.008265264,0.00835239,0.008114246,0.013270954,0.003750483,0.00052627,0.001789321,-0.000117558,0.017830769,0.004547375,0.010990329,0.022112913,0.004554254,-0.006002749,-0.004478707,-0.002776899,-0.005063637,-0.00457713,-0.00411454,-0.00453389,-0.002474161,-0.001510715,-0.001975209,0.001576856,-0.005085589,-0.003750837,-0.000880111,0.000619867,-0.002494854,-0.010063046,-0.007236423,-0.006405487
498.3999939,0.006861935,0.019153761,0.012152437,0.015541698,0.007469059,0.007412864,0.008764328,0.014557274,0.003804666,5.62E-05,0.001966134,-0.000792268,0.017335596,0.004857803,0.011797145,0.021331174,0.005139247,-0.006849489,-0.004825111,-0.002471175,-0.005467962,-0.004522977,-0.003415545,-0.005168833,-0.002693144,-0.000519117,-0.001669899,0.001793662,-0.005363042,-0.003199752,-0.001510147,0.000223816,-0.001569835,-0.01061267,-0.007073307,-0.005785991
497.6000061,0.006277666,0.019551409,0.012385136,0.016064536,0.008859401,0.008201368,0.009997217,0.014297083,0.003247574,0.000266604,0.002135189,0.001223254,0.017575402,0.006917638,0.011722595,0.021828722,0.005176548,-0.006005813,-0.004241603,-0.002971049,-0.003870104,-0.003545379,-0.003008789,-0.004200483,-0.002576126,-0.000486022,-0.000246365,0.003047506,-0.004707744,-0.002142878,-0.000613013,0.000532101,-0.000612754,-0.009285956,-0.006638558,-0.006017097
496.7999878,0.006415306,0.017802153,0.011715175,0.014231678,0.008397966,0.009137317,0.009616767,0.01426533,0.002414717,-0.000706681,0.001452065,0.000709363,0.017426716,0.006177091,0.010918705,0.023129212,0.005027412,-0.005871961,-0.004225658,-0.003240453,-0.003670452,-0.003377943,-0.003174981,-0.004388822,-0.003056705,-0.000322937,-0.001190571,0.002920598,-0.005023823,-0.002967193,-7.25E-05,0.000346207,-0.001101293,-0.01000249,-0.006636977,-0.007109571
496,0.005755428,0.018163096,0.01073943,0.012848882,0.008713088,0.008348617,0.009769765,0.01382003,0.002611603,-0.000294017,0.001624558,0.001787787,0.017933136,0.004926655,0.01177302,0.023188135,0.004418459,-0.004589834,-0.003824023,-0.004011807,-0.005144634,-0.00349269,-0.002946727,-0.004544035,-0.002957834,-0.000757229,-0.001627504,0.003173382,-0.005143508,-0.001581029,-0.000606861,0.00015959,-0.001979022,-0.010130573,-0.006451652,-0.008007376
495.1999817,0.006114526,0.018445574,0.011155153,0.014160507,0.008755004,0.008711714,0.010021137,0.014294354,0.004093868,0.000485659,0.001823373,0.001489883,0.01861044,0.005979003,0.011591,0.023501225,0.005669608,-0.003760846,-0.003976668,-0.002897823,-0.004526359,-0.003922184,-0.002583177,-0.003183152,-0.001805309,-0.001770558,-0.000659384,0.002516455,-0.005473125,-0.00090336,-0.001979022,0.000605766,-0.001915576,-0.009368652,-0.00602062,-0.008054337
494.3999939,0.005718286,0.01973257,0.012316131,0.015573679,0.009649983,0.009165631,0.009349943,0.013500327,0.003959888,0.001064284,0.001212845,-0.000169261,0.018951748,0.00590778,0.011039608,0.023321979,0.006081212,-0.005442705,-0.004045712,-0.002776334,-0.005387638,-0.004274772,-0.002574994,-0.004229965,-0.001575149,-0.00112954,-0.001678512,0.002166927,-0.005465456,-0.001236932,-0.000784568,-0.000200984,-0.000770459,-0.009410349,-0.006883836,-0.007870379
493.6000061,0.007410336,0.020193793,0.012194392,0.016181426,0.010008819,0.009373457,0.010350323,0.014360651,0.005893768,0.00150539,0.00197599,0.000609343,0.020009458,0.007277672,0.012320578,0.024188343,0.006368335,-0.005382576,-0.003609255,-0.002020816,-0.005839986,-0.002763936,-0.0019264,-0.003883651,-0.002144062,0.000164433,-0.000947944,0.002973895,-0.004523387,0.000196571,0.000303723,0.001994739,-0.001159798,-0.008575191,-0.007155967,-0.00552491
492.7999878,0.006604342,0.019566355,0.012292483,0.016820939,0.01041846,0.010700215,0.011408311,0.015262282,0.005423284,0.002652074,0.002636135,0.000967659,0.021165542,0.008409288,0.013287768,0.02435505,0.00760468,-0.003532233,-0.004067049,-0.001131657,-0.003801905,-0.002228851,-0.000429546,-0.003059018,-0.002656766,0.000884751,0.000430205,0.003781086,-0.002880131,0.000515644,0.001592288,0.00288672,0.000456921,-0.007522275,-0.006072391,-0.005041325
492,0.007289466,0.020170012,0.012336371,0.017119778,0.011109792,0.010612563,0.011551415,0.016323289,0.00636689,0.001934281,0.003485073,0.0022059,0.02006576,0.008604766,0.013044662,0.025647843,0.007086896,-0.00372543,-0.002329227,-0.001350027,-0.003781735,-0.002539275,-0.000923612,-0.002041944,-0.002459541,0.000501623,0.001086576,0.003613112,-0.003847116,0.000335249,0.001762367,0.001653997,0.000947735,-0.007712688,-0.005788187,-0.005584969
491.1999817,0.006492077,0.019733004,0.013047542,0.01743534,0.010541452,0.009910078,0.011365475,0.01539191,0.005460217,0.000726942,0.003491519,0.002404982,0.018941041,0.007008467,0.013664343,0.026225479,0.006536774,-0.004327213,-0.002652752,-0.001409582,-0.003700175,-0.002234259,-0.001967066,-0.002531143,-0.002231839,0.000538244,0.000542805,0.002909131,-0.004015859,0.000146746,0.001177205,0.00206293,0.000177174,-0.007177203,-0.005827982,-0.006704632
490.3999939,0.006200618,0.020635255,0.01345739,0.017279968,0.010823658,0.010822012,0.011821297,0.017049775,0.00491058,0.00126505,0.003178101,0.001805905,0.020253945,0.006881475,0.01417051,0.026379436,0.006628943,-0.004073409,-0.002677554,-0.000571548,-0.00321445,-0.000882901,-0.002223494,-0.002801128,-0.001084716,0.001099473,-0.000105757,0.003014531,-0.003715626,0.000687324,0.002099318,0.001712753,0.0009736,-0.008446952,-0.005094032,-0.006397223
489.6000061,0.007603626,0.020087667,0.014424657,0.018050583,0.0106462,0.011293815,0.012158187,0.017512091,0.005931397,0.002609467,0.003662161,0.001771386,0.021007609,0.007814607,0.014314606,0.027380029,0.008139486,-0.002656714,-0.00188635,0.000524041,-0.002168172,-0.000765188,-0.000593987,-0.001479604,-0.00100115,0.001802785,-0.000269855,0.004883824,-0.002520437,0.001071447,0.002377651,0.002294786,0.001356574,-0.007479073,-0.005358696,-0.005335734
488.7999878,0.006524897,0.020829553,0.01413256,0.017050581,0.010381978,0.008388624,0.011398851,0.016477941,0.005664153,0.002810271,0.00176728,0.002509504,0.020465737,0.008477965,0.014054454,0.027068403,0.007531504,-0.003462748,-0.003964868,-0.000452199,-0.002987555,-0.001027853,-0.000547764,-0.002848398,-0.001381973,0.000770636,-0.000755937,0.004577092,-0.003108316,0.000872041,0.000984004,0.002333276,0.000748957,-0.008554937,-0.00517886,-0.0063086
488,0.006029711,0.020866407,0.013868375,0.016453153,0.010818748,0.009546745,0.012270568,0.015395047,0.005740005,0.001383269,0.002665696,0.00131965,0.020441234,0.008457667,0.013008892,0.027139323,0.007525499,-0.004395228,-0.003665883,-0.001124324,-0.002396731,-0.001347911,-0.002213605,-0.002286123,-0.000303692,0.000605895,-3.47E-05,0.004786869,-0.003845166,-0.000488194,0.00062723,0.00226486,0.001756207,-0.007865192,-0.006170606,-0.005776335
487.1999817,0.006461493,0.020415921,0.014697616,0.018571211,0.011739615,0.01037938,0.013335707,0.016084306,0.00500641,0.002127177,0.003494493,0.002347668,0.021082329,0.008579418,0.014850996,0.027228914,0.008694125,-0.003391504,-0.002418561,-0.000629608,-0.003172976,0.000116062,-0.000644962,-0.002590074,0.0007425,0.002332521,0.001582779,0.004563829,-0.002639013,0.000348487,0.002281801,0.003428191,0.002337492,-0.007070964,-0.005431969,-0.005004631
486.3999939,0.005977087,0.021491295,0.013782192,0.018261814,0.010872811,0.011063187,0.013178779,0.016987264,0.006554381,0.001400824,0.002945773,0.002268373,0.020806089,0.008221365,0.015106667,0.027454089,0.009460489,-0.002946367,-0.002364087,3.46E-05,-0.003448674,-0.000682336,-0.000314297,-0.002437713,0.000287144,0.002013151,0.00114554,0.00522394,-0.002247239,0.001547811,0.002664784,0.003535856,0.001238233,-0.007559571,-0.004469843,-0.004811798
485.6000061,0.00658986,0.020733425,0.012894932,0.017494086,0.011758419,0.010575905,0.012883226,0.017905701,0.00648246,0.001985585,0.003182951,0.002353498,0.021294797,0.008361996,0.01491593,0.028435385,0.008919113,-0.003453554,-0.002644571,-0.000134534,-0.002374797,-0.000929192,-0.00120162,-0.003191324,-0.000676546,0.001770139,0.00194151,0.004729476,-0.002837339,0.00082577,0.001717587,0.004418799,0.00164945,-0.007644988,-0.00483407,-0.005253187
484.7999878,0.00564,0.02061164,0.012852002,0.017750699,0.011272163,0.010334895,0.012235021,0.017529419,0.006877425,0.002488753,0.00338089,0.00203107,0.021476988,0.008195934,0.014129378,0.028933285,0.00881626,-0.003429721,-0.002351523,0.000161973,-0.002927392,-0.000347665,-0.00255976,-0.003450678,5.63E-05,0.001847419,0.001135132,0.004118327,-0.002791354,0.001185122,0.001525418,0.003689128,0.001366623,-0.007593455,-0.003700278,-0.004796284
484,0.006490684,0.020034097,0.013802848,0.017996671,0.012197161,0.010922049,0.013160181,0.017910287,0.007202841,0.00322551,0.003662448,0.00317166,0.023038115,0.00843898,0.015234318,0.029196721,0.008957402,-0.00227057,-0.001914545,0.001318274,-0.003094746,0.000337244,-0.000850246,-0.002374282,0.000716156,0.002149185,0.000536119,0.004430829,-0.003153548,0.001894631,0.002597019,0.004777997,0.001468636,-0.007047482,-0.004505761,-0.004161309
483.1999817,0.008223317,0.021442937,0.014090577,0.018406764,0.013433014,0.011620458,0.013937681,0.019679939,0.007572305,0.003349977,0.004107796,0.003562607,0.024709756,0.008541295,0.015572794,0.029532488,0.009853592,-0.001473154,-0.001735341,0.001752465,-0.002426387,0.001144528,0.001091662,-0.000823066,-0.000256351,0.002114379,0.002771609,0.005509029,-0.001779994,0.002850553,0.003700485,0.005538733,0.002964512,-0.006822428,-0.003151338,-0.003620448
482.3999939,0.008007206,0.021200795,0.015511328,0.01899104,0.013513359,0.012894453,0.01416492,0.019637525,0.008124717,0.003781452,0.004038656,0.004079103,0.024840973,0.009378827,0.016238982,0.030615732,0.010447812,-0.001172913,-0.000806324,0.002144346,-0.002042511,0.001485961,0.000411808,-0.000575323,-0.000504483,0.002682026,0.002548012,0.006290036,-0.000766531,0.002821579,0.003688658,0.004987661,0.003866142,-0.006153609,-0.00369653,-0.004037454
481.6000061,0.00906605,0.02330835,0.016583271,0.020239029,0.013369021,0.013910069,0.015874721,0.019963568,0.008389732,0.00417794,0.00572028,0.004702077,0.026715511,0.010004316,0.017791474,0.032029726,0.012984033,-0.001080378,-0.000710609,0.002781118,-0.000907028,0.002814753,0.001395344,0.000395329,0.001094075,0.005447818,0.004130113,0.007186682,0.000197736,0.004102778,0.004652859,0.006727966,0.004576778,-0.005021059,-0.002474315,-0.001709454
480.7999878,0.007562295,0.022332508,0.016750474,0.021049397,0.013735567,0.01312328,0.013967994,0.020108217,0.006956251,0.003739073,0.005716372,0.00621359,0.025814205,0.011116378,0.017324846,0.032675277,0.012292457,-0.001466343,-0.000669516,0.002709819,-0.000570514,0.002245111,0.001485233,0.00088527,0.000993318,0.003587245,0.003806807,0.008026007,0.000400148,0.003356029,0.005045534,0.006250354,0.004302758,-0.005817459,-0.00296457,-0.00263114
480,0.00611106,0.022886183,0.015856409,0.01941493,0.013168452,0.012064305,0.014004885,0.019878199,0.006896729,0.004493283,0.005094064,0.00454264,0.024370383,0.010621555,0.016635394,0.031982798,0.012111204,-0.001493431,-0.002732194,0.002713413,-0.001052593,0.001318248,0.001583325,-5.92E-05,0.001187121,0.004600061,0.004019452,0.00714918,-0.000957604,0.002539108,0.004132831,0.005104122,0.004352042,-0.006104349,-0.003474869,-0.004048944
479.1999817,0.006275539,0.022908067,0.01599599,0.01882519,0.013617998,0.011965521,0.014425486,0.020416409,0.006580241,0.004316405,0.00497813,0.004364958,0.024393411,0.010167282,0.016489664,0.032184556,0.011128355,-0.001408447,-0.002403167,0.002679786,-0.001263725,0.002118177,0.001490896,-0.000441804,0.000956322,0.00477763,0.003838119,0.006711456,-0.000178059,0.002951038,0.003874421,0.006105154,0.004220909,-0.005454618,-0.003462902,-0.003087189
478.3999939,0.007317817,0.023301631,0.016490282,0.020528153,0.013812762,0.012905945,0.015925603,0.020731688,0.007879052,0.005208745,0.006394394,0.005036682,0.02573375,0.011499341,0.017606322,0.033147443,0.012185954,-0.000212058,-0.000703735,0.002950777,-0.000865282,0.002837811,0.001655219,1.58E-05,0.001699317,0.004712832,0.004805767,0.006606733,-0.000640671,0.003512499,0.004190145,0.007456234,0.004911155,-0.005086971,-0.003164444,-0.002724631
477.6000061,0.006706278,0.02338355,0.015627773,0.020165158,0.012376,0.01143433,0.013958691,0.019875193,0.007171997,0.004017388,0.00507979,0.004101655,0.026083067,0.010761799,0.017124303,0.032550905,0.011920447,-0.00151025,-0.001705225,0.001463311,-0.001939698,0.001645293,0.000739855,-0.000839757,-2.95E-05,0.002255337,0.003306467,0.006043754,-0.001904649,0.003692444,0.003980473,0.006677072,0.003962448,-0.005707923,-0.004066587,-0.00482936
476.7999878,0.007479831,0.023101665,0.015437908,0.020031821,0.012702499,0.01232404,0.01391635,0.019816935,0.007028698,0.004484285,0.005284831,0.004322,0.025739819,0.010901424,0.017594218,0.033851881,0.011974914,-0.001612804,-0.00160223,0.001980124,-0.000596159,0.001717067,0.000543713,0.000267355,0.001187977,0.002008886,0.003829292,0.005959818,-0.002166884,0.00348262,0.003815399,0.00743867,0.004207109,-0.005925129,-0.003501934,-0.004522618
476,0.007854907,0.023419911,0.015872922,0.020608328,0.014355674,0.012594642,0.014753771,0.020870999,0.00905183,0.005223547,0.006254004,0.005732765,0.025120314,0.011413202,0.018694803,0.034149121,0.01230223,-0.000173298,-0.000995778,0.003031265,-0.000178059,0.002244798,0.001860833,0.000502556,0.001428015,0.004004403,0.004532491,0.007018911,-0.001388011,0.004205723,0.004983996,0.007306076,0.004157475,-0.006743374,-0.002206085,-0.002632478
475.1999817,0.006490895,0.021315759,0.016201362,0.021368533,0.0137862,0.012482364,0.015306095,0.021178806,0.008581134,0.005307497,0.004593966,0.005828882,0.025812613,0.011829223,0.018889803,0.034803666,0.012497709,0.000239459,-0.0010168,0.00303528,8.11E-05,0.003373168,0.001582,0.000104721,0.00176125,0.004835423,0.004040929,0.006974322,-0.000867555,0.003877765,0.00521257,0.008209071,0.004625439,-0.007376166,-0.002618069,-0.002686249
474.3999939,0.006588861,0.021682628,0.016005069,0.022221498,0.01447074,0.013809154,0.015183971,0.021588705,0.009402052,0.005521351,0.006352522,0.006539245,0.027308021,0.011866387,0.019322146,0.036237516,0.013995635,-0.000382012,-0.000510792,0.003602018,-0.000743585,0.003479306,0.000801677,0.001725903,0.00222622,0.004846102,0.004192733,0.007788093,-0.000892046,0.004325503,0.005066643,0.00823598,0.005867608,-0.005806221,-0.002884348,-0.00255029
473.6000061,0.006880607,0.022951432,0.017884821,0.020763049,0.015305504,0.014505668,0.016471919,0.024112294,0.010624288,0.006167035,0.007595064,0.007271171,0.028976923,0.013023615,0.020221509,0.03627317,0.014529302,2.86E-05,0.000310639,0.004680489,0.000349601,0.002393399,0.001891719,0.001630534,0.002437182,0.006284521,0.005290413,0.008633335,0.000489443,0.005377102,0.005775207,0.008818426,0.006547233,-0.004313271,-0.00225584,-0.001894597
472.7999878,0.007359967,0.024458008,0.017861301,0.018946448,0.015664538,0.013831949,0.016180243,0.023848614,0.009485782,0.005987742,0.007645566,0.007375949,0.028092952,0.012815155,0.019956846,0.036841508,0.013817198,0.000203071,0.000403439,0.004162232,-4.73E-05,0.001250019,0.001789087,0.000825044,0.002613035,0.005933339,0.005155147,0.008535065,0.00096081,0.004601474,0.006288539,0.009468611,0.007363996,-0.004274516,-0.001318285,-0.001301768
472,0.005919379,0.024156379,0.016652526,0.020522697,0.01497565,0.013463932,0.015286493,0.022292014,0.009130497,0.005095295,0.007711778,0.006761488,0.02988435,0.013709251,0.019855954,0.036530256,0.013741178,-0.000480126,0.000243085,0.005289941,0.000207681,0.001785786,0.002224815,0.000108994,0.00255736,0.006118805,0.005606775,0.007985902,0.00132313,0.004863248,0.005875768,0.008482268,0.006429019,-0.004245705,-0.001148387,-0.002344829
471.1999817,0.007897689,0.025612256,0.01708612,0.021449953,0.015911801,0.014325468,0.016245861,0.021283869,0.010023892,0.006465775,0.007394327,0.007159654,0.029992094,0.013666507,0.020482779,0.036751349,0.015229277,0.000282922,-0.000320195,0.004681902,0.001218036,0.003451439,0.002736258,0.000887527,0.002983826,0.006459549,0.007082633,0.009203571,0.00167029,0.007544331,0.005900223,0.009452975,0.007452074,-0.004448884,-0.002250741,-0.001412524
470.3999939,0.007905914,0.026460094,0.016763117,0.021953246,0.015905116,0.013919879,0.015811576,0.021623965,0.010011389,0.006193213,0.007776049,0.007196288,0.029437961,0.014536502,0.020686319,0.037805185,0.015611647,0.000991528,-0.000250038,0.004970354,0.001326947,0.004509081,0.003537631,0.00220923,0.003774506,0.006986475,0.007206763,0.009057275,0.002066259,0.006589361,0.006507264,0.009054024,0.007328058,-0.003744011,-0.003287161,-0.001926091
469.6000061,0.007917591,0.026406175,0.017074248,0.023001976,0.016734384,0.013799641,0.016655808,0.023691531,0.010174807,0.005910771,0.00757976,0.007601677,0.030190375,0.014874407,0.021421153,0.038591232,0.015578508,0.001337281,0.000577252,0.004744576,0.001695471,0.005218962,0.004162702,0.002278131,0.00370166,0.007578337,0.007014755,0.010062755,0.002085975,0.006961196,0.007278172,0.008784851,0.007421106,-0.003514003,-0.00274094,-0.000664037
468.7999878,0.006829537,0.026141539,0.018811485,0.022768294,0.015893972,0.015528739,0.017055023,0.024287649,0.010671058,0.006414465,0.00845714,0.008446925,0.029940007,0.015088496,0.020851687,0.038913958,0.015888952,0.000893752,0.000832384,0.004538586,0.002369869,0.00497944,0.00378119,0.00300864,0.002999569,0.007058006,0.007037091,0.008919641,0.000930302,0.006749236,0.007549599,0.009615708,0.007388718,-0.00305434,-0.001548788,-0.001643905
468,0.00672468,0.025909541,0.018149655,0.022331173,0.014849094,0.01570968,0.016723435,0.023073656,0.009994674,0.00684784,0.008559406,0.007901696,0.030737383,0.014816442,0.021675009,0.039167628,0.016054597,0.000313515,0.001442741,0.004671462,0.002077469,0.003731214,0.004235731,0.002306731,0.002853497,0.006896466,0.006699548,0.008558587,0.000878318,0.006462912,0.007481411,0.009341718,0.00635373,-0.004106694,-0.001446323,-0.001071805
467.1999817,0.008144023,0.025719166,0.019031174,0.02369052,0.016328502,0.016105797,0.017629316,0.024176987,0.011463113,0.006858516,0.009019426,0.008431669,0.032106899,0.016212163,0.022768049,0.040477354,0.016863834,0.001140686,0.001408485,0.005678918,0.002356361,0.005258498,0.004732564,0.00363911,0.003429339,0.007474879,0.007306998,0.009988396,0.000333332,0.006624054,0.008405197,0.010276631,0.007720447,-0.002700707,-0.002150193,-0.000748236
466.3999939,0.008167788,0.027121827,0.019288724,0.024153724,0.01713063,0.01437989,0.01839588,0.024658902,0.011380329,0.007783824,0.0088766,0.008783953,0.032598812,0.015791737,0.023050344,0.041185256,0.017298743,0.001809258,0.002119998,0.006092185,0.002231632,0.005777279,0.004205619,0.004166858,0.003839608,0.007850821,0.008358803,0.010616011,0.001591093,0.006519983,0.008655464,0.010582669,0.00912891,-0.002021435,-0.001423515,-0.001629464
465.6000061,0.007351226,0.026727982,0.019194126,0.024174497,0.017408313,0.014234032,0.018524366,0.024326166,0.011080686,0.008032889,0.008769056,0.008989483,0.032949399,0.015462398,0.022458158,0.040890358,0.017024899,0.002082177,0.001689546,0.006009343,0.001265284,0.004407267,0.003583487,0.003501957,0.003053971,0.007956767,0.008579577,0.010429703,0.002426066,0.00711634,0.008986338,0.010362703,0.008449063,-0.003349945,-0.000993712,-0.001565863
464.7999878,0.008985492,0.028068515,0.020751128,0.025610279,0.018324319,0.016079498,0.020069638,0.026216654,0.012420269,0.008402954,0.010490214,0.011644122,0.033701323,0.017296696,0.024338951,0.041369125,0.019497067,0.003467251,0.002252943,0.006700757,0.003527818,0.006654176,0.005592431,0.005004603,0.004515175,0.009412474,0.010062305,0.011958975,0.00441757,0.008729463,0.010656917,0.012087301,0.009999442,-0.002704514,0.000538166,-0.00024326
464,0.009113736,0.028813273,0.020094281,0.025818821,0.018046428,0.01695211,0.020087315,0.026309107,0.012624728,0.008352945,0.010401385,0.010393617,0.033772748,0.017658351,0.023853235,0.042159598,0.019367453,0.003003687,0.00212148,0.007084975,0.004186931,0.006569256,0.005502842,0.004592867,0.004365298,0.009871599,0.009779269,0.012525017,0.003989303,0.009911694,0.009927452,0.012033086,0.010035072,-0.001214113,0.000305976,-0.00033887
463.1999817,0.009533911,0.029691143,0.020668482,0.026094256,0.020157186,0.018260546,0.020828683,0.02668768,0.012398507,0.00875194,0.010574128,0.010700321,0.033940095,0.017644737,0.025433978,0.044674061,0.020237699,0.00356232,0.002993313,0.007518651,0.00484571,0.006920663,0.005059048,0.004842123,0.005128454,0.010320473,0.010211325,0.012949415,0.005103021,0.009952665,0.009968239,0.013712083,0.009971736,-0.001255465,0.001507858,0.000343902
462.3999939,0.0097219,0.02939029,0.021157036,0.025815578,0.019305909,0.015950175,0.020217983,0.025685411,0.012654524,0.007335009,0.010802267,0.008383267,0.033065699,0.015626861,0.024921592,0.043242071,0.019294867,0.003119773,0.001724682,0.006923109,0.002761683,0.006244287,0.005390206,0.004332327,0.004919324,0.010562723,0.010810972,0.012813342,0.00406988,0.009415199,0.009080059,0.012726489,0.010192669,-0.00221036,0.000705033,-0.000141418
461.6000061,0.009270048,0.03005423,0.020741163,0.026266316,0.020301629,0.01744267,0.020261159,0.027681645,0.013066722,0.008571868,0.010658748,0.00905294,0.032972578,0.017367197,0.025277309,0.044777159,0.019533591,0.003778866,0.003107102,0.007928137,0.002442492,0.007815477,0.006526552,0.005088878,0.00564632,0.011112712,0.011793766,0.013189799,0.005238507,0.010336406,0.010762489,0.013506603,0.012129091,-0.00160909,0.001606188,0.000752121
460.7999878,0.009166134,0.028789457,0.019121001,0.025891406,0.019982975,0.01812817,0.019774968,0.026291534,0.012855842,0.008318113,0.009417236,0.009029945,0.032863647,0.016971167,0.024737898,0.043996889,0.019730756,0.003294312,0.002692106,0.007653575,0.003859378,0.006685957,0.006567337,0.004758106,0.004352408,0.009524068,0.011258481,0.011651062,0.004329085,0.01007722,0.01038667,0.013726884,0.010888975,-0.002027309,0.000389577,-0.000392875
460,0.009384752,0.028686574,0.020556541,0.025498757,0.019456213,0.017338855,0.020681297,0.028164402,0.012828672,0.008630483,0.010116327,0.010709209,0.035423838,0.018670995,0.024917481,0.045233887,0.020233497,0.00301745,0.002782498,0.007400251,0.004230189,0.006654019,0.007199183,0.004837804,0.004975643,0.01020099,0.011207398,0.012784202,0.003749021,0.010521799,0.010332827,0.013500274,0.012257654,-0.000920822,0.001237272,0.000292765
459.1999817,0.009282318,0.030604733,0.021568438,0.025490852,0.020152712,0.018347217,0.021544879,0.027231038,0.013407731,0.009090871,0.01049276,0.0112766,0.036526285,0.018876204,0.026490195,0.045452528,0.020413831,0.002088003,0.003451282,0.006996813,0.004862987,0.006560636,0.006936891,0.00504755,0.006653756,0.011049751,0.011017516,0.013156472,0.00321766,0.011328515,0.011146707,0.012927546,0.011648004,-0.001777571,0.002267515,0.000636588
458.3999939,0.00893457,0.030733911,0.021391567,0.027054545,0.019513447,0.018652378,0.021882376,0.02715357,0.014031888,0.008546311,0.010258793,0.01256597,0.035952117,0.018588556,0.027129624,0.045882292,0.020866815,0.003548566,0.003721919,0.008426523,0.004610343,0.006815969,0.007460553,0.006486428,0.005418461,0.011823904,0.012455644,0.014309255,0.003626633,0.010994895,0.012792706,0.014628457,0.011095583,-0.001930008,0.001727307,0.000551125
457.6000061,0.009585433,0.030592984,0.021655254,0.026430301,0.019294407,0.018397985,0.022544226,0.027511699,0.01497482,0.010103689,0.011210904,0.012132206,0.036830239,0.019133987,0.026913513,0.046517231,0.021688778,0.003672603,0.00447317,0.009506313,0.005405827,0.008288799,0.006941074,0.006526736,0.005304432,0.01197518,0.013421907,0.014568945,0.004920581,0.011545938,0.013340191,0.015226757,0.011860827,-0.000258369,0.001131343,0.001972245
456.7999878,0.009107418,0.031680912,0.021502662,0.026795322,0.020358458,0.018244294,0.02229959,0.02871998,0.013868535,0.010262822,0.010685835,0.013190786,0.036407534,0.020001434,0.026497403,0.048063438,0.021089368,0.003046567,0.004863039,0.009276024,0.005243537,0.008439112,0.006381365,0.005961891,0.006266295,0.010670315,0.0129332,0.014178372,0.004694044,0.011408551,0.013374359,0.015469748,0.012368755,-0.000137899,0.001148706,0.001418068
