,Sample 1 Rack 1 Tube 1,,Sample 2 Rack 1 Tube 2,,Sample 3 Rack 1 Tube 3
wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs
608.7999878,-0.000523513,608.7999878,-0.001029765,608.7999878,0.002015804
608,-0.000761829,608,-0.000610169,608,0.00264262
607.2000122,-0.001921194,607.2000122,-0.001278591,607.2000122,0.002298247
606.4000244,-0.000849006,606.4000244,0.001069552,606.4000244,0.004000119
605.5999756,-0.001214733,605.5999756,-0.000703063,605.5999756,0.002316438
604.7999878,-0.000875512,604.7999878,0.000530339,604.7999878,0.002784557
604,-0.001897278,604,5.46E-05,604,0.0025113
603.2000122,-0.001688671,603.2000122,-0.000287446,603.2000122,0.002620718
602.4000244,-0.001238378,602.4000244,-4.41E-05,602.4000244,0.002310868
601.5999756,-0.000753456,601.5999756,0.000466483,601.5999756,0.004632764
600.7999878,-0.000694638,600.7999878,0.000244018,600.7999878,0.004218322
600,-0.002409139,600,-0.000357338,600,0.00346806
599.2000122,-0.001109917,599.2000122,0.000495896,599.2000122,0.003753826
598.4000244,-0.001054556,598.4000244,-8.03E-05,598.4000244,0.002787006
597.5999756,-0.000876907,597.5999756,0.000369939,597.5999756,0.003719204
596.7999878,-0.000259403,596.7999878,0.000559186,596.7999878,0.003744635
596,-0.001028577,596,-0.000179042,596,0.004403031
595.2000122,-0.000971707,595.2000122,-0.000596779,595.2000122,0.004354395
594.4000244,-0.001135633,594.4000244,-0.00049926,594.4000244,0.003098524
593.5999756,-0.001466034,593.5999756,-0.000280255,593.5999756,0.003625041
592.7999878,-0.001717602,592.7999878,0.000362503,592.7999878,0.00447385
592,-0.000946188,592,0.00041769,592,0.0049271
591.2000122,-0.001137027,591.2000122,0.000148533,591.2000122,0.004507903
590.4000244,-8.89E-05,590.4000244,0.000686858,590.4000244,0.004478191
589.5999756,-0.000454268,589.5999756,0.001777234,589.5999756,0.0060216
588.7999878,-0.00036846,588.7999878,0.001486662,588.7999878,0.006368257
588,-0.001288554,588,0.00219414,588,0.006782601
587.2000122,0.000240029,587.2000122,0.00283703,587.2000122,0.007611134
586.4000244,-0.000284601,586.4000244,0.002762387,586.4000244,0.007184998
585.5999756,0.0005497,585.5999756,0.003484264,585.5999756,0.007879447
584.7999878,0.000438859,584.7999878,0.003512786,584.7999878,0.008762347
584,0.000308049,584,0.003828221,584,0.009563601
583.2000122,0.000689269,583.2000122,0.003812579,583.2000122,0.00970075
582.4000244,0.00032126,582.4000244,0.00373111,582.4000244,0.010159226
581.5999756,-4.26E-05,581.5999756,0.004229117,581.5999756,0.00971965
580.7999878,3.37E-05,580.7999878,0.003244965,580.7999878,0.010092322
580,-9.14E-05,580,0.003021125,580,0.010852162
579.2000122,0.000514918,579.2000122,0.003472417,579.2000122,0.010586382
578.4000244,5.38E-05,578.4000244,0.002525282,578.4000244,0.00945287
577.5999756,0.000946827,577.5999756,0.00300327,577.5999756,0.008720694
576.7999878,0.000854585,576.7999878,0.004228856,576.7999878,0.009315957
576,7.46E-05,576,0.00326909,576,0.008470416
575.2000122,0.000328229,575.2000122,0.003516048,575.2000122,0.008341967
574.4000244,-0.000433219,574.4000244,0.002799381,574.4000244,0.007777868
573.5999756,-1.81E-05,573.5999756,0.002631708,573.5999756,0.007372394
572.7999878,0.000553614,572.7999878,0.003604498,572.7999878,0.008183166
572,0.000169923,572,0.002556032,572,0.00762636
571.2000122,0.000209675,571.2000122,0.001429963,571.2000122,0.006904277
570.4000244,-0.000144523,570.4000244,0.002587983,570.4000244,0.007106709
569.5999756,-0.001983506,569.5999756,0.001539368,569.5999756,0.005793675
568.7999878,-0.001171777,568.7999878,0.001253731,568.7999878,0.004646605
568,-0.001248754,568,0.001698745,568,0.006400253
567.2000122,-0.001421245,567.2000122,0.001279277,567.2000122,0.006414176
566.4000244,-0.00115701,566.4000244,0.001496091,566.4000244,0.006152384
565.5999756,-0.001312917,565.5999756,0.001662676,565.5999756,0.005242175
564.7999878,-0.001135013,564.7999878,0.000911676,564.7999878,0.005219617
564,-0.000273632,564,0.0008259,564,0.007171628
563.2000122,-0.000732679,563.2000122,0.001339514,563.2000122,0.005618418
562.4000244,-0.001239152,562.4000244,0.000955622,562.4000244,0.00591169
561.5999756,-0.001020778,561.5999756,0.000356104,561.5999756,0.006508762
560.7999878,-0.001521497,560.7999878,0.001005669,560.7999878,0.005490311
560,-0.001618374,560,0.001585585,560,0.006651153
559.2000122,-0.001670209,559.2000122,0.002191694,559.2000122,0.006833639
558.4000244,-0.001024083,558.4000244,0.001511572,558.4000244,0.007242585
557.5999756,-0.000387237,557.5999756,0.002052162,557.5999756,0.007807306
556.7999878,-0.000421271,556.7999878,0.001716495,556.7999878,0.007465689
556,-0.000344975,556,0.003336334,556,0.00877941
555.2000122,-0.000352217,555.2000122,0.002934462,555.2000122,0.008584778
554.4000244,-0.000906615,554.4000244,0.003373846,554.4000244,0.008863496
553.5999756,-0.001203581,553.5999756,0.0018084,553.5999756,0.007178997
552.7999878,-0.000527029,552.7999878,0.003269116,552.7999878,0.008863549
552,-0.0008643,552,0.004324745,552,0.009922154
551.2000122,-0.000448269,551.2000122,0.003690903,551.2000122,0.009009145
550.4000244,-0.000851796,550.4000244,0.00295685,550.4000244,0.009403639
549.5999756,-0.00181428,549.5999756,0.003196146,549.5999756,0.010375588
548.7999878,-0.000158497,548.7999878,0.004116837,548.7999878,0.011551973
548,-0.001084251,548,0.004018799,548,0.010708598
547.2000122,-4.93E-05,547.2000122,0.005150065,547.2000122,0.011074472
546.4000244,-1.94E-05,546.4000244,0.005085447,546.4000244,0.010192801
545.5999756,0.000325483,545.5999756,0.005785805,545.5999756,0.011364784
544.7999878,-5.58E-05,544.7999878,0.005455918,544.7999878,0.01130864
544,-0.000583543,544,0.006037848,544,0.011231598
543.2000122,-0.000717742,543.2000122,0.005804221,543.2000122,0.011635561
542.4000244,-0.000418737,542.4000244,0.005840767,542.4000244,0.011882668
541.5999756,-0.000945465,541.5999756,0.005255171,541.5999756,0.011456814
540.7999878,-0.001365407,540.7999878,0.004924272,540.7999878,0.012526217
540,-7.87E-05,540,0.005780244,540,0.012615002
539.2000122,0.000434428,539.2000122,0.006446491,539.2000122,0.013803435
538.4000244,0.000857283,538.4000244,0.006251325,538.4000244,0.013257395
537.5999756,-2.85E-05,537.5999756,0.005305428,537.5999756,0.012599972
536.7999878,0.000742656,536.7999878,0.005806949,536.7999878,0.012334933
536,-0.000291585,536,0.005456888,536,0.01201664
535.2000122,0.001471597,535.2000122,0.005912451,535.2000122,0.013310322
534.4000244,0.001551474,534.4000244,0.007534928,534.4000244,0.013773561
533.5999756,0.001596861,533.5999756,0.006951279,533.5999756,0.014386954
532.7999878,0.000520231,532.7999878,0.006437295,532.7999878,0.013105272
532,0.000218325,532,0.006295735,532,0.012879893
531.2000122,0.000195069,531.2000122,0.0056951,531.2000122,0.014352784
530.4000244,-0.000229548,530.4000244,0.005568937,530.4000244,0.013639554
529.5999756,-0.00056736,529.5999756,0.005858162,529.5999756,0.013607154
528.7999878,5.51E-05,528.7999878,0.005230044,528.7999878,0.013519154
528,0.000520387,528,0.005961786,528,0.014529944
527.2000122,0.000152081,527.2000122,0.006063729,527.2000122,0.015188582
526.4000244,0.000211747,526.4000244,0.006307318,526.4000244,0.015823495
525.5999756,5.07E-05,525.5999756,0.006238405,525.5999756,0.014767644
524.7999878,-0.000147214,524.7999878,0.006789306,524.7999878,0.014934523
524,0.000463036,524,0.005923158,524,0.014891793
523.2000122,0.000665339,523.2000122,0.006605682,523.2000122,0.015702084
522.4000244,9.40E-05,522.4000244,0.007214264,522.4000244,0.016470816
521.5999756,0.001277044,521.5999756,0.007752727,521.5999756,0.017214408
520.7999878,0.000906177,520.7999878,0.007598252,520.7999878,0.017334599
520,0.001264946,520,0.00746898,520,0.016878985
519.2000122,0.000467649,519.2000122,0.007821618,519.2000122,0.01608659
518.4000244,0.001011247,518.4000244,0.007614321,518.4000244,0.016176024
517.5999756,0.000893441,517.5999756,0.007443041,517.5999756,0.017670024
516.7999878,0.000764645,516.7999878,0.007751779,516.7999878,0.017517345
516,0.00067672,516,0.007456867,516,0.018220646
515.2000122,0.001979318,515.2000122,0.008237589,515.2000122,0.018220754
514.4000244,0.001316924,514.4000244,0.008842651,514.4000244,0.018733531
513.5999756,0.000479181,513.5999756,0.008268325,513.5999756,0.019313404
512.7999878,0.000560923,512.7999878,0.007110183,512.7999878,0.017701598
512,0.00124654,512,0.007690119,512,0.018636245
511.1999817,0.001826128,511.1999817,0.007961066,511.1999817,0.019698251
510.3999939,0.001965926,510.3999939,0.00737716,510.3999939,0.01959433
509.6000061,0.002784817,509.6000061,0.009731563,509.6000061,0.021054776
508.7999878,0.002002177,508.7999878,0.009148129,508.7999878,0.019918932
508,0.00129148,508,0.008076427,508,0.020748738
507.1999817,0.00135003,507.1999817,0.008208307,507.1999817,0.02001401
506.3999939,0.002182198,506.3999939,0.009049186,506.3999939,0.02124195
505.6000061,0.002564443,505.6000061,0.010580414,505.6000061,0.022355264
504.7999878,0.001448611,504.7999878,0.009693921,504.7999878,0.022066338
504,0.000781553,504,0.008926749,504,0.022084778
503.1999817,0.00156106,503.1999817,0.009051618,503.1999817,0.022818109
502.3999939,0.00150487,502.3999939,0.008326082,502.3999939,0.020702148
501.6000061,0.002227209,501.6000061,0.00871771,501.6000061,0.021799652
500.7999878,0.001457441,500.7999878,0.00815853,500.7999878,0.021960162
500,0.002540045,500,0.010200036,500,0.022984426
499.1999817,0.004293503,499.1999817,0.011288847,499.1999817,0.024017215
498.3999939,0.003349794,498.3999939,0.01156476,498.3999939,0.024147019
497.6000061,0.002748892,497.6000061,0.012209276,497.6000061,0.023995411
496.7999878,0.001497208,496.7999878,0.010304516,496.7999878,0.023141772
496,0.001103236,496,0.010128383,496,0.02274006
495.1999817,0.001824231,495.1999817,0.010598795,495.1999817,0.022497578
494.3999939,0.000404734,494.3999939,0.010398522,494.3999939,0.022885665
493.6000061,-0.001644679,493.6000061,0.009529889,493.6000061,0.022556085
492.7999878,0.00155098,492.7999878,0.010370975,492.7999878,0.024383526
492,0.00219323,492,0.009127799,492,0.024024766
491.1999817,0.001729983,491.1999817,0.009944323,491.1999817,0.025136935
490.3999939,0.002372524,490.3999939,0.011683317,490.3999939,0.024961593
489.6000061,0.002114639,489.6000061,0.010564765,489.6000061,0.025114197
488.7999878,0.001464947,488.7999878,0.011875538,488.7999878,0.025234481
488,0.001140894,488,0.011295409,488,0.025075473
487.1999817,0.000373384,487.1999817,0.010140174,487.1999817,0.024294274
486.3999939,0.00091951,486.3999939,0.010638294,486.3999939,0.024447383
485.6000061,0.001561553,485.6000061,0.01221082,485.6000061,0.025751822
484.7999878,0.002972149,484.7999878,0.012564185,484.7999878,0.027492201
484,0.002366564,484,0.01356175,484,0.027915642
483.1999817,-0.000233377,483.1999817,0.010963887,483.1999817,0.027039116
482.3999939,0.000210685,482.3999939,0.012143173,482.3999939,0.02786877
481.6000061,0.000713356,481.6000061,0.012708896,481.6000061,0.028904898
480.7999878,0.000761404,480.7999878,0.01217392,480.7999878,0.027526923
480,0.001640667,480,0.013556141,480,0.028760774
479.1999817,0.001373764,479.1999817,0.012998302,479.1999817,0.030940313
478.3999939,0.000789592,478.3999939,0.013865943,478.3999939,0.030181162
477.6000061,-0.000376788,477.6000061,0.013696855,477.6000061,0.029305764
476.7999878,-0.00127121,476.7999878,0.013208932,476.7999878,0.029097782
476,0.000751809,476,0.013843333,476,0.03041476
475.1999817,0.001883451,475.1999817,0.014290021,475.1999817,0.031510144
474.3999939,0.000411134,474.3999939,0.012723236,474.3999939,0.03022534
473.6000061,0.000200041,473.6000061,0.012531999,473.6000061,0.030760195
472.7999878,0.002018664,472.7999878,0.014559897,472.7999878,0.031081187
472,0.000974041,472,0.014086165,472,0.030849341
471.1999817,0.001114344,471.1999817,0.014704766,471.1999817,0.031353023
470.3999939,0.00132126,470.3999939,0.014753637,470.3999939,0.031020267
469.6000061,-0.000290602,469.6000061,0.013431518,469.6000061,0.03121095
468.7999878,0.000612868,468.7999878,0.015657883,468.7999878,0.03319902
468,5.20E-06,468,0.015670175,468,0.034127474
467.1999817,0.000367089,467.1999817,0.015391212,467.1999817,0.033755094
466.3999939,0.00102435,466.3999939,0.015765537,466.3999939,0.034673832
465.6000061,0.001229614,465.6000061,0.016111465,465.6000061,0.034193259
464.7999878,0.000483301,464.7999878,0.016637975,464.7999878,0.035580333
464,-0.000448062,464,0.016560465,464,0.035122972
463.1999817,0.000495688,463.1999817,0.016686877,463.1999817,0.035033703
462.3999939,-0.000468749,462.3999939,0.016095722,462.3999939,0.035663981
461.6000061,0.000685172,461.6000061,0.017732147,461.6000061,0.035311732
460.7999878,-0.000224529,460.7999878,0.017596105,460.7999878,0.035359919
460,0.000316753,460,0.017306043,460,0.036565568
459.1999817,0.000686572,459.1999817,0.017082917,459.1999817,0.036649209
458.3999939,0.001016903,458.3999939,0.015874425,458.3999939,0.036601108
457.6000061,0.001426534,457.6000061,0.016685558,457.6000061,0.035483494
456.7999878,0.001515105,456.7999878,0.018617656,456.7999878,0.038143862
456,0.00216188,456,0.018890668,456,0.038608063
455.1999817,0.001543706,455.1999817,0.01794916,455.1999817,0.039203212
454.3999939,0.001362676,454.3999939,0.018827785,454.3999939,0.040119562
453.6000061,-0.00011378,453.6000061,0.017741827,453.6000061,0.039628588
452.7999878,0.000223117,452.7999878,0.018485818,452.7999878,0.040480394
452,-2.02E-05,452,0.019994576,452,0.042073008
451.1999817,0.000566236,451.1999817,0.020026915,451.1999817,0.040587787
450.3999939,0.002596811,450.3999939,0.019975277,450.3999939,0.040981408
449.6000061,0.001761016,449.6000061,0.021338815,449.6000061,0.043462314
448.7999878,0.000728291,448.7999878,0.021465346,448.7999878,0.043224026
448,0.001314639,448,0.022842582,448,0.042922597
447.1999817,0.002110633,447.1999817,0.023050508,447.1999817,0.043787308
446.3999939,0.001872688,446.3999939,0.023409175,446.3999939,0.044768263
445.6000061,0.001895957,445.6000061,0.021336639,445.6000061,0.045372404
444.7999878,0.001368181,444.7999878,0.02208614,444.7999878,0.043696184
444,0.001907162,444,0.022204444,444,0.044383321
443.1999817,0.002540566,443.1999817,0.023772158,443.1999817,0.045166843
442.3999939,0.003273602,442.3999939,0.024039784,442.3999939,0.047279123
441.6000061,0.00147009,441.6000061,0.023953147,441.6000061,0.045837067
440.7999878,0.001408433,440.7999878,0.023978697,440.7999878,0.046759292
440,0.00027813,440,0.024308344,440,0.047330733
439.1999817,0.000554676,439.1999817,0.024986159,439.1999817,0.04781764
438.3999939,0.001850382,438.3999939,0.025102569,438.3999939,0.046955314
437.6000061,0.002408157,437.6000061,0.023526309,437.6000061,0.048239682
436.7999878,0.002607462,436.7999878,0.025177147,436.7999878,0.050197795
436,0.002276596,436,0.025295911,436,0.049798723
435.1999817,0.00232565,435.1999817,0.025984203,435.1999817,0.050741632
434.3999939,0.001890861,434.3999939,0.025597841,434.3999939,0.049747314
433.6000061,0.001717847,433.6000061,0.027404182,433.6000061,0.050403368
432.7999878,0.003082647,432.7999878,0.02711626,432.7999878,0.051937506
432,0.002497137,432,0.027602194,432,0.052241463
431.1999817,0.001917433,431.1999817,0.027574362,431.1999817,0.052060027
430.3999939,0.00380041,430.3999939,0.029700262,430.3999939,0.0537428
429.6000061,0.004953072,429.6000061,0.030750442,429.6000061,0.054560162
428.7999878,0.002971367,428.7999878,0.030133326,428.7999878,0.055847473
428,0.003262935,428,0.029050674,428,0.055873085
427.1999817,0.00410581,427.1999817,0.029277461,427.1999817,0.055310763
426.3999939,0.00225963,426.3999939,0.028813329,426.3999939,0.055869199
425.6000061,0.003757142,425.6000061,0.031099094,425.6000061,0.057059366
424.7999878,0.004621331,424.7999878,0.032106701,424.7999878,0.0583659
424,0.003984235,424,0.030162655,424,0.059010059
423.1999817,0.004501862,423.1999817,0.032189853,423.1999817,0.059884232
422.3999939,0.004374737,422.3999939,0.033114392,422.3999939,0.060481638
421.6000061,0.004522525,421.6000061,0.032425176,421.6000061,0.060553856
420.7999878,0.00356091,420.7999878,0.032468829,420.7999878,0.060910277
420,0.006369071,420,0.035643414,420,0.062802069
419.1999817,0.005153785,419.1999817,0.034186453,419.1999817,0.062628426
418.3999939,0.006231656,418.3999939,0.034243643,418.3999939,0.06364195
417.6000061,0.006426156,417.6000061,0.036173336,417.6000061,0.065255754
416.7999878,0.006203034,416.7999878,0.035604637,416.7999878,0.065281808
416,0.005089795,416,0.036277194,416,0.065763399
415.1999817,0.005081361,415.1999817,0.036989722,415.1999817,0.066575423
414.3999939,0.006368361,414.3999939,0.03904042,414.3999939,0.068393797
413.6000061,0.005693396,413.6000061,0.038990777,413.6000061,0.06823308
412.7999878,0.005523003,412.7999878,0.039843488,412.7999878,0.070839942
412,0.005304956,412,0.040833052,412,0.071241505
411.1999817,0.004750228,411.1999817,0.040447492,411.1999817,0.071691312
410.3999939,0.005417412,410.3999939,0.039944451,410.3999939,0.073423609
409.6000061,0.005507246,409.6000061,0.04146862,409.6000061,0.072937861
408.7999878,0.006865091,408.7999878,0.042749953,408.7999878,0.074003786
408,0.007085054,408,0.043464433,408,0.075454153
407.1999817,0.004409673,407.1999817,0.042831879,407.1999817,0.076447316
406.3999939,0.006399964,406.3999939,0.043433592,406.3999939,0.077156037
405.6000061,0.007035775,405.6000061,0.044393413,405.6000061,0.076909594
404.7999878,0.006578349,404.7999878,0.044521108,404.7999878,0.078847677
404,0.006133665,404,0.04599759,404,0.079094782
403.1999817,0.00548845,403.1999817,0.044808295,403.1999817,0.079105809
402.3999939,0.004383314,402.3999939,0.046255171,402.3999939,0.080103509
401.6000061,0.005989579,401.6000061,0.047107365,401.6000061,0.081459619
400.7999878,0.006121588,400.7999878,0.046044126,400.7999878,0.082472786
400,0.005623085,400,0.046487726,400,0.083949909
399.1999817,0.005791026,399.1999817,0.049038313,399.1999817,0.084411576
398.3999939,0.006999312,398.3999939,0.050004922,398.3999939,0.086317934
397.6000061,0.005750969,397.6000061,0.04936507,397.6000061,0.085607797
396.7999878,0.006014829,396.7999878,0.050300758,396.7999878,0.084857769
396,0.004873248,396,0.051069472,396,0.088418797
395.1999817,0.006763644,395.1999817,0.053606156,395.1999817,0.091444835
394.3999939,0.006114972,394.3999939,0.053103652,394.3999939,0.088887371
393.6000061,0.005529845,393.6000061,0.052313581,393.6000061,0.089280993
392.7999878,0.004803646,392.7999878,0.05271047,392.7999878,0.091831319
392,0.004305529,392,0.052948728,392,0.093082853
391.1999817,0.004373979,391.1999817,0.05251826,391.1999817,0.094997108
390.3999939,0.006175647,390.3999939,0.05515543,390.3999939,0.09617915
389.6000061,0.006337813,389.6000061,0.055348486,389.6000061,0.096308991
388.7999878,0.0036808,388.7999878,0.056998175,388.7999878,0.096854255
388,0.005772243,388,0.05783169,388,0.099177346
387.1999817,0.005916309,387.1999817,0.056995489,387.1999817,0.098513655
386.3999939,0.005693606,386.3999939,0.059631206,386.3999939,0.100539461
385.6000061,0.00559369,385.6000061,0.061198588,385.6000061,0.10237889
384.7999878,0.004116184,384.7999878,0.060081691,384.7999878,0.103692889
384,0.004135732,384,0.061422408,384,0.105188862
383.1999817,0.00552434,383.1999817,0.061058685,383.1999817,0.106721915
382.3999939,0.006280161,382.3999939,0.064174175,382.3999939,0.109303914
381.6000061,0.00481265,381.6000061,0.063047931,381.6000061,0.107741006
380.7999878,0.004413229,380.7999878,0.063385859,380.7999878,0.11236304
380,0.005966537,380,0.06469471,380,0.11244835
379.1999817,0.006331246,379.1999817,0.067916632,379.1999817,0.114897542
378.3999939,0.005897547,378.3999939,0.066990756,378.3999939,0.11540781
377.6000061,0.003480324,377.6000061,0.06960322,377.6000061,0.116853111
376.7999878,0.004598779,376.7999878,0.069418631,376.7999878,0.11737074
376,0.005474634,376,0.070937552,376,0.119577572
375.1999817,0.005956958,375.1999817,0.070349157,375.1999817,0.120951466
374.3999939,0.006508395,374.3999939,0.072247013,374.3999939,0.125883877
373.6000061,0.004213826,373.6000061,0.071753971,373.6000061,0.121366158
372.7999878,0.004638965,372.7999878,0.073413096,372.7999878,0.123662643
372,0.003590612,372,0.072937675,372,0.125221983
371.1999817,0.003984523,371.1999817,0.07404007,371.1999817,0.127510846
370.3999939,0.00514624,370.3999939,0.076259673,370.3999939,0.128765822
369.6000061,0.003965583,369.6000061,0.077022895,369.6000061,0.129795104
368.7999878,0.002183291,368.7999878,0.076175638,368.7999878,0.133089379
368,0.004288614,368,0.07921847,368,0.133518294
367.1999817,0.004740781,367.1999817,0.084284797,367.1999817,0.140783668
366.3999939,0.004460302,366.3999939,0.08081165,366.3999939,0.138098821
365.6000061,0.005061404,365.6000061,0.082609028,365.6000061,0.137441039
364.7999878,0.00581301,364.7999878,0.081996202,364.7999878,0.141044349
364,0.007003258,364,0.085766055,364,0.143737927
363.1999817,0.000695414,363.1999817,0.082732461,363.1999817,0.142297119
362.3999939,0.004706761,362.3999939,0.084633969,362.3999939,0.143441379
361.6000061,0.003050347,361.6000061,0.085266851,361.6000061,0.143967614
360.7999878,0.002530229,360.7999878,0.087596729,360.7999878,0.145129159
360,-0.000321954,360,0.084513165,360,0.150143847
359.1999817,-0.000571548,359.1999817,0.088010773,359.1999817,0.15037401
358.3999939,0.003086584,358.3999939,0.088872187,358.3999939,0.151095972
357.6000061,0.003987501,357.6000061,0.091021672,357.6000061,0.15699099
356.7999878,0.003471165,356.7999878,0.092650622,356.7999878,0.155278996
356,-0.001096852,356,0.088563643,356,0.154865429
355.1999817,0.004928068,355.1999817,0.092966214,355.1999817,0.158953175
354.3999939,0.001499649,354.3999939,0.090600856,354.3999939,0.157346323
353.6000061,0.008137139,353.6000061,0.093355663,353.6000061,0.163093358
352.7999878,0.004214819,352.7999878,0.089210637,352.7999878,0.159591436
352,0.004696818,352,0.105238833,352,0.166395694
351.1999817,0.004505759,351.1999817,0.100718632,351.1999817,0.170328021
350.3999939,0.000912117,350.3999939,0.093151204,350.3999939,0.16189158
349.6000061,-0.004051918,349.6000061,0.108245879,349.6000061,0.172888666
348.7999878,-0.001124324,348.7999878,0.099787258,348.7999878,0.16861473
348,0.000197192,348,0.101416007,348,0.17355217
347.1999817,0.004177495,347.1999817,0.103216678,347.1999817,0.172579497
346.3999939,-0.00226542,346.3999939,0.104261562,346.3999939,0.175033554
345.6000061,0.001207471,345.6000061,0.105544075,345.6000061,0.178335726
344.7999878,0.002870278,344.7999878,0.108608656,344.7999878,0.184694618
344,-0.003646683,344,0.110156015,344,0.183228999
343.1999817,0.000251659,343.1999817,0.111277208,343.1999817,0.18556124
342.3999939,0.004749731,342.3999939,0.112635016,342.3999939,0.18733938
341.6000061,0.00223975,341.6000061,0.113780029,341.6000061,0.193282872
340.7999878,-0.004096539,340.7999878,0.112538435,340.7999878,0.191860288
340,0.003142561,340,0.114893764,340,0.198017359
339.1999817,-0.000365925,339.1999817,0.11694032,339.1999817,0.193038985
338.3999939,0.000541665,338.3999939,0.119239651,338.3999939,0.196865171
337.6000061,-0.000133913,337.6000061,0.121847592,337.6000061,0.196510956
336.7999878,0.003863896,336.7999878,0.125590682,336.7999878,0.208170727
336,-0.000561569,336,0.118217178,336,0.204449207
335.1999817,0.002113261,335.1999817,0.127170548,335.1999817,0.208507821
334.3999939,0.00144952,334.3999939,0.125904456,334.3999939,0.210730031
333.6000061,0.005377023,333.6000061,0.132602707,333.6000061,0.210016936
332.7999878,0.003033038,332.7999878,0.132676512,332.7999878,0.218164995
332,0.002163727,332,0.133194849,332,0.214014083
331.1999817,0.000654632,331.1999817,0.136084214,331.1999817,0.220641881
330.3999939,0.002552647,330.3999939,0.13440977,330.3999939,0.220342711
329.6000061,0.001702436,329.6000061,0.13603875,329.6000061,0.224077523
328.7999878,-0.000506138,328.7999878,0.13538447,328.7999878,0.228941754
328,0.003153251,328,0.141546309,328,0.230630904
327.1999817,0.003627547,327.1999817,0.140227988,327.1999817,0.22924459
326.3999939,0.002626759,326.3999939,0.140384466,326.3999939,0.233626172
325.6000061,0.002058508,325.6000061,0.140318841,325.6000061,0.237512201
324.7999878,0.003519571,324.7999878,0.148686141,324.7999878,0.238836601
324,0.003218547,324,0.146593422,324,0.2367796
323.1999817,-0.000374512,323.1999817,0.146792099,323.1999817,0.244051948
322.3999939,-7.23E-05,322.3999939,0.145966709,322.3999939,0.241739348
321.6000061,0.00306505,321.6000061,0.15002729,321.6000061,0.246563584
320.7999878,0.003070603,320.7999878,0.152588531,320.7999878,0.253951997
320,0.005543138,320,0.160307214,320,0.255478799
319.1999817,0.002721332,319.1999817,0.159663737,319.1999817,0.255513161
318.3999939,0.00447895,318.3999939,0.161402986,318.3999939,0.260736734
317.6000061,0.004200548,317.6000061,0.163347989,317.6000061,0.26603502
316.7999878,0.001638303,316.7999878,0.160162598,316.7999878,0.260863483
316,0.001350705,316,0.162129715,316,0.26760456
315.1999817,0.000334291,315.1999817,0.168148175,315.1999817,0.270970553
314.3999939,0.001522768,314.3999939,0.167235807,314.3999939,0.270991862
313.6000061,0.003800749,313.6000061,0.170052618,313.6000061,0.273705006
312.7999878,0.001609046,312.7999878,0.168507919,312.7999878,0.277539223
312,0.002814883,312,0.173460379,312,0.280850738
311.1999817,0.003592361,311.1999817,0.177272871,311.1999817,0.285287619
310.3999939,0.00357978,310.3999939,0.177506462,310.3999939,0.287943035
309.6000061,0.004261897,309.6000061,0.178801164,309.6000061,0.28881529
308.7999878,0.001392254,308.7999878,0.183197141,308.7999878,0.29226926
308,0.000475319,308,0.183147535,308,0.292179883
307.1999817,0.002095365,307.1999817,0.182588831,307.1999817,0.298033744
306.3999939,-2.86E-05,306.3999939,0.186953947,306.3999939,0.301032573
305.6000061,0.00364655,305.6000061,0.190014049,305.6000061,0.299138337
304.7999878,0.001755064,304.7999878,0.190527678,304.7999878,0.307091296
304,0.004433235,304,0.193443075,304,0.307150126
303.1999817,0.001628767,303.1999817,0.19298844,303.1999817,0.312425554
302.3999939,0.005348274,302.3999939,0.198707849,302.3999939,0.31761995
301.6000061,0.002687678,301.6000061,0.203004092,301.6000061,0.31949544
300.7999878,0.000350948,300.7999878,0.202887774,300.7999878,0.32065478
300,0.00503299,300,0.203727156,300,0.329257727
299.1999817,0.004465402,299.1999817,0.206968397,299.1999817,0.329429716
298.3999939,0.00328174,298.3999939,0.204517856,298.3999939,0.330598623
297.6000061,0.002086547,297.6000061,0.209897563,297.6000061,0.335900396
296.7999878,0.002425806,296.7999878,0.211107239,296.7999878,0.337879092
296,0.003636839,296,0.21464996,296,0.34292376
295.1999817,0.003687274,295.1999817,0.217458174,295.1999817,0.344570249
294.3999939,0.003719204,294.3999939,0.217490718,294.3999939,0.349531651
293.6000061,0.003928802,293.6000061,0.220997319,293.6000061,0.349148959
292.7999878,0.005688229,292.7999878,0.224222824,292.7999878,0.356086403
292,0.004305111,292,0.224722326,292,0.358548701
291.1999817,0.004384805,291.1999817,0.230269879,291.1999817,0.36750558
290.3999939,0.005023562,290.3999939,0.22953862,290.3999939,0.369169951
289.6000061,0.005455472,289.6000061,0.232029215,289.6000061,0.371059507
288.7999878,0.004046808,288.7999878,0.234317854,288.7999878,0.374848634
288,0.005661085,288,0.236924708,288,0.376805931
287.1999817,0.002425754,287.1999817,0.239120364,287.1999817,0.378437579
286.3999939,0.005047263,286.3999939,0.238630995,286.3999939,0.383621663
285.5999756,0.004677376,285.5999756,0.245067835,285.5999756,0.385769099
284.7999878,0.006803242,284.7999878,0.25123167,284.7999878,0.394277841
284,0.004787576,284,0.251275182,284,0.394154698
283.1999817,0.004682347,283.1999817,0.253743619,283.1999817,0.398447901
282.3999939,0.005457569,282.3999939,0.255633831,282.3999939,0.405195683
