wavelength (nm),DOMBlank1,DOMSTD33,DOM13474F,DOM12725,DOM12778,DOM12865,DOM12925,DOM12956,DOM12966,DOMBlank2,DOM12967,DOM13115,DOM13211,DOM13212,DOM13491,DOM13511,DOM13512,DOM13513,DOMBlank3
532.7999878,-0.0051102,0.004642314,0.011443578,-0.001602023,0.00063944,-0.003744781,-0.004886085,0.002208528,-0.003221439,-0.012072477,-0.004414652,-0.011214326,-0.009606418,-0.005507581,-0.002053177,-0.008933508,0.004675884,-0.003920696,-0.013188416
532,-0.005353735,0.005625471,0.01166949,-0.002398379,0.000843459,-0.005059645,-0.00547292,0.001490428,-0.003938909,-0.011143737,-0.00332138,-0.011898876,-0.008684615,-0.006115886,-0.00224317,-0.008270525,0.005024479,-0.004851375,-0.012484971
531.2000122,-0.006287884,0.003048079,0.010399582,-0.003888936,-0.000378185,-0.006128291,-0.007603477,0.001148862,-0.005157271,-0.013222817,-0.005242854,-0.013217445,-0.010678899,-0.007568933,-0.003730152,-0.009771015,0.003573856,-0.005703427,-0.013367777
530.4000244,-0.005592533,0.002037364,0.011870856,-0.002909959,0.0005257,-0.007013759,-0.006491335,0.001919227,-0.00334902,-0.012664974,-0.004635374,-0.011713163,-0.009494136,-0.005705062,-0.002123764,-0.008955874,0.005076595,-0.004713275,-0.012530343
529.5999756,-0.00681779,0.000762493,0.011202139,-0.002124795,2.33E-06,-0.007095565,-0.006149372,0.000720486,-0.003879443,-0.013865001,-0.005033342,-0.011507606,-0.010692539,-0.006216235,-0.003048788,-0.010684153,0.004377771,-0.005292059,-0.013318475
528.7999878,-0.005354451,0.001357561,0.011475844,-0.001231718,0.001459961,-0.005763154,-0.005096283,0.002696196,-0.002948785,-0.012194917,-0.0049686,-0.011235364,-0.009540177,-0.006620457,-0.00262198,-0.009207197,0.004284353,-0.003969178,-0.012742454
528,-0.006146105,0.002669576,0.01070446,-0.001283805,0.000411212,-0.005284796,-0.005685032,0.001631781,-0.004038736,-0.012701781,-0.005149699,-0.010934225,-0.009754766,-0.008710191,-0.002669733,-0.009248655,0.004524382,-0.003324257,-0.013046211
527.2000122,-0.004715119,0.004500999,0.012576496,-0.000943605,0.000278596,-0.004005446,-0.004951607,0.001517079,-0.002659699,-0.010986827,-0.003511692,-0.010218874,-0.008479041,-0.007477292,-0.002153284,-0.007501057,0.005760963,-0.002175281,-0.011670224
526.4000244,-0.004471124,0.004743529,0.013256221,0.000172668,0.000917902,-0.004119874,-0.004084692,0.00208535,-0.001510663,-0.011352442,-0.002343902,-0.009601405,-0.008098295,-0.006039256,-0.002017931,-0.007046106,0.006837452,-0.002344417,-0.010629999
525.5999756,-0.004961895,0.004563123,0.013109594,-0.000589334,0.001840764,-0.003570027,-0.003531976,0.002820354,-0.001560137,-0.010578466,-0.002537371,-0.009731783,-0.008455331,-0.005018245,-0.002272218,-0.006884753,0.007019385,-0.002728696,-0.011142123
524.7999878,-0.005473074,0.004488679,0.012444749,-4.82E-05,0.002656111,-0.004197766,-0.00431527,0.002944366,-0.002883423,-0.012131133,-0.002819183,-0.01029664,-0.008759917,-0.00518193,-0.001159695,-0.006641923,0.007345697,-0.002670967,-0.012645765
524,-0.005364781,0.004648201,0.013112982,-0.0008581,0.002399099,-0.003711725,-0.005123248,0.003699649,-0.001295419,-0.012154544,-0.002970381,-0.01123824,-0.009398241,-0.005121354,-0.001227382,-0.006595982,0.006706882,-0.001997781,-0.013140651
523.2000122,-0.005514533,0.005206911,0.013747216,-0.001333563,0.001742458,-0.004865813,-0.005748083,0.004104999,-0.001669899,-0.011624409,-0.003518984,-0.012310377,-0.008396988,-0.005728464,-0.001752924,-0.007602459,0.006429335,-0.000950321,-0.012101579
522.4000244,-0.005311033,0.004817152,0.014166819,-0.000696809,0.002050992,-0.004912347,-0.004803964,0.003799261,-0.001908566,-0.011196415,-0.002099086,-0.011152214,-0.007891935,-0.005216051,-0.000422512,-0.007563591,0.007040405,-0.000888739,-0.011954081
521.5999756,-0.00469069,0.004813462,0.01491786,-0.000382374,0.003342229,-0.003372189,-0.003665986,0.004761142,-0.001710898,-0.010423676,-0.001612804,-0.010663745,-0.007324957,-0.004932259,-0.000779658,-0.00718479,0.008627157,-0.000182044,-0.010953005
520.7999878,-0.005757841,0.003998918,0.014288495,-0.000843477,0.002637359,-0.004090795,-0.003788099,0.004598125,-0.001818817,-0.010377679,-0.001425631,-0.010480535,-0.007279903,-0.004111002,-0.0005322,-0.00736395,0.008344289,-0.001340582,-0.010734361
520,-0.004479988,0.005837488,0.015362864,9.73E-05,0.003108718,-0.00335164,-0.002926878,0.005930479,-0.001439202,-0.009480561,-0.00085872,-0.009229447,-0.007185554,-0.004024785,0.00027352,-0.007029194,0.009514568,0.000139341,-0.010426962
519.2000122,-0.005849589,0.004909585,0.014834602,-0.000541921,0.00263038,-0.002934849,-0.003108368,0.005411829,-0.001597484,-0.010856523,-0.001281998,-0.009773647,-0.007317882,-0.002551679,-7.60E-05,-0.006650795,0.009278616,-0.000723531,-0.010959821
518.4000244,-0.004098129,0.005741237,0.01479847,0.001012648,0.003374003,-0.003336125,-0.003072641,0.005896602,-0.001432236,-0.011066476,-0.001023567,-0.009204003,-0.007308871,-0.002285402,0.000281653,-0.005848721,0.009993615,-0.000326455,-0.010473611
517.5999756,-0.004650535,0.005265311,0.015146121,0.001334217,0.00407406,-0.002469476,-0.002935517,0.006222702,-0.001030384,-0.010215941,-0.001117301,-0.008871526,-0.007173536,-0.002841609,0.000779271,-0.005174461,0.010701727,0.000170052,-0.009893043
516.7999878,-0.004407221,0.005336428,0.014572104,0.001052036,0.003737037,-0.002235341,-0.003317115,0.005232874,-0.00083893,-0.010338349,-0.001438273,-0.008773565,-0.007113493,-0.00266752,0.000898265,-0.004975305,0.010788149,-0.000580131,-0.009148701
516,-0.004510834,0.005793387,0.015055933,0.00074333,0.00419255,-0.002409809,-0.002892268,0.006364132,-0.000855361,-0.009782,-0.00064889,-0.009224785,-0.006882052,-0.003486835,0.000786895,-0.004541524,0.010851498,0.00017114,-0.009484664
515.2000122,-0.004030067,0.006113108,0.016221382,0.000679883,0.004075054,-0.002693967,-0.003058967,0.006919296,0.000613516,-0.008923364,0.000280565,-0.007974949,-0.006220981,-0.003761821,0.002185268,-0.004627332,0.010841466,0.000760548,-0.008782139
514.4000244,-0.005160699,0.005108181,0.015973968,0.000616394,0.003937971,-0.003154268,-0.003787945,0.006310102,-0.001881762,-0.009708191,-0.00114028,-0.009182715,-0.006943453,-0.002725454,0.001803929,-0.004680088,0.010341125,0.000227545,-0.00939363
513.5999756,-0.003765311,0.006826486,0.015037443,0.001318404,0.004546564,-0.001811496,-0.002417892,0.007444226,-0.000646099,-0.009033766,-0.000620457,-0.008050933,-0.005382678,-0.002183265,0.00278341,-0.004336286,0.011064302,0.001035066,-0.008650613
512.7999878,-0.004349869,0.006269525,0.016808454,0.001081256,0.004452195,-0.002296268,-0.002177805,0.007752622,-0.000158911,-0.009120971,4.84E-06,-0.008213631,-0.007052474,-0.00210903,0.001918031,-0.004997467,0.011730812,0.000779453,-0.009311597
512,-0.004665542,0.005998398,0.016351216,0.000657483,0.004641817,-0.002609835,-0.00213685,0.008288218,-0.000297276,-0.010392844,0.000134421,-0.008088996,-0.006870383,-0.002909239,0.001024999,-0.004708513,0.012447999,0.001435651,-0.010729866
511.1999817,-0.005105851,0.00625663,0.01682939,0.001329699,0.005163424,-0.001506949,-0.001833098,0.006526736,0.000406626,-0.00952787,9.48E-05,-0.007569034,-0.00709694,-0.002319185,0.002184878,-0.004303736,0.012195777,0.000859643,-0.008515087
510.3999939,-0.004546801,0.006741296,0.01730863,0.00261254,0.006090899,-0.001397662,-0.001213804,0.006603396,0.001134276,-0.008366975,0.000812699,-0.006961693,-0.006365082,-0.001572569,0.002957084,-0.003545636,0.012177434,0.001899285,-0.007688631
509.6000061,-0.004602488,0.00600139,0.015888629,0.001471908,0.006276379,-0.001289689,-0.001473257,0.005381662,0.001340942,-0.008991018,0.001061222,-0.006741131,-0.0056673,-0.002112739,0.003024749,-0.003533158,0.01268592,0.001363325,-0.007535148
508.7999878,-0.005154662,0.006805713,0.017595807,0.001989746,0.006336526,-0.001207144,-0.001581236,0.007108498,0.001085044,-0.008014136,0.001654491,-0.007502125,-0.00627181,-0.002995113,0.002764549,-0.003564892,0.01275016,0.001070538,-0.007828889
508,-0.005947548,0.007307735,0.016585261,0.001719614,0.005872068,-0.001345073,-0.001511644,0.006953357,0.001269697,-0.008635032,0.001863667,-0.007430422,-0.006570843,-0.002149317,0.003383134,-0.003827462,0.013382609,0.001391631,-0.007957869
507.1999817,-0.004612681,0.007947725,0.018476445,0.002246464,0.006153067,-0.000985396,-0.000513429,0.009068904,0.002739202,-0.00775663,0.001328634,-0.00666247,-0.00594234,-0.000420288,0.003964538,-0.002528312,0.013252725,0.002075674,-0.007224814
506.3999939,-0.005185102,0.007789701,0.018157212,0.001761769,0.006337576,-0.000363546,-0.00040384,0.008329433,0.001695757,-0.007572545,0.001720367,-0.007742289,-0.006082704,0.000641954,0.003532594,-0.002153232,0.014601899,0.001840348,-0.008513107
505.6000061,-0.004235553,0.00863727,0.019770173,0.003158962,0.007590665,-0.000291637,-0.000139917,0.008680525,0.003082699,-0.007064495,0.002903946,-0.007312384,-0.00566638,0.000839361,0.00550161,-0.001634622,0.014991915,0.003340116,-0.008135084
504.7999878,-0.003653973,0.007977149,0.018581694,0.002470399,0.006948018,0.00023402,-8.42E-05,0.008089217,0.002082047,-0.007069232,0.001487727,-0.007474901,-0.005436264,-0.000656645,0.00496818,-0.002796344,0.013952463,0.001567425,-0.008060589
504,-0.003095414,0.008248643,0.02105532,0.003454257,0.006674864,0.000226406,0.00034442,0.009384276,0.002970455,-0.007645496,0.002865379,-0.006525557,-0.004296918,0.000563463,0.007693281,-0.000695206,0.014598445,0.003040937,-0.007038669
503.1999817,-0.003500034,0.00742,0.020823251,0.002772677,0.007219212,-0.000689055,-0.001386928,0.009026271,0.002993183,-0.007112271,0.003250547,-0.005953574,-0.005067833,-2.64E-05,0.006506923,-0.001908257,0.013886388,0.003030197,-0.007254854
502.3999939,-0.004994089,0.007857463,0.019980943,0.00091025,0.007839698,-0.002317382,-0.001202807,0.009028254,0.002648167,-0.00812548,0.001762029,-0.006959655,-0.006511328,-0.00075051,0.004661886,-0.002137571,0.013702198,0.002537181,-0.008927573
501.6000061,-0.004840419,0.008327348,0.018974977,0.001121014,0.007271644,-0.001604912,-0.000932033,0.009540552,0.001661663,-0.008684564,0.001758521,-0.006709985,-0.00694814,-0.000200259,0.004732145,-0.002788217,0.013442652,0.002072787,-0.007170634
500.7999878,-0.003824331,0.008143944,0.020394757,0.003186863,0.008909654,8.23E-06,4.70E-05,0.010824055,0.003265517,-0.006761673,0.003683698,-0.005781087,-0.004808829,0.001533237,0.005414057,-0.00042665,0.015172901,0.003194164,-0.006824976
500,-0.00430184,0.007583131,0.020784609,0.002846957,0.008130334,-0.000378081,0.000682683,0.010968666,0.002664706,-0.006625913,0.002650616,-0.00621501,-0.005222957,0.001305448,0.005019765,-0.002123558,0.016112942,0.003031057,-0.006290588
499.1999817,-0.004125617,0.007274724,0.02058645,0.003096465,0.008227274,-0.000902172,-0.000348648,0.009933013,0.002923856,-0.007088638,0.002926774,-0.007208774,-0.004995522,0.000306598,0.004310549,-0.002004635,0.015587202,0.002757854,-0.007596151
498.3999939,-0.003696428,0.008491956,0.020082923,0.003494911,0.008350121,-0.000673186,-0.00192707,0.01077995,0.002650511,-0.007101881,0.003964616,-0.006641209,-0.004210789,0.000255103,0.005234184,-0.00095373,0.015933365,0.002817879,-0.00712974
497.6000061,-0.004147617,0.00821812,0.020772852,0.004925791,0.008591775,-0.000209057,-0.000884192,0.011680392,0.002930918,-0.00664539,0.003735705,-0.006187194,-0.004891307,0.002028287,0.006804162,-0.000204813,0.015552402,0.00419485,-0.006330592
496.7999878,-0.004335568,0.008084286,0.021357059,0.004015377,0.009122089,-1.40E-05,-0.000167502,0.010695731,0.002339392,-0.007259589,0.003722285,-0.006226238,-0.004665286,0.000926878,0.006820938,-0.001216024,0.017039193,0.003698605,-0.006951146
496,-0.004896785,0.007774758,0.02093108,0.002510154,0.008509616,-0.00038403,-0.000975891,0.010840962,0.003113151,-0.00865858,0.003287739,-0.0058501,-0.005685952,0.001283353,0.007400515,-0.001877741,0.015613928,0.003230543,-0.007287133
495.1999817,-0.004259239,0.009298926,0.022299098,0.00215137,0.008920381,0.000960084,7.46E-05,0.011976777,0.003319691,-0.007494442,0.00393037,-0.005641442,-0.00484175,0.001284963,0.007375185,-0.001140745,0.016618395,0.004882856,-0.005719624
494.3999939,-0.004038736,0.008788919,0.022352785,0.001998588,0.009595145,0.000245209,0.000278726,0.012455697,0.003191374,-0.007183823,0.00356861,-0.005386615,-0.004936917,0.00095378,0.006116154,-0.000784929,0.017086066,0.004286784,-0.00604089
493.6000061,-0.004834224,0.009167165,0.022163933,0.002065219,0.008575405,0.000491568,0.000783783,0.012009721,0.003067579,-0.007941094,0.003708526,-0.006279566,-0.005665205,0.000494755,0.004918853,-0.000827097,0.016966941,0.004888746,-0.007613244
492.7999878,-0.004594855,0.010143513,0.022846401,0.003497155,0.009969908,0.000815033,0.001092596,0.013062321,0.004508296,-0.006919352,0.004412104,-0.005114192,-0.00482168,0.001966186,0.005142206,0.000429894,0.017132891,0.0056309,-0.006731497
492,-0.004411935,0.008364239,0.0223826,0.004576778,0.008906218,-1.39E-05,-0.000315539,0.012321856,0.003910283,-0.007619553,0.004706918,-0.0055153,-0.004798537,0.001685128,0.006418773,6.29E-05,0.016264403,0.003910805,-0.006858815
491.1999817,-0.003790716,0.00736289,0.022304194,0.004057782,0.009280573,-0.000545179,0.00079063,0.012662493,0.004056162,-0.007143898,0.004826156,-0.00507996,-0.00469745,0.002875515,0.007805804,-0.000133448,0.017803825,0.005185639,-0.007908611
490.3999939,-0.004544342,0.008809788,0.0231335,0.005073059,0.00891581,0.000443783,0.002083244,0.012789081,0.004651341,-0.007013657,0.005212884,-0.004675837,-0.004606278,0.00237622,0.007947593,0.001175129,0.01787816,0.006538561,-0.006781297
489.6000061,-0.003662238,0.009855128,0.022444038,0.004697864,0.009693814,0.000533112,0.000997366,0.013385518,0.005530343,-0.006804895,0.005772742,-0.00574047,-0.004459646,0.002908115,0.008899772,0.001280731,0.018617602,0.006251825,-0.00623619
488.7999878,-0.002639425,0.010258819,0.024226552,0.005410283,0.010660738,0.002935948,0.003696595,0.014533264,0.006048898,-0.006962813,0.006409263,-0.003418524,-0.002453724,0.004072937,0.010188906,0.00186884,0.020303961,0.007694809,-0.005928704
488,-0.004088898,0.007795262,0.023450075,0.00441166,0.009716104,0.001690559,0.001440611,0.013543482,0.005583542,-0.008102767,0.005563195,-0.005373218,-0.004215917,0.001860469,0.008766176,0.001559683,0.019205626,0.006053229,-0.007068366
487.1999817,-0.003244718,0.008661458,0.023425074,0.004662618,0.009689738,0.002717633,0.001505026,0.013061333,0.005344395,-0.007115428,0.006397126,-0.005307606,-0.004020117,0.00332976,0.00760871,0.000914634,0.020455996,0.006084677,-0.005838965
486.3999939,-0.003643089,0.008982586,0.023413982,0.004723902,0.010338447,0.001206277,0.002545096,0.012281805,0.005297488,-0.007941348,0.006380892,-0.006737766,-0.004781742,0.002962714,0.00839509,0.000650276,0.018945042,0.006621452,-0.006023326
485.6000061,-0.002360019,0.010663603,0.024785006,0.005271442,0.011409401,0.002367839,0.003509342,0.015088469,0.005324452,-0.007512149,0.006348161,-0.004250318,-0.003664292,0.003029649,0.009478507,0.000569891,0.020041661,0.007666432,-0.005402876
484.7999878,-0.002622289,0.011052379,0.026151162,0.005840138,0.012009934,0.00266507,0.002572515,0.015269387,0.005812354,-0.008106883,0.007522365,-0.004398918,-0.003415442,0.003716306,0.009770771,0.001326583,0.02111445,0.007040484,-0.005853267
484,-0.002907491,0.010287366,0.026098158,0.005715034,0.012006101,0.001654491,0.003024175,0.015598284,0.005651958,-0.006843272,0.007191209,-0.004391231,-0.00402581,0.004368331,0.010102496,0.000821543,0.021077765,0.00655128,-0.006100316
483.1999817,-0.003548204,0.010370604,0.026250366,0.006444888,0.013000223,0.002361879,0.003044847,0.01498937,0.007152786,-0.005807498,0.007831501,-0.002977477,-0.003693194,0.005344369,0.010499708,0.001096489,0.021000464,0.007866399,-0.004362324
482.3999939,-0.003268098,0.010823764,0.02730838,0.007544805,0.011711531,0.002746938,0.002857874,0.016160898,0.007265485,-0.006087043,0.00835181,-0.003542863,-0.002654913,0.00624975,0.01192694,0.001461026,0.02154994,0.007926449,-0.00413013
481.6000061,-0.002992079,0.01058975,0.026862785,0.007140418,0.010858824,0.002945096,0.003248043,0.016270773,0.007414523,-0.00656916,0.008129675,-0.004014526,-0.002327579,0.005312843,0.011861412,0.001532094,0.02103005,0.008575511,-0.004068485
480.7999878,-0.002224628,0.012150946,0.026525965,0.00629374,0.012770313,0.002894173,0.002414561,0.016447775,0.007814448,-0.006821408,0.008629085,-0.004468254,-0.004011909,0.003386473,0.011662097,0.001689468,0.021154318,0.008128752,-0.005150211
480,-0.002553378,0.011459179,0.026793422,0.00616861,0.01340095,0.003458901,0.002767388,0.016637169,0.008133631,-0.006793071,0.008156657,-0.003837417,-0.003238448,0.003842376,0.012463609,0.002794691,0.022986174,0.007343828,-0.004755166
479.1999817,-0.002776179,0.012092252,0.027204772,0.005682249,0.014255431,0.00299665,0.001630118,0.015289336,0.007461923,-0.006196126,0.00742682,-0.004209713,-0.003232847,0.003854259,0.01134358,0.002342124,0.023127357,0.007968158,-0.003944655
478.3999939,-0.002263308,0.012075137,0.028404405,0.006230212,0.013303302,0.003864262,0.00194294,0.015572928,0.007255693,-0.006154068,0.00703667,-0.003439532,-0.002515598,0.006073311,0.012057652,0.002084128,0.023240373,0.007952233,-0.004616318
477.6000061,-0.002723756,0.012463929,0.029350821,0.007250086,0.012997049,0.003876615,0.003295381,0.015820246,0.008711292,-0.006392376,0.007515332,-0.004677015,-0.001849182,0.005986798,0.011393828,0.003008535,0.023414392,0.008778723,-0.004569957
476.7999878,-0.002570774,0.011518957,0.029222691,0.007518098,0.013045115,0.003245461,0.003717481,0.015679138,0.007820563,-0.006483123,0.007798477,-0.004962356,-0.003031668,0.005346465,0.011972706,0.002906421,0.023448763,0.008086106,-0.005095976
476,-0.003858405,0.011617667,0.029343179,0.006515594,0.01308729,0.003006346,0.003593144,0.016431456,0.008497421,-0.006459507,0.008514157,-0.004109155,-0.002950584,0.005517523,0.012369715,0.003466886,0.022386335,0.009641857,-0.005007088
475.1999817,-0.002276956,0.012070533,0.030793568,0.007876126,0.013181367,0.004133981,0.003143995,0.017093875,0.007933567,-0.006197096,0.009788589,-0.003549282,-0.001195527,0.006805135,0.0137353,0.003504644,0.024691014,0.0102752,-0.004534505
474.3999939,-0.001943254,0.012754131,0.032292679,0.008725237,0.013885266,0.005322827,0.00458392,0.01804238,0.009017603,-0.005111735,0.011362526,-0.002748297,-0.00035739,0.007839751,0.01428154,0.004187741,0.026532678,0.010547234,-0.002781941
473.6000061,-0.002211029,0.012707057,0.030390801,0.008129596,0.014262172,0.005712044,0.004418668,0.01840047,0.009487079,-0.006602458,0.010924465,-0.001798865,-0.001672168,0.007823673,0.013037433,0.004284876,0.02561135,0.011421892,-0.00319415
472.7999878,-0.002881417,0.013213576,0.030598151,0.00750032,0.013718441,0.004485044,0.003927679,0.01793292,0.009651782,-0.007438565,0.010113306,-0.002971821,-0.002110627,0.006165066,0.012637841,0.003393856,0.025545977,0.009967074,-0.003743857
472,-0.002254243,0.014203407,0.030908236,0.007247164,0.015534829,0.005650594,0.004025226,0.018657161,0.010366282,-0.005868182,0.011072986,-0.002438125,-0.000677373,0.007115656,0.012471148,0.003960514,0.027327565,0.00880918,-0.004027657
471.1999817,-0.002240492,0.014397389,0.030824941,0.007715941,0.015229627,0.005269372,0.004594515,0.018950693,0.009068402,-0.006131098,0.010069272,-0.002374128,-0.001175598,0.007579997,0.012828992,0.003961272,0.027238946,0.009461071,-0.003793642
470.3999939,-0.00264807,0.014336037,0.031439841,0.008357853,0.015474603,0.00488173,0.004964305,0.01923003,0.009498958,-0.005336757,0.010498408,-0.001931194,-0.000523358,0.007652126,0.01348217,0.004839846,0.027732028,0.010496367,-0.003296615
469.6000061,-0.002804163,0.014284643,0.03110357,0.006984765,0.015006009,0.004861442,0.00459925,0.018407708,0.007923734,-0.006324112,0.009604169,-0.002353274,-0.000612237,0.008168316,0.012836671,0.004337321,0.027096037,0.009880444,-0.004584148
468.7999878,-0.001911865,0.014366537,0.032484926,0.009591281,0.01590866,0.005093697,0.00598664,0.018119669,0.009784776,-0.006262573,0.011378017,-0.003143115,0.000321001,0.008147584,0.014796087,0.004377718,0.025739957,0.010807787,-0.002853078
468,-0.00207523,0.014574111,0.031988624,0.008790267,0.015413419,0.006056038,0.005916413,0.019187227,0.010147488,-0.005705369,0.0115541,-0.002689696,0.000194214,0.007837037,0.014953679,0.005137439,0.026165513,0.011511993,-0.00317606
467.1999817,-0.002444972,0.014029455,0.030777868,0.008872215,0.016002463,0.005797794,0.005513591,0.018568374,0.010339879,-0.005624884,0.011983749,-0.001516184,0.000610639,0.007767827,0.016040791,0.004713146,0.025832666,0.011665155,-0.003020871
466.3999939,-0.002561355,0.01438286,0.031741314,0.008570864,0.014652446,0.006526132,0.005284308,0.019882156,0.009684577,-0.00660924,0.0119151,-0.002573913,-0.000142867,0.007523234,0.015229384,0.004699225,0.026606154,0.011727727,-0.00424473
465.6000061,-0.003037375,0.014390244,0.032121055,0.007471667,0.013718575,0.005712227,0.004673791,0.019233765,0.008162486,-0.006955986,0.011432522,-0.002332471,-0.001095767,0.008337745,0.015256115,0.004180815,0.026687955,0.011017596,-0.004786197
464.7999878,-0.002430351,0.014508451,0.03348393,0.008324314,0.0149607,0.006620453,0.006322999,0.020072918,0.009979444,-0.005785582,0.012787054,-0.002322017,2.76E-05,0.008681846,0.015544005,0.004737719,0.028629472,0.011831565,-0.004581382
464,-0.002771549,0.015027393,0.032894246,0.007824069,0.015780702,0.006808711,0.004548238,0.019811083,0.011051185,-0.004724747,0.011769935,-0.002226842,-0.000186753,0.009746573,0.015222736,0.004844637,0.029346779,0.012126695,-0.00496384
463.1999817,-0.002221692,0.015212522,0.033632763,0.008708889,0.01656856,0.005607561,0.00509443,0.020312831,0.011199058,-0.005435241,0.011838455,-0.002822423,-0.000163672,0.009367717,0.01489707,0.005114258,0.026939731,0.012550676,-0.003729177
462.3999939,-0.000891581,0.01660094,0.034518056,0.008873561,0.016825138,0.006264745,0.006609703,0.022549352,0.011681695,-0.003154885,0.012320206,-0.000850401,0.001218945,0.010143592,0.016002759,0.005682275,0.029007806,0.013717506,-0.003224419
461.6000061,-0.001043761,0.016639885,0.034601782,0.010346506,0.01785445,0.007602783,0.007292861,0.022359842,0.012250411,-0.003155296,0.014771232,8.16E-05,0.002029587,0.010683129,0.017208887,0.006488451,0.029813895,0.013795873,-0.001345795
460.7999878,-0.001602952,0.014911885,0.034304708,0.008300936,0.016352156,0.006258836,0.004054228,0.02183158,0.011664836,-0.005120536,0.012573618,-0.001137233,0.000761196,0.011051371,0.016245296,0.005236175,0.029319167,0.012754344,-0.002783844
460,-0.001629876,0.017435502,0.0361793,0.009585089,0.015938144,0.007559003,0.005922895,0.023368934,0.012408442,-0.00398385,0.013180567,-0.001426818,-1.03E-05,0.011485519,0.017149264,0.00607948,0.031563032,0.013617517,-0.001901247
459.1999817,-0.001739002,0.017077101,0.035768196,0.008235953,0.015564905,0.007823673,0.006107963,0.022884628,0.012133935,-0.004228478,0.01317483,-0.001836243,0.000902571,0.010459003,0.016931493,0.006419903,0.031903699,0.01467499,-0.001905113
458.3999939,-0.002532378,0.015695214,0.033982728,0.007996633,0.01474097,0.006932552,0.006407687,0.022482529,0.012132818,-0.005091678,0.012175145,-0.00249959,0.000621293,0.010478069,0.015577489,0.005319499,0.030440247,0.013043915,-0.003957738
457.6000061,-0.001739053,0.016155874,0.034542132,0.008408259,0.016269751,0.006623292,0.006652153,0.022531956,0.011927472,-0.003759203,0.014145183,-0.001496269,0.00120825,0.011180491,0.01704089,0.006855676,0.03085679,0.014407343,-0.005001049
456.7999878,-0.001659172,0.016753271,0.037085935,0.00922163,0.018227529,0.007429875,0.008528201,0.023447614,0.014221568,-0.004257445,0.014847058,-0.000722962,0.002532546,0.011844626,0.018319298,0.007755231,0.032412093,0.016094299,-0.004298713
456,-0.0015297,0.016660569,0.036283862,0.010634792,0.019011376,0.008044149,0.008193322,0.023655092,0.013667496,-0.004441249,0.014674562,0.000198487,0.001001751,0.011806162,0.01844579,0.00780923,0.031904675,0.015228715,-0.00386564
455.1999817,-0.002637778,0.017050905,0.03671281,0.009294747,0.01822564,0.007050429,0.007586002,0.022497032,0.014567285,-0.00351657,0.013766187,-0.00071552,0.000228866,0.012008071,0.018113893,0.007636029,0.032515194,0.015415431,-0.002766611
454.3999939,-0.002710534,0.016626706,0.037310697,0.009351848,0.018710369,0.007588057,0.008034076,0.02334599,0.013701717,-0.003591285,0.014309282,-0.001349563,0.002067559,0.012541377,0.018161424,0.007584791,0.032905556,0.014498682,-0.002881726
453.6000061,-0.001881504,0.016920216,0.038569871,0.00962963,0.019251868,0.008781761,0.007051613,0.024067391,0.014183481,-0.003011926,0.015088388,-0.000145351,0.002889248,0.012877679,0.018222833,0.007778553,0.034263756,0.015422941,-0.002461188
452.7999878,-0.001088951,0.017792067,0.038863253,0.010097357,0.020986933,0.008444127,0.008887618,0.025185348,0.014429634,-0.002594499,0.016384762,0.001140868,0.0033919,0.013417155,0.019282039,0.008395353,0.034521252,0.01661592,-0.001000272
452,-0.001692023,0.016511578,0.037252564,0.009733469,0.018482713,0.007141181,0.008018993,0.024687396,0.014065604,-0.004202893,0.015326287,-0.000548591,0.002371717,0.012480419,0.016057525,0.008047735,0.033172671,0.015985597,-0.002191765
451.1999817,-0.00164633,0.018303016,0.038806129,0.00984263,0.019681592,0.008523555,0.008981714,0.024706686,0.01515041,-0.004097668,0.015633892,-0.000177541,0.002673275,0.012284521,0.017885657,0.008615459,0.033771798,0.016325949,-0.002523165
450.3999939,-0.001527946,0.018270481,0.040005844,0.011201475,0.019910095,0.008276609,0.009114926,0.025400987,0.015352218,-0.004513037,0.016308587,0.000438108,0.003934967,0.012698688,0.019679587,0.008996645,0.034484033,0.016967345,-0.002393385
449.6000061,-0.002747731,0.018354779,0.039001681,0.010053721,0.018735884,0.008265581,0.008531342,0.026307292,0.013938108,-0.004868219,0.01507614,-0.001084871,0.002468785,0.012556032,0.020345762,0.008819086,0.034050979,0.016971113,-0.002211493
448.7999878,-0.002223237,0.017460966,0.03856755,0.009534255,0.018774156,0.008716997,0.009512743,0.025167409,0.015645109,-0.003776551,0.015894912,-0.001968354,0.002527234,0.012673873,0.020433854,0.009523459,0.035193145,0.016456002,-0.002340349
448,-0.000801673,0.018885747,0.041414086,0.011049433,0.020762179,0.01017229,0.010095475,0.02625845,0.016109772,-0.003254173,0.017325116,-0.000343009,0.004289555,0.014616516,0.020538546,0.00967563,0.037331149,0.019566491,-0.001282514
447.1999817,-0.001058067,0.018558891,0.041851725,0.010518564,0.02067136,0.009662529,0.010287764,0.026494212,0.016345194,-0.001784067,0.017203555,0.000314136,0.005031262,0.014663879,0.021377072,0.009008062,0.036004085,0.018405575,-0.001344247
446.3999939,-0.001966859,0.018375194,0.041292455,0.011922922,0.021301458,0.010154986,0.010481516,0.025837474,0.01649195,-0.003763823,0.016674154,-0.000311555,0.004271308,0.014938194,0.020826783,0.008978674,0.036465753,0.018347325,-0.000631055
