wavelength (nm),DOMBlank1,DOMSTD33,DOM13474F,DOM12725,DOM12778,DOM12865,DOM12925,DOM12956,DOM12966,DOMBlank2,DOM12967,DOM13115,DOM13211,DOM13212,DOM13491,DOM13511,DOM13512,DOM13513,DOMBlank3
714.4000244,-0.007053696,-0.007899968,-0.008356716,-0.013765551,-0.014245436,-0.01654475,-0.017960295,-0.01798553,-0.018920586,-0.020944847,-0.020132586,-0.021389468,-0.024097534,-0.023294393,-0.021685366,-0.023556191,-0.021735352,-0.022256687,-0.022484062
713.5999756,-0.006788942,-0.006896626,-0.008303948,-0.013902558,-0.014627991,-0.017404579,-0.017700221,-0.017487036,-0.018717669,-0.021061458,-0.020274369,-0.021572715,-0.022761334,-0.021982785,-0.020830031,-0.02348871,-0.021232322,-0.021820093,-0.022432588
712.7999878,-0.008652339,-0.008975348,-0.008640767,-0.01418486,-0.015017661,-0.01731514,-0.019540744,-0.018703982,-0.019773155,-0.02214512,-0.021093516,-0.022790072,-0.024011081,-0.022317033,-0.021451117,-0.025042115,-0.021801433,-0.023105783,-0.024381021
712,-0.007705873,-0.007706229,-0.007381663,-0.01405556,-0.013388159,-0.017239466,-0.018504735,-0.017316682,-0.017713541,-0.02076163,-0.020195996,-0.022112796,-0.022436276,-0.02234531,-0.021544192,-0.022997478,-0.022193529,-0.021636112,-0.023244342
711.2000122,-0.006276147,-0.007362881,-0.005308578,-0.012884056,-0.013440314,-0.016012367,-0.017091265,-0.017411293,-0.017606916,-0.020188682,-0.019677622,-0.020735372,-0.021109544,-0.021453876,-0.021099433,-0.022381453,-0.021056229,-0.02135748,-0.022906728
710.4000244,-0.005910318,-0.00760017,-0.006355286,-0.013170537,-0.013585852,-0.016949186,-0.01760985,-0.017111721,-0.017090518,-0.020855593,-0.020122504,-0.020253813,-0.022567084,-0.021759678,-0.020281188,-0.022503136,-0.02053508,-0.02187095,-0.022673188
709.5999756,-0.005692032,-0.007320783,-0.006463588,-0.01414893,-0.014217128,-0.017067472,-0.017692616,-0.017817607,-0.01765966,-0.020494733,-0.020270713,-0.021256479,-0.022885758,-0.021865092,-0.0201573,-0.022514883,-0.020974742,-0.02109958,-0.022691859
708.7999878,-0.007534996,-0.008492393,-0.007676729,-0.013873274,-0.014342121,-0.017741971,-0.018594226,-0.017780785,-0.018768642,-0.021292614,-0.021446632,-0.022873234,-0.023476301,-0.022626799,-0.02211009,-0.02333183,-0.021307107,-0.023312449,-0.024720864
708,-0.006075914,-0.008235272,-0.007902307,-0.013080824,-0.014327293,-0.017791519,-0.018192612,-0.017826004,-0.018362772,-0.02112779,-0.021337962,-0.021785578,-0.022387354,-0.021844463,-0.020787392,-0.023698086,-0.020971339,-0.023589585,-0.023573257
707.2000122,-0.008650512,-0.008875331,-0.008478076,-0.015003808,-0.014809861,-0.017188462,-0.01922971,-0.018231831,-0.018906459,-0.021944985,-0.021613553,-0.021826789,-0.023770094,-0.022331493,-0.022356227,-0.023843266,-0.021542713,-0.024195919,-0.024832848
706.4000244,-0.007941043,-0.008724551,-0.008225315,-0.014427366,-0.014415697,-0.017502403,-0.018451547,-0.017736504,-0.01933579,-0.02248588,-0.021345899,-0.022156928,-0.023996238,-0.023130229,-0.022333017,-0.023849245,-0.022128344,-0.023361709,-0.02440339
705.5999756,-0.007060369,-0.007815008,-0.006788789,-0.013837771,-0.014412041,-0.016623983,-0.018878801,-0.017491661,-0.017512547,-0.021446189,-0.020574681,-0.022999296,-0.02305836,-0.022073826,-0.021045577,-0.023296308,-0.021812659,-0.02140647,-0.02368181
704.7999878,-0.006976366,-0.00781211,-0.007966104,-0.013916447,-0.015087423,-0.017193936,-0.019320736,-0.018650819,-0.019334404,-0.021667881,-0.021421697,-0.022597115,-0.022994582,-0.022044301,-0.021316275,-0.024194106,-0.021908807,-0.022592593,-0.02434808
704,-0.00685591,-0.007955836,-0.007069589,-0.013270323,-0.015239709,-0.017675219,-0.017891243,-0.018316118,-0.017738491,-0.020965567,-0.021366008,-0.022780985,-0.021981997,-0.022431457,-0.021717425,-0.023174994,-0.02208416,-0.022628518,-0.024030773
703.2000122,-0.007122661,-0.007742644,-0.008107086,-0.014219132,-0.013995158,-0.016863288,-0.018610297,-0.017825706,-0.017534824,-0.021486644,-0.021702554,-0.022133362,-0.023599589,-0.022006998,-0.021240259,-0.023901336,-0.022226684,-0.022980735,-0.023730684
702.4000244,-0.007583941,-0.006822428,-0.005930798,-0.013491659,-0.014313869,-0.016716404,-0.018919347,-0.017173383,-0.017729199,-0.020956144,-0.021897534,-0.02170408,-0.022560941,-0.021508226,-0.020792376,-0.023694998,-0.021422191,-0.022184329,-0.02277779
701.5999756,-0.00735438,-0.00821993,-0.006825282,-0.014502179,-0.015455099,-0.017647283,-0.019642096,-0.01819559,-0.018679583,-0.022577701,-0.022164848,-0.022687044,-0.024066579,-0.02296615,-0.022045039,-0.024110612,-0.021791045,-0.0232173,-0.025054969
700.7999878,-0.007523395,-0.007815974,-0.007521461,-0.013790629,-0.014034909,-0.016674556,-0.019356884,-0.017869879,-0.019312764,-0.022352835,-0.02152478,-0.022060689,-0.024330899,-0.022798767,-0.020880314,-0.02397811,-0.021450378,-0.023177939,-0.02414842
700,-0.007088282,-0.006200873,-0.007043916,-0.012429531,-0.013454869,-0.016470287,-0.017640771,-0.017331954,-0.018265091,-0.021325147,-0.020422822,-0.020708421,-0.022549095,-0.021001529,-0.021045083,-0.023079863,-0.020867681,-0.022310935,-0.023524903
699.2000122,-0.006356562,-0.006480114,-0.006880575,-0.012870385,-0.013304015,-0.016651386,-0.018640304,-0.016918415,-0.018615307,-0.02077313,-0.020302383,-0.022047451,-0.022124408,-0.021618774,-0.021329287,-0.022565758,-0.020778015,-0.021568183,-0.023468208
698.4000244,-0.00665472,-0.006494701,-0.006465781,-0.012750449,-0.013387054,-0.017440986,-0.018562183,-0.017055575,-0.017983891,-0.020953974,-0.019891169,-0.020681223,-0.021981899,-0.020437986,-0.020608651,-0.023005974,-0.019871783,-0.021735696,-0.022551995
697.5999756,-0.006939988,-0.007884767,-0.006845718,-0.014883408,-0.014324989,-0.016627422,-0.019535696,-0.017645443,-0.018379942,-0.02112345,-0.019954614,-0.021125373,-0.022281475,-0.021174734,-0.020346947,-0.023929998,-0.019040318,-0.022128098,-0.022871662
696.7999878,-0.0073781,-0.006489754,-0.00652622,-0.013853968,-0.01378451,-0.016034771,-0.017803445,-0.016578637,-0.019350249,-0.021129763,-0.020355791,-0.020629238,-0.023400368,-0.020815078,-0.02117715,-0.023320841,-0.020409141,-0.021516996,-0.022415724
696,-0.005688762,-0.00689841,-0.005902096,-0.013067762,-0.013061333,-0.015136574,-0.017961439,-0.016320776,-0.018789813,-0.01966832,-0.019665351,-0.021055589,-0.023196099,-0.021208756,-0.020267155,-0.022461005,-0.020859934,-0.021440523,-0.022649061
695.2000122,-0.005522712,-0.006803825,-0.006521987,-0.013264297,-0.012809215,-0.016060466,-0.017625708,-0.018000878,-0.018979365,-0.020536857,-0.02061433,-0.021330126,-0.022965316,-0.022052864,-0.019480852,-0.023055119,-0.019615721,-0.02127886,-0.023788916
694.4000244,-0.007037447,-0.007906831,-0.006873033,-0.013842284,-0.014067389,-0.016993398,-0.018412894,-0.017249119,-0.018744892,-0.021690536,-0.021472109,-0.022100495,-0.023083054,-0.022619525,-0.020548215,-0.024634486,-0.019789629,-0.021886654,-0.023548933
693.5999756,-0.00848163,-0.008510213,-0.007025527,-0.013784761,-0.014829624,-0.016247671,-0.019005878,-0.017804388,-0.019204499,-0.021768985,-0.022076089,-0.022802893,-0.023562321,-0.023771809,-0.020882187,-0.025253432,-0.020645086,-0.023330702,-0.023346353
692.7999878,-0.006388397,-0.00780255,-0.00636549,-0.013206596,-0.013525886,-0.015748777,-0.017728005,-0.016955957,-0.01837483,-0.020545796,-0.020101199,-0.021088829,-0.023193792,-0.022166766,-0.019608594,-0.023063958,-0.020201581,-0.022463512,-0.022937227
692,-0.005465916,-0.007518052,-0.006449816,-0.013010489,-0.013983779,-0.015540225,-0.018232625,-0.016235802,-0.017739784,-0.020868175,-0.020212946,-0.02120126,-0.023294738,-0.021805717,-0.019568708,-0.023207042,-0.018806076,-0.021366598,-0.021861449
691.2000122,-0.006259154,-0.007458922,-0.006970099,-0.013712933,-0.01415344,-0.017391596,-0.01988568,-0.018214604,-0.019068709,-0.020661872,-0.020195602,-0.021666847,-0.021520296,-0.021143619,-0.020786207,-0.023650236,-0.019202022,-0.020952543,-0.022393599
690.4000244,-0.0063535,-0.007123934,-0.006222257,-0.012761558,-0.01345502,-0.015744433,-0.017911313,-0.017005892,-0.018384656,-0.019542823,-0.018819362,-0.021291923,-0.022185411,-0.021329731,-0.018834185,-0.022687584,-0.018389918,-0.021087991,-0.021339934
689.5999756,-0.006401457,-0.007266106,-0.006244253,-0.01258245,-0.014200293,-0.015716622,-0.017593343,-0.016232261,-0.018399049,-0.020154927,-0.019867035,-0.021245731,-0.022116043,-0.021340033,-0.019529805,-0.022902407,-0.020010486,-0.021866273,-0.0226782
688.7999878,-0.007107534,-0.007142166,-0.006785833,-0.013674809,-0.013997564,-0.017104704,-0.018255956,-0.016723527,-0.018399494,-0.020081723,-0.019494465,-0.020693267,-0.022132969,-0.021171628,-0.02002245,-0.023910793,-0.019860704,-0.021570647,-0.022799995
688,-0.006751427,-0.007248337,-0.006920626,-0.011697389,-0.013179074,-0.015700743,-0.017681781,-0.01681513,-0.017609898,-0.020125221,-0.020310931,-0.020272097,-0.022068808,-0.020495178,-0.02005152,-0.022434015,-0.020018594,-0.022254622,-0.022626013
687.2000122,-0.007251952,-0.006310489,-0.005829208,-0.012298299,-0.012799714,-0.016051784,-0.018445792,-0.017782822,-0.018815296,-0.020836249,-0.019063309,-0.020054782,-0.022796458,-0.021503447,-0.019932115,-0.022181034,-0.019463228,-0.021318147,-0.022294706
686.4000244,-0.007382528,-0.006511379,-0.006495925,-0.012850683,-0.013385147,-0.01592893,-0.018467028,-0.018093105,-0.017539795,-0.019605231,-0.019556729,-0.021038523,-0.021680735,-0.021694034,-0.019254871,-0.022930352,-0.020375945,-0.02202634,-0.022715002
685.5999756,-0.006698055,-0.007165185,-0.005711602,-0.012597638,-0.012944161,-0.015295991,-0.017156662,-0.015868636,-0.017359911,-0.01949095,-0.019186271,-0.02025421,-0.022052618,-0.020882385,-0.020184729,-0.02298638,-0.018448124,-0.020948449,-0.023173178
684.7999878,-0.006668282,-0.007924675,-0.005961898,-0.012769753,-0.014060272,-0.015876573,-0.017266881,-0.016804621,-0.017476145,-0.020026553,-0.020573841,-0.020829784,-0.023333007,-0.022314919,-0.020327285,-0.023920445,-0.018796854,-0.021202099,-0.023661071
684,-0.006942892,-0.006927352,-0.00662887,-0.013736108,-0.013532511,-0.016828826,-0.017151387,-0.017470725,-0.016227273,-0.020381033,-0.019757127,-0.021201015,-0.024008142,-0.023089878,-0.020714296,-0.023972673,-0.019867728,-0.020946328,-0.023531329
683.2000122,-0.006847145,-0.006445735,-0.005454925,-0.01285385,-0.013315463,-0.016251162,-0.018089332,-0.016595082,-0.017825855,-0.020437839,-0.02013748,-0.021352701,-0.022673287,-0.021687433,-0.020494092,-0.022766491,-0.018550823,-0.020629684,-0.023858409
682.4000244,-0.006912728,-0.006169891,-0.0063285,-0.012699869,-0.013104585,-0.015646711,-0.016606642,-0.016560897,-0.0176867,-0.020785961,-0.020020226,-0.020881251,-0.022248227,-0.02091717,-0.020191252,-0.02271058,-0.020095367,-0.020969316,-0.022892486
681.5999756,-0.006761826,-0.007074071,-0.005362633,-0.013461295,-0.013644155,-0.016193757,-0.017399903,-0.016499994,-0.017800264,-0.02095126,-0.01995061,-0.020591123,-0.021718213,-0.022235537,-0.019428032,-0.023461979,-0.019852098,-0.021335498,-0.023120167
680.7999878,-0.006864574,-0.007093069,-0.005791355,-0.013325103,-0.013660911,-0.016968753,-0.017464956,-0.017096739,-0.018430607,-0.020819422,-0.020394074,-0.020800618,-0.022670191,-0.02083309,-0.020613391,-0.023392225,-0.020035552,-0.021109099,-0.022543836
680,-0.00693958,-0.006294569,-0.00488373,-0.010977287,-0.012947628,-0.015404435,-0.017906992,-0.014838731,-0.016844414,-0.020100359,-0.019289142,-0.02114707,-0.020969957,-0.020090276,-0.018430311,-0.021955321,-0.018747173,-0.019369461,-0.022146646
679.2000122,-0.0066822,-0.006760705,-0.005842591,-0.012417004,-0.012958131,-0.016213559,-0.018235356,-0.016064906,-0.017905353,-0.019968409,-0.01968351,-0.021451609,-0.02240348,-0.022011083,-0.020042917,-0.022769488,-0.019182308,-0.020384096,-0.022216797
678.4000244,-0.005065428,-0.007895748,-0.005677571,-0.012890891,-0.012140799,-0.015842132,-0.017375084,-0.016525114,-0.016103771,-0.019627597,-0.018289762,-0.020438036,-0.021606114,-0.02129853,-0.01986926,-0.022749199,-0.018534502,-0.019465802,-0.021798529
677.5999756,-0.006234505,-0.007131828,-0.006332071,-0.012548702,-0.012490202,-0.01609928,-0.017953441,-0.016797896,-0.017151536,-0.020157447,-0.018998791,-0.020601492,-0.021936174,-0.019926231,-0.018638073,-0.02353275,-0.018348528,-0.019902593,-0.021737074
676.7999878,-0.007370668,-0.008085947,-0.005749565,-0.013422946,-0.012777997,-0.015618993,-0.018117437,-0.017253149,-0.017473461,-0.020765726,-0.020279409,-0.020932317,-0.022346836,-0.021207621,-0.01995234,-0.02329459,-0.0196322,-0.019989869,-0.023386436
676,-0.006701471,-0.005438922,-0.005451448,-0.012349076,-0.011881094,-0.015071171,-0.016748734,-0.016179243,-0.016639927,-0.019268837,-0.019551335,-0.020157399,-0.020775449,-0.020655997,-0.018028047,-0.021757167,-0.01701132,-0.019927863,-0.022401858
675.2000122,-0.006779513,-0.006343296,-0.004598287,-0.011414827,-0.01191706,-0.014347481,-0.016117338,-0.015497964,-0.016158443,-0.018869381,-0.018864077,-0.019276662,-0.021040101,-0.019985568,-0.017942313,-0.021472799,-0.01777661,-0.01966654,-0.022065707
674.4000244,-0.006632337,-0.007063985,-0.004854345,-0.013086099,-0.012380676,-0.015381798,-0.017205132,-0.017379461,-0.016884156,-0.019766033,-0.020291416,-0.020378415,-0.020704523,-0.020484412,-0.018803546,-0.022198202,-0.018229002,-0.020863241,-0.022367341
673.5999756,-0.005306072,-0.005865986,-0.00427103,-0.012924763,-0.01375883,-0.016158992,-0.017983543,-0.016238045,-0.016496554,-0.020649925,-0.01880067,-0.020506291,-0.020818731,-0.020647654,-0.018921627,-0.022610286,-0.018111479,-0.020806985,-0.022665128
672.7999878,-0.006263186,-0.007048908,-0.004765612,-0.01350521,-0.013527342,-0.015715173,-0.017624017,-0.015796006,-0.016819313,-0.02027338,-0.018902047,-0.019998027,-0.021040397,-0.020354357,-0.018651266,-0.021483392,-0.018369323,-0.020587668,-0.022100151
672,-0.005679308,-0.005993302,-0.003827872,-0.011657675,-0.010914839,-0.014322735,-0.015980382,-0.014933983,-0.016013315,-0.019126527,-0.01701122,-0.019790519,-0.020680383,-0.018784311,-0.017346282,-0.019716758,-0.016469888,-0.020259051,-0.020991812
671.2000122,-0.005081393,-0.006780379,-0.005101553,-0.012710528,-0.011941994,-0.016058719,-0.016582575,-0.016627371,-0.015948642,-0.020376686,-0.017641865,-0.020326395,-0.019877125,-0.019835679,-0.018767353,-0.021668866,-0.01757982,-0.019593254,-0.022434998
670.4000244,-0.005674965,-0.005653196,-0.005522201,-0.011970954,-0.012370914,-0.015293592,-0.016888438,-0.015047568,-0.016325114,-0.019903187,-0.019202022,-0.020919932,-0.021835603,-0.020093191,-0.018552361,-0.020256037,-0.017785406,-0.019831918,-0.02179577
669.5999756,-0.007149245,-0.007519629,-0.005418726,-0.013290509,-0.013269419,-0.015231712,-0.016681381,-0.016156996,-0.016902829,-0.020177959,-0.019699641,-0.020346502,-0.021116152,-0.020295171,-0.019166159,-0.022014774,-0.018033609,-0.020961521,-0.022171931
668.7999878,-0.005984928,-0.006983957,-0.004764793,-0.012640283,-0.012178204,-0.01403541,-0.016161285,-0.014499024,-0.016890926,-0.01992183,-0.019080104,-0.019561086,-0.020378366,-0.018983578,-0.018294774,-0.021710876,-0.017465802,-0.019750796,-0.022141775
668,-0.005493983,-0.006165094,-0.004905538,-0.011919025,-0.011818171,-0.014613475,-0.01552474,-0.014962144,-0.016163979,-0.019465506,-0.017667862,-0.019200932,-0.021085575,-0.018763535,-0.018328527,-0.021605769,-0.017181048,-0.019449022,-0.02087977
667.2000122,-0.005022493,-0.006048855,-0.005493625,-0.011644672,-0.012313045,-0.015116375,-0.016445963,-0.015877122,-0.016022595,-0.019288201,-0.018273778,-0.019689003,-0.021167979,-0.018547252,-0.018676212,-0.021044392,-0.017088974,-0.019164277,-0.021131784
666.4000244,-0.006111088,-0.005336041,-0.003812425,-0.012108376,-0.011060722,-0.014790947,-0.015628232,-0.014086886,-0.015645962,-0.019996643,-0.018438846,-0.019895274,-0.020128485,-0.019157985,-0.01801116,-0.0209224,-0.016544601,-0.018983973,-0.021612322
665.5999756,-0.006380234,-0.006476901,-0.005576229,-0.012973557,-0.01276538,-0.016001888,-0.01669563,-0.014874503,-0.01662498,-0.019502236,-0.019011825,-0.020487029,-0.02037807,-0.018401181,-0.018086402,-0.021170838,-0.017913599,-0.01979591,-0.022131935
664.7999878,-0.006966787,-0.00713193,-0.005688915,-0.01213063,-0.013230451,-0.015683765,-0.017219314,-0.015867289,-0.016514746,-0.020291416,-0.01981446,-0.020307325,-0.021250071,-0.01996124,-0.018979216,-0.021513743,-0.017534973,-0.019773699,-0.021997303
664,-0.005336194,-0.005192827,-0.004834685,-0.01159462,-0.011472967,-0.014731498,-0.01630831,-0.013965881,-0.016577691,-0.0190915,-0.01883949,-0.019180078,-0.020748649,-0.019075746,-0.018368628,-0.019852543,-0.016979357,-0.019020051,-0.020558782
663.2000122,-0.00602496,-0.006194646,-0.004074537,-0.011351735,-0.01230454,-0.013751006,-0.016239543,-0.015042567,-0.017427109,-0.019694891,-0.018549683,-0.020388789,-0.020951804,-0.019857243,-0.020214085,-0.020678705,-0.016573554,-0.01961582,-0.021202592
662.4000244,-0.005583743,-0.006929186,-0.003521398,-0.011544662,-0.011751461,-0.014011901,-0.016177049,-0.014163212,-0.016304022,-0.018722678,-0.01849526,-0.019526934,-0.020577842,-0.019158678,-0.018164558,-0.020176327,-0.016568821,-0.019002112,-0.020855049
661.5999756,-0.006045689,-0.006174842,-0.00410095,-0.011610851,-0.011338572,-0.014683901,-0.016396161,-0.0156956,-0.015929079,-0.019161602,-0.017551977,-0.019254277,-0.020213392,-0.019021042,-0.017970132,-0.021098448,-0.016821405,-0.018779302,-0.020984657
660.7999878,-0.006086226,-0.005610728,-0.003941628,-0.011832832,-0.011207969,-0.01551365,-0.016169317,-0.0149762,-0.016399501,-0.019615324,-0.017367324,-0.019083375,-0.02023647,-0.018471394,-0.016490424,-0.020792278,-0.016409921,-0.01930593,-0.020466484
660,-0.006049825,-0.005631528,-0.004182588,-0.012568418,-0.011132131,-0.015678121,-0.015703339,-0.015101474,-0.015149274,-0.019969646,-0.017483009,-0.019521341,-0.020471374,-0.018824419,-0.016804472,-0.020190759,-0.01600538,-0.019162741,-0.020957083
659.2000122,-0.00599943,-0.005021418,-0.004139771,-0.011853438,-0.011051486,-0.014856692,-0.015397289,-0.014096108,-0.015693301,-0.019484069,-0.017193438,-0.02023311,-0.021119604,-0.019175323,-0.017647581,-0.020495968,-0.01519217,-0.019252444,-0.022015365
658.4000244,-0.00631355,-0.004514677,-0.003436707,-0.011235666,-0.01068779,-0.013631362,-0.01470192,-0.013977662,-0.015494567,-0.019233277,-0.016982246,-0.019134553,-0.019754803,-0.018854262,-0.017335884,-0.020166839,-0.014992055,-0.018925641,-0.021033935
657.5999756,-0.005700157,-0.005434372,-0.003690011,-0.012192501,-0.01086551,-0.014000522,-0.015362959,-0.015470637,-0.015521893,-0.01958093,-0.017706931,-0.019388869,-0.02062919,-0.020191401,-0.017792761,-0.020053694,-0.016025539,-0.019865699,-0.020913666
656.7999878,-0.005754009,-0.005564218,-0.003450729,-0.011916406,-0.011448865,-0.013192133,-0.014810512,-0.015141075,-0.014847387,-0.019383373,-0.017115504,-0.018585745,-0.019604042,-0.018938031,-0.017582953,-0.020428551,-0.015770944,-0.018479582,-0.021584932
656,-0.005177223,-0.005595702,-0.004423723,-0.011791469,-0.012292864,-0.014439135,-0.016518235,-0.014900767,-0.015601363,-0.020072974,-0.017153576,-0.019158779,-0.021413321,-0.018683005,-0.016552974,-0.021164823,-0.015870284,-0.018789962,-0.021395184
655.2000122,-0.005276919,-0.005224389,-0.002783072,-0.011131829,-0.01208582,-0.013944523,-0.016078027,-0.013802164,-0.015442158,-0.018903436,-0.016915228,-0.018984322,-0.021185236,-0.017963326,-0.016264228,-0.01977464,-0.015242758,-0.018097973,-0.02076311
654.4000244,-0.007118026,-0.006043801,-0.004101565,-0.011253878,-0.011079244,-0.014526964,-0.016662098,-0.014223942,-0.015268351,-0.018826848,-0.017518962,-0.018703833,-0.020713704,-0.018047614,-0.017523635,-0.020216258,-0.016234705,-0.018060677,-0.022681884
653.5999756,-0.006406915,-0.006088115,-0.003576291,-0.011809808,-0.011048558,-0.015101925,-0.015459945,-0.014630494,-0.015287844,-0.018846529,-0.018665748,-0.019356785,-0.02057088,-0.018952701,-0.01679172,-0.020382119,-0.015925286,-0.018544275,-0.022217682
652.7999878,-0.005525524,-0.00554275,-0.003542452,-0.012142159,-0.01136263,-0.013892328,-0.015882013,-0.013566986,-0.015498963,-0.01877613,-0.018365154,-0.019214751,-0.020171929,-0.018309914,-0.016014561,-0.019663768,-0.015344219,-0.018373838,-0.021763815
652,-0.00587615,-0.005914915,-0.003599962,-0.010839556,-0.011284903,-0.013951292,-0.015668135,-0.013594483,-0.015214565,-0.018356964,-0.017465504,-0.019007018,-0.02044411,-0.017341705,-0.015989164,-0.020216506,-0.015166473,-0.018536834,-0.020534685
651.2000122,-0.00605493,-0.005383956,-0.003530385,-0.011032457,-0.011105436,-0.013849656,-0.015441359,-0.013948384,-0.015479829,-0.019493425,-0.017189955,-0.018449364,-0.020565547,-0.017708322,-0.016541161,-0.020451963,-0.01550316,-0.017621035,-0.021134645
650.4000244,-0.006122114,-0.005467246,-0.002929861,-0.011288182,-0.011461975,-0.013570147,-0.015943652,-0.013303212,-0.014752566,-0.019075448,-0.017510507,-0.018552212,-0.01937669,-0.018205171,-0.016608786,-0.020462237,-0.015219864,-0.017843744,-0.020142769
649.5999756,-0.00695191,-0.005706288,-0.003555649,-0.012634451,-0.011876863,-0.01465392,-0.016580282,-0.014560959,-0.016560299,-0.019316973,-0.018665796,-0.019376194,-0.021177543,-0.019545594,-0.017992582,-0.020956391,-0.015916951,-0.018571062,-0.022019548
648.7999878,-0.006889187,-0.005689477,-0.003109139,-0.012232317,-0.011254181,-0.01404709,-0.015390343,-0.014397968,-0.016118886,-0.019529508,-0.016801083,-0.01919152,-0.020900246,-0.019469764,-0.017718462,-0.020579422,-0.014789746,-0.018442914,-0.022493059
648,-0.006695353,-0.00616198,-0.00379513,-0.011550762,-0.011446091,-0.014093502,-0.015543723,-0.014794949,-0.015917899,-0.019818466,-0.017648278,-0.019569796,-0.020616254,-0.019005928,-0.01683774,-0.020788725,-0.015586179,-0.019089518,-0.021671625
647.2000122,-0.006202047,-0.006118745,-0.002433286,-0.011534226,-0.011374079,-0.013570598,-0.015490671,-0.013632064,-0.015125775,-0.019810848,-0.017209711,-0.018805778,-0.020449445,-0.017706385,-0.01624014,-0.020930687,-0.014877805,-0.018310063,-0.021024169
646.4000244,-0.005516629,-0.004785326,-0.002296835,-0.010802188,-0.010664503,-0.013168678,-0.015089073,-0.013389514,-0.014594352,-0.019676583,-0.016828826,-0.018421875,-0.020375105,-0.017222499,-0.016274352,-0.019616414,-0.015222413,-0.01796278,-0.021103082
645.5999756,-0.006690918,-0.005853625,-0.003519446,-0.011061782,-0.011801193,-0.014355044,-0.015049769,-0.014215675,-0.015281846,-0.020207165,-0.016775632,-0.019980276,-0.020649135,-0.018248264,-0.016022746,-0.02083309,-0.015641566,-0.019140845,-0.021427562
644.7999878,-0.006258083,-0.005174563,-0.003324616,-0.010993491,-0.011703789,-0.013955453,-0.015368206,-0.013908775,-0.015329377,-0.019125884,-0.017048506,-0.019554058,-0.019950164,-0.017869333,-0.016741909,-0.019463774,-0.015881514,-0.01956455,-0.021649018
644,-0.005353991,-0.004558277,-0.002567017,-0.010779463,-0.010603475,-0.013385197,-0.014855992,-0.01291808,-0.014751065,-0.018610001,-0.015952785,-0.01770057,-0.019663768,-0.018312544,-0.015735494,-0.020385578,-0.014198038,-0.017762098,-0.021066045
643.2000122,-0.006171219,-0.004656323,-0.002709711,-0.011300691,-0.010632575,-0.013123975,-0.015993156,-0.013936552,-0.015388944,-0.018576171,-0.015958523,-0.017684912,-0.02014094,-0.019068709,-0.016102124,-0.019837804,-0.013775382,-0.017957216,-0.021250661
642.4000244,-0.006475268,-0.00503938,-0.00298231,-0.01165954,-0.011013429,-0.014317475,-0.016474474,-0.014286717,-0.015028764,-0.019263487,-0.016910098,-0.018518528,-0.019948088,-0.019307563,-0.016789529,-0.021126656,-0.014116957,-0.018334333,-0.022027668
641.5999756,-0.006470984,-0.006477206,-0.002970124,-0.011752972,-0.011320313,-0.015104374,-0.016307114,-0.013575114,-0.015143175,-0.019639919,-0.017252453,-0.01975218,-0.020474486,-0.019282952,-0.016365349,-0.020760544,-0.015175972,-0.018973319,-0.022801911
640.7999878,-0.007078859,-0.005769541,-0.002354407,-0.012056615,-0.011205396,-0.014479596,-0.016497154,-0.013758178,-0.01534337,-0.019156054,-0.017307429,-0.019099627,-0.020516315,-0.018833887,-0.016886245,-0.020605393,-0.015649907,-0.019002261,-0.021882519
640,-0.007273081,-0.004850966,-0.002549466,-0.011532411,-0.010412203,-0.014146023,-0.015960818,-0.013970694,-0.01532258,-0.020570979,-0.01727514,-0.019187311,-0.020579817,-0.018467722,-0.016412612,-0.019719925,-0.015214516,-0.019192165,-0.021214869
639.2000122,-0.006061364,-0.00466124,-0.00221855,-0.011400706,-0.010311605,-0.013432433,-0.015636472,-0.01295185,-0.015036516,-0.020376587,-0.017363492,-0.018688658,-0.019692663,-0.018094447,-0.015667535,-0.020141879,-0.014083829,-0.018814504,-0.021407554
638.4000244,-0.005832477,-0.004167359,-0.00228329,-0.011541385,-0.009478332,-0.013626294,-0.01445586,-0.013167975,-0.014721488,-0.01971087,-0.017211003,-0.018538322,-0.019513868,-0.017699625,-0.015365458,-0.020012364,-0.01482287,-0.01806167,-0.02099112
637.5999756,-0.007006118,-0.005633675,-0.002926775,-0.012147042,-0.011127791,-0.014759322,-0.016012317,-0.01453918,-0.016752271,-0.020467225,-0.01795513,-0.020135701,-0.020805405,-0.019894877,-0.017088925,-0.021331407,-0.015178622,-0.018667087,-0.022526387
636.7999878,-0.0073527,-0.005645224,-0.002991411,-0.01200107,-0.011260992,-0.014091548,-0.015628133,-0.014329948,-0.016257795,-0.020072628,-0.018176822,-0.020798991,-0.020883815,-0.020496758,-0.017515132,-0.021345306,-0.015579387,-0.019043241,-0.022351064
636,-0.007179342,-0.005382985,-0.002916696,-0.011209382,-0.010999447,-0.013755319,-0.01497815,-0.013820068,-0.015496016,-0.019611118,-0.017781282,-0.020866496,-0.021019384,-0.019544208,-0.017203989,-0.020877106,-0.015640318,-0.019409217,-0.022116831
635.2000122,-0.007157037,-0.004264571,-0.002305847,-0.010762847,-0.010679102,-0.014189268,-0.015416277,-0.014182905,-0.015750723,-0.020193081,-0.018439837,-0.020844735,-0.020781865,-0.018866258,-0.016345058,-0.021177989,-0.014862696,-0.019203112,-0.022556862
