DOM12704EX_200.00,,DOM12704EX_205.00,,DOM12704EX_210.00,,DOM12704EX_215.00,,DOM12704EX_220.00,,DOM12704EX_225.00,,DOM12704EX_230.00,,DOM12704EX_235.00,,DOM12704EX_240.00,,DOM12704EX_245.00,,DOM12704EX_250.00,,DOM12704EX_255.00,,DOM12704EX_260.00,,DOM12704EX_265.00,,DOM12704EX_270.00,,DOM12704EX_275.00,,DOM12704EX_280.00,,DOM12704EX_285.00,,DOM12704EX_290.00,,DOM12704EX_295.00,,DOM12704EX_300.00,,DOM12704EX_305.00,,DOM12704EX_310.00,,DOM12704EX_315.00,,DOM12704EX_320.00,,DOM12704EX_325.00,,DOM12704EX_330.00,,DOM12704EX_335.00,,DOM12704EX_340.00,,DOM12704EX_345.00,,DOM12704EX_350.00,,DOM12704EX_355.00,,DOM12704EX_360.00,,DOM12704EX_365.00,,DOM12704EX_370.00,,DOM12704EX_375.00,,DOM12704EX_380.00,,DOM12704EX_385.00,,DOM12704EX_390.00,,DOM12704EX_395.00,,DOM12704EX_400.00,,DOM12704EX_405.00,,DOM12704EX_410.00,,DOM12704EX_415.00,,DOM12704EX_420.00,,DOM12704EX_425.00,,DOM12704EX_430.00,,DOM12704EX_435.00,,DOM12704EX_440.00,,DOM12704EX_445.00,,DOM12704EX_450.00,
Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.)
210,3.384019136,210,-3.576537848,210,-4.332967281,210,-2.496040821,210,-2.43591547,210,-4.440308571,210,-3.619239092,210,-3.312523127,210,-3.377588272,210,-3.56455493,210,-3.305461645,210,-3.379852772,210,-3.372229815,210,-3.432313442,210,-3.204206944,210,-3.3595047,210,-3.421325445,210,-3.540444851,210,-3.445430756,210,-3.448712826,210,-3.454068422,210,-3.407800198,210,-3.331562519,210,-3.479214191,210,-3.334046364,210,-3.139135122,210,-3.34668541,210,-3.160326481,210,-3.096288204,210,-3.369351387,210,-3.576537848,210,-3.331003428,210,-3.37084651,210,-3.454040051,210,-3.357242346,210,-3.280255079,210,-3.492326498,210,-3.393313169,210,-3.334350586,210,-3.384877682,210,-3.360357046,210,-3.432123661,210,-3.484541416,210,-3.397620916,210,-3.45416832,210,-3.508839846,210,-3.4755373,210,-3.49308753,210,-3.495749474,210,-3.522061825,210,-3.535284281
212.0299988,-8.094610214,212.0299988,-2.523351908,212.0299988,-1.679724455,212.0299988,1.210846186,212.0299988,-3.576537848,212.0299988,-3.701976776,212.0299988,-3.620222092,212.0299988,-3.515061855,212.0299988,-3.41846323,212.0299988,-3.407567978,212.0299988,-3.400774479,212.0299988,-3.39595747,212.0299988,-3.438902378,212.0299988,-3.416746616,212.0299988,-3.485485315,212.0299988,-3.446732521,212.0299988,-3.242208958,212.0299988,-3.280783653,212.0299988,-3.491212845,212.0299988,-3.385789156,212.0299988,-3.502023697,212.0299988,-3.147342682,212.0299988,-3.396164656,212.0299988,-3.264317751,212.0299988,-3.267864227,212.0299988,-3.363559246,212.0299988,-3.28845191,212.0299988,-3.23982048,212.0299988,-3.131812096,212.0299988,-3.162801743,212.0299988,-3.439419985,212.0299988,-3.288893938,212.0299988,-3.375641108,212.0299988,-3.353513718,212.0299988,-3.445897341,212.0299988,-3.341314793,212.0299988,-3.32734251,212.0299988,-3.435435772,212.0299988,-3.341270447,212.0299988,-3.514267445,212.0299988,-3.466438293,212.0299988,-3.463946342,212.0299988,-3.500868559,212.0299988,-3.357655525,212.0299988,-3.534665823,212.0299988,-3.486050367,212.0299988,-3.617980242,212.0299988,-3.561095238,212.0299988,-3.501039743,212.0299988,-3.558407068,212.0299988,-3.532435656
214.0599976,4.983773232,214.0599976,-5.628872395,214.0599976,-2.835522652,214.0599976,-0.809520721,214.0599976,-3.885370493,214.0599976,-3.576537848,214.0599976,-3.405827522,214.0599976,-3.374890089,214.0599976,-3.441823959,214.0599976,-3.600452423,214.0599976,-3.272002697,214.0599976,-3.612046003,214.0599976,-3.346771717,214.0599976,-3.445666552,214.0599976,-3.425117731,214.0599976,-3.637395382,214.0599976,-3.508476019,214.0599976,-3.360115051,214.0599976,-3.280082226,214.0599976,-3.515282631,214.0599976,-3.484750032,214.0599976,-3.490104198,214.0599976,-3.253051519,214.0599976,-3.434597254,214.0599976,-3.152898788,214.0599976,-3.224267244,214.0599976,-3.097525597,214.0599976,-3.262514114,214.0599976,-3.416164398,214.0599976,-3.378542185,214.0599976,-3.409066916,214.0599976,-3.428758144,214.0599976,-3.362837791,214.0599976,-3.386379957,214.0599976,-3.537784576,214.0599976,-3.405749559,214.0599976,-3.334164619,214.0599976,-3.465269327,214.0599976,-3.506874561,214.0599976,-3.50494051,214.0599976,-3.381642342,214.0599976,-3.381445169,214.0599976,-3.378064632,214.0599976,-3.576537848,214.0599976,-3.59321785,214.0599976,-3.501749754,214.0599976,-3.487043381,214.0599976,-3.475491285,214.0599976,-3.547749519,214.0599976,-3.492439508,214.0599976,-3.586651325
215.9299927,0.237344742,215.9299927,-4.626957893,215.9299927,-2.834422827,215.9299927,-0.242278338,215.9299927,-1.042887926,215.9299927,-3.0873909,215.9299927,-3.366951466,215.9299927,-3.283583403,215.9299927,-3.291983366,215.9299927,-3.323879004,215.9299927,-3.246602058,215.9299927,-3.288980007,215.9299927,-3.51799202,215.9299927,-3.433377743,215.9299927,-3.472460032,215.9299927,-3.499186277,215.9299927,-3.345268011,215.9299927,-3.301172018,215.9299927,-3.303867579,215.9299927,-3.314031601,215.9299927,-3.273226023,215.9299927,-3.471026659,215.9299927,-3.263127327,215.9299927,-3.412214994,215.9299927,-3.389010191,215.9299927,-3.316678524,215.9299927,-3.41432023,215.9299927,-3.241113663,215.9299927,-3.253287554,215.9299927,-3.3980515,215.9299927,-3.470346928,215.9299927,-3.293678999,215.9299927,-3.380506516,215.9299927,-3.327253342,215.9299927,-3.144142151,215.9299927,-3.371468067,215.9299927,-3.501709223,215.9299927,-3.42504406,215.9299927,-3.490013838,215.9299927,-3.432293177,215.9299927,-3.510516644,215.9299927,-3.391671658,215.9299927,-3.405150652,215.9299927,-3.506021023,215.9299927,-3.525816917,215.9299927,-3.452526569,215.9299927,-3.534309387,215.9299927,-3.607658386,215.9299927,-3.496472359,215.9299927,-3.59000802,215.9299927,-3.496888638
217.9600067,2.5867908,217.9600067,-0.592947483,217.9600067,-3.944997787,217.9600067,-2.758430481,217.9600067,-1.016128063,217.9600067,-2.830269098,217.9600067,-3.213142395,217.9600067,-3.314055443,217.9600067,-3.230716467,217.9600067,-3.437402487,217.9600067,-3.564800739,217.9600067,-3.254626274,217.9600067,-3.459719896,217.9600067,-3.229930878,217.9600067,-3.397276402,217.9600067,-3.231206656,217.9600067,-3.395982504,217.9600067,-3.418472528,217.9600067,-3.188522816,217.9600067,-3.398728371,217.9600067,-3.389292955,217.9600067,-3.470447063,217.9600067,-3.278076649,217.9600067,-3.535128355,217.9600067,-3.385290146,217.9600067,-3.324624777,217.9600067,-3.280550957,217.9600067,-3.245609283,217.9600067,-3.361199141,217.9600067,-2.998119831,217.9600067,-3.354387999,217.9600067,-3.310709,217.9600067,-3.324854136,217.9600067,-2.975998402,217.9600067,-3.602066278,217.9600067,-3.391475677,217.9600067,-3.331018448,217.9600067,-3.399204969,217.9600067,-3.397283554,217.9600067,-3.433521748,217.9600067,-3.408377409,217.9600067,-3.407319307,217.9600067,-3.447865009,217.9600067,-3.5440979,217.9600067,-3.430438519,217.9600067,-3.460599422,217.9600067,-3.467771769,217.9600067,-3.530906916,217.9600067,-3.548336267,217.9600067,-3.576537848,217.9600067,-3.392669678
220,-3.576537848,220,2.044310331,220,-1.425229073,220,-4.883385658,220,-0.63632226,220,-2.280401707,220,-3.750484943,220,-3.279069424,220,-3.49879694,220,-3.468684912,220,-3.530079603,220,-3.1492939,220,-3.518743753,220,-3.457066774,220,-3.349843025,220,-3.243004322,220,-3.353026628,220,-3.533956766,220,-3.466474295,220,-3.39310503,220,-3.268733978,220,-3.252624989,220,-3.426259279,220,-3.442125559,220,-3.576537848,220,-3.656390905,220,-3.314075232,220,-3.478051186,220,-3.320425272,220,-3.114540815,220,-3.485287189,220,-3.258872032,220,-3.460444689,220,-3.375738621,220,-3.407189846,220,-3.499040842,220,-3.362496853,220,-3.446334839,220,-3.358691931,220,-3.433953524,220,-3.441939354,220,-3.479821682,220,-3.478017807,220,-3.544137955,220,-3.543106794,220,-3.51782465,220,-3.556021452,220,-3.561354637,220,-3.433944225,220,-3.487208605,220,-3.531127691
222.0299988,2.596301794,222.0299988,-4.083380222,222.0299988,-5.686242104,222.0299988,-0.968976021,222.0299988,-0.240026951,222.0299988,-0.712635517,222.0299988,-3.359330654,222.0299988,-3.010061741,222.0299988,-3.615623236,222.0299988,-3.354942083,222.0299988,-3.178514004,222.0299988,-3.541441441,222.0299988,-3.251244307,222.0299988,-3.551148176,222.0299988,-3.468662024,222.0299988,-3.297266006,222.0299988,-3.48797369,222.0299988,-3.460798025,222.0299988,-3.293766022,222.0299988,-3.376621008,222.0299988,-3.398917913,222.0299988,-3.396396637,222.0299988,-3.347660303,222.0299988,-3.617137194,222.0299988,-3.382308245,222.0299988,-3.368211269,222.0299988,-3.490966797,222.0299988,-3.428674459,222.0299988,-3.428839445,222.0299988,-3.561789989,222.0299988,-3.351744652,222.0299988,-3.482087851,222.0299988,-3.339365005,222.0299988,-3.198815584,222.0299988,-3.028506756,222.0299988,-3.389673233,222.0299988,-3.388724804,222.0299988,-3.352654457,222.0299988,-3.305840015,222.0299988,-3.472325325,222.0299988,-3.4360919,222.0299988,-3.413413048,222.0299988,-3.441324472,222.0299988,-3.33396101,222.0299988,-3.488505363,222.0299988,-3.439847469,222.0299988,-3.541234493,222.0299988,-3.52056551,222.0299988,-3.487785578,222.0299988,-3.563276529,222.0299988,-3.512203932
224.0599976,1.862467527,224.0599976,-7.088830948,224.0599976,-0.41086793,224.0599976,-6.00241375,224.0599976,-0.719848394,224.0599976,2.353414774,224.0599976,-2.483548164,224.0599976,-3.576537848,224.0599976,-3.516456127,224.0599976,-3.375092268,224.0599976,-3.268871069,224.0599976,-3.523239613,224.0599976,-3.374826193,224.0599976,-3.458236694,224.0599976,-3.487582207,224.0599976,-3.217735767,224.0599976,-3.565237284,224.0599976,-3.427803755,224.0599976,-3.445776224,224.0599976,-3.394916296,224.0599976,-3.456258774,224.0599976,-3.416725874,224.0599976,-3.396612883,224.0599976,-3.619179249,224.0599976,-3.165043354,224.0599976,-3.229195118,224.0599976,-3.373574495,224.0599976,-3.397025108,224.0599976,-3.344411612,224.0599976,-3.778266907,224.0599976,-3.607020617,224.0599976,-3.242147446,224.0599976,-3.411820412,224.0599976,-3.389976263,224.0599976,-3.500422716,224.0599976,-3.439302444,224.0599976,-3.36819315,224.0599976,-3.468800306,224.0599976,-3.458245754,224.0599976,-3.402130842,224.0599976,-3.421143055,224.0599976,-3.502433062,224.0599976,-3.480070829,224.0599976,-3.550246716,224.0599976,-3.479210615,224.0599976,-3.465852737,224.0599976,-3.503443003,224.0599976,-3.478042841,224.0599976,-3.511172771,224.0599976,-3.487580061,224.0599976,-3.522194147
225.9299927,-2.808488607,225.9299927,-8.051922798,225.9299927,-3.937418461,225.9299927,-6.515357018,225.9299927,-3.417958736,225.9299927,5.82349968,225.9299927,1.152803183,225.9299927,-3.200042725,225.9299927,-3.339210033,225.9299927,-3.496154785,225.9299927,-3.444895983,225.9299927,-3.502907038,225.9299927,-3.212605476,225.9299927,-3.406709671,225.9299927,-3.445571423,225.9299927,-3.557034492,225.9299927,-3.489830971,225.9299927,-3.390417099,225.9299927,-3.621545553,225.9299927,-3.384682417,225.9299927,-3.604575396,225.9299927,-3.372810841,225.9299927,-3.341672659,225.9299927,-3.400130272,225.9299927,-3.493079424,225.9299927,-3.306052685,225.9299927,-3.387225389,225.9299927,-3.543118238,225.9299927,-3.084419966,225.9299927,-3.504761696,225.9299927,-3.248042345,225.9299927,-3.530661583,225.9299927,-3.396391869,225.9299927,-3.310651064,225.9299927,-3.329672337,225.9299927,-3.54278326,225.9299927,-3.373325109,225.9299927,-3.516769171,225.9299927,-3.271551371,225.9299927,-3.354525328,225.9299927,-3.407004595,225.9299927,-3.546119928,225.9299927,-3.554461718,225.9299927,-3.484106064,225.9299927,-3.547185659,225.9299927,-3.431869268,225.9299927,-3.489031315,225.9299927,-3.480138063,225.9299927,-3.56243372,225.9299927,-3.545405388,225.9299927,-3.511385679
