DOMBlank1EX_200.00,,DOMBlank1EX_205.00,,DOMBlank1EX_210.00,,DOMBlank1EX_215.00,,DOMBlank1EX_220.00,,DOMBlank1EX_225.00,,DOMBlank1EX_230.00,,DOMBlank1EX_235.00,,DOMBlank1EX_240.00,,DOMBlank1EX_245.00,,DOMBlank1EX_250.00,,DOMBlank1EX_255.00,,DOMBlank1EX_260.00,,DOMBlank1EX_265.00,,DOMBlank1EX_270.00,,DOMBlank1EX_275.00,,DOMBlank1EX_280.00,,DOMBlank1EX_285.00,,DOMBlank1EX_290.00,,DOMBlank1EX_295.00,,DOMBlank1EX_300.00,,DOMBlank1EX_305.00,,DOMBlank1EX_310.00,,DOMBlank1EX_315.00,,DOMBlank1EX_320.00,,DOMBlank1EX_325.00,,DOMBlank1EX_330.00,,DOMBlank1EX_335.00,,DOMBlank1EX_340.00,,DOMBlank1EX_345.00,,DOMBlank1EX_350.00,,DOMBlank1EX_355.00,,DOMBlank1EX_360.00,,DOMBlank1EX_365.00,,DOMBlank1EX_370.00,,DOMBlank1EX_375.00,,DOMBlank1EX_380.00,,DOMBlank1EX_385.00,,DOMBlank1EX_390.00,,DOMBlank1EX_395.00,,DOMBlank1EX_400.00,,DOMBlank1EX_405.00,,DOMBlank1EX_410.00,,DOMBlank1EX_415.00,,DOMBlank1EX_420.00,,DOMBlank1EX_425.00,,DOMBlank1EX_430.00,,DOMBlank1EX_435.00,,DOMBlank1EX_440.00,,DOMBlank1EX_445.00,,DOMBlank1EX_450.00,
Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.)
210,-8.071011543,210,-16.36262512,210,-4.311962605,210,-5.62003231,210,-11.40601921,210,-11.2252512,210,-11.66076374,210,-11.77929306,210,-11.82690239,210,-11.52671337,210,-11.58479118,210,-11.6321106,210,-11.64887238,210,-11.65578938,210,-11.76336384,210,-11.67521572,210,-11.70568562,210,-11.76445198,210,-11.6961813,210,-11.6141243,210,-11.67954826,210,-11.81007481,210,-11.80790424,210,-11.66279888,210,-11.50525379,210,-11.9008503,210,-11.71738243,210,-11.58908176,210,-11.80961227,210,-11.79232311,210,-11.72290134,210,-11.69275856,210,-11.69194698,210,-11.83357048,210,-11.73354435,210,-11.73856068,210,-11.58784676,210,-11.78839779,210,-11.75602913,210,-11.73517704,210,-11.86619091,210,-11.80678654,210,-11.73124218,210,-11.8032608,210,-11.81448936,210,-11.74991989,210,-11.74565697,210,-11.76991272,210,-11.76254654,210,-11.77929306,210,-11.82922268
212.0299988,-16.10294914,212.0299988,-7.354514122,212.0299988,7.440103531,212.0299988,6.240634918,212.0299988,-9.352992058,212.0299988,-11.09824848,212.0299988,-11.74631691,212.0299988,-11.48282146,212.0299988,-11.62699986,212.0299988,-11.62146187,212.0299988,-11.52216244,212.0299988,-11.73634434,212.0299988,-11.70288277,212.0299988,-11.58195972,212.0299988,-11.66371441,212.0299988,-11.54927349,212.0299988,-11.76172256,212.0299988,-11.64100075,212.0299988,-11.71242523,212.0299988,-11.53304863,212.0299988,-11.70150948,212.0299988,-11.87081814,212.0299988,-11.63164902,212.0299988,-11.57374859,212.0299988,-11.61832809,212.0299988,-11.64543343,212.0299988,-11.76368713,212.0299988,-11.77929306,212.0299988,-11.73304558,212.0299988,-11.68498516,212.0299988,-11.6154213,212.0299988,-11.75808144,212.0299988,-11.81908703,212.0299988,-11.73333836,212.0299988,-11.74412632,212.0299988,-11.76911163,212.0299988,-11.77929306,212.0299988,-11.7528944,212.0299988,-11.66059589,212.0299988,-11.79389381,212.0299988,-11.7165575,212.0299988,-11.74534321,212.0299988,-11.77241135,212.0299988,-11.75553131,212.0299988,-11.80191135,212.0299988,-11.73083973,212.0299988,-11.72598934,212.0299988,-11.78396606,212.0299988,-11.77076244,212.0299988,-11.71743488,212.0299988,-11.75575352
214.0599976,4.521648407,214.0599976,-13.89883518,214.0599976,6.174028397,214.0599976,24.55791473,214.0599976,-9.010877609,214.0599976,-11.50579548,214.0599976,-11.3832531,214.0599976,-11.96419621,214.0599976,-11.5364275,214.0599976,-11.59331608,214.0599976,-11.62303257,214.0599976,-11.69407082,214.0599976,-11.57494259,214.0599976,-11.60352039,214.0599976,-11.72433186,214.0599976,-11.64971542,214.0599976,-11.71954441,214.0599976,-11.58749866,214.0599976,-11.68491364,214.0599976,-11.68488693,214.0599976,-11.68385124,214.0599976,-11.66722775,214.0599976,-11.64362621,214.0599976,-11.57755566,214.0599976,-11.86747932,214.0599976,-11.52539444,214.0599976,-11.76339722,214.0599976,-11.67144489,214.0599976,-11.74948597,214.0599976,-11.73865509,214.0599976,-11.75162315,214.0599976,-11.69704723,214.0599976,-11.71091366,214.0599976,-11.76063824,214.0599976,-11.76779938,214.0599976,-11.69579697,214.0599976,-11.71155548,214.0599976,-11.73543072,214.0599976,-11.75588322,214.0599976,-11.74334812,214.0599976,-11.72533703,214.0599976,-11.71743965,214.0599976,-11.79913235,214.0599976,-11.70862293,214.0599976,-11.78683186,214.0599976,-11.78662586,214.0599976,-11.77436829,214.0599976,-11.76976109,214.0599976,-11.78788853,214.0599976,-11.77929306,214.0599976,-11.72386456
215.9299927,-0.326610565,215.9299927,-5.351008415,215.9299927,-6.98025322,215.9299927,21.56090164,215.9299927,-0.028411865,215.9299927,-11.73382568,215.9299927,-11.46094418,215.9299927,-11.43881702,215.9299927,-11.34622478,215.9299927,-11.50400066,215.9299927,-11.55116844,215.9299927,-11.89277172,215.9299927,-11.69665623,215.9299927,-11.73805714,215.9299927,-11.54328632,215.9299927,-11.69984531,215.9299927,-11.69945049,215.9299927,-11.88946152,215.9299927,-11.74875069,215.9299927,-11.68304062,215.9299927,-11.67824078,215.9299927,-11.76926422,215.9299927,-11.76011086,215.9299927,-11.74445438,215.9299927,-11.45334339,215.9299927,-11.8060379,215.9299927,-11.77929306,215.9299927,-11.92569351,215.9299927,-11.82360458,215.9299927,-11.77929306,215.9299927,-11.79260826,215.9299927,-11.72885799,215.9299927,-11.76356888,215.9299927,-11.67956161,215.9299927,-11.85903168,215.9299927,-11.74971104,215.9299927,-11.81837082,215.9299927,-11.77929306,215.9299927,-11.80274677,215.9299927,-11.59813118,215.9299927,-11.80991745,215.9299927,-11.78595829,215.9299927,-11.77929306,215.9299927,-11.80917168,215.9299927,-11.76054287,215.9299927,-11.73216343,215.9299927,-11.7650404,215.9299927,-11.83505535,215.9299927,-11.78790379,215.9299927,-11.7630024,215.9299927,-11.77001095
217.9600067,-3.704758644,217.9600067,3.252352715,217.9600067,-11.49002457,217.9600067,20.02511978,217.9600067,32.67049026,217.9600067,-9.90500164,217.9600067,-11.24330711,217.9600067,-11.59784222,217.9600067,-11.65916061,217.9600067,-11.61241436,217.9600067,-11.73077774,217.9600067,-11.62074566,217.9600067,-11.57149696,217.9600067,-11.5582571,217.9600067,-11.55461502,217.9600067,-11.6185112,217.9600067,-11.7096138,217.9600067,-11.74985886,217.9600067,-11.69645882,217.9600067,-11.70679569,217.9600067,-11.68435192,217.9600067,-11.70785618,217.9600067,-11.79871464,217.9600067,-11.69902802,217.9600067,-11.7643671,217.9600067,-11.84687233,217.9600067,-11.66849136,217.9600067,-11.58901501,217.9600067,-11.86631393,217.9600067,-11.73975277,217.9600067,-11.72487068,217.9600067,-11.68310642,217.9600067,-11.77929306,217.9600067,-11.78857899,217.9600067,-11.73206234,217.9600067,-11.67997837,217.9600067,-11.79815197,217.9600067,-11.71809864,217.9600067,-11.8105135,217.9600067,-11.80148506,217.9600067,-11.70964527,217.9600067,-11.75234699,217.9600067,-11.77253532,217.9600067,-11.77338886,217.9600067,-11.77556705,217.9600067,-11.81524849,217.9600067,-11.73188496,217.9600067,-11.77929306,217.9600067,-11.80096912,217.9600067,-11.75871181,217.9600067,-11.8296423
220,4.980484009,220,2.609196663,220,-10.04769135,220,-3.342254639,220,55.18658066,220,-1.554164886,220,-11.59347916,220,-11.49210167,220,-11.63952827,220,-11.6774025,220,-11.59699154,220,-11.64814377,220,-11.53527355,220,-11.66644096,220,-11.73888111,220,-11.67966843,220,-11.64215755,220,-11.71993446,220,-11.61719131,220,-11.67100716,220,-11.67916679,220,-11.71779728,220,-11.71155071,220,-11.67330074,220,-11.66159058,220,-11.81984711,220,-11.79533005,220,-11.6004076,220,-11.62996387,220,-11.65822887,220,-11.56223202,220,-11.66757679,220,-11.7178669,220,-11.83433056,220,-11.83894539,220,-11.72999477,220,-11.73109627,220,-11.68226624,220,-11.81730556,220,-11.7433548,220,-11.81021404,220,-11.74591351,220,-11.792696,220,-11.74999905,220,-11.79824162,220,-11.7650528,220,-11.76973534,220,-11.73782444,220,-11.80038166,220,-11.79535007,220,-11.77929306
222.0299988,-4.92143774,222.0299988,-2.152337074,222.0299988,-4.724619389,222.0299988,-6.097474575,222.0299988,60.6189003,222.0299988,28.64567566,222.0299988,-10.89396763,222.0299988,-11.95923424,222.0299988,-11.51676464,222.0299988,-11.62561512,222.0299988,-11.7301321,222.0299988,-11.82351112,222.0299988,-11.71690941,222.0299988,-11.72725296,222.0299988,-11.63139629,222.0299988,-11.70073318,222.0299988,-11.58256626,222.0299988,-11.68377781,222.0299988,-11.66255188,222.0299988,-11.68017483,222.0299988,-11.6476593,222.0299988,-11.82964611,222.0299988,-11.7318964,222.0299988,-11.70724487,222.0299988,-11.64562321,222.0299988,-11.80692959,222.0299988,-11.74778748,222.0299988,-11.67722511,222.0299988,-11.85253716,222.0299988,-11.75356102,222.0299988,-11.73933983,222.0299988,-11.70388317,222.0299988,-11.80240059,222.0299988,-11.79764366,222.0299988,-11.79121685,222.0299988,-11.67785358,222.0299988,-11.80738831,222.0299988,-11.66545868,222.0299988,-11.70878983,222.0299988,-11.74354744,222.0299988,-11.82544518,222.0299988,-11.71919727,222.0299988,-11.70329762,222.0299988,-11.74964428,222.0299988,-11.79824734,222.0299988,-11.79779053,222.0299988,-11.73076916,222.0299988,-11.77929306,222.0299988,-11.79214478,222.0299988,-11.74690533,222.0299988,-11.79299545
224.0599976,-12.39316654,224.0599976,2.054698944,224.0599976,4.354469299,224.0599976,-1.166340828,224.0599976,20.9577179,224.0599976,79.22343445,224.0599976,-0.450089455,224.0599976,-11.15164471,224.0599976,-11.70247841,224.0599976,-11.62943268,224.0599976,-11.67375755,224.0599976,-11.64663601,224.0599976,-11.68543339,224.0599976,-11.61019421,224.0599976,-11.62856674,224.0599976,-11.61461926,224.0599976,-11.67566681,224.0599976,-11.69859791,224.0599976,-11.67436886,224.0599976,-11.6540556,224.0599976,-11.6779747,224.0599976,-11.68492794,224.0599976,-11.67435455,224.0599976,-11.73379993,224.0599976,-11.54726124,224.0599976,-11.82014847,224.0599976,-11.84296322,224.0599976,-11.74940205,224.0599976,-11.63297272,224.0599976,-11.69961166,224.0599976,-11.88604832,224.0599976,-11.68660355,224.0599976,-11.79493427,224.0599976,-11.70577335,224.0599976,-11.90870667,224.0599976,-11.75025845,224.0599976,-11.68461323,224.0599976,-11.66468048,224.0599976,-11.6321888,224.0599976,-11.73615265,224.0599976,-11.81026936,224.0599976,-11.69865799,224.0599976,-11.7927742,224.0599976,-11.68981171,224.0599976,-11.79427242,224.0599976,-11.76838303,224.0599976,-11.77445889,224.0599976,-11.76993656,224.0599976,-11.80509853,224.0599976,-11.77929306,224.0599976,-11.76121521
225.9299927,-11.77929306,225.9299927,-9.775284767,225.9299927,19.63585663,225.9299927,-6.856491566,225.9299927,1.020706177,225.9299927,107.5571899,225.9299927,39.65615463,225.9299927,-10.60790253,225.9299927,-11.37553978,225.9299927,-11.53970146,225.9299927,-11.5956192,225.9299927,-11.51762295,225.9299927,-11.5814476,225.9299927,-11.48899174,225.9299927,-11.65864086,225.9299927,-11.57350254,225.9299927,-11.67446136,225.9299927,-11.58596516,225.9299927,-11.69032383,225.9299927,-11.70754623,225.9299927,-11.63340473,225.9299927,-11.50988579,225.9299927,-11.78923035,225.9299927,-11.75557613,225.9299927,-11.66286373,225.9299927,-11.71200085,225.9299927,-11.82559013,225.9299927,-11.71982193,225.9299927,-11.67591095,225.9299927,-11.64643955,225.9299927,-11.88806438,225.9299927,-11.81022549,225.9299927,-11.83577156,225.9299927,-11.75106525,225.9299927,-11.8495245,225.9299927,-11.7494278,225.9299927,-11.76972389,225.9299927,-11.73466873,225.9299927,-11.80227757,225.9299927,-11.8008194,225.9299927,-11.74120426,225.9299927,-11.70560551,225.9299927,-11.85459232,225.9299927,-11.77317429,225.9299927,-11.76027679,225.9299927,-11.77929306,225.9299927,-11.76012421,225.9299927,-11.74095345,225.9299927,-11.74863338,225.9299927,-11.7075119,225.9299927,-11.7886591
