191001_19-11195_EX_200.00,,191001_19-11195_EX_205.00,,191001_19-11195_EX_210.00,,191001_19-11195_EX_215.00,,191001_19-11195_EX_220.00,,191001_19-11195_EX_225.00,,191001_19-11195_EX_230.00,,191001_19-11195_EX_235.00,,191001_19-11195_EX_240.00,,191001_19-11195_EX_245.00,,191001_19-11195_EX_250.00,,191001_19-11195_EX_255.00,,191001_19-11195_EX_260.00,,191001_19-11195_EX_265.00,,191001_19-11195_EX_270.00,,191001_19-11195_EX_275.00,,191001_19-11195_EX_280.00,,191001_19-11195_EX_285.00,,191001_19-11195_EX_290.00,,191001_19-11195_EX_295.00,,191001_19-11195_EX_300.00,,191001_19-11195_EX_305.00,,191001_19-11195_EX_310.00,,191001_19-11195_EX_315.00,,191001_19-11195_EX_320.00,,191001_19-11195_EX_325.00,,191001_19-11195_EX_330.00,,191001_19-11195_EX_335.00,,191001_19-11195_EX_340.00,,191001_19-11195_EX_345.00,,191001_19-11195_EX_350.00,,191001_19-11195_EX_355.00,,191001_19-11195_EX_360.00,,191001_19-11195_EX_365.00,,191001_19-11195_EX_370.00,,191001_19-11195_EX_375.00,,191001_19-11195_EX_380.00,,191001_19-11195_EX_385.00,,191001_19-11195_EX_390.00,,191001_19-11195_EX_395.00,,191001_19-11195_EX_400.00,,191001_19-11195_EX_405.00,,191001_19-11195_EX_410.00,,191001_19-11195_EX_415.00,,191001_19-11195_EX_420.00,,191001_19-11195_EX_425.00,,191001_19-11195_EX_430.00,,191001_19-11195_EX_435.00,,191001_19-11195_EX_440.00,,191001_19-11195_EX_445.00,,191001_19-11195_EX_450.00,,
Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),
210,-10.44150066,210,-9.47514534,210,-0.4597587585,210,-5.566683769,210,-11.77929306,210,-11.02144909,210,-11.79668331,210,-11.61482334,210,-11.2771225,210,-11.52662277,210,-11.66700459,210,-11.51642799,210,-11.70407867,210,-11.64017963,210,-11.53720188,210,-11.58206654,210,-11.71267509,210,-11.63701725,210,-11.70213699,210,-11.61505508,210,-11.72928905,210,-11.6166811,210,-11.70636177,210,-11.79236412,210,-11.81050491,210,-11.66431713,210,-11.59994984,210,-11.65538311,210,-11.60794258,210,-11.84875202,210,-11.59766579,210,-11.67584991,210,-11.58903599,210,-11.64231205,210,-11.72928905,210,-11.83206177,210,-11.71040726,210,-11.82499123,210,-11.73101425,210,-11.71857834,210,-11.80377579,210,-11.72963715,210,-11.69176388,210,-11.77929306,210,-11.77102566,210,-11.74845219,210,-11.71058941,210,-11.72336006,210,-11.7518549,210,-11.76186943,210,-11.80828953,
212.0299988,-9.13379097,212.0299988,-16.17876434,212.0299988,-6.190864563,212.0299988,-1.568416595,212.0299988,-10.85678387,212.0299988,-11.29683018,212.0299988,-11.43802071,212.0299988,-11.46128178,212.0299988,-11.41699791,212.0299988,-11.47742462,212.0299988,-11.69871998,212.0299988,-11.44351768,212.0299988,-11.73025322,212.0299988,-11.69263649,212.0299988,-11.57146454,212.0299988,-11.65179634,212.0299988,-11.63114071,212.0299988,-11.58908176,212.0299988,-11.6503067,212.0299988,-11.70094872,212.0299988,-11.66142559,212.0299988,-11.688447,212.0299988,-11.62605476,212.0299988,-11.56493092,212.0299988,-11.64235878,212.0299988,-11.65000153,212.0299988,-11.5463171,212.0299988,-11.6704874,212.0299988,-11.87113857,212.0299988,-11.84869766,212.0299988,-11.69348717,212.0299988,-11.58745289,212.0299988,-11.68202114,212.0299988,-11.56385899,212.0299988,-11.76713085,212.0299988,-11.59669876,212.0299988,-11.73962975,212.0299988,-11.69557476,212.0299988,-11.71464729,212.0299988,-11.68037605,212.0299988,-11.76280499,212.0299988,-11.68779564,212.0299988,-11.77226162,212.0299988,-11.71093178,212.0299988,-11.70057297,212.0299988,-11.74595165,212.0299988,-11.83986378,212.0299988,-11.76946545,212.0299988,-11.73959255,212.0299988,-11.68905544,212.0299988,-11.75959873,
214.0599976,-6.161315441,214.0599976,-8.722524643,214.0599976,-6.011910915,214.0599976,4.256341934,214.0599976,-8.786449432,214.0599976,-11.77929306,214.0599976,-11.41273022,214.0599976,-11.05796623,214.0599976,-11.74701786,214.0599976,-11.54354382,214.0599976,-11.68907928,214.0599976,-11.45336246,214.0599976,-11.60838985,214.0599976,-11.64479256,214.0599976,-11.49375153,214.0599976,-11.68686199,214.0599976,-11.65520477,214.0599976,-11.56047821,214.0599976,-11.57951641,214.0599976,-11.74991131,214.0599976,-11.66334343,214.0599976,-11.59054089,214.0599976,-11.59193993,214.0599976,-11.79128456,214.0599976,-11.60943031,214.0599976,-11.52973366,214.0599976,-11.77929306,214.0599976,-11.93851852,214.0599976,-11.76411343,214.0599976,-11.47697926,214.0599976,-11.82133865,214.0599976,-11.71305752,214.0599976,-11.73758984,214.0599976,-11.71317387,214.0599976,-11.73112679,214.0599976,-11.67601967,214.0599976,-11.80922318,214.0599976,-11.79800797,214.0599976,-11.72127342,214.0599976,-11.6806078,214.0599976,-11.80294609,214.0599976,-11.73677349,214.0599976,-11.72920799,214.0599976,-11.735569,214.0599976,-11.70773506,214.0599976,-11.71555138,214.0599976,-11.7843647,214.0599976,-11.73952675,214.0599976,-11.75666428,214.0599976,-11.75691795,214.0599976,-11.79851532,
215.9299927,-8.474599838,215.9299927,-11.33798695,215.9299927,-10.25722313,215.9299927,9.530361176,215.9299927,1.559270859,215.9299927,-10.24635887,215.9299927,-11.31733322,215.9299927,-11.47375584,215.9299927,-11.58216763,215.9299927,-11.43915367,215.9299927,-11.6112175,215.9299927,-11.43191338,215.9299927,-11.51375294,215.9299927,-11.79008102,215.9299927,-11.64607143,215.9299927,-11.55571842,215.9299927,-11.63001442,215.9299927,-11.71847725,215.9299927,-11.69513893,215.9299927,-11.69247437,215.9299927,-11.70848083,215.9299927,-11.64777565,215.9299927,-11.70899105,215.9299927,-11.71905613,215.9299927,-11.49439716,215.9299927,-11.84852314,215.9299927,-11.62046242,215.9299927,-11.88444042,215.9299927,-11.61275482,215.9299927,-11.49165726,215.9299927,-11.55732059,215.9299927,-11.66657925,215.9299927,-11.71455288,215.9299927,-11.81706333,215.9299927,-11.80308437,215.9299927,-11.78960609,215.9299927,-11.65863419,215.9299927,-11.65526867,215.9299927,-11.69755077,215.9299927,-11.58958149,215.9299927,-11.62500954,215.9299927,-11.73683357,215.9299927,-11.63617897,215.9299927,-11.71729183,215.9299927,-11.74400997,215.9299927,-11.80928993,215.9299927,-11.75985813,215.9299927,-11.71029282,215.9299927,-11.69561768,215.9299927,-11.75021553,215.9299927,-11.77929306,
217.9600067,-4.687094688,217.9600067,-1.695259094,217.9600067,-6.619667053,217.9600067,11.81179428,217.9600067,22.15618896,217.9600067,-11.06928158,217.9600067,-11.59140682,217.9600067,-11.52635574,217.9600067,-11.79521465,217.9600067,-11.53557873,217.9600067,-11.64917374,217.9600067,-11.24578857,217.9600067,-11.55382442,217.9600067,-11.69232178,217.9600067,-11.7115984,217.9600067,-11.60843468,217.9600067,-11.77002621,217.9600067,-11.67203045,217.9600067,-11.66936779,217.9600067,-11.67211533,217.9600067,-11.72264194,217.9600067,-11.76877308,217.9600067,-11.68827438,217.9600067,-11.92619324,217.9600067,-11.77929306,217.9600067,-11.77929306,217.9600067,-11.69781876,217.9600067,-11.65744591,217.9600067,-11.81027794,217.9600067,-11.70909977,217.9600067,-11.63288879,217.9600067,-11.51937866,217.9600067,-11.69522285,217.9600067,-11.71384048,217.9600067,-11.7305479,217.9600067,-11.73897839,217.9600067,-11.74943352,217.9600067,-11.72355461,217.9600067,-11.84254456,217.9600067,-11.67579174,217.9600067,-11.74687004,217.9600067,-11.71757603,217.9600067,-11.69490623,217.9600067,-11.86510563,217.9600067,-11.76702404,217.9600067,-11.73539066,217.9600067,-11.74028683,217.9600067,-11.70630264,217.9600067,-11.76587486,217.9600067,-11.76243401,217.9600067,-11.72792435,
220,-17.47910309,220,-0.3456964493,220,-8.716506004,220,-0.5185289383,220,26.40082932,220,-3.286323547,220,-11.21383762,220,-11.58971977,220,-11.30653191,220,-11.76037693,220,-11.39775181,220,-11.72169685,220,-11.62833786,220,-11.54175854,220,-11.59477234,220,-11.63229275,220,-11.5483799,220,-11.69548702,220,-11.63440704,220,-11.57406902,220,-11.70829487,220,-11.7996273,220,-11.85071373,220,-11.61202526,220,-11.46650505,220,-11.63820744,220,-11.60361671,220,-11.60963154,220,-11.82508373,220,-11.69739723,220,-11.69341183,220,-11.70190048,220,-11.79594231,220,-11.76979351,220,-11.7305975,220,-11.70527935,220,-11.66077995,220,-11.70442772,220,-11.77929306,220,-11.78749084,220,-11.77929306,220,-11.72339439,220,-11.76513672,220,-11.73648739,220,-11.75174522,220,-11.77562237,220,-11.77433205,220,-11.7599535,220,-11.80186176,220,-11.87317657,220,-11.79324627,
222.0299988,-11.13620663,222.0299988,-1.358103752,222.0299988,-6.673779011,222.0299988,-9.317340851,222.0299988,40.12472153,222.0299988,16.32256317,222.0299988,-10.73943806,222.0299988,-11.73183537,222.0299988,-11.31839561,222.0299988,-11.6367836,222.0299988,-11.44852924,222.0299988,-11.50536823,222.0299988,-11.53646088,222.0299988,-11.64032364,222.0299988,-11.55363655,222.0299988,-11.69616699,222.0299988,-11.69021606,222.0299988,-11.52279091,222.0299988,-11.66978931,222.0299988,-11.60799885,222.0299988,-11.78730679,222.0299988,-11.68371391,222.0299988,-11.73751926,222.0299988,-11.8270216,222.0299988,-11.34886837,222.0299988,-11.49666309,222.0299988,-11.63443756,222.0299988,-11.63607216,222.0299988,-11.55207157,222.0299988,-11.73901463,222.0299988,-11.84907532,222.0299988,-11.69174957,222.0299988,-11.63042736,222.0299988,-11.80792522,222.0299988,-11.60790062,222.0299988,-11.72673225,222.0299988,-11.74071312,222.0299988,-11.78831673,222.0299988,-11.55418205,222.0299988,-11.70926762,222.0299988,-11.77929306,222.0299988,-11.75171375,222.0299988,-11.62704945,222.0299988,-11.70537376,222.0299988,-11.72753811,222.0299988,-11.77548981,222.0299988,-11.78898144,222.0299988,-11.74460316,222.0299988,-11.74387646,222.0299988,-11.77043438,222.0299988,-11.78412342,
224.0599976,-9.163204193,224.0599976,-5.960506439,224.0599976,0.1180143356,224.0599976,-8.089256287,224.0599976,17.23625183,224.0599976,51.47927475,224.0599976,-4.241904259,224.0599976,-11.2134552,224.0599976,-11.70107365,224.0599976,-11.67421436,224.0599976,-11.46318626,224.0599976,-11.24586487,224.0599976,-11.54074764,224.0599976,-11.66051674,224.0599976,-11.73570251,224.0599976,-11.65674686,224.0599976,-11.65570259,224.0599976,-11.7100935,224.0599976,-11.67728233,224.0599976,-11.77929306,224.0599976,-11.59920025,224.0599976,-11.83144665,224.0599976,-11.82070446,224.0599976,-11.5798912,224.0599976,-11.74839783,224.0599976,-11.58257294,224.0599976,-11.81104088,224.0599976,-11.70266247,224.0599976,-11.88773823,224.0599976,-11.86167526,224.0599976,-11.66684532,224.0599976,-11.63949013,224.0599976,-11.76232147,224.0599976,-11.60569,224.0599976,-11.8041544,224.0599976,-11.72801399,224.0599976,-11.80927467,224.0599976,-11.72321701,224.0599976,-11.77126598,224.0599976,-11.69595909,224.0599976,-11.56582355,224.0599976,-11.75099564,224.0599976,-11.7065115,224.0599976,-11.76703072,224.0599976,-11.75089836,224.0599976,-11.74149132,224.0599976,-11.70344734,224.0599976,-11.74534512,224.0599976,-11.77488899,224.0599976,-11.73065853,224.0599976,-11.76477528,
225.9299927,-1.190279007,225.9299927,-8.329530716,225.9299927,14.41042328,225.9299927,-4.383506298,225.9299927,-4.923147202,225.9299927,72.64894104,225.9299927,27.27154922,225.9299927,-10.87943745,225.9299927,-11.4659586,225.9299927,-11.19229698,225.9299927,-11.50256634,225.9299927,-11.17115593,225.9299927,-11.55546093,225.9299927,-11.52742004,225.9299927,-11.61058521,225.9299927,-11.6458292,225.9299927,-11.56667614,225.9299927,-11.68968391,225.9299927,-11.6054821,225.9299927,-11.54828644,225.9299927,-11.7157526,225.9299927,-11.65373611,225.9299927,-11.68941975,225.9299927,-11.65781307,225.9299927,-11.73366356,225.9299927,-11.75079536,225.9299927,-11.71364498,225.9299927,-11.91878033,225.9299927,-11.50188732,225.9299927,-11.77929306,225.9299927,-11.69305992,225.9299927,-11.7360754,225.9299927,-11.6349802,225.9299927,-11.75948524,225.9299927,-11.63270283,225.9299927,-11.64778614,225.9299927,-11.65064049,225.9299927,-11.72246552,225.9299927,-11.72283363,225.9299927,-11.70329857,225.9299927,-11.77929306,225.9299927,-11.68304253,225.9299927,-11.63895988,225.9299927,-11.7484417,225.9299927,-11.81106091,225.9299927,-11.77189636,225.9299927,-11.71833611,225.9299927,-11.81332588,225.9299927,-11.79253006,225.9299927,-11.81411934,225.9299927,-11.43361759,
