wavelength (nm),DOMBlank1,DOMSTD20,DOM11407,DOM11740,DOM11743,DOM11902,DOM11904,DOM11915,DOM11934,DOMBlank2,DOM11961,DOM12617,DOM12627,DOM13189,DOM13236,DOM13337,DOM13238,DOM11609,DOM11762,DOMBlank3,DOM12140,DOM12200,DOM12221,DOM12278,DOM12733,DOM12737,DOM12771,DOM12776,DOM12826,DOMBlank4,DOM12828,DOM12833,DOM12907,DOM13038,DOM13125,DOM13213,DOM13244,DOM13245,DOMBlank5
417.6000061,-0.001536046,0.028764259,0.020318555,-0.001677274,0.00550334,-0.000955538,-0.002483684,-0.004015603,-0.004574364,-0.008684463,-0.004232785,0.036976077,0.01059304,-0.001191913,-0.008750783,0.002437442,-0.010253613,-0.011087975,0.014401162,-0.00701381,-0.008723993,-0.009385068,0.035838246,0.012232758,0.029984467,0.010101675,0.044949923,0.023866281,0.041105431,-0.007645293,0.013189932,0.020595325,-0.008343156,0.045032669,0.002388583,0.003888316,0.003021595,-0.008461575,-0.011827089
416.7999878,4.85E-05,0.030124586,0.02330043,-0.000177024,0.00678076,-0.000654835,-0.000693139,-0.003017118,-0.00360104,-0.006413547,-0.002663506,0.038809046,0.012252435,0.001378361,-0.006893773,0.004147832,-0.009050447,-0.009726771,0.015852006,-0.006184438,-0.007214427,-0.007650685,0.036522258,0.013912849,0.029550279,0.010724174,0.046390213,0.02547968,0.042699084,-0.006559827,0.01399609,0.022139853,-0.007000667,0.046282209,0.004140148,0.004473798,0.005045089,-0.007648345,-0.010991875
416,0.000341052,0.031366434,0.023286745,-0.000101875,0.006525449,-0.000820896,-0.000295362,-0.00212531,-0.003924595,-0.006179079,-0.002072603,0.038869511,0.013268177,0.000509346,-0.006522293,0.004182879,-0.009216421,-0.008118671,0.016692337,-0.005879418,-0.005767293,-0.007233826,0.036941271,0.01505529,0.031323366,0.011420005,0.049011767,0.026883796,0.04293777,-0.005896324,0.015056415,0.023392402,-0.005162694,0.046770509,0.004328405,0.004801186,0.005895421,-0.007820093,-0.010645053
415.1999817,-0.000818571,0.0312961,0.022969797,-9.72E-05,0.006022834,7.90E-05,-0.002315735,-0.002691703,-0.004158181,-0.006097917,-0.003156478,0.03903722,0.013322467,0.000129397,-0.007455512,0.004228594,-0.009140995,-0.009699078,0.016180485,-0.005888918,-0.005441939,-0.008868736,0.038619354,0.013821661,0.031044343,0.011929387,0.048486993,0.026041891,0.041589674,-0.006494803,0.013334772,0.023652988,-0.006044005,0.046902191,0.003420233,0.005986063,0.005467452,-0.007684613,-0.011844672
414.3999939,-0.000606137,0.031437423,0.023580119,0.001328245,0.007279199,0.000107958,-0.001936915,-0.002652598,-0.005206587,-0.006804182,-0.002369751,0.040585231,0.013188546,-0.000723996,-0.008056726,0.00436705,-0.008825161,-0.008681417,0.016950173,-0.005790691,-0.004749994,-0.007709026,0.038483031,0.015804891,0.032725461,0.012219393,0.04951356,0.026354434,0.043110117,-0.006798015,0.014095631,0.023595424,-0.006010714,0.047785245,0.004112029,0.00647731,0.004210454,-0.007720877,-0.01081961
413.6000061,-5.80E-06,0.032258075,0.024603395,0.000809354,0.006365288,4.03E-05,-0.002914999,-0.003211007,-0.004483985,-0.006438696,-0.00160615,0.041205462,0.014332184,0.000843173,-0.006686024,0.005405198,-0.008177458,-0.00840303,0.016701054,-0.005966239,-0.005800959,-0.007864837,0.039936818,0.017160062,0.034900546,0.013326871,0.049373832,0.028340157,0.045393094,-0.005535287,0.015876198,0.023315478,-0.006441297,0.048953641,0.005283521,0.006376715,0.004978261,-0.007575394,-0.009971829
412.7999878,-0.000251125,0.03274896,0.024501363,0.001386827,0.006693265,0.00029362,-0.002203766,-0.003671222,-0.004011602,-0.005513306,-0.001030281,0.040591512,0.014772813,0.000942391,-0.006608016,0.005953389,-0.008533718,-0.008272049,0.016862569,-0.006005915,-0.005059236,-0.008670812,0.03913689,0.017170753,0.03407282,0.013371423,0.049958743,0.028812498,0.045680657,-0.006925518,0.016277948,0.024417179,-0.006292578,0.048640769,0.006021049,0.006023201,0.006549835,-0.007978964,-0.009811004
412,0.000428391,0.033376545,0.023833217,0.000663446,0.004982189,0.000651598,-0.003207512,-0.004044327,-0.004110951,-0.005968996,-0.002298071,0.041297521,0.014713308,0.001191404,-0.008811717,0.005605883,-0.011097261,-0.009659434,0.015857028,-0.006976518,-0.00624461,-0.009293253,0.038109384,0.017119294,0.034208354,0.012843629,0.05048126,0.027881578,0.045434076,-0.006527597,0.014694804,0.022504639,-0.006477716,0.049771145,0.005381741,0.005160333,0.005532572,-0.008994973,-0.009340531
411.1999817,-0.000617304,0.032639526,0.02282883,0.000247877,0.005663287,-0.000100529,-0.00331989,-0.002866245,-0.004398149,-0.006930613,-0.002484714,0.040871218,0.014730259,0.000152133,-0.00931327,0.004788466,-0.010805874,-0.010393046,0.015685847,-0.005900053,-0.006081938,-0.010413517,0.039839402,0.017171023,0.034058876,0.011904537,0.050485358,0.028172355,0.047135178,-0.006260991,0.015091658,0.024772948,-0.006479298,0.050846007,0.004573429,0.004949826,0.00563722,-0.010664453,-0.010930389
410.3999939,-0.000490055,0.032876655,0.023493929,0.000400978,0.007026856,-0.000583337,-0.003266454,-0.002966473,-0.004605817,-0.005943259,-0.002692475,0.04085077,0.014560566,-0.000470766,-0.009332829,0.005098124,-0.008941419,-0.010922665,0.016888134,-0.006355694,-0.005942901,-0.009385523,0.042244613,0.017072363,0.035359554,0.011518772,0.05053933,0.028510926,0.047528688,-0.007088893,0.015562759,0.024559019,-0.00700408,0.051597144,0.004842935,0.004872201,0.005052369,-0.008388304,-0.010004666
409.6000061,0.00047747,0.033950903,0.02461197,-0.000210661,0.006533306,-0.000353252,-0.002987914,-0.002951253,-0.003855788,-0.005898776,-0.003811399,0.043047346,0.015947489,0.000492138,-0.007488488,0.004352695,-0.009418252,-0.009878621,0.0186754,-0.005974307,-0.005952859,-0.009687433,0.042527497,0.017966183,0.036343526,0.013167279,0.053763893,0.031154379,0.049053673,-0.007929301,0.016996713,0.02650563,-0.005133378,0.051085167,0.005326444,0.006777211,0.005999973,-0.007584501,-0.008885576
408.7999878,0.000655954,0.033244848,0.025468837,0.001180761,0.007335851,0.000455754,-0.001701667,-0.003211315,-0.002748297,-0.006444358,-0.003349226,0.043978613,0.0166617,0.001380542,-0.008495237,0.006111244,-0.009470582,-0.009718772,0.019675363,-0.006115478,-0.005435752,-0.008498791,0.043463174,0.018083639,0.037467137,0.013150388,0.055068411,0.031298991,0.051048074,-0.007494849,0.017512791,0.025826512,-0.004186844,0.052347776,0.005030895,0.005711126,0.006974848,-0.007906322,-0.010205271
408,0.000101951,0.033990901,0.023754112,-0.000340784,0.007169707,-0.000372339,-0.001847326,-0.003023494,-0.003574956,-0.007270688,-0.002988377,0.044380195,0.015261933,0.001178763,-0.00769214,0.006679464,-0.009936056,-0.009309874,0.020702256,-0.007453323,-0.006085409,-0.008758953,0.044153783,0.018377705,0.037607718,0.014092823,0.05465031,0.031661339,0.051451091,-0.006481848,0.016829496,0.02676077,-0.005141155,0.052770007,0.004713225,0.006691793,0.005952208,-0.007953599,-0.010210682
407.1999817,0.000771025,0.036271114,0.025906188,0.001039062,0.007250823,0.000343306,-0.001646433,-0.003991083,-0.002637932,-0.004790754,-0.003232025,0.046926357,0.01747603,0.000361544,-0.007066176,0.006455923,-0.008293383,-0.008921843,0.021064313,-0.006762438,-0.005045368,-0.008557983,0.045700472,0.017941795,0.038079541,0.015624393,0.054407977,0.032606907,0.051064987,-0.006122675,0.017232185,0.027445322,-0.005826348,0.05482455,0.006529232,0.008284894,0.007219317,-0.009068852,-0.010827791
406.3999939,0.001391735,0.035698745,0.025465433,0.001736533,0.007501347,0.001741393,-0.000104515,-0.002827824,-0.002641895,-0.005984673,-0.001087401,0.047171738,0.017328618,0.002065349,-0.007257502,0.006993473,-0.008484169,-0.008120755,0.020303175,-0.006630808,-0.005106261,-0.007159583,0.046948824,0.017356878,0.038966905,0.015355302,0.055814974,0.033156633,0.051776055,-0.005327808,0.016950037,0.028084945,-0.006207252,0.054243024,0.006721867,0.006820859,0.007940818,-0.007872006,-0.010061579
405.6000061,3.66E-05,0.035880838,0.026112041,0.001419678,0.007997661,0.000691861,-0.001354879,-0.004222582,-0.001721933,-0.005241985,-0.001074749,0.048521236,0.017612224,0.002115732,-0.005712726,0.006886262,-0.0082913,-0.010228836,0.020362202,-0.005501498,-0.004285538,-0.006901009,0.046572927,0.018749585,0.039097149,0.016191125,0.056335863,0.034902427,0.053381819,-0.005014816,0.019796615,0.028291225,-0.005728208,0.056026701,0.008176045,0.006332848,0.008205959,-0.007382426,-0.009470632
404.7999878,4.78E-05,0.035764877,0.025899347,0.001174973,0.00708408,-0.000296966,-0.002709557,-0.005886927,-0.004233451,-0.006566559,-0.002006645,0.04816604,0.01727644,0.002425311,-0.008281193,0.005539756,-0.011098472,-0.010014936,0.019118188,-0.00687288,-0.004982112,-0.009250328,0.047130506,0.018450029,0.038925879,0.015197643,0.058256865,0.033343952,0.053682543,-0.006313448,0.019165421,0.028919451,-0.006517703,0.056814183,0.00598,0.006889496,0.007813895,-0.007912067,-0.010837436
404,-0.000173091,0.036817867,0.027539114,0.000636795,0.007024778,-0.000198448,-0.001660925,-0.003167631,-0.004516675,-0.006083623,-0.000907183,0.048805084,0.018228853,0.002377599,-0.006853872,0.00662847,-0.01011808,-0.009719784,0.021253882,-0.005847699,-0.005862921,-0.008331273,0.047316447,0.019628372,0.041388258,0.015904579,0.059128124,0.035543613,0.055622946,-0.00628722,0.018944962,0.030161072,-0.005020394,0.058343723,0.007751094,0.007340906,0.008995086,-0.007161671,-0.010523641
403.1999817,0.001503156,0.038794864,0.027708601,0.001330452,0.008927859,0.00023257,-0.001334544,-0.002172087,-0.003040305,-0.005036412,-0.000634829,0.050505858,0.019877603,0.003796989,-0.007046666,0.006753653,-0.00864838,-0.008334422,0.022657037,-0.005238609,-0.004018372,-0.007040554,0.049253922,0.020373516,0.041286249,0.015486299,0.059705839,0.037290443,0.05735863,-0.005896171,0.019131389,0.031294569,-0.004921305,0.058799215,0.007979126,0.009356107,0.010075075,-0.006766209,-0.009699989
402.3999939,0.001140998,0.039385248,0.028633924,0.000274711,0.007469718,0.000173574,-0.003115153,-0.001883308,-0.003907715,-0.005265565,-0.001384502,0.051078353,0.018130815,0.002079394,-0.007845109,0.007104157,-0.00932011,-0.007866616,0.023256648,-0.007336767,-0.005773321,-0.009167964,0.049420267,0.021697104,0.040563941,0.016483748,0.060949862,0.037240662,0.057471167,-0.006391509,0.018720478,0.031002445,-0.004858287,0.0601198,0.008424121,0.006949622,0.009786497,-0.00651347,-0.009294419
401.6000061,-0.000266181,0.037326153,0.02785141,-0.000649562,0.006120223,-0.000510275,-0.001944543,-0.003845114,-0.004657552,-0.006833487,-0.002683471,0.050257947,0.018698262,0.001499623,-0.008477569,0.007608183,-0.009755272,-0.010625503,0.021619964,-0.007122661,-0.006421556,-0.009142416,0.05006104,0.020344732,0.041090094,0.015408082,0.061569944,0.035504226,0.056796096,-0.007662486,0.017437307,0.030332975,-0.007271808,0.059631802,0.007203052,0.00641633,0.008131758,-0.008516255,-0.010322778
400.7999878,0.000973834,0.039923254,0.026874764,0.001091377,0.00776369,0.000821906,-0.001141726,-0.002836928,-0.002753699,-0.005504719,-0.001328866,0.05240437,0.018102288,0.002934853,-0.00816059,0.007916722,-0.009807208,-0.00727359,0.022550087,-0.006766567,-0.004929955,-0.008190566,0.051400181,0.020981962,0.04285571,0.016177073,0.063232198,0.03655678,0.058049493,-0.007460194,0.020973023,0.030297361,-0.005867058,0.060504489,0.007444226,0.007930219,0.008223923,-0.008289471,-0.009371489
400,0.001753426,0.03889513,0.027306726,0.001168873,0.008863284,-6.10E-05,-0.002341379,-0.00194913,-0.002537011,-0.006524384,-0.002405226,0.052418653,0.019280579,0.003314683,-0.007045495,0.009261559,-0.009927707,-0.009514092,0.022334252,-0.006169636,-0.004624002,-0.008107441,0.051201127,0.021572845,0.044035364,0.016898174,0.06387756,0.038892329,0.059327081,-0.006572933,0.022026604,0.033063799,-0.006452162,0.062447168,0.009757904,0.008705984,0.010017826,-0.00711385,-0.010020906
399.1999817,0.000976766,0.040226951,0.026013967,0.000249276,0.008903444,-0.001215559,-0.002341946,-0.001827685,-0.004188742,-0.005806681,-0.00199876,0.050614946,0.019527039,0.002758739,-0.007281634,0.007342644,-0.010728149,-0.009349955,0.022291414,-0.006363143,-0.004305274,-0.009315955,0.052695651,0.022532802,0.04455616,0.017320968,0.064389721,0.039841902,0.059417184,-0.007010244,0.02081736,0.031500097,-0.005536769,0.062030327,0.008124321,0.008037504,0.009275653,-0.008649446,-0.010888434
398.3999939,0.000242464,0.039782207,0.026750254,-0.000752009,0.007930984,-0.000780485,-0.003237986,-0.003559706,-0.004982471,-0.00731498,-0.002333449,0.049599297,0.017957199,0.000389914,-0.008824704,0.005247861,-0.010832538,-0.011877669,0.022381129,-0.007700888,-0.003705462,-0.009287729,0.051337976,0.020660773,0.04404499,0.014955662,0.063700035,0.039151706,0.059028324,-0.009012621,0.019703722,0.03131257,-0.007121591,0.060896903,0.007166286,0.007364048,0.00928171,-0.008285408,-0.011966522
397.6000061,0.00102326,0.042863909,0.029414499,0.001558202,0.008753551,0.001083358,-0.00153584,-0.00317385,-0.003204943,-0.006524741,-0.000484936,0.052912176,0.018535739,0.002190836,-0.009354161,0.006398046,-0.009404371,-0.009621103,0.023968576,-0.007160143,-0.004222684,-0.008933812,0.0530219,0.022651499,0.045702368,0.016690185,0.066423185,0.039375726,0.06208121,-0.007257604,0.020375632,0.031961512,-0.007568271,0.064828247,0.008061448,0.008903418,0.010934314,-0.008312938,-0.01165319
396.7999878,-0.00075573,0.042521387,0.028133661,-0.000388013,0.006660774,-0.002482706,-0.00368806,-0.003859842,-0.004167462,-0.008925292,-0.002394054,0.052214719,0.018587718,0.000455081,-0.010558608,0.006653099,-0.010741685,-0.012808159,0.023604963,-0.00782111,-0.006223941,-0.009730113,0.054135486,0.022381265,0.043327495,0.016493645,0.065494917,0.039745189,0.060781214,-0.009011251,0.02054126,0.031692605,-0.009153822,0.063586563,0.007168628,0.007347251,0.008697269,-0.009689205,-0.012132342
396,-0.003378559,0.039996788,0.027326794,-0.002985344,0.00478331,-0.003775833,-0.006303804,-0.006205925,-0.005765709,-0.009962216,-0.005529868,0.052927617,0.018650647,-0.001038803,-0.010445309,0.004500632,-0.012626556,-0.013853166,0.022119259,-0.009943596,-0.007412405,-0.012459666,0.051461436,0.020917716,0.043184482,0.015752545,0.063354202,0.038491741,0.060840975,-0.010951592,0.017936587,0.031516854,-0.010852533,0.062050305,0.005136863,0.005935675,0.007905624,-0.011660346,-0.014414044
395.1999817,-0.001275804,0.040546805,0.027768809,-0.003004316,0.006860673,-0.00326039,-0.004318345,-0.004462413,-0.006465271,-0.008512447,-0.003926801,0.053855516,0.019599691,0.001655219,-0.009024486,0.007415602,-0.011835705,-0.012718624,0.024072837,-0.008750581,-0.006412476,-0.010661775,0.053452723,0.023514232,0.045694288,0.016717624,0.06571696,0.040579319,0.062941812,-0.010295882,0.020387242,0.032622643,-0.008403233,0.063558251,0.007097947,0.008032414,0.007845497,-0.011322229,-0.01376836
394.3999939,-0.001352866,0.04113733,0.029519606,-0.001002389,0.006584683,-0.00194645,-0.003852298,-0.005330825,-0.006979117,-0.008830843,-0.003895862,0.054703217,0.020321295,0.001085434,-0.009333437,0.007583948,-0.011140255,-0.010663341,0.023138605,-0.00879807,-0.006910945,-0.010143218,0.053340431,0.022158867,0.045405969,0.016957413,0.066049799,0.042858735,0.064771481,-0.011385577,0.020874854,0.033660844,-0.010156317,0.065570593,0.006288093,0.008237958,0.007843836,-0.011594014,-0.013899298
393.6000061,-0.000640464,0.043213103,0.030393798,-0.001446736,0.008122685,-0.002231014,-0.003093255,-0.00519211,-0.005071466,-0.009220983,-0.003709261,0.057132319,0.020966668,0.000775874,-0.009041878,0.008326636,-0.010416904,-0.011705654,0.023491524,-0.008752001,-0.007612329,-0.009851696,0.055086337,0.022597095,0.046308734,0.017313721,0.06871932,0.0419401,0.067269079,-0.00941663,0.021899745,0.034262244,-0.009029101,0.06643872,0.007559661,0.006786624,0.008572765,-0.010382733,-0.011327475
392.7999878,0.001035871,0.044682954,0.031229669,0.00047633,0.010384576,-0.000805239,-0.003544969,-0.003078707,-0.003034958,-0.008073547,-0.001451173,0.059029721,0.022782642,0.003546347,-0.009535365,0.010677504,-0.010829255,-0.00884667,0.024717236,-0.007640969,-0.005808315,-0.00801495,0.05876768,0.023943627,0.049512252,0.019163148,0.071376644,0.044393014,0.06756936,-0.007881259,0.022953423,0.035139054,-0.006246907,0.070135109,0.009238183,0.010526361,0.011828719,-0.010381369,-0.010708955
392,0.00129366,0.04682079,0.033940546,0.001102951,0.009007322,3.36E-05,-0.003855736,-0.003478002,-0.001806547,-0.008154087,-0.000784361,0.058937445,0.022036191,0.002696873,-0.007811144,0.009873983,-0.009183981,-0.009193257,0.025724769,-0.006811878,-0.005007651,-0.007924217,0.060008895,0.026024632,0.051029496,0.019761097,0.072924323,0.043884039,0.068840995,-0.006584968,0.024659421,0.037437201,-0.006789401,0.071214758,0.010246733,0.012780576,0.01284355,-0.011224366,-0.011675466
391.1999817,-0.000338508,0.045532409,0.031349655,-0.00067789,0.006437873,-0.001656799,-0.004452317,-0.004680191,-0.003468911,-0.009538556,-0.003916643,0.059517697,0.021982217,0.001374388,-0.009734669,0.007610475,-0.011592552,-0.01119475,0.026123973,-0.008069786,-0.007242125,-0.011698447,0.058640171,0.024334818,0.050255913,0.019250568,0.071974315,0.044375036,0.067411393,-0.011259529,0.023189582,0.036545884,-0.00879396,0.069640502,0.007853668,0.011034802,0.010763153,-0.011888852,-0.01395445
390.3999939,0.000795946,0.048100799,0.033197597,0.000763712,0.008529732,-0.000369288,-0.002264183,-0.00263644,-0.001048203,-0.008069837,-0.000131584,0.061251134,0.022871504,0.004074845,-0.007566796,0.010347301,-0.00960019,-0.009570817,0.027223898,-0.006124615,-0.00499803,-0.009916625,0.061005417,0.026853835,0.051771972,0.020150678,0.0735958,0.045896243,0.07033509,-0.007424264,0.025726993,0.039038777,-0.007581804,0.072585478,0.00817317,0.011547135,0.01312867,-0.009042741,-0.010815116
389.6000061,-0.000507069,0.049365826,0.032460488,0.000935542,0.009493032,-0.000727511,-0.002747525,-0.003190245,-0.002440699,-0.008226586,-0.001973972,0.062401738,0.023124244,0.003161648,-0.008108916,0.009781705,-0.01057124,-0.010162639,0.025767947,-0.006929492,-0.00556156,-0.011093274,0.061953235,0.027211579,0.051966358,0.021062819,0.075183682,0.046991512,0.070576705,-0.009078638,0.025352083,0.038047414,-0.007019057,0.074044831,0.008244738,0.011689939,0.011935533,-0.008907337,-0.011423702
388.7999878,-0.000635294,0.04821226,0.034819849,-0.000209574,0.009217665,-0.001324479,-0.003372549,-0.003691551,-0.003462645,-0.008250004,-0.003313879,0.06397602,0.023193268,0.003550758,-0.008510721,0.009805402,-0.010112668,-0.011216495,0.026724072,-0.008763519,-0.005874413,-0.009426408,0.062591858,0.027479267,0.05270404,0.021120619,0.07712546,0.047122598,0.071707956,-0.009038228,0.02461041,0.038875852,-0.008069533,0.073764831,0.008751015,0.01276962,0.010040237,-0.008139606,-0.012072174
388,-0.002608291,0.046861071,0.033193991,-0.000625059,0.008511174,-0.002531143,-0.005640778,-0.00417623,-0.003988723,-0.008963482,-0.003119008,0.064658508,0.020122858,0.001174947,-0.009226102,0.009160476,-0.011226232,-0.012935418,0.026739957,-0.009963077,-0.005032984,-0.010950582,0.062039196,0.028248485,0.051375531,0.02057771,0.077127345,0.046405364,0.073721178,-0.009266951,0.025364129,0.037884153,-0.009084773,0.074064203,0.007933409,0.012455697,0.010205761,-0.010009876,-0.012565602
387.1999817,0.000125177,0.048732705,0.033761304,-0.000980127,0.010329089,-0.001815672,-0.003298208,-0.004345614,-0.003789536,-0.007889342,-0.00112892,0.066022128,0.021725623,0.002106263,-0.008607777,0.009338571,-0.009701407,-0.010371866,0.028630745,-0.010128499,-0.006206589,-0.009391502,0.064594105,0.027851326,0.053756658,0.021829456,0.077143304,0.047279645,0.074957207,-0.009299233,0.027350226,0.03869411,-0.009846685,0.077104285,0.010583995,0.013067042,0.012241491,-0.010338047,-0.01208003
386.3999939,-0.000622525,0.049184572,0.036416288,0.001394565,0.011346902,-0.000607016,-0.004304403,-0.002892114,-0.002432153,-0.007985877,-0.001726007,0.06591703,0.025246279,0.002517158,-0.007078248,0.010816227,-0.011322482,-0.009975574,0.028948117,-0.009287172,-0.006242824,-0.010532181,0.065922275,0.028838944,0.055329345,0.023231143,0.078540802,0.049627271,0.075345114,-0.007805753,0.027096037,0.040483691,-0.008989547,0.078285947,0.010657925,0.012713375,0.012684135,-0.008945122,-0.011878374
385.6000061,-0.001644473,0.049717795,0.036042616,-0.000996243,0.010238597,-0.000596004,-0.005393979,-0.003451448,-0.004089462,-0.008046765,-0.002330617,0.067452908,0.023892781,0.003161204,-0.008175934,0.0101972,-0.011397277,-0.011623351,0.029804302,-0.008861482,-0.007291358,-0.009441809,0.066286206,0.02792315,0.054831333,0.022346025,0.079820387,0.050615206,0.075738631,-0.008189195,0.026078807,0.040705185,-0.00857717,0.078171015,0.010701302,0.013563672,0.013638967,-0.009319654,-0.011931919
384.7999878,-0.004366937,0.048551049,0.034883801,-0.001454579,0.008444761,-0.00236728,-0.007030009,-0.00607474,-0.005314766,-0.009730062,-0.005796566,0.06634558,0.025004888,0.001700071,-0.010085809,0.010364242,-0.012943055,-0.013644657,0.027317779,-0.010951996,-0.007624335,-0.010631615,0.066480957,0.02722084,0.053347368,0.022453824,0.080174334,0.05014497,0.077001102,-0.011233195,0.026254958,0.040816475,-0.009004659,0.076922141,0.008686995,0.012189068,0.012179936,-0.012521792,-0.013339613
384,9.37E-05,0.052661281,0.037126791,0.000437253,0.010504296,-0.001520363,-0.004815895,-0.00148141,-0.001993865,-0.007747883,-0.002231375,0.067899503,0.027008787,0.003176354,-0.008428928,0.010948462,-0.010156772,-0.012008776,0.031644076,-0.008409174,-0.006119051,-0.009997633,0.067577824,0.029146364,0.057944171,0.023155779,0.08324156,0.052428614,0.078827061,-0.008086302,0.028682094,0.04331468,-0.006492355,0.079418585,0.011715388,0.014792685,0.014364424,-0.010974915,-0.011008583
383.1999817,-0.000141521,0.053286608,0.036958322,0.000275436,0.011427739,-0.000394478,-0.00368498,-0.003261778,-0.002151635,-0.009555725,-0.002747216,0.06873785,0.026424881,0.003652867,-0.009285601,0.012342496,-0.009462224,-0.010093295,0.030376002,-0.008447765,-0.005926406,-0.009012976,0.068669349,0.03076528,0.058360543,0.023036314,0.083220549,0.053456381,0.081387647,-0.009061146,0.028417671,0.043722663,-0.008003717,0.082175516,0.011143068,0.013916778,0.014010206,-0.011299228,-0.012695294
382.3999939,-0.002765171,0.053818654,0.037190717,-0.000217595,0.010794519,-0.000895146,-0.005557522,-0.003834851,-0.002995936,-0.009459539,-0.003360682,0.068304054,0.026426751,0.00256223,-0.00988773,0.014407959,-0.011693206,-0.011310224,0.030842617,-0.00981156,-0.008411205,-0.011290754,0.071022473,0.030765809,0.057542652,0.023669936,0.085192703,0.053840719,0.082235165,-0.010228077,0.02825937,0.043471213,-0.007884309,0.083776772,0.010202129,0.014663182,0.013296256,-0.010778452,-0.014485455
381.6000061,0.001863979,0.056361943,0.038293339,-1.06E-05,0.012765088,0.000180152,-0.002965856,-0.001852482,0.000501234,-0.007590809,-0.00073392,0.072797582,0.027718864,0.005540673,-0.008416994,0.013482544,-0.009672042,-0.007880496,0.032551046,-0.007456581,-0.00465745,-0.009173185,0.070956938,0.031556267,0.060163505,0.027850803,0.087659985,0.055637717,0.084371015,-0.005936007,0.031074429,0.045330334,-0.007065616,0.086745046,0.01527735,0.015454029,0.01543941,-0.008855192,-0.011580253
380.7999878,0.001096463,0.057456188,0.038181394,0.001581766,0.013126002,-0.000575788,-0.002587809,-0.002232972,-3.68E-05,-0.007847753,-0.000913435,0.073167019,0.028486934,0.007076582,-0.006285383,0.014053358,-0.010746887,-0.009015106,0.034157664,-0.007108909,-0.004575081,-0.008917582,0.07422328,0.033779547,0.06189096,0.026839377,0.087753274,0.0565571,0.085524321,-0.005637814,0.032183077,0.047035962,-0.006309927,0.088403217,0.013133473,0.017013296,0.016401643,-0.007527974,-0.010134266
380,-0.001488117,0.054735541,0.036828913,-0.001521291,0.010763709,-0.000548695,-0.003535417,-0.002288801,-0.002767846,-0.007547106,-0.001254639,0.074131407,0.028579539,0.003999231,-0.009857921,0.011196827,-0.011547032,-0.009731429,0.032730009,-0.008991931,-0.004803248,-0.011954384,0.074362576,0.032783296,0.059324082,0.026131669,0.088847123,0.058281168,0.083031625,-0.00894076,0.031920139,0.045464829,-0.007944806,0.086889148,0.010812697,0.013918221,0.01417634,-0.010597261,-0.012646771
379.1999817,0.00014092,0.059561398,0.039971273,0.00059226,0.011638326,0.000813918,-0.00316537,-0.001503905,-0.000790459,-0.00682941,0.000381338,0.078400284,0.032060854,0.00624497,-0.005920277,0.014088946,-0.008965459,-0.009961255,0.034353904,-0.008323959,-0.002495112,-0.010487913,0.075202703,0.035606716,0.063033894,0.028224314,0.092823073,0.060291342,0.088763945,-0.007750019,0.031585164,0.048106898,-0.006030679,0.091262519,0.011550166,0.017667975,0.017283227,-0.007480498,-0.008971646
378.3999939,-0.000350562,0.058550376,0.040648557,0.001214506,0.012753625,-0.001000375,-0.002750046,-0.000326506,-0.001520827,-0.010224183,-0.000559243,0.078634426,0.031037282,0.005323404,-0.009202179,0.014203059,-0.010137704,-0.009961205,0.034984767,-0.009110578,-0.003791743,-0.009534099,0.075222649,0.035850223,0.064466767,0.02679747,0.09268795,0.060734771,0.088535555,-0.008284037,0.03252016,0.047671262,-0.006343398,0.089939408,0.011802916,0.017405484,0.016319014,-0.009317222,-0.010713753
377.6000061,0.000946049,0.060708005,0.038959939,0.002285027,0.014186262,-0.000277771,-0.002022156,-0.001515977,-0.000215163,-0.009365156,0.000734592,0.077613659,0.029659104,0.004354813,-0.007488132,0.01288104,-0.008949484,-0.010467648,0.035429847,-0.008487621,-0.006469402,-0.010275961,0.077249266,0.036417332,0.065284573,0.028054679,0.094007492,0.061442684,0.089847296,-0.00719197,0.033853982,0.049265578,-0.007864735,0.093195766,0.012382046,0.017657435,0.017250743,-0.007186929,-0.012245705
376.7999878,-0.000141263,0.063314669,0.043171644,0.001033457,0.013128537,0.000465031,-0.003827359,0.000999779,0.001087666,-0.008456397,0.000505251,0.079432659,0.030750582,0.006335632,-0.00877803,0.016063891,-0.008941369,-0.00826377,0.036463585,-0.007573002,-0.006137275,-0.009543823,0.080260023,0.037198979,0.066991001,0.029013755,0.095313229,0.064341687,0.090493307,-0.007621943,0.034370601,0.052373093,-0.00672956,0.093586318,0.012670035,0.018504998,0.01955547,-0.008211294,-0.010093397
376,0.002602488,0.064603448,0.043067183,0.002738602,0.013042955,0.002112688,-0.000441804,0.000125824,-0.000341612,-0.007924777,0.001483155,0.081826717,0.031939667,0.009373828,-0.006776557,0.017972281,-0.007613753,-0.008029841,0.038188208,-0.006870638,-0.003896581,-0.008676698,0.083078794,0.037518274,0.070324868,0.031515684,0.100146584,0.064320944,0.095025331,-0.007249712,0.036522456,0.051661778,-0.007563845,0.097484961,0.013531812,0.02120479,0.019964192,-0.007540796,-0.009219767
