wavelength (nm),DOMBlank1,DOMSTD36,DOM11560
473.6000061,0.000551514,0.017755419,0.000187558
472.7999878,-0.001565296,0.017983073,0.001550746
472,-0.00035232,0.016943147,0.00210746
471.1999817,-0.000513429,0.018793266,0.000661709
470.3999939,-0.00048054,0.01816288,0.000552032
469.6000061,-0.000388582,0.017673314,0.000480373
468.7999878,5.17E-05,0.017927254,0.00151152
468,-1.86E-05,0.017874572,0.00086247
467.1999817,0.000271681,0.018379029,0.000652221
466.3999939,-0.000113521,0.019115375,0.000791459
465.6000061,-7.07E-05,0.019175107,0.001123246
464.7999878,-0.000178887,0.018937498,0.001236441
464,-1.36E-05,0.020713251,0.002319014
463.1999817,0.000666609,0.020306647,0.002385564
462.3999939,0.001212637,0.020542508,0.002520829
461.6000061,0.002081059,0.022906076,0.003622561
460.7999878,0.001816666,0.021996377,0.002539316
460,0.000582333,0.020515831,0.001519989
459.1999817,0.000256476,0.019817693,0.001569893
458.3999939,0.001718236,0.020108489,0.002022773
457.6000061,0.001864395,0.021603858,0.002786615
456.7999878,0.0016204,0.022054682,0.002663612
456,0.000486307,0.0219368,0.002019965
455.1999817,0.000851758,0.021697078,0.002130325
454.3999939,0.001601329,0.022644736,0.003369881
453.6000061,0.001103081,0.021691389,0.001521755
452.7999878,0.002527313,0.023394451,0.002749882
452,0.000866491,0.02257471,0.002014529
451.1999817,-0.00062997,0.022898627,0.002380879
450.3999939,0.001613983,0.024829296,0.003055144
449.6000061,0.00105637,0.024130873,0.003759674
448.7999878,0.000917305,0.023981705,0.003693723
448,0.000669228,0.023136748,0.002780831
447.1999817,0.002105743,0.025001926,0.003050321
446.3999939,0.002536998,0.024573591,0.003668217
445.6000061,0.001861613,0.024824308,0.004999811
444.7999878,0.001634379,0.023888761,0.005539441
444,0.001508169,0.024596876,0.003360437
443.1999817,0.001428379,0.025569588,0.00412094
442.3999939,0.002790054,0.028137749,0.004842569
441.6000061,0.000862211,0.026394429,0.004028179
440.7999878,0.001468298,0.025821265,0.002966806
440,0.002270065,0.026608769,0.003628382
439.1999817,0.000833707,0.026035817,0.003662108
438.3999939,0.002787917,0.028365081,0.004878693
437.6000061,0.001994141,0.027949624,0.004028597
436.7999878,0.001893617,0.027711773,0.004193047
436,0.001485675,0.027367044,0.004895133
435.1999817,0.001666028,0.027140178,0.003556813
434.3999939,0.001126853,0.028297247,0.003030822
433.6000061,-0.000475575,0.026930092,0.00221982
432.7999878,-0.000717019,0.02670216,0.001087121
432,0.00057803,0.028171832,0.002687913
431.1999817,0.00211261,0.029883796,0.003641303
430.3999939,6.96E-05,0.027613835,0.002415316
429.6000061,-0.000174747,0.029608719,0.002264106
428.7999878,0.00042523,0.029451896,0.00348082
428,0.000322892,0.030840782,0.004195346
427.1999817,0.001219205,0.031475019,0.005366697
426.3999939,0.001368701,0.031537451,0.003372307
425.6000061,0.00113181,0.031065531,0.003302919
424.7999878,0.001627026,0.031699568,0.002541659
424,0.000538918,0.032758594,0.003763356
423.1999817,0.001576206,0.033457983,0.004786005
422.3999939,0.001688247,0.033820204,0.004671017
421.6000061,0.000300226,0.033567961,0.002140886
420.7999878,0.002425129,0.034419131,0.00478679
420,0.000323151,0.033946283,0.005505018
419.1999817,0.001452247,0.035311762,0.005532467
418.3999939,0.001411809,0.037202787,0.004830423
417.6000061,0.001869724,0.036227021,0.004484547
416.7999878,0.001619777,0.035117753,0.005140373
416,0.000757903,0.036247786,0.004640509
415.1999817,0.001582909,0.037676316,0.005032047
414.3999939,0.001162722,0.037376653,0.004702129
413.6000061,-0.000458716,0.036695208,0.00422964
412.7999878,0.000495974,0.038083188,0.005371048
412,0.001741419,0.038223624,0.005231957
411.1999817,0.002596577,0.039717246,0.005554543
410.3999939,0.000505744,0.039374366,0.005080235
409.6000061,0.001317651,0.040256176,0.004496578
408.7999878,0.002441998,0.04144524,0.005019687
408,0.00289076,0.042061515,0.006059713
407.1999817,0.002241858,0.042875707,0.005269739
406.3999939,0.002042669,0.042631887,0.005410099
405.6000061,0.003509524,0.044209521,0.006746002
404.7999878,0.002652803,0.043556225,0.004509081
404,0.0020905,0.045742746,0.006645896
403.1999817,0.000863845,0.044200897,0.004904244
402.3999939,0.00199734,0.043971282,0.004695928
401.6000061,0.002992297,0.047137748,0.006261778
400.7999878,0.00132313,0.047048628,0.005156456
400,0.001626532,0.047107019,0.004163146
399.1999817,0.001314146,0.045830738,0.00370085
398.3999939,0.001420353,0.047578771,0.004103431
397.6000061,0.002861601,0.04932192,0.005630192
396.7999878,0.004141376,0.050157841,0.004746931
396,0.002934619,0.049583223,0.004102021
395.1999817,0.002717633,0.051501859,0.006039921
394.3999939,0.002198875,0.048995279,0.003135573
393.6000061,0.002535879,0.051053837,0.003953749
392.7999878,0.004240906,0.053133287,0.005585614
392,0.003610841,0.051543362,0.005359647
391.1999817,0.002449078,0.053841569,0.006009841
390.3999939,0.002177203,0.054265842,0.006041863
389.6000061,0.002340979,0.054625269,0.004702967
388.7999878,0.002369921,0.054137949,0.004562835
388,0.001443234,0.054777738,0.003972166
387.1999817,0.002651631,0.058372889,0.005870363
386.3999939,0.00115125,0.058412954,0.004541568
385.6000061,0.004032777,0.059648044,0.006055933
384.7999878,0.003500887,0.061566845,0.005989973
384,0.004734239,0.062470932,0.006975716
383.1999817,0.005096814,0.064991914,0.008423092
382.3999939,0.002172729,0.06160434,0.007369235
381.6000061,0.000302143,0.062348098,0.007148838
380.7999878,0.003987527,0.062377233,0.007445306
380,0.004203345,0.064269401,0.00686254
379.1999817,0.005412354,0.066937722,0.010790458
378.3999939,0.004240409,0.067578733,0.008609651
377.6000061,0.002870043,0.066173166,0.004061257
376.7999878,0.002911555,0.066674434,0.004513109
376,0.004516248,0.069613487,0.00713626
375.1999817,0.005294579,0.071609527,0.009101576
374.3999939,0.004077562,0.073505342,0.009439351
373.6000061,0.005886106,0.073280051,0.009578844
372.7999878,0.004033038,0.073377542,0.007361863
372,0.003877869,0.075620398,0.010476318
371.1999817,0.002411359,0.07597664,0.009373749
370.3999939,-0.000819863,0.073408835,0.008253919
369.6000061,0.000576034,0.074974865,0.007925157
368.7999878,0.001768059,0.076811522,0.007946961
368,0.002911399,0.080224052,0.0075992
367.1999817,0.002837942,0.08139845,0.008000719
366.3999939,0.003037365,0.080241278,0.00658463
365.6000061,0.006096937,0.085869163,0.010892187
364.7999878,0.003173616,0.082344137,0.011007003
364,0.006262119,0.090301089,0.012020445
363.1999817,0.004870028,0.086569272,0.012434972
362.3999939,0.004508636,0.084131792,0.009161031
361.6000061,0.002662883,0.090379305,0.009503244
360.7999878,0.004729031,0.088461988,0.009983072
360,0.00171886,0.088235594,0.005495763
359.1999817,-0.003111812,0.085821092,0.008725871
358.3999939,0.003035488,0.090901054,0.006020577
357.6000061,-0.001059307,0.086994737,0.003473774
356.7999878,0.000391495,0.089024588,0.001738196
356,0.000567558,0.094234668,0.003655217
355.1999817,-0.00110057,0.092326194,0.004238815
354.3999939,0.002862382,0.099045016,0.004727853
353.6000061,0.007427873,0.110087395,0.012376746
352.7999878,0.013219233,0.099541701,0.009816866
352,0.000830335,0.099580638,0.001503702
351.1999817,0.000692069,0.098756492,0.001723564
350.3999939,0.003223737,0.099902451,0.004617825
349.6000061,0.003768265,0.112411127,0.012563919
348.7999878,0.001230938,0.101701073,0.005380142
348,0.002735008,0.107308984,0.008117885
347.1999817,0.002570041,0.108660415,0.007130576
346.3999939,0.003496007,0.106662147,0.008815969
345.6000061,-0.001769115,0.106360547,0.0044086
344.7999878,-0.000505517,0.109363012,0.007809994
344,-0.000834641,0.108785562,0.005844624
343.1999817,8.02E-05,0.111354671,0.007038458
342.3999939,0.002477376,0.115805037,0.011075535
341.6000061,-0.000158186,0.113799572,0.007534981
340.7999878,0.002415237,0.116015643,0.010827267
340,0.004024234,0.120176621,0.007815029
339.1999817,0.004565189,0.121835969,0.008019784
338.3999939,0.002410995,0.120009176,0.010677371
337.6000061,8.13E-05,0.117458388,0.006341306
336.7999878,0.004089948,0.124040216,0.011374483
336,0.002967145,0.127720669,0.009341295
335.1999817,0.00366049,0.128399327,0.009662343
334.3999939,0.003084993,0.128896698,0.007267248
333.6000061,0.006917191,0.134641245,0.013460115
332.7999878,0.001970399,0.12977989,0.009552143
332,0.001422119,0.135781303,0.010391761
331.1999817,0.003714087,0.135889456,0.01038911
330.3999939,0.003237246,0.138494462,0.010902991
329.6000061,0.001213468,0.13458471,0.006486769
328.7999878,-0.000647029,0.135878235,0.008790425
328,0.001491623,0.138996601,0.007801034
327.1999817,0.004187715,0.141457573,0.010212386
326.3999939,0.00414595,0.145819798,0.011264114
325.6000061,0.000446814,0.142170042,0.005879835
324.7999878,0.004012163,0.147614464,0.008394377
324,0.004022196,0.146939039,0.01222927
323.1999817,0.002075024,0.145518705,0.007625807
322.3999939,0.001736169,0.149462149,0.010460169
321.6000061,0.003255085,0.150312528,0.007300706
320.7999878,0.00407555,0.15466921,0.009333413
320,0.004922858,0.154301941,0.011249661
319.1999817,0.002692836,0.156056613,0.009202435
318.3999939,0.005478697,0.161619857,0.013929448
317.6000061,0.000696658,0.160845637,0.009625077
316.7999878,0.000401988,0.161672548,0.00601824
316,0.004424369,0.16344358,0.007999322
315.1999817,0.003035671,0.167178437,0.012076415
314.3999939,0.001257859,0.166924626,0.008491771
313.6000061,0.004118353,0.168149814,0.012345798
312.7999878,0.001934047,0.169195548,0.009123517
312,0.005042234,0.174266547,0.012737124
311.1999817,0.003218104,0.171592534,0.010124488
310.3999939,0.005098962,0.176332399,0.01399764
309.6000061,0.002841902,0.178713039,0.010727039
308.7999878,0.003561171,0.180151328,0.008653748
308,0.003892861,0.179580107,0.011522572
307.1999817,0.003696516,0.183336958,0.011324476
306.3999939,0.005318399,0.187880576,0.013603254
305.6000061,0.008171639,0.193699002,0.014491857
304.7999878,0.004942128,0.190817192,0.012247669
304,0.003064059,0.191041872,0.012373869
303.1999817,0.003057933,0.19208543,0.009694106
302.3999939,0.006582239,0.199246526,0.01293856
301.6000061,0.005833762,0.201108664,0.01195344
300.7999878,0.006882974,0.20235303,0.01360459
300,0.004042314,0.203847587,0.011816482
299.1999817,0.003540319,0.205916822,0.012151798
298.3999939,0.005249695,0.207626551,0.013981493
297.6000061,0.003746384,0.210327432,0.011112712
296.7999878,0.007363574,0.210906938,0.011945911
296,0.006699942,0.21558021,0.014386017
295.1999817,0.007120103,0.21648021,0.015141163
294.3999939,0.005607981,0.215907738,0.012818167
293.6000061,0.008069491,0.219641492,0.014873443
292.7999878,0.005225145,0.221051917,0.015291668
292,0.007069767,0.223180234,0.015140868
291.1999817,0.008335687,0.226382166,0.016140318
290.3999939,0.005447346,0.226507694,0.014128523
289.6000061,0.005989868,0.232839853,0.01562807
288.7999878,0.004910266,0.231892243,0.014463915
288,0.00689949,0.234864503,0.014393831
287.1999817,0.007243164,0.23554498,0.015809428
286.3999939,0.008312809,0.243878901,0.018477283
285.5999756,0.003320291,0.240238577,0.013897133
284.7999878,0.008765278,0.245923266,0.017913684
284,0.006415726,0.247002274,0.015546017
283.1999817,0.00952772,0.247737274,0.016011542
282.3999939,0.006964326,0.249334276,0.013677246
281.5999756,0.00708408,0.257308036,0.016313666
280.7999878,0.00877978,0.255667001,0.017029313
280,0.011286297,0.26052931,0.018769046
279.1999817,0.008954812,0.260017037,0.015926866
278.3999939,0.009033037,0.261888057,0.020073054
277.5999756,0.010057351,0.265119731,0.018022493
276.7999878,0.009835771,0.26900965,0.018119074
276,0.009117886,0.270308912,0.018976383
275.1999817,0.009277399,0.271618486,0.016692661
274.3999939,0.01076164,0.275280744,0.015950335
273.5999756,0.007681213,0.275980264,0.016092366
272.7999878,0.007533506,0.281214893,0.016577354
272,0.011071047,0.2836169,0.016314391
271.1999817,0.007139286,0.281946421,0.015380538
270.3999939,0.008616832,0.287181735,0.018725315
269.5999756,0.010339879,0.291060895,0.018268403
268.7999878,0.008644241,0.290697396,0.018050637
268,0.007347251,0.294748336,0.017344944
267.1999817,0.006894651,0.296945393,0.017291309
266.3999939,0.009569793,0.300149828,0.0195728
265.5999756,0.010422597,0.301250517,0.017076455
264.7999878,0.008364292,0.303330332,0.019113589
264,0.010082916,0.305099338,0.017873492
263.1999817,0.009073451,0.308021456,0.019140208
262.3999939,0.00880181,0.309397519,0.019069878
261.5999756,0.00935124,0.309365392,0.018280849
260.7999878,0.008957718,0.311256081,0.017777018
260,0.009619493,0.315060467,0.01889886
259.1999817,0.010025535,0.317401558,0.021014374
258.3999939,0.00809225,0.320882887,0.019720055
257.5999756,0.008451465,0.318032622,0.02115652
256.7999878,0.008604608,0.320436567,0.020734837
255.9999847,0.010684933,0.323131889,0.018968675
255.1999969,0.007966153,0.32274738,0.020170093
254.3999939,0.007612793,0.325378299,0.019316031
253.5999908,0.005774342,0.327177882,0.018421778
252.7999878,0.010642114,0.329182625,0.019805122
251.9999847,0.009148367,0.331473589,0.019924432
251.1999969,0.008412165,0.332981318,0.020651734
250.3999939,0.009250876,0.334499359,0.023878314
249.5999908,0.010552114,0.339210898,0.023423791
248.7999878,0.010055469,0.341327906,0.023641972
247.9999847,0.008310197,0.33960107,0.022957407
247.1999969,0.007721185,0.344290763,0.021275168
246.3999939,0.007898902,0.345676512,0.020987695
245.5999908,0.007319713,0.349984705,0.022400262
244.7999878,0.006991184,0.349958062,0.023131751
243.9999847,0.006214561,0.354816407,0.023585914
243.1999969,0.006401277,0.357092738,0.023050725
242.3999939,0.008498846,0.361749232,0.022795165
241.5999908,0.005735388,0.361985505,0.022754136
240.7999878,0.006667556,0.367906481,0.023305783
239.9999847,0.006863618,0.369463533,0.024095492
239.1999969,0.004443172,0.374914199,0.023591463
238.3999939,0.008547261,0.380541533,0.025741303
237.5999908,0.00607171,0.383485258,0.024692301
236.7999878,0.008104751,0.388511419,0.02553829
235.9999847,0.007818138,0.393229634,0.026904698
235.1999969,0.006290404,0.395296544,0.025871871
234.3999939,0.009169676,0.402009219,0.027068842
233.5999908,0.007531609,0.4054389,0.025821073
232.7999878,0.009502583,0.410073817,0.028608542
231.9999847,0.005844755,0.412710369,0.028207822
231.1999969,0.007339405,0.419249475,0.027896043
230.3999939,0.009030791,0.422730178,0.02691756
229.5999908,0.008665605,0.429408521,0.02893929
228.7999878,0.008098396,0.431086958,0.027329138
227.9999847,0.007718313,0.434206486,0.029591233
227.1999969,0.005184958,0.438971371,0.02724785
226.3999939,0.007207368,0.444066733,0.031511787
225.5999908,0.004722148,0.446308315,0.031376757
224.7999878,0.005979632,0.455056489,0.032622393
223.9999847,0.006105941,0.458305299,0.031687733
223.1999969,0.006484641,0.462583184,0.031642433
222.3999939,0.006478834,0.465892792,0.034710284
221.5999908,0.007086528,0.472041994,0.036184281
220.7999878,0.008958511,0.473549962,0.036328949
219.9999847,0.00722974,0.478132486,0.037225712
219.1999969,0.006302039,0.48598966,0.036571398
218.3999939,0.007560715,0.488204479,0.0374576
217.5999908,0.005609686,0.492319584,0.039323125
216.7999878,0.007037458,0.497154653,0.038882758
215.9999847,0.007097763,0.506744266,0.041745957
215.1999969,0.007645593,0.511991382,0.043872986
214.3999939,0.00567383,0.514039516,0.043483775
213.5999908,0.007203052,0.515502632,0.045020722
212.7999878,0.004779645,0.520086169,0.043102141
211.9999847,0.005632211,0.529607654,0.04701107
211.1999969,0.004731909,0.532049477,0.046452608
210.3999939,0.005946802,0.537576854,0.047350306
209.5999908,0.006957566,0.5411461,0.047021568
208.7999878,0.005248358,0.543775678,0.047885414
207.9999847,0.004411895,0.550269425,0.052910041
207.1999969,0.003610736,0.55200994,0.051173139
206.3999939,0.003620629,0.555366874,0.051548086
205.5999908,0.002567307,0.558281362,0.054017536
204.7999878,0.004463938,0.560360134,0.054045767
203.9999847,0.003508037,0.564999104,0.055624593
203.1999969,0.003764531,0.566605866,0.054125719
202.3999939,0.004162572,0.574753702,0.059090339
201.5999908,0.006541925,0.573127329,0.062636584
200.7999878,7.75E-05,0.569809198,0.055327639
199.9999847,0.002394414,0.568774641,0.060946077
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
 New: 900.00,,,
 New:    0.800,,,
 New:1.0,,,
 New:1.0,,,
 New:1,,,
 New:1,,,
 New:1,,,
 New:    10.00,,,
 New:0,,,
 New:1,,,
 New:30,,,
 New:ON,,,
 New:ON,,,
,,,
,,,
 New:JKK,,,
 New:3,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
 New: 900.00,,,
 New:    0.800,,,
 New:1.0,,,
 New:1.0,,,
 New:1,,,
 New:1,,,
 New:1,,,
 New:    10.00,,,
 New:0,,,
 New:1,,,
 New:30,,,
 New:ON,,,
 New:ON,,,
,,,
,,,
 New:JKK,,,
 New:3,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
 New: 900.00,,,
 New:    0.800,,,
 New:1.0,,,
 New:1.0,,,
 New:1,,,
 New:1,,,
 New:1,,,
 New:    10.00,,,
 New:0,,,
 New:1,,,
 New:30,,,
 New:ON,,,
 New:ON,,,
,,,
,,,
 New:JKK,,,
 New:3,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
 New: 900.00,,,
 New:    0.800,,,
 New:1.0,,,
 New:1.0,,,
 New:1,,,
 New:1,,,
 New:1,,,
 New:    10.00,,,
 New:0,,,
 New:1,,,
 New:30,,,
 New:ON,,,
 New:ON,,,
,,,
,,,
 New:JKK,,,
 New:3,,,
