wavelength (nm),DOMBlank1,DOMSTD32,DOM12918,DOM12924,DOM12957,DOM13090,DOM13109,DOM13111,DOM13143,DOMBlank2,DOM13262,DOM13313,DOM13335,DOM13476,DOM13531,DOM13589,DOMBlank3
697.5999756,-0.001748077,0.000722897,0.004003359,0.001898635,0.001929523,0.00354747,0.000424193,0.002214096,0.001447312,0.000253912,0.000641695,0.000735681,0.001752153,0.001248513,0.003050556,0.002261868,-0.000195757
696.7999878,2.74E-05,0.001018823,0.00383697,0.002563662,0.002458502,0.00416001,0.001830106,0.003229187,0.000637055,0.000601022,-0.000290137,0.001861821,0.000922831,0.001889509,0.003854833,0.002852012,8.78E-05
696,-0.000368253,0.000558175,0.003439697,0.002006936,0.002725343,0.00366391,-0.000142453,0.002770098,8.30E-05,-3.39E-05,-0.000948461,0.000297532,0.000671172,0.001200099,0.002544393,0.000985172,-0.001597587
695.2000122,0.000244743,0.001943252,0.002877444,0.002060433,0.003042136,0.003371942,0.00129109,0.002991176,0.000761559,0.00073314,0.000508698,0.000628604,0.000791148,0.002167213,0.003678555,0.001848875,0.000461922
694.4000244,-0.000966696,0.002724197,0.002889405,0.000674905,0.002624389,0.003533325,0.00061782,0.002600118,0.00016824,0.000234228,0.000385043,0.000809665,0.000755855,0.000435931,0.003765811,0.002449261,-0.000222304
693.5999756,-0.001588973,0.001040541,0.002276544,0.001381113,0.001729724,0.003349768,0.000656083,0.003219669,0.00104843,0.000268365,-0.000315901,-0.000301777,0.000862081,0.001195401,0.002960655,0.002014529,-0.001152724
692.7999878,0.000224852,0.002635171,0.003785499,0.002335956,0.003581816,0.005157006,0.001963222,0.004589099,0.001896191,0.001141932,0.000836352,0.001404096,0.001650489,0.001641421,0.004684362,0.003444602,0.000367192
692,-0.000842857,0.001629832,0.003266691,0.001121766,0.001870192,0.004865081,0.000967556,0.002726594,0.001406927,0.001252719,0.000301858,0.000399267,0.000843848,0.000392816,0.002356101,0.002748423,-0.000159894
691.2000122,-0.001732659,0.000630807,0.002707266,0.000147057,0.001138688,0.001643759,0.000439274,0.003191583,-0.00021242,-0.000526047,-0.001302904,-0.000244709,-0.000265664,-0.000352062,0.000321234,0.00039007,-0.001142862
690.4000244,-0.001582319,-0.001397765,0.003413502,-0.00022101,0.002685048,0.002703749,0.000313774,0.002816785,-0.000260024,0.000164873,-0.000625265,-0.0002608,6.56E-05,0.001572777,0.000621889,0.001314458,-0.001494773
689.5999756,-0.001481048,-0.000176765,0.002637854,0.000646776,0.002763897,0.003078867,0.000308385,0.002245761,0.000522201,0.000663135,0.000342296,-3.11E-07,0.00092156,0.000480632,0.002598816,0.00190893,-0.001575407
688.7999878,-0.001086833,0.000284243,0.003069847,0.001019498,0.003548722,0.002888076,0.001354055,0.003017945,-5.63E-05,0.000795116,-0.00011585,-0.000147628,1.97E-06,0.001031044,0.001623778,0.001698044,-0.000958173
688,-0.001311575,0.000770765,0.003629582,0.00172385,0.001750827,0.00432851,0.000206982,0.003536143,0.000450598,3.19E-05,0.000366286,0.000545294,-0.000592643,0.00042935,0.002682521,0.001094776,-0.001601353
687.2000122,-0.002176105,-0.000325523,0.00372017,0.000885374,-0.000188357,0.003516753,-0.000447493,0.00217801,0.001050921,-0.000304209,-0.001555443,-0.000669981,-0.000581941,0.000748075,0.001770243,-3.20E-05,-0.001353279
686.4000244,-0.000197206,0.001529886,0.003280957,0.002537415,0.003220112,0.00455381,0.00133819,0.003726802,0.001565866,0.001600966,0.000644676,0.001193298,0.002119217,0.002294421,0.003526513,0.001772478,0.00011412
685.5999756,-0.000693346,0.001791063,0.004124442,0.002583738,0.003954846,0.003878235,0.000449017,0.004028649,0.001817238,0.000981202,0.000532931,0.000974197,0.001376205,0.001759534,0.003804144,0.002275139,-0.000354079
684.7999878,-0.000578166,0.002175252,0.004596137,0.0024345,0.003233881,0.004763916,0.001478402,0.003789886,0.000931988,0.000943818,-0.00080467,0.002570041,0.000963664,0.001839828,0.003617445,0.002426665,-0.000919531
684,-0.00124989,0.001622791,0.004058566,0.001217517,0.001975678,0.003827882,0.000231923,0.003494989,0.000508517,-0.000718466,-0.000989734,0.000529095,0.000847868,0.000525596,0.002503463,0.001538718,-0.001119367
683.2000122,-0.001395288,0.001716963,0.004554254,0.000797917,0.003493267,0.003608492,0.000144986,0.003429104,4.32E-05,-0.000493417,0.000698992,-0.000250297,0.001967513,0.000897487,0.002667701,0.002057936,-0.001584485
682.4000244,-0.000541404,0.00274027,0.004725524,0.002606316,0.003802159,0.004123345,0.001329647,0.004013705,0.001227953,0.000383385,0.000438963,0.000819779,0.002320706,0.002566708,0.003437036,0.00185423,-0.000741724
681.5999756,-0.000467611,0.002578583,0.003447812,0.003027199,0.003825296,0.004548029,0.002642047,0.003901089,0.002149393,0.002017676,0.000818068,0.002215266,0.00200834,0.00232932,0.003440428,0.002652725,0.000324731
680.7999878,-0.000857687,0.002505833,0.003640076,0.002150668,0.003873638,0.004825606,0.001418873,0.004257793,0.001589378,0.000901248,0.000554443,0.002792893,0.001301787,0.002253801,0.004080018,0.003233829,-0.001101913
680,-0.000165794,0.001357275,0.004861495,0.00246311,0.00408028,0.00580674,0.001053438,0.004038473,0.002499688,0.000737548,0.001052426,0.002062279,0.001362858,0.001572491,0.003241236,0.002218181,0.00027655
679.2000122,-0.001053161,-0.000133706,0.004742064,0.001645942,0.002027273,0.003336777,0.000736147,0.003758108,0.000808576,-0.000689159,0.000632233,-0.000855,0.000996873,0.000400226,0.00142669,0.001299009,-0.001045466
678.4000244,-0.001165891,0.000652661,0.003603245,0.002633791,0.002848051,0.004218453,0.000559471,0.003963075,0.001082423,0.00047335,-0.000604017,0.000644184,0.000978841,0.00152321,0.003502948,0.003366098,-0.000921184
677.5999756,-0.001237707,0.001176219,0.003925903,0.002534395,0.003789285,0.004331804,0.000132764,0.004367024,0.000146177,0.001131135,-0.000536078,-0.000103635,-8.17E-05,0.001130928,0.004158573,0.002543039,-0.000659436
676.7999878,-0.003138797,0.000265127,0.003852091,0.000720434,0.002147234,0.003612068,0.000235108,0.003368994,0.001127943,0.000139703,-0.000259197,0.000921248,0.000118885,0.000621138,0.002432236,0.00252851,-0.001224594
676,-0.001737867,0.001046925,0.003617001,0.001041943,0.003259675,0.004324249,5.29E-05,0.003939826,0.000517017,-0.000235964,-0.000315125,0.00111777,0.000460445,0.0009626,0.004060316,0.001505702,-0.000776971
675.2000122,-0.00191903,0.001141958,0.003388221,0.002249638,0.003016121,0.004515463,0.000552706,0.004593468,0.000606543,0.00134681,0.000709259,0.001769177,0.000979931,0.001630092,0.003548096,0.002697394,-0.001230169
674.4000244,-0.000983174,0.000758707,0.004515776,0.001934801,0.00286861,0.004902385,0.001066334,0.004649509,0.000921171,0.001232521,0.000676513,0.001266192,0.001914469,0.00221485,0.003186576,0.002096093,0.000111764
673.5999756,-0.001650456,0.001479025,0.00397935,0.002306366,0.002879997,0.0048544,0.000664665,0.003919216,0.000297143,-0.000259714,-0.001095509,0.000577408,0.000868332,0.001261727,0.002367891,0.002223697,-0.001302078
672.7999878,-0.000768702,0.002430257,0.005188337,0.002930267,0.003403927,0.005083378,0.001014438,0.004217145,0.002454831,0.000561985,0.000571031,0.001821007,0.001148576,0.002621108,0.003617079,0.003608675,0.000152676
672,-0.002133965,0.001309628,0.003622013,0.000677654,0.002705495,0.004114407,-0.000285273,0.004053549,0.001137546,-7.81E-05,0.000332892,0.000616238,0.001182345,0.001566308,0.002318962,0.002007039,-0.001394256
671.2000122,-0.001957273,0.000850513,0.003709361,0.000418104,0.001946736,0.004096219,-0.000972533,0.00320423,0.000776574,-0.00131875,-0.000280203,0.000937254,0.00072492,0.00097744,0.003469756,0.002311961,-0.000802551
670.4000244,-0.000495589,0.00185332,0.004787209,0.002667336,0.00399769,0.004263649,0.000453837,0.004876206,0.001401499,0.000138408,0.001139986,0.001361144,0.001678788,0.002538066,0.003120399,0.00315007,0.000802196
669.5999756,0.000586869,0.002792893,0.006136395,0.003565034,0.005488082,0.006223122,0.002655355,0.00526235,0.001847055,0.002005167,0.001760444,0.001755869,0.002960212,0.00262452,0.004431744,0.003502687,0.001425496
668.7999878,0.000292791,0.002126137,0.004883065,0.002390379,0.004625125,0.005738667,0.001177569,0.005455236,0.001435962,0.00108751,0.000944259,0.002086105,0.002203376,0.001793766,0.004703621,0.003615174,0.000374239
668,-0.000424995,0.002361592,0.004074269,0.002482896,0.004351336,0.004569453,0.001740873,0.004465402,0.001104871,0.001244437,0.000705603,0.001313886,0.00283987,0.001648099,0.003077225,0.002767388,0.000372503
667.2000122,-0.001530835,0.002120414,0.004497023,0.002396991,0.003377942,0.004851521,0.000473505,0.005091052,0.001798679,0.001225357,0.000945348,0.001019031,0.002246828,0.001948218,0.003632088,0.002948171,-0.00016833
666.4000244,0.000178106,0.002116798,0.005801152,0.002940926,0.003983556,0.004481958,0.001389216,0.004070429,0.00196174,0.001364286,0.000800536,0.000870303,0.001860963,0.001596419,0.003889648,0.003532072,-0.000125322
665.5999756,0.000161947,0.002184748,0.005141342,0.002022643,0.003657801,0.005463598,0.001001336,0.003965713,0.00138423,0.001195738,0.000783991,0.001735415,0.001863199,0.002049093,0.004728691,0.002788334,-0.000740897
664.7999878,0.000584795,0.002281853,0.005797138,0.002867151,0.005039642,0.005525388,0.001451779,0.005007484,0.00172372,0.001872688,0.001072926,0.00281853,0.001981841,0.00280209,0.004543503,0.003554099,-0.000500501
664,8.23E-05,0.002325416,0.005214483,0.00172884,0.003425999,0.005304642,0.000757566,0.004041373,0.001478064,0.000210038,0.000365897,0.001276837,0.001958931,0.001931915,0.003816966,0.002539993,-0.000102859
663.2000122,-0.000861355,0.001488974,0.004676198,0.002788569,0.003954323,0.00446956,0.000828079,0.00349966,0.000988129,-0.000596521,0.000546589,0.001646072,0.001654127,0.002207123,0.004173366,0.002506171,-0.000244864
662.4000244,-0.001613268,0.001720887,0.005016335,0.002140886,0.003088643,0.004586614,0.000849709,0.003172756,0.001330063,-0.000351648,6.99E-05,0.001216661,0.001300956,0.001167394,0.003718734,0.002441034,-0.000818984
661.5999756,-0.001030849,0.001619127,0.004107717,0.000993448,0.00401232,0.004773207,0.001471077,0.004190955,0.001264661,0.000187895,0.000894452,0.001025907,0.000952171,0.001910698,0.004531785,0.002410292,-0.001046447
660.7999878,-0.002339525,0.001454273,0.004946762,0.002046622,0.002798417,0.004661205,0.000928771,0.003307693,0.000950511,0.000497217,2.74E-05,0.001147097,0.001189301,0.001670602,0.004029955,0.002532963,-0.000409685
660,-0.000117455,0.003097377,0.005407059,0.002510415,0.004137718,0.005394426,0.001220736,0.00326596,0.002314928,0.000267847,0.000360612,0.001437962,0.001665769,0.00214393,0.004521426,0.002940509,-0.000322678
659.2000122,-0.001592945,0.002043787,0.00517013,0.001487077,0.00371004,0.00581461,-0.000306847,0.003894742,0.002050315,0.000735681,0.000361804,0.001045108,0.001181826,0.002324817,0.004232672,0.003203813,-0.000483436
658.4000244,-0.001289844,0.001340449,0.004940871,0.001958229,0.003388508,0.004748344,4.91E-05,0.003815973,0.001055358,-9.65E-05,-0.000140124,0.000384188,0.00161245,0.001095191,0.003197998,0.002413155,-0.000356821
657.5999756,-0.000441235,0.001732063,0.005301471,0.002822412,0.004317608,0.005276499,0.000573027,0.00421793,0.00169347,0.000702414,8.36E-05,0.001657583,0.002097914,0.001245553,0.003934236,0.002324609,2.64E-05
656.7999878,-0.001248289,0.001760444,0.00541044,0.001906642,0.003738029,0.004702287,0.001417133,0.003896413,0.001205317,0.000775744,7.44E-05,0.001908203,0.002934384,0.001736819,0.004123266,0.002845602,-0.000615856
656,-0.000847042,0.002181158,0.003926243,0.001480844,0.002095,0.004831496,0.001010961,0.003865254,0.000523341,-0.000311193,-0.000272028,0.000735447,0.002457018,0.001452013,0.004027264,0.001814977,-0.000400633
655.2000122,-0.001649011,0.001596081,0.004168504,0.00107892,0.00272774,0.004790219,0.000567558,0.002963261,-8.42E-05,0.000177744,-0.000434563,0.000927656,0.001229251,0.001650282,0.004700874,0.001753088,-0.000751854
654.4000244,-0.000819811,0.001466896,0.004338341,0.002038196,0.003554986,0.004805426,0.000874661,0.003379534,0.001072043,6.02E-05,0.00012427,0.001142841,0.002127463,0.001523729,0.004257401,0.002262544,-0.00095466
653.5999756,-0.000389099,0.00216547,0.004287804,0.002264002,0.004257557,0.00508385,0.000516836,0.003598991,0.000572431,0.000349187,5.75E-05,0.001136196,0.000596175,0.00151469,0.003926373,0.001840504,-0.001086523
652.7999878,0.000357114,0.001990552,0.004542327,0.003207229,0.004033483,0.004880002,0.000659143,0.003995652,0.00017764,0.000405693,-0.000670912,0.000859306,-0.000155288,0.002069718,0.003541337,0.002977674,-0.001042315
652,0.000490946,0.003622143,0.004784985,0.003283227,0.00534353,0.005841239,0.000452386,0.004400677,0.001210768,0.001560956,0.000455262,0.001549473,0.001030681,0.003192574,0.004821104,0.002906004,0.000257953
651.2000122,-0.000157203,0.001992658,0.005455708,0.002871867,0.003313692,0.005484779,0.000731428,0.004341086,0.001231224,0.001375712,-0.000225201,0.001274241,0.001457052,0.002488285,0.004639933,0.002971419,-5.17E-05
650.4000244,-0.000187322,0.002320966,0.005632447,0.002597488,0.003512656,0.005807264,0.001847861,0.003931545,0.001624558,0.001417704,-7.26E-05,0.001471389,0.001862185,0.001904095,0.003874761,0.003135599,-0.000521755
649.5999756,1.14E-05,0.002373565,0.005318058,0.002507291,0.004127369,0.005034744,0.000944803,0.003847207,0.001531133,-1.20E-05,-0.000918963,0.001525626,0.002055959,0.002165184,0.003832165,0.003189471,0.000261138
648.7999878,-0.001398797,-5.59E-05,0.004698283,0.002105821,0.003279523,0.004610107,0.000195379,0.003533351,0.000935438,-0.000992524,-0.000602414,0.001258092,0.000732465,0.001711531,0.004006494,0.002307928,-0.00131044
648,-0.000976201,0.000394396,0.005231879,0.00202631,0.003522703,0.004773678,0.0006292,0.003395135,0.000361829,-0.000140952,0.000496259,0.001358444,0.00105009,0.002415524,0.004505,0.003371707,-0.000938749
647.2000122,-0.001214681,0.001232054,0.005135108,0.001536095,0.004234815,0.004476465,0.000271758,0.00382151,0.000400278,0.00028717,-0.000359149,0.000266837,0.000768924,0.002818452,0.004858039,0.002139716,-0.001002648
646.4000244,-0.000361063,0.001868398,0.00635549,0.002774943,0.004262891,0.005344369,0.001364961,0.004809928,0.002328539,0.001312692,0.000962626,0.003078919,0.002323126,0.002793102,0.005876634,0.00405705,1.43E-05
645.5999756,0.00078495,0.003206342,0.006114054,0.003219095,0.005344605,0.006498462,0.00181963,0.004903904,0.002837368,0.001545888,0.001791166,0.002377079,0.002610222,0.003271881,0.006358774,0.003835821,0.001002036
644.7999878,0.000356467,0.002606993,0.00589348,0.002523251,0.004993265,0.005601425,0.000412119,0.003978357,0.001761483,-3.45E-05,0.000698629,0.001310407,0.002103506,0.002247322,0.004360958,0.002596967,5.71E-05
644,-0.001153241,0.002158914,0.005883377,0.001122804,0.00316123,0.004883929,0.000120904,0.002974964,0.001548642,0.000783161,-0.000478678,-0.000499467,0.00053249,0.001613931,0.003843969,0.002039574,-8.72E-05
643.2000122,-0.00134244,0.002273473,0.006660012,0.002008366,0.003425295,0.006094968,0.000635655,0.003928489,0.001835539,0.000470059,0.000575464,0.000499472,0.001730737,0.002134097,0.004383,0.002032864,-0.000155754
642.4000244,-0.001797318,0.002577489,0.005261695,0.002101971,0.003326943,0.00528098,0.000619738,0.002903268,0.002227261,0.000231767,0.000433418,0.001339774,0.002039496,0.001002296,0.004192105,0.002001396,-0.00040922
641.5999756,-0.000755265,0.001921671,0.005737355,0.002360239,0.004120339,0.005369082,0.000844029,0.003833418,0.001973103,0.000498358,0.000832021,0.001306564,0.001605668,0.001481441,0.004491975,0.003149888,-0.000684817
640.7999878,-0.000330386,0.003060253,0.005541276,0.00250677,0.004532857,0.006038032,0.001761692,0.00487351,0.003516779,0.000445597,-0.000172418,0.001401551,0.00149739,0.001800316,0.00512078,0.003245017,-4.07E-05
640,-0.001154376,0.002427576,0.005807737,0.00229973,0.004718144,0.004951999,0.001695107,0.004718328,0.002026831,0.000979075,-0.000509603,0.001187744,0.001335178,0.002373122,0.005058262,0.00265796,0.000213793
639.2000122,-0.000488659,0.001448792,0.005614248,0.001844663,0.004889688,0.005782369,0.001659974,0.004235286,0.002004517,0.000202579,0.000211229,0.00176455,0.001007459,0.00240847,0.00461466,0.002245189,0.000735784
638.4000244,-0.000299449,0.002347512,0.006040263,0.002072475,0.005183779,0.005890383,0.000525233,0.004332223,0.001834681,0.001104119,-0.000319264,0.001405083,0.001353328,0.002666451,0.004842752,0.002020875,0.000690098
637.5999756,-0.00059135,0.002245345,0.005825446,0.001522093,0.005403101,0.005848428,-8.12E-05,0.004635511,0.001382282,0.000843692,-4.16E-05,0.001527964,0.001957267,0.00208959,0.004948176,0.001787449,0.000498436
636.7999878,-0.000836966,0.002479824,0.005474346,0.002004127,0.004751354,0.005814085,-0.000144006,0.003414545,0.001505364,-0.000117455,0.000561934,0.000990879,0.001222527,0.001892551,0.005087385,0.002556293,-0.000594918
636,-0.000936579,0.002582697,0.005858372,0.0023947,0.005136679,0.006239587,0.001687831,0.003918014,0.002124706,0.000740115,0.000279011,0.001775597,0.001903939,0.001905057,0.005589416,0.002833642,-0.00030276
635.2000122,0.000169405,0.003405518,0.006974375,0.003403248,0.005441029,0.007906019,0.001502896,0.005477151,0.002573479,0.001404304,0.001382672,0.00233364,0.001844637,0.002594181,0.005557847,0.00428634,0.000923557
634.4000244,-0.001281482,0.003240115,0.006447909,0.003022481,0.004862987,0.006783469,0.002169112,0.004184029,0.001118834,0.000547237,0.000107906,0.00144204,0.000559134,0.002759573,0.004610657,0.002796697,-0.000572634
633.5999756,-0.000441959,0.003228144,0.007094605,0.003133852,0.005600429,0.007052402,0.00143965,0.004526056,0.001723252,0.001638615,0.000669565,0.00146074,0.001893019,0.002907385,0.005200938,0.003671063,0.000664976
632.7999878,7.27E-05,0.003100636,0.007180813,0.002977023,0.005224726,0.007062716,0.000757955,0.004720264,0.001894553,0.000810521,0.001219179,0.001826804,0.001596133,0.002726438,0.005435288,0.004194667,0.001166953
632,-0.000332766,0.002012007,0.006958513,0.00281173,0.00547972,0.007010046,0.001224163,0.003833,0.001569607,0.000309707,0.000348954,0.001435391,0.001606552,0.002235874,0.005291671,0.003238915,0.000196312
631.2000122,-0.000469008,0.002338507,0.007118761,0.002092165,0.004926943,0.006545026,0.000965428,0.004563279,0.001541888,0.001529366,0.000337529,0.001112086,0.002034555,0.002024932,0.005708424,0.003517536,-0.000152286
630.4000244,0.000133489,0.002452619,0.006678728,0.001369194,0.004672901,0.006627471,0.000500483,0.003760327,0.001490298,0.000186911,-0.000445321,0.000716389,0.001885531,0.002061213,0.004624157,0.002983904,-0.000543938
629.5999756,-0.000449976,0.002620457,0.00761548,0.002412114,0.004844008,0.005214037,0.000912558,0.00450772,0.001521184,9.73E-05,-0.000662899,0.000804245,0.001569815,0.001726371,0.004822806,0.00271284,-0.000139658
628.7999878,0.000507817,0.002611603,0.007595565,0.003282757,0.006709748,0.007115577,0.001624532,0.005610866,0.001700019,0.001658986,0.001127476,0.00159751,0.001902145,0.002780076,0.005788114,0.003901924,0.000577693
628,0.000483016,0.00321234,0.007463134,0.003209654,0.00555727,0.007363653,0.001312744,0.005570249,0.001558306,0.001111749,0.000923428,0.001264713,0.001814587,0.003708056,0.005119916,0.004066614,0.000230239
627.2000122,0.000484234,0.003138832,0.007976753,0.002385616,0.00580186,0.007718892,0.002153061,0.006010025,0.002009458,0.001956305,0.000948124,0.002487113,0.002306809,0.003643626,0.005317298,0.003782392,0.000631429
626.4000244,3.29E-05,0.00373675,0.007936178,0.002625613,0.005701317,0.007129891,0.002354617,0.005280639,0.002347694,0.002073178,0.000999597,0.001860989,0.001788333,0.003748029,0.005622981,0.003562711,0.000473842
625.5999756,0.00036885,0.003807852,0.006781391,0.002703333,0.005549561,0.007212053,0.002148248,0.005608506,0.002430986,0.002192215,0.001314354,0.002014295,0.002559678,0.003599774,0.005628828,0.003594815,-0.000520359
624.7999878,-0.000549108,0.002924846,0.007210264,0.002679604,0.005377128,0.007190393,0.002019159,0.005015392,0.002691221,0.001044978,-0.000159635,0.001955681,0.002018092,0.002672571,0.00556566,0.002934332,-0.001381457
624,-0.000875461,0.002765356,0.006755914,0.002654314,0.005678813,0.006778105,0.001683985,0.004707834,0.001527366,0.001535913,0.000283104,0.002152749,0.001308278,0.002307043,0.005955751,0.002588816,-0.000337422
623.2000122,-8.39E-05,0.002668613,0.007885405,0.002671452,0.005887785,0.006912562,0.001035248,0.004397513,0.001549473,0.001865929,0.000777767,0.002029431,0.002028469,0.003524817,0.005736385,0.003861885,-9.09E-05
622.4000244,-0.000920099,0.003106789,0.00660358,0.003534499,0.006332717,0.006808395,0.001524067,0.005067349,0.001992633,0.001061845,0.000721653,0.002037728,0.00228102,0.003538414,0.006355595,0.003248382,-0.000272908
621.5999756,-0.000138675,0.002969047,0.006917533,0.003380029,0.005602238,0.007415392,0.001002633,0.00469844,0.00140059,0.000909705,0.000753417,0.001776767,0.001793532,0.003191348,0.006242948,0.003027877,-0.00055826
620.7999878,-0.00108265,0.002377391,0.006473106,0.002128946,0.00491736,0.006084677,0.000477392,0.003033585,0.00085596,0.000172979,-0.000442218,0.00074709,0.000284917,0.001986157,0.005005075,0.001308278,-0.00128143
620,-0.000515601,0.003143917,0.007189866,0.002329788,0.005930453,0.007039563,0.001202176,0.00491503,0.001416562,0.000945737,0.000962652,0.002038248,0.002087327,0.002724275,0.006961565,0.003031135,0.000356829
619.2000122,1.85E-05,0.003619637,0.008132075,0.003135912,0.006066013,0.007800665,0.002072189,0.00514404,0.001932825,0.001045212,0.001367999,0.003108379,0.002119061,0.002721254,0.007878235,0.004308902,0.001015321
618.4000244,0.000129449,0.004172869,0.007751647,0.003179587,0.00535742,0.008041433,0.002236004,0.005755166,0.002804253,0.001395838,0.001441806,0.002747876,0.00271271,0.002395767,0.007630207,0.004200574,0.001249733
617.5999756,-0.000237309,0.002169503,0.007351858,0.00171491,0.005458015,0.005807002,0.001708309,0.005806032,0.00260254,-6.81E-05,0.001173935,0.000988467,0.001703137,0.002570797,0.006843422,0.003272064,-0.000165121
616.7999878,0.000127145,0.001751009,0.006728019,0.002195181,0.005662055,0.005958532,0.001610449,0.005345679,0.002014997,0.000883506,0.001379399,0.000941405,0.002108682,0.002703098,0.006178877,0.002818687,2.75E-05
616,-0.00096215,0.002410734,0.005867109,0.001700954,0.005241311,0.006157478,2.50E-05,0.004816786,0.001319521,0.000111894,0.000413207,0.000639621,0.001224344,0.002091879,0.004874845,0.002002593,-0.000510482
615.2000122,-0.001176269,0.003138415,0.006638458,0.002013541,0.006388746,0.0070066,0.000772269,0.005145638,0.000744341,0.001132822,0.000507895,0.001901313,0.001847185,0.003031239,0.005698169,0.00301513,-0.00114121
614.4000244,-0.000895507,0.003621151,0.007048272,0.003971905,0.006888313,0.008115644,0.000688413,0.005431592,0.002230722,0.000981955,0.001673304,0.002327915,0.002803706,0.003585079,0.006727677,0.004061022,7.01E-05
613.5999756,-0.001119315,0.002160553,0.005748372,0.002710105,0.00620839,0.006985186,0.000644806,0.005319919,0.001140531,0.000942676,0.000651702,0.000929238,0.001728632,0.002182953,0.006215218,0.00294348,-0.001842893
612.7999878,0.001086083,0.002828874,0.009040941,0.003021933,0.007821117,0.008850154,0.002268972,0.006361663,0.001684089,0.001766734,0.001461363,0.002173483,0.002131808,0.003289904,0.007368682,0.004723876,-1.08E-05
612,-0.000143643,0.002022383,0.008069834,0.002535228,0.006871745,0.006553067,0.001576778,0.005346989,0.001731673,0.000730884,0.000841254,0.001931915,0.001791842,0.002599988,0.005847589,0.003668817,-0.000853088
611.2000122,-0.000802448,0.000766979,0.007625069,0.002694555,0.007005547,0.007078923,0.00112662,0.00579622,0.002113807,0.001063117,0.001969697,0.002397954,0.002177073,0.003123814,0.006450484,0.003135026,8.32E-05
610.4000244,-0.000741776,0.003088226,0.007807833,0.002728678,0.006008398,0.00765563,0.002098798,0.006116547,0.001640537,0.00133201,0.001516222,0.002236706,0.001951001,0.003162012,0.006763933,0.0034708,-0.000196999
609.5999756,-0.000354855,0.003067579,0.007876732,0.002710626,0.005697697,0.007707931,0.002265823,0.005848796,0.002659314,0.002342072,0.000835159,0.002633765,0.003033247,0.002286224,0.006713822,0.004382713,-0.000231307
608.7999878,0.000357166,0.003954794,0.007855223,0.002663898,0.006668239,0.006620191,0.002457539,0.006065646,0.002580275,0.001900247,0.001544927,0.002769759,0.002981089,0.003888186,0.007763163,0.003515866,0.000163475
608,-0.000196689,0.003356837,0.007746745,0.002216411,0.006474577,0.007538721,0.000720253,0.006754993,0.000876191,0.001548304,0.001575712,0.001325285,0.002353914,0.002672832,0.006834244,0.003307641,2.29E-05
607.2000122,0.000736277,0.003355455,0.009119314,0.003083325,0.006812787,0.007378476,0.002128738,0.006296025,0.001708101,0.001374673,0.001564125,0.002149159,0.002617358,0.003222433,0.00733822,0.005473507,3.27E-05
606.4000244,0.000906281,0.002564599,0.008176968,0.0029225,0.006656542,0.007855803,0.002009094,0.006090059,0.00118167,0.000684265,0.000492345,0.001923595,0.00264499,0.002298637,0.007504455,0.004364749,-0.000688383
605.5999756,0.001730295,0.003277958,0.008911556,0.003296138,0.006760646,0.008329143,0.002553038,0.006218999,0.003193564,0.001779652,0.00178667,0.003108327,0.003960593,0.004201462,0.007748933,0.005154518,0.000654657
604.7999878,0.001345201,0.003395943,0.009221101,0.004619735,0.007374369,0.008199891,0.002139378,0.006465198,0.003381438,0.002168956,0.002148899,0.003466025,0.002916402,0.00414433,0.007920149,0.00529927,0.000170752
604,-0.000362459,0.002401962,0.008456717,0.004558414,0.00705727,0.008087899,0.001880643,0.006272492,0.003691948,0.002108682,0.001058991,0.002591629,0.003210698,0.003246452,0.007319134,0.004691139,2.93E-05
603.2000122,-9.00E-05,0.001269515,0.007942926,0.001448325,0.006212303,0.00668346,0.00100572,0.006037428,0.002204209,0.000814437,-0.00042784,0.001485363,0.001993101,0.001971413,0.007803933,0.003621804,-0.000993815
602.4000244,0.000538192,0.001846067,0.00866674,0.003369255,0.00739804,0.007862946,0.001689676,0.00525242,0.001969411,0.002501042,0.000975624,0.002272589,0.002373487,0.002971211,0.007990832,0.005013795,-0.001192068
601.5999756,0.000912506,0.002605535,0.008261254,0.003198441,0.007319976,0.007697918,0.002694763,0.004733244,0.001486168,0.002065401,0.001069345,0.002529968,0.002767623,0.002517184,0.00846234,0.004226033,-0.001022017
600.7999878,0.000264065,0.002491956,0.008242047,0.003852091,0.007325321,0.008470206,0.002218545,0.0056983,0.001106662,0.001990526,0.001403603,0.002380749,0.00209794,0.002130429,0.007763005,0.004261113,-0.000722032
600,-0.000385995,0.00248313,0.007295151,0.003223998,0.006510181,0.007981578,0.002421901,0.00537241,0.001212974,0.000550711,0.001597666,0.001464844,0.00224636,0.00246475,0.006939969,0.004628788,-1.90E-05
599.2000122,0.000951834,0.00347093,0.007639164,0.003311136,0.006509262,0.008958432,0.002051512,0.005740345,0.002509139,0.000946801,0.001531678,0.001120702,0.001832393,0.003716071,0.007602836,0.004851102,-0.000314608
598.4000244,0.0012211,0.003243427,0.008210338,0.004203946,0.00701115,0.007912846,0.002608425,0.004627663,0.00209768,0.001039088,0.000940964,0.002490992,0.002457877,0.003662422,0.008946938,0.004608851,-0.001155874
597.5999756,0.00059576,0.00275504,0.008360413,0.002879945,0.007397513,0.007844258,0.000866231,0.005532179,0.001745525,0.001745291,0.000584121,0.001517521,0.002515909,0.001812637,0.00758919,0.003935881,-0.000809528
