wavelength (nm),DOMBlank1,DOMSTD32,DOM12918,DOM12924,DOM12957,DOM13090,DOM13109,DOM13111,DOM13143,DOMBlank2,DOM13262,DOM13313,DOM13335,DOM13476,DOM13531,DOM13589,DOMBlank3
835.2000122,-0.004137771,0.000238657,0.002056922,-0.002944054,-0.000358994,0.000115104,-0.003585482,0.002287343,-0.00144849,-0.001221651,-0.004183665,-0.000881661,0.001703943,-0.002381491,-0.001940368,-0.001977837,-0.002380821
834.4000244,0.001650567,0.000944259,0.001380023,0.001582675,0.000921248,0.002893522,0.000336337,0.001274267,-0.002743615,-0.001608316,-0.000238448,0.002516794,0.0023339,0.001222891,-0.001129488,0.000152366,-0.001456075
833.5999756,-0.002597021,-0.001818353,-0.002475139,-0.0033595,-0.001718839,0.000873053,-0.000186339,-0.00221309,-0.002719435,-0.002049416,-0.004369346,-0.00019141,-0.000311607,-0.000818829,0.00169282,-0.001765196,-0.002307341
832.7999878,0.00187404,0.003271411,0.002126631,0.001590054,0.000297687,0.003917858,0.001691339,0.002786406,0.00237445,0.001513339,-0.000191876,0.001482116,0.001405369,0.000600011,0.00247709,0.002298898,0.000603459
832,-0.00272813,-0.001542856,0.000570746,0.001303786,0.000275747,0.002614649,0.001139518,0.000732232,0.000749216,-0.000174592,-0.000460991,-0.0001409,-0.001289431,0.00180172,-0.001294696,0.003534238,-0.002069202
831.2000122,-0.002191404,-0.002228851,0.002563506,-0.001913566,-0.003276371,0.002227235,7.01E-05,0.003059341,-0.001714508,-0.002762907,-0.003194253,-0.000295052,-0.000101254,-0.000416926,-0.000787772,-0.002190786,-0.000693449
830.4000244,-0.0006172,0.000875932,0.002255571,0.001586027,0.002911972,0.003929873,-0.000238707,0.00120973,0.001288442,0.000796646,0.001417315,-0.002097798,0.001335749,0.002855868,0.000971369,0.001996637,-0.000898504
829.5999756,-0.002609321,-0.002194289,0.000499265,-0.002013138,-0.002221434,0.001539706,-0.000592953,0.002066207,-0.001168731,-0.002531915,-0.00165453,-0.001713012,-0.000631676,-0.001960623,0.001154183,5.93E-06,-0.002486103
828.7999878,-0.001227072,-0.000479195,0.001006706,0.000118548,-0.000759244,0.00181989,0.000274685,0.000230524,-0.000840945,-0.002058536,-0.002318413,0.000894115,-0.000882229,-0.001016955,-0.000223183,-0.002681927,-0.000683628
828,-0.00335724,-9.58E-05,-0.000278909,-0.002004687,-0.00134564,0.002290232,0.001068333,0.001452351,-0.000639792,-0.00115479,-0.001758699,0.002822803,0.001376647,-0.001390643,-0.001500035,-0.000534423,0.000401185
827.2000122,-0.003898479,-0.000519635,0.000497762,0.000813814,-0.001316427,-0.000574961,-0.003623683,-5.46E-05,-0.000897315,-0.005432173,-0.001930111,-0.002865988,-0.002421496,-0.001795874,-0.002653112,-0.003715113,-0.003496644
826.4000244,-0.006499801,0.000541043,-0.001465724,-0.002024166,-0.001606047,0.000186393,-0.000627178,0.001921619,-0.001693055,-0.002308783,-0.003263268,-0.000751492,-0.002072242,-0.002166575,-0.002009067,-0.001208228,-0.002887846
825.5999756,-0.001900989,0.001902639,0.002983982,0.001613411,0.000395277,0.001985065,0.000639492,0.003164542,0.000489935,0.001477831,-0.002022208,0.001343435,0.001025076,9.89E-05,-0.000781415,0.001544018,-0.000338301
824.7999878,-0.00232176,0.000949188,-0.001537645,-0.004180794,-0.002197843,0.000191754,0.00123452,0.002702707,-0.004426131,-0.000475265,-0.003225036,-0.00106695,-0.000930328,4.90E-05,-0.001860524,-0.001565812,-0.005336962
824,-0.00469745,-0.000913486,0.004193909,-0.001173119,-7.60E-05,-0.002977374,-0.001903618,0.002123432,-0.000989993,-0.001167337,-0.002698752,-0.001184014,0.002032396,-0.002077858,-0.003680873,-0.001945831,-0.002416862
823.2000122,-0.001771435,-0.001276268,5.06E-05,-1.63E-05,-0.002828904,0.000248214,0.000291833,6.24E-05,-0.001468253,-0.001286644,-0.002916799,-0.001109814,-0.000776764,-0.000740845,-0.002260372,-0.002371193,-0.001779427
822.4000244,-0.001783191,-0.002406823,0.000156431,-0.000373788,0.000452489,-0.00036846,0.002537363,0.003476331,-0.000517101,-0.001339395,-0.00299902,0.001169211,0.001602135,0.001133471,-0.00078958,-0.000391633,0.00122842
821.5999756,-8.02E-06,0.000252772,0.003580407,0.00248313,0.001476766,0.002133238,0.001666106,0.00515271,0.003849323,0.002616707,0.001568932,0.001968032,0.001566464,0.003353968,0.001862133,0.001478506,-0.001283753
820.7999878,0.000313981,0.000220371,0.002982783,0.0024893,0.001411497,0.003089999,0.004256695,0.005245424,0.002426249,0.00337442,-0.000691226,0.001941666,-0.001503595,-0.000438132,0.001986547,0.001988238,0.001274292
820,0.00151378,0.002473211,0.003699231,0.004086969,0.001852202,0.004853353,0.001425729,0.004298653,0.002668508,0.002011565,0.003443741,0.005130786,0.004209931,0.00340484,0.001946918,0.003931937,0.000363203
819.2000122,-0.001489304,0.00081965,0.000762545,-0.001147612,-0.003035164,0.001247708,0.000481539,0.003281714,-0.001986907,-0.000502673,-0.003808217,0.002628608,-0.003682721,-0.001375832,-0.003280481,-0.002111966,-0.000338405
818.4000244,-0.0007088,0.000711178,0.001014879,-0.000857738,0.000798021,0.000629641,-0.00050107,0.000324084,0.001574232,0.002256976,0.000456065,0.00088444,-0.001239513,0.002497996,0.000582359,0.001260792,-0.001275546
817.5999756,-0.001401584,0.001111904,0.002403368,0.004025017,-0.001273223,0.003587898,0.003852352,0.005807422,0.002369895,0.001553266,-0.000624283,0.000301495,0.001582389,-6.21E-05,0.002598712,0.002366355,0.000422846
816.7999878,-0.003001128,-0.00285601,-0.003762848,-0.004710305,-0.004418546,-0.001309769,-0.004139156,0.000523108,-0.004757572,-0.000221527,-0.005512897,-0.00266258,-0.001628329,-0.001297329,-0.003889346,-0.003306017,-0.003132578
816,-0.002291582,1.84E-05,0.002255675,-0.000295,-0.000897987,0.000809691,5.67E-05,0.003470826,-0.001599857,-0.002438897,-0.001912432,0.001193999,-0.00085283,0.000494445,-0.000673703,-0.001981238,-0.004434741
815.2000122,-0.001121742,-0.000638034,0.001487831,0.000235134,0.000503308,0.002560823,-0.00237696,0.002360395,0.000917591,-0.001883411,-0.001403493,0.000294475,-0.001571899,-0.000372081,0.000369395,-0.001583247,-0.000831024
814.4000244,-0.000780847,0.001367402,0.004130452,0.00012383,-0.000230997,0.002232803,0.002376506,0.002426535,0.000997911,0.000830932,-0.000262974,0.000455003,-0.000424995,0.000748879,5.32E-05,0.001739392,-0.000651889
813.5999756,-0.001201206,-0.000111554,0.001063091,-0.000218267,-0.000892356,0.002534447,0.002070342,0.001217102,0.000277768,0.001344993,-0.001435951,0.002273526,0.001571452,-0.00031259,-0.000111502,0.000457594,-0.000100529
812.7999878,-0.001364065,0.0039433,0.004026062,0.001260585,0.002871034,0.003155963,0.003149627,0.005327177,0.005270237,0.002209204,0.001809414,0.003351177,0.0033925,0.002883776,0.000133411,0.000880886,-0.001387186
812,-0.003397977,0.000228374,0.000449794,-0.003197234,0.000337788,0.000999338,0.000662046,0.00203198,-0.000883521,-0.000849626,-0.004060894,-5.06E-05,0.000369446,-0.002771807,0.002337154,0.001501805,-0.004055047
811.2000122,-0.00063607,-0.000358476,-0.000105188,-0.002145299,-0.001686402,0.000898629,-0.001303265,-0.001352453,-0.001582267,-0.004231964,-0.002891857,-0.000434512,-0.003292762,-0.000322989,0.000974197,-0.000284497,-0.003508302
810.4000244,-0.001730494,0.001550019,0.003005538,0.001492818,0.000863793,0.002129414,0.000604599,0.002925966,-0.001141313,0.001825946,-9.12E-05,0.001642097,0.000718256,0.000225836,0.001500948,0.002052188,0.000102029
809.5999756,-0.000809683,0.000661891,0.002721644,0.000911313,0.001833329,0.00235191,-0.002261969,0.003139276,-0.002109442,-0.002616062,-0.000878457,0.001660598,-0.000216249,0.002014815,0.002355788,-0.000342699,-0.002048282
808.7999878,0.000346518,0.001859663,0.003135156,0.000109304,0.002008626,0.001728346,0.001982829,0.001739937,-0.0018614,-0.000619113,-0.000790356,0.001073185,0.000925658,0.002565719,-0.000482609,0.000824785,0.001439131
808,0.001825193,0.001855946,0.002117214,0.001751763,0.000805256,0.004222922,-1.86E-05,0.001072588,0.000143794,0.00221982,-0.001897484,0.00082341,0.000718827,0.002518096,0.001750126,0.001645916,0.001134094
807.2000122,-0.001844955,0.003172651,0.00166395,-0.000593574,-0.001289689,0.003180318,-0.001171932,0.002758505,-0.000203106,-8.39E-05,0.001271385,0.002165965,0.001861795,0.00108956,0.000117719,0.001283795,-0.002908262
806.4000244,-0.003253916,0.001745603,0.002778956,-0.000892717,-0.000793198,-0.000428512,-0.000326299,-0.00072565,-0.002218807,-0.001922328,-0.003236393,4.36E-05,-0.002006851,-0.000315539,-0.004610837,-0.000350355,-0.001918669
