DOMSTD_EX_200.00,,DOMSTD_EX_205.00,,DOMSTD_EX_210.00,,DOMSTD_EX_215.00,,DOMSTD_EX_220.00,,DOMSTD_EX_225.00,,DOMSTD_EX_230.00,,DOMSTD_EX_235.00,,DOMSTD_EX_240.00,,DOMSTD_EX_245.00,,DOMSTD_EX_250.00,,DOMSTD_EX_255.00,,DOMSTD_EX_260.00,,DOMSTD_EX_265.00,,DOMSTD_EX_270.00,,DOMSTD_EX_275.00,,DOMSTD_EX_280.00,,DOMSTD_EX_285.00,,DOMSTD_EX_290.00,,DOMSTD_EX_295.00,,DOMSTD_EX_300.00,,DOMSTD_EX_305.00,,DOMSTD_EX_310.00,,DOMSTD_EX_315.00,,DOMSTD_EX_320.00,,DOMSTD_EX_325.00,,DOMSTD_EX_330.00,,DOMSTD_EX_335.00,,DOMSTD_EX_340.00,,DOMSTD_EX_345.00,,DOMSTD_EX_350.00,,DOMSTD_EX_355.00,,DOMSTD_EX_360.00,,DOMSTD_EX_365.00,,DOMSTD_EX_370.00,,DOMSTD_EX_375.00,,DOMSTD_EX_380.00,,DOMSTD_EX_385.00,,DOMSTD_EX_390.00,,DOMSTD_EX_395.00,,DOMSTD_EX_400.00,,DOMSTD_EX_405.00,,DOMSTD_EX_410.00,,DOMSTD_EX_415.00,,DOMSTD_EX_420.00,,DOMSTD_EX_425.00,,DOMSTD_EX_430.00,,DOMSTD_EX_435.00,,DOMSTD_EX_440.00,,DOMSTD_EX_445.00,,DOMSTD_EX_450.00,
Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.)
210,-2.032202005,210,-8.112577438,210,-4.357161999,210,-2.163221598,210,-3.833005428,210,-4.805110931,210,-4.972758293,210,-4.212835789,210,-4.502183914,210,-4.579394817,210,-4.773305893,210,-4.676162243,210,-4.977594852,210,-4.843194485,210,-4.944777012,210,-5.014242649,210,-4.928269386,210,-4.970997334,210,-4.856878281,210,-4.891143322,210,-4.863397121,210,-4.973034382,210,-5.057795048,210,-4.94998312,210,-5.000366688,210,-4.780295372,210,-5.172485828,210,-4.746017933,210,-5.085420132,210,-4.95582056,210,-5.010189533,210,-4.748487949,210,-4.958909988,210,-5.010849953,210,-4.998515606,210,-4.978259087,210,-4.860748291,210,-4.90544796,210,-4.98065424,210,-5.030613422,210,-5.017510414,210,-5.014708519,210,-4.946289063,210,-5.044203281,210,-5.027703762,210,-5.121655941,210,-5.086517811,210,-5.091710091,210,-5.041866302,210,-5.048661232,210,-5.082471848
212.0299988,-0.664170742,212.0299988,-8.712148666,212.0299988,3.034340382,212.0299988,3.653089046,212.0299988,-4.945619583,212.0299988,-5.102040768,212.0299988,-4.972819328,212.0299988,-4.65803051,212.0299988,-4.983487129,212.0299988,-4.889352798,212.0299988,-4.783045769,212.0299988,-5.084015369,212.0299988,-5.073818207,212.0299988,-4.920484543,212.0299988,-4.79711771,212.0299988,-4.845072746,212.0299988,-5.001488686,212.0299988,-4.852366447,212.0299988,-4.908339024,212.0299988,-4.903187752,212.0299988,-4.976408005,212.0299988,-4.916421413,212.0299988,-4.932023048,212.0299988,-5.115891933,212.0299988,-5.051195145,212.0299988,-4.793460846,212.0299988,-4.819554806,212.0299988,-5.135584354,212.0299988,-4.835941792,212.0299988,-4.861728191,212.0299988,-4.710252762,212.0299988,-4.908745766,212.0299988,-5.084764004,212.0299988,-5.029698849,212.0299988,-4.886126518,212.0299988,-4.99156189,212.0299988,-5.02777338,212.0299988,-4.939642429,212.0299988,-4.991404533,212.0299988,-4.982468128,212.0299988,-4.972193241,212.0299988,-5.109398842,212.0299988,-5.042841911,212.0299988,-4.957951546,212.0299988,-5.048912048,212.0299988,-5.129627228,212.0299988,-5.059994698,212.0299988,-5.050858498,212.0299988,-5.120685101,212.0299988,-5.151021481,212.0299988,-5.107083321
214.0599976,-5.857898712,214.0599976,-6.093121052,214.0599976,5.443414211,214.0599976,9.176118851,214.0599976,-4.009315491,214.0599976,-4.871373653,214.0599976,-4.676753044,214.0599976,-4.930915356,214.0599976,-4.967430592,214.0599976,-4.922529221,214.0599976,-4.993782997,214.0599976,-4.746067524,214.0599976,-4.908632278,214.0599976,-4.971580982,214.0599976,-4.983972549,214.0599976,-4.882379055,214.0599976,-4.865283012,214.0599976,-4.803517342,214.0599976,-5.013540268,214.0599976,-4.845914364,214.0599976,-4.922573566,214.0599976,-4.945372581,214.0599976,-4.936249256,214.0599976,-4.778092384,214.0599976,-5.187428951,214.0599976,-5.08664608,214.0599976,-5.012769222,214.0599976,-4.983322144,214.0599976,-5.068666935,214.0599976,-4.920233727,214.0599976,-5.102040768,214.0599976,-4.790492535,214.0599976,-4.979799747,214.0599976,-4.916285515,214.0599976,-5.024831772,214.0599976,-5.015995979,214.0599976,-4.937766552,214.0599976,-4.97507906,214.0599976,-5.005729675,214.0599976,-5.061737061,214.0599976,-5.09354496,214.0599976,-5.094617844,214.0599976,-4.939448833,214.0599976,-5.10853672,214.0599976,-5.032969952,214.0599976,-4.987134933,214.0599976,-5.009857655,214.0599976,-5.061312675,214.0599976,-5.102040768,214.0599976,-5.142077923,214.0599976,-5.026404381
215.9299927,-2.84470439,215.9299927,-4.103538513,215.9299927,0.697162151,215.9299927,8.11149025,215.9299927,3.197340488,215.9299927,-5.218652248,215.9299927,-4.893420696,215.9299927,-4.832829475,215.9299927,-5.180006027,215.9299927,-4.836855888,215.9299927,-4.895750046,215.9299927,-5.011575699,215.9299927,-4.94197464,215.9299927,-4.806060791,215.9299927,-4.965735912,215.9299927,-4.927660942,215.9299927,-4.983522892,215.9299927,-4.969353676,215.9299927,-4.995298386,215.9299927,-5.070337772,215.9299927,-4.991927624,215.9299927,-4.970541954,215.9299927,-4.947639942,215.9299927,-4.892382622,215.9299927,-5.135597706,215.9299927,-4.872644424,215.9299927,-4.911551476,215.9299927,-4.816992283,215.9299927,-4.779323101,215.9299927,-4.897032738,215.9299927,-4.955322742,215.9299927,-4.802518845,215.9299927,-4.948310375,215.9299927,-5.004330158,215.9299927,-4.819246292,215.9299927,-5.022565842,215.9299927,-4.952742577,215.9299927,-4.997898579,215.9299927,-4.991243839,215.9299927,-5.014930725,215.9299927,-4.920407295,215.9299927,-4.927733421,215.9299927,-5.035100937,215.9299927,-4.939698696,215.9299927,-5.044546127,215.9299927,-5.105905056,215.9299927,-5.06573391,215.9299927,-5.081442833,215.9299927,-5.032217026,215.9299927,-5.084084511,215.9299927,-5.067212582
217.9600067,6.697369099,217.9600067,-5.102040768,217.9600067,-9.410837173,217.9600067,6.504870892,217.9600067,13.27922058,217.9600067,-4.355300426,217.9600067,-4.560136795,217.9600067,-5.188615799,217.9600067,-4.823417187,217.9600067,-4.824108601,217.9600067,-4.854822159,217.9600067,-4.909139633,217.9600067,-4.822069168,217.9600067,-4.926170349,217.9600067,-4.853963375,217.9600067,-4.967906475,217.9600067,-4.822239399,217.9600067,-4.902484894,217.9600067,-4.917860985,217.9600067,-4.922442913,217.9600067,-4.869112015,217.9600067,-4.939793587,217.9600067,-5.035120487,217.9600067,-4.91257,217.9600067,-4.852577209,217.9600067,-4.873542309,217.9600067,-4.650408745,217.9600067,-4.985671043,217.9600067,-4.936598301,217.9600067,-4.939143181,217.9600067,-5.102040768,217.9600067,-5.054955482,217.9600067,-5.022572041,217.9600067,-5.142441273,217.9600067,-5.076954365,217.9600067,-5.091016293,217.9600067,-5.102040768,217.9600067,-4.938092232,217.9600067,-5.093355656,217.9600067,-4.975670338,217.9600067,-5.026249886,217.9600067,-4.990746498,217.9600067,-5.13146019,217.9600067,-4.982839584,217.9600067,-5.012128353,217.9600067,-5.055557251,217.9600067,-5.075886726,217.9600067,-5.025541306,217.9600067,-5.022353649,217.9600067,-5.09316349,217.9600067,-5.081980705
220,0.931141853,220,3.547646046,220,-0.791696072,220,0.831911564,220,22.75986099,220,0.806995869,220,-4.911176682,220,-4.530187607,220,-4.945481777,220,-4.98789072,220,-4.698067665,220,-4.88896513,220,-4.882870197,220,-4.818943977,220,-4.803107262,220,-4.842460155,220,-5.02576828,220,-4.915504932,220,-4.992847443,220,-4.888187885,220,-4.927270412,220,-5.044009209,220,-4.970266819,220,-4.925030231,220,-4.698889256,220,-4.995352745,220,-5.050993443,220,-5.051365852,220,-4.933687687,220,-4.998358727,220,-4.813536644,220,-4.927400589,220,-4.816398621,220,-4.918181419,220,-5.089086533,220,-4.971495152,220,-5.039709091,220,-4.987971306,220,-4.940784454,220,-4.981868744,220,-5.051297188,220,-5.007185459,220,-4.958086491,220,-4.997880936,220,-5.065545559,220,-5.018223286,220,-5.075797558,220,-5.152189255,220,-5.043459892,220,-5.093169212,220,-5.05714941
222.0299988,-5.102040768,222.0299988,0.636840344,222.0299988,-1.19162488,222.0299988,-3.542383671,222.0299988,25.93401527,222.0299988,14.58598709,222.0299988,-4.615998745,222.0299988,-4.513147354,222.0299988,-4.783492088,222.0299988,-4.878213882,222.0299988,-4.981096745,222.0299988,-4.690790176,222.0299988,-4.899418354,222.0299988,-4.934823036,222.0299988,-4.760189533,222.0299988,-4.847605228,222.0299988,-4.933768272,222.0299988,-4.941408157,222.0299988,-4.928507805,222.0299988,-4.942353725,222.0299988,-4.956327915,222.0299988,-5.033452034,222.0299988,-5.024677277,222.0299988,-5.008496761,222.0299988,-5.167850971,222.0299988,-4.902393818,222.0299988,-5.102040768,222.0299988,-4.89963913,222.0299988,-4.937279701,222.0299988,-5.087152958,222.0299988,-5.041954517,222.0299988,-4.98538065,222.0299988,-4.929417133,222.0299988,-5.033009052,222.0299988,-5.010775089,222.0299988,-4.936629295,222.0299988,-5.102040768,222.0299988,-5.053012848,222.0299988,-5.059892654,222.0299988,-4.998851299,222.0299988,-5.043847084,222.0299988,-5.102040768,222.0299988,-5.035061359,222.0299988,-5.213843346,222.0299988,-5.057301044,222.0299988,-5.016633034,222.0299988,-5.091678619,222.0299988,-5.027861118,222.0299988,-5.102040768,222.0299988,-5.047863007,222.0299988,-5.067247391
224.0599976,-3.621655941,224.0599976,-2.708551168,224.0599976,4.230335712,224.0599976,-4.067111969,224.0599976,19.60941124,224.0599976,35.56795502,224.0599976,-0.74455595,224.0599976,-4.727982998,224.0599976,-4.952033997,224.0599976,-4.93389082,224.0599976,-4.73499012,224.0599976,-4.78078413,224.0599976,-5.064683437,224.0599976,-4.93517065,224.0599976,-4.964223862,224.0599976,-4.757128239,224.0599976,-4.608854294,224.0599976,-4.909650326,224.0599976,-4.973211765,224.0599976,-5.014766216,224.0599976,-4.974476814,224.0599976,-4.807708263,224.0599976,-5.047177792,224.0599976,-4.928670406,224.0599976,-5.102040768,224.0599976,-5.025393486,224.0599976,-4.895283222,224.0599976,-4.969594955,224.0599976,-5.035856247,224.0599976,-4.842217922,224.0599976,-4.908795357,224.0599976,-4.908973217,224.0599976,-4.981049538,224.0599976,-4.962190628,224.0599976,-4.933579445,224.0599976,-4.968348026,224.0599976,-4.987900734,224.0599976,-5.003940105,224.0599976,-4.970459461,224.0599976,-4.9348979,224.0599976,-5.052575588,224.0599976,-4.973260403,224.0599976,-5.042987347,224.0599976,-5.026628494,224.0599976,-5.043769836,224.0599976,-5.04594326,224.0599976,-5.086142063,224.0599976,-5.004029274,224.0599976,-5.061440468,224.0599976,-5.061805248,224.0599976,-5.053160191
225.9299927,3.637944698,225.9299927,-4.114873886,225.9299927,5.098323345,225.9299927,-2.002867222,225.9299927,-0.95512104,225.9299927,51.91629028,225.9299927,24.51428223,225.9299927,-4.845169544,225.9299927,-4.617215633,225.9299927,-4.739261627,225.9299927,-4.886575222,225.9299927,-4.907574177,225.9299927,-4.999867439,225.9299927,-4.534870625,225.9299927,-5.044109821,225.9299927,-4.819667816,225.9299927,-4.812047482,225.9299927,-5.003900051,225.9299927,-4.831831932,225.9299927,-5.037338257,225.9299927,-4.982718945,225.9299927,-4.89282608,225.9299927,-5.001221657,225.9299927,-4.849777222,225.9299927,-4.881140232,225.9299927,-4.996369362,225.9299927,-4.890594482,225.9299927,-4.985368252,225.9299927,-5.085262299,225.9299927,-4.929827213,225.9299927,-5.043412209,225.9299927,-5.066337109,225.9299927,-4.899415016,225.9299927,-4.973113537,225.9299927,-4.842337608,225.9299927,-4.991074085,225.9299927,-5.029080868,225.9299927,-4.946033001,225.9299927,-5.025453568,225.9299927,-4.821126461,225.9299927,-5.110599995,225.9299927,-4.991456509,225.9299927,-5.146596909,225.9299927,-5.082616806,225.9299927,-5.077097416,225.9299927,-5.109754562,225.9299927,-5.091594219,225.9299927,-5.066968441,225.9299927,-5.078893185,225.9299927,-5.044699669,225.9299927,-5.057782173
