wavelength,DOMBlank1,DOM11188,DOM11392,DOM11339,DOM11372,DOM11381,DOM11382,DOM11385,DOMBlank2,DOM11389,DOM11393,DOM11394,DOMBlank3
778.4000244,0.000208458,-0.000774955,0.000303023,-0.000773508,-0.000871534,0.001393838,0.00091204,0.000397765,-6.38E-05,-0.000298156,5.13E-05,0.000663005,-1.73E-05
777.5999756,-4.02E-05,0.000508931,0.000889939,0.000409865,0.000300381,0.000632414,0.00070397,0.001138091,0.000566858,-9.81E-05,0.000737807,0.000545501,0.000887734
776.7999878,0.000113447,0.000246323,0.00052189,0.000660905,0.001306876,0.000696528,0.000605999,0.000330534,0.000119791,0.000146047,-0.000212524,-5.45E-05,0.000660905
776,-0.00061415,-0.000331628,-1.79E-05,-0.000170452,0.000577149,0.000128646,0.000651028,4.04E-05,-2.61E-05,-0.000216974,0.000625311,1.28E-05,-0.000198086
775.2000122,7.22E-06,-0.000683524,-0.000212834,-0.000212834,0.000427562,0.000251607,0.000580726,-0.000117662,-0.000270942,-0.00036158,-0.000695568,-0.000201191,0.000104954
774.4000244,-0.000391633,-0.000274356,0.000572742,-0.000160774,0.000883247,0.001319521,0.000576967,0.00016824,-0.000544041,-0.000166984,0.000147653,-0.000798779,0.00064478
773.5999756,0.000330146,0.000446037,0.000735707,0.000572016,-6.36E-05,0.001314458,0.000863352,0.001312796,-0.000238655,-0.00010643,-0.000370891,-0.00017485,0.000457206
772.7999878,-0.000681612,-0.000901759,0.000123312,0.000190614,-0.00039572,0.000470266,0.000134395,9.68E-05,-0.000597296,-0.000211333,-0.000538457,1.12E-05,-0.000617821
772,-0.000928055,-0.000506035,-4.84E-05,-3.52E-06,-0.000245433,0.000783913,0.000640969,0.000153635,-5.50E-05,-0.000301053,-0.000211696,6.58E-05,-0.000621181
771.2000122,-9.98E-05,-0.000892046,9.01E-05,0.000272691,2.94E-05,0.000827093,0.000453422,0.000307893,-0.000530494,-0.000379736,-0.000433012,3.21E-06,-0.000288791
770.4000244,-0.000507121,4.30E-05,0.00058648,-7.87E-06,0.000393127,0.000726009,0.000809483,-0.000103997,7.48E-05,0.000119687,0.000331026,0.000623704,0.000258678
769.5999756,0.000405408,0.000729328,0.000808187,0.000965791,0.001040178,0.001911375,0.001376387,0.000901871,0.001410225,0.000572535,0.000176034,0.000772658,0.000683617
768.7999878,-0.00039122,-0.000806582,0.000312919,-0.00071614,0.000123364,8.27E-05,0.00046656,-0.000341767,-0.000344613,-5.95E-05,-0.000712212,-0.000228254,-0.000149078
768,-0.000348441,-0.000577443,0.000600296,0.000305873,0.000493512,0.001117847,0.000419296,0.000525026,-0.000264629,-0.00013852,-3.57E-05,0.000143717,-0.000227789
767.2000122,0.000181602,0.000205816,0.001507338,0.000635136,0.001484376,0.001962988,0.00117788,0.000961666,0.000915334,0.001173494,0.000705707,0.000806605,0.000979023
766.4000244,-0.000570514,0.00046783,0.000751835,0.000483456,0.000192168,0.001313445,0.001087692,-0.000114039,-0.000212213,0.00017373,-0.000301622,6.26E-05,-0.000301933
765.5999756,0.000298594,-2.22E-05,0.000370534,0.00063664,0.000719682,0.001010183,0.000921949,1.22E-05,-0.000278599,-0.000450389,0.000197192,0.000588061,-0.000126874
764.7999878,9.84E-05,2.37E-05,0.000438756,0.000219698,0.000643225,0.001082268,0.001153586,0.000244484,-0.000428305,-0.000362201,1.95E-05,-8.30E-05,-0.000200208
764,-0.000158393,0.000314033,0.000815967,0.000310976,0.000552084,0.000985094,0.001302073,0.000232959,-8.39E-05,0.000234513,0.000451686,0.000375172,8.84E-05
763.2000122,-0.000355735,-0.000303433,0.000713459,-7.28E-05,0.000320431,0.000828986,0.000634592,-0.000189703,-0.000533389,0.000399242,-0.000633433,0.000261579,-0.000217646
762.4000244,0.000424297,0.00043461,0.001018979,0.000736588,0.000690954,0.001841544,0.001339981,0.000560041,0.000536585,0.000496984,0.00081065,0.000564396,4.31E-05
761.5999756,6.69E-05,0.000217212,0.000680817,0.00060771,0.000456739,0.001152444,0.000519894,0.000600866,1.60E-06,-0.000119577,0.000154075,0.000473013,0.000428313
760.7999878,0.000516447,4.63E-05,0.000354705,0.000256243,0.000718127,0.001110217,0.00150061,0.001161917,0.000276213,0.000358202,0.000212446,0.000772399,0.000399397
760,6.88E-05,0.000535211,-0.000355528,0.000430593,-0.000145869,0.000632285,0.000698862,3.66E-05,-3.71E-05,-0.000271252,-0.000531786,-0.000345595,-0.000609704
759.2000122,-0.000254436,-0.000299035,0.000342296,0.00015436,0.000215217,0.001031278,0.000396288,0.000465187,0.000353565,-7.92E-06,-0.000131895,1.16E-05,-0.000309072
758.4000244,-3.90E-05,-2.32E-05,-4.00E-05,0.000340094,0.000650458,0.001273565,0.00109501,0.00120729,0.000341233,0.000592364,-0.000167502,0.000236429,-0.00025128
757.5999756,-1.79E-05,0.000455288,0.000695388,-5.80E-05,0.00067615,0.001157583,0.000816226,0.001086446,0.000573027,0.000511834,0.000476123,9.62E-05,-0.000600036
756.7999878,-0.000248331,-0.000166674,0.000883921,0.000224515,0.000338021,0.001137105,0.00115029,8.15E-06,3.94E-05,0.000595345,-0.000572634,0.00042922,-0.00027477
756,3.55E-06,0.00096452,0.001173909,9.04E-05,0.000558175,0.00113617,0.001099188,0.000374058,0.000447488,0.000268236,0.000396443,0.000378074,0.000352451
755.2000122,-0.001278178,-0.000431925,0.000188776,-0.000976614,-0.000268717,0.000634618,-1.06E-05,0.000263314,0.000230239,-0.000585405,-0.000641446,0.000124374,-0.000747564
754.4000244,0.000248965,-0.000180439,0.000349187,0.000252462,0.000174481,0.000749346,0.000932481,0.000534615,0.000301132,0.00047265,7.15E-05,0.000189371,0.000347062
753.5999756,-0.000374253,0.000156897,-0.000233791,0.000421265,0.000510201,0.001043733,0.000179505,6.86E-05,-0.000243208,-0.000288067,-0.000319419,-4.25E-05,1.37E-05
752.7999878,0.000289968,0.000157493,0.001012856,0.000682191,0.00036385,0.00112745,0.000730287,0.000857464,-0.000229444,0.00058661,0.000126342,0.000432692,-9.75E-05
752,-0.000539491,-0.000346216,-0.000111451,-0.000879904,-5.16E-05,-0.000229393,0.00051256,-0.00021656,-0.0007825,-0.000450389,-0.000126667,0.000233943,-0.000630849
751.2000122,0.000185927,0.000127559,0.000300614,0.000140609,0.000690384,0.001445312,0.00092392,0.000255906,-0.00011761,4.14E-06,0.000148792,-9.81E-05,-6.18E-05
750.4000244,0.000267329,-4.59E-05,0.000389966,7.96E-05,0.000605947,0.000771699,0.001064336,0.000256062,3.82E-05,-5.14E-05,-0.000199638,0.000195302,3.13E-06
749.5999756,-9.34E-05,0.000360353,0.000166427,-0.000338508,-7.42E-05,0.000712993,0.000746883,7.35E-05,0.000194214,-0.000162947,-0.000334835,-0.000461457,-0.000225977
748.7999878,0.000492319,0.000151615,0.001046665,0.000445882,0.000373203,0.000954765,0.000861303,0.000289864,0.000283622,2.42E-05,0.000231042,0.000698836,0.000101899
748,0.00032784,0.000547289,0.000758551,0.000253161,0.000617897,0.001186186,0.001136222,0.000636925,0.000424763,0.000480632,0.000577434,0.000479155,-0.000315798
747.2000122,-0.000147887,0.000488795,0.000368695,0.000362658,6.34E-05,0.000912351,0.00064561,5.38E-05,-0.000503708,-6.36E-05,-6.78E-05,-0.000460836,-2.17E-05
746.4000244,-0.000129825,0.000320561,0.00113277,0.000397195,0.000804686,0.001323883,0.000916553,0.000718619,0.000912143,0.000577615,0.000362037,0.000549881,0.000276628
745.5999756,0.000195613,0.000518132,0.001547057,0.000716363,0.001060703,0.001568646,0.001218789,0.001339176,0.000386831,0.000291988,0.000804971,0.000944778,0.000686287
744.7999878,-0.000258265,-0.000185977,0.000404113,-2.34E-05,0.000420125,0.000789955,0.000648954,-0.000149957,6.17E-05,-0.000102341,0.00030779,-8.26E-05,-0.00027715
744,1.87E-05,0.000302997,0.000694143,-0.000255678,0.000912532,0.001300385,0.000692199,0.000438497,0.00052189,3.65E-05,0.000242852,0.000297376,0.000364809
743.2000122,-0.000541869,0.000202812,0.000522201,0.000158632,0.000215217,0.001023572,0.00078132,0.00048838,-4.15E-05,-0.000314452,0.000563541,-6.94E-05,-0.000140435
742.4000244,0.000113577,1.44E-05,0.000265127,-8.65E-06,0.000539073,0.001038076,0.001152574,0.000537466,-0.000119214,4.66E-05,0.000345068,-0.000470662,0.000422017
741.5999756,-4.48E-05,-6.80E-05,0.000293309,0.000423001,0.000632337,0.001370181,0.000958916,0.000560949,0.000424582,0.000448395,0.000129138,5.10E-05,0.000307764
740.7999878,0.000458113,0.000770454,0.000637988,0.000346492,0.000546978,0.000910198,0.000733632,0.000529665,0.000252643,-0.000132412,0.000288724,-0.000177697,0.00028142
740,0.000197089,-0.000477541,0.000683669,-8.32E-05,0.000246815,0.000921015,0.000888201,0.000804297,0.000326752,0.00039165,-0.00029024,0.000123079,-0.000228565
739.2000122,-0.000133551,-6.85E-05,0.00063257,-7.67E-05,0.000548507,0.000751446,0.000731584,0.000488717,0.000330508,-0.000421116,0.000488303,2.11E-05,0.000133592
738.4000244,-0.000154822,-4.67E-05,-0.000119163,-0.000206728,0.00015467,0.001161191,0.000541432,0.000731169,-0.000115954,-0.000114453,1.86E-05,0.000149258,-0.000118335
737.5999756,-0.000568343,-0.000396858,0.000234487,-0.000562035,3.39E-05,0.000930535,0.000145892,0.000437175,-0.000210091,-0.000315073,-0.000339957,1.61E-05,-0.000292516
736.7999878,9.45E-05,0.000417819,0.000736407,0.000287455,0.000290745,0.001021029,0.000775485,0.000414943,2.07E-05,0.000170544,0.000252954,1.87E-05,0.000333125
736,-0.000352683,-0.000670395,-0.000268613,-8.30E-05,0.000140247,0.001120884,0.000364239,3.25E-05,-0.000170555,-0.000147835,-7.87E-05,-0.000106378,-0.000146076
735.2000122,-0.000140228,-0.000100633,0.000242101,-0.000241294,0.000107129,0.000748879,0.000774292,0.00038367,-0.000319212,-0.000223804,-0.000385168,-0.000208694,-0.000645582
734.4000244,3.51E-05,6.99E-05,0.000582359,0.000209986,0.000723727,0.001293453,0.00100092,0.000663291,0.000305122,0.000454822,9.30E-05,0.000340223,0.000178339
733.5999756,9.74E-05,0.000176552,0.000859747,0.000235341,0.000645895,0.001261415,0.001356158,0.000659168,0.000163604,0.000369472,0.000164744,0.000397557,0.0004386
732.7999878,9.32E-07,0.000157881,0.000464928,-6.20E-05,0.000298646,0.000893363,0.000693806,0.000226251,-0.000111037,-1.08E-05,8.44E-05,0.000100138,-0.000127703
732,-0.000446459,0.000154489,0.000542365,-2.95E-05,0.000300329,0.001337021,0.000777689,-0.000132309,-0.000487056,-0.000365925,-0.000453079,-9.73E-05,-0.000351079
731.2000122,-0.000529253,-0.000219458,0.000567895,3.55E-05,0.000149932,0.001071862,0.000407248,-4.68E-05,-0.000867297,-0.000674685,-0.000359356,-0.000171901,-0.000515756
730.4000244,-0.000148405,0.000318359,0.000308593,-8.35E-05,0.000167048,0.00097181,0.000657198,6.34E-05,-0.000163362,-0.000448321,2.47E-05,0.000114794,-0.000378805
729.5999756,9.12E-05,0.000224878,0.000625441,0.000340793,0.000421965,0.001039451,0.000846286,0.000369084,0.000431811,-0.00043777,-0.000273322,0.000177562,-1.47E-05
728.7999878,0.000100009,2.06E-05,0.000311183,0.000410772,0.000625934,0.00150991,0.000811065,0.000777611,5.68E-05,0.000454614,0.000438833,0.0001837,0.000130019
728,-0.000358166,0.000170544,0.000412948,0.000114302,0.000258497,0.001353718,0.000495352,0.000374991,0.000116011,0.000509165,-4.71E-06,0.000588606,-1.52E-05
727.2000122,0.000329084,-0.000141884,0.000655591,0.000481824,0.000716363,0.001352263,0.00105227,0.000536611,0.000314758,0.000111842,0.000133074,0.000163009,0.000164174
726.4000244,0.000149983,0.000663939,0.000672546,0.00038551,0.000871159,0.00142134,0.001397733,0.000456454,0.000202165,0.000181628,0.00048895,0.000444249,2.96E-05
725.5999756,0.000228789,0.000231508,0.000505588,0.000384421,0.000519972,0.001568386,0.00101161,0.000481435,0.000144312,0.00063187,0.00036328,0.000521579,0.000100346
724.7999878,6.25E-05,0.000330793,0.000423882,-0.000181733,0.000349705,0.001289351,0.000761041,0.000252876,-0.000193739,0.000336389,0.000391883,7.95E-05,-0.000139141
724,5.81E-05,0.000239097,0.00068022,5.83E-05,0.000856764,0.00144765,0.001226447,0.000770506,0.000351363,0.000326752,0.0003467,0.000268624,0.000139367
723.2000122,-5.60E-05,-6.94E-05,0.000305536,-5.65E-05,9.76E-05,0.001185485,0.000604988,0.000313696,-0.000322419,-0.000237723,-4.15E-05,0.000175775,-0.00027565
722.4000244,-0.000426288,0.000144934,0.00086439,4.18E-05,0.000540084,0.001502974,0.001133315,0.000535808,-2.00E-05,0.00032955,0.000197166,0.000785443,3.96E-05
721.5999756,-0.000334887,6.30E-05,0.0005377,-0.000289516,0.000537207,0.001472376,0.001087743,0.000654891,0.000150165,0.000107181,1.14E-05,4.39E-05,-8.30E-05
720.7999878,-0.000168744,-8.33E-05,0.000392479,1.87E-05,0.000205816,0.001109958,0.001021703,0.000441062,-0.000230841,-0.000257127,-0.000227737,0.000376571,0.000137088
720,0.000207552,0.000294268,0.000678587,0.000168809,0.000525026,0.001480896,0.001056811,0.000554572,4.58E-05,0.000414943,0.000333954,-3.59E-05,0.000295123
719.2000122,-6.11E-05,7.13E-05,0.000405408,0.000164019,0.000493745,0.001339981,0.001119482,0.0007153,-0.000325575,0.000134524,-1.33E-05,9.96E-05,-0.00014147
718.4000244,0.000212343,0.000271447,0.000724012,0.00048071,0.000430593,0.001502143,0.001075962,0.00073091,0.00019108,0.000405408,0.000480761,0.000492345,-6.60E-05
717.5999756,-0.000399651,-0.000169986,0.000378488,2.96E-05,0.00044101,0.001623934,0.000914426,0.000455314,-0.0001911,-2.08E-05,-6.60E-05,0.000167851,-4.33E-05
716.7999878,-0.00046456,-1.58E-05,0.000425333,0.000172616,0.000223091,0.001304773,0.000991165,0.000324602,-0.000255989,4.79E-05,-0.000223856,2.06E-05,-0.000461405
716,0.000516318,0.000877955,0.000861044,0.000601074,0.000922779,0.00190763,0.001529211,0.00102313,0.000440984,0.000910224,0.000404812,0.000816538,0.000551333
715.2000122,0.000540628,0.000202631,0.000901845,0.000267847,0.000910613,0.00181035,0.001559579,0.000836015,-4.36E-05,0.000447281,0.000317892,0.000585236,0.000274892
714.4000244,-0.000581889,-0.000173298,8.11E-05,8.41E-05,0.000647347,0.000943818,0.000577149,0.000181058,-0.000212058,7.20E-05,-0.000137899,6.80E-05,-0.000365667
713.5999756,-0.000161654,0.000167307,0.00026075,0.000197866,0.000696191,0.001479597,0.001030733,0.000503489,-0.000135984,-2.52E-05,-0.000111502,0.000231819,-2.94E-05
712.7999878,0.000247152,0.00048299,0.000637107,4.26E-05,0.000731169,0.001510611,0.000677524,0.000518158,-5.56E-05,0.0006004,0.000186186,0.000440699,0.000110288
712,0.00013745,0.000824837,0.001054527,0.000500327,0.00083407,0.001769697,0.001431599,0.001093011,0.000528265,0.000851162,0.000683513,0.000865323,0.00059563
711.2000122,-6.20E-05,0.000252203,0.000644806,1.58E-05,0.000814904,0.001544927,0.000973834,0.000854689,6.67E-05,0.000110262,0.000488121,0.000380146,0.000265076
710.4000244,-0.000188098,0.000131624,0.000465705,9.71E-05,0.000658028,0.001747578,0.001001336,0.000695076,-0.000349941,0.000213767,-0.000120508,0.000462336,-3.83E-05
709.5999756,-0.000133758,0.000318333,0.000873935,0.00019266,0.000446011,0.001453779,0.000816719,0.000771543,3.38E-05,0.000257719,0.000298671,0.000456972,-7.82E-05
708.7999878,-0.000122579,0.000407792,0.000595682,0.000346907,0.00104516,0.001890601,0.001558462,0.000812025,0.000462025,0.000443083,0.000574712,0.00048001,0.000584432
708,-7.25E-06,7.11E-05,0.000646699,0.000354783,0.000572198,0.001528457,0.001057174,0.000759459,-0.000236482,0.000358254,-5.15E-05,9.09E-05,0.000223816
707.2000122,-9.35E-05,0.000167489,0.000351467,0.000465187,0.000607321,0.001492065,0.001122389,0.000626633,-9.60E-05,0.000137373,0.000294864,0.000460056,0.000329602
706.4000244,-0.000232549,5.17E-05,0.000546589,-0.000187995,0.000600244,0.001788177,0.000915567,0.000645973,-0.000581372,0.000218843,4.18E-05,-2.88E-05,-0.000198862
705.5999756,0.000201491,0.000127585,0.000718645,0.000494859,0.000775277,0.001845131,0.001427184,0.000838686,5.27E-05,0.000368073,0.000286834,0.000336441,4.05E-05
704.7999878,4.31E-05,0.000468115,0.000895646,0.000406937,0.001090572,0.001758079,0.001377971,0.000862133,0.000282767,0.000209675,0.000359316,0.000662254,0.000487136
704,-0.000247348,0.000110495,-0.000117144,0.000175957,0.000481746,0.001449468,0.000729172,0.00056183,-0.000325265,0.000123649,-2.39E-05,0.000375509,-0.000206521
703.2000122,-0.000177697,0.000359342,0.000680194,0.000440906,0.000913855,0.001536147,0.001469701,0.001125815,0.000427458,0.000517639,0.000303982,4.96E-05,0.000472806
702.4000244,-0.000180595,4.91E-05,0.000437667,0.000164355,0.000301262,0.001529834,0.000867035,0.000636562,-0.000292465,3.42E-05,-0.000252108,0.000133411,4.39E-05
701.5999756,0.000136829,0.000749994,0.000459097,0.000517121,0.000491594,0.001976536,0.001306435,0.000852277,0.00019323,0.000687298,0.000385561,0.000455729,0.000178003
700.7999878,0.000326856,0.000168214,0.000428391,0.000197296,0.000867372,0.001751919,0.001287975,0.000941457,-0.000186391,0.000376053,0.000653906,0.000200507,0.000134162
700,-0.000643101,4.77E-05,0.000282456,0.000255311,0.000267433,0.001814171,0.000897643,0.000598093,-0.000378133,-8.24E-05,6.78E-05,-6.27E-05,-7.11E-05
699.2000122,0.000242775,0.000801496,0.000945504,0.000661294,0.001049493,0.001746877,0.001554799,0.000798461,7.56E-05,0.000277975,0.000830439,0.000532697,0.000260284
698.4000244,-0.000213248,0.000133333,0.00030507,0.000160523,0.000518702,0.001723278,0.000878266,0.000434299,-0.000387754,-9.04E-05,0.00040077,0.000116761,-0.000166984
697.5999756,2.27E-05,0.000250545,0.000860317,0.000883869,0.001009794,0.001856674,0.00139911,0.000849191,-0.000134845,0.000154437,0.000472184,0.000174765,0.00049105
696.7999878,4.89E-05,0.000592572,0.000657483,0.000794234,0.000918654,0.002034425,0.001301268,0.000868799,-2.16E-05,0.000637832,0.000428391,0.000537648,0.000507662
696,-0.000199897,0.000445674,0.000875284,0.000479232,0.00071893,0.002307615,0.001107441,0.000501623,-7.48E-05,0.000315846,0.000214207,0.0004698,0.000293568
695.2000122,0.000274659,0.000669591,0.001443182,0.000697954,0.00078176,0.002011617,0.001567113,0.001068852,1.82E-05,0.000342114,0.000631403,0.000696321,0.000334265
694.4000244,0.000190433,0.000680402,0.000548248,0.000242516,0.000501364,0.001939118,0.001292986,0.000720823,-3.54E-05,-1.12E-05,-1.18E-05,-6.02E-05,-0.000178111
693.5999756,-0.000494503,0.000304526,0.000563696,0.000372426,0.000926385,0.001633964,0.000555661,0.000540058,-7.54E-05,0.000297791,2.26E-05,0.000227235,-0.000526357
692.7999878,-0.000115177,-9.48E-05,0.00027023,1.12E-05,0.00058845,0.001850902,0.000933052,0.000404579,-0.000340578,0.000257927,8.77E-05,0.000108113,-0.000152907
692,6.23E-05,0.000566029,0.000741256,0.000680713,0.000902753,0.001714468,0.00102736,0.000700521,-0.000486746,0.000534745,2.85E-05,0.00054506,-0.000212213
691.2000122,-8.66E-05,0.000343928,0.000270334,-0.000320195,0.000527954,0.002071409,0.000891158,0.000236351,-0.00037265,8.80E-07,0.000334083,0.000107336,-0.000338508
690.4000244,-0.00014561,0.000593271,0.000652687,0.00037056,0.000904491,0.00236888,0.00145461,0.000872378,-2.59E-05,0.000796568,0.000598585,0.000521553,-4.45E-06
689.5999756,-0.000140072,0.000517328,0.000806216,0.000206904,0.000371623,0.001988264,0.001194181,0.000621164,-0.000333283,5.04E-05,-9.44E-05,0.000436812,-0.00021687
688.7999878,-0.000155599,0.000578859,0.000761508,0.000410357,0.000736277,0.001953445,0.001211131,0.00096286,1.21E-05,-1.22E-05,0.000275566,0.000463788,0.000659791
688,0.000126497,0.000442073,0.000937618,0.000466612,0.000724972,0.001901937,0.00140272,0.000739052,-8.03E-05,0.000595449,0.000617327,0.000682424,0.000219491
687.2000122,-0.000155961,0.000232933,0.000798876,0.000546667,0.000890354,0.0020525,0.001076688,0.001020795,-0.000279944,0.000134239,4.82E-05,0.000391495,0.000253601
686.4000244,-1.24E-05,0.000160574,0.00060421,0.00038836,0.00064548,0.001908306,0.001458298,0.000703296,-0.000252211,0.000121034,-0.000124545,0.000493952,-0.000136191
685.5999756,6.94E-05,0.000327762,0.000741697,0.000193308,0.000727772,0.001989122,0.000956218,0.000811662,-0.000266337,-4.19E-06,0.000379421,0.000218092,3.37E-05
684.7999878,-0.000171383,0.000697358,0.001013349,0.000560793,0.000614579,0.002572099,0.001432196,0.000770039,6.27E-05,0.000333203,0.000552966,0.000531142,0.000134395
684,-1.26E-05,0.000544075,0.000891651,0.000651209,0.000788788,0.002169893,0.001235325,0.000949577,5.80E-05,0.000228193,0.000571887,0.000381597,0.000478844
683.2000122,-0.000460164,0.000488199,0.000464176,0.000371648,0.000679676,0.002134461,0.001428197,0.000537389,-0.000249624,3.81E-05,-0.000213145,0.000504059,5.84E-05
682.4000244,-0.000108345,0.000812103,0.000979801,0.00037968,0.000874428,0.002194947,0.001729931,0.000817964,0.000490091,0.000644002,0.000485789,0.000503722,0.000123053
681.5999756,-6.70E-05,0.000332555,0.000954169,0.000285538,0.000978711,0.002062228,0.001484012,0.000891495,7.75E-05,0.000404734,0.000272017,0.000565692,3.74E-05
680.7999878,0.000144856,0.000581529,0.001018616,0.000626011,0.001056058,0.002382493,0.001170768,0.000848698,-5.26E-05,0.000480165,0.000278337,0.000609032,0.00047804
680,-0.000295879,0.00039678,0.000723235,0.00047633,0.000762908,0.00229096,0.00148261,0.000728446,-3.41E-05,0.000378151,0.000220527,0.000331726,0.000206464
679.2000122,0.000191598,0.000339912,0.000778856,0.000498669,0.000950692,0.002299392,0.001442923,0.000971966,-0.000134741,0.000142396,0.000521812,0.000442306,0.000302505
678.4000244,-2.10E-05,0.000284502,0.000796698,8.59E-05,0.000626374,0.00203107,0.001090157,0.000296573,-6.97E-05,-0.000262353,-0.000125736,9.89E-05,-1.18E-05
677.5999756,0.000511031,0.00067265,0.001104482,0.000641099,0.000681568,0.002505051,0.001415835,0.000984964,0.000386598,0.000354809,0.000623912,0.000836456,0.000542624
676.7999878,-0.000102186,0.000368565,0.000458475,0.000418856,0.001004527,0.002196326,0.00121461,0.00046555,0.000196674,0.000428495,0.000273986,0.000293983,0.00017707
676,-0.000455509,8.39E-06,0.000733114,9.54E-05,0.000659454,0.002091879,0.001203941,0.000704099,-9.97E-05,-0.000121751,9.43E-05,0.000413103,-3.49E-05
675.2000122,-0.000143643,0.000397609,0.00072562,0.000382919,0.000721445,0.002390614,0.001285586,0.000585832,-0.00018577,8.18E-05,0.000291988,0.00030178,1.14E-05
674.4000244,-8.00E-05,0.000255311,0.000564059,0.000365638,0.00030393,0.002491565,0.001075183,0.000646932,-0.000330438,0.000241221,5.00E-05,0.000120982,-0.000120146
673.5999756,0.000254974,0.000537751,0.000834018,0.000536689,0.001009327,0.002280916,0.001344344,0.001039607,3.81E-05,0.000577149,0.000394267,0.000581374,0.000262252
672.7999878,-6.68E-05,0.000508465,0.000549078,9.21E-05,0.000553199,0.002455899,0.001275876,0.000739207,-0.00029055,0.000325949,5.22E-05,0.0004762,-0.00038853
672,-0.000140849,0.000468919,0.000913285,0.000374006,0.000936191,0.002348657,0.001232703,0.000811584,-0.000139296,0.000376312,0.000549648,0.000310095,6.08E-05
671.2000122,0.000186497,0.000242671,0.000604003,0.000409528,0.00073524,0.002502292,0.001364442,0.000677342,-0.000212938,0.000498954,0.000273338,0.000514996,0.000241609
670.4000244,-0.00016833,0.000327374,0.000741437,0.000298671,0.000628111,0.002591889,0.001599511,0.000844185,-5.68E-05,0.000124711,0.000450805,0.000843277,0.000118729
669.5999756,-5.83E-05,0.000303205,0.000934401,0.000144494,0.000631326,0.002620171,0.001478402,0.000666091,-8.77E-05,0.000358332,1.14E-05,0.000457387,-2.49E-05
668.7999878,0.00019784,0.000492268,0.000933337,0.000611261,0.000858268,0.002770176,0.001614346,0.000757618,-0.00015446,0.000575878,0.000728887,0.000946308,0.000245183
668,-0.000228409,0.000266345,0.000679676,0.000620438,0.001062286,0.002601941,0.001414874,0.000783783,-1.42E-05,0.000290149,0.000229125,0.000869058,0.000229747
667.2000122,-0.000293913,0.000186652,0.000571057,0.000282067,0.000618079,0.002277012,0.001248824,0.000631377,-0.000147732,0.000184917,8.40E-05,1.31E-05,3.57E-05
666.4000244,-0.000484108,0.000218558,0.000418907,-6.18E-05,0.000664768,0.002382467,0.001235585,0.000230964,-0.000464353,-0.000250814,-0.000107051,-8.54E-06,-0.000215266
665.5999756,-0.000142557,0.000319317,0.000757722,0.000389577,0.000736562,0.002278704,0.00123099,0.000759381,-0.000280099,0.00010687,-0.000132568,0.000358254,0.000227209
664.7999878,-0.000177697,0.000227131,0.000482213,0.000370353,0.000681568,0.002228562,0.001153845,0.00056297,-0.000148198,-0.000106896,-4.66E-06,6.09E-05,-0.000429495
664,-0.000130653,0.00047944,0.00099651,0.000537803,0.000969657,0.002751367,0.001433884,0.000923505,5.41E-05,0.000351777,0.000461792,0.000469281,3.67E-05
663.2000122,-3.50E-05,0.000184813,0.00073358,0.00016868,0.000555506,0.00238585,0.001348914,0.000680843,-0.000227685,0.000244303,0.000333177,0.000133851,-0.000349682
662.4000244,3.55E-06,0.000270929,0.00048496,0.000525078,0.000445882,0.00210759,0.001409965,0.000583395,-0.000181785,1.92E-06,-2.21E-05,0.000239952,-0.000277047
661.5999756,1.74E-05,0.000531531,0.000744678,0.000657406,0.000741048,0.002600561,0.001649684,0.000936632,6.61E-05,0.000562452,0.000416083,0.000186134,0.00021804
660.7999878,1.76E-05,0.000519816,0.000859098,0.000354627,0.000802844,0.002452879,0.001250226,0.000845559,4.24E-05,0.000427018,0.000137761,0.00043334,0.000224774
660,-0.000121078,0.000627748,0.000663394,0.000282404,0.000871263,0.002656059,0.001498403,0.000648202,-5.68E-05,0.000543531,0.000461663,0.000439378,0.000204884
659.2000122,-3.93E-05,0.000341829,0.000894375,0.000309603,0.000864831,0.002617931,0.001358911,0.000513622,0.000113965,0.000347736,0.000351959,0.000481617,-9.51E-05
658.4000244,-9.12E-05,0.000649939,0.000845767,0.000611935,0.000792989,0.002598816,0.001554461,0.00083464,-0.000284808,0.000196389,0.000289787,7.48E-05,8.15E-06
657.5999756,-0.000308658,0.000269582,0.000507532,0.000117305,0.000415824,0.002414405,0.000851499,0.000605584,-0.000453182,4.71E-05,0.000208147,0.000308619,-0.000133344
656.7999878,-0.00033437,0.000624637,0.000792056,0.000432537,0.000832799,0.002515284,0.001487883,0.000864675,-0.000129411,0.000309732,0.000311624,0.000542831,0.000226794
656,-0.000177231,0.000507195,0.00067392,0.000645506,0.001156519,0.002765122,0.001384256,0.000677576,-0.000228047,0.000325794,0.000453837,0.00055802,0.000127999
655.2000122,-0.000182147,0.000417275,0.000775277,0.00044399,0.00077437,0.002604962,0.001353068,0.000605118,-0.000351855,0.000248551,0.000172072,0.000420436,8.80E-05
654.4000244,0.000400744,0.000704359,0.000819779,0.000352762,0.001204045,0.002886408,0.001488922,0.000896527,1.58E-05,0.000644339,0.000464435,0.000506314,0.000242826
653.5999756,0.000250597,0.000537233,0.000663368,0.000378773,0.000791563,0.00276619,0.001444585,0.000748335,-6.16E-05,0.000466223,0.000318411,0.000474024,8.91E-05
