wavelength,DOMBlank1,DOM11188,DOM11392,DOM11339,DOM11372,DOM11381,DOM11382,DOM11385,DOMBlank2,DOM11389,DOM11393,DOM11394,DOMBlank3
807.2000122,-0.002336693,-0.001189641,-0.001343318,-0.000765239,2.21E-05,0.000181395,0.00025544,0.000434869,-0.002167708,-0.00110749,-0.000964113,-0.000444855,-0.000563896
806.4000244,0.000912455,0.001461883,0.000521553,0.00051567,0.000716441,0.00134424,0.001569737,0.000979101,0.000888383,0.00057663,0.000848179,0.000954065,0.000979516
805.5999756,0.000912688,0.000460756,0.001636224,0.000924154,0.000843459,0.00267528,0.001569062,0.000971707,0.001183461,-3.11E-05,0.001083072,0.00117544,0.000703866
804.7999878,-0.000910903,-0.000107413,-0.000806685,-0.000192911,0.000111143,0.000592079,2.95E-05,-0.000683421,-5.36E-05,-0.000445476,-0.000977854,-0.00105094,-0.000658195
804,0.000272328,0.000388981,0.001333853,-0.000176558,0.001075858,0.001271125,0.00143069,0.001017292,0.000857335,0.000507584,0.000372581,0.000260077,0.001015787
803.2000122,-0.000465646,0.000586713,0.000216305,-1.54E-05,-0.000464146,0.001027516,0.000635629,0.000787803,0.000342114,8.79E-05,0.000486851,0.001124984,-0.000324437
802.4000244,4.17E-05,0.000910742,-0.000509344,-0.000461715,-7.89E-05,0.001030629,0.000916164,0.001019083,-0.000277771,0.000139936,-7.12E-05,-0.000506655,-0.001194598
801.5999756,0.000876114,0.001429703,0.001551785,0.001447676,0.001667328,0.002385798,0.00116524,0.000480761,-0.00023555,0.000460082,0.000837104,0.001378958,0.001597926
800.7999878,7.26E-05,0.000136907,0.000774162,9.77E-05,-2.26E-05,0.001177673,0.000852303,0.000968282,8.72E-05,0.000867113,-0.000427426,0.000767913,0.000132634
800,0.000682528,-0.000727666,0.000116684,-0.000905995,0.000492475,0.001614684,0.00187313,0.000156664,0.000480036,0.000430308,-0.000546988,0.000900989,0.000878811
799.2000122,0.000218377,-0.000166622,3.18E-05,0.000557605,0.000389785,0.00143765,0.002114665,-0.000121026,5.17E-05,0.000971343,0.000725076,0.000377918,0.000699406
798.4000244,0.000643199,0.000988674,0.000668035,0.000609654,0.001022222,0.001477986,0.002607774,0.001196102,0.000197166,0.000428132,0.001425236,0.001061067,0.000528991
797.5999756,-0.000153477,2.21E-05,0.000400459,0.001453493,0.000797943,0.001224474,0.001612138,0.000665494,8.66E-05,0.001230626,0.001036104,0.000782824,0.000484597
796.7999878,0.000451608,0.000322996,0.001063688,0.000202968,0.000940004,0.000919095,0.001082813,0.0010127,0.000453578,0.000910172,0.000550944,0.000641488,0.001353743
796,-0.000751957,-0.000904859,0.000396391,-0.000482557,-0.000210454,-0.000117092,0.000936191,-0.000484263,-0.000881867,-0.000907183,-0.00076126,0.00011658,-0.000301001
795.2000122,7.66E-05,-0.000445631,0.00034556,0.000813581,0.001116783,0.001600316,0.000598974,0.001125919,-0.000355786,0.000409735,0.00022423,-0.000655094,-0.000580596
794.4000244,4.74E-05,0.000706148,0.00024552,-0.000268665,0.001084474,0.001044693,0.001372933,0.002020901,-0.000600915,-0.000478213,6.91E-05,0.000381649,-2.87E-05
793.5999756,-0.000627385,-0.000216819,0.000149414,-9.62E-05,0.000250441,0.000686987,0.001229277,0.000341518,-0.000444855,-3.60E-05,-0.000181371,-0.001308994,-0.000568084
792.7999878,-4.74E-05,0.000332943,0.000826341,0.00069518,0.000229721,0.001365507,0.000548793,0.000818405,0.000383981,0.000140532,-0.00034663,0.000374239,-3.83E-05
792,5.85E-05,0.000899329,0.000211695,-0.000100167,0.000133773,0.002101399,0.001705866,0.001017344,0.000193774,0.000929757,0.000636977,0.00063931,0.000456325
791.2000122,0.000632725,-0.000193429,-0.000277047,0.000657509,0.000898291,0.001048559,0.000711541,0.000558616,0.000110703,0.000269971,3.29E-05,-0.000177748,0.00111777
790.4000244,-0.000133758,0.000837519,0.001017552,0.000819572,0.000645947,0.001279615,0.001204642,0.001215363,0.001207342,-8.83E-05,5.15E-06,0.000427225,0.001036986
789.5999756,-1.56E-05,-0.000166518,0.002012657,0.000431656,0.000514348,0.001301891,0.001149225,0.001123972,-0.000271925,0.000840165,0.000461093,0.001331309,0.00032411
788.7999878,0.000460808,0.0011152,0.000318462,0.00122463,0.001244982,0.00112296,0.000125513,0.000845923,0.0001099,-0.000234205,-0.000416978,0.000758137,0.000488665
788,0.000846701,0.000548352,0.00050678,0.000614527,0.000793041,0.001383009,0.000927941,0.000277586,0.000828753,0.00067825,6.31E-05,0.001324869,0.000781968
787.2000122,0.000408647,0.000282016,-0.000211126,0.000157027,0.000660102,0.000588295,0.001383269,0.000699769,0.000618753,0.000621034,-0.000519738,0.000348617,-0.00054947
786.4000244,0.000510175,0.001553396,0.00147196,0.000674724,0.000842006,0.00077271,0.001129993,0.000639181,0.000790993,0.00061839,0.000864675,0.001317002,0.000954039
785.5999756,0.000458346,0.000483612,0.000744341,0.000905114,0.001449052,0.00113521,0.000653413,0.001003204,0.000347011,-0.000187426,0.001358651,0.000282223,0.000364135
784.7999878,-0.00020502,0.000316753,-0.000556554,0.000362373,-0.000122268,-0.000880937,0.000112178,-0.000267527,-0.000741517,-0.000420185,-0.000455096,-0.000311866,0.000175491
784,4.09E-05,-0.000519997,0.000853444,0.000733866,0.000946671,0.001109231,0.001427002,0.000707444,-1.24E-05,0.00016754,0.00044982,0.000276783,0.000562867
783.2000122,0.000561415,0.00115805,0.000559627,0.000991969,0.000907344,0.001594081,0.001228524,0.000754325,0.000350171,0.00111982,-0.00013795,0.00090309,0.000692717
782.4000244,0.000100346,-0.000953885,-2.75E-05,0.000126756,0.000143302,0.000537907,0.000858113,-0.000170503,0.000632751,0.000111738,-0.000102859,-0.000747513,-5.60E-05
781.5999756,-0.000630073,-0.000570204,-0.000146179,-0.001068706,-0.001066072,-0.000179663,-0.000176765,-0.000869519,-0.001411801,-0.001223458,-0.000934151,-0.001114048,-0.001613216
780.7999878,0.00059226,0.000706251,0.000759537,0.00100515,0.000789074,0.001920605,0.001705944,0.001284807,3.76E-05,0.000715456,0.000891106,0.001230081,0.001217154
780,-5.99E-05,-0.000434874,-0.000185459,-0.000458819,0.000180074,0.00102518,0.000139781,-0.000419357,-0.001067828,-0.000523616,9.62E-05,-0.000600915,6.55E-05
779.2000122,0.000231146,0.000720564,0.001349745,0.000788866,0.001095477,0.001171391,0.001168043,0.001212819,9.50E-06,0.000915386,0.00088929,0.000329472,0.000300252
