wavelength (nm),DOMBlank1,DOMSTD12,DOM12158,DOM12236,DOM12251,DOM12307,DOM12335,DOM12444,DOM12501,DOM12558,DOMBlank2,DOM12640,DOM12749,DOM12748,DOM12850,DOM12905,DOM13193,DOM13186,DOM13286,DOM13327,DOMBlank3,DOM13372,DOM13375,DOM13414,DOM13429,DOM13431,DOM13436,DOMBlank4
780.7999878,-0.000117713,0.000490428,0.000851888,0.000597574,-0.000511878,0.001337463,0.000149258,0.001985559,0.002237487,0.000617975,0.00097111,0.002538951,0.001046146,0.002087535,0.000565433,0.001132459,0.003436566,0.001620998,0.001045679,0.001861405,0.002425337,0.001020069,0.000362969,0.000363617,0.001395111,0.003791897,0.001853242,0.001482947
780,-0.00112861,-9.39E-05,-0.000993454,-0.001559106,-0.002966576,-0.000836295,-0.001643802,4.31E-05,-0.00052253,0.000688361,0.000507221,0.000370172,-0.000116368,0.00079286,0.000214855,0.001341124,0.001094309,0.000867398,-0.001278488,0.000414736,0.001455363,-0.00082348,-0.002279222,0.000443394,0.000164821,0.000866854,-9.60E-05,0.001583065
779.2000122,-0.00067024,9.79E-05,0.000975806,-0.000422098,-0.001300271,0.000655383,-0.001782675,0.000712941,0.001122337,-8.08E-05,-0.001503543,0.001281328,0.001405265,0.001303656,0.001180943,-0.000129876,0.001080892,0.002333614,-0.000103221,0.001912232,0.000444871,0.000825796,-0.001494669,-7.69E-05,0.001715248,0.00221191,0.001027334,0.001369661
778.4000244,-5.58E-05,0.001997547,0.001869594,-0.000175264,-0.000340164,0.001986834,-0.001183188,0.001910985,0.00156093,0.00062106,0.001782667,0.002457851,0.001476688,0.002121559,0.002848572,0.002312638,0.002511508,0.00329752,0.00168201,0.002251355,0.003309727,0.001623181,0.001207887,0.000450494,0.001784642,0.003825087,0.001149173,0.001498481
777.5999756,-0.001164084,0.000408206,0.001203993,-0.000532769,-0.000664554,0.000575438,-0.001506433,0.000281705,0.002520986,-0.000132619,0.000170959,0.002437963,0.000851395,0.001064596,0.002329762,0.001451,0.001853658,0.001161995,6.31E-05,0.001845001,0.001640849,-0.000424529,-0.000168071,4.31E-05,0.00097469,0.003455848,0.00071403,0.000790085
776.7999878,0.000245313,0.001024532,0.000146721,0.000259766,-0.000581992,0.001038206,-0.001122878,0.000994071,0.000754325,-2.28E-05,0.000819053,0.001540849,0.001936283,0.001055643,0.003013879,0.001474324,0.002479303,0.001504715,-0.000266492,0.001199269,0.001277979,0.001634457,-0.000520669,0.001162618,0.001439209,0.002587723,0.002226403,0.001500169
776,-0.000972482,0.000804322,-3.24E-05,-0.001563903,-0.001964437,0.000455988,-0.002176414,0.001499442,0.000375405,-0.000548591,-0.001085439,0.000997496,0.000809691,-0.000424116,0.000848801,9.97E-06,0.001928535,0.001597017,-0.000488504,0.001239634,-0.00035889,0.00119239,-0.001077486,-0.001117095,0.000486722,0.002483364,0.001086109,0.00088112
775.2000122,-0.000440149,0.000703736,0.001211625,0.00100297,-0.001380786,0.002043345,-0.001450812,0.00177292,0.00128125,0.000395277,0.000961122,0.002337414,0.001132381,0.002224737,0.002370702,0.001744746,0.001984675,0.002001214,0.000757073,0.002577567,-1.54E-05,0.001098825,-0.000298052,-0.000244864,0.00177973,0.001135028,0.000356104,0.001230055
774.4000244,-0.000277771,0.001040412,0.001555838,-0.000251073,-0.000460009,-0.001327421,-0.001544094,0.001287455,0.000223764,-0.000800433,-0.000277823,0.001412926,0.001192156,0.000994071,0.001420977,0.000779089,0.001110321,0.001714026,-0.001059049,0.001063298,-0.000535354,0.000196623,-0.000337112,-0.000171435,0.001212948,0.002469384,0.000667309,0.000893544
773.5999756,-0.000116471,0.001203396,0.000245313,0.000169483,-0.001846398,-0.0002608,-0.002587809,0.001372154,0.001121766,-0.000623146,-0.000269752,0.001541394,0.000253886,0.000681076,0.000279917,0.001830652,0.000920237,0.001481986,-0.000140072,0.001060158,0.000629666,0.000774266,-0.000968349,6.08E-05,0.000220579,0.001324428,0.000244199,0.00020939
772.7999878,-0.00090212,0.002221173,0.000538503,0.000976662,0.000321416,0.001191014,-0.001247412,0.001070979,0.00160411,0.000720279,-0.000388737,0.00285665,0.001541394,0.002455977,0.001547863,0.001582779,0.002269466,0.003350655,0.000354886,0.002340849,0.001370389,0.002023163,0.000204055,0.001600056,0.001840426,0.003185846,0.001410718,0.001549162
772,-0.000465439,0.002426509,0.001420691,0.000570046,-0.001041489,0.001611696,-0.000808132,0.001601044,0.001699915,0.001351017,0.001019861,0.002245969,0.001615594,0.002307303,0.001397708,0.001734713,0.002945773,0.002185945,-0.000488969,0.001826284,0.001451623,0.001272086,-0.000228047,-0.000277254,0.001575011,0.002861939,0.00123709,0.002493283
771.2000122,-0.001099744,0.00170176,0.001317366,0.000428236,-0.000777488,0.000986054,-0.002372326,0.002048625,0.000939433,0.000528525,-0.000322368,0.00145822,0.000945919,0.001655764,0.001062961,0.001201864,0.003022116,0.001878928,-3.78E-06,0.002407324,0.00204038,6.74E-05,-8.24E-05,5.79E-05,0.00316655,0.003411701,0.000418985,0.001707893
770.4000244,0.001028216,0.001430326,0.001677618,0.00040191,9.24E-06,0.001563684,-0.000108138,0.00194346,0.001175752,0.000591301,0.00228128,0.002463709,0.001597692,0.002688902,0.002845784,0.001328323,0.002648714,0.002337362,0.000496518,0.002637229,0.001766864,0.002989847,0.001283587,0.001025414,0.002592618,0.003010021,0.001336216,0.001814483
769.5999756,-1.43E-05,0.001820254,0.001529808,0.001104923,-0.000548126,0.000686883,-0.001332685,0.002117839,0.000747142,0.001144813,0.001511702,0.001648177,0.001712311,0.001641603,0.002152671,0.002707813,0.003331456,0.003791897,0.001165811,0.002402873,0.001060963,0.002701639,0.000588165,0.001858727,0.002342385,0.002765903,0.000843433,0.002043735
768.7999878,0.00055465,0.000977674,0.000889342,0.000799706,-0.000332456,0.001533237,-0.001351885,0.002027533,0.001524301,0.000326959,0.000520749,0.002525985,0.000767602,0.001507988,0.000554002,0.002160449,0.002161698,0.002452697,-0.000222666,0.001182968,0.001734324,0.000596719,0.000163501,0.000652972,0.001763797,0.002135996,-0.00018163,0.001376881
768,-0.001488272,0.001094724,0.001241997,0.000411005,-0.001906556,0.000309266,-0.002097077,0.002992401,0.001171002,0.001098799,0.000339109,0.001819058,0.000994719,0.001974091,0.000290874,0.001429054,0.0019497,0.003707299,-0.000284445,0.001537783,0.001862705,0.001254769,0.000193023,0.000241609,0.001731647,0.002866525,0.000737237,0.00148874
767.2000122,-0.001639109,0.001208639,9.29E-05,-0.000542697,-0.001971549,-0.000920048,-0.002914999,0.001572361,0.000131003,0.000532775,0.000464617,0.000808264,-0.000565964,0.001233482,0.000991061,-0.000130446,0.000583266,0.00200873,-0.001403803,0.000763634,0.000453293,0.000754273,-0.000522582,0.000167333,0.001396902,0.001304565,0.000556361,-2.03E-05
766.4000244,-0.000679596,0.00112213,0.000538892,-0.000499881,-0.001488633,0.0002507,-0.002247239,0.001869412,0.001006369,-0.000359459,-2.71E-05,0.001629442,-6.33E-05,0.001074119,0.001246644,0.001072251,0.001017889,0.000928564,-0.000928468,0.002129024,0.00056437,0.001615568,-0.000460009,-0.000273684,0.002397095,0.001564229,0.000873805,0.002009432
765.5999756,0.000346337,0.002173301,0.001386645,0.000266889,0.00074263,0.001593639,-0.000987823,0.002003529,0.001782017,0.001100797,0.001493961,0.002646813,0.002101321,0.001330919,0.00172741,0.002085298,0.003026261,0.001847523,0.00088776,0.002873822,0.001857532,0.002166303,-0.00015446,0.002408131,0.000994693,0.00328054,0.002337518,0.002404435
764.7999878,-8.15E-05,0.001849343,0.000764905,-0.000651579,0.00073384,0.000271603,-0.001037099,0.002044568,0.000707418,0.000705188,0.000573857,0.002328591,-0.000200415,0.001911166,0.001979942,0.001589404,0.001958775,0.002205093,0.000312375,0.001669459,0.001623336,0.000878059,-0.000846526,0.000623315,0.001641265,0.002729902,0.001180839,0.002309853
764,-0.000708439,0.001367272,0.000514711,-0.000530597,-0.000458664,4.53E-06,-0.002098158,0.001069215,0.000162076,4.75E-05,5.72E-05,0.001350705,0.00051922,0.001134016,0.000811299,0.001954537,0.001607253,0.001591872,-0.000378857,0.001614424,0.001816562,0.001806451,0.000446581,-0.000563482,0.001519963,0.002453139,0.00137727,0.001070538
763.2000122,-0.000127651,0.001777209,0.000591612,-0.000240207,-0.000433012,0.000692017,-0.000780227,0.002403706,0.000957489,0.001670004,-0.000330386,0.00238343,0.001314795,0.000915101,0.000618079,0.002902695,0.001618556,0.001922165,0.001114318,0.002109983,0.002308734,0.002734435,0.000248292,0.000223039,0.001875236,0.003035202,0.000542469,0.001788229
762.4000244,-0.000571393,0.001769229,0.001503208,0.00120485,0.000208639,0.000971888,-0.002611791,0.002340173,0.000842499,0.000871574,-0.000510223,0.001052374,0.002110321,0.001223773,0.001896399,0.001768631,0.00107905,0.00252825,8.91E-05,0.002375179,0.001975912,0.001559475,9.16E-05,0.000999234,0.001977264,0.002382102,0.001864733,0.001403655
761.5999756,0.000164977,0.002463527,0.002061161,0.000823566,0.001005461,0.001657869,-0.000633847,0.002637594,0.000620127,0.001939586,0.001097527,0.002216437,0.001938598,0.001999056,0.001794052,0.001103548,0.002685621,0.002729772,0.000834044,0.001715326,0.002515492,0.002387672,0.000544957,0.002104416,0.002261608,0.003445516,0.001989486,0.002577541
760.7999878,0.000284321,0.00215535,0.001443026,0.00162461,0.000273157,0.000844678,-0.000177386,0.002954191,0.002217634,0.003039972,0.00243614,0.00274264,0.002280057,0.002890525,0.001967435,0.001840374,0.003452821,0.002759573,-0.000369856,0.00367631,0.002752878,0.001929705,0.000956218,0.001995389,0.001773622,0.003406614,0.002595353,0.002768404
760,-0.000598227,0.001130279,0.000368799,0.000345793,-0.000294741,0.000969527,-0.001783036,0.001954953,0.001195323,0.000984341,-0.000697584,0.002234625,0.001398279,0.001247734,0.000939511,0.001654777,0.002474304,0.001741913,0.000103919,0.002084986,0.002175955,0.000898655,0.000403724,0.001312043,0.002126995,0.001706776,0.000748127,0.001467025
759.2000122,-0.00012646,0.000527203,0.000671665,-0.000396651,-0.000864714,0.000400382,-0.002832093,0.000819805,0.000119972,0.000314862,-0.001047222,0.001306954,0.000864364,0.000568284,0.00062049,0.000917228,0.001233145,0.001688455,-0.001526295,0.001774609,0.000955492,0.000586921,-0.000769632,-5.42E-05,0.001605798,0.001223747,0.001046146,0.001267724
758.4000244,0.000865168,0.00222903,0.00104324,0.000196648,-0.000384702,0.000735421,-0.001692694,0.002621759,0.001317651,0.001236753,0.000327788,0.002290778,0.001890029,0.001222735,0.001255341,0.002087171,0.002421303,0.003145507,7.62E-05,0.002534369,0.000919588,0.002622931,-0.000351286,0.001190625,0.002624676,0.002969047,0.002074296,0.002316854
757.5999756,-0.000362046,0.001629624,0.000492812,-0.000227996,-0.000793405,0.001953289,-0.001136924,0.002800527,0.00047278,0.002159981,0.00052544,0.002172703,0.0007898,0.001577375,0.002192501,0.002563193,0.002594467,0.002411151,0.000618079,0.002163389,0.00231865,0.001973623,0.000167204,0.000946749,0.001965952,0.002444028,0.002021109,0.002450796
756.7999878,0.000641384,0.002826607,0.001386541,0.000732802,0.000103815,0.000861199,-0.001307549,0.002593399,0.000384551,0.002532208,0.000565303,0.003428791,0.001531808,0.001953211,0.002365731,0.001875158,0.002860402,0.002946633,0.000866698,0.002848963,0.001935607,0.001648255,0.000169379,0.001294855,0.001874612,0.003238785,0.00209872,0.002092945
756,-0.001274926,0.002199396,0.000673428,5.87E-05,-0.001103152,-0.000586904,-0.001794121,0.001927105,0.001320559,0.001310018,0.000665313,0.001997262,0.000971032,0.000665079,0.001670342,0.001713532,0.001840972,0.00162079,-0.000396289,0.002175096,0.002045634,0.000957619,-0.000499312,0.00023314,0.002104963,0.002070108,0.001115823,0.001817082
755.2000122,-0.001994122,0.000961251,9.01E-05,-0.001187938,-0.001675933,-0.000180181,-0.002379431,0.000636951,0.001240387,0.001150601,-0.000202795,0.002091463,0.000908927,0.000550451,0.00119213,0.001493649,0.001468895,0.001704826,-0.000858823,0.001773258,0.00100297,0.000267614,0.000193152,-0.000172004,0.001856128,0.002537806,0.000488199,0.00153173
754.4000244,0.000214492,0.002701431,0.001014672,0.000201232,-0.000396547,0.000203252,-0.002999483,0.002221199,0.002075466,0.000545397,0.000837519,0.00221446,0.001824803,0.000925736,0.001424431,0.001491701,0.002190029,0.002342124,-0.000380978,0.002757124,0.00116267,0.002260463,0.000125047,-0.000102496,0.001518092,0.002545461,0.001763979,0.001948894
753.5999756,-0.001401377,0.001978512,0.000622201,-0.000723273,-0.00130982,0.000149181,-0.002159157,0.001424768,0.000505433,0.000451401,-0.000534734,0.001844143,0.001022274,0.000573261,0.000709803,0.001878486,0.001235403,0.002062306,-3.58E-05,0.001226084,0.001547863,0.000904413,0.000372763,0.000395174,0.000888824,0.002467536,4.84E-06,0.001639056
752.7999878,0.000379887,0.00281246,0.000654087,2.04E-06,-0.000331576,0.0003888,-0.001218966,0.002737039,0.001669277,0.001946086,0.000769235,0.002131496,0.001225123,0.000957619,0.001276421,0.002348579,0.00331857,0.002879033,0.000435802,0.002992688,0.002155194,0.002020017,-5.72E-05,0.002012059,0.002271808,0.003382299,0.002525256,0.001872142
752,0.0001099,0.002185034,0.001845547,0.00018111,0.000451271,0.000832228,-0.00124705,0.002638401,0.001603174,0.001523106,0.001387502,0.002372029,0.000951289,0.001513391,0.002704453,0.001902769,0.002999543,0.002277169,-0.000912143,0.00253127,0.000754506,0.001934125,0.000560819,0.001028476,0.001479441,0.003603741,0.001360936,0.002223254
751.2000122,-0.000637311,0.001478584,0.0008785,-0.001255775,-0.000141211,0.000204444,-0.002179505,0.002102752,0.00069894,0.000717452,-0.000358735,0.002230201,0.000455677,0.001090416,0.001593197,0.001070486,0.001700512,0.002473758,-0.001081979,0.002128218,0.002096353,0.001847237,-0.00082844,0.001186368,0.001700772,0.002446865,0.002137999,0.001448792
750.4000244,0.000230602,0.003183838,0.002629833,0.000456765,0.000337917,0.001246722,-0.001323653,0.002716799,0.002034633,0.001847627,0.000934375,0.002837915,0.001905187,0.002240869,0.002448193,0.002699139,0.002916506,0.002779841,2.84E-05,0.002948093,0.002901496,0.002417034,0.000125462,0.001959243,0.002887242,0.003737663,0.002619129,0.003021099
749.5999756,-8.60E-05,0.002470321,0.001902561,0.000154774,0.000695802,-0.000117248,-0.001813198,0.002211728,0.000984679,0.00098307,0.000530572,0.002924351,0.001558332,0.001037869,0.001262298,0.00204566,0.002384106,0.002489743,0.000254275,0.001539056,0.002117761,0.002043579,0.000380613,6.97E-05,0.001285846,0.003336516,0.001964808,0.001710492
748.7999878,4.74E-06,0.001787008,0.00193943,0.000385173,-1.87E-05,0.001289922,-0.001167698,0.002284871,0.000303852,0.001935503,0.000627981,0.003278401,0.000972692,0.001833823,0.002559391,0.002415368,0.00152082,0.002780492,0.000379991,0.001981216,0.001951261,0.002506171,0.000543998,0.000845533,0.002321617,0.00302454,0.001917641,0.002335592
748,-0.000687039,0.002342749,0.001396071,-0.000488349,-0.00096463,0.000137658,-0.002695819,0.001226888,0.000122303,0.001337307,0.000170544,0.001927989,0.001550409,0.001038232,0.001256016,0.002013879,0.002001396,0.002895476,-0.000623973,0.002086833,0.000805308,0.00202345,-7.85E-05,-9.01E-06,0.001573712,0.002927504,0.000517303,0.001771152
747.2000122,-0.000796609,0.002333198,0.001211183,-0.000621026,9.32E-05,0.000228996,-0.00218275,0.001935997,0.000285513,0.001087484,0.001007614,0.002480475,0.001090312,0.002353576,0.001791686,0.001507728,0.00291536,0.002521949,-0.000181423,0.00143204,0.002159149,0.001332088,-0.000165535,0.000879408,0.002609858,0.003994241,0.00169794,0.00169308
746.4000244,0.000287144,0.003088487,0.002485916,-0.000260697,-0.000350665,0.000661217,-0.002059051,0.002926045,0.000918447,0.000846441,0.001203837,0.002397876,0.001430846,0.001658467,0.002061005,0.001224967,0.002121923,0.00239509,-0.000162637,0.001811831,0.002185581,0.002324349,-2.95E-05,0.00211183,0.002052682,0.003346325,0.001850175,0.002774605
745.5999756,-0.000576098,0.002321174,0.002329684,0.000289346,-0.000154201,0.000689372,-0.002160496,0.002105899,0.001252511,0.001405524,0.000206852,0.002609649,0.001024558,0.002058664,0.001032679,0.002522027,0.003144386,0.002728782,0.000296133,0.002768951,0.002325676,0.002336607,-0.000422409,0.000838038,0.002905222,0.003459319,0.002050758,0.002125564
744.7999878,0.000685924,0.003080588,0.001801928,0.001035014,-0.000351234,0.000236222,-0.001544403,0.003364846,0.001720289,0.002354956,0.000310898,0.00312032,0.001237532,0.001489233,0.001415705,0.002525334,0.002114691,0.003805841,0.000552084,0.002582046,0.002892323,0.002966624,0.000601359,0.001347563,0.002201425,0.003481681,0.001559501,0.001919097
744,-0.000596521,0.003008848,0.001955447,0.000396314,3.17E-05,0.000902701,-0.00218718,0.00206977,0.000148533,0.001935347,0.001420613,0.002662127,0.001399214,0.001883737,0.001643967,0.002158836,0.002118697,0.001895073,9.21E-05,0.003023315,0.002836456,0.001685024,0.000945063,0.000568232,0.002416565,0.002828197,0.002057702,0.002346497
743.2000122,-6.52E-05,0.00267416,0.002861887,0.00024407,-0.000269596,0.00085928,-0.001638799,0.001631599,0.00137605,0.002314694,0.001028657,0.002816342,0.001990812,0.001979552,0.001883685,0.002602879,0.002627306,0.002788517,0.0002327,0.003001419,0.002213107,0.002242405,0.000101019,0.00118982,0.002045192,0.003511247,0.001814145,0.002769499
742.4000244,-3.10E-05,0.002044282,0.001750697,4.15E-05,-0.000556244,-0.000522685,-0.002050292,0.002080174,0.000530883,0.000693832,-0.000217543,0.002724406,0.00058788,0.000789125,0.000959954,0.002260072,0.001637186,0.001710648,-0.000748753,0.002425832,0.001252225,0.001676215,-0.0005959,0.000601152,0.00180749,0.003206864,0.001897205,0.001748384
741.5999756,-0.000366805,0.002784947,0.002384028,0.000864208,0.000404268,0.000514322,-0.001944491,0.001748566,0.001251576,0.001265491,0.000328177,0.002804357,0.000554054,0.001619075,0.002275113,0.001593119,0.002596472,0.003089843,-6.37E-05,0.0032313,0.002789689,0.002525516,0.000333358,0.001944058,0.002383195,0.003316692,0.002179753,0.002158264
740.7999878,0.00056774,0.002252422,0.00272563,-3.68E-05,-0.000826167,4.25E-05,-0.001238274,0.002055725,0.000638558,0.001889483,0.000851629,0.00283703,0.001185667,0.002210843,0.002870356,0.001770737,0.002154856,0.00264525,0.000318281,0.002805816,0.001705008,0.001322688,0.000325509,0.00137753,0.003183082,0.00341692,0.002403368,0.002311467
740,-0.000417081,0.001777962,0.002437208,-1.66E-05,-0.000487108,0.001126931,-0.002260063,0.002359692,9.89E-05,0.001159607,0.000871938,0.002273916,0.001284262,0.001547967,0.00161193,0.002419585,0.002634963,0.002526011,-0.000124908,0.002199604,0.002015362,0.001244852,6.53E-05,0.001705866,0.002186803,0.002759182,0.002325963,0.001805021
739.2000122,0.000112178,0.002909053,0.003141153,0.000433392,-0.000541145,0.001057071,-0.000880731,0.002497553,0.00059296,0.00190685,0.000702647,0.00376944,0.001698408,0.002523902,0.001762939,0.001687207,0.002659497,0.001824465,0.000547186,0.002659809,0.00369012,0.001736637,0.00050025,0.002293511,0.002646188,0.003560362,0.003363437,0.002483729
738.4000244,0.001038543,0.004430829,0.00381929,0.000406989,-0.000190893,0.001372466,-0.001258511,0.002275503,0.000779323,0.002098278,0.001159426,0.004053784,0.000856583,0.002012735,0.002308995,0.003094848,0.00235735,0.003295094,0.000516266,0.002691559,0.002756343,0.003010803,0.000766668,0.002619806,0.002962636,0.003697587,0.003399439,0.002556058
737.5999756,0.000952949,0.003964955,0.003634986,0.000947865,-7.87E-05,0.001605253,-0.001269868,0.002919321,0.001313263,0.00230418,0.001609722,0.003873612,0.00176689,0.002011201,0.002403472,0.003359133,0.002952758,0.003087444,0.000726657,0.004432581,0.00357336,0.003238393,0.001018071,0.001884075,0.003199145,0.004349976,0.003170122,0.00328294
736.7999878,0.000234098,0.002298741,0.003199719,0.000501286,0.000377711,0.00042694,-0.001522426,0.002654392,-0.000399444,0.001695445,0.000825615,0.002742953,0.000751031,0.000512404,0.00247217,0.001657401,0.002823272,0.002029379,-0.000268044,0.003013801,0.002300173,0.001933033,-8.63E-05,0.001666782,0.002785026,0.00400072,0.002162947,0.002160085
736,0.000442124,0.002931179,0.003594162,0.001091532,5.10E-05,0.000883065,-0.001816136,0.002433329,0.000726476,0.001391345,0.001547551,0.004231784,0.001815808,0.00222838,0.002749439,0.00276124,0.00319213,0.002728079,-0.000211954,0.00324267,0.003195755,0.002843778,0.000463528,0.002044698,0.003384856,0.003850837,0.002773771,0.00208868
735.2000122,0.000977674,0.002814492,0.002580197,0.000721368,-5.08E-05,0.000868332,-0.001278695,0.002367631,0.001140167,0.001927313,0.001463935,0.003385273,0.001929341,0.00163043,0.002190862,0.002559287,0.002695414,0.003248591,0.000305666,0.00324061,0.00270724,0.002347902,0.000585314,0.001737884,0.00336889,0.004721651,0.002897848,0.002789637
734.4000244,0.000970591,0.002428852,0.003132079,0.000499654,0.000680065,0.001167368,-0.001078932,0.002266734,0.000112955,0.001871986,0.000951756,0.004004064,0.001693782,0.002206941,0.001971439,0.002760355,0.002330881,0.003572003,0.000631948,0.003126969,0.001819526,0.002890942,-0.000129411,0.001719978,0.003530741,0.003855747,0.002705078,0.002881639
733.5999756,0.000786662,0.00276942,0.002866656,0.000534589,0.000151977,0.001436248,-0.001437138,0.002062072,0.000387556,0.001193844,-0.000215835,0.003155103,0.001150212,0.001711142,0.001770737,0.002830385,0.002646865,0.003242618,-6.51E-05,0.002993522,0.002304415,0.002251251,5.39E-05,0.001203733,0.003284844,0.004080462,0.002493023,0.00215085
732.7999878,0.001902067,0.003889622,0.003914619,0.000852459,0.000694039,0.001578986,-0.000552107,0.003232108,0.001142607,0.002040771,0.001312303,0.004017754,0.002141459,0.002422422,0.002282061,0.002847191,0.003206525,0.003817854,0.000681335,0.003820282,0.003715627,0.003498982,0.000999701,0.001716963,0.003982407,0.003550575,0.003053658,0.003073158
732,0.001048767,0.003061765,0.003836317,0.00109488,0.000683513,0.0010401,-0.001106922,0.002478756,0.000855363,0.001608371,0.000759796,0.003240271,0.002290986,0.00183988,0.00319599,0.002664081,0.003031917,0.003439775,0.000410642,0.002492659,0.003656653,0.001509936,0.001133497,0.001767436,0.003553759,0.004820189,0.003221729,0.002983096
731.2000122,0.000227312,0.002657986,0.002986615,0.001093868,-0.000441856,0.001022663,-0.001979074,0.003230543,0.000695414,0.001136793,0.000580337,0.002802585,0.001610631,0.001705346,0.001864421,0.002233271,0.003149392,0.002154102,0.000111169,0.003558327,0.002461652,0.002382414,0.001023857,0.001196335,0.002773615,0.004197882,0.002770436,0.002050914
730.4000244,0.000747946,0.002611629,0.004098754,0.000360923,2.82E-05,0.000472158,-0.001268938,0.001613541,0.000376675,0.001433677,0.00060351,0.003108014,0.001278732,0.001845807,0.001297295,0.002227755,0.003147489,0.002643479,-0.000427684,0.00284938,0.002576682,0.001977498,0.000150268,0.001942966,0.003523825,0.004141925,0.002516091,0.00165262
729.5999756,0.000473298,0.002500339,0.004145271,0.000457983,7.57E-05,0.000553432,-0.001506226,0.002688147,0.00072798,0.001096437,0.001380958,0.003428139,0.002014789,0.001848979,0.002423984,0.002934098,0.003099541,0.002665643,0.000260776,0.002856259,0.003337899,0.002578244,0.000666013,0.001653452,0.003204674,0.004341243,0.001561553,0.002658976
728.7999878,0.001220944,0.003498851,0.003979716,0.001130331,0.000361674,0.000726994,-0.00160878,0.002743474,0.000830231,0.001959061,0.001150367,0.003222146,0.000698992,0.002028027,0.002543977,0.002745818,0.002703411,0.003321413,0.001101549,0.003036401,0.003414519,0.002523511,0.000840554,0.002179337,0.002565849,0.0044965,0.002337596,0.002929876
728,0.001114396,0.003778188,0.004002471,0.000702725,0.000840268,0.000826445,-0.001152982,0.0028295,0.001099629,0.001738404,0.001562749,0.003535569,0.001429599,0.002620509,0.002767753,0.002915594,0.002573453,0.00332037,0.000516966,0.003334403,0.003418824,0.002462459,0.001784304,0.002086183,0.003573986,0.004488575,0.002392149,0.002804487
727.2000122,0.0016369,0.004362003,0.004773469,0.001775909,0.001427547,0.001723694,-0.00091173,0.002949683,0.001417367,0.002438744,0.001732167,0.00394761,0.002605405,0.002835492,0.003536534,0.003586828,0.003959287,0.003444002,0.000722197,0.003181856,0.003636108,0.002545669,0.001612917,0.003445698,0.004057076,0.005217338,0.003599226,0.003679208
726.4000244,0.001405706,0.003654877,0.003849793,0.000941146,0.000391054,0.000890691,-0.001507671,0.002788204,0.000928019,0.002255389,0.001055591,0.003382012,0.001045134,0.00232578,0.002675697,0.002853497,0.003928254,0.002580588,0.000284917,0.003003609,0.002950777,0.002195961,0.000954688,0.002203116,0.003801872,0.004165081,0.002292392,0.003099828
725.5999756,0.001167342,0.003171374,0.004132125,0.001123297,0.00031082,0.000978219,-0.001114358,0.00234202,0.000415073,0.001511027,0.000729276,0.002858786,0.001864447,0.002081553,0.002382024,0.003459397,0.002895372,0.002390483,0.000663498,0.002893392,0.003264682,0.002604102,0.000644443,0.002420548,0.003410632,0.003851125,0.002201399,0.003307145
724.7999878,0.001228031,0.004129015,0.003968979,0.000781864,0.000379525,0.000795375,-0.001490387,0.002249066,0.0004194,0.002342827,0.000923739,0.003036218,0.001621804,0.001725747,0.003146055,0.002407793,0.002738498,0.002773797,0.000973133,0.00280876,0.002792138,0.002097862,0.000280617,0.001837358,0.003323995,0.00418105,0.002109931,0.003141205
724,0.000671561,0.003024123,0.003309727,0.000260879,0.000518883,0.000970124,-0.001829747,0.0017999,-0.000293965,0.000949421,0.000309499,0.002215605,0.000918058,0.001636354,0.002456185,0.002296634,0.00285209,0.002970663,4.94E-05,0.002554496,0.002588894,0.001625727,-3.33E-05,0.002302411,0.00326969,0.003662396,0.001827168,0.002980489
723.2000122,0.000390536,0.00197508,0.002813346,0.000445441,-0.00014147,0.000938033,-0.002030659,0.001977316,0.000105136,0.001327596,0.000834692,0.002752227,0.000768743,0.001804891,0.002225388,0.002069302,0.002537415,0.002318936,0.000246271,0.00217788,0.002042877,0.00121557,-0.000522065,0.002131053,0.002469696,0.003453787,0.001303293,0.002576239
722.4000244,0.000706537,0.003071255,0.002885079,0.001096307,0.000288802,0.001078972,-0.001769733,0.002982184,0.000978219,0.002052682,0.000612816,0.003558431,0.00177292,0.002219169,0.002907985,0.002002255,0.003089973,0.002665852,0.000107958,0.003062756,0.002685516,0.001662079,0.000508957,0.002643844,0.003582782,0.003324517,0.001620946,0.002550616
721.5999756,0.000857931,0.003528549,0.003088383,0.001497182,0.000200973,0.0007613,-0.000796454,0.002473003,0.00094086,0.001241815,0.000803052,0.002494117,0.001177335,0.001917433,0.0027528,0.002853627,0.002940717,0.002425442,0.000583888,0.003212366,0.00245189,0.002124134,0.000895542,0.002363935,0.002975146,0.003981231,0.00207042,0.00287205
720.7999878,0.000504189,0.003427851,0.002724353,0.000572042,-0.000241035,-5.37E-05,-0.001814177,0.002588816,0.000583136,0.000790448,0.000348487,0.002761605,0.000627463,0.001656024,0.001924427,0.002156599,0.002731491,0.001696485,-0.000123096,0.002245969,0.002432548,0.00187209,0.000867865,0.001897959,0.002857197,0.003841253,0.002158706,0.00265335
720,0.00064294,0.002841303,0.003722311,0.000661346,0.000755336,0.000563696,-0.00107103,0.001518742,0.000634955,0.001625545,0.000806216,0.003151974,0.000698421,0.00122463,0.002154076,0.002983304,0.002683641,0.002270975,0.000322659,0.002846722,0.003262987,0.001205291,0.000556076,0.002513018,0.003368185,0.00407568,0.00215816,0.002443846
