wavelength (nm),DOMBlank1,DOMSTD12,DOM12158,DOM12236,DOM12251,DOM12307,DOM12335,DOM12444,DOM12501,DOM12558,DOMBlank2,DOM12640,DOM12749,DOM12748,DOM12850,DOM12905,DOM13193,DOM13186,DOM13286,DOM13327,DOMBlank3,DOM13372,DOM13375,DOM13414,DOM13429,DOM13431,DOM13436,DOMBlank4
854.4000244,0.000148456,0.000824266,0.001615879,0.000357011,-0.000717019,0.003213227,0.001633106,0.002475268,0.003756071,0.002108604,0.00145474,0.001614918,0.001534432,0.001995129,0.003457779,0.001736377,0.001141854,0.003926791,0.001559371,0.004042862,0.002348527,0.003007467,0.004517372,0.00176494,0.003461484,0.004246369,0.002530177,0.003179874
853.5999756,-0.001480894,0.000523963,0.001078998,0.001171106,-0.001069584,0.000543116,-0.00320926,-0.000454941,-0.000874117,0.000289631,0.002504739,-0.002611173,0.001245995,0.000437512,0.001359586,0.001540563,0.001751425,0.000654657,-0.001472535,0.001128722,0.001340137,0.001494766,0.001293557,-0.0007671,0.001271696,0.000132634,0.000324369,-0.001270435
852.7999878,0.001253809,-0.001086523,-0.000136863,-0.003197285,-0.002333964,-0.002763267,-0.002360225,-0.000554744,0.00115003,0.002239438,-0.000893027,-0.000626403,0.000117486,0.002015023,-0.002611791,-0.002611173,0.00091523,-0.001475012,-0.002126186,0.000473687,0.000417301,-0.001630289,-0.001335111,0.001924791,0.001056318,-0.000703735,0.000325457,-0.001766691
852,0.002850761,0.001359482,0.002998735,0.002348605,0.001836839,0.002837082,0.000393516,0.003036062,0.000823436,0.002485629,0.002008366,0.002328773,0.002970794,0.002062436,0.003180657,0.003947714,0.003842089,0.004397513,0.001479259,0.002750455,0.005822559,0.00415102,0.00124397,0.002906004,0.003475862,0.005195384,0.003847312,0.002732012
851.2000122,-0.001146166,0.001294647,-0.001660306,-0.000878199,-0.002019116,0.000312478,0.000403594,-0.000408806,-0.000494296,-0.00080684,-0.002878588,0.000944829,-0.002483427,0.002018898,0.001276369,-2.38E-06,0.001678839,0.001229251,-0.000751389,0.001767228,-0.002023445,-0.000189599,-0.000110778,5.36E-05,0.001109153,0.001850226,0.001034236,0.001192001
850.4000244,0.000219724,0.000610172,0.001894007,0.000149103,-0.001310491,0.000310095,0.001954537,0.002312404,0.003160761,0.000739674,0.001681256,-0.000147059,-7.16E-05,0.000373125,-0.001401119,0.00120825,0.000929031,0.001016955,0.00089619,0.003092241,0.003666337,0.001482038,0.000715404,0.000214777,0.000387893,0.002570302,-0.000395358,0.001243425
849.5999756,-0.000306899,0.000748075,0.002715419,0.001115019,0.000741774,-7.52E-05,0.002131886,0.002038924,0.000489365,0.001575297,-0.000274615,0.003019431,0.001671433,0.001212144,0.003106659,-0.000672928,0.001594964,0.001071421,0.002778956,0.002443716,0.001959451,0.002140756,0.001736533,0.000296211,0.001401343,0.002455014,0.002715992,0.002599936
848.7999878,-0.001242972,0.000308075,0.001457831,0.000691576,-0.000248641,0.00119823,0.001549889,-0.000401099,0.001608422,-0.000914313,0.001455909,0.000394863,0.002014971,0.000500716,0.001993569,-4.74E-05,0.000565122,0.000836741,0.002634885,0.002803028,0.001881969,0.00105022,0.000962626,0.00050875,0.004028753,0.003244965,0.002637047,0.001547135
848,8.10E-05,0.002575041,-0.000912453,0.003121911,0.000140843,0.001260169,0.00025974,-0.001501583,0.002590066,5.89E-05,0.001967226,0.003694689,0.00259879,0.002766789,0.00271904,-7.01E-05,-0.000313883,0.001996793,0.00294963,0.002349568,-0.000477489,0.00141064,0.001098461,0.000396132,0.000679935,0.003774062,0.00245215,0.000306494
847.2000122,0.000244406,0.000885244,-0.000307623,-0.000308606,-0.001208899,0.000968645,-0.000165897,0.000497503,-0.000539542,-0.000293758,0.00068385,0.001286365,0.001364026,0.00305285,0.00408271,0.000729069,-0.000468387,0.000339575,-0.000746427,-0.00080498,0.000129786,-0.00046606,-0.000538663,0.002172624,0.002093102,0.004231104,0.001714,0.000622512
846.4000244,0.002925263,0.003455092,0.005388005,0.002664758,0.003804483,0.00147596,0.003660934,0.003375568,0.002056818,0.001148758,0.003030875,0.001821163,0.002675463,0.004607936,0.004295725,0.002666112,0.003951633,0.00499062,0.00281147,0.00316037,0.003683776,0.000968204,0.002529812,0.003741345,0.00397133,0.004227654,0.003765132,0.003385377
845.5999756,0.001523729,0.003213149,0.000982266,0.001151276,-0.001230789,0.000739337,0.000238423,0.001557942,0.001984259,0.000622641,-0.000734798,0.001881709,0.000283052,0.003585757,0.001691417,0.001204824,0.002264574,-0.001270229,0.000448369,0.001447546,0.001271618,0.00146235,0.002833434,0.000807461,-0.000279996,0.004366449,0.000545786,0.002586629
844.7999878,0.001055981,-6.04E-05,-0.001070049,0.002953305,-0.000582768,0.002034789,0.000132789,0.000513596,-0.00064584,0.002240583,-0.001261092,0.000799732,0.001444559,0.00168978,0.00041826,0.003319196,0.000445467,7.91E-05,0.000591768,0.003227753,0.000723831,0.002072605,0.00220348,0.001234209,0.0017278,0.003255893,0.00354807,0.001634457
844,-0.001118231,-0.000292103,-0.000631572,-4.26E-05,-0.00102868,0.001552461,0.000180722,-0.001103565,-0.001102119,-0.000785498,-0.001598155,0.001200618,0.001199424,-0.000499622,-0.000146179,0.000315483,-0.002232405,-0.002196195,-0.001034465,0.001331335,-0.000242329,-0.001559725,-0.000503087,-0.000756144,9.73E-05,0.001944422,0.00183897,0.001295893
843.2000122,0.003509498,0.00297731,0.003650178,0.00337536,0.001035611,0.001748098,0.000704385,0.001750255,0.002104547,-0.000789994,8.74E-05,0.00264986,0.001297166,0.004445814,0.001957059,0.000923272,0.002048105,0.002076013,0.003528262,0.00276718,0.003537083,0.001127165,0.003639893,0.003294599,0.003763878,0.004706395,0.003034159,0.001215103
