wavelength (nm),DOMBlank1,DOMSTD23,DOM12446,DOM12471,DOM12478,DOM12479,DOM12523,DOM12528,DOM12529,DOMBlank2,DOM12628,DOM13290,DOM13292,DOM13294,DOM13314,DOM13317,DOM13398,DOM12274,DOM12703,DOMBlank3,DOM12705,DOM12722,DOM12723,DOM13001,DOM13008,DOM13049,DOM13053,DOM13064,DOM13068,DOMBlank4,DOM13072,DOM13450,DOM13457,DOM13618,DOM13619,DOMBlank5
756,-0.006649418,-0.005110712,-0.012787398,-0.016186075,-0.017218418,-0.018438051,-0.020215122,-0.021485856,-0.024358703,-0.020926198,-0.022004291,-0.025327869,-0.025341788,-0.025655065,-0.02691959,-0.026266126,-0.026112247,-0.024088964,-0.022540789,-0.024214624,-0.025721919,-0.025180252,-0.02402509,-0.023849735,-0.02413887,-0.023112852,-0.025033563,-0.024070891,-0.025829887,-0.024978578,-0.02598094,-0.023802295,-0.024192393,-0.024525583,-0.026315879,-0.025063569
755.2000122,-0.006163767,-0.005620234,-0.012133449,-0.016171062,-0.016765621,-0.016563587,-0.019122416,-0.021212749,-0.022347867,-0.021887146,-0.020647753,-0.022863312,-0.024728151,-0.024576368,-0.025901495,-0.025721187,-0.025153527,-0.022328639,-0.020991465,-0.02481417,-0.024790404,-0.024001233,-0.020827513,-0.022772633,-0.023726664,-0.022303658,-0.022395663,-0.022547768,-0.024789721,-0.024888536,-0.024560664,-0.025670925,-0.02319438,-0.02639832,-0.024407109,-0.0258893
754.4000244,-0.007164676,-0.007422686,-0.011347448,-0.014765526,-0.018399395,-0.01857389,-0.019645313,-0.021239767,-0.0235787,-0.023349248,-0.022350868,-0.026118439,-0.0256963,-0.025501799,-0.026354324,-0.026232986,-0.028121781,-0.023809304,-0.022178082,-0.025224904,-0.02845745,-0.025196472,-0.02355521,-0.022908201,-0.024828985,-0.023615671,-0.024566436,-0.023426661,-0.025544368,-0.026503783,-0.025053844,-0.024351848,-0.024370449,-0.026982259,-0.025743583,-0.02663235
753.5999756,-0.007570917,-0.006056156,-0.011730347,-0.013767708,-0.016437039,-0.017241307,-0.01858877,-0.02101968,-0.021592913,-0.021630447,-0.021929283,-0.025790714,-0.023712106,-0.024306079,-0.025830472,-0.025737826,-0.025646426,-0.022572737,-0.02299463,-0.025492815,-0.024802631,-0.023606943,-0.022134246,-0.023225252,-0.024395704,-0.023476448,-0.023396099,-0.02236503,-0.02568776,-0.026570214,-0.023647148,-0.023850128,-0.022034558,-0.025506826,-0.025276389,-0.025445115
752.7999878,-0.005287251,-0.006002902,-0.013055957,-0.015082723,-0.016833059,-0.016211962,-0.018869184,-0.021187454,-0.022135772,-0.021838212,-0.021845892,-0.023309212,-0.024726147,-0.025713282,-0.02646092,-0.024923539,-0.02666877,-0.022574261,-0.022153681,-0.024467353,-0.025976893,-0.025532309,-0.023586005,-0.023141176,-0.023095671,-0.021378823,-0.022685276,-0.02376279,-0.024451841,-0.025059123,-0.024060603,-0.024585418,-0.021689257,-0.024822531,-0.02619648,-0.025822423
752,-0.006727214,-0.005934832,-0.012448699,-0.015740538,-0.014992255,-0.017027648,-0.020075249,-0.021693492,-0.022588957,-0.022365276,-0.021062937,-0.024306716,-0.025784908,-0.025312044,-0.025758611,-0.024803657,-0.02594929,-0.022826178,-0.022154614,-0.02394945,-0.026147444,-0.024341961,-0.023261812,-0.02241656,-0.024242973,-0.021723829,-0.022893615,-0.024574362,-0.025710549,-0.024474792,-0.023616897,-0.023615818,-0.02344746,-0.023977278,-0.025707962,-0.024924906
751.2000122,-0.007133356,-0.008432736,-0.013920558,-0.016701309,-0.016478561,-0.0183117,-0.021845203,-0.021468954,-0.023001751,-0.024361933,-0.022686504,-0.025030581,-0.027135637,-0.02576305,-0.026602939,-0.025239559,-0.027274227,-0.023236047,-0.022952547,-0.026045941,-0.026696473,-0.025408739,-0.024118252,-0.023303373,-0.024557875,-0.024077894,-0.024866143,-0.025359418,-0.02585618,-0.025971675,-0.026262861,-0.024847712,-0.02500331,-0.025371186,-0.02734161,-0.027118322
750.4000244,-0.007829499,-0.008153122,-0.013040634,-0.016291056,-0.018244987,-0.018927127,-0.021024663,-0.021966198,-0.02345413,-0.024581162,-0.022811932,-0.025106084,-0.026361145,-0.027742725,-0.027250402,-0.026832577,-0.027194481,-0.023175485,-0.023819204,-0.026906451,-0.026811549,-0.026729919,-0.024107182,-0.026745837,-0.025485493,-0.02279803,-0.02341322,-0.024559001,-0.025715623,-0.026121363,-0.025486665,-0.025086341,-0.024662025,-0.027016219,-0.027251083,-0.026310861
749.5999756,-0.008553922,-0.00850209,-0.014356246,-0.016947145,-0.017728552,-0.018690841,-0.02035589,-0.021845547,-0.024203606,-0.024452183,-0.022771601,-0.025821935,-0.026197065,-0.027436104,-0.027015537,-0.027181158,-0.027238928,-0.023993151,-0.023021685,-0.026615648,-0.026691945,-0.024854507,-0.025119912,-0.024918307,-0.025758317,-0.025172239,-0.026420292,-0.025750658,-0.026206277,-0.027009845,-0.025794713,-0.02508815,-0.022587433,-0.027416274,-0.027380111,-0.026104495
748.7999878,-0.00755255,-0.008131629,-0.01319816,-0.016880918,-0.016743153,-0.017429397,-0.020775942,-0.020659156,-0.023348561,-0.02314844,-0.022595199,-0.024491282,-0.02370294,-0.026010491,-0.027088262,-0.025862278,-0.026203986,-0.022916894,-0.021788336,-0.024773143,-0.026520148,-0.024757886,-0.024346367,-0.023266669,-0.023919661,-0.023910793,-0.024496077,-0.025352728,-0.026994763,-0.026264567,-0.024981804,-0.024300598,-0.023076624,-0.02657041,-0.026199941,-0.025856229
748,-0.006276964,-0.004781281,-0.011946828,-0.014130989,-0.014908971,-0.01629669,-0.020417636,-0.021906985,-0.022854028,-0.022508888,-0.020703239,-0.025027307,-0.023981785,-0.024345828,-0.026187073,-0.025288112,-0.024601759,-0.022849411,-0.020663353,-0.02501983,-0.026472269,-0.025211275,-0.02215004,-0.02234772,-0.023300134,-0.022336902,-0.023517448,-0.023463449,-0.025598498,-0.026548348,-0.023459574,-0.023912311,-0.022729792,-0.025594838,-0.024788596,-0.026496671
747.2000122,-0.007287235,-0.006637079,-0.013223923,-0.016325064,-0.017552326,-0.017402986,-0.020667499,-0.023135383,-0.023936369,-0.024397466,-0.023035973,-0.026314223,-0.025064742,-0.02723917,-0.028566727,-0.026661906,-0.028646996,-0.023807246,-0.024028765,-0.027214274,-0.027365673,-0.026328061,-0.024646813,-0.024780674,-0.025177907,-0.025080625,-0.023621261,-0.023799699,-0.026475921,-0.027230272,-0.024935318,-0.025150156,-0.026283134,-0.026372742,-0.026905429,-0.027510507
746.4000244,-0.007481567,-0.006387122,-0.011755694,-0.014198288,-0.017232053,-0.018267673,-0.02036898,-0.021851208,-0.023113687,-0.023635186,-0.021714767,-0.026706502,-0.024063788,-0.024977013,-0.025942316,-0.024992704,-0.026538754,-0.022873381,-0.021384835,-0.025823204,-0.025953924,-0.024584686,-0.022741975,-0.024579989,-0.023451481,-0.022529189,-0.023574727,-0.022282017,-0.026219923,-0.02531185,-0.024020044,-0.024370596,-0.02514483,-0.025210932,-0.026629915,-0.027243352
745.5999756,-0.007792329,-0.006712024,-0.012475161,-0.015549167,-0.018808009,-0.018739587,-0.020252874,-0.02039684,-0.023976836,-0.023733871,-0.022223338,-0.025302863,-0.02447802,-0.025904616,-0.026530864,-0.026749635,-0.027734177,-0.023115356,-0.024010688,-0.025766514,-0.026379611,-0.025905347,-0.023713037,-0.023675388,-0.025080526,-0.023918778,-0.024059037,-0.024414157,-0.025633883,-0.026389454,-0.025608115,-0.025210982,-0.024568737,-0.02587935,-0.027005954,-0.025711134
744.7999878,-0.006103532,-0.00643436,-0.011191218,-0.01459315,-0.017455457,-0.01724484,-0.01984458,-0.020860033,-0.023001308,-0.022707731,-0.022785405,-0.024889464,-0.024574069,-0.023653964,-0.025857449,-0.025529429,-0.02551952,-0.022814978,-0.021812659,-0.025745632,-0.024307841,-0.024322528,-0.023285022,-0.021984557,-0.023395069,-0.021799611,-0.023134548,-0.024555722,-0.024429034,-0.025967481,-0.024928231,-0.023936907,-0.022752637,-0.02524244,-0.027034802,-0.025313314
744,-0.006149678,-0.00611655,-0.011992307,-0.015227713,-0.017667813,-0.017389359,-0.019743573,-0.021560054,-0.023051143,-0.021835454,-0.021275409,-0.023997365,-0.025039183,-0.025767392,-0.026374642,-0.025066355,-0.027259495,-0.021803305,-0.022447437,-0.026145445,-0.025249671,-0.025283569,-0.022454368,-0.023002781,-0.023282714,-0.022781525,-0.023352928,-0.0226782,-0.025064303,-0.025250746,-0.025224708,-0.023619054,-0.022762069,-0.025399022,-0.0261491,-0.02473182
743.2000122,-0.005319318,-0.005663928,-0.011506295,-0.013987638,-0.015833845,-0.016181637,-0.018231781,-0.020029025,-0.021115905,-0.022058228,-0.021511033,-0.0240488,-0.022848921,-0.024619419,-0.024834804,-0.024207622,-0.025106229,-0.021814382,-0.022396991,-0.023935143,-0.025146835,-0.023614887,-0.021141745,-0.022523535,-0.023022765,-0.021693442,-0.022211237,-0.022649158,-0.024537571,-0.023900699,-0.023638863,-0.023447607,-0.021499356,-0.024736222,-0.025152648,-0.025070656
742.4000244,-0.006875071,-0.006575942,-0.011991502,-0.014863196,-0.016193459,-0.017007386,-0.019059196,-0.021688666,-0.022757845,-0.023142992,-0.022010051,-0.02507388,-0.024626903,-0.02573153,-0.026081825,-0.025388181,-0.026950974,-0.022301443,-0.021430569,-0.025511563,-0.024147831,-0.024789916,-0.022450337,-0.021999666,-0.023920689,-0.022976119,-0.023122376,-0.023203412,-0.024280379,-0.025081992,-0.023094738,-0.023778867,-0.021873362,-0.025089176,-0.02760545,-0.025146101
741.5999756,-0.006294313,-0.005525114,-0.013147633,-0.014247139,-0.015415427,-0.01712914,-0.020393036,-0.021028116,-0.022402596,-0.021934649,-0.021851702,-0.02401647,-0.024545105,-0.024850987,-0.025824521,-0.024502194,-0.025732458,-0.021826543,-0.021708414,-0.024629544,-0.026044769,-0.025013868,-0.021782821,-0.022014085,-0.024457321,-0.02302085,-0.022303214,-0.0227548,-0.023991289,-0.024419785,-0.024093665,-0.024481984,-0.022970276,-0.024619762,-0.026235374,-0.024717735
740.7999878,-0.007557231,-0.00683099,-0.012611267,-0.015099224,-0.015523341,-0.017917573,-0.020330397,-0.021440128,-0.023619838,-0.024476407,-0.022115599,-0.024719056,-0.02658351,-0.024751822,-0.025601866,-0.026222995,-0.026926257,-0.023395756,-0.022674171,-0.025049055,-0.025758073,-0.024335548,-0.022128638,-0.022815568,-0.025407812,-0.023629744,-0.023338063,-0.022950092,-0.025958996,-0.026112247,-0.023643078,-0.02387267,-0.023669701,-0.026619496,-0.026821528,-0.02613472
740,-0.007732117,-0.006183366,-0.012216109,-0.014779087,-0.017218618,-0.017608706,-0.019159174,-0.020516068,-0.022892045,-0.023778917,-0.022418479,-0.024740037,-0.026358126,-0.026048573,-0.025788518,-0.026484836,-0.025865009,-0.0219218,-0.021153383,-0.025054773,-0.02534462,-0.025825253,-0.022529434,-0.023757301,-0.025726164,-0.023545941,-0.022148909,-0.024170211,-0.025502726,-0.025384128,-0.024419736,-0.025908371,-0.023435541,-0.026831651,-0.026014782,-0.027172355
739.2000122,-0.008159168,-0.008022624,-0.014486357,-0.01597569,-0.017446605,-0.017851992,-0.020540068,-0.02261235,-0.023684802,-0.02468203,-0.023399828,-0.025356438,-0.026566317,-0.026649879,-0.028403236,-0.027048862,-0.026813449,-0.023648374,-0.021730673,-0.026103374,-0.025804667,-0.02504451,-0.023196736,-0.025010789,-0.024063837,-0.023471003,-0.023079323,-0.024433929,-0.026237177,-0.026542503,-0.025606796,-0.025538899,-0.024151798,-0.026771881,-0.027016705,-0.025823984
738.4000244,-0.007422788,-0.00761126,-0.015884159,-0.016686512,-0.019411545,-0.018607272,-0.020835361,-0.023065381,-0.024213156,-0.02532113,-0.023075297,-0.025661994,-0.026041601,-0.026164699,-0.027614584,-0.027655732,-0.027035629,-0.024013579,-0.023952194,-0.025742168,-0.027495492,-0.026114732,-0.022678986,-0.024963621,-0.025195397,-0.02445321,-0.024557875,-0.026002884,-0.026759176,-0.027911127,-0.025805203,-0.025837107,-0.024123492,-0.02795545,-0.027548214,-0.026903434
737.5999756,-0.007732524,-0.00669204,-0.013280516,-0.016555863,-0.017242352,-0.017984139,-0.021152446,-0.021687729,-0.02361979,-0.024519516,-0.022644931,-0.024521571,-0.025939683,-0.025472065,-0.026303893,-0.026681673,-0.026713368,-0.022543639,-0.0226439,-0.02501807,-0.02605618,-0.023312744,-0.023587232,-0.022969784,-0.024666086,-0.022790022,-0.024070498,-0.023321724,-0.026563542,-0.025553739,-0.025277171,-0.024175892,-0.024157038,-0.024784537,-0.027620463,-0.026066272
736.7999878,-0.006976926,-0.007527313,-0.013212121,-0.014500126,-0.017452523,-0.018442219,-0.020530241,-0.021804288,-0.022608075,-0.023852725,-0.022422656,-0.025103835,-0.025786664,-0.026360512,-0.026416833,-0.027039083,-0.026751874,-0.022992617,-0.021581583,-0.025591178,-0.026647152,-0.026052328,-0.023456141,-0.023646658,-0.024739351,-0.022919646,-0.023404194,-0.023802394,-0.025828667,-0.02629249,-0.02472825,-0.024103705,-0.02479241,-0.025804959,-0.027580088,-0.026849756
736,-0.006348245,-0.004987947,-0.011505186,-0.013850609,-0.017564109,-0.016932655,-0.019556334,-0.021186814,-0.021800695,-0.023099303,-0.022587433,-0.025245616,-0.024604792,-0.024715828,-0.025141215,-0.025949826,-0.02557463,-0.022723453,-0.020870691,-0.024938155,-0.026128236,-0.025365571,-0.022203563,-0.022533121,-0.024271762,-0.022483373,-0.021741556,-0.023354007,-0.024414303,-0.026199453,-0.024283608,-0.023867622,-0.023347335,-0.024665596,-0.025999909,-0.026392572
735.2000122,-0.007233571,-0.007584857,-0.011142728,-0.015072172,-0.017781729,-0.017718662,-0.019748174,-0.02222383,-0.023181178,-0.024707269,-0.022602275,-0.025374752,-0.024801457,-0.024661634,-0.027692843,-0.027514881,-0.027968993,-0.022557894,-0.022065854,-0.025566431,-0.025739776,-0.024468333,-0.022406382,-0.023076721,-0.024232643,-0.022785552,-0.02287451,-0.022904174,-0.024609733,-0.026458872,-0.025611775,-0.025119081,-0.02397522,-0.024456734,-0.027185632,-0.02610781
734.4000244,-0.006667212,-0.005867671,-0.012136319,-0.014608068,-0.016202187,-0.016636539,-0.018638222,-0.019691279,-0.022255359,-0.022858106,-0.021377048,-0.02497506,-0.023966303,-0.024235481,-0.025529478,-0.025145074,-0.026994083,-0.02139277,-0.02084513,-0.024916841,-0.025744656,-0.024285372,-0.021608578,-0.021665419,-0.023409836,-0.023202674,-0.021940358,-0.022596378,-0.02489054,-0.025739532,-0.024132846,-0.023560604,-0.022924066,-0.025298076,-0.027033441,-0.025334559
733.5999756,-0.006491794,-0.007146699,-0.01253316,-0.014445995,-0.016291855,-0.017886423,-0.019383769,-0.021688567,-0.021944985,-0.023659503,-0.02228364,-0.025356293,-0.02576188,-0.025985183,-0.025396971,-0.025343547,-0.027439991,-0.021819897,-0.020927086,-0.024790259,-0.025410399,-0.024459817,-0.02112128,-0.02289008,-0.023184663,-0.021320662,-0.022453876,-0.022800684,-0.025909785,-0.025435204,-0.024387287,-0.022661936,-0.022715149,-0.0260338,-0.027054017,-0.025878912
732.7999878,-0.00695726,-0.005922831,-0.011760934,-0.013687901,-0.01694122,-0.017305987,-0.019014303,-0.021297593,-0.022686897,-0.023489052,-0.02313666,-0.024513252,-0.024719838,-0.025402635,-0.02607573,-0.024883794,-0.026213296,-0.022023534,-0.020932317,-0.025635934,-0.025578244,-0.023743724,-0.022726204,-0.022949602,-0.024957268,-0.021921111,-0.022849116,-0.023401447,-0.026705042,-0.025937585,-0.024824243,-0.023283942,-0.022870138,-0.025903933,-0.026840851,-0.025426561
732,-0.006473789,-0.005621767,-0.012338357,-0.014911323,-0.017112069,-0.017823173,-0.019098833,-0.021510985,-0.021921998,-0.022988591,-0.022514146,-0.024822041,-0.02364151,-0.025531236,-0.025928807,-0.026028924,-0.025540119,-0.021744659,-0.020388443,-0.025235504,-0.026031947,-0.024169819,-0.021671083,-0.022280246,-0.024314646,-0.022955691,-0.020940555,-0.023285512,-0.025402585,-0.026249215,-0.023677496,-0.024628224,-0.022470886,-0.026190095,-0.026500568,-0.025971528
731.2000122,-0.006173464,-0.007234131,-0.013157377,-0.015066121,-0.016850788,-0.017883144,-0.019395158,-0.020266315,-0.022078894,-0.023385651,-0.022026289,-0.023889037,-0.025170872,-0.025726845,-0.025658822,-0.025768319,-0.026285619,-0.022868959,-0.020739667,-0.025463961,-0.02552611,-0.024275091,-0.021986475,-0.022194659,-0.023690879,-0.022159191,-0.021273289,-0.02302576,-0.025223488,-0.025161931,-0.024969585,-0.02396895,-0.022856338,-0.025682539,-0.027475519,-0.025809009
730.4000244,-0.005572549,-0.007154643,-0.012040501,-0.014476742,-0.016940324,-0.017811395,-0.019081295,-0.021523597,-0.023259602,-0.022207843,-0.022028849,-0.025084045,-0.02415356,-0.025125433,-0.026379757,-0.02601059,-0.026281331,-0.022247145,-0.020679347,-0.024909167,-0.02616738,-0.024741992,-0.022273116,-0.021644289,-0.024172071,-0.022371324,-0.021329386,-0.023691468,-0.024444891,-0.025700595,-0.024818815,-0.023131996,-0.02288124,-0.026267733,-0.026250921,-0.025755048
729.5999756,-0.006432778,-0.008058098,-0.011968587,-0.015272399,-0.017337427,-0.017217275,-0.01899007,-0.022062214,-0.023812735,-0.023579238,-0.023033665,-0.025557693,-0.02571821,-0.025932221,-0.026531205,-0.026120534,-0.026228502,-0.022893665,-0.022933641,-0.025527233,-0.026114099,-0.025183868,-0.021857362,-0.022933446,-0.024748839,-0.02264557,-0.022618346,-0.024279105,-0.02534838,-0.026279284,-0.024709029,-0.023223925,-0.02337525,-0.026192045,-0.027162531,-0.02603648
728.7999878,-0.007802092,-0.007061337,-0.012115324,-0.015654501,-0.01726524,-0.016701059,-0.018221753,-0.021389764,-0.022621885,-0.024414353,-0.022508739,-0.024480468,-0.025514394,-0.027081987,-0.02569708,-0.025390377,-0.027651893,-0.022825195,-0.021839097,-0.024473665,-0.026278503,-0.025588444,-0.022530418,-0.023432449,-0.024149889,-0.023243163,-0.022799013,-0.022956967,-0.026065053,-0.02541079,-0.025162958,-0.024018183,-0.023012552,-0.025445018,-0.027840871,-0.024971539
728,-0.008462032,-0.006571914,-0.012562182,-0.015945598,-0.016971441,-0.018393788,-0.019071881,-0.022883154,-0.023280507,-0.025081797,-0.023444466,-0.025637738,-0.025770124,-0.028058207,-0.026712686,-0.026536902,-0.027612349,-0.023245567,-0.022742124,-0.026051059,-0.025565503,-0.02511478,-0.022739913,-0.024271762,-0.025470162,-0.022734066,-0.022740895,-0.023108386,-0.024901686,-0.027086414,-0.02529031,-0.025477339,-0.023476301,-0.025854668,-0.026790524,-0.02523233
727.2000122,-0.007430371,-0.007663249,-0.013430777,-0.015371905,-0.017576043,-0.018242653,-0.019976074,-0.021883996,-0.022868617,-0.025414744,-0.022139953,-0.025233354,-0.026110735,-0.026198186,-0.026991162,-0.026216902,-0.028069127,-0.023613857,-0.02320832,-0.025938854,-0.027215391,-0.025457516,-0.022155205,-0.023091547,-0.02398889,-0.024173688,-0.023529122,-0.024231173,-0.025626173,-0.026322946,-0.025546709,-0.024705362,-0.024164923,-0.02665134,-0.028303131,-0.026740482
726.4000244,-0.005889174,-0.00682095,-0.01189394,-0.014176942,-0.016668178,-0.016286768,-0.0190145,-0.021067573,-0.022140102,-0.023461193,-0.021809163,-0.025248302,-0.02469416,-0.024959467,-0.025938513,-0.02531522,-0.025819253,-0.021689551,-0.019965887,-0.023985263,-0.026054082,-0.024587816,-0.022000797,-0.022044498,-0.023953272,-0.022071416,-0.022085782,-0.023067638,-0.025363911,-0.024984492,-0.024264174,-0.02422094,-0.022975873,-0.02599279,-0.026569288,-0.025043583
725.5999756,-0.007057211,-0.00655279,-0.013329069,-0.014851089,-0.01593402,-0.016866326,-0.019147087,-0.02131041,-0.022026882,-0.023433724,-0.021739488,-0.024177164,-0.023944257,-0.024890393,-0.026579224,-0.025985232,-0.026602549,-0.022210646,-0.020738531,-0.025678147,-0.025240047,-0.024563599,-0.02212421,-0.021988099,-0.024313815,-0.022736818,-0.021550251,-0.02258468,-0.025885642,-0.025835106,-0.024145775,-0.024566535,-0.022275131,-0.025803495,-0.026684789,-0.025334803
724.7999878,-0.006951044,-0.006603223,-0.012904662,-0.015437712,-0.016897351,-0.018231185,-0.018468417,-0.021694822,-0.022231651,-0.023124829,-0.022623505,-0.025277367,-0.025484711,-0.02603375,-0.02615222,-0.026080459,-0.027519595,-0.022860413,-0.021624193,-0.025112582,-0.026673883,-0.025361614,-0.022219699,-0.023298515,-0.024160123,-0.022186838,-0.022587284,-0.023478262,-0.025952753,-0.027528729,-0.023785044,-0.024944803,-0.022836935,-0.02711623,-0.027464729,-0.025853399
724,-0.007527007,-0.00699868,-0.013383591,-0.015382598,-0.017676711,-0.017247178,-0.019050624,-0.022398122,-0.023803227,-0.024605967,-0.021906395,-0.024954677,-0.025681123,-0.025901835,-0.026640384,-0.026873797,-0.027191857,-0.022829812,-0.022221124,-0.025431298,-0.025737923,-0.025275413,-0.023435589,-0.02303008,-0.023652885,-0.021441014,-0.022669699,-0.023055954,-0.025791494,-0.026823914,-0.024987131,-0.025460789,-0.022972533,-0.027754916,-0.027200365,-0.026654456
723.2000122,-0.007584603,-0.007680035,-0.013243056,-0.016121879,-0.017450832,-0.017514238,-0.019188846,-0.022245916,-0.023346059,-0.024397908,-0.022343196,-0.025798714,-0.025838131,-0.026519369,-0.027736217,-0.026237665,-0.026134817,-0.02302576,-0.022074269,-0.025365131,-0.027683469,-0.025792127,-0.023003519,-0.022878047,-0.024209287,-0.022399303,-0.022454713,-0.024356451,-0.02585379,-0.027293285,-0.025558865,-0.024353808,-0.024109386,-0.026744962,-0.027387207,-0.026535198
722.4000244,-0.005476346,-0.006011378,-0.012339515,-0.01387543,-0.016342863,-0.017400451,-0.018812917,-0.020951902,-0.022829322,-0.023700096,-0.022503234,-0.024730645,-0.02376735,-0.025486322,-0.025560915,-0.025927197,-0.025550274,-0.022014873,-0.020511869,-0.024733678,-0.025871351,-0.024427909,-0.021675367,-0.022675546,-0.023828173,-0.021356938,-0.021334069,-0.023730831,-0.024673959,-0.025255581,-0.025267061,-0.024267992,-0.023775633,-0.025081992,-0.026434954,-0.026006931
721.5999756,-0.008282411,-0.007620723,-0.0129924,-0.015273649,-0.017762346,-0.018608561,-0.019711861,-0.021435151,-0.023935683,-0.024625191,-0.022788746,-0.025379049,-0.02513887,-0.025770223,-0.027085491,-0.026536075,-0.028016176,-0.023378832,-0.020859638,-0.02538193,-0.026644133,-0.024964256,-0.022790022,-0.023400906,-0.024852406,-0.023111429,-0.023231631,-0.023690781,-0.025274826,-0.026847858,-0.025410447,-0.024487318,-0.024278909,-0.025860522,-0.028026076,-0.02674759
720.7999878,-0.006289415,-0.005311084,-0.012983004,-0.015605158,-0.017164676,-0.016856715,-0.018132234,-0.02069075,-0.022558533,-0.023993395,-0.021657636,-0.024415577,-0.024658993,-0.025282934,-0.025881495,-0.025875691,-0.026705919,-0.022472853,-0.020829637,-0.025678635,-0.024886923,-0.023754802,-0.0223519,-0.021002416,-0.024236903,-0.022319444,-0.021603996,-0.023041865,-0.025039623,-0.025799301,-0.024564138,-0.024130005,-0.022043612,-0.024562571,-0.027394205,-0.024415722
720,-0.005492245,-0.005861542,-0.012982552,-0.014174888,-0.015644463,-0.016740814,-0.017952049,-0.020865362,-0.021373548,-0.024372408,-0.02050229,-0.024451204,-0.026121167,-0.024297757,-0.025318589,-0.024930431,-0.025459714,-0.021261361,-0.019652437,-0.024700323,-0.025337441,-0.02428307,-0.020711631,-0.021259634,-0.023341348,-0.021975303,-0.021426871,-0.022374766,-0.024458986,-0.026049597,-0.024897384,-0.024072604,-0.0222499,-0.024979996,-0.026926694,-0.024620054
719.2000122,-0.008207941,-0.008256353,-0.012228693,-0.015383597,-0.016607489,-0.017112616,-0.018986501,-0.022009362,-0.023695046,-0.023594096,-0.022149105,-0.024822531,-0.025715185,-0.024982343,-0.025862571,-0.026023462,-0.027424051,-0.022339262,-0.021915747,-0.02430515,-0.025624074,-0.024149692,-0.021283444,-0.022420395,-0.025039086,-0.0230154,-0.022209959,-0.023739411,-0.02582901,-0.026930198,-0.026152026,-0.024071673,-0.022821462,-0.02590647,-0.02537065,-0.025538802
718.4000244,-0.00697713,-0.007123017,-0.012253204,-0.014771932,-0.016633151,-0.017184231,-0.018659944,-0.020597542,-0.021949908,-0.022459777,-0.021100421,-0.025331238,-0.025303302,-0.023990946,-0.026051402,-0.025762513,-0.026867131,-0.021553896,-0.020474683,-0.024840133,-0.025180496,-0.024417583,-0.021177791,-0.021944739,-0.024087984,-0.021477874,-0.021594686,-0.022946164,-0.02517307,-0.026119901,-0.024133433,-0.023175975,-0.022708271,-0.025318785,-0.026699442,-0.025363227
717.5999756,-0.005908531,-0.006528056,-0.012090956,-0.013820068,-0.016873797,-0.01739672,-0.017455259,-0.020396642,-0.022816353,-0.023259651,-0.020686356,-0.023822928,-0.024698708,-0.024383469,-0.025140433,-0.025318002,-0.025846278,-0.021191301,-0.019885235,-0.024112863,-0.024292959,-0.02407564,-0.021344174,-0.021853473,-0.023494644,-0.020677816,-0.021165611,-0.022610826,-0.024675917,-0.02596792,-0.024807813,-0.0240271,-0.021179417,-0.024663394,-0.026422484,-0.025543097
716.7999878,-0.005427827,-0.006607098,-0.010862986,-0.013786918,-0.017100921,-0.017730143,-0.018038327,-0.020725105,-0.021396022,-0.022730038,-0.020790009,-0.023593754,-0.024165167,-0.025172533,-0.025175758,-0.024598042,-0.025883935,-0.021188786,-0.019432684,-0.024543051,-0.025147665,-0.023346696,-0.021433869,-0.022634808,-0.023336982,-0.021687681,-0.021215558,-0.022934526,-0.024616092,-0.02600503,-0.024996271,-0.02308055,-0.021562271,-0.024602445,-0.026555654,-0.024941331
716,-0.006253081,-0.006056513,-0.011006918,-0.015072422,-0.015516248,-0.017331954,-0.018913249,-0.021344123,-0.02193962,-0.023053991,-0.021752389,-0.024018919,-0.024206104,-0.024379358,-0.025643596,-0.025763538,-0.02601927,-0.021812018,-0.020740505,-0.025032781,-0.026221728,-0.023781613,-0.021754261,-0.023532946,-0.023831163,-0.022349441,-0.021193866,-0.022740502,-0.025368745,-0.027185874,-0.02518074,-0.022865325,-0.022280393,-0.024817104,-0.026127115,-0.026262373
715.2000122,-0.006428238,-0.006702287,-0.011771364,-0.016781012,-0.016554169,-0.01794748,-0.019299641,-0.021445895,-0.02184028,-0.023263332,-0.02207486,-0.025851009,-0.024340298,-0.024886824,-0.026622612,-0.02628216,-0.026471002,-0.02232741,-0.021912301,-0.025346477,-0.026065443,-0.023981001,-0.020814585,-0.022699868,-0.024173493,-0.022342753,-0.021735942,-0.022779902,-0.025792664,-0.026920417,-0.025323816,-0.023991926,-0.022599326,-0.025910908,-0.027122261,-0.025814081
714.4000244,-0.006008366,-0.006153303,-0.012082194,-0.015743433,-0.017045768,-0.01713571,-0.019466002,-0.02153419,-0.022082338,-0.023327416,-0.021039953,-0.025405858,-0.024856072,-0.024947295,-0.026420778,-0.025918322,-0.026391596,-0.022240603,-0.021180848,-0.026017709,-0.02530672,-0.024189554,-0.020970352,-0.022288952,-0.023331733,-0.022186445,-0.02194784,-0.022252949,-0.026084945,-0.026554046,-0.02531229,-0.024316996,-0.023252536,-0.026229136,-0.027455496,-0.026783271
