wavelength (nm),DOMBlank1,DOMSTD23,DOM12446,DOM12471,DOM12478,DOM12479,DOM12523,DOM12528,DOM12529,DOMBlank2,DOM12628,DOM13290,DOM13292,DOM13294,DOM13314,DOM13317,DOM13398,DOM12274,DOM12703,DOMBlank3,DOM12705,DOM12722,DOM12723,DOM13001,DOM13008,DOM13049,DOM13053,DOM13064,DOM13068,DOMBlank4,DOM13072,DOM13450,DOM13457,DOM13618,DOM13619,DOMBlank5
900,-0.000846112,-0.025943926,0.00949655,0.002327394,-0.014447046,-0.006004842,-0.004264314,0.009590911,-0.004111104,-0.021679407,-0.041284714,-0.032922253,-0.020990873,-0.020727228,-0.036634058,-0.030885682,-0.027203236,-0.037027303,-0.007090574,-0.011989991,-0.038651966,-0.01635503,-0.036515843,-0.018955626,0.007102657,-0.031894721,-0.037165247,-0.007485486,-0.003010486,-0.015258254,-0.029628655,0.002099526,-0.005215948,-0.032133311,0.001764187,-0.003012851
899.2000122,-0.002505304,0.00319552,0.00501424,-0.022823082,-0.014765376,-0.007729218,-0.005350207,-0.012602315,-0.018021094,-0.012043573,-0.01702043,0.00044583,-0.022186985,-0.022620212,-0.019912582,-0.024079511,-0.044029839,-0.053910349,-0.029818514,-0.04532028,-0.016466049,-0.036529314,-0.027593741,-0.01546709,-0.008643051,-0.028911546,-0.007912474,-0.041354995,-0.038952902,-0.011012369,-0.02692645,-0.009390185,-0.016907409,-0.007839414,0.004891913,-0.030918758
898.4000244,0.009268355,0.010892293,-0.001459584,-0.000140538,-0.015741237,-0.007865905,0.012081339,-0.040379278,0.004757975,0.002600795,0.004735652,-0.025095332,-0.005215386,-0.016166624,-0.035261855,0.011981141,-0.004842723,-0.005881615,-0.015415377,0.027823534,-0.012006812,-0.005212777,0.014215469,0.020702364,-0.023427445,-0.019125141,0.011651115,0.001331932,0.015869189,-0.022994384,0.000208199,-0.017284494,-0.001725337,0.019935355,0.010954595,0.010448926
897.5999756,-0.015590374,-0.015824411,-0.017592648,-0.01926329,-0.049461514,-0.028191749,-0.028737186,-0.038687296,-0.025398923,-0.026823329,-0.029976545,-0.03794767,-0.004349305,-0.024985665,-0.011648855,-0.027438,-0.027890591,-0.039524987,-0.028234733,-0.021114623,-0.028099021,-0.019793486,-0.039311711,0.00901829,-0.020866744,-0.030467818,-0.028270341,-0.008748449,-0.0475027,-0.02553807,-0.038080625,-0.017787792,-0.025434617,-0.035561193,-0.061410978,-0.005737916
896.7999878,-0.030139254,-0.015856707,-0.029471222,-0.014182905,-0.010697843,-0.019061029,-0.003213576,-0.01747923,-0.03199612,-0.02091337,-0.01323025,-0.012689814,-0.028929468,-0.032367829,-0.039952841,-0.031862684,-0.015951686,-0.029712789,-0.021050509,-0.032531902,-0.035256032,-0.014489511,-0.036496993,-0.046882343,-0.036020409,-0.035579938,-0.009962368,-0.03901457,-0.028278297,-0.006200873,-0.029411329,-0.022289641,-0.008431669,-0.041892946,-0.019530945,-0.023384916
896,-0.015956877,-0.003185568,-0.011893386,-0.022741288,0.006352154,-0.029450323,-0.017211601,-0.021463288,-0.028978918,-0.01541148,-0.024261432,-0.027399553,-0.024655031,-0.035511673,-0.014828624,-0.024666574,-0.020775104,-0.010636466,-0.030089695,0.000443316,-0.019996593,-0.013698487,-0.034436364,-0.023328593,-0.014957793,-0.01308645,-0.004273952,-0.00294971,-0.023915544,-0.029102882,-0.038296927,-0.013362858,-0.020197332,-0.008721658,-0.032371771,-0.036891792
895.2000122,0.012172136,-0.010049185,-0.025341738,-0.009715684,-0.02009853,-0.013049928,-0.001801752,-0.026155632,-0.033355791,-0.019893246,-0.023209056,-0.002683934,-0.041176282,-0.009714418,-0.032580893,-0.008977935,-0.035201181,-0.017261906,0.000871652,-0.020785566,-0.018228604,-0.021146923,-0.0300481,-0.02757868,-0.020859934,-0.029340783,-0.021397747,-0.031171231,-0.013916847,-0.024358066,-0.020966357,-0.01711187,-0.010789461,-0.024423553,-0.03015814,-0.005581442
894.4000244,-0.017353494,-0.006812846,-0.021623503,-0.022327902,-0.027681816,-0.018391555,-0.020490585,-0.030376587,-0.023697693,-0.038431574,-0.031160679,-0.052084841,-0.019469813,-0.037397157,-0.035087876,-0.010789967,-0.025667217,-0.010382885,-0.023814891,-0.016203983,-0.030531183,-0.022523092,-0.023935683,-0.030784799,-0.026160263,-0.019342277,-0.010115045,-0.018880585,-0.016809102,-0.018210683,-0.012920994,-0.029991331,-0.021649066,-0.021943903,-0.031798787,-0.005101912
893.5999756,-0.032934733,-0.021390749,-0.032145139,-0.033653904,-0.03074332,-0.018949926,-0.020324962,-0.028135512,-0.040997118,-0.03570351,-0.041226052,-0.038860504,-0.029454436,-0.054045912,-0.039564077,-0.052984923,-0.049878493,-0.046873976,-0.033568613,-0.038431432,-0.042795986,-0.043124679,-0.040626783,-0.036013976,-0.031870283,-0.050299913,-0.054620612,-0.043935567,-0.040080223,-0.042931825,-0.034317214,-0.030329131,-0.041218847,-0.041097164,-0.059140038,-0.060106914
892.7999878,0.002453191,-0.022921609,-0.031428181,-0.032311603,-0.024211785,-0.025247423,-0.00349649,-0.029911503,-0.035578411,-0.034349885,-0.024230929,-0.031940468,-0.030593961,-0.02335077,-0.037516318,-0.042673524,-0.023598166,-0.017932676,-0.02299797,-0.037020076,-0.032827314,-0.019700728,-0.033931416,-0.026262909,-0.031152004,-0.022916798,-0.040847383,-0.030916106,-0.027493741,-0.033390936,-0.03111673,-0.031820972,-0.032833893,-0.02910845,-0.031287923,-0.037045892
892,-0.013785313,-0.010771836,-0.026710348,-0.014103276,-0.026305648,-0.024139507,-0.026957445,-0.033349272,-0.024293156,-0.039116494,-0.023733234,-0.030969188,-0.02406418,-0.022893371,-0.023070438,-0.044924811,-0.045504708,-0.029606458,-0.039536901,-0.021896254,-0.033738941,-0.020995954,-0.019935429,-0.031201925,-0.026336053,-0.034914065,-0.024811137,0.003947976,-0.0149762,-0.028501766,-0.034779184,-0.036147382,-0.03968652,-0.025125481,-0.018591696,-0.023090074
891.2000122,-0.012314051,-0.043066405,-0.036641005,-0.047473602,-0.040971253,-0.03808954,-0.026090894,-0.044593696,-0.034753997,-0.046749357,-0.045300644,-0.043354414,-0.052120566,-0.053081878,-0.032787181,-0.038424656,-0.054838326,-0.037189197,-0.036536641,-0.066536635,-0.030125054,-0.04169903,-0.058340777,-0.054640334,-0.037410978,-0.039131824,-0.032042574,-0.048721146,-0.043423705,-0.051074926,-0.029548712,-0.050404016,-0.043123599,-0.041277651,-0.041582514,-0.044367045
890.4000244,-0.004765561,0.011918159,-0.00867477,-0.012587278,-0.016566778,0.004234214,-0.016928822,-0.02962614,-0.010570836,-0.024899682,-0.011935244,-0.012231209,-0.01485329,-0.032744166,-0.030030709,-0.011803611,-0.016836347,-0.009915005,-0.01323261,-0.023272362,-0.030474139,-0.010324093,-0.009026413,-0.004603307,-0.02091717,-0.028343583,-0.017622527,-0.007540135,-0.035917662,-0.009449357,-0.017596127,-0.027047109,-0.020014837,-0.002432616,-0.018594276,-0.012597085
889.5999756,0.014211752,0.011174276,-0.017884089,-0.010811379,-0.004551002,-0.017719556,0.003276184,-0.00711171,-0.012899033,-0.016593587,-0.009732948,-0.013476101,-0.010901459,-0.020212701,-0.004339362,-0.014142165,-0.009852708,0.004209565,-0.015992157,-0.022642966,-0.010126173,-0.026017172,-0.033028688,0.004313791,-0.017980017,-0.014417901,-0.005744864,-0.005320852,-0.011747429,-0.021151016,-0.024059674,-3.41E-05,-0.021441212,-0.016035669,0.007979679,-0.028720563
888.7999878,-0.034986388,-0.020788528,-0.012371166,-0.020639211,-0.029326459,-0.019272601,-0.023209153,-0.025920076,-0.04675024,-0.033197738,-0.026359441,-0.039782759,-0.033409391,-0.032704793,-0.051728949,-0.035847593,-0.030123653,-0.034627575,-0.024377547,-0.03240646,-0.022438144,-0.019985963,-0.033939555,-0.029856602,-0.024754267,-0.030586338,-0.033181049,-0.046054453,-0.037815008,-0.032447543,-0.024970464,-0.03876799,-0.023574041,-0.041648373,-0.036980234,-0.033221815
888,-0.009055366,-0.008671218,-0.021566113,-0.024644269,-0.020582631,-0.027299508,-0.023108091,-0.022577995,-0.030171808,-0.02005236,-0.03264429,-0.028261269,-0.02765063,-0.037328228,-0.027697505,-0.025427733,-0.033385519,-0.023038771,-0.027488299,-0.035015669,-0.018111628,-0.035717625,-0.027824992,-0.043487269,-0.038904198,-0.037371505,-0.029533912,-0.020083256,-0.047935192,-0.032840852,-0.027213302,-0.026628455,-0.031282477,-0.03413539,-0.029092569,-0.033249103
887.2000122,-7.64E-05,0.008595339,-0.018075824,-0.028322581,-0.026693746,-0.024860814,-0.007472204,-0.006983243,-0.022864539,-0.02112207,-0.022462234,-0.027641498,-0.023162723,-0.029627785,-0.024895623,-0.025836814,-0.030507391,-0.033380389,-0.027945014,-0.024955312,-0.028807005,-0.039664172,-0.039618004,-0.02508512,-0.021981111,-0.037561242,-0.033855423,-0.03337013,-0.022674318,-0.030684374,-0.020977208,-0.022782065,-0.030338207,-0.025180252,-0.034391355,-0.016040059
886.4000244,0.004030034,-0.007659332,-0.010575434,-0.003577472,-0.01435885,-0.016885201,-0.01278403,-0.004551412,-0.013904313,-0.01564686,-0.018678542,-0.009326242,-0.023055267,-0.032983728,-0.01838937,-0.015383648,-0.014512644,-0.021468166,-0.016296491,-0.025223292,-0.01849898,-0.013776736,-0.020178452,-0.012668544,-0.037246555,-0.014414996,-0.021175276,-0.02471387,-0.015882563,-0.004325111,-0.022815568,-0.01483743,-0.017300962,-0.014968446,-0.013361552,-0.020800421
885.5999756,-0.005815569,-0.020087952,-0.015353814,-0.020956736,-0.017069662,-0.016792616,-0.022885069,-0.0296597,-0.014111144,-0.011730347,-0.014470683,-0.027620267,-0.027802508,-0.032747336,-0.0203878,-0.009184945,-0.024656009,-0.013234619,-0.026601089,-0.019885285,-0.023276826,-0.022703014,-0.021200571,-0.01907084,-0.013009936,-0.015219614,-0.003199701,-0.023627684,-0.022209615,-0.020598283,-0.015253806,-0.030257188,-0.012307962,-0.025406005,-0.016918913,-0.024906673
884.7999878,-0.01719523,-0.008497572,-0.019814508,-0.019174531,-0.003754738,-0.019643581,-0.019385701,-0.024147978,-0.018181887,-0.020137727,-0.025517665,-0.015857756,-0.016674057,-0.031349096,-0.023880903,-0.025012791,-0.030020321,-0.026631668,-0.025314145,-0.017146261,-0.030360464,-0.016227124,-0.024609244,-0.022940369,-0.01439366,-0.02979565,-0.010045897,-0.028294353,-0.032436203,-0.018020447,-0.029925035,-0.01917032,-0.027006926,-0.023495771,-0.025528893,-0.010725269
884,-0.011146463,0.005471961,-0.009502392,-0.016632902,-0.019708842,-0.020808959,-0.01886953,-0.01964655,-0.01832133,-0.024384741,-0.022460021,-0.018568631,-0.016462263,-0.041362382,-0.028405854,-0.026225626,-0.019363469,-0.021574391,-0.027276171,-0.020025911,-0.0304335,-0.036079112,-0.025130123,-0.0184382,-0.021536112,-0.029399717,-0.020345168,-0.028874151,-0.015602211,-0.032704074,-0.023739802,-0.013391974,-0.025924515,-0.025900859,-0.027532034,-0.026906013
883.2000122,-0.006334266,-0.003564995,-0.004590756,-0.02127043,-0.010771382,-0.019015541,-0.017558143,-0.016954264,-0.015200768,-0.025869107,-0.019198852,-0.023599785,-0.02271397,-0.017039794,-0.021622173,-0.014888861,-0.019973107,-0.021218862,-0.006954356,-0.018185264,-0.022846365,-0.019907637,-0.015823461,-0.015754068,-0.017307578,-0.019865206,-0.019361984,-0.01886948,-0.010927007,-0.012675986,-0.011310376,-0.013849907,-0.02524073,-0.018554345,-0.01722434,-0.019928655
882.4000244,-0.005283978,-0.009583478,-0.008708566,-0.004522004,-0.009809586,-0.004341975,-0.007287896,-0.01165828,-0.004859413,-0.016394416,-0.008843018,-0.016928373,-0.009653257,-0.014709727,-0.018061372,-0.008255795,-0.025542902,-0.025500188,-0.017403087,-0.014261919,-0.019832611,-0.016726814,-0.015224463,-0.008487215,-0.013821773,-0.012295078,-0.013938106,-0.012966221,-0.026829656,-0.006189032,-0.009025602,-0.0293072,-0.014841382,-0.020947659,-0.012586323,-0.019185577
881.5999756,0.00109039,-0.007104886,-0.005554097,0.002036505,-0.019103788,-0.017282803,-0.010377982,-0.01851064,-0.018536288,-0.021103725,-0.015209717,-0.015954681,-0.014952691,-0.024428986,-0.011904972,-0.016360763,-0.011645932,-0.014856792,-0.019940274,-0.022625472,-0.013835764,-0.023294296,-0.020103473,-0.021993121,-0.020007569,-0.01798394,-0.010318026,-0.020249071,-0.021042321,-0.020278372,-0.009187783,-0.028887473,-0.016949933,-0.018154033,-0.023950625,-0.009019821
880.7999878,-0.00030038,-0.004573646,-0.005974103,-0.017323,-0.010253562,-0.006447979,-0.010588722,-0.00547747,-0.016791821,-0.008563211,-0.017165471,-0.006059628,-0.016200392,-0.02176987,-0.021911759,-0.010403206,-0.005974511,-0.01866173,-0.016629564,-0.01363683,-0.011789654,-0.01892237,-0.012874858,-0.020934092,-0.017311657,-0.011904972,-0.01396553,-0.007351631,-0.017634358,-0.009153264,-0.014355795,-0.022724485,-0.016984437,-0.022996398,-0.02358174,-0.021163689
880,-0.017130883,-0.01518632,-0.011479925,-0.022377027,-0.017097536,-0.016094191,-0.01911216,-0.018424902,-0.019038633,-0.026310958,-0.036034513,-0.01986194,-0.025074124,-0.024236314,-0.033272792,-0.029473349,-0.018907152,-0.022432981,-0.027043607,-0.034744155,-0.026333665,-0.025542121,-0.031404246,-0.029091213,-0.03292283,-0.030081674,-0.02926011,-0.030092157,-0.028704766,-0.033624917,-0.027422106,-0.03519173,-0.028515097,-0.025267206,-0.024122659,-0.035673942
879.2000122,-0.006925263,-0.011210845,-0.016202735,-0.025473483,-0.018382572,-0.019448971,-0.025536411,-0.025082236,-0.019625865,-0.019325143,-0.030028969,-0.022350671,-0.017077826,-0.02412408,-0.023010736,-0.025412694,-0.016748933,-0.017915437,-0.018081881,-0.02223175,-0.020576952,-0.029448582,-0.019841515,-0.028993446,-0.024042873,-0.01962067,-0.034953237,-0.025130417,-0.027068464,-0.023923336,-0.029508952,-0.018217733,-0.020255543,-0.019022925,-0.028719643,-0.026183905
878.4000244,-0.0076194,-0.007833059,-0.010750725,-0.0144489,-0.02135827,-0.025725285,-0.022438981,-0.022346392,-0.031983901,-0.026024535,-0.025033074,-0.027301745,-0.020546487,-0.02727345,-0.032947451,-0.031067425,-0.029803336,-0.028256273,-0.033940513,-0.023575021,-0.031566467,-0.027682789,-0.028954074,-0.02954373,-0.029054075,-0.026459312,-0.030936211,-0.023594832,-0.028910674,-0.035847783,-0.030000705,-0.027597191,-0.030666042,-0.021927955,-0.030617218,-0.02340905
877.5999756,-0.00973639,-0.010232123,-0.01454599,-0.015633477,-0.019933054,-0.029107481,-0.017682726,-0.016162135,-0.018955428,-0.021225221,-0.024010248,-0.02842661,-0.029425312,-0.015715921,-0.033547193,-0.022512622,-0.029095959,-0.030916106,-0.021923918,-0.023789112,-0.02923499,-0.025776761,-0.027979333,-0.028892655,-0.030899907,-0.028838594,-0.029229084,-0.022176754,-0.028080095,-0.034647461,-0.025241416,-0.019025056,-0.02773408,-0.027049882,-0.033995762,-0.03099387
876.7999878,-0.006444051,-0.002736567,-0.009050599,-0.013690812,-0.015705686,-0.003144914,-0.018437803,-0.022041643,-0.020436801,-0.027736994,-0.015019562,-0.017574104,-0.01578038,-0.01463605,-0.026350573,-0.012953257,-0.025156263,-0.018489454,-0.024814513,-0.019219706,-0.020233555,-0.020096404,-0.025948705,-0.020637335,-0.016047394,-0.014971198,-0.020518882,-0.022443995,-0.024998276,-0.024444206,-0.017496137,-0.022980047,-0.014034509,-0.024564285,-0.024912929,-0.019322321
876,-0.012178859,-0.02190792,-0.025993375,-0.018393788,-0.026507631,-0.028229542,-0.032044306,-0.031178748,-0.037296351,-0.025158364,-0.02986216,-0.036945004,-0.025558133,-0.033211168,-0.030054815,-0.036974721,-0.035925239,-0.036928501,-0.036858216,-0.019129302,-0.032935549,-0.036651663,-0.038651302,-0.032803938,-0.037114341,-0.032797698,-0.035920762,-0.030200349,-0.035966419,-0.03714519,-0.031224232,-0.030198902,-0.032034017,-0.038104385,-0.03517564,-0.036289129
875.2000122,-0.000466525,0.005143883,-0.003079427,-0.002156632,-0.008007682,-0.009561347,-0.017411642,-0.011458798,-0.008568643,-0.012327588,-0.017781977,-0.02083314,-0.009969805,-0.015587378,-0.015504559,-0.012840278,-0.017528608,-0.011471052,-0.016784299,-0.010644549,-0.014486606,-0.018854609,-0.020627363,-0.027041029,-0.011800941,-0.01939778,-0.016296642,-0.019137427,-0.021133609,-0.013229748,-0.015708832,-0.016176848,-0.013874578,-0.018477349,-0.015131624,-0.012525262
874.4000244,-0.014063981,-0.006932549,-0.014690008,-0.015779082,-0.017957017,-0.02200754,-0.019504413,-0.022220632,-0.024132209,-0.025036104,-0.020222781,-0.033125408,-0.024354689,-0.023652639,-0.024203509,-0.025297489,-0.029930351,-0.023697155,-0.026496429,-0.026698567,-0.021382518,-0.023538489,-0.031998187,-0.027409663,-0.028853564,-0.026271973,-0.023642883,-0.024627442,-0.033023026,-0.022834873,-0.020058787,-0.026750706,-0.031815484,-0.026558673,-0.032035124,-0.032831587
873.5999756,-0.006914104,-0.009857617,-0.021872476,-0.021776125,-0.024263242,-0.016570564,-0.024883108,-0.030121768,-0.023895063,-0.028109891,-0.026073243,-0.029497875,-0.028481353,-0.02992112,-0.030415591,-0.030818846,-0.032919519,-0.031232905,-0.025980696,-0.030539919,-0.030221986,-0.029127961,-0.030687172,-0.024935709,-0.02584457,-0.029384959,-0.034115527,-0.030782435,-0.027915254,-0.029372282,-0.037288748,-0.030392904,-0.027060293,-0.028528526,-0.035044942,-0.035659209
872.7999878,-0.010985162,-0.006081785,-0.013167623,-0.013507118,-0.015256455,-0.015416526,-0.012783729,-0.013387306,-0.022245964,-0.018630138,-0.025199844,-0.028288726,-0.024249632,-0.021665813,-0.020781519,-0.018866804,-0.022292148,-0.020947313,-0.016649593,-0.023649257,-0.018992547,-0.024665596,-0.023924511,-0.02016758,-0.020332374,-0.017156761,-0.016217599,-0.016759891,-0.027556816,-0.025124406,-0.022032835,-0.025167404,-0.016620047,-0.014686604,-0.022580748,-0.02455763
872,-0.009629357,-0.006978403,-0.014943137,-0.017832415,-0.017474504,-0.019860012,-0.021627245,-0.019172994,-0.018386045,-0.022613529,-0.020007124,-0.023288162,-0.027276075,-0.025295487,-0.025248596,-0.020806195,-0.017198514,-0.021447323,-0.020148452,-0.024781359,-0.025571262,-0.026174156,-0.024310388,-0.021793948,-0.023423178,-0.023268582,-0.019994961,-0.026426528,-0.031202262,-0.0293072,-0.031261764,-0.029667098,-0.021515468,-0.022769144,-0.028006565,-0.026197504
871.2000122,-0.008160743,-0.003703973,-0.009898761,-0.0079904,-0.015068521,-0.01312066,-0.020470386,-0.01956445,-0.017804438,-0.023269858,-0.020144252,-0.025298467,-0.023899131,-0.020366361,-0.024799403,-0.022378011,-0.023640431,-0.018156268,-0.020233702,-0.025214303,-0.023993738,-0.018829724,-0.019389166,-0.022310935,-0.022377765,-0.021749681,-0.023343263,-0.02340439,-0.027912827,-0.021873116,-0.014589345,-0.023044417,-0.020558881,-0.025932221,-0.023131505,-0.024871327
870.4000244,-0.002081259,-0.008466247,-0.00944804,-0.017660903,-0.016045596,-0.017534774,-0.017626254,-0.020866496,-0.031188771,-0.022579668,-0.020719478,-0.022867732,-0.029322539,-0.029473931,-0.028972864,-0.018212767,-0.027938655,-0.022076385,-0.016369339,-0.023326728,-0.028449012,-0.026504222,-0.031002257,-0.025334511,-0.028924674,-0.027518915,-0.018664161,-0.026318852,-0.026946936,-0.024545692,-0.025838815,-0.019384166,-0.024483649,-0.022531498,-0.029029718,-0.026721887
869.5999756,-0.001220464,-0.002792949,-0.008046663,-0.016569817,-0.017178111,-0.0192779,-0.022498073,-0.015329527,-0.021539461,-0.025121769,-0.01996663,-0.0228779,-0.026622953,-0.023495182,-0.022954807,-0.020206375,-0.019937605,-0.021247556,-0.031615186,-0.025244199,-0.023342771,-0.0231345,-0.026945816,-0.021315536,-0.026497841,-0.030303108,-0.020541796,-0.028030153,-0.022120176,-0.021972498,-0.027051147,-0.024713283,-0.024433831,-0.02269412,-0.026575426,-0.027977102
868.7999878,-0.009087663,-0.009150222,-0.012512285,-0.01394322,-0.018576369,-0.018460181,-0.021009963,-0.016481103,-0.023378782,-0.019841811,-0.018396964,-0.026911657,-0.023136709,-0.027608365,-0.019434368,-0.029340589,-0.024406619,-0.020152802,-0.027843978,-0.022875983,-0.024248213,-0.026216073,-0.028781859,-0.023978014,-0.029144906,-0.023747988,-0.02342107,-0.029145051,-0.025687419,-0.028629063,-0.021451315,-0.020026356,-0.024098367,-0.019271759,-0.022522405,-0.022419067
868,-0.005414022,-0.010869651,-0.007619807,-0.010360643,-0.016762283,-0.019338217,-0.020117709,-0.020884309,-0.021789813,-0.018916868,-0.024535369,-0.021369556,-0.019540744,-0.021238288,-0.017821582,-0.025951924,-0.022074563,-0.020056413,-0.0258913,-0.018016027,-0.019092195,-0.025169944,-0.018395226,-0.022389812,-0.025240242,-0.024385672,-0.019851357,-0.021685513,-0.021709399,-0.025984794,-0.025186848,-0.019312713,-0.018893125,-0.023206798,-0.02449828,-0.029544601
867.2000122,-0.005700565,-0.010434442,-0.013583294,-0.020938087,-0.01585521,-0.020632843,-0.024336234,-0.027711496,-0.017365532,-0.025676731,-0.025999032,-0.031300496,-0.026064713,-0.027764337,-0.028104117,-0.024715386,-0.030332221,-0.024420226,-0.027399309,-0.019793833,-0.025896568,-0.02866362,-0.029960986,-0.028947825,-0.028844407,-0.030744959,-0.026226114,-0.029765679,-0.025173657,-0.028830357,-0.028686883,-0.025308186,-0.020118797,-0.02880783,-0.025268037,-0.024983222
866.4000244,-0.006788687,-0.008348032,-0.015617894,-0.015363459,-0.022187231,-0.024927301,-0.028146042,-0.021467723,-0.022675596,-0.024698513,-0.027888745,-0.033215005,-0.023581494,-0.028967585,-0.024260256,-0.027458023,-0.027916759,-0.023222109,-0.029822042,-0.024777984,-0.02887667,-0.028944628,-0.030210443,-0.022074072,-0.030635986,-0.02343191,-0.028599497,-0.029007781,-0.029081335,-0.024477189,-0.023053402,-0.019511294,-0.028439799,-0.022638053,-0.031200768,-0.03132569
865.5999756,-0.00602399,-0.013787218,-0.019702015,-0.013927276,-0.016810548,-0.024952428,-0.026703728,-0.023246894,-0.021883454,-0.029276226,-0.025466988,-0.025600061,-0.02578759,-0.026300676,-0.029417183,-0.026638923,-0.034065604,-0.028132649,-0.028325006,-0.028972331,-0.026895065,-0.02818583,-0.020782111,-0.023871738,-0.028283292,-0.026719257,-0.026105421,-0.022944298,-0.036599465,-0.024189064,-0.024663737,-0.025290456,-0.02376931,-0.027103633,-0.028110037,-0.028957028
864.7999878,-0.005730814,-0.006872982,-0.00634549,-0.015372104,-0.016099529,-0.014938835,-0.016263729,-0.019719975,-0.016581379,-0.023228293,-0.016643265,-0.021706985,-0.022754554,-0.020346601,-0.021327958,-0.018025216,-0.027963314,-0.020399608,-0.020214925,-0.022189641,-0.023657346,-0.02265078,-0.023337718,-0.021058943,-0.023994278,-0.024472639,-0.021790452,-0.02441215,-0.024662564,-0.020899408,-0.024850547,-0.022821855,-0.022265049,-0.02038049,-0.021900831,-0.02026508
864,-0.013645309,-0.01153473,-0.016485639,-0.012605735,-0.016780812,-0.022617314,-0.021989921,-0.025374508,-0.023007594,-0.024621474,-0.023233691,-0.029288858,-0.025543684,-0.030120561,-0.025388377,-0.027688179,-0.029500246,-0.027729953,-0.024924271,-0.027306072,-0.025823936,-0.028120469,-0.031295486,-0.028874975,-0.032840181,-0.026495649,-0.029835673,-0.027002012,-0.024246547,-0.029329218,-0.027383998,-0.027452044,-0.028873812,-0.027077707,-0.029757557,-0.030861717
863.2000122,-0.005136039,-0.00916913,-0.01706095,-0.014155394,-0.021082221,-0.016548688,-0.023171214,-0.026889225,-0.022000551,-0.022218272,-0.020127298,-0.022414839,-0.024999157,-0.025360638,-0.02632509,-0.022236913,-0.029305262,-0.02653851,-0.027103195,-0.028720515,-0.025284156,-0.026177861,-0.029498601,-0.026688099,-0.027970595,-0.029839637,-0.029989881,-0.026556384,-0.024947833,-0.024611445,-0.028072426,-0.025258755,-0.025857644,-0.026628649,-0.026662489,-0.028381316
862.4000244,-0.007220078,-0.008745811,-0.013380428,-0.017099079,-0.020980515,-0.019177502,-0.021613305,-0.020271651,-0.027718246,-0.024239449,-0.024668824,-0.025070265,-0.027775265,-0.027944624,-0.02620613,-0.025335586,-0.026319729,-0.023602137,-0.024898948,-0.023967087,-0.025035469,-0.026939053,-0.027040981,-0.023054482,-0.026075097,-0.024073975,-0.024517363,-0.027524697,-0.022938553,-0.023639254,-0.026564809,-0.028217414,-0.026234984,-0.02566951,-0.02825409,-0.026025608
861.5999756,-0.006049876,-0.010682284,-0.014486757,-0.01518982,-0.01894616,-0.020137183,-0.018903138,-0.022462726,-0.025667461,-0.02247826,-0.025315072,-0.028510299,-0.027441401,-0.022076778,-0.021402577,-0.024930626,-0.026295219,-0.026515473,-0.022905011,-0.023570804,-0.029268337,-0.027201971,-0.026410792,-0.02751974,-0.028181657,-0.023270251,-0.025674194,-0.025144098,-0.025556473,-0.028697787,-0.031025732,-0.028029183,-0.023878941,-0.028210767,-0.032053493,-0.025201308
860.7999878,-0.005719266,-0.012735617,-0.010505853,-0.015859053,-0.012541207,-0.019483773,-0.015758162,-0.01855251,-0.021711616,-0.025151426,-0.022891652,-0.028027387,-0.026431398,-0.023949549,-0.025381247,-0.025451511,-0.021705903,-0.021322781,-0.021736385,-0.025781639,-0.023483166,-0.020454384,-0.025616899,-0.022405498,-0.025685076,-0.026804395,-0.024111101,-0.024160465,-0.026974719,-0.025226956,-0.026259644,-0.028481837,-0.025901202,-0.019870942,-0.025781346,-0.027866023
860,-0.008451167,-0.009783467,-0.015547618,-0.016055327,-0.020210773,-0.021224581,-0.020769674,-0.020383554,-0.02282102,-0.025734849,-0.021878088,-0.027752683,-0.027895154,-0.024710642,-0.030997533,-0.030331401,-0.029951081,-0.02736086,-0.029212579,-0.024379995,-0.02797443,-0.029137304,-0.030462798,-0.026286641,-0.028019574,-0.025837399,-0.023919122,-0.026022293,-0.028296437,-0.027391143,-0.025860863,-0.02773238,-0.024577152,-0.028113289,-0.029269982,-0.027515611
859.2000122,-0.010933822,-0.0129024,-0.012072225,-0.020168519,-0.021991249,-0.022296231,-0.02045626,-0.024531307,-0.022805251,-0.023844639,-0.024415968,-0.026479039,-0.028025299,-0.028272426,-0.029842731,-0.028489014,-0.026316708,-0.029849013,-0.028058352,-0.025876472,-0.028009525,-0.025631394,-0.030208705,-0.024821015,-0.028186265,-0.028316859,-0.028904282,-0.024823461,-0.028696043,-0.024612619,-0.027356533,-0.027819894,-0.027122164,-0.026490243,-0.029696399,-0.03081494
858.4000244,-0.003772907,-0.006824415,-0.01110145,-0.015879717,-0.016425623,-0.014223491,-0.020105945,-0.01949293,-0.021806801,-0.022681737,-0.025530942,-0.020079153,-0.026421558,-0.021011148,-0.025836229,-0.027933022,-0.02239945,-0.021303803,-0.020203657,-0.022973271,-0.028062865,-0.021813201,-0.023249984,-0.026682599,-0.025244884,-0.023284875,-0.024895037,-0.020861711,-0.022362866,-0.021780754,-0.026832819,-0.02072713,-0.023247629,-0.025890764,-0.023540303,-0.02477999
