wavelength (nm),DOMBlank1,DOMSTD7,DOM11447,DOM11485,DOM11496,DOM11499,DOM11603,DOM11743,DOM11840,DOMBlank2,DOM11850,DOM11895,DOM12157,DOM12258,DOM12660,DOM12758,DOM12823,DOMBlank3
900,0.022295993,0.00749076,0.007592957,0.009622351,0.017503735,-0.014004131,-0.002375775,0.006672629,-0.010345629,0.003720405,0.01757136,0.031003168,-0.014290425,-0.004374164,-0.002682493,-0.003419859,-0.009112657,-0.009132631
899.2000122,0.013144812,0.002131053,0.001470168,0.00177097,-0.004163309,0.005060854,0.000944181,0.006790883,-0.007578701,-0.01842659,0.016978005,0.027179556,-0.012098004,-0.002860896,-0.008958105,-0.008021048,-0.009336882,-0.002775305
898.4000244,-0.00231625,0.002819859,0.001044252,-0.002537165,0.003279497,-0.009822544,-0.017725222,-0.001681297,-0.005836513,-0.000815264,0.019421643,0.015779469,-0.019244172,-0.018606279,-0.021568479,0.002851048,-0.005113833,0.004625962
897.5999756,0.029553631,0.00755758,-0.008873758,-0.000452251,0.002228744,-0.016027085,-0.005824815,0.001907942,-0.019876679,-0.016394166,0.011970497,0.006186413,-0.015109224,-0.005166224,0.00146248,-0.007841907,-0.013106795,-0.010832487
896.7999878,0.012719771,0.010479607,-0.014351788,0.010573014,0.016980346,-0.013440314,-0.007504364,-0.005466479,0.001267309,0.002756499,0.023620706,0.008406121,-0.011766023,0.002147858,0.008284577,-0.021696249,0.003691817,-0.001418303
896,0.006348661,0.001381737,-0.007356212,0.009397396,-0.008681469,-0.005119717,-0.009843143,-0.02146861,-0.02432243,-0.00848686,0.017168652,-0.002817897,-0.027122261,-0.019891219,-0.016857015,0.006198176,-0.004515445,-0.020264734
895.2000122,0.020588947,0.004257479,0.004331334,0.002358313,-0.011163013,-0.014213971,-0.00217389,-0.012764072,0.015953612,-0.009790048,0.018040869,0.008211208,-0.028904911,-0.00602879,-0.016344758,0.006898175,0.000564214,-0.006080202
894.4000244,-0.021079114,-0.009851544,-0.012376047,-0.009844459,-0.015665738,-0.031546392,-0.034237314,-0.026807413,-0.037940696,-0.021412285,-0.008063586,-0.031740323,-0.025274826,-0.02846225,-0.036348078,-0.037704851,-0.024881642,-0.040604953
893.5999756,-0.020099914,-0.003258078,-0.029030154,-0.026516154,-0.036920466,-0.030178858,-0.018721437,-0.039535906,-0.038033906,-0.020228712,-0.008750733,-0.026707865,-0.038936336,-0.031870671,-0.03611213,-0.02980469,-0.020770317,-0.035804257
892.7999878,0.001977212,0.001235377,-0.014696664,-0.008952425,-0.009065659,-5.24E-05,-0.007561708,-0.017871667,-0.013282976,-0.01210022,-0.011095696,-0.018799085,-0.022691516,-0.015781727,-0.019122712,-0.020623216,-0.017024413,-0.010941647
892,-0.021489995,-0.006298701,-0.009467087,-0.011913383,-0.030055106,-0.027866216,-0.044703845,-0.035591863,-0.024865508,-0.0319473,-0.020669177,-0.02154823,-0.029291229,-0.041761532,-0.029214466,-0.02635072,-0.032148793,-0.031685796
891.2000122,0.004760017,0.013537955,-0.009413642,-0.011235616,-0.007931284,0.002912258,-0.008525545,-0.00092387,-0.017568037,-0.011319052,-0.005055245,0.004254421,-0.001849956,-0.003672711,-0.015347967,-0.026541529,-0.019433923,-0.012913155
890.4000244,-0.000983536,-0.005913893,-0.012087381,-0.009793743,-0.021493346,-0.02829862,-0.017189955,-0.014719936,-0.022375552,-0.013346139,-0.01532068,-0.017051842,-0.017503746,-0.016009772,-0.015890848,-0.016902082,-0.025090056,-0.032572247
889.5999756,0.00389213,-5.75E-05,-0.008884207,-0.008529505,-0.010996267,-0.006135131,-0.009297865,-0.013746591,-0.008634576,-0.015619293,0.000815967,-0.001603107,-0.011227695,-0.015681967,-0.024319444,-0.012568066,-0.011415685,-0.014564664
888.7999878,-0.018570418,-0.022490453,-0.024573579,-0.017877927,-0.019412683,-0.014229855,-0.022423148,-0.035133574,-0.029492313,-0.013307328,-0.011063296,-0.021323767,-0.034664571,-0.018719701,-0.01835498,-0.024982391,-0.032860629,-0.034626428
888,-0.015102124,-0.016661949,-0.009950426,-0.024427028,-0.02035821,-0.026820604,-0.03203243,-0.035044514,-0.021431504,-0.018745488,-0.015415677,-0.019336235,-0.032495201,-0.036297984,-0.034975402,-0.018969949,-0.02170147,-0.03079102
887.2000122,0.00293501,0.009719147,-0.015734896,-0.021186469,-0.026231475,-0.012230353,-0.009577654,-0.01940397,-0.000269027,-0.018038526,-0.015577838,-0.013446939,-0.021278713,-0.023191288,-0.014255506,-0.016971789,-0.024570106,-0.022206416
886.4000244,-0.014343473,-0.005120945,-0.019061327,-0.014081073,-0.01019895,-0.016844116,-0.015370105,-0.029550793,-0.021681771,-0.027138798,-0.015107875,-0.01383095,-0.018981695,-0.023032045,-0.025494622,-0.017223295,-0.026950633,-0.023543343
885.5999756,-0.018682608,-0.013846797,-0.017392742,-0.022915471,-0.022590136,-0.028802063,-0.026590131,-0.024539381,-0.025767246,-0.012477978,-0.018028444,-0.027352208,-0.045204498,-0.033661667,-0.032244071,-0.023963952,-0.027857816,-0.024913028
884.7999878,-0.001267028,-0.005463565,-0.010956186,-0.011867996,-0.001821086,-0.016715407,-0.016642917,-0.020840839,-0.013577674,-0.016044499,-0.006440685,-0.023663916,-0.024786444,-0.021315239,-0.023510877,-0.022218419,-0.020307176,-0.026203791
884,-0.024113942,-0.015327027,-0.0191618,-0.019616166,-0.02368588,-0.026719209,-0.023003861,-0.029683199,-0.023404194,-0.019503869,-0.030601297,-0.026712442,-0.032035988,-0.033986621,-0.028483583,-0.029667629,-0.038673088,-0.028103631
883.2000122,-0.001981754,-0.008342446,-0.009891829,-0.012189128,-0.014144019,-0.012143266,-0.020474683,-0.018387288,-0.014446846,-0.02197678,-0.011518396,-0.022941498,-0.029083757,-0.020353567,-0.018006392,-0.026534906,-0.02039526,-0.035320468
882.4000244,-0.009420633,-0.005902351,-0.020386171,-0.01464536,-0.014831776,-0.022775875,-0.026906597,-0.019435408,-0.025734799,-0.024004223,-0.01794897,-0.019315487,-0.031613018,-0.024847565,-0.026878519,-0.026748661,-0.021384096,-0.025252553
881.5999756,-0.010299725,-0.016071342,-0.021828316,-0.016595779,-0.027735343,-0.024212029,-0.027876657,-0.030634442,-0.035417348,-0.032925375,-0.025218798,-0.02407662,-0.031991068,-0.025430759,-0.029708583,-0.030140461,-0.031596746,-0.024373142
880.7999878,-0.010129056,-0.009942078,-0.007332135,-0.00366383,-0.01318485,-0.01607698,-0.015459246,-0.019720221,-0.021699648,-0.02687813,-0.020179095,-0.021582125,-0.027342144,-0.034942396,-0.024278076,-0.022184575,-0.016978113,-0.02084212
880,-0.013175006,-0.018826798,-0.012681064,-0.017630629,-0.023401152,-0.02142288,-0.019656248,-0.021578085,-0.032567207,-0.023698282,-0.025001209,-0.027059222,-0.031187277,-0.028192136,-0.034960594,-0.027470123,-0.030823477,-0.035748143
879.2000122,-0.006563754,-0.010633283,-0.018468915,-0.020451469,-0.015697446,-0.022844598,-0.030960413,-0.016473627,-0.027534416,-0.020885248,-0.022389911,-0.02426295,-0.025869984,-0.026116733,-0.024642851,-0.026289321,-0.025971772,-0.034269467
878.4000244,-0.0110476,-0.017039496,-0.025473287,-0.019189194,-0.019147681,-0.021817435,-0.025051743,-0.028627029,-0.031962741,-0.026922509,-0.029899519,-0.026627773,-0.028952425,-0.028531339,-0.029759491,-0.030079067,-0.023623712,-0.029382396
877.5999756,-0.015587827,-0.016436342,-0.025051352,-0.019903088,-0.022719326,-0.031141836,-0.02979536,-0.024098562,-0.032755066,-0.026079193,-0.033029553,-0.023364801,-0.034053016,-0.035188388,-0.030808093,-0.042010836,-0.034036551,-0.03189357
876.7999878,-0.011332822,-0.00894568,-0.021079658,-0.020096751,-0.022732837,-0.025138382,-0.024062758,-0.025917102,-0.024236266,-0.030980468,-0.027898747,-0.025530405,-0.036587376,-0.035234839,-0.029941127,-0.027837859,-0.030513424,-0.03147123
876,-0.000919686,-0.005899695,-0.012623186,-0.015782377,-0.009457361,-0.020491129,-0.01663061,-0.021417016,-0.02132638,-0.01899121,-0.018320089,-0.016434796,-0.024309849,-0.017977582,-0.017952248,-0.019426497,-0.021137405,-0.022950584
875.2000122,0.000221304,-0.014825672,-0.006538001,-0.016729506,-0.023619985,-0.018849306,-0.024167763,-0.019173343,-0.02395778,-0.026142374,-0.022980342,-0.031876586,-0.026518054,-0.026522193,-0.023477869,-0.022127211,-0.03028534,-0.028822849
874.4000244,-0.010011445,-0.009765042,-0.015966708,-0.020075396,-0.022283886,-0.022173753,-0.017690329,-0.026744815,-0.021680785,-0.023177302,-0.024527295,-0.025467331,-0.022163225,-0.028320739,-0.030052062,-0.029916385,-0.02611522,-0.028838206
873.5999756,-0.012092516,-0.007284383,-0.013167121,-0.018539662,-0.020285387,-0.026121704,-0.021905459,-0.023436667,-0.030983891,-0.030912876,-0.024545887,-0.022570821,-0.027890202,-0.030556614,-0.024423065,-0.026071489,-0.028054809,-0.029760603
872.7999878,-0.008577576,-0.012351944,-0.015016812,-0.010498526,-0.018721785,-0.0275263,-0.020162884,-0.021656504,-0.022996644,-0.02750594,-0.02231369,-0.026940707,-0.020942381,-0.027770311,-0.028193107,-0.022400187,-0.024430502,-0.027060244
872,-0.003075829,-0.006710494,-0.015684364,-0.016133202,-0.016668577,-0.020998569,-0.026320022,-0.015279347,-0.023700783,-0.017363492,-0.020338153,-0.022850541,-0.023230551,-0.026688002,-0.026456047,-0.025724895,-0.024410045,-0.026347065
871.2000122,-0.00329641,-0.011969141,-0.014773883,-0.015225863,-0.020512413,-0.019286864,-0.02485436,-0.023035236,-0.0210292,-0.026622953,-0.023170184,-0.022391435,-0.028792132,-0.029600654,-0.025543684,-0.026161969,-0.026016781,-0.025709769
870.4000244,-0.004998388,-0.013706011,-0.009445811,-0.018353788,-0.018477647,-0.014714031,-0.018991854,-0.026206618,-0.029352782,-0.030521533,-0.023321772,-0.020196095,-0.025991084,-0.020842664,-0.025291774,-0.029072814,-0.030156787,-0.025211226
869.5999756,-0.008040921,-0.01580639,-0.014573926,-0.01893015,-0.026704652,-0.020917119,-0.024880566,-0.029851671,-0.026576253,-0.023223238,-0.021775385,-0.029769642,-0.029297955,-0.033167522,-0.030074768,-0.029628122,-0.027163601,-0.028477911
868.7999878,-0.010601657,-0.012301319,-0.018270403,-0.017834501,-0.020641334,-0.024791775,-0.023710782,-0.026139254,-0.027266059,-0.027712272,-0.028899098,-0.030760201,-0.033469837,-0.031608928,-0.031054316,-0.030927099,-0.032411557,-0.028761316
868,-0.009489476,-0.007630744,-0.016739817,-0.024734167,-0.021676451,-0.024078237,-0.022501316,-0.02533583,-0.024467548,-0.028526442,-0.026969465,-0.030736132,-0.031725116,-0.031756636,-0.02991938,-0.030294465,-0.030433161,-0.028492456
867.2000122,-0.010369944,-0.015067971,-0.0180573,-0.016921103,-0.021701125,-0.022931529,-0.023736469,-0.023952929,-0.027477706,-0.028907768,-0.027690755,-0.022947049,-0.02918949,-0.030196873,-0.031103475,-0.025259685,-0.02608948,-0.031908482
866.4000244,-0.00378153,-0.009574412,-0.014605114,-0.015582833,-0.016903825,-0.019708842,-0.022060689,-0.023969978,-0.024397271,-0.022199137,-0.021368718,-0.020424353,-0.025919296,-0.027369805,-0.026380926,-0.026076071,-0.027258134,-0.028119547
865.5999756,-0.011710442,-0.016360763,-0.020306485,-0.021786809,-0.022502938,-0.0262344,-0.028170157,-0.028830649,-0.030567616,-0.02782538,-0.028287221,-0.02531263,-0.030131429,-0.031131862,-0.031600647,-0.027616868,-0.028952038,-0.035089023
864.7999878,-0.009908073,-0.019682571,-0.026166454,-0.024360219,-0.024870593,-0.028419044,-0.029941175,-0.027935255,-0.029347412,-0.034227028,-0.031343222,-0.035008647,-0.035921954,-0.034316976,-0.035139114,-0.035327774,-0.033769693,-0.034195401
864,-0.005142281,-0.008443856,-0.01404704,-0.014897215,-0.015852364,-0.019610871,-0.016225478,-0.023951115,-0.021203281,-0.023205964,-0.027848154,-0.023289535,-0.024401285,-0.023919759,-0.027631782,-0.023265982,-0.023508621,-0.024331046
863.2000122,-0.008292112,-0.012351944,-0.018951265,-0.02028944,-0.021199437,-0.023849687,-0.027039327,-0.026701147,-0.027705666,-0.026461795,-0.029616855,-0.026109176,-0.029824508,-0.027311178,-0.031707022,-0.027075469,-0.029512919,-0.029328782
862.4000244,-0.009973702,-0.012639077,-0.018176822,-0.019924896,-0.017358568,-0.022926079,-0.025061859,-0.021619709,-0.026531691,-0.024639281,-0.0287665,-0.026396127,-0.027700566,-0.030455895,-0.030730199,-0.028678596,-0.032329671,-0.028656496
861.5999756,-0.009613913,-0.010216295,-0.013459839,-0.019969992,-0.017128743,-0.023584191,-0.027299801,-0.024610955,-0.024092294,-0.02589252,-0.02882871,-0.02535258,-0.030344676,-0.032126341,-0.027727572,-0.028204121,-0.03337919,-0.032607213
860.7999878,-0.008097329,-0.013612546,-0.019129401,-0.018319691,-0.026127748,-0.02386081,-0.027787065,-0.026191412,-0.026951753,-0.028178407,-0.029976593,-0.029725457,-0.031792581,-0.031271063,-0.028910432,-0.030773319,-0.033710342,-0.031578023
860,-0.002384683,-0.006608832,-0.015936166,-0.014568769,-0.014846286,-0.021701224,-0.025032829,-0.022697462,-0.022041939,-0.025946023,-0.023837386,-0.025318785,-0.025334023,-0.024839204,-0.023677496,-0.02593822,-0.026070319,-0.028988894
859.2000122,-0.012577119,-0.015284696,-0.016951475,-0.019315537,-0.021603948,-0.025330555,-0.028250646,-0.026421217,-0.027938848,-0.029815275,-0.027723007,-0.028801046,-0.030046748,-0.032230131,-0.030405696,-0.029149553,-0.031507343,-0.03230492
858.4000244,-0.008714707,-0.012863852,-0.016651984,-0.01744014,-0.023326678,-0.023539174,-0.025459519,-0.028745955,-0.025056826,-0.029093053,-0.028879819,-0.024547013,-0.030370506,-0.028936928,-0.029399475,-0.029237313,-0.02963499,-0.029697027
857.5999756,-0.008232631,-0.015677324,-0.017081957,-0.018120715,-0.023869533,-0.023898788,-0.025167109,-0.027936663,-0.028523194,-0.028512383,-0.027689442,-0.030169489,-0.029506534,-0.029918222,-0.030012783,-0.026885575,-0.031711254,-0.034436889
856.7999878,-0.009711988,-0.011503673,-0.016943509,-0.017646139,-0.022042235,-0.027280159,-0.0255203,-0.02651182,-0.028634105,-0.026219973,-0.026599919,-0.030540835,-0.026017953,-0.031205442,-0.030832011,-0.030303156,-0.028870421,-0.033120945
856,-0.01072734,-0.015105625,-0.016978063,-0.020017358,-0.023461685,-0.024964502,-0.027096726,-0.027475616,-0.0286911,-0.028411722,-0.0295668,-0.030636227,-0.03012515,-0.030874109,-0.030784991,-0.032549433,-0.032180958,-0.031948503
855.2000122,-0.00591037,-0.010275911,-0.017313598,-0.01935936,-0.02458219,-0.02344167,-0.024060164,-0.023814941,-0.028200919,-0.027256383,-0.027076151,-0.027810667,-0.026531691,-0.030698026,-0.030554635,-0.030302865,-0.030454978,-0.029729372
854.4000244,-0.005881564,-0.015573393,-0.016930465,-0.016612522,-0.024255311,-0.025953045,-0.027581546,-0.025853107,-0.026374886,-0.026963381,-0.028346881,-0.028768972,-0.027134517,-0.029235328,-0.027981956,-0.031550195,-0.030481428,-0.030512605
853.5999756,-0.00733468,-0.007619553,-0.014876554,-0.020246895,-0.017223941,-0.021427168,-0.023085166,-0.022136608,-0.023546187,-0.025242684,-0.02541323,-0.026911512,-0.025346134,-0.030143891,-0.025027307,-0.025560182,-0.029253963,-0.030395076
852.7999878,-0.003424585,-0.00832858,-0.014159654,-0.016034421,-0.019502038,-0.022052174,-0.021583997,-0.02185623,-0.021623848,-0.025592446,-0.022321066,-0.025951486,-0.024783462,-0.026410792,-0.027189182,-0.022509869,-0.028010739,-0.027844803
852,-0.008777269,-0.012793832,-0.016537074,-0.019562323,-0.024942946,-0.026615551,-0.027597774,-0.027198713,-0.029366186,-0.028517038,-0.029644612,-0.030547543,-0.031483222,-0.030672893,-0.031388402,-0.02887013,-0.033176061,-0.032002036
851.2000122,-0.005427725,-0.008578997,-0.013936351,-0.018292937,-0.019144809,-0.021996811,-0.022428753,-0.024926813,-0.023105292,-0.026723785,-0.026911901,-0.027452774,-0.028088393,-0.030398021,-0.027521247,-0.027822612,-0.027770603,-0.029399814
850.4000244,-0.010549008,-0.013975858,-0.015677173,-0.019393474,-0.023648227,-0.024406277,-0.024648426,-0.027279915,-0.026547275,-0.026488099,-0.028719692,-0.028904185,-0.028231774,-0.030876761,-0.030881681,-0.029731402,-0.029346637,-0.031916033
849.5999756,-0.007808805,-0.012870234,-0.015675126,-0.019290876,-0.02221955,-0.023224417,-0.025456931,-0.02442419,-0.028722163,-0.026374009,-0.031058075,-0.030456716,-0.030654512,-0.031606037,-0.031487986,-0.030640859,-0.029710807,-0.031710051
848.7999878,-0.005512284,-0.009664295,-0.013629756,-0.016995987,-0.019072475,-0.021226406,-0.020027889,-0.023826554,-0.024829328,-0.024292029,-0.023592429,-0.026080215,-0.023247629,-0.028011078,-0.027497338,-0.025503751,-0.028271165,-0.02913503
