Baseline 100%T,,Sample 1 Rack 1 Tube 1,,Sample 2 Rack 1 Tube 2,,Sample 3 Rack 1 Tube 3,,Sample 4 Rack 1 Tube 4,,Sample 5 Rack 1 Tube 5,,Sample 6 Rack 1 Tube 6,,Sample 7 Rack 1 Tube 7,,Sample 8 Rack 1 Tube 8,,Sample 9 Rack 1 Tube 9,,Sample 10 Rack 1 Tube 10,,Sample 11 Rack 1 Tube 11,,Sample 12 Rack 1 Tube 12,,Sample 13 Rack 1 Tube 13,,Sample 14 Rack 1 Tube 14,,Sample 15 Rack 1 Tube 15,,Sample 16 Rack 1 Tube 16,,Sample 17 Rack 1 Tube 17,,Sample 18 Rack 1 Tube 18,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
900,0.6612944007,900,0.02229599282,900,0.007490759715,900,0.007592957001,900,0.009622351266,900,0.01750373468,900,-0.01400413085,900,-0.002375775483,900,0.006672629155,900,-0.01034562942,900,0.003720405046,900,0.01757135987,900,0.03100316785,900,-0.014290425,900,-0.004374163691,900,-0.002682493068,900,-0.003419859335,900,-0.009112657048,900,-0.009132631123,
899.2000122,0.6751853228,899.2000122,0.01314481162,899.2000122,0.002131053247,899.2000122,0.001470168238,899.2000122,0.001770970412,899.2000122,-0.004163308535,899.2000122,0.005060854368,899.2000122,0.0009441808797,899.2000122,0.006790883373,899.2000122,-0.007578700781,899.2000122,-0.01842658967,899.2000122,0.01697800495,899.2000122,0.02717955597,899.2000122,-0.01209800411,899.2000122,-0.002860896057,899.2000122,-0.008958104998,899.2000122,-0.00802104827,899.2000122,-0.009336882271,899.2000122,-0.002775304718,
898.4000244,0.6892036796,898.4000244,-0.002316249534,898.4000244,0.00281985919,898.4000244,0.00104425184,898.4000244,-0.00253716507,898.4000244,0.003279496916,898.4000244,-0.00982254371,898.4000244,-0.01772522181,898.4000244,-0.001681296621,898.4000244,-0.005836512893,898.4000244,-0.0008152636001,898.4000244,0.01942164265,898.4000244,0.01577946916,898.4000244,-0.01924417168,898.4000244,-0.01860627905,898.4000244,-0.02156847902,898.4000244,0.002851047553,898.4000244,-0.005113833118,898.4000244,0.004625962116,
897.5999756,0.6928777695,897.5999756,0.02955363132,897.5999756,0.007557580248,897.5999756,-0.008873757906,897.5999756,-0.0004522511736,897.5999756,0.002228744328,897.5999756,-0.01602708548,897.5999756,-0.005824815016,897.5999756,0.001907942467,897.5999756,-0.01987667941,897.5999756,-0.01639416628,897.5999756,0.01197049674,897.5999756,0.006186412647,897.5999756,-0.01510922424,897.5999756,-0.005166224204,897.5999756,0.001462480053,897.5999756,-0.00784190651,897.5999756,-0.01310679503,897.5999756,-0.01083248667,
896.7999878,0.6933072209,896.7999878,0.01271977089,896.7999878,0.01047960669,896.7999878,-0.01435178798,896.7999878,0.01057301369,896.7999878,0.01698034629,896.7999878,-0.01344031375,896.7999878,-0.00750436401,896.7999878,-0.005466478877,896.7999878,0.001267308719,896.7999878,0.002756498987,896.7999878,0.02362070605,896.7999878,0.008406121284,896.7999878,-0.011766023,896.7999878,0.002147858264,896.7999878,0.008284577169,896.7999878,-0.02169624902,896.7999878,0.003691817168,896.7999878,-0.001418303465,
896,0.707198143,896,0.006348660681,896,0.001381736598,896,-0.007356212474,896,0.009397395886,896,-0.008681468666,896,-0.005119717214,896,-0.009843142703,896,-0.02146860957,896,-0.02432242967,896,-0.0084868595,896,0.01716865227,896,-0.00281789666,896,-0.027122261,896,-0.01989121921,896,-0.01685701497,896,0.006198176183,896,-0.004515445326,896,-0.02026473358,
895.2000122,0.705049932,895.2000122,0.02058894746,895.2000122,0.004257479217,895.2000122,0.004331333563,895.2000122,0.002358312951,895.2000122,-0.01116301306,895.2000122,-0.01421397086,895.2000122,-0.002173889894,895.2000122,-0.01276407205,895.2000122,0.01595361158,895.2000122,-0.009790048003,895.2000122,0.01804086939,895.2000122,0.008211207576,895.2000122,-0.02890491113,895.2000122,-0.006028789561,895.2000122,-0.01634475775,895.2000122,0.006898175459,895.2000122,0.0005642144824,895.2000122,-0.006080202293,
894.4000244,0.732319653,894.4000244,-0.02107911371,894.4000244,-0.009851544164,894.4000244,-0.01237604674,894.4000244,-0.009844458662,894.4000244,-0.01566573791,894.4000244,-0.03154639155,894.4000244,-0.03423731402,894.4000244,-0.02680741251,894.4000244,-0.03794069588,894.4000244,-0.02141228504,894.4000244,-0.008063586429,894.4000244,-0.03174032271,894.4000244,-0.02527482621,894.4000244,-0.02846224979,894.4000244,-0.0363480784,894.4000244,-0.03770485148,894.4000244,-0.02488164231,894.4000244,-0.04060495272,
893.5999756,0.7399283648,893.5999756,-0.0200999137,893.5999756,-0.003258078126,893.5999756,-0.02903015353,893.5999756,-0.02651615441,893.5999756,-0.03692046553,893.5999756,-0.03017885797,893.5999756,-0.01872143708,893.5999756,-0.03953590617,893.5999756,-0.03803390637,893.5999756,-0.02022871189,893.5999756,-0.008750732988,893.5999756,-0.0267078653,893.5999756,-0.03893633559,893.5999756,-0.03187067062,893.5999756,-0.03611212969,893.5999756,-0.02980468981,893.5999756,-0.02077031694,893.5999756,-0.0358042568,
