Baseline 100%T,,Sample 1 Rack 1 Tube 1,,Sample 2 Rack 1 Tube 2,,Sample 3 Rack 1 Tube 3,,Sample 4 Rack 1 Tube 4,,Sample 5 Rack 1 Tube 5,,Sample 6 Rack 1 Tube 6,,Sample 7 Rack 1 Tube 7,,Sample 8 Rack 1 Tube 8,,Sample 9 Rack 1 Tube 9,,Sample 10 Rack 1 Tube 10,,Sample 11 Rack 1 Tube 11,,Sample 12 Rack 1 Tube 12,,Sample 13 Rack 1 Tube 13,,Sample 14 Rack 1 Tube 14,,Sample 15 Rack 1 Tube 15,,Sample 16 Rack 1 Tube 16,,Sample 17 Rack 1 Tube 17,,Sample 18 Rack 1 Tube 18,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
900,0.8346774578,900,-0.005888714455,900,-0.0296693705,900,-0.005706799217,900,-0.02207948454,900,-0.008590367623,900,0.01172972191,900,-0.008005496114,900,-0.01894670539,900,0.01246970985,900,-0.004634502809,900,0.001668003388,900,0.005330741405,900,0.0008184826584,900,0.0008004064439,900,-7.640865806E-5,900,-0.004256060347,900,0.003206446767,900,-0.001305742422,
899.2000122,0.8857253194,899.2000122,-0.04746301845,899.2000122,-0.05005476624,899.2000122,-0.0506535694,899.2000122,-0.03987283632,899.2000122,-0.06059193239,899.2000122,-0.0386204198,899.2000122,-0.05793850869,899.2000122,-0.04235256836,899.2000122,-0.04425652698,899.2000122,-0.06068139896,899.2000122,-0.0701263994,899.2000122,-0.07265459001,899.2000122,-0.04304765165,899.2000122,-0.0483690612,899.2000122,-0.06261603534,899.2000122,-0.07400771976,899.2000122,-0.0450527519,899.2000122,-0.05398144946,
898.4000244,0.8656362891,898.4000244,-0.01257918123,898.4000244,-0.003379483707,898.4000244,-0.01076986641,898.4000244,-0.02077929862,898.4000244,-0.009748944081,898.4000244,-0.05349878222,898.4000244,-0.05387911573,898.4000244,-0.02929384261,898.4000244,-0.03643216193,898.4000244,-0.0003562518687,898.4000244,-0.03462475166,898.4000244,-0.02689506486,898.4000244,-0.02557043359,898.4000244,-0.02780687995,898.4000244,-0.02270380035,898.4000244,-0.03684960678,898.4000244,-0.03640454635,898.4000244,-0.0305986423,
897.5999756,0.8629401922,897.5999756,0.0001208525136,897.5999756,-0.03352059424,897.5999756,-0.01732175611,897.5999756,-0.0001557538199,897.5999756,-0.03028476052,897.5999756,-0.0384054184,897.5999756,-0.01930063032,897.5999756,-0.02549906448,897.5999756,-0.04317277297,897.5999756,-0.02694625407,897.5999756,-0.03276764229,897.5999756,-0.03362103552,897.5999756,-0.05821035057,897.5999756,-0.01685576886,897.5999756,-0.02745418251,897.5999756,-0.0396005176,897.5999756,-0.01348011568,897.5999756,-0.03700210527,
896.7999878,0.8491913676,896.7999878,-0.02008211985,896.7999878,0.01670530438,896.7999878,-0.01742651314,896.7999878,-0.01987257414,896.7999878,0.002759781433,896.7999878,0.004593363963,896.7999878,-0.01515847351,896.7999878,-0.01568016969,896.7999878,-0.007306019776,896.7999878,-0.01980258711,896.7999878,-0.02029917203,896.7999878,0.004268955439,896.7999878,-0.00887659844,896.7999878,-0.01365574449,896.7999878,-0.01509537362,896.7999878,-0.02686041407,896.7999878,-0.004697194323,896.7999878,0.0003020130389,
896,0.8574790955,896,-0.008749972098,896,-0.0107408762,896,-0.01287098881,896,0.007111050654,896,0.01642247662,896,0.001973779406,896,-0.01721060649,896,0.004639933351,896,-0.03894229978,896,-0.01827645861,896,-0.005242598709,896,-0.01742696017,896,-0.0125981411,896,-0.02735556103,896,-0.03019957803,896,-0.02941732854,896,-0.02731443383,896,-0.02357266843,
895.2000122,0.8544262052,895.2000122,-0.0009539367165,895.2000122,-0.01544645522,895.2000122,-0.00719584059,895.2000122,-0.009134050459,895.2000122,-0.02171915025,895.2000122,-0.01409851387,895.2000122,-0.007273793686,895.2000122,-0.01913594082,895.2000122,-0.0159568768,895.2000122,-0.005321772769,895.2000122,-0.004887672141,895.2000122,-0.0127539672,895.2000122,-0.02883418463,895.2000122,-0.02806422487,895.2000122,-0.02929137461,895.2000122,-0.01351409312,895.2000122,-0.02155389637,895.2000122,-0.008966219611,
894.4000244,0.8647036552,894.4000244,-0.01042948849,894.4000244,-0.02110175043,894.4000244,-0.004386361688,894.4000244,-0.02268591523,894.4000244,0.00413353648,894.4000244,0.002145204693,894.4000244,-0.02347468212,894.4000244,-0.03707607836,894.4000244,-0.02137828059,894.4000244,-0.02310288697,894.4000244,-0.03139784187,894.4000244,-0.02854724042,894.4000244,-0.01464531105,894.4000244,-0.03777044639,894.4000244,-0.02481842414,894.4000244,-0.0371144861,894.4000244,-0.04933999479,894.4000244,-0.03169229254,
893.5999756,0.8746262789,893.5999756,-0.01851936989,893.5999756,-0.0183294192,893.5999756,-0.02564486489,893.5999756,-0.02211348526,893.5999756,-0.01103977673,893.5999756,-0.04473882914,893.5999756,-0.03949568048,893.5999756,-0.01696636342,893.5999756,-0.03959115967,893.5999756,-0.03561862186,893.5999756,-0.03469951451,893.5999756,-0.02543012612,893.5999756,-0.03450364619,893.5999756,-0.03607591987,893.5999756,-0.03606100753,893.5999756,-0.009284029715,893.5999756,-0.02790549584,893.5999756,-0.03464669362,
892.7999878,0.853367269,892.7999878,-0.001577366842,892.7999878,0.002753998153,892.7999878,0.01008492988,892.7999878,-0.008754386567,892.7999878,-0.007010855246,892.7999878,0.002239021938,892.7999878,-0.01968123391,892.7999878,-0.004504480865,892.7999878,0.003699492663,892.7999878,-0.005391575396,892.7999878,0.009878007695,892.7999878,-0.02408896387,892.7999878,-0.01269091945,892.7999878,-0.004709537141,892.7999878,-0.01569020562,892.7999878,-0.03136244044,892.7999878,-0.01735056005,892.7999878,-0.00201447797,
892,0.8370819092,892,0.03037764132,892,0.02742094547,892,0.01553847827,892,0.0268493183,892,0.01273136679,892,0.009929251857,892,0.005610603373,892,0.001075494685,892,-0.003184848232,892,-0.009312408045,892,0.006183078047,892,0.01739904471,892,-0.01378571335,892,-0.01133660506,892,0.004255936947,892,0.01127492543,892,0.005099616479,892,-0.0004931582371,
891.2000122,0.8577331305,891.2000122,0.008102772757,891.2000122,0.003326786449,891.2000122,0.004424892366,891.2000122,-0.0133256549,891.2000122,-0.01530518755,891.2000122,-0.02407524921,891.2000122,0.000621889485,891.2000122,-0.01478904579,891.2000122,-0.01591525413,891.2000122,0.005645244382,891.2000122,-0.02554207295,891.2000122,-0.008678930812,891.2000122,-0.001207092078,891.2000122,0.006983370986,891.2000122,-0.02751006931,891.2000122,-0.01731240377,891.2000122,-0.0139354486,891.2000122,-0.01141855866,
