wavelength (nm),DOMBlank1,DOMSTD14,DOM11604,DOM11978,DOM12027,DOM12029,DOM12036,DOM12039,DOM12042,DOMBlank2,DOM12049,DOM12050,DOM12059,DOM12067,DOM12089,DOM12095,DOM12097,DOM11907,DOM11980,DOMBlank3,DOM11991,DOM12056,DOM12066,DOM12082,DOM12091,DOM12092,DOM12093,DOM12294,DOM12296,DOMBlank4,DOM12302,DOM12303,DOM12319,DOM12330,DOM12387,DOM12986,DOM13015,DOMBlank5
812,-0.000770666,0.00064268,0.000884388,0.001727358,0.001083591,0.000323617,0.00027655,-0.0006889,0.000519765,0.000263211,0.002265563,-0.000544196,0.00092239,-0.000233532,-0.000121388,-0.000857428,-0.000270942,0.001759534,-0.002774636,0.000370794,-0.001039113,-0.000669258,-0.001599496,-0.000123096,0.001913637,0.000991788,0.000679002,0.001782797,0.001281744,0.002539133,0.003734765,0.00143643,0.001609462,-0.000176351,0.001228628,0.000634151,0.002670774,-0.000778056
811.2000122,-0.003367206,-0.004215301,-0.002810695,-0.002974854,-0.00556248,-0.005421692,-0.005270578,-0.003990877,-0.003303243,-0.001254433,-6.87E-05,-0.002101662,-0.001485124,-0.003476563,-0.003746526,-0.002993313,-0.00218955,-0.002387464,-0.004041763,-0.002154211,-0.003273082,-0.002854518,-0.003965279,-0.004177922,-0.003194613,-0.001669229,-0.001806289,-0.00238283,0.00024179,-0.001438273,-0.000927229,-0.000142764,-0.00058132,-0.002321193,-0.002798504,-0.000621957,0.000906436,-0.002321554
810.4000244,-0.000112796,-0.000968866,-0.000100788,-0.001466343,-0.000312331,-0.000585456,-0.000265354,-0.000795885,-0.001211326,0.000563592,0.001377504,-0.000300432,-0.000517566,-0.002144372,0.000405693,-0.001469336,-0.002294518,-0.000340836,-0.002141487,-0.001173894,0.000578159,-0.001826602,-0.001697954,-0.001200329,-0.000684403,0.000917487,0.001482038,0.002264808,0.002128946,0.000109045,0.000712474,-0.000684662,0.000784457,9.10E-05,0.000260983,0.001738612,0.002993391,0.000711359
809.5999756,-0.002351266,-0.003269691,-0.002272218,-0.002583846,-0.002410787,-0.000765963,-0.001914958,-0.002165442,-0.001357408,-0.000131429,0.000584095,-0.001692797,-0.0006385,-0.001245863,-0.001208796,-0.001604396,-0.003156632,-0.000960704,-0.00419915,-0.000991026,-0.002478536,-0.001967684,-0.001328918,-0.001593977,-0.000595952,0.000857802,-0.000660418,0.000643432,0.000425826,-0.000533855,0.000428754,-0.001036531,0.001646852,-0.000534579,-0.00151154,-0.0001085,0.002182667,-0.001402461
808.7999878,-0.00240672,-0.001509838,-0.002239204,-0.001494154,-0.002015818,-0.002634999,-0.002928318,-0.00259383,-0.001781025,-0.001624151,0.000552421,-0.002007573,3.57E-05,-0.002436375,-0.002025712,-0.002160548,-0.002246209,-0.001246844,-0.001977734,-0.001035394,-0.003228942,-0.003462902,-0.003212908,-0.002846392,-0.001538522,-0.002596043,-0.000134379,-0.000371615,0.001817446,0.000115208,-0.000237361,-0.00026763,0.001100953,-0.00169816,-0.001613423,0.000375094,0.001574621,-0.001371136
808,-0.001275443,0.000973315,0.000297713,-0.001818405,-0.000655766,-0.000108035,0.00087243,-0.001516906,-0.000698204,0.00020592,0.002343296,-0.001337073,0.001008756,0.000784821,0.000107285,-0.001293716,0.000302712,0.001318015,0.002004803,0.001193714,-0.001000323,-0.001562768,-0.000684765,0.000220527,0.000246297,0.000686754,0.00285936,0.002588113,0.001711375,0.000859436,0.002560147,0.001016177,0.002108708,0.001766864,0.002607879,0.001881345,0.004249559,3.80E-05
807.2000122,-0.000289826,-0.000976717,-0.001608935,0.000671846,-0.000411909,-0.001000065,-0.000842547,-0.002091564,0.00108507,9.06E-05,0.000515281,0.000726761,0.000242801,0.000535911,-0.00086492,-0.001709506,-0.001213649,0.000282223,-0.000984207,-0.000896231,-0.000709627,-0.001028112,-0.000861045,-0.001379806,-0.001866246,0.001697056,0.000689295,0.001270165,0.002078432,0.001221645,0.001306564,0.000532464,0.000489158,3.68E-06,0.00229947,0.001045575,0.002528276,0.000737625
806.4000244,-0.00042365,-0.00026168,-0.00163849,-0.000764878,-0.000113676,-0.000496002,-0.000670343,-0.001158662,-0.000353872,-0.00235245,1.72E-05,-0.001431514,0.000272587,0.001270009,-0.000104567,-0.000766221,-0.00114818,0.000953287,-0.001704039,-0.001337176,-0.00124607,-0.001956912,-0.001039784,-0.001637458,-0.002706161,0.000499472,0.001207264,0.00092571,0.001438066,-0.00045913,-0.000565447,-0.000687143,-0.000190893,-0.000248693,0.001124388,0.000327426,0.000579222,0.001550357
805.5999756,-0.000450441,-0.000840584,0.00060027,-0.000536285,0.000163345,0.000613853,-0.002272269,-0.000674944,0.000731558,-0.001791543,0.001986105,-0.001123704,0.000472054,-0.000453958,0.000357788,-0.001044484,-0.000826115,0.000157648,-0.000872257,0.000572276,-0.003047451,-0.0015752,-0.000889049,2.92E-05,0.00065375,0.001641629,0.000496336,0.001520482,0.001634743,0.000771543,0.000572872,-8.05E-05,0.001019472,-0.000612341,0.001117666,-0.000280306,0.003192574,-0.000741672
804.7999878,-0.000323144,0.000232337,0.000159539,-0.000320557,-0.000910387,0.000613983,-0.000690658,-0.000681302,0.001383191,-0.001111208,-0.000786221,-0.000426805,0.001399473,-9.47E-06,0.000450235,-0.000310158,-0.00017071,0.002162635,0.001669225,0.001489415,-0.001107335,-0.000480385,-0.001407415,-0.001220102,-0.00059802,0.001382957,0.000408958,0.004462316,0.002338923,0.000556283,0.001856804,0.000589668,0.001039166,1.92E-06,0.000257901,0.00223707,0.003204308,-0.001002648
804,-0.002428806,-0.002456607,-0.000674013,-0.000494503,-0.001955933,-0.001489665,-0.000654215,-0.003002619,-0.000225512,-0.001405764,-0.000276322,-0.002860176,-0.000133085,-0.001559106,-0.00112608,-0.002148338,-0.002396216,-0.001635447,-0.002111554,-0.000144782,-0.001754574,-0.002357187,-0.001817992,-0.000828957,-0.000270321,-0.001431875,0.000135767,0.000811843,0.001602057,-5.28E-05,-0.001067157,-0.002259033,-0.000311297,-6.02E-05,-0.000209884,9.74E-05,0.001190703,-0.000770304
803.2000122,-0.000473041,-0.000871896,0.0006236,0.00054576,0.000345482,0.000106922,-0.000203727,-0.00096122,0.000383411,-5.95E-05,0.002070602,0.00016925,0.001902405,-0.000314039,7.63E-05,0.000828675,0.001173104,0.000798098,-0.000531941,-0.000321747,0.001466818,0.000253679,-0.000952232,-0.001032864,0.000868955,0.000896268,0.002462225,0.003231169,0.002311545,0.002535436,0.003176198,0.000140946,0.002284299,0.001024142,0.001235533,0.002919243,0.002572047,0.000922156
802.4000244,-0.000656179,-9.96E-05,-0.001014218,0.000609006,-0.001109762,-0.001174772,-0.000597348,-0.001033793,-0.000524961,-0.002596506,-0.000117351,-0.001167078,0.000175905,-0.001023412,-0.001576645,-0.000618906,-0.002383036,-0.000201294,-0.002893246,-0.000968969,-0.001533312,-0.001635292,-0.00074865,-0.002589456,-0.000361528,0.000370819,0.00246665,0.002632697,0.000708792,0.000781838,0.000499679,0.001304695,0.002313107,0.000164044,0.000670887,0.001586156,0.002951012,5.76E-05
801.5999756,-0.001949542,-0.001153395,-0.001306155,-0.001839233,-0.000897212,-0.001892742,-0.002246466,-0.001784686,-1.82E-05,-0.003670093,0.000375638,-0.001485021,-0.000586852,-0.002343954,-0.00074927,-0.001059978,-0.001366491,-0.000183907,-0.000941539,-0.000794955,-0.00293922,-0.001589953,-0.002834253,-0.001447149,-0.001931245,-0.00064889,0.000409683,0.000272354,0.000909575,0.000809561,-0.000655301,0.000832591,9.94E-05,-0.000492693,-0.000785446,0.001261441,0.002879685,-1.30E-05
800.7999878,-0.001487446,0.000164433,0.000243914,-0.000587007,-0.00116398,-0.002020301,-0.001883772,-0.001156235,-0.000245485,-0.001367626,0.000830153,-0.000727046,-0.000306537,-0.000429133,-0.000643721,-0.000360804,-0.000753559,0.000636459,-0.001772157,-0.000659901,-0.002573399,-0.000916638,-0.001050682,-0.001860936,0.000144675,-0.000239948,0.001510741,0.001132277,0.002173067,0.001495623,0.000302065,-0.000487987,0.000677913,0.000347917,0.000548352,0.001844143,0.001072069,1.40E-05
800,-0.000566895,-0.000528012,-0.001264602,-0.000383616,7.02E-06,0.000717375,-0.001344918,-0.000766118,0.001256665,-0.001768032,0.000233192,-0.001162638,0.000226147,-0.001110691,-0.001023153,-0.000734798,-2.54E-06,0.001428041,-0.000815522,-0.001501789,-0.001134961,-0.001296245,6.49E-05,-0.002250072,-0.001216437,6.21E-06,0.000700158,0.002134357,0.002120986,0.001861457,0.000204314,-0.0014214,0.000987299,0.000251477,0.000608099,0.001395552,0.004043881,0.000671846
799.2000122,-0.001622088,2.67E-05,0.000422017,-0.001623997,-0.002115985,-0.001684597,-0.000898917,-0.000785808,-0.001268112,-0.001618168,0.000618183,-0.000143229,-0.000140176,-0.00128236,-0.000923251,-6.64E-05,9.89E-05,-0.000167088,-0.001515771,-0.001691766,-0.00231249,-0.002108051,-0.000172004,-0.001480997,0.000264247,0.00072785,0.001561242,0.000679235,0.002625145,0.000702803,-1.82E-05,4.04E-05,0.000116166,0.001272761,0.001766162,0.001104793,0.003247652,-0.000590161
798.4000244,-0.000545334,-0.000199431,-0.000942262,0.000696243,-0.000750614,-0.000323247,-3.08E-05,0.000467804,-0.000972017,-0.000823945,0.001680866,-0.000745755,7.02E-05,-0.00175313,0.000557968,4.98E-05,0.000758162,0.001342993,9.06E-05,0.001167446,-0.001338363,-0.000394582,0.000593919,-0.000348234,-0.000869054,0.001094231,0.003417206,0.002530203,0.002385017,0.003414728,0.00144017,0.000306106,0.003071307,0.000287844,0.001217517,0.002270039,0.002544888,0.000565614
797.5999756,-0.001422019,-0.000882591,-0.001485898,-0.001184014,-0.000917568,-0.00028905,-0.000394064,-0.001356169,-0.001102377,-0.002513179,0.00010612,-0.001384554,-0.00116238,-0.000792319,-0.002809307,0.000695388,-0.001243282,0.000896294,-0.001088486,-0.000799244,-0.002282106,-0.002979379,-0.001370362,-0.002689079,-0.001941554,-0.00056281,0.001683491,0.000925607,0.002409172,0.001439338,0.000573675,-0.001866967,0.000423209,-0.000809941,0.00237989,0.000785806,0.002163623,0.000477133
796.7999878,-0.000105964,0.00012251,0.00093741,0.000683824,0.00117557,-0.00021568,-0.000268096,0.000211177,0.001263233,-0.000353665,0.002507733,-0.000257799,0.00084683,0.000709752,0.001270346,0.001783785,0.000717349,0.001647813,-0.000257282,0.000593142,-0.000256713,-0.000459854,-0.001281017,-0.000643204,0.00179348,0.002111075,0.003252868,0.002177385,0.003375646,0.002911685,0.002131157,0.001688636,0.002519085,0.000656913,0.002021577,0.001787346,0.003853736,0.001912934
796,-0.000166622,-0.000908372,-0.000715985,0.000302609,-0.000804825,-0.000524754,-0.001523406,-0.001232286,-0.001019486,-0.001010964,0.001236883,-0.000361839,-0.000394064,-0.001065143,-0.001550594,-0.00171657,-0.000460836,-9.88E-05,-0.001831912,-0.001631424,-0.000752784,-0.001963303,-0.001106096,-0.002295599,-0.001651436,-0.000365253,0.002135085,0.000275773,0.001294673,0.001036909,-0.001028318,0.000250105,-0.000413926,-0.001302594,0.000566832,-0.000261835,0.001684271,6.15E-05
795.2000122,-0.001036066,-0.000373322,-0.000426909,-0.000798624,-0.001176166,-0.000479816,-0.000439063,-0.00034125,-0.001344247,-0.002243015,0.001494532,-0.001492915,-0.000249573,-0.001946862,-0.002344675,0.000368358,-0.001038132,0.001211313,-0.001841243,-0.000994435,-0.000318022,-0.001009259,-0.00124101,-0.002508392,-0.001255413,-0.000808184,0.002036921,0.001872792,0.001497987,0.001597952,0.000792393,-0.000369184,3.69E-05,-0.00192805,0.000767991,0.001330088,0.003272037,-0.000159842
794.4000244,-0.001989381,-0.001387857,-0.00206575,-0.00141144,-0.001832118,-0.002280612,-0.002061009,-0.002080795,-0.000139037,-0.002170335,-0.000363959,-0.001424289,-0.001136769,-0.002578494,-0.001670312,-0.000276167,-0.003653768,-0.000848954,-0.002259909,-0.001406383,-0.002744335,-0.001780149,-0.002269643,-0.00182655,-0.002306774,-0.000209626,8.26E-05,-0.000219406,0.000950952,-0.000309951,-0.000837793,-0.00059833,-0.000703787,-0.001754884,-0.000565654,0.000604651,0.001661247,-0.000925214
793.5999756,-0.00108611,-0.001982527,-0.001701616,-0.001410666,-0.000918653,-0.001774632,-0.001896865,-0.000627437,0.000583395,-0.002017725,0.001301969,-0.000823066,-0.000827872,-0.001227227,-0.001733536,-0.001006573,-0.001374439,-0.000280824,-0.001865524,-0.001907741,-0.001837995,-0.003192763,-0.001910061,-0.001761948,-0.002736516,-0.001219896,0.000644728,0.000940082,0.001945722,0.001626792,-0.000589644,-0.002582457,-6.23E-05,-0.002841763,0.001035248,-0.000940144,0.002081969,-0.001433784
792.7999878,-0.001087298,-0.001564006,-8.13E-05,-0.001984279,-0.000818467,-0.001423722,-0.001314362,-0.000545437,-0.001314724,-0.001319266,-0.000440925,-0.001046447,0.000424271,-0.000555261,-0.001236055,-0.001049856,-9.47E-06,-3.73E-06,-0.000766221,-0.000610635,-0.002170953,-0.001556217,-0.000518549,-0.001494669,-0.000408754,0.000905632,0.000958839,0.001957397,0.000804504,0.001346681,-0.000179818,-0.000334163,-0.001516184,-0.001780355,0.0007773,-0.000875667,0.001196335,-0.000104101
792,-0.001116217,0.000443239,0.000262434,-5.36E-05,-0.001607543,-0.000271149,-0.00028636,-0.000618906,-3.05E-06,-0.000490521,0.000415047,0.000315302,0.000276913,-0.000969847,-0.000372184,-5.22E-05,0.000417638,0.001542979,-0.001853461,-0.001014321,-0.000952387,-0.000872826,-0.002135356,-0.00041734,-0.00089654,0.000216797,0.001888495,0.001715923,0.002295697,0.001243191,-0.000864559,0.000201854,0.000798358,-0.002387103,-0.000722911,0.001633678,0.002643297,0.000276162
791.2000122,-0.001203272,-0.00196856,-0.00155276,-0.001814486,-0.001907535,-0.000944122,-0.000413461,-0.001025013,-0.001144462,-0.003017633,0.002544445,-0.002081826,-0.000491607,-0.001714405,-0.00155926,-0.00142816,-0.001563439,-0.000783327,-0.001842635,-0.001758441,-0.001914236,-0.001984485,-0.001668713,-0.00252229,-0.00178582,-0.000301622,0.000226043,0.000808783,0.000617094,0.001551915,-0.001049029,-0.00129769,-0.000303433,-0.002371914,0.000339213,-5.22E-05,0.002617358,-0.001606202
790.4000244,-0.001329124,0.001079777,-0.001325305,-0.001103617,0.000213379,-0.00068156,-9.05E-05,-0.000273529,0.000824577,-0.002034369,0.00063034,-1.91E-05,0.000943273,-0.000131688,-0.000805549,-0.000577339,-0.001090035,0.000627256,-0.00115923,-0.000916638,-0.002553893,-3.00E-05,-0.000587318,-0.001054814,-0.001075575,0.000360275,-2.70E-05,0.001971179,0.002889196,0.001764291,0.00030836,5.38E-05,-1.21E-05,-0.002396113,-0.000660005,0.000224308,0.002838749,0.001028112
789.5999756,-0.001334079,-0.001534859,-0.001273946,-0.001324737,-0.000969589,0.000258548,-0.001986186,-0.001042987,-0.001047273,-0.002226894,-0.000360028,-0.000987617,-0.000894836,-0.001813043,-0.001296658,-0.000159584,-0.0005186,2.88E-05,-0.000993557,-0.001631785,-0.002690211,-0.002581479,-0.001147199,-0.001479552,-0.000908682,-0.000449458,0.000752172,0.000971966,0.000861044,0.000223816,0.000164174,-0.001888154,-0.000547505,-0.002875194,-0.000288791,-0.000345699,0.00208548,-0.001179057
788.7999878,-0.002013396,-0.00192872,-0.0018365,-0.002373098,-0.003622194,-0.003234697,-0.001408757,-0.001519898,-0.001411337,-0.003403011,-0.000255626,-0.001371549,-0.001555185,-0.001914648,-0.001137905,-0.002413052,-0.001234919,-0.000737538,-0.003669888,-0.002538503,-0.003403679,-0.00298956,-0.002036688,-0.002923741,-0.003392737,-0.001621882,-0.000584681,0.001382126,0.000153039,-0.000623663,-0.000797435,-0.002230448,-0.0012725,-0.002255634,-0.000825495,-0.000230479,0.000549778,-0.000808442
788,-0.002464071,-0.000363339,-0.000128634,-0.001720077,-0.000733455,-0.001148438,-0.001829953,-0.000549625,-0.001468253,-0.001855832,0.001821111,-0.001591398,0.000375224,-0.000690554,0.000159772,-0.001940626,-0.001260731,0.000380354,-0.00065039,-0.001246741,-0.001113945,-0.002196967,-0.000693914,-0.002980356,-0.001675675,-0.000180595,0.001433651,0.000466249,0.00106047,-0.000541766,-0.000935753,-0.000682284,-7.19E-05,0.00011759,0.000473713,0.000425593,0.00031955,-0.000568756
787.2000122,-0.001140745,-0.001294748,-0.001120503,-0.000425719,-0.001305175,-0.000931361,-0.00107573,-0.001792214,-0.000596779,-0.001497249,-0.000229858,0.000224438,0.000220967,-0.000599261,-0.001876092,0.000275333,-0.00067758,0.000811273,-4.16E-05,-0.002396216,-0.001344402,-0.000732783,6.92E-05,-0.001202962,-0.000697067,0.001113072,0.00048553,0.000534486,0.001845599,0.00074792,0.000645169,1.77E-05,0.001107337,-0.000205641,0.00160598,0.000403439,0.003163838,-1.58E-05
786.4000244,-0.000519066,0.000782513,-0.000304985,0.000283259,-0.001217469,-0.000585767,-0.001641842,-0.000305037,-3.55E-05,-0.001627143,0.000977336,0.000827949,7.53E-05,-0.000948306,0.000176345,0.000557942,-0.001213236,0.001602499,-0.001141519,-0.000967781,-0.001322518,2.33E-05,-0.000504742,-0.001895267,-0.000765136,0.002137297,0.001416795,0.001124206,0.002107824,0.00136143,-0.000432029,-1.76E-05,0.000133359,-0.001466756,0.002401572,0.000712474,0.001802734,4.57E-05
785.5999756,0.000336363,0.001347901,-0.000412375,0.000226484,-0.000157462,-0.00125211,0.000216305,0.000389059,0.000423546,-0.000548746,0.002009796,0.000132427,-0.00033437,-0.000392513,0.000720045,0.000216461,0.000795401,0.0011363,0.000852121,-0.001577315,-0.00241125,-0.000424995,-0.000375391,-0.001403803,-0.001258356,0.001062831,0.001432949,0.001883971,0.001886857,0.001098851,0.002148951,-0.000955228,0.000817316,-0.000540163,0.003631227,0.001938598,0.002394856,0.000910224
784.7999878,0.000635007,-0.000409375,3.11E-07,0.000806786,-0.000740329,-0.001831551,0.000967659,-0.001233783,-7.64E-05,-0.000353045,0.001716079,-0.001396836,-0.00090863,-0.001499003,-0.001528514,-0.001065349,-0.000664605,0.000484467,-0.00099366,-0.000684558,-0.001799483,-0.001640656,-0.001466137,-0.002183059,-0.000911368,0.000539617,0.000781786,0.001055695,0.002427784,0.000668191,8.47E-05,0.000633296,0.000726994,-0.000483436,0.000529717,0.001654595,0.001296309,0.001644721
784,-0.002402446,-0.001320195,-0.00151412,-0.000651992,-0.001906968,-0.00176004,-0.000693397,0.000186393,1.91E-05,-0.003268406,-0.000500657,-0.002578391,-0.000213765,-0.00083614,-0.002786313,-0.001684185,-0.000608256,-0.000778056,-0.001193927,-0.001575149,-0.003317886,-0.002393642,-0.001538058,-0.001931451,-0.002648636,-0.000228616,-0.00064734,0.000630729,-5.84E-05,-0.000170969,-0.000895714,-0.002253162,-0.000375547,-0.000765394,2.21E-05,0.00086177,0.000756036,-0.00070818
783.2000122,4.08E-05,0.000982499,-0.001982217,-0.000865902,-0.001836861,-0.001345021,0.000199083,-0.000260852,-0.000822705,-0.001785253,0.001542953,-0.000840842,0.000184813,0.00068188,0.000126704,7.48E-06,-0.000273218,0.00050507,-0.000969331,-0.001891762,-0.00197392,-0.001115855,7.73E-05,-0.00255976,-0.000249624,0.001060392,-0.000442218,0.00117352,0.002377964,0.000970098,0.000854793,-0.000820069,0.000252954,-0.000445993,0.001322948,0.000273157,0.001026659,0.000445985
782.4000244,-0.000339698,-0.000587318,-0.001120864,-0.000200725,-0.000600398,-0.001538058,-0.000290343,-0.00111978,5.13E-05,-0.001652983,0.00169334,0.000107777,0.000290149,-0.000493468,-0.001728895,0.000344809,-0.000853656,0.000563152,-0.000397944,-0.000876132,-0.00248528,-0.000524857,-0.0002831,-0.000508517,-0.001582577,0.001413134,-0.000604482,0.000929472,0.0013109,0.001480246,0.000340275,-0.000860735,0.000100371,-0.000645168,0.001012907,0.001165214,0.002561448,0.00021874
781.5999756,-0.000432494,-0.000202795,-0.001144411,-0.000140176,-0.001377122,-0.001571951,-0.00030126,-0.000661762,-0.000715985,-0.00172807,0.001391553,-0.000771544,-0.000659591,0.000376701,-0.000525116,-0.000277305,-0.000510172,0.001779808,-0.001797009,-0.000961685,-0.002394672,-0.002058536,-0.00050226,-0.001723945,-0.000594608,-0.000364684,0.002054633,0.001973909,0.001702332,0.000780516,0.000691239,-0.00069226,0.000419685,-0.000458406,0.001665379,0.000597471,0.001405005,-0.000196999
780.7999878,-0.001591501,0.001031719,-0.000871947,-0.002290089,-0.001493483,-0.00051586,-0.001314517,-0.000576512,-0.001125615,-0.002672871,0.001101264,-0.001634209,0.001340968,-0.000128738,-0.000463422,-0.000424995,-0.000364322,0.001137935,-0.000722394,-0.001889236,-0.002096819,-0.001847172,-0.000451631,-0.001452515,-0.000559811,0.000377193,0.000918213,0.001742043,0.001977992,0.001467831,5.19E-05,-0.001626782,0.000115286,-0.00078834,0.001017059,0.002167968,0.002104911,-0.000309434
780,-0.000521444,0.001007796,0.000236818,-0.000543162,-0.000673962,-0.00068094,-0.000815884,0.000830724,-0.00012822,-0.001630856,0.002002437,-9.04E-05,-0.000470456,0.000786999,-0.001161863,0.000646854,0.000384499,-0.000369856,-0.000775782,-0.000541456,-0.001059462,-0.00086802,0.000740867,0.000618986,-0.000566636,0.000606414,0.001231691,0.002320003,0.002790418,0.002414639,0.000189993,-0.000707146,1.81E-05,9.71E-05,0.001197945,0.000497606,0.001932487,-0.000113055
779.2000122,-0.000961737,0.000469463,-0.00057858,-0.000102082,-0.001692797,-8.04E-05,-0.000384133,0.000320846,-0.001881607,-0.001944285,0.002306158,-0.001007245,-0.001152827,-0.000235757,-0.000843839,-0.000973205,-0.000170866,0.000605817,-0.001629515,-0.001485744,-0.00039303,-0.00097429,-0.000976769,-0.001450967,-8.46E-05,0.000951912,0.00158678,0.002155637,0.003079545,0.001333905,0.001002996,-0.000609187,0.00121731,-0.001178128,0.001713974,-4.81E-06,0.001607799,0.000560353
778.4000244,-0.002028495,0.000705992,0.000226276,-0.000368925,-0.00187836,-0.001559467,0.000442254,-0.000502518,-0.000741931,-0.00054916,0.00080204,-0.001275339,0.000158917,-0.000709059,-0.001486827,-0.001458707,-0.000314711,-0.000132154,-0.00163194,-0.002123095,-0.001341511,-0.000889721,-0.001254587,-0.002619613,-0.001780458,0.000288232,0.001328505,0.002845263,0.001236597,0.000864364,0.000357347,-0.000421374,-0.000726632,-0.00062997,0.000530287,-0.000212161,0.001535575,0.000145581
777.5999756,-0.000207349,0.000712733,-0.001156235,0.000510253,-0.000502725,-0.00131875,0.000413622,0.00031911,-0.000170245,-0.002778237,0.002470503,-0.001401223,-0.000411858,-0.000292154,-0.001172397,0.0005504,-0.000283152,0.001956643,-0.000304933,-0.001433681,-0.001682534,-0.001674489,-0.00037596,-0.000796505,-0.000355941,0.00129566,0.001758521,0.001575297,0.002703333,0.001178244,0.000853055,-0.000676856,-0.001134239,-0.000384599,0.000807357,0.000660854,0.001737754,0.001247656
776.7999878,-0.002331956,-0.000469576,-0.001412627,-0.001054917,-0.001157113,-0.003063028,-0.000451631,-0.001314672,-0.000877786,-0.00312934,0.000563644,-0.00126166,0.000139418,-0.000531114,-0.001905576,-0.00111379,-0.001120709,-0.000298466,-0.001264034,-0.002255479,-0.002388287,-0.002815376,-0.001035446,-0.002534489,-0.002424533,-0.000468387,0.000269116,0.00119727,0.001902717,0.000988856,-0.00180995,-0.000922682,-0.000294845,-0.001444827,-0.000283825,0.000409295,0.001315886,-0.000411961
776,-0.001935265,-0.000311866,-0.000635346,-0.000419616,-0.002739191,-0.000804722,-0.001403906,-0.00079697,-0.001882948,-0.00212531,0.00055592,-0.003349482,-0.000758934,-0.001404164,-0.002848655,-0.000718983,-0.0024251,0.000481357,-0.002213811,-0.002925695,-0.002378813,-0.003649096,-0.001271313,-0.002652804,-0.002156993,1.04E-05,-0.000343526,0.000573235,5.69E-05,-1.50E-05,-0.001187938,-0.001984691,-0.001103617,-0.002479257,-3.00E-05,0.000675579,-2.76E-05,-0.001340685
775.2000122,-0.00021775,0.000670861,-0.000903154,-0.000208125,-0.000929915,-0.000701254,0.000385639,0.000886956,0.000337218,-0.000572996,0.002176813,0.000178287,-0.000678769,0.000986599,3.27E-05,-0.000758779,0.000108786,0.001507442,-0.000429236,-0.002069047,-0.001376451,-0.001776539,0.000972641,-0.001956397,-0.000748701,0.001968891,0.000636821,0.001566827,0.002334603,0.000727824,0.000397635,-0.000536233,0.00072479,-0.00141882,0.001994921,0.000678094,0.001902327,0.001371869
774.4000244,-0.00173632,0.001346525,-0.000316936,-0.000748908,-0.000813972,-0.000369184,0.000268184,-0.000610376,-0.000632503,-0.002810233,0.000679909,-0.000763689,0.000535445,1.95E-05,-0.000391789,3.32E-05,-0.000351182,0.000641125,-0.000935546,-0.001255568,-0.001231099,-0.000647805,0.000562893,-0.000410616,-0.000794852,0.000906281,0.001587222,0.002810532,0.001031304,0.001218945,0.000704488,-0.000821258,-3.77E-05,-0.000720016,0.001344006,0.00213701,0.001496844,0.000398827
773.5999756,-0.001459223,0.001338917,-0.002358681,-0.001055279,-0.001546415,-0.001463712,-4.77E-05,-0.001113738,-0.001770816,-0.002654399,0.001170586,-0.001399932,-0.00056431,-4.16E-05,-0.00116997,-0.000351338,-0.000391271,-0.000387754,-0.002412692,-0.001270848,-0.002050188,-0.001744365,-0.002516782,-0.002663095,-0.001932328,-7.35E-05,0.00090929,-0.0002148,0.001533912,6.04E-05,-5.15E-05,-0.001636788,-0.00101179,-0.001443382,0.001993335,0.000424893,0.000904647,0.00033012
772.7999878,-0.001227175,0.001975808,-0.000854586,-0.000609807,-2.73E-05,-0.00156901,0.000516655,0.001730659,-0.000493055,-0.000945206,0.002638453,-0.00076002,-0.00029531,0.001164046,-0.000255626,0.000237336,0.000354109,0.001379815,-0.000323661,-0.000291016,-0.000180129,-0.001048358,-0.000342181,-0.00177788,-0.00016331,0.002125174,0.001859169,0.001589534,0.002383247,6.18E-05,-0.000172832,-4.91E-05,0.000824733,-0.000283204,0.001601745,0.001638485,0.001782563,0.000720771
772,-0.001520878,-0.000833039,-0.001850007,-0.000748133,-0.002069253,-0.002320678,-0.000867607,-0.00019969,-0.002676524,-0.001898772,0.000304448,-0.001337795,-0.00127632,-0.001178386,-0.001903824,-0.001769991,-0.002122322,-0.000241552,-0.001306568,-0.001818714,-0.002565164,-0.002286999,-0.001427747,-0.002295444,-0.001870267,-0.00016657,-0.001075833,0.00084115,-0.000876546,0.000325068,-0.001543062,-0.002525738,-0.001127371,-0.001524283,0.000180489,0.000463788,-9.09E-05,-0.000632813
771.2000122,-0.001168318,0.000546434,-0.000839292,-0.000932085,-0.001169453,-7.77E-05,-0.000530907,0.000217134,-0.00183382,-0.003282999,0.00215111,-0.001387444,-0.001068293,0.000139237,-0.002372326,-0.000803275,-0.001315911,0.000396832,-0.000846319,-0.001755863,-0.001858771,-0.000574806,-0.000219302,-0.00156607,-0.000959981,0.001056266,0.001139908,0.000855286,0.000104048,0.000497658,-0.001559209,-0.001336711,-0.000694173,-0.000696292,0.000819935,0.001712363,0.00148196,-0.000585301
770.4000244,0.000135741,0.001574751,-0.001470729,-6.78E-05,-0.001073819,-0.001220309,-0.000862905,6.08E-05,-0.00130853,-0.001138937,0.001477623,-0.000664347,-0.00082689,7.24E-05,-0.001784377,0.000232855,-0.000502208,0.001107467,-0.001057654,-0.001210345,-0.000700272,-0.001190261,-0.00059802,-0.001347756,-0.000998102,0.000857387,0.002188208,0.001076507,0.001244515,0.000804063,-0.000351596,-0.001115081,-0.000452199,-0.001404112,0.001124933,0.000430904,0.000357399,0.000459616
