wavelength (nm),DOMBlank1,DOMSTD24,DOM12226,DOM12229,DOM12430,DOM12454,DOM12480,DOM12832,DOM13036,DOMBlank2,DOM13039,DOM13121,DOM13155,DOM13242,DOM13297,DOM13329,DOM13368,DOM12855,DOM12857,DOMBlank3,DOM12868,DOM12912,DOM12913,DOM12930,DOM12939,DOM12942,DOM12963,DOM12965,DOM13092,DOMBlank4,DOM13093,DOM13095,DOM13096,DOM13097,DOM13110,DOM13139,DOM13142,DOM13210,DOM13665,DOMBlank5
474.3999939,0.002290596,0.014180218,0.003156511,0.001467259,0.014532514,0.003557465,0.000590653,0.01000474,0.000314214,-0.005856434,0.006470899,-0.00383598,0.018210847,0.005252839,-0.003922543,-0.004305889,-0.003325284,0.012058476,0.024044709,-0.007722759,0.000494704,0.014406567,0.00734109,0.000697306,-0.005455794,-0.007871396,0.010931447,0.002957527,0.002408261,-0.009335059,0.006954488,0.005273905,-0.006805558,0.001798003,0.0073408,0.007813869,0.003616897,-0.007702313,-0.004726334,-0.007653483
473.6000061,0.003363542,0.01424195,0.002681375,0.000999779,0.01439466,0.003508115,0.001178192,0.009359968,-0.000342078,-0.005457532,0.00687561,-0.004049662,0.018788157,0.004841155,-0.004301532,-0.004771552,-0.003686161,0.012197801,0.023612125,-0.007612125,0.000826678,0.014217208,0.006841397,0.001138792,-0.004957493,-0.007182754,0.010062225,0.002001266,0.000676902,-0.010489834,0.005448526,0.005001304,-0.007768123,0.001112994,0.00646948,0.00760381,0.004046991,-0.008470207,-0.004494694,-0.007388534
472.7999878,0.003355272,0.015907614,0.003095265,0.001651945,0.014001089,0.00509684,0.001839074,0.009976027,0.000748309,-0.005632244,0.007158049,-0.003529974,0.018927278,0.004768234,-0.003648839,-0.004411833,-0.002997015,0.013169039,0.025435789,-0.007167069,-2.00E-05,0.014782668,0.0085739,0.001526457,-0.004759723,-0.006972748,0.010135908,0.003084055,0.001667562,-0.010610851,0.006340045,0.006725679,-0.006554371,0.002476752,0.006080004,0.008125138,0.005686236,-0.007608768,-0.003896991,-0.005549395
472,0.004431953,0.016347397,0.003573203,0.003033898,0.016051911,0.005191062,0.002202518,0.011324476,0.001313211,-0.004865045,0.0063614,-0.003087446,0.019603563,0.006258521,-0.002948527,-0.003569616,-0.002406668,0.014286811,0.026265463,-0.006748624,0.00103395,0.015627183,0.008908755,0.001369532,-0.004093257,-0.006226391,0.01121744,0.002624181,0.002951794,-0.008692125,0.006852284,0.007042168,-0.005648648,0.004183664,0.00681418,0.009051883,0.006682513,-0.006780736,-0.002282518,-0.005579245
471.1999817,0.005003242,0.017412301,0.004402638,0.00338136,0.016083231,0.004560611,0.001660961,0.012010653,0.001109153,-0.004687054,0.007583078,-0.003228942,0.020262407,0.007069057,-0.001952274,-0.003695966,-0.000463319,0.015091256,0.026986666,-0.005547503,0.001563528,0.016308721,0.007463029,0.000777559,-0.004109668,-0.006415741,0.011770387,0.00381297,0.004075498,-0.007544358,0.007420105,0.007113998,-0.00571288,0.004047252,0.006787518,0.009538595,0.006718949,-0.005859856,-0.002089245,-0.005422459
470.3999939,0.004683708,0.016591338,0.004791031,0.003178153,0.016510449,0.005671653,0.002023606,0.01141857,0.001800966,-0.004799715,0.007281147,-0.004248165,0.02053548,0.006949096,-0.002259548,-0.004046943,-0.000647288,0.015788274,0.026641522,-0.005605924,0.000302868,0.016381079,0.007780583,0.00154407,-0.004725669,-0.00648042,0.013232843,0.003178518,0.003413241,-0.007637815,0.007232872,0.006863487,-0.005919103,0.004498487,0.008259855,0.009338729,0.006211384,-0.005575156,-0.001909545,-0.005308885
469.6000061,0.003618906,0.014099482,0.003403718,0.002740504,0.014777955,0.003654172,0.001314536,0.009798068,0.000525907,-0.006532799,0.007283358,-0.005571885,0.019909337,0.004580205,-0.003517392,-0.005832733,-0.002418819,0.013636269,0.024796819,-0.006589302,0.000498669,0.01518105,0.006059975,0.001307759,-0.003809757,-0.007015287,0.010173562,0.002285027,0.002147624,-0.009676244,0.006811761,0.005692635,-0.006956037,0.002505937,0.006412022,0.008618258,0.005949557,-0.00524664,-0.003049405,-0.0075961
468.7999878,0.002023736,0.015366217,0.004458053,0.003099254,0.015941931,0.004742482,0.001523132,0.011560906,0.000990957,-0.005731784,0.008083389,-0.003988005,0.01965066,0.006090006,-0.003531001,-0.005202341,-0.00066445,0.012834618,0.025155313,-0.007378914,0.001228498,0.016192334,0.007966127,0.002415628,-0.004181665,-0.00679251,0.011250379,0.003380577,0.002309203,-0.00919483,0.00742108,0.007035038,-0.006593382,0.003513517,0.008411347,0.010467276,0.005364627,-0.005696171,-0.004355661,-0.006622038
468,0.002346913,0.015253889,0.003877634,0.002904076,0.017566534,0.005151348,0.001541238,0.011517283,0.001145358,-0.005143099,0.007652416,-0.003713213,0.020013686,0.00592565,-0.003717628,-0.005042247,-0.000741517,0.013633357,0.02598184,-0.007939518,0.000394811,0.016078208,0.008653272,0.001343435,-0.003178116,-0.006256653,0.011149522,0.002909679,0.002376844,-0.007657399,0.008173908,0.007222528,-0.006985791,0.003241419,0.009609621,0.009852559,0.007058612,-0.00564226,-0.003713316,-0.006969997
467.1999817,0.002561527,0.015936077,0.0045846,0.00316874,0.016467618,0.00528284,0.001847861,0.01235962,0.000767887,-0.005475272,0.007232898,-0.004689409,0.020020165,0.006163727,-0.004341309,-0.004672354,-0.001040662,0.014061352,0.026632769,-0.006231137,0.000629511,0.016948504,0.008793119,0.001740899,-0.003622912,-0.006433289,0.011077101,0.003286878,0.002649313,-0.008062215,0.008356085,0.006859805,-0.00723627,0.002966258,0.008237325,0.008646116,0.006516645,-0.005210679,-0.003585996,-0.00686702
466.3999939,0.001632431,0.015441314,0.003864889,0.00295711,0.015900712,0.005163058,0.00094003,0.011577441,0.000817575,-0.005616861,0.007153338,-0.004857212,0.02069802,0.005725054,-0.004161924,-0.004747484,-0.001559518,0.014517444,0.025566485,-0.006442267,-0.000635501,0.016662911,0.009227315,0.001559163,-0.004737447,-0.006767892,0.010981409,0.001577427,0.002550825,-0.008556409,0.006667267,0.007202131,-0.00777453,0.002807666,0.007117419,0.007978678,0.005875558,-0.007892596,-0.004068587,-0.007366037
465.6000061,0.003552272,0.015755765,0.003800331,0.00377918,0.018028889,0.006551937,0.002977336,0.012610178,0.002307954,-0.003695606,0.009967312,-0.003733899,0.021506554,0.007549994,-0.002914125,-0.002986423,-0.002026537,0.016368311,0.027574997,-0.005118029,0.001621959,0.017467029,0.009469511,0.003572238,-0.004270671,-0.005621563,0.012375308,0.002972462,0.004816943,-0.007334731,0.007476723,0.008615143,-0.005856281,0.003965478,0.00780612,0.008436367,0.007464661,-0.006904881,-0.002708939,-0.006174536
464.7999878,0.004591794,0.018487737,0.007108025,0.004799694,0.019798538,0.007714808,0.00399586,0.015107363,0.003842402,-0.0026916,0.011708739,-0.001608987,0.023203863,0.00876998,-0.001373664,-0.002664999,0.000235497,0.018094435,0.029847166,-0.003986876,0.004150994,0.018888451,0.011980901,0.004788413,-0.001474289,-0.003475793,0.014670465,0.0051492,0.006721946,-0.0057045,0.01027398,0.011334067,-0.00415777,0.006495151,0.009966305,0.011449638,0.009253335,-0.003705308,-0.000465646,-0.004215762
464,0.004856992,0.019521598,0.008245266,0.005796089,0.021245429,0.008761712,0.003633028,0.014893293,0.004656888,-0.002667469,0.010908299,-0.001831036,0.023791106,0.009460278,-0.00120384,-0.002872057,0.001141361,0.019116944,0.030965609,-0.003511949,0.003991289,0.018725883,0.011372862,0.005073373,-0.00141593,-0.003146353,0.015927967,0.005410073,0.006712718,-0.005972316,0.009796796,0.010916077,-0.003614184,0.007786328,0.010490187,0.011447565,0.010273105,-0.003171794,-0.000482919,-0.00340599
463.1999817,0.003717481,0.018607765,0.006845078,0.004248592,0.019109694,0.00680616,0.003387047,0.014104001,0.00219159,-0.004228888,0.009215998,-0.002404454,0.02389702,0.008340358,-0.002010665,-0.002876428,0.000616446,0.018206015,0.030747803,-0.0050315,0.002962688,0.016927511,0.010099741,0.003461928,-0.00246613,-0.004494284,0.013475227,0.004098571,0.005390547,-0.006769727,0.009189584,0.009348462,-0.005046136,0.005626783,0.010874483,0.011864099,0.009159524,-0.005116289,-0.002052456,-0.004897808
462.3999939,0.003615461,0.018285736,0.005004603,0.004159592,0.020421075,0.0067775,0.004142605,0.013613965,0.002618738,-0.00351657,0.010268043,-0.001521446,0.024665121,0.008531184,-0.003492587,-0.003190758,0.000961848,0.018647026,0.031112136,-0.0035766,0.003818245,0.018655783,0.010324212,0.003668765,-0.002043953,-0.005101809,0.014485112,0.004564117,0.00636337,-0.00688776,0.010142215,0.010068928,-0.003638109,0.006051051,0.01214674,0.012022043,0.009958598,-0.00378892,-0.000491452,-0.004196638
461.6000061,0.00402008,0.019280389,0.00663349,0.005171938,0.020860488,0.007139259,0.004979073,0.014789712,0.003972636,-0.003121938,0.010364559,-0.000726425,0.02555564,0.008341229,-0.004608122,-0.001668919,0.0013008,0.017966103,0.03190409,-0.004069049,0.004590277,0.019843977,0.01061747,0.00516442,-0.00109649,-0.003852196,0.015173946,0.006704805,0.006499329,-0.006471443,0.011762568,0.010558533,-0.00295223,0.00567307,0.012512789,0.013531919,0.009750147,-0.003503988,-0.000884709,-0.004080384
460.7999878,0.003108953,0.018701101,0.005643934,0.004963467,0.019656999,0.007059401,0.003174842,0.015285394,0.00380383,-0.003202579,0.010821747,-0.001262176,0.024246233,0.008510725,-0.00431691,-0.003200318,7.84E-05,0.018289948,0.030352905,-0.004796847,0.004017388,0.019242316,0.011268311,0.004807075,-0.001042573,-0.004067613,0.014988887,0.006967167,0.005899357,-0.006173056,0.011160092,0.01088356,-0.004868731,0.005102812,0.013105378,0.013086731,0.009611051,-0.004147309,-0.000874272,-0.005120485
460,0.003581712,0.018656673,0.00651386,0.005448159,0.020092981,0.007488442,0.003089895,0.014909153,0.005048991,-0.00251215,0.012300605,-3.01E-05,0.024554061,0.009936059,-0.003633797,-0.001882587,0.000120516,0.019144671,0.031058775,-0.003872054,0.004945689,0.020013306,0.011442994,0.00519672,0.000471173,-0.003423712,0.015583445,0.006699811,0.006745581,-0.006102154,0.011599534,0.011361915,-0.004479732,0.006963669,0.012695169,0.013298498,0.009950864,-0.003721221,6.65E-06,-0.004284102
459.1999817,0.004553496,0.019476816,0.007209079,0.005349715,0.020467419,0.008764697,0.003948759,0.015677258,0.00420771,-0.001788347,0.012724782,-0.000623973,0.024929872,0.010734548,-0.002323408,-0.001092307,0.00146809,0.018873662,0.031635888,-0.002869228,0.002854096,0.020499196,0.012433161,0.005546756,-0.000331783,-0.003833158,0.016838996,0.005848035,0.006530967,-0.004656579,0.011776824,0.012403755,-0.00391459,0.008511516,0.014455191,0.013324015,0.010445745,-0.003528125,-0.000270528,-0.004170846
458.3999939,0.0055434,0.019262312,0.00721958,0.006262881,0.020517703,0.009684074,0.005628435,0.015838206,0.004840213,-0.001749263,0.013227666,-0.001395443,0.02455176,0.01070584,-0.000914261,-0.001683566,0.00223387,0.019749286,0.032534331,-0.003288497,0.003994345,0.020687351,0.012174159,0.006571201,-0.00122511,-0.003608382,0.016338501,0.006622188,0.006870167,-0.005917775,0.012539779,0.012282604,-0.004080589,0.007848528,0.014727822,0.014327929,0.012053367,-0.003040717,0.0002068,-0.004071767
457.6000061,0.005015497,0.01885717,0.0066296,0.005814085,0.020632623,0.007922231,0.004602913,0.016551994,0.004393094,-0.002937369,0.012313521,-0.002421547,0.024953451,0.009697918,-0.000942985,-0.002855239,0.002276466,0.020170935,0.032993719,-0.00366614,0.003794299,0.020423301,0.011246394,0.006543686,-0.002188056,-0.003457149,0.016634829,0.006384858,0.007361784,-0.005617372,0.011047122,0.012769193,-0.003908844,0.008121842,0.013452905,0.013761966,0.010696341,-0.00401945,0.000265283,-0.004490083
456.7999878,0.00448711,0.019392544,0.006939759,0.006056406,0.020619784,0.008140067,0.004038499,0.015735071,0.004692945,-0.003509535,0.011330879,-0.001978043,0.025180275,0.009606551,-0.001057758,-0.001266099,0.001955005,0.020387622,0.033246022,-0.003806421,0.00463818,0.019570012,0.01121999,0.006604604,-0.001855832,-0.0053185,0.016679183,0.006397835,0.007438854,-0.007446504,0.010977984,0.011352933,-0.004767353,0.006456895,0.013161915,0.015182658,0.010753918,-0.004054278,-0.000618855,-0.00449244
456,0.005147707,0.019811381,0.007778369,0.006801138,0.023021137,0.00714897,0.005230831,0.016535994,0.005165939,-0.002319339,0.014045283,-0.000932498,0.026123725,0.010957276,0.000518547,-0.000959309,0.001792492,0.021492111,0.034570668,-0.003015113,0.005529033,0.02175243,0.013207758,0.006775422,-0.000735522,-0.003846397,0.017975897,0.00770967,0.009289088,-0.00514402,0.013221368,0.012098214,-0.003169481,0.007459236,0.014879121,0.015157326,0.011784617,-0.002831836,0.000571083,-0.003616443
455.1999817,0.005313682,0.020415487,0.007998954,0.006813628,0.023256077,0.007269459,0.005958165,0.01745512,0.00494362,-0.002067244,0.01335319,-0.001109969,0.027644014,0.010097939,0.000391935,-0.00073454,0.002597358,0.023192966,0.034961369,-0.002476271,0.005830614,0.022012988,0.01304058,0.006225327,-0.000879801,-0.002117943,0.017763833,0.007689566,0.00888952,-0.004325419,0.014207151,0.013954761,-0.003794874,0.007829287,0.015260191,0.016442614,0.011176321,-0.002419745,0.00140729,-0.002679869
454.3999939,0.004980016,0.019822109,0.007230187,0.005858425,0.023444692,0.007762952,0.005025238,0.016476866,0.004951763,-0.001557764,0.013082729,-0.000561621,0.028093284,0.010544104,-0.001100157,-0.000272235,0.002770072,0.023309279,0.035753943,-0.004351253,0.004791554,0.022833932,0.013949576,0.006040577,-0.000306537,-0.003050484,0.01734551,0.007911027,0.009438743,-0.004013807,0.013344488,0.014329401,-0.002793155,0.008388202,0.015188555,0.015620716,0.011436668,-0.003890629,0.001693496,-0.003655411
453.6000061,0.004447016,0.019361742,0.006560268,0.005951368,0.024016503,0.008973997,0.005409969,0.017383283,0.00526759,-0.001522787,0.013191107,-0.000388064,0.029121727,0.010966728,-0.000699135,-0.000330128,0.0027342,0.021308826,0.035232529,-0.003759614,0.005244874,0.02223395,0.01318577,0.007528133,-0.000876029,-0.002426026,0.018005736,0.007322082,0.008528781,-0.004038428,0.014351983,0.014165187,-0.004071819,0.009847793,0.015404167,0.015285769,0.012122517,-0.003958917,0.000872067,-0.004109873
452.7999878,0.004742508,0.019216448,0.006725495,0.006480227,0.023856873,0.008796025,0.005213068,0.018809782,0.003773174,-0.001755812,0.014094856,-0.000565447,0.029154945,0.010972833,-0.001476405,-0.000734333,0.002094194,0.023169922,0.035779718,-0.003746321,0.006628759,0.023286281,0.013342887,0.00669776,-0.000337681,-0.003181662,0.018436121,0.007337931,0.008783504,-0.004221607,0.01422804,0.012721664,-0.002947396,0.009044323,0.015695294,0.016746195,0.012069815,-0.003245077,0.00093933,-0.002938603
452,0.005031392,0.019882482,0.005820723,0.006715873,0.023568314,0.007642431,0.005081806,0.018509779,0.003804379,-0.002301882,0.01319156,-0.000152493,0.029157326,0.011852341,-0.001658192,-0.000893389,0.001603278,0.021570886,0.034717377,-0.004515394,0.004764623,0.022976266,0.013597565,0.005915705,-0.001099537,-0.003231306,0.01779533,0.007089396,0.007368655,-0.005729945,0.013798465,0.013954361,-0.003921414,0.008408892,0.015263864,0.016363928,0.010543865,-0.003048891,0.001374388,-0.004303941
451.1999817,0.003512473,0.021261413,0.007228135,0.007595644,0.024662545,0.008848093,0.004858144,0.018726153,0.004693468,-0.002319545,0.013460248,0.000523263,0.028078593,0.012021244,-0.00140308,-0.001082547,0.003014922,0.022306401,0.036646392,-0.003438761,0.005741841,0.02335432,0.013850575,0.006085753,1.82E-05,-0.002438382,0.019640043,0.008989219,0.008903682,-0.005807753,0.014591645,0.014651696,-0.003092381,0.009443187,0.016952729,0.017986797,0.012478581,-0.002182132,0.001723174,-0.003156375
450.3999939,0.00321886,0.019605758,0.008611077,0.006680516,0.024226716,0.009979974,0.005166987,0.018949395,0.005837881,-0.001010447,0.014180165,0.001025985,0.030051317,0.012144344,-0.000339646,-0.000670447,0.003048209,0.023214486,0.037320286,-0.002199131,0.006347295,0.024277356,0.013842131,0.007068083,0.00121936,-0.001229911,0.01961009,0.008344237,0.009306912,-0.00408941,0.014637158,0.014983233,-0.002215356,0.00974247,0.016220037,0.017978946,0.013001316,-0.00281265,0.002106654,-0.003150824
449.6000061,0.005818441,0.021368343,0.00831616,0.006637985,0.024726991,0.01113866,0.005481529,0.019052487,0.00671753,-0.000706836,0.015564771,0.000922208,0.031140083,0.012009747,0.000104877,-0.000617666,0.004584469,0.024731375,0.03901935,-0.001047996,0.007235478,0.026839241,0.013857311,0.008004358,0.000737651,-0.000929967,0.021234201,0.009527481,0.010078942,-0.002481728,0.016145261,0.016353903,-0.000851228,0.010879367,0.017057259,0.020181563,0.014187038,-0.001820003,0.003230491,-0.003794771
448.7999878,0.00527532,0.022191012,0.007091895,0.0059858,0.025356364,0.009281049,0.006934998,0.01885936,0.006590281,-0.001004197,0.014785239,-1.66E-05,0.030919326,0.010985364,0.000541198,-0.000562552,0.004211186,0.024472112,0.037921749,-0.002209278,0.007102868,0.024825048,0.013799054,0.008541216,0.00116158,-0.000830197,0.021208677,0.008309986,0.010292852,-0.003222004,0.014492231,0.016240943,-0.001740446,0.010844385,0.017178293,0.019797048,0.013749835,-0.0015443,0.002151734,-0.004132028
448,0.005523867,0.023755752,0.007810548,0.00785206,0.027146075,0.01054856,0.006576798,0.020380162,0.007068215,-0.000699031,0.01696635,0.001171365,0.032129195,0.011727781,0.000499213,0.000321545,0.004958387,0.024688629,0.038684405,-0.001634157,0.008874486,0.026135188,0.016015731,0.008950214,0.001826856,0.000480632,0.021407774,0.008768105,0.011791027,-0.003382926,0.016008534,0.016966565,-0.000112175,0.011041678,0.018234387,0.019475732,0.014658444,-0.002742483,0.002361046,-0.003843985
447.1999817,0.006169818,0.023270851,0.009660305,0.008420267,0.027530123,0.011836166,0.006912983,0.022172842,0.007665115,0.000912973,0.017812967,0.002133603,0.033947319,0.013337362,0.00151469,0.002254868,0.004902438,0.026708078,0.040044617,-0.000888326,0.010102311,0.027020302,0.017492199,0.009481734,0.002530828,0.000182509,0.023065113,0.01088579,0.013567251,-0.002276956,0.017165691,0.017694561,0.000817341,0.01164593,0.01926161,0.01986205,0.015736494,-0.001217882,0.003744844,-0.002870051
446.3999939,0.003297624,0.023157062,0.008821702,0.007693149,0.026448594,0.011008994,0.005165965,0.02079702,0.00615178,-0.000570669,0.015756087,0.001052659,0.033456698,0.012342229,-0.000309279,0.000500431,0.004072467,0.024995098,0.038949661,-0.002847215,0.008797636,0.024810083,0.015698837,0.009148288,0.002100905,-0.000441907,0.021715691,0.009266293,0.012168382,-0.004637269,0.016136907,0.017475303,-0.000882074,0.011856491,0.018574858,0.019545967,0.014896213,-0.002204951,0.001817576,-0.00361557
445.6000061,0.004279961,0.024203068,0.009479803,0.007472825,0.028118223,0.01109338,0.007551759,0.020813882,0.005482865,0.00075684,0.016684618,0.002651345,0.03365276,0.013507324,0.000242567,-0.000336853,0.004462708,0.02621066,0.039904296,-0.002135614,0.007698867,0.026742544,0.016722871,0.009127667,0.00200808,0.000207318,0.021518005,0.010101675,0.011702969,-0.003222004,0.017126322,0.018316517,-0.000836966,0.011226072,0.019219911,0.019869691,0.015705897,-0.001670879,0.002443481,-0.002228594
444.7999878,0.003881891,0.022554286,0.008582507,0.009219383,0.02811118,0.010219992,0.008138089,0.020591689,0.006332086,-0.001193462,0.016198836,0.002237981,0.033562589,0.013116397,-0.000467404,0.000821595,0.004177783,0.026198754,0.040684376,-0.001875885,0.008300356,0.027615242,0.016691074,0.009781493,0.002218363,-0.000910128,0.021059096,0.008130387,0.011735627,-0.004120694,0.017888652,0.018143015,-0.001658398,0.010753998,0.019143157,0.020129582,0.015483161,-0.000803016,0.002619936,-0.002197225
444,0.003760745,0.024060689,0.00891005,0.008211128,0.028596902,0.009319475,0.006769586,0.020906307,0.007245375,-0.000843839,0.018143365,0.002562256,0.034163795,0.014269289,0.000658754,0.001663248,0.00378153,0.026606072,0.041136134,-0.003145942,0.008845293,0.027212324,0.017130576,0.010813175,0.00156836,0.000522123,0.022391103,0.010870157,0.010822357,-0.003278118,0.018315192,0.018424641,-0.000768444,0.010344571,0.018803591,0.02116981,0.015300169,-0.001458449,0.003081291,-0.00234761
443.1999817,0.004880552,0.023548007,0.008234423,0.009209256,0.028802043,0.010370551,0.006026955,0.022213897,0.007691884,-0.001230118,0.017893642,0.00223962,0.033837441,0.01344607,0.000483016,0.001545161,0.004587713,0.027153185,0.041894257,-0.003656694,0.009135361,0.026125869,0.017615972,0.010781807,0.000931547,0.0017593,0.023229558,0.011930185,0.011872559,-0.001817425,0.018285628,0.018165283,-0.001785872,0.011931223,0.018649189,0.021425014,0.015349161,-0.000483488,0.003128977,-0.00247344
442.3999939,0.006500065,0.023706323,0.009664778,0.009155638,0.03021485,0.011773339,0.006647526,0.023914279,0.0081838,-0.000679079,0.019469911,0.003636526,0.035697591,0.014511128,0.0020789,0.002571864,0.005025683,0.028852277,0.043538541,-0.002540048,0.011105915,0.026983196,0.018021144,0.009988529,0.002129389,0.002491357,0.024183773,0.012625501,0.013455041,-0.002438897,0.019177055,0.018365094,-0.000971294,0.013458833,0.018536361,0.022834234,0.01849838,-9.81E-05,0.005064416,-0.001612597
441.6000061,0.005285067,0.023760155,0.007889675,0.008555762,0.029043145,0.009892599,0.006775528,0.021279654,0.007286938,-0.001191448,0.0174597,0.001304565,0.035107311,0.013438113,0.00059957,0.001315185,0.003493606,0.027295837,0.042128652,-0.00277762,0.008624041,0.026466092,0.018158723,0.008260673,0.001087769,0.000818975,0.023348831,0.01105384,0.012909359,-0.003560219,0.018215517,0.017593032,-0.001164187,0.012200862,0.018074788,0.021262201,0.016211949,-0.000454941,0.003121233,-0.00321409
440.7999878,0.006152174,0.024844291,0.011336857,0.009849196,0.030195842,0.012419017,0.007332718,0.022198476,0.008942815,0.000587569,0.019551301,0.003073836,0.036030579,0.015018014,0.001815315,0.0013109,0.005092309,0.029222138,0.044007316,-0.001887381,0.009727407,0.030069793,0.019014731,0.01059426,0.002566109,0.002049145,0.024395958,0.012030506,0.014291545,-0.002250999,0.019056112,0.019617647,0.000331337,0.014024937,0.020711215,0.023213038,0.017313102,0.000455884,0.00446399,-0.003058607
440,0.004727853,0.024215385,0.009498296,0.008951006,0.028956002,0.012421734,0.007616481,0.022220735,0.007792047,-0.00078617,0.019187065,0.002200957,0.036122501,0.014469108,0.000452463,0.000881379,0.004257139,0.02811292,0.043037768,-0.001987577,0.010370365,0.030281043,0.018838435,0.011253036,0.001911244,0.001300359,0.024349766,0.010530127,0.013588164,-0.002529393,0.01888426,0.018832922,-0.000662693,0.013602747,0.020328455,0.021919593,0.016376697,5.25E-06,0.00366639,-0.002223082
439.1999817,0.004830763,0.026680689,0.011049034,0.010011574,0.0293619,0.013067549,0.006561635,0.02316498,0.0090328,0.001212637,0.020628741,0.002431507,0.037406754,0.014716147,0.001564671,0.001730945,0.005524104,0.029101575,0.044733223,-0.000456182,0.010505887,0.032017797,0.018705802,0.012775805,0.003177762,0.001642382,0.02617728,0.012013207,0.015251048,-0.002704052,0.020540202,0.020692483,-5.07E-05,0.014481927,0.021126542,0.024702713,0.017475653,0.000160393,0.004361245,-0.00095528
438.3999939,0.006219551,0.025478471,0.009960664,0.009936932,0.030740717,0.012326943,0.006846472,0.02447203,0.009861615,0.000919043,0.020649426,0.003433252,0.037566166,0.015012923,0.002756317,0.003053606,0.005322224,0.030284928,0.04528942,-4.53E-05,0.010894788,0.031917937,0.01947752,0.012778603,0.004513344,0.001906981,0.027085843,0.012802571,0.015303493,-0.004014833,0.020814182,0.021615421,0.000419193,0.015238661,0.021423357,0.024542721,0.017678948,0.000425048,0.004318941,-0.002050601
437.6000061,0.004264093,0.025763057,0.010139008,0.008398203,0.030869575,0.011325432,0.006596247,0.023682347,0.007679237,-0.000787823,0.019256279,0.003431113,0.038269762,0.015381182,0.002191565,0.00146635,0.003848513,0.02995063,0.045304272,-0.00092604,0.010972886,0.031455453,0.01826025,0.011992983,0.003218469,0.000245365,0.026666073,0.011557822,0.015074961,-0.004974026,0.019014973,0.020065354,-0.000135466,0.013877462,0.02087643,0.023946336,0.017886063,-0.000345958,0.004145062,-0.002521466
436.7999878,0.005453427,0.027648373,0.011829649,0.01064803,0.032093491,0.013003023,0.008153703,0.026135739,0.008805641,0.000155706,0.020808723,0.004827648,0.038948331,0.016525481,0.002744568,0.003130958,0.004183768,0.03272476,0.046399172,-0.000599209,0.011663533,0.032122869,0.02015122,0.012901892,0.004413778,0.001433677,0.028324297,0.012720305,0.01631837,-0.003577472,0.020753138,0.022369517,0.002165132,0.015690194,0.021886569,0.025759541,0.020057656,0.00109366,0.007203341,-0.000919221
436,0.00548976,0.027885471,0.009032271,0.010395605,0.031584691,0.011831831,0.006365866,0.025473585,0.00859056,8.46E-06,0.01919456,0.004364174,0.039349623,0.014702891,0.002320367,0.002330023,0.003936743,0.031812191,0.046688698,-0.001403958,0.010491964,0.032795914,0.020529455,0.012911119,0.00435327,0.002159539,0.028150287,0.011936811,0.014949312,-0.002739345,0.020494746,0.020826729,0.002168878,0.014129967,0.021464884,0.02516121,0.019069878,0.00025171,0.005469444,-0.00176236
435.1999817,0.004639907,0.026797058,0.009723039,0.0103407,0.031831048,0.012269716,0.007425451,0.026255041,0.007990384,0.000165029,0.018465884,0.00360335,0.039912585,0.014640451,0.003710171,0.002562985,0.005245214,0.031388555,0.046315156,-0.000359614,0.009131765,0.032003168,0.020782219,0.011741557,0.004269217,0.001371427,0.029011348,0.011529325,0.014780552,-0.002353789,0.021459607,0.020961804,0.001719874,0.013629297,0.021870997,0.024558142,0.018422239,-0.000748908,0.003739778,-0.001841759
434.3999939,0.005655708,0.028145896,0.011674462,0.011146787,0.032994557,0.014121784,0.009111594,0.027465755,0.010167176,0.001553422,0.021929938,0.004825267,0.041554607,0.016562508,0.0034875,0.004444741,0.006795379,0.032474324,0.049377341,0.001057045,0.010608558,0.033627253,0.021770393,0.013863885,0.004738452,0.002813789,0.029625319,0.013147214,0.016833022,-0.000648942,0.023142919,0.022357689,0.003631592,0.016007271,0.024232684,0.02645883,0.020073324,0.000252695,0.006024907,-0.000518497
433.6000061,0.007781953,0.027661698,0.013662794,0.012251077,0.033894785,0.014746059,0.009273987,0.027048675,0.010930013,0.002059418,0.022581199,0.004652806,0.042487476,0.017295241,0.005723218,0.005219932,0.007772307,0.03250663,0.050785247,-0.000376788,0.011588235,0.033111345,0.022963904,0.014827451,0.005750261,0.004600166,0.029692778,0.014053144,0.017654765,-0.000909767,0.023916604,0.023455866,0.003008275,0.016113076,0.023218198,0.02692786,0.020413289,0.002236706,0.007561663,0.001031486
432.7999878,0.005353934,0.026810935,0.010763683,0.011147211,0.032844491,0.014560218,0.008071627,0.026950914,0.0094466,0.001056396,0.023153894,0.003458536,0.041468024,0.016849194,0.003249112,0.002237617,0.00635444,0.03057793,0.04903153,-0.000774387,0.010216069,0.031360395,0.021626985,0.013643348,0.003999727,0.003089843,0.028169373,0.013362774,0.016231699,-0.002506333,0.023324957,0.022373388,0.00128138,0.014718289,0.022663746,0.025876129,0.018953074,0.001475129,0.006743819,-0.001144359
432,0.005222369,0.027898582,0.011644255,0.009340474,0.033360083,0.013229694,0.008350095,0.026711078,0.00926653,0.000103582,0.021546675,0.003872228,0.041909765,0.018451542,0.003110413,0.001614944,0.006426366,0.03246364,0.048706844,-0.000748184,0.009123385,0.032362867,0.021599533,0.013275224,0.004195477,0.002228458,0.028772779,0.012857814,0.016362827,-0.003332118,0.023125172,0.022828504,0.001315366,0.014364103,0.023235047,0.026446696,0.019467611,0.000523367,0.006483537,-0.002207321
