wavelength (nm),DOMBlank1,DOMSTD24,DOM12226,DOM12229,DOM12430,DOM12454,DOM12480,DOM12832,DOM13036,DOMBlank2,DOM13039,DOM13121,DOM13155,DOM13242,DOM13297,DOM13329,DOM13368,DOM12855,DOM12857,DOMBlank3,DOM12868,DOM12912,DOM12913,DOM12930,DOM12939,DOM12942,DOM12963,DOM12965,DOM13092,DOMBlank4,DOM13093,DOM13095,DOM13096,DOM13097,DOM13110,DOM13139,DOM13142,DOM13210,DOM13665,DOMBlank5
749.5999756,-0.00561037,-0.009367081,-0.013155568,-0.01563023,-0.01738349,-0.020855246,-0.020650862,-0.023869142,-0.023249002,-0.025385788,-0.025659993,-0.026663123,-0.025363715,-0.025892228,-0.028971024,-0.0278567,-0.028063109,-0.026541432,-0.026118146,-0.028444067,-0.028795136,-0.028146479,-0.028676899,-0.029575216,-0.030696288,-0.030965138,-0.030217735,-0.030247483,-0.029991815,-0.031517599,-0.031140391,-0.029324524,-0.031644017,-0.028808896,-0.030158428,-0.030466272,-0.030535961,-0.031336911,-0.031547643,-0.032760344
748.7999878,-0.005514329,-0.009126801,-0.01283093,-0.016081071,-0.017529452,-0.020437887,-0.020973362,-0.024762629,-0.025267061,-0.026636684,-0.026129114,-0.026187219,-0.026260424,-0.027433138,-0.028182335,-0.027448205,-0.030119643,-0.026740093,-0.027996032,-0.029795215,-0.029380558,-0.028244,-0.029393524,-0.030802112,-0.031075474,-0.031379346,-0.031446241,-0.031374626,-0.02979333,-0.032457534,-0.031958651,-0.031487409,-0.032254696,-0.029406877,-0.032227874,-0.031659804,-0.031148054,-0.033248577,-0.031315863,-0.032045126
748,-0.003280224,-0.007948719,-0.010983748,-0.014094254,-0.01594994,-0.018842811,-0.020055376,-0.021986526,-0.022045137,-0.024098122,-0.024188671,-0.025754463,-0.024946025,-0.023122719,-0.025819009,-0.026155194,-0.026982017,-0.025818473,-0.026045013,-0.028887425,-0.027108399,-0.027110783,-0.027694348,-0.029317699,-0.028664542,-0.029838186,-0.029309716,-0.027973121,-0.026135208,-0.030119015,-0.030423315,-0.027437465,-0.031342115,-0.027704451,-0.028914841,-0.029590596,-0.029548761,-0.030431038,-0.030460963,-0.030593334
747.2000122,-0.005624578,-0.008624171,-0.013006871,-0.015993504,-0.016570415,-0.021918306,-0.021652071,-0.02507388,-0.023912653,-0.027112193,-0.026469784,-0.028138375,-0.028163996,-0.027224777,-0.027647715,-0.028116733,-0.030978683,-0.027205277,-0.028059129,-0.02926524,-0.029879704,-0.028974365,-0.029688325,-0.03070912,-0.031046651,-0.031821933,-0.032049213,-0.030542765,-0.028830746,-0.031258438,-0.030922808,-0.030072255,-0.032117203,-0.030074477,-0.030564431,-0.03070912,-0.030490356,-0.032643475,-0.031999245,-0.031974141
746.4000244,-0.003043133,-0.007274507,-0.012385456,-0.014865098,-0.01677339,-0.018952057,-0.019163782,-0.022575932,-0.02335754,-0.024097044,-0.025945878,-0.027041759,-0.024669852,-0.024067119,-0.027355174,-0.026593298,-0.028145654,-0.026438802,-0.02614871,-0.02657898,-0.02841308,-0.026979584,-0.027335241,-0.030325415,-0.029469432,-0.029922474,-0.030529687,-0.027141813,-0.02871155,-0.029381283,-0.030240431,-0.028768972,-0.030958291,-0.029166447,-0.029950453,-0.02944413,-0.027839415,-0.030199673,-0.031689454,-0.030428045
745.5999756,-0.003494487,-0.007826245,-0.012528935,-0.016465802,-0.016933352,-0.019790221,-0.02069623,-0.024134951,-0.023870513,-0.025323424,-0.025460642,-0.026543915,-0.02563403,-0.02449828,-0.026491508,-0.027484072,-0.029150279,-0.026232157,-0.027501615,-0.029504308,-0.029428747,-0.027921954,-0.027461668,-0.029128639,-0.030308275,-0.029818418,-0.029517708,-0.028630178,-0.02877464,-0.030270467,-0.030224254,-0.028209118,-0.031141739,-0.029525254,-0.030701498,-0.031216379,-0.029738074,-0.032096338,-0.031504408,-0.031439401
744.7999878,-0.003744627,-0.007721843,-0.013842334,-0.014844335,-0.017959204,-0.019418327,-0.021334117,-0.023522893,-0.023798423,-0.025194323,-0.025305549,-0.026533006,-0.024072947,-0.024857685,-0.027583489,-0.027041953,-0.027383463,-0.026240541,-0.02621812,-0.028104747,-0.030067425,-0.027945742,-0.028679419,-0.031218259,-0.03020856,-0.031001003,-0.030333187,-0.028886504,-0.02860604,-0.030868467,-0.031441182,-0.030283939,-0.032802928,-0.03001718,-0.03004095,-0.029713273,-0.030639943,-0.032029785,-0.031001486,-0.031750765
744,-0.003169584,-0.00696852,-0.011606162,-0.013980821,-0.017322304,-0.017848264,-0.020489203,-0.021941589,-0.02404728,-0.022464545,-0.023545304,-0.025556913,-0.023373729,-0.024581652,-0.026975498,-0.027135441,-0.026781276,-0.025630321,-0.025018755,-0.027225215,-0.027720334,-0.025782028,-0.026455171,-0.029621353,-0.028726717,-0.029316055,-0.028452309,-0.027612155,-0.02683608,-0.029562835,-0.030876616,-0.029542135,-0.031185398,-0.028126778,-0.029343057,-0.029351912,-0.029389024,-0.030995509,-0.030637143,-0.031345099
743.2000122,-0.002034008,-0.007043101,-0.012379318,-0.014088641,-0.016000591,-0.020704472,-0.021267522,-0.022892192,-0.024051689,-0.023720292,-0.025162468,-0.027010089,-0.025088491,-0.026118925,-0.026951997,-0.027190154,-0.026768424,-0.026878761,-0.027308648,-0.028092954,-0.028804777,-0.027012425,-0.028238712,-0.030082013,-0.029290793,-0.030806066,-0.029407604,-0.027682934,-0.028193884,-0.029863272,-0.029564286,-0.02982069,-0.030686496,-0.029178454,-0.029315328,-0.03031653,-0.030568099,-0.030051723,-0.030374222,-0.031144438
742.4000244,-0.004265288,-0.006693263,-0.012564696,-0.015484425,-0.016377715,-0.019823609,-0.01921064,-0.022947589,-0.022163127,-0.024460649,-0.025204875,-0.026919784,-0.024632579,-0.024572259,-0.027049737,-0.026653191,-0.026906451,-0.026055643,-0.025543293,-0.028083347,-0.02885991,-0.025955923,-0.028032046,-0.0287163,-0.029245153,-0.031509656,-0.028625865,-0.029325781,-0.027872723,-0.02969311,-0.029813245,-0.029103415,-0.030695999,-0.027383074,-0.02853415,-0.02948733,-0.029428989,-0.030831482,-0.029889273,-0.03000655
741.5999756,-0.003315985,-0.007181583,-0.01233252,-0.016368741,-0.016367344,-0.019124348,-0.020621043,-0.022162929,-0.023211902,-0.023907362,-0.024150034,-0.027425703,-0.024325857,-0.02399707,-0.027052071,-0.026323969,-0.026603816,-0.02501113,-0.023755046,-0.027605256,-0.028812287,-0.026553947,-0.028461037,-0.029583195,-0.028379716,-0.030575192,-0.029869894,-0.028038841,-0.027955111,-0.030172436,-0.030545708,-0.029734932,-0.031454764,-0.028174428,-0.029221099,-0.029192152,-0.029643258,-0.029622948,-0.030462701,-0.030001527
740.7999878,-0.004433972,-0.007532198,-0.013134874,-0.016197547,-0.01726524,-0.019597558,-0.019825984,-0.022642279,-0.023885997,-0.026155146,-0.024697926,-0.026660543,-0.024619076,-0.025404587,-0.0278634,-0.027794594,-0.027950061,-0.026404263,-0.026703388,-0.028808411,-0.029575167,-0.027657188,-0.028326122,-0.030952699,-0.031067329,-0.031173978,-0.030545564,-0.029586194,-0.027752973,-0.030984951,-0.031098222,-0.029395556,-0.033076763,-0.029901983,-0.029631654,-0.030027036,-0.030335842,-0.030576495,-0.030957954,-0.031508453
740,-0.004686849,-0.008902771,-0.01319816,-0.016031927,-0.016709428,-0.019087389,-0.020698451,-0.023232857,-0.024196703,-0.024620397,-0.025237557,-0.026748709,-0.025606113,-0.025288697,-0.028395234,-0.026889175,-0.028145509,-0.026367724,-0.02553973,-0.027991468,-0.02885114,-0.026864503,-0.028432185,-0.03019098,-0.030442478,-0.030964945,-0.028829679,-0.028580833,-0.028159579,-0.029792266,-0.031268749,-0.029666226,-0.032361437,-0.029173225,-0.029745374,-0.029862884,-0.029617533,-0.030040806,-0.032361582,-0.030874737
739.2000122,-0.003927981,-0.008489804,-0.013200922,-0.015809085,-0.017038649,-0.019949224,-0.022028849,-0.022062706,-0.023759065,-0.025004141,-0.025099242,-0.026883725,-0.025420457,-0.025809398,-0.027990984,-0.025989767,-0.028422633,-0.026485713,-0.027445339,-0.027262753,-0.029972391,-0.026992137,-0.027758995,-0.029617194,-0.030456619,-0.030566603,-0.030142538,-0.028744889,-0.028546706,-0.030186007,-0.030908488,-0.030798689,-0.031356324,-0.029035626,-0.029708341,-0.030472692,-0.029135127,-0.032436587,-0.029928224,-0.031984337
738.4000244,-0.002240337,-0.007580227,-0.011971508,-0.014470383,-0.016191114,-0.018890994,-0.01975406,-0.021297988,-0.023041766,-0.023350572,-0.023977963,-0.026601672,-0.023643471,-0.022983238,-0.026544841,-0.025730798,-0.025979185,-0.025569603,-0.024841258,-0.026655868,-0.028511947,-0.027499719,-0.026685908,-0.028510347,-0.028025251,-0.028990299,-0.028055295,-0.02739547,-0.027339665,-0.028753854,-0.029638326,-0.028993156,-0.030673375,-0.027523676,-0.027908165,-0.028571237,-0.027601661,-0.030067472,-0.029251881,-0.029731499
737.5999756,-0.004111925,-0.006450836,-0.011781442,-0.015145324,-0.015494417,-0.017505983,-0.019039525,-0.021549068,-0.022434849,-0.024309604,-0.022656234,-0.025111116,-0.024482474,-0.023697644,-0.026817635,-0.025963092,-0.026600942,-0.02498674,-0.024486145,-0.026738049,-0.027426675,-0.02573641,-0.026805952,-0.027986517,-0.028542247,-0.028700598,-0.027801342,-0.028171225,-0.028151622,-0.029605879,-0.028929371,-0.027816979,-0.030685531,-0.027587717,-0.029032284,-0.028367106,-0.027086122,-0.028475631,-0.029645821,-0.029769015
736.7999878,-0.003095671,-0.007859244,-0.01279705,-0.014174988,-0.016245376,-0.019784829,-0.020984165,-0.022707436,-0.023848265,-0.023714557,-0.02335283,-0.025924027,-0.024420422,-0.024919335,-0.027441304,-0.025959726,-0.02835794,-0.026237518,-0.025635641,-0.028330198,-0.029507356,-0.027034316,-0.028705154,-0.029448146,-0.029373687,-0.029153813,-0.030251538,-0.0293613,-0.028181851,-0.030886164,-0.030816194,-0.028849542,-0.031240903,-0.029452501,-0.02976945,-0.030006165,-0.029551905,-0.030976564,-0.030462701,-0.030355442
736,-0.003763412,-0.007208622,-0.010513787,-0.014732949,-0.014814114,-0.018473925,-0.018943187,-0.021936717,-0.023288898,-0.023751909,-0.024131082,-0.026536025,-0.024273328,-0.024718761,-0.027248506,-0.025670534,-0.027386623,-0.026079923,-0.025232036,-0.027629256,-0.028861023,-0.02517483,-0.026808921,-0.028463801,-0.029448969,-0.029787481,-0.029832339,-0.028069951,-0.027253514,-0.02972357,-0.029868394,-0.028655043,-0.031518709,-0.028303714,-0.029173031,-0.02921132,-0.029456563,-0.03009491,-0.030493204,-0.030508744
735.2000122,-0.0035101,-0.007203122,-0.011904518,-0.016198944,-0.017094798,-0.017701413,-0.020419957,-0.021362558,-0.023310684,-0.024297562,-0.024405103,-0.025706353,-0.024648868,-0.024155276,-0.026380878,-0.025725821,-0.025833204,-0.025016164,-0.022904273,-0.02697793,-0.028841889,-0.026251066,-0.02756867,-0.028784767,-0.029253915,-0.029159477,-0.03000317,-0.028119305,-0.028126972,-0.02990411,-0.029173225,-0.029826393,-0.029794538,-0.02849105,-0.028572012,-0.029465804,-0.029062646,-0.030431665,-0.029842731,-0.029973356
734.4000244,-0.004857161,-0.008026843,-0.011927336,-0.014939786,-0.016518235,-0.018545862,-0.020539228,-0.022792185,-0.024396293,-0.02560172,-0.023844443,-0.026805125,-0.025428172,-0.024822092,-0.027579214,-0.027165985,-0.027498018,-0.025223145,-0.025685271,-0.027673898,-0.029184794,-0.026711078,-0.028207662,-0.029820254,-0.029271774,-0.029659264,-0.029511904,-0.028294498,-0.028831812,-0.029286824,-0.029398557,-0.029215144,-0.032195665,-0.029010978,-0.030808479,-0.029303666,-0.029157637,-0.030372001,-0.030392712,-0.029888984
733.5999756,-0.002745982,-0.007281023,-0.011303314,-0.015548218,-0.01635184,-0.018706512,-0.019291965,-0.021913631,-0.023333205,-0.02513374,-0.023041865,-0.026230158,-0.024804292,-0.025076421,-0.027055427,-0.0267417,-0.027083155,-0.024848396,-0.025202041,-0.026997974,-0.028109601,-0.026719404,-0.026747687,-0.028565418,-0.028537592,-0.030001912,-0.028604779,-0.027357409,-0.028436065,-0.029734256,-0.029479349,-0.02891048,-0.030786101,-0.02840149,-0.029169111,-0.028903216,-0.027787164,-0.030273605,-0.030989049,-0.030575722
732.7999878,-0.002346065,-0.007409199,-0.011356729,-0.014923228,-0.015486374,-0.017884834,-0.020170644,-0.021908708,-0.024096604,-0.023526473,-0.022535628,-0.025762172,-0.023532014,-0.025190707,-0.027633579,-0.026471831,-0.027741754,-0.024938203,-0.024236314,-0.027350264,-0.028052965,-0.025468795,-0.027040737,-0.028950537,-0.028608076,-0.029507985,-0.028004186,-0.027212523,-0.028309971,-0.02932312,-0.030682974,-0.028422924,-0.029616952,-0.027955499,-0.028368706,-0.028379181,-0.028627707,-0.030592803,-0.029319588,-0.029288713
732,-0.003707567,-0.00818701,-0.012714501,-0.014932483,-0.016376369,-0.019065786,-0.019662384,-0.022574063,-0.023462616,-0.02435929,-0.023977768,-0.027124742,-0.025551543,-0.025327478,-0.027759092,-0.027141716,-0.028819457,-0.025279077,-0.025083898,-0.029000033,-0.027537962,-0.027020354,-0.028462201,-0.028971169,-0.030585179,-0.029634168,-0.028957754,-0.028099846,-0.028008895,-0.029681314,-0.029166641,-0.0287241,-0.03133224,-0.028230999,-0.029259287,-0.030040322,-0.029506583,-0.030398794,-0.030186877,-0.02982093
731.2000122,-0.002594396,-0.007382732,-0.011065365,-0.014915625,-0.01552499,-0.018393639,-0.018769981,-0.021706592,-0.023530543,-0.022731315,-0.022312263,-0.025892081,-0.024272691,-0.024028372,-0.026497841,-0.025918759,-0.02666877,-0.026021121,-0.024090089,-0.027398435,-0.028037142,-0.025734263,-0.027669575,-0.028370501,-0.029155605,-0.029580535,-0.027863644,-0.027859904,-0.028939931,-0.030130126,-0.029222986,-0.028192477,-0.030532584,-0.027050758,-0.02791035,-0.028454443,-0.027798139,-0.028630808,-0.030056264,-0.030014426
730.4000244,-0.001775972,-0.005987073,-0.010629898,-0.01439967,-0.016458025,-0.017411741,-0.018808901,-0.021576557,-0.022527566,-0.024037533,-0.02287343,-0.02564384,-0.023690928,-0.02383229,-0.025754415,-0.025616558,-0.026789939,-0.024324242,-0.023753282,-0.027735975,-0.028355515,-0.025798421,-0.026095817,-0.028648306,-0.02825894,-0.028905153,-0.028146576,-0.026605861,-0.028539192,-0.028906945,-0.028484359,-0.027810959,-0.029248735,-0.026594954,-0.027901903,-0.029252656,-0.028268933,-0.029102689,-0.030017808,-0.029898213
729.5999756,-0.004506479,-0.009410247,-0.012339263,-0.015827656,-0.01737364,-0.018653249,-0.019598499,-0.022974988,-0.024028176,-0.02527551,-0.024079755,-0.02647071,-0.025005216,-0.026196042,-0.027482808,-0.026867179,-0.028566485,-0.026210323,-0.026078558,-0.029027879,-0.030281574,-0.02693628,-0.028125614,-0.029531784,-0.029203286,-0.029946586,-0.029025167,-0.027937051,-0.028702198,-0.030471243,-0.030337242,-0.029494779,-0.031131186,-0.029399863,-0.029096441,-0.029975772,-0.028932083,-0.030982492,-0.031324919,-0.030803462
728.7999878,-0.004668667,-0.006981715,-0.011688419,-0.014963195,-0.015901329,-0.018529391,-0.019262299,-0.021464027,-0.023713037,-0.024175107,-0.023493858,-0.025771491,-0.024258152,-0.024795197,-0.026998656,-0.026516447,-0.02729246,-0.025098216,-0.026364703,-0.028168799,-0.027774876,-0.025533579,-0.026891999,-0.029748227,-0.029430876,-0.02963436,-0.030250525,-0.028470492,-0.028678935,-0.029488733,-0.029729953,-0.02795244,-0.030232029,-0.028785106,-0.029906042,-0.029120263,-0.029740395,-0.030785425,-0.029820882,-0.030042641
728,-0.00392793,-0.006771918,-0.010855311,-0.014812813,-0.015463443,-0.018204974,-0.019444071,-0.022629255,-0.023299448,-0.023513526,-0.023030179,-0.025392331,-0.024296338,-0.024791433,-0.02736786,-0.026698178,-0.027470658,-0.025597278,-0.025697764,-0.026993888,-0.028515777,-0.027185583,-0.027215391,-0.028184472,-0.029338799,-0.028822316,-0.029957894,-0.027061071,-0.027756276,-0.029611584,-0.029825812,-0.0278953,-0.030555891,-0.028089559,-0.028616849,-0.0285214,-0.027999187,-0.03003066,-0.030768303,-0.03001578
727.2000122,-0.004222941,-0.0070214,-0.012509619,-0.015165923,-0.016004682,-0.019111468,-0.020501252,-0.021972647,-0.023409491,-0.024592366,-0.023086147,-0.026994666,-0.024128683,-0.025930319,-0.027636299,-0.02681043,-0.027838346,-0.025888911,-0.025283277,-0.02820543,-0.028626688,-0.025807885,-0.027491603,-0.028227214,-0.028127117,-0.028865868,-0.030703861,-0.029131107,-0.028735731,-0.029110435,-0.029645821,-0.029188715,-0.031318173,-0.028629839,-0.02959195,-0.028979015,-0.030026311,-0.030842572,-0.030338738,-0.030477276
726.4000244,-0.003449085,-0.007108247,-0.012363166,-0.014339466,-0.015437761,-0.018560546,-0.019205043,-0.021010851,-0.024221772,-0.024000106,-0.022526238,-0.02525392,-0.0235481,-0.025298564,-0.026526626,-0.026182247,-0.027854564,-0.025792908,-0.024586886,-0.026561985,-0.028202374,-0.025002675,-0.026811745,-0.029539716,-0.028986812,-0.030353608,-0.027913604,-0.028517328,-0.02826258,-0.028946759,-0.028111929,-0.028563771,-0.03079401,-0.028776675,-0.028643701,-0.029570477,-0.029344266,-0.030131139,-0.029737253,-0.029366767
725.5999756,-0.004614064,-0.006943707,-0.012529236,-0.015198818,-0.016038064,-0.019398127,-0.018991655,-0.022577111,-0.023978159,-0.023471003,-0.024171239,-0.025738703,-0.024295457,-0.025419628,-0.026625825,-0.02616353,-0.027980158,-0.02517307,-0.025719527,-0.027939916,-0.028913049,-0.024804,-0.026679141,-0.028429568,-0.029527044,-0.030037906,-0.029594997,-0.029095668,-0.029174773,-0.030146547,-0.029451774,-0.028514709,-0.031277422,-0.028689016,-0.029372573,-0.030289058,-0.029469335,-0.03053572,-0.029955043,-0.029801499
724.7999878,-0.004283898,-0.008374136,-0.01228446,-0.014772832,-0.016588703,-0.019789826,-0.019972216,-0.022847202,-0.024741698,-0.023554966,-0.023597775,-0.026113369,-0.024888536,-0.025006732,-0.026676171,-0.026063396,-0.027834315,-0.025659945,-0.025067138,-0.028517377,-0.029790575,-0.026823474,-0.027469687,-0.029798647,-0.02988299,-0.029831806,-0.030009305,-0.028108483,-0.03047858,-0.030107422,-0.029538555,-0.029930834,-0.031459242,-0.028696286,-0.029028412,-0.029704474,-0.030135196,-0.030344097,-0.030598594,-0.030048197
724,-0.002577619,-0.007955531,-0.012409406,-0.015741786,-0.01667301,-0.019664412,-0.019485306,-0.022041693,-0.024120552,-0.024933951,-0.02436438,-0.026536854,-0.025008393,-0.024854606,-0.028157203,-0.027146142,-0.027659375,-0.025946315,-0.02459041,-0.028713973,-0.028690567,-0.026369235,-0.029797632,-0.029064873,-0.029765727,-0.030266315,-0.029695431,-0.029032769,-0.029459322,-0.029960649,-0.030310689,-0.029902274,-0.030653836,-0.028385922,-0.029033447,-0.0293523,-0.029889273,-0.030339511,-0.031023033,-0.030629618
723.2000122,-0.002773813,-0.00679144,-0.01160591,-0.015450952,-0.01603956,-0.017942909,-0.01961864,-0.020957526,-0.022484012,-0.022869991,-0.022778675,-0.024980387,-0.023989722,-0.024138723,-0.026546352,-0.026101619,-0.02729596,-0.024679439,-0.02484292,-0.026727583,-0.026923239,-0.025156606,-0.026757911,-0.028104456,-0.028585149,-0.028606186,-0.027393769,-0.027037429,-0.0279254,-0.029011026,-0.028643653,-0.02835081,-0.029943833,-0.027760355,-0.027134176,-0.028269516,-0.027336845,-0.029113775,-0.02959224,-0.030428575
722.4000244,-0.004309477,-0.008979557,-0.01321649,-0.016306913,-0.016095139,-0.019830039,-0.019669311,-0.022862084,-0.023682496,-0.024671465,-0.023372307,-0.026753042,-0.024824291,-0.025115367,-0.027167298,-0.027792651,-0.028031368,-0.025156751,-0.02541123,-0.028554706,-0.029449936,-0.027273789,-0.028410461,-0.030575771,-0.029341266,-0.030724797,-0.02914476,-0.027343603,-0.029893622,-0.030962871,-0.03020547,-0.029790575,-0.031604115,-0.028867321,-0.02909896,-0.030236859,-0.029223034,-0.029931173,-0.03135955,-0.031698022
721.5999756,-0.003853735,-0.009261579,-0.013313253,-0.015869236,-0.016958447,-0.019469069,-0.020542141,-0.022811735,-0.023639599,-0.024967629,-0.02412026,-0.028193349,-0.024628224,-0.025389841,-0.027259544,-0.028306963,-0.028881127,-0.026612435,-0.025747828,-0.027936373,-0.028924432,-0.027373498,-0.027501177,-0.029640986,-0.03043128,-0.029432036,-0.030345401,-0.027704695,-0.029542908,-0.029888839,-0.029115325,-0.02917463,-0.032291848,-0.029417232,-0.029454436,-0.030504497,-0.029676575,-0.031580333,-0.030827574,-0.030659722
720.7999878,-0.003836288,-0.007637154,-0.011896962,-0.015484125,-0.016816475,-0.01893015,-0.018999435,-0.02286621,-0.022960406,-0.024569567,-0.022723453,-0.025603576,-0.025154993,-0.024893669,-0.025253041,-0.02692976,-0.026646519,-0.025356194,-0.024337457,-0.027528001,-0.028637594,-0.025849985,-0.026835984,-0.029045554,-0.029527623,-0.030322034,-0.029203624,-0.026809651,-0.028743289,-0.028779002,-0.029230585,-0.028226098,-0.032154705,-0.027992537,-0.029586582,-0.030545516,-0.029143017,-0.030180983,-0.029593498,-0.02990585
720,-0.004201201,-0.007441924,-0.012193305,-0.013911934,-0.016945701,-0.018368628,-0.019388027,-0.02229928,-0.024041794,-0.02410537,-0.022907859,-0.02648727,-0.024545448,-0.024835145,-0.026822891,-0.026858175,-0.028381171,-0.025327869,-0.0252971,-0.028919538,-0.02766088,-0.026138572,-0.027997002,-0.029375235,-0.029060805,-0.029629815,-0.029115858,-0.026440362,-0.027544426,-0.029058192,-0.029698042,-0.028324377,-0.03184142,-0.029170997,-0.029777329,-0.028952474,-0.030483792,-0.03103595,-0.030024959,-0.029552629
719.2000122,-0.003267584,-0.006136254,-0.01143994,-0.014600509,-0.016053779,-0.017638732,-0.018835921,-0.021190463,-0.022432243,-0.023851892,-0.023526473,-0.026095428,-0.024106596,-0.023956602,-0.026040968,-0.026797874,-0.027244082,-0.025106328,-0.023903392,-0.02778998,-0.027764484,-0.025484663,-0.02820058,-0.028412789,-0.029727584,-0.029363187,-0.029345768,-0.026814228,-0.027737189,-0.029037515,-0.029006813,-0.029703554,-0.030289346,-0.027494472,-0.029032284,-0.02904444,-0.028640404,-0.029985243,-0.030533209,-0.029807881
718.4000244,-0.002827258,-0.006784304,-0.011632322,-0.01505942,-0.016641123,-0.017919859,-0.018737553,-0.021222264,-0.022529926,-0.0246158,-0.023083644,-0.025446385,-0.024263194,-0.023284776,-0.026519613,-0.026235325,-0.02687842,-0.025294706,-0.024438383,-0.02797482,-0.02858665,-0.025773197,-0.027497776,-0.029159429,-0.029306473,-0.029579714,-0.02937446,-0.027212864,-0.0278986,-0.029298682,-0.029099638,-0.029307537,-0.030652003,-0.027477996,-0.02899519,-0.029438278,-0.028402606,-0.030336278,-0.030215949,-0.02940654
717.5999756,-0.002788628,-0.007361914,-0.011725811,-0.014177894,-0.015538228,-0.018019801,-0.019288151,-0.021392228,-0.022608124,-0.024333885,-0.023011964,-0.024928818,-0.02311462,-0.024141563,-0.02594134,-0.026909614,-0.027001331,-0.024724092,-0.02376833,-0.026743939,-0.028258698,-0.024705067,-0.026600748,-0.028196601,-0.029035384,-0.028994124,-0.028277569,-0.027611766,-0.026996855,-0.030215852,-0.029370686,-0.028230706,-0.030531086,-0.027241018,-0.029081287,-0.028689791,-0.027914137,-0.030167894,-0.030058438,-0.028990492
716.7999878,-0.00338945,-0.006606384,-0.013113275,-0.014478044,-0.015706085,-0.018389322,-0.019138863,-0.021152791,-0.02207732,-0.025154846,-0.022815665,-0.024949985,-0.024198074,-0.023978405,-0.026944114,-0.026490875,-0.026785217,-0.024447387,-0.024348374,-0.027504239,-0.027776381,-0.025600988,-0.027167978,-0.028349016,-0.029647417,-0.029616131,-0.028507099,-0.027695224,-0.027685218,-0.029980121,-0.028398385,-0.027849756,-0.030208271,-0.027941421,-0.02790569,-0.02861142,-0.02906899,-0.030184172,-0.030511301,-0.029491104
716,-0.00326558,-0.007129281,-0.011993416,-0.01454579,-0.014962695,-0.018325498,-0.01978478,-0.021099187,-0.023124387,-0.024225593,-0.022352589,-0.025322985,-0.023473995,-0.024119085,-0.026061689,-0.026444942,-0.027315941,-0.023730047,-0.024544615,-0.026608782,-0.027493013,-0.025074515,-0.026764238,-0.02856314,-0.028977998,-0.029524285,-0.028378259,-0.026845278,-0.027790951,-0.028479898,-0.0284108,-0.028207274,-0.030022206,-0.027884036,-0.02842661,-0.028648838,-0.027948266,-0.030046023,-0.030784074,-0.029330378
715.2000122,-0.002198564,-0.005984673,-0.011474581,-0.01518992,-0.015127075,-0.017548397,-0.018645363,-0.020186953,-0.022343295,-0.023285611,-0.021267029,-0.025383249,-0.023089387,-0.024214966,-0.024800723,-0.025266865,-0.026268465,-0.024131818,-0.023671074,-0.026075048,-0.027696826,-0.026213247,-0.026898131,-0.027995644,-0.027011305,-0.028561639,-0.02811552,-0.026794028,-0.027264357,-0.028293092,-0.028337812,-0.02696562,-0.029664341,-0.027445532,-0.0270385,-0.028599449,-0.027528293,-0.029477075,-0.029176565,-0.029030347
714.4000244,-0.002738162,-0.006541469,-0.011532966,-0.014176341,-0.014741206,-0.017004499,-0.017752904,-0.019452091,-0.021692704,-0.023660632,-0.02211068,-0.025158755,-0.023031751,-0.024190141,-0.026085822,-0.025325622,-0.026643647,-0.024364233,-0.023381187,-0.026750559,-0.027171966,-0.024839643,-0.026604887,-0.027026726,-0.028455218,-0.028691197,-0.028246183,-0.027030278,-0.026388966,-0.028472625,-0.02883433,-0.027136317,-0.030201992,-0.027619733,-0.027170604,-0.028494056,-0.028455218,-0.029832773,-0.029182762,-0.028940415
713.5999756,-0.002134377,-0.006655536,-0.011781442,-0.013712933,-0.014874503,-0.017294295,-0.018426042,-0.020593099,-0.021264121,-0.023845423,-0.021944098,-0.025225392,-0.022936637,-0.023462811,-0.025766758,-0.025713623,-0.026669258,-0.024420079,-0.023155803,-0.026625339,-0.027644072,-0.024543295,-0.027509585,-0.028046073,-0.028539192,-0.028669873,-0.027723638,-0.026148858,-0.026739411,-0.027749039,-0.027796486,-0.027751807,-0.029777281,-0.027287209,-0.027504191,-0.027799644,-0.027609872,-0.028728027,-0.028698709,-0.028484505
712.7999878,-0.00342063,-0.00625747,-0.012277463,-0.014767328,-0.014789846,-0.018387634,-0.019765142,-0.021016032,-0.022313591,-0.024320766,-0.022722127,-0.02487118,-0.02464598,-0.024223879,-0.026261203,-0.026462819,-0.026957834,-0.025408836,-0.025047492,-0.027516922,-0.02842496,-0.025864132,-0.026209395,-0.027614584,-0.029130865,-0.028886311,-0.028077183,-0.027725775,-0.028407164,-0.029448872,-0.028576616,-0.028739898,-0.030964607,-0.027954189,-0.028900599,-0.02819301,-0.028527703,-0.02998418,-0.029351864,-0.0294555
712,-0.004611555,-0.007970627,-0.013444078,-0.015996149,-0.01675481,-0.018717917,-0.020619908,-0.021849733,-0.023997365,-0.025951436,-0.023774849,-0.026885964,-0.02478439,-0.025697716,-0.027157327,-0.026775336,-0.027894232,-0.024616387,-0.025778029,-0.027952343,-0.028730206,-0.026926888,-0.028171273,-0.028910577,-0.03022691,-0.030141668,-0.029811554,-0.028838497,-0.02874363,-0.030711435,-0.030007711,-0.029724006,-0.030838715,-0.027799983,-0.029196508,-0.029906768,-0.029628655,-0.031886641,-0.030695759,-0.029810973
