wavelength (nm),DOMBlank1,DOMSTD31,DOM12860,DOM12867,DOM12916,DOM12923,DOM12962,DOM13091,DOM13107,DOMBlank2,DOM13130,DOM13137,DOM13445,DOM13586,DOM13597,DOM13598,DOM13602,DOM11563,DOM11566,DOM11572,DOM11606,DOM11609,DOM11762,DOMBlank3
699.2000122,-0.001118644,-0.004705389,-0.006880065,-0.009836361,-0.009952805,-0.010929278,-0.015492319,-0.014137254,-0.016221289,-0.018694015,-0.017652404,-0.019596718,-0.019337572,-0.020025169,-0.017898943,-0.02032605,-0.020991465,-0.021235576,-0.021000592,-0.02164823,-0.020740062,-0.022629108,-0.020139802,-0.023241887
698.4000244,-0.003204943,-0.007409758,-0.00793718,-0.011563012,-0.013106494,-0.013795343,-0.017321756,-0.01745864,-0.018124489,-0.020973362,-0.018549334,-0.021083849,-0.02041156,-0.021550793,-0.020408448,-0.020376883,-0.02315703,-0.02416262,-0.023268877,-0.023096899,-0.020914258,-0.024555136,-0.022415036,-0.025074076
697.5999756,-0.003986825,-0.008219982,-0.007884106,-0.01248814,-0.013365468,-0.014265977,-0.017730739,-0.019181812,-0.018488958,-0.020372191,-0.01904339,-0.020683346,-0.020832893,-0.021672757,-0.021291086,-0.021741753,-0.022217091,-0.023577865,-0.023494203,-0.023548493,-0.022752637,-0.024402214,-0.022875344,-0.025297001
696.7999878,-0.003926647,-0.006549934,-0.008699534,-0.010734108,-0.012355718,-0.014114452,-0.016378962,-0.016339922,-0.018182334,-0.019793585,-0.018447082,-0.020186804,-0.019693801,-0.02060801,-0.019801846,-0.021735253,-0.022631664,-0.023083152,-0.023035334,-0.023140833,-0.021106536,-0.02379558,-0.021593602,-0.023841061
696,-0.003060458,-0.006503474,-0.007899612,-0.010460218,-0.011560996,-0.01329086,-0.016635641,-0.015609404,-0.016844464,-0.019591719,-0.018462662,-0.020478683,-0.02002863,-0.020039408,-0.020017408,-0.021039559,-0.02046678,-0.022473641,-0.023640038,-0.022789728,-0.021961719,-0.023778329,-0.022153286,-0.023969145
695.2000122,-0.003288497,-0.007170074,-0.008010782,-0.012351894,-0.012374839,-0.0138309,-0.016480755,-0.017565353,-0.017845681,-0.019920545,-0.019410456,-0.022521373,-0.020576015,-0.021542318,-0.021345899,-0.022060689,-0.022124555,-0.023009213,-0.02410586,-0.022601588,-0.022765853,-0.024080833,-0.022779413,-0.024235385
694.4000244,-0.003161926,-0.005765453,-0.007226035,-0.01178522,-0.012277766,-0.012571586,-0.015364508,-0.015905472,-0.017405972,-0.018683402,-0.018078802,-0.020746626,-0.021403808,-0.019547177,-0.020195305,-0.021417016,-0.021932285,-0.022652451,-0.024509925,-0.022926668,-0.022482833,-0.02402362,-0.022068314,-0.023272902
693.5999756,-0.002478794,-0.00598835,-0.00756761,-0.011153325,-0.012914009,-0.013005062,-0.015588377,-0.016137542,-0.0181589,-0.019395305,-0.01783485,-0.020666957,-0.020150676,-0.021379955,-0.020891562,-0.021358319,-0.022008277,-0.022739617,-0.022914538,-0.022765214,-0.022521226,-0.023816999,-0.021830777,-0.024801115
692.7999878,-0.003888782,-0.006199087,-0.008625541,-0.011232287,-0.013150546,-0.014599158,-0.0169461,-0.017224241,-0.01748649,-0.021264071,-0.018398551,-0.020868026,-0.02057804,-0.0220444,-0.020050678,-0.022942971,-0.021739636,-0.02338884,-0.022703309,-0.022611564,-0.021804633,-0.025589518,-0.021953696,-0.024858076
692,-0.002597587,-0.006276402,-0.006928473,-0.010321616,-0.012282799,-0.012157413,-0.015112525,-0.016442074,-0.016683174,-0.018969702,-0.017329467,-0.019613346,-0.01977548,-0.020648493,-0.018282365,-0.020862894,-0.019618541,-0.021979734,-0.022303067,-0.022602767,-0.021760711,-0.023355529,-0.021688469,-0.023315001
691.2000122,-0.003768955,-0.007267226,-0.009287019,-0.011861599,-0.013551882,-0.01349733,-0.017218817,-0.016829873,-0.019178692,-0.020265821,-0.018986253,-0.020924522,-0.020945143,-0.022058375,-0.020827662,-0.021984508,-0.021996023,-0.023474142,-0.023403212,-0.024158556,-0.022902653,-0.024119524,-0.021896254,-0.023773819
690.4000244,-0.002348073,-0.005397251,-0.007839262,-0.011063902,-0.011813486,-0.01339594,-0.015375502,-0.015633427,-0.016734038,-0.019445656,-0.018064501,-0.019439269,-0.019385155,-0.019910406,-0.018565159,-0.020739272,-0.02146112,-0.021626508,-0.022216156,-0.021958224,-0.021634832,-0.023265786,-0.022071563,-0.024560615
689.5999756,-0.003572594,-0.007413372,-0.008659545,-0.010505853,-0.012277111,-0.012857167,-0.016651785,-0.018169723,-0.017008035,-0.020013995,-0.01810696,-0.019852543,-0.020064866,-0.021634389,-0.019466694,-0.020163724,-0.021899452,-0.022818614,-0.023407236,-0.023462959,-0.021458853,-0.023600275,-0.021572519,-0.024166441
688.7999878,-0.004154386,-0.007709128,-0.009131262,-0.011829357,-0.013291914,-0.013241448,-0.017617704,-0.018987047,-0.017691672,-0.020912038,-0.020351689,-0.021484919,-0.020460458,-0.021492656,-0.019074803,-0.022380862,-0.021368176,-0.023537066,-0.024618538,-0.024093959,-0.022349834,-0.024194891,-0.023722989,-0.024893766
688,-0.002697157,-0.003652638,-0.006927811,-0.009810599,-0.009859237,-0.011621939,-0.015146624,-0.015677772,-0.016469439,-0.017765626,-0.016950978,-0.020145388,-0.019241747,-0.019321974,-0.017764485,-0.019386195,-0.01997276,-0.021342596,-0.022316443,-0.021797149,-0.021811379,-0.022861101,-0.020520167,-0.021632912
687.2000122,-0.001838872,-0.005644866,-0.006439206,-0.009407664,-0.011071623,-0.011571986,-0.014460367,-0.015402735,-0.016174704,-0.017664084,-0.01734663,-0.01994339,-0.018546805,-0.019806743,-0.018046621,-0.020003267,-0.021515025,-0.021582026,-0.021819355,-0.022940565,-0.022654956,-0.022368275,-0.020914752,-0.023086393
686.4000244,-0.001852069,-0.00647537,-0.007358605,-0.011145352,-0.011775647,-0.012369153,-0.015864793,-0.016542358,-0.016740713,-0.019516144,-0.017512895,-0.020266661,-0.020048108,-0.020752992,-0.018387435,-0.020655701,-0.022240406,-0.022318412,-0.021600893,-0.02196989,-0.022430917,-0.024200229,-0.021611879,-0.023620183
685.5999756,-0.001471813,-0.007409504,-0.006690204,-0.010909437,-0.011848803,-0.012230705,-0.01486905,-0.015810182,-0.015989663,-0.018763188,-0.019134058,-0.020947462,-0.019823955,-0.018882914,-0.019367332,-0.020615021,-0.021626359,-0.021785233,-0.022877114,-0.021893594,-0.021790601,-0.023671074,-0.021759579,-0.022968851
684.7999878,-0.003540244,-0.006614288,-0.008688218,-0.01136026,-0.013199264,-0.012981346,-0.015415577,-0.017626056,-0.017714635,-0.020742726,-0.019469269,-0.02174456,-0.020203015,-0.021140117,-0.020596752,-0.021209642,-0.021811921,-0.023115847,-0.023731224,-0.023404734,-0.020880263,-0.023976054,-0.022786634,-0.024316898
684,-0.003847937,-0.005495619,-0.006193217,-0.010595543,-0.011304625,-0.011197828,-0.015937613,-0.015598116,-0.016297439,-0.017894074,-0.016892521,-0.019567421,-0.018815644,-0.019351289,-0.01975322,-0.020541994,-0.020426724,-0.022006063,-0.022031408,-0.021677239,-0.020563671,-0.023749802,-0.020565892,-0.022609647
683.2000122,-0.004036633,-0.0068025,-0.007859091,-0.011814998,-0.012536932,-0.011788446,-0.014953341,-0.015810732,-0.01735026,-0.019283842,-0.017837135,-0.020706644,-0.01835091,-0.019912286,-0.01958286,-0.020123541,-0.02077698,-0.022320379,-0.022481112,-0.022327116,-0.021066785,-0.02402759,-0.0209148,-0.023366909
682.4000244,-0.003974462,-0.006673482,-0.006795517,-0.010578264,-0.011905022,-0.012762765,-0.015619193,-0.016316338,-0.016193507,-0.018596657,-0.017362298,-0.019779339,-0.018300086,-0.019883206,-0.019344553,-0.020958513,-0.021382272,-0.021776371,-0.022750525,-0.022474771,-0.021669999,-0.024701349,-0.021594441,-0.023945922
681.5999756,-0.002820211,-0.005856332,-0.006425892,-0.010387182,-0.010659198,-0.011632877,-0.0146822,-0.01585496,-0.015631678,-0.018538024,-0.017480373,-0.020038517,-0.018128809,-0.020516118,-0.019098932,-0.02025589,-0.020950865,-0.021485856,-0.023094051,-0.022363162,-0.021486448,-0.024559882,-0.021996172,-0.022757206
680.7999878,-0.002304508,-0.005941267,-0.007728709,-0.01055881,-0.011440494,-0.01135451,-0.016198745,-0.015293342,-0.016553521,-0.019695533,-0.01812727,-0.020485202,-0.019252047,-0.019198209,-0.018702595,-0.020930588,-0.020597197,-0.022680312,-0.021891134,-0.022466363,-0.021320168,-0.024080491,-0.021287881,-0.024471316
680,-0.00306493,-0.005952757,-0.007204853,-0.010152271,-0.011206707,-0.010885555,-0.016724175,-0.01570254,-0.016792966,-0.019506443,-0.017221255,-0.019774046,-0.018934909,-0.019718144,-0.018857485,-0.020424057,-0.020471523,-0.020241115,-0.022378799,-0.021953205,-0.021156834,-0.02327187,-0.020768639,-0.023125615
679.2000122,-0.002079713,-0.005680739,-0.007014014,-0.010295528,-0.010745018,-0.011552123,-0.015253056,-0.015847323,-0.016483895,-0.018750345,-0.016492169,-0.019342722,-0.018668773,-0.018945565,-0.019293351,-0.020054337,-0.019601569,-0.020516019,-0.022055028,-0.021234294,-0.020514192,-0.022886692,-0.020343589,-0.022413168
678.4000244,-0.003802315,-0.007092815,-0.009140387,-0.011009997,-0.012152077,-0.013222567,-0.016064556,-0.016973831,-0.016475521,-0.01970914,-0.01674968,-0.020730585,-0.019389018,-0.01956737,-0.019632893,-0.021186864,-0.021523055,-0.023116387,-0.022741828,-0.023130966,-0.021439388,-0.02370985,-0.020696674,-0.024299372
677.5999756,-0.002725403,-0.005627797,-0.007229243,-0.010285265,-0.011090599,-0.011829709,-0.014438283,-0.014683601,-0.015627384,-0.019753814,-0.016814582,-0.020043017,-0.017204337,-0.01897089,-0.018449066,-0.019585434,-0.0208096,-0.022432441,-0.02172368,-0.020363547,-0.020983869,-0.023390556,-0.019864017,-0.022347376
676.7999878,-0.000985189,-0.005231908,-0.006286404,-0.009164669,-0.010167039,-0.010715825,-0.014110943,-0.014435579,-0.015470237,-0.019667035,-0.015818469,-0.019317666,-0.018061372,-0.019350396,-0.016986577,-0.018192114,-0.019398028,-0.020549301,-0.020768095,-0.021416474,-0.019540446,-0.022178376,-0.019351982,-0.021599859
676,-0.001027905,-0.005593964,-0.006286659,-0.009898256,-0.010791431,-0.011321978,-0.013570949,-0.014581636,-0.015656399,-0.018187497,-0.016359517,-0.018817229,-0.017411193,-0.019657733,-0.017420942,-0.018713901,-0.019887311,-0.020801803,-0.02075018,-0.021369753,-0.020184087,-0.022268835,-0.01948214,-0.022756321
675.2000122,-0.00224966,-0.006279923,-0.006649316,-0.008980013,-0.01191429,-0.010946594,-0.014321433,-0.01599106,-0.015756264,-0.01834143,-0.016226226,-0.018931489,-0.018238533,-0.018780146,-0.018079994,-0.019345297,-0.020060269,-0.021281129,-0.021966495,-0.021225715,-0.020306138,-0.023132879,-0.020084986,-0.022562072
674.4000244,-0.003326466,-0.005795748,-0.007663605,-0.009928213,-0.011825629,-0.011283843,-0.016210515,-0.015151624,-0.01662194,-0.018568136,-0.017558541,-0.019203013,-0.017762,-0.018928416,-0.019071681,-0.019614831,-0.020874836,-0.021166697,-0.021595426,-0.02236267,-0.021091197,-0.024027981,-0.019832958,-0.023144022
673.5999756,-0.00300226,-0.005745273,-0.008162419,-0.011098573,-0.011191268,-0.011958513,-0.016290259,-0.015781926,-0.017062942,-0.01916066,-0.017574053,-0.019840971,-0.0176955,-0.019664807,-0.019027434,-0.020142324,-0.02059848,-0.022606207,-0.022227421,-0.022240357,-0.020767454,-0.024091706,-0.020588655,-0.023892466
672.7999878,-0.00196753,-0.005848006,-0.007142574,-0.010248607,-0.010801279,-0.012100069,-0.015309636,-0.015332375,-0.015422923,-0.018730562,-0.017066525,-0.018533014,-0.018615209,-0.018488908,-0.017803892,-0.018949233,-0.020804221,-0.021030335,-0.020916084,-0.021245042,-0.019903384,-0.023488365,-0.019559205,-0.022128245
672,-0.004074024,-0.006548048,-0.008308671,-0.011474632,-0.012306251,-0.011960831,-0.015740987,-0.01518552,-0.016383398,-0.01821252,-0.018283557,-0.019988533,-0.019013064,-0.020217493,-0.019141043,-0.020377032,-0.021488566,-0.021929333,-0.022216944,-0.022612497,-0.022281673,-0.024004173,-0.019771473,-0.023608219
671.2000122,-0.004494848,-0.006906206,-0.008362354,-0.011010552,-0.012188926,-0.01248668,-0.014873902,-0.016727014,-0.016516192,-0.020151172,-0.018715139,-0.020139309,-0.019563165,-0.019782208,-0.019208808,-0.021019286,-0.021102492,-0.022950092,-0.022211878,-0.023268485,-0.02210266,-0.02350563,-0.020440357,-0.024019163
670.4000244,-0.00323886,-0.00558916,-0.007028226,-0.011137026,-0.011162963,-0.011038918,-0.013592677,-0.015269901,-0.016114496,-0.01816158,-0.01691971,-0.018903684,-0.017799618,-0.019132225,-0.018416267,-0.019025303,-0.019918367,-0.02240658,-0.021769231,-0.022258114,-0.021430913,-0.023249296,-0.020554436,-0.022498121
669.5999756,-0.00365115,-0.004242525,-0.006975652,-0.011641596,-0.010833245,-0.011708979,-0.014116256,-0.015781878,-0.015619542,-0.018392498,-0.016944107,-0.018816585,-0.017963376,-0.019455012,-0.018687667,-0.020072825,-0.020497845,-0.021967232,-0.021607986,-0.022770373,-0.019957976,-0.02414646,-0.020702399,-0.023322999
668.7999878,-0.002664638,-0.003623785,-0.006444562,-0.009730113,-0.01048387,-0.010632575,-0.01354325,-0.014338263,-0.015041217,-0.017512944,-0.016242534,-0.018008478,-0.01663056,-0.018031523,-0.017527862,-0.018982636,-0.019063557,-0.02149231,-0.020515623,-0.020607663,-0.020603616,-0.022739863,-0.01896202,-0.022369111
668,-0.00205328,-0.004063253,-0.005790435,-0.010229998,-0.010390366,-0.009920622,-0.013628903,-0.013535722,-0.014732048,-0.017216427,-0.016031029,-0.018446388,-0.016385043,-0.018153487,-0.017183933,-0.019226689,-0.018851982,-0.020525549,-0.02027511,-0.020851644,-0.020408301,-0.022728318,-0.018328277,-0.022071809
667.2000122,-0.003246465,-0.005376593,-0.006590169,-0.01142698,-0.011383913,-0.011020849,-0.015383847,-0.014520255,-0.015327977,-0.017825259,-0.016159041,-0.019907489,-0.01770539,-0.018171312,-0.017974453,-0.019840773,-0.019423625,-0.021090409,-0.022319542,-0.022070726,-0.020235235,-0.023263626,-0.019877469,-0.022892928
666.4000244,-0.002819903,-0.004956674,-0.006294823,-0.009994699,-0.010172854,-0.010972239,-0.014075158,-0.014621984,-0.014856092,-0.017469531,-0.01587897,-0.018278096,-0.01708106,-0.018141322,-0.017085839,-0.019827269,-0.019433031,-0.020789959,-0.021979537,-0.022156091,-0.019140299,-0.021700535,-0.019800361,-0.023510829
665.5999756,-0.002211957,-0.005012411,-0.006025216,-0.009723581,-0.010762948,-0.01075517,-0.014322986,-0.015391243,-0.014883708,-0.017483605,-0.015067371,-0.01730529,-0.017435564,-0.018953742,-0.01706757,-0.019718243,-0.019416198,-0.020578336,-0.021343581,-0.021255346,-0.019839438,-0.022006655,-0.019086497,-0.022422165
664.7999878,-0.002768206,-0.006669302,-0.00691232,-0.010463959,-0.010824256,-0.010997782,-0.014110342,-0.015250756,-0.01604485,-0.017627647,-0.015852664,-0.018512972,-0.018112721,-0.01838411,-0.0177863,-0.020559572,-0.0191133,-0.020179737,-0.021187061,-0.020667154,-0.020327432,-0.022714561,-0.02030777,-0.022882713
664,-0.002869331,-0.004442274,-0.006289261,-0.009727834,-0.010922008,-0.011093223,-0.012818062,-0.014626239,-0.015258204,-0.01754432,-0.015567898,-0.018221356,-0.016886346,-0.018878751,-0.017600851,-0.018788327,-0.01948694,-0.02053592,-0.020878142,-0.0200925,-0.018938279,-0.021200126,-0.019728286,-0.021071766
663.2000122,-0.002897463,-0.005656926,-0.006059168,-0.010101642,-0.010503175,-0.010577051,-0.014284664,-0.014854541,-0.014766578,-0.018549284,-0.016310155,-0.018312445,-0.017850451,-0.018226421,-0.017964866,-0.0186837,-0.018675666,-0.020152258,-0.021163689,-0.021233998,-0.019222826,-0.02171132,-0.020377476,-0.022400383
662.4000244,-0.002399408,-0.005767599,-0.005180548,-0.009778557,-0.010085354,-0.010803854,-0.014619832,-0.014543887,-0.014677745,-0.018215399,-0.015882462,-0.018974805,-0.017031681,-0.017875791,-0.018256355,-0.01871985,-0.018308226,-0.02042223,-0.020366658,-0.021526208,-0.019897697,-0.022761529,-0.020483671,-0.021535225
661.5999756,-0.002306774,-0.005425833,-0.005654269,-0.010605496,-0.009695686,-0.010622472,-0.014036062,-0.014122871,-0.014551998,-0.018518329,-0.015318181,-0.018228207,-0.017663041,-0.017899539,-0.017727358,-0.018493969,-0.01904547,-0.020256087,-0.020178948,-0.020601097,-0.019095216,-0.021962408,-0.019717401,-0.022529138
660.7999878,-0.002795367,-0.005066605,-0.006664458,-0.010994955,-0.010929126,-0.010161729,-0.014369319,-0.014388702,-0.01532193,-0.018875627,-0.016205577,-0.01862989,-0.017833706,-0.018672839,-0.018479729,-0.019045817,-0.020330643,-0.020941196,-0.020976124,-0.020466583,-0.020802889,-0.022571066,-0.019755051,-0.022492861
660,-0.002212369,-0.004325573,-0.005652378,-0.009832464,-0.009664143,-0.009475698,-0.013569796,-0.013640944,-0.015027514,-0.017248672,-0.0147353,-0.017315289,-0.017004449,-0.018503891,-0.017607711,-0.018656671,-0.018813958,-0.020563819,-0.019974986,-0.019541387,-0.019306079,-0.021820536,-0.018810488,-0.021026587
659.2000122,-0.003845935,-0.006145391,-0.006196687,-0.010492866,-0.011419214,-0.011266591,-0.013811192,-0.014238973,-0.014882308,-0.018870274,-0.015893793,-0.018668475,-0.018418947,-0.019015094,-0.017982947,-0.019435655,-0.01955579,-0.021505959,-0.021200323,-0.020497993,-0.020616846,-0.023681909,-0.019852841,-0.022027422
658.4000244,-0.002696437,-0.004704415,-0.005141309,-0.009792275,-0.010140385,-0.010442125,-0.01315592,-0.013210564,-0.014752416,-0.017607613,-0.014711428,-0.017014157,-0.017658766,-0.017824166,-0.016595231,-0.018831657,-0.018462611,-0.020269675,-0.019967817,-0.019432586,-0.020220261,-0.020704176,-0.019080501,-0.020879425
657.5999756,-0.003059841,-0.006706314,-0.006791287,-0.010557901,-0.010833043,-0.011464446,-0.013990345,-0.01428251,-0.015583732,-0.018152246,-0.016579583,-0.018033262,-0.018466631,-0.01799611,-0.017769752,-0.01919801,-0.01943313,-0.021223841,-0.020882878,-0.020350505,-0.020245364,-0.022173064,-0.019054886,-0.021985639
656.7999878,-0.003819969,-0.005646297,-0.00754797,-0.011218866,-0.011044773,-0.011185466,-0.014729596,-0.014170278,-0.016753765,-0.018829972,-0.015752122,-0.019338761,-0.01718254,-0.019124942,-0.01736409,-0.019389661,-0.019662334,-0.021556064,-0.021884143,-0.021719938,-0.02024571,-0.022391336,-0.019792497,-0.022688223
656,-0.003316447,-0.005467757,-0.00592375,-0.009690218,-0.010560781,-0.009470582,-0.012820072,-0.01322347,-0.014946038,-0.017341107,-0.014594552,-0.017392891,-0.016373077,-0.018699916,-0.016815975,-0.017631723,-0.018158402,-0.020150529,-0.020717109,-0.021470433,-0.019775925,-0.021919586,-0.019060733,-0.021203874
655.2000122,-0.003093306,-0.004241295,-0.00535532,-0.009090502,-0.00989942,-0.009673713,-0.013976008,-0.013364513,-0.014548593,-0.017603735,-0.014818267,-0.017545613,-0.016144875,-0.018307978,-0.016568521,-0.019015739,-0.018607767,-0.020347342,-0.020553697,-0.020545006,-0.020049097,-0.022227766,-0.018533709,-0.021322437
654.4000244,-0.003187007,-0.005383752,-0.006347582,-0.009954981,-0.010204715,-0.010456124,-0.013260782,-0.014527866,-0.014713631,-0.018081088,-0.014900867,-0.018295916,-0.016529299,-0.017093902,-0.017163282,-0.019344306,-0.019180672,-0.019976618,-0.020786108,-0.020281682,-0.020121269,-0.021604095,-0.019500898,-0.021441361
653.5999756,-0.002725506,-0.005050127,-0.006271963,-0.009979723,-0.010147769,-0.009934184,-0.013040785,-0.015000257,-0.014667485,-0.017834153,-0.015121475,-0.018615158,-0.016525961,-0.017885927,-0.017406369,-0.018855304,-0.02004277,-0.020350307,-0.020684974,-0.020485103,-0.01997909,-0.021731807,-0.018985014,-0.021190414
652.7999878,-0.002635051,-0.004164436,-0.005450119,-0.009801234,-0.009575527,-0.010101085,-0.012833694,-0.013598898,-0.013756021,-0.018191321,-0.014377332,-0.018332794,-0.01688779,-0.017441532,-0.01630432,-0.018875379,-0.019025402,-0.019676633,-0.020479128,-0.020684728,-0.019051565,-0.021589119,-0.019106364,-0.020534832
652,-0.002212626,-0.004786197,-0.005573265,-0.008163842,-0.009269485,-0.009620698,-0.012118496,-0.012226679,-0.013553838,-0.017534375,-0.015340671,-0.016109956,-0.015186571,-0.017296782,-0.015676275,-0.018162722,-0.018052779,-0.019935478,-0.02004361,-0.019951301,-0.018438548,-0.021377442,-0.018260971,-0.020787146
651.2000122,-0.003017324,-0.004383799,-0.00648144,-0.00924227,-0.008928436,-0.009557042,-0.012570379,-0.012759397,-0.013825083,-0.016861895,-0.01492733,-0.017017841,-0.015906021,-0.017153876,-0.016713962,-0.018181937,-0.017636893,-0.020928517,-0.019408524,-0.020001488,-0.019374808,-0.02190024,-0.019030605,-0.021098448
650.4000244,-0.00383521,-0.00492888,-0.006448846,-0.009783063,-0.009772331,-0.009368551,-0.013287345,-0.012970041,-0.013837972,-0.017571915,-0.014945238,-0.018528946,-0.017001711,-0.018041257,-0.016296443,-0.017840017,-0.01732529,-0.020605342,-0.020255741,-0.019457338,-0.019201132,-0.021613404,-0.018944178,-0.021434756
649.5999756,-0.003052027,-0.005408347,-0.005881309,-0.009208919,-0.010687083,-0.008749313,-0.012578025,-0.014334657,-0.013869764,-0.01739463,-0.015197319,-0.018085755,-0.016150611,-0.0174288,-0.016323369,-0.018369123,-0.018088438,-0.020160908,-0.020170545,-0.019783197,-0.018747866,-0.022197315,-0.018803647,-0.021077191
648.7999878,-0.003466292,-0.004924529,-0.006461241,-0.010123037,-0.010768705,-0.010464817,-0.013274038,-0.015042868,-0.014694462,-0.017993327,-0.015570096,-0.018105023,-0.016894812,-0.01817856,-0.017985877,-0.01943427,-0.018663764,-0.020722045,-0.02089023,-0.020860231,-0.020440752,-0.02312321,-0.02030441,-0.021457227
648,-0.0042597,-0.005780065,-0.006353246,-0.010886919,-0.010642882,-0.00992204,-0.013694173,-0.014360303,-0.014563012,-0.017258821,-0.015463293,-0.017388612,-0.015961766,-0.018917315,-0.017069561,-0.018910721,-0.01875818,-0.01995768,-0.020758718,-0.021469349,-0.020516463,-0.02323639,-0.018780045,-0.021298479
647.2000122,-0.003244563,-0.004694839,-0.00538861,-0.010249618,-0.009934943,-0.009380052,-0.014804857,-0.014358149,-0.013643302,-0.017781181,-0.014897666,-0.017619692,-0.015936615,-0.017885529,-0.016544849,-0.019323312,-0.019063706,-0.020269576,-0.020461842,-0.020894524,-0.020086765,-0.02305674,-0.019011229,-0.021308584
646.4000244,-0.00340111,-0.005189552,-0.00569285,-0.009917941,-0.010172248,-0.009038379,-0.013312802,-0.014366614,-0.013284031,-0.01753721,-0.014582637,-0.017381947,-0.016636439,-0.018025463,-0.015893145,-0.019020347,-0.018314132,-0.020061309,-0.020428156,-0.020804912,-0.019563066,-0.022218468,-0.018806869,-0.021167386
645.5999756,-0.003457252,-0.004800892,-0.005376286,-0.010496505,-0.009933425,-0.008717853,-0.012900691,-0.014414295,-0.014134748,-0.017187467,-0.014362707,-0.017156564,-0.016259041,-0.017386822,-0.015662242,-0.017735559,-0.01798702,-0.0201142,-0.019761778,-0.019821631,-0.018596707,-0.021253275,-0.0187736,-0.021256479
644.7999878,-0.003307405,-0.004769248,-0.00582221,-0.009900634,-0.009973702,-0.008935587,-0.012952553,-0.014056413,-0.014149932,-0.016642867,-0.014077113,-0.017601397,-0.015728254,-0.017064635,-0.015753519,-0.018382771,-0.018461173,-0.019462436,-0.019850962,-0.019848883,-0.018228902,-0.021687582,-0.018338751,-0.020922251
644,-0.004294971,-0.005645531,-0.006456855,-0.01057402,-0.010151208,-0.009580439,-0.014068893,-0.013785263,-0.015241409,-0.018394383,-0.015617644,-0.017642908,-0.0157666,-0.017353395,-0.016690299,-0.019039128,-0.019446744,-0.020089978,-0.020079944,-0.020188633,-0.019537181,-0.022455549,-0.018503495,-0.021704771
643.2000122,-0.003354568,-0.004852962,-0.006295283,-0.009936967,-0.009750767,-0.009129792,-0.012888429,-0.013407586,-0.014323287,-0.017781381,-0.015287194,-0.01716781,-0.016149065,-0.017463762,-0.015687808,-0.018459734,-0.019091353,-0.0202423,-0.020232862,-0.020632645,-0.018864127,-0.021282213,-0.018056752,-0.02102698
642.4000244,-0.003225858,-0.005375213,-0.006447673,-0.009770053,-0.010674909,-0.010048881,-0.012722445,-0.014504232,-0.015139525,-0.01829944,-0.015231262,-0.01781388,-0.016566627,-0.0178743,-0.0165137,-0.018760262,-0.019404415,-0.020455619,-0.020156212,-0.021126408,-0.019989274,-0.022193972,-0.019049088,-0.021714324
641.5999756,-0.003426537,-0.004801865,-0.005601733,-0.008965459,-0.010056318,-0.009504216,-0.012448699,-0.01472399,-0.014904018,-0.018069267,-0.014273391,-0.01715273,-0.016429612,-0.017068468,-0.015823212,-0.018180745,-0.018782277,-0.020047318,-0.01965313,-0.02068226,-0.019452486,-0.021582814,-0.018475613,-0.021398338
640.7999878,-0.003297232,-0.005152666,-0.004749021,-0.009671029,-0.0099524,-0.009442772,-0.012826255,-0.014249394,-0.014488359,-0.017835991,-0.014857743,-0.017627001,-0.017907737,-0.016616758,-0.01539579,-0.018297356,-0.018332347,-0.019869309,-0.020819372,-0.020747514,-0.019577615,-0.021833977,-0.018831905,-0.021148255
640,-0.004260726,-0.004855369,-0.005422152,-0.011054968,-0.010754008,-0.009795413,-0.014012353,-0.014432674,-0.014545689,-0.018665498,-0.015910113,-0.018743999,-0.017465355,-0.017190203,-0.016288763,-0.01978389,-0.019548267,-0.021013021,-0.021035317,-0.022182116,-0.020319428,-0.023314167,-0.01926537,-0.02228605
639.2000122,-0.004046686,-0.005176916,-0.00574374,-0.010708449,-0.011035688,-0.009590568,-0.01376495,-0.013897995,-0.014870101,-0.018665202,-0.016012816,-0.018529739,-0.017294046,-0.018011358,-0.017073942,-0.019864462,-0.019843888,-0.021160187,-0.021516945,-0.021729788,-0.020015232,-0.023240758,-0.019365054,-0.021712009
638.4000244,-0.002945391,-0.004247601,-0.005328626,-0.009976991,-0.009306124,-0.009361609,-0.01207862,-0.013523277,-0.014894414,-0.017098481,-0.015024113,-0.017725123,-0.016429313,-0.016996235,-0.015637321,-0.01841845,-0.018157905,-0.020138962,-0.020403113,-0.020514093,-0.019535448,-0.022202678,-0.018692825,-0.021507781
637.5999756,-0.003795028,-0.005350871,-0.005996009,-0.010903833,-0.010296539,-0.009674775,-0.012892248,-0.014492215,-0.01492753,-0.018135164,-0.015728854,-0.018574782,-0.016700562,-0.018168978,-0.01554557,-0.019131383,-0.019218318,-0.020944847,-0.020767355,-0.020524513,-0.019933105,-0.022119241,-0.019029712,-0.022390844
636.7999878,-0.003145993,-0.004212225,-0.005567591,-0.010555324,-0.010800269,-0.010729058,-0.012398991,-0.0152711,-0.015094674,-0.017522044,-0.015530635,-0.019379413,-0.01650762,-0.017853135,-0.016060267,-0.019688062,-0.019191373,-0.020700673,-0.019985517,-0.020365817,-0.020031992,-0.022345163,-0.019445507,-0.022591069
