	sample	eem_location	X250.3999939	X254.3999939	X280	X284.7999878	X364.7999878	X375.1999817	X400	X410.3999939	Station.Code	latitude	longitude	altitude	Region	lake_area_km2	basin_area_km2	lake_catchm_.	min_elev	mean_elev	max_elev	developed	agriculture	forest	natural_not_forest	peat	glacier	freshwater	Avrenning	ERA5.mean.annual.temperature.2019	ERA5.total.annual.precipitation.2019	ERA5.total.annual.runoff.2019	X2019_ALK	X2019_Al.Il	X2019_Al.R	X2019_Al	X2019_As	X2019_Ca	X2019_Cd	X2019_Cl	X2019_Co	X2019_Cr	X2019_Cu	X2019_DOC.C	X2019_FARGE	X2019_F	X2019_Fe	X2019_Hg	X2019_KOND	X2019_K	X2019_Mg	X2019_Mn	X2019_NH4.N	X2019_NO3.N	X2019_Na	X2019_Ni	X2019_PO4.P	X2019_Pb	X2019_SO4	X2019_SiO2	X2019_TOC	X2019_CNDOM	X2019_TOTN	X2019_TON	X2019_TOTP	X2019_Zn	X2019_pH	X2019_H	X2019_LAL	X2019_ALKE	X2019_ANC	X2019_ANCorg	TOC_TON	Pr?venr	Stasjonskode	Stasjonskode.1	Stasjonsnavn	sUVa	sVISa	SAR	E2_E3	HI	Comp.1	Comp.2	Comp.3	Comp1.R	Comp2.R	Comp3.R	bix	a	m	c	fi	Number	Sample_ID	Survey	dmax	tmax	tmax_h	auc	hauc	width	hwidth	ox_initial	incub_date	Comp1.C	Comp2.C	Comp3.C	dmax.C	a.C	m.C	c.C	Al.C	Cd.C	Co.C	Cr.C	Fe.C	Hg.C	Pb.C
1	DOM11186	C:/Users/CBG/R/Projects/100 lakes StarDOM/FluorescenceEEM/191001	0.13910227	0.134095971	0.100704421	0.093621646	0.026416299	0.021682304	0.01389923	0.011718845	2012-1-62	69.835	23.76	359	9	0.044582956	2.9311	1.521031567	360.2626953	408.5561735	495.6622009	0	0	36.21604192	55.51852577	2.768930566	0	5.496501212	15.125	-0.805334449	693.7641602	369.5027466	0.205	8	14	42	0.1	3.09	0.004	2.56	0.042	0.23	0.4	3.7	22	11	46	0.89	2.84	0.59	0.62	1.6	10	3	2.16	0.28	1	0.018	0.91	2.68	4	23.95209581	180	167	3	1.3	7.09	0.081283052	6	181.9066206	223.5816044	209.27	0.023952096	DOM11186	2012-1-62	2012-1-62	HOH 359	3.62421543	3.167255385	11.4427635	5.07625884	0.69816897	79.06631387	34.93110317	24.42543117	57.11940976	25.23507038	17.64551986	0.448996995	103.4723722	64.18720818	67.32307439	1.148175543	1	11186	1000_lakes	4.493356407	14.19833333	23.12325	10.51826773	10.51826773	0.786	0.786	399.6091489	190927	21.36927402	9.440838695	6.601467884	1.214420651	27.965506	17.3478941	18.19542551	11.35135135	0.001081081	0.011351351	0.062162162	12.43243243	0.240540541	0.004864865
2	DOM11188	C:/Users/CBG/R/Projects/100 lakes StarDOM/FluorescenceEEM/190930	0.224483648	0.219195658	0.167383784	0.154956275	0.042940394	0.036199839	0.022435132	0.018728367	2012-1-54	69.929	23.99	460	9	0.044066882	0.5734	7.685190413	457.5202026	476.688917	503.5388489	0	0	0	91.87219075	0	0	8.127809556	20.109	-0.632971168	723.5539551	368.0846558	0.113	23	27	82	0.075	2.31	0.004	2	0.03	0.19	0.3	6.6	37	9	56	1.32	2.06	0.23	0.35	0.87	4	2	1.64	0.2	1	0.023	0.32	1.4	6.4	25.19685039	260	254	5	0.44	6.8	0.158489319	4	87.22833788	158.344675	136.302	0.02519685	DOM11188	2012-1-54	2012-1-54	HOH 459	3.321146334	2.837631369	11.70393861	5.104649432	0.706931316	67.9604931	40.16827605	23.84744325	51.49450182	30.435997	18.06950117	0.462005706	93.48397802	63.6224451	60.66809829	1.118670624	2	11188	1000_lakes	17.43691386	16.5825	23.39070833	99.77551209	99.77551209	3.270916667	2.839916667	381.7845771	190930	10.29704441	6.086102432	3.613248977	2.641956645	14.16423909	9.639764408	9.192136105	12.42424242	0.000606061	0.004545455	0.028787879	8.484848485	0.2	0.003484848
3	DOM11190	C:/Users/CBG/R/Projects/100 lakes StarDOM/FluorescenceEEM/190926	0.003974083	0.003867185	0.002625597	0.002129699	-0.000616212	0.000290499	-0.000147479	-0.000364919	26.01.2012	69.96758767	22.43455371	542	9	0.063574251	0.3179	19.9981917	540.0213623	548.9529726	582.3989258	0	0	0	79.90780784	0	0	20.09220804	39.978	-1.076849341	1057.191895	542.6003418	0.069	5	5	3.9	0.023	1.1	0.004	3.14	0.01	0.05	0.08	0.41	2	6	2.9	0.18	1.81	0.14	0.36	0.12	5	3	1.71	0.051	1	0.01	1.73	0.34	0.58	11.37254902	59	51	2	0.2	6.37	0.426579519	0	41.35064785	38.01653098	35.694	0.011372549	DOM11190	26.01.2012	26.01.2012	HOH 542	0.943215966	-0.890045216	-10.59739381	-6.275743345	0.550710454	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	11190	1000_lakes	2.768886515	20.9425	18.76270833	4.391033626	4.391033626	1.242416667	1.242416667	288.105494	190925	NA	NA	NA	6.753381744	NA	NA	NA	9.512195122	0.009756098	0.024390244	0.12195122	7.073170732	0.43902439	0.024390244
4	DOM11193	C:/Users/CBG/R/Projects/100 lakes StarDOM/FluorescenceEEM/191001	0.092077716	0.089947983	0.067791536	0.061747394	0.016709509	0.01390876	0.00873983	0.007538799	26.02.2012	69.747	23.915	387	9	0.15556385	4.5706	3.403576125	386.4230347	424.0010939	478.7962646	0	0	16.87517077	71.35876603	3.177381291	0	8.588682778	14.798	-0.756292701	679.0040283	323.6115723	0.289	5	5	13	0.047	4.57	0.004	1.56	0.02	0.19	0.14	2.3	15	23	36	0.44	4.66	0.96	1.28	1.4	5	1	2.45	0.15	2	0.01	6.26	2.93	2.2	19.29824561	120	114	1	0.2	7.24	0.057543994	0	267.764224	290.4155346	282.576	0.019298246	DOM11193	26.02.2012	26.02.2012	Ninnasjuhanajavri	3.910781858	3.277738579	11.93134158	5.383041727	0.686478917	45.70734691	25.35198858	14.50385413	53.41940514	29.62955062	16.95104425	0.507658834	65.34278788	37.65710915	39.64425318	1.113640186	4	11193	1000_lakes	18.48257414	11.35866667	25.65866667	41.78019795	41.78019795	0.83675	0.83675	315.8378761	190927	19.87275953	11.02260373	6.306023535	8.0359018	28.40990777	16.37265615	17.23663182	5.652173913	0.00173913	0.008695652	0.082608696	15.65217391	0.191304348	0.004347826
5	DOM11194	C:/Users/CBG/R/Projects/100 lakes StarDOM/FluorescenceEEM/190925	0.004696438	0.004494836	0.003764861	0.003302807	-0.000293919	0.000513056	0.000332787	-0.000274623	2012-1-38	69.814	22.643	664	9	0.06880146	1.9652	3.500990238	662.583252	744.2548341	883.4698486	0	0	0	95.45282037	0	0	4.547179723	25.558	-1.540869117	856.0039673	478.1300659	0.096	5	5	5.4	0.16	1.3	0.004	1.36	0.01	0.05	0.1	0.63	2	5	3.2	0.32	1.35	0.18	0.18	0.23	7	4	1.13	0.05	1	0.01	0.87	0.96	0.39	8.863636364	55	44	3	0.2	6.67	0.213796209	0	69.58412484	77.17092687	75.348	0.008863636	DOM11194	2012-1-38	2012-1-38	T?rrelvvatna	0.713466038	-0.435909463	-16.36729869	-15.29277327	0.734800338	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	11194	1000_lakes	5.343072292	18.61	23.935	21.5324791	21.5324791	1.825583333	1.825583333	257.3966479	190925	NA	NA	NA	8.48106713	NA	NA	NA	8.571428571	0.006349206	0.015873016	0.079365079	5.079365079	0.507936508	0.015873016
6	DOM11195	C:/Users/CBG/R/Projects/100 lakes StarDOM/FluorescenceEEM/191001	0.105710661	0.103150798	0.078508591	0.072461446	0.020787833	0.017617283	0.010947454	0.009225049	2012-2-46	70.006	23.812	483	9	0.198966571	12.0437	1.652038585	481.7603149	568.1739	732.583252	0	0	0	94.37163192	3.832504779	0	1.795859189	29.026	-0.60257566	743.7338257	361.4645691	0.24	5	8	25	0.078	4.14	0.004	2.46	0.039	0.095	0.28	2.6	20	12	25	0.85	3.55	0.75	0.48	1.4	5	2	2.09	0.26	1	0.023	1.48	3.18	2.7	14.75409836	190	183	1	2.3	7.19	0.064565423	3	217.7256986	256.173971	246.64	0.014754098	DOM11195	2012-2-46	2012-2-46	?vre S?relvvatnet	3.967338374	3.548095666	11.18159922	4.962075608	0.702480711	66.38030694	29.52800687	22.74358117	55.94542502	24.88624971	19.16832527	0.454784916	87.01051799	53.15257822	57.76915419	1.178625213	6	11195	1000_lakes	25.93212316	17.97716667	24.74733333	101.0967083	101.0967083	2.789166667	2.789166667	381.7845771	190930	25.53088728	11.35692572	8.747531219	9.973893523	33.46558384	20.44329932	22.21890546	9.615384615	0.001538462	0.015	0.036538462	9.615384615	0.326923077	0.008846154
7	DOM11196	C:/Users/CBG/R/Projects/100 lakes StarDOM/FluorescenceEEM/190925	0.007039444	0.008286977	0.007068089	0.005924902	0.000867478	0.000469203	-0.000996041	-0.001424403	17.02.2028	70.645	29.876	311	9	0.115767292	0.9222	12.55338234	312.9212646	328.2146498	352.8466492	0	0	0	87.35897201	0	0	12.64102802	29.996	1.455743432	833.6707764	109.9999466	0.095	5	5	4.8	0.4	1.68	0.004	9.15	0.01	0.05	0.053	0.52	2	9	5.1	0.61	4.27	0.2	0.86	0.27	3	1	5	0.078	2	0.01	2.32	0.74	0.6	8	79	75	10	0.2	6.79	0.16218101	0	68.54371795	70.9156621	68.68	0.008	DOM11196	17.02.2028	17.02.2028	Prestelvvatnet	1.593649364	-2.73923713	-5.81785836	9.552956538	0.71496541	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	11196	1000_lakes	5.129189472	18.61	23.935	20.84222602	20.84222602	1.927083333	1.927083333	257.297243	190925	NA	NA	NA	9.863825908	NA	NA	NA	9.230769231	0.007692308	0.019230769	0.096153846	9.807692308	1.173076923	0.019230769
8	DOM11311	C:/Users/CBG/R/Projects/100 lakes StarDOM/FluorescenceEEM/190925	0.045485184	0.043412526	0.031846643	0.030196319	0.007912027	0.006326386	0.002071785	0.000766646	01.01.2025	70.342	27.671	325	9	0.049350241	0.7621	6.475559706	324.3700562	346.7789988	378.860199	0	0	0	93.45021164	0	0	6.549789419	19.061	-0.207922369	590.2269897	267.6000061	0.298	5	24	29	0.063	6.3	0.004	3.02	0.01	0.05	0.34	1.4	7	10	4	0.52	6.19	0.095	2.2	0.65	6	1	2.5	0.091	1	0.01	6.38	1.4	1.5	14.5631068	110	103	3	0.2	7.47	0.033884416	19	276.9438599	388.8721651	383.339	0.014563107	DOM11311	01.01.2025	01.01.2025	Gistuladdut	3.100894745	0.547604588	56.62652967	5.486902927	0.695566969	13.57527668	11.24384928	4.561746876	46.20447036	38.26928268	15.52624696	0.583062595	21.5815023	14.08611105	12.32067974	1.118600138	8	11311	1000_lakes	12.09722652	20.58783333	23.935	44.50962142	44.50962142	1.36925	1.36925	299.75282	190925	9.6966262	8.031320914	3.258390626	8.640876086	15.41535878	10.06150789	8.800485528	20.71428571	0.002857143	0.007142857	0.035714286	2.857142857	0.371428571	0.007142857
9	DOM11313	C:/Users/CBG/R/Projects/100 lakes StarDOM/FluorescenceEEM/190925	0.028177698	0.025953465	0.019230974	0.017011725	0.003104496	0.002452752	0.000620209	-4.67E-05	15.01.2025	70.436	28.382	185	9	0.046332886	0.6194	7.480285185	185.0649719	234.9856918	368.2675781	0	0	57.37739909	35.13071499	0.019606104	0	7.472279718	12.801	-0.988561988	645.4414673	256.6171875	0.068	5	7	16	0.028	0.55	0.004	5.32	0.01	0.05	0.16	1.6	3	9	7.7	0.34	2.66	0.15	0.65	0.87	15	1	3.4	0.13	2	0.01	1.69	0.14	1.9	15.32258065	140	124	4	0.41	6.48	0.331131121	2	40.29747385	48.39017236	40.869	0.015322581	DOM11313	15.01.2025	15.01.2025	HOH 185	1.622091553	-0.029190721	-555.6873858	8.359961209	0.655470279	7.516261479	7.070861611	2.606157707	43.71627247	41.12572635	15.15800119	0.615598324	12.25712077	8.112965173	7.195937757	1.271942387	9	11313	1000_lakes	18.03759571	20.9425	23.935	40.45341585	40.45341585	1.749583333	1.749583333	288.105494	190925	4.697663424	4.419288507	1.628848567	11.27349732	7.660700481	5.070603233	4.497461098	10	0.0025	0.00625	0.03125	4.8125	0.2125	0.00625
10	DOM11314	C:/Users/CBG/R/Projects/100 lakes StarDOM/FluorescenceEEM/191003	0.021458998	0.022338595	0.015671521	0.016023052	0.015546409	0.01501023	0.011059722	0.010126304	2025-1-52	69.996	27.061	296	9	0.023358206	1.8332	1.274176639	295.9009705	319.2704288	353.5175781	0	0	0	96.31514003	2.390651757	0	1.294232745	13.947	-0.818487525	666.0418701	318.3566895	0.15	5	5	18	0.02	3.28	0.022	1.94	0.019	0.11	0.091	0.92	4	30	22	0.37	4.07	0.53	1.07	0.64	3	1	2.21	0.81	1	0.014	9.95	7.6	1.3	10.31746032	130	126	2	1.6	7.09	0.081283052	0	125.42924	99.64161111	95.008	0.01031746	DOM11314	2025-1-52	2025-1-52	HOH 299	2.428108186	11.00685251	2.20599684	1.436897412	0.717281104	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	11314	1000_lakes	8.767863293	11.35866667	25.65866667	30.93212409	30.93212409	3.118583333	3.118583333	315.8378761	190927	NA	NA	NA	9.530286188	NA	NA	NA	19.56521739	0.023913043	0.020652174	0.119565217	23.91304348	0.402173913	0.015217391
11	DOM11317	C:/Users/CBG/R/Projects/100 lakes StarDOM/FluorescenceEEM/190925	0.019225883	0.018569625	0.012637267	0.010586717	0.001331214	0.001759556	-0.000255399	-0.000816808	09.03.2025	70.397	27.815	221	9	2.5342281	14.3729	17.63198867	221	280.367525	408.7689209	0	0	0	78.34985089	0.246697445	0	21.40343584	17.575	-0.553289771	647.1921387	272.0267334	0.194	5	10	11	0.066	3.94	0.004	5.28	0.01	0.19	0.36	0.74	3	9	1.4	0.3	4.64	0.11	1.09	0.4	5	3	3.19	0.14	1	0.01	3.86	0.91	1.1	19.29824561	65	57	2	0.2	7.11	0.077624712	5	170.6323823	198.6852428	194.596	0.019298246	DOM11317	09.03.2025	09.03.2025	Nissujavri	2.509408742	-1.10379501	-22.73437295	13.9493943	0.570109352	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	11317	1000_lakes	0	0	2.9925	0	0	0	0	288.105494	190925	NA	NA	NA	0	NA	NA	NA	14.86486486	0.005405405	0.013513514	0.256756757	1.891891892	0.405405405	0.013513514
12	DOM11334	C:/Users/CBG/R/Projects/100 lakes StarDOM/FluorescenceEEM/191003	0.038121848	0.038822262	0.029429349	0.029213863	0.018134265	0.019142153	0.01200299	0.010181778	19.02.2023	70.904	27.825	257	9	0.124219872	1.8724	6.634259326	256.3877869	274.8989532	312.0224915	0	0	0	74.44257663	17.69782406	0	7.859599567	45	1.704095483	930.6185303	222.2422638	0.092	5	5	17	0.02	1.27	0.004	6.48	0.01	0.057	0.05	1.3	9	12	19	0.47	3.9	0.49	0.67	0.24	8	2	5.14	0.073	1	0.017	2.17	0.81	1.2	10	130	120	5	0.2	6.64	0.229086765	0	65.42054642	127.0575437	122.419	0.01	DOM11334	19.02.2023	19.02.2023	HOH 257	2.986327846	7.832136923	3.81291578	2.140823573	0.752502855	8.247024511	6.275814797	3.347871888	46.14827256	35.11787935	18.73384809	0.582781648	12.23358147	7.745412507	8.071349896	1.109775113	12	11334	1000_lakes	11.22077188	16.40366667	24.82170833	54.97545151	54.97545151	2.89025	2.28175	291.3796221	190928	6.343865008	4.827549844	2.575286068	8.631362985	9.410447284	5.958009621	6.208730689	13.07692308	0.003076923	0.007692308	0.043846154	14.61538462	0.361538462	0.013076923
13	DOM11336	C:/Users/CBG/R/Projects/100 lakes StarDOM/FluorescenceEEM/191007	0.007258416	0.005790162	0.002673903	0.003620318	0.010718041	0.010492495	0.006915643	0.006299029	2023-1-63	70.83956677	28.0821838	325	9	0.034463834	1.2918	2.667892423	323.7702637	404.6364375	478.1112976	0	0	0	94.4390238	0	0	5.560976206	45	-0.300390631	711.9734497	303.3722534	0.04	5	5	7.2	0.02	0.41	0.004	5.18	0.019	0.05	0.05	0.1	2	3	0.89	0.21	2.5	0.21	0.46	0.37	5	9	3.43	0.12	1	0.027	1.28	0.64	0.31	5.961538462	66	52	1	0.32	5.85	1.412537545	0	10.27228588	39.8129182	38.412	0.005961538	DOM11336	2023-1-63	2023-1-63	HOH 323	5.790161885	62.99028885	0.919215008	0.54022577	0.62525331	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13	11336	1000_lakes	5.259359226	13.894	25.65866667	9.844696795	9.844696795	1.01425	1.01425	401.3283333	190927	NA	NA	NA	52.59359226	NA	NA	NA	72	0.04	0.19	0.5	8.9	2.1	0.27
14	DOM11339	C:/Users/CBG/R/Projects/100 lakes StarDOM/FluorescenceEEM/190930	0.049853106	0.047923574	0.036512428	0.033011397	0.008226183	0.007024247	0.004323461	0.004212252	18.01.2023	70.575	27.376	85	9	0.071560398	2.5858	2.767437451	86.09996033	181.4252649	298.6519775	0	0	23.68337958	69.41906414	0	0	6.897557827	30	-0.581884742	673.3079224	283.5187683	0.233	5	5	22	0.097	4.99	0.005	4.71	0.01	0.073	0.23	1.6	6	6	4.6	0.37	5.18	0.25	0.83	0.23	5	6	4.17	0.11	1	0.01	1.83	0.64	1.8	13.95348837	140	129	2	0.61	7.25	0.056234133	0	210.5677392	334.0279726	327.558	0.013953488	DOM11339	18.01.2023	18.01.2023	Nerdalsvatnet	2.995223365	2.632657404	11.37718626	5.825736522	0.688834204	10.96513321	11.60300101	4.062346551	41.17512299	43.57037753	15.25449948	0.544239446	18.52277213	12.66367122	10.69233514	1.245796275	14	11339	1000_lakes	15.86759067	17.85033333	24.26554167	81.53810084	81.53810084	2.84	2.84	382.141589	190930	6.853208256	7.251875631	2.538966594	9.917244169	11.57673258	7.914794511	6.68270946	13.75	0.003125	0.00625	0.045625	2.875	0.23125	0.00625
15	DOM11372	C:/Users/CBG/R/Projects/100 lakes StarDOM/FluorescenceEEM/190930	0.050355945	0.048947148	0.037206125	0.033771988	0.009038769	0.007862474	0.005225675	0.004822379	08.01.2004	70.681	23.111	123	9	0.047584696	0.5977	7.96130097	120.9671936	186.1983437	403.5250244	0	0	10.06747387	81.80674809	0	0	8.12579619	51.072	2.624993801	1364.109009	NA	0.131	5	5	8.2	0.02	2.74	0.004	10.8	0.02	0.05	0.05	1.1	6	27	34	0.24	6.7	1.12	1.15	6.5	7	1	7.55	0.21	2	0.01	4.92	2.22	1.4	17.07317073	90	82	2	0.2	6.92	0.120226443	0	105.8405908	181.7238182	176.485	0.017073171	DOM11372	08.01.2004	08.01.2004	LÜtrevatnet	4.449740717	4.383980804	10.15000046	5.415244986	0.689968453	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15	11372	1000_lakes	10.68450917	19.321	25.43195833	40.84094237	40.84094237	2.992	2.992	382.1414698	190930	NA	NA	NA	9.713190155	NA	NA	NA	7.454545455	0.003636364	0.018181818	0.045454545	30.90909091	0.218181818	0.009090909
16	DOM11376	C:/Users/CBG/R/Projects/100 lakes StarDOM/FluorescenceEEM/191001	0.197475804	0.192194832	0.143900422	0.133180244	0.03799638	0.031292504	0.020204196	0.017298389	05.02.2011	69.25068557	24.12376472	445	9	0.949744986	6.6463	14.28983022	444.5205078	453.7842409	494.0500488	0	0	0	64.36824593	16.02170432	0	19.61005014	9.977	-0.844335914	637.7080688	153.1687317	0.127	17	18	64	0.035	1.32	0.004	0.42	0.028	0.31	0.28	5.1	29	23	82	1.14	1.41	0.44	0.63	0.56	10	1	0.95	0.24	2	0.039	0.36	1.3	5.8	21.56133829	280	269	5	0.53	6.67	0.213796209	1	101.7096709	151.573707	131.137	0.021561338	DOM11376	05.02.2011	05.02.2011	Gakkesjavri	3.768526119	3.391840995	11.11056245	5.058240593	0.692943939	100.6720858	53.95533049	32.80465612	53.71123763	28.78660509	17.50215729	0.433741922	137.0761185	85.35578934	87.7672636	1.158164016	16	11376	1000_lakes	0.661874639	13.894	22.59079167	5.589841775	5.589841775	1.825583333	1.825583333	401.3283333	190927	19.73962467	10.57947657	6.432285514	0.129779341	26.8776703	16.73642928	17.20926737	12.54901961	0.000784314	0.005490196	0.060784314	16.07843137	0.223529412	0.007647059
17	DOM11378	C:/Users/CBG/R/Projects/100 lakes StarDOM/FluorescenceEEM/191001	0.166799337	0.162331462	0.121566311	0.111203835	0.027306989	0.02317667	0.014770833	0.012451852	15.02.2011	68.86	24.958	356	9	0.309184881	2.7603	11.20113324	356.344574	378.3864797	417.1603394	0	0	79.26744333	0	8.607955988	0	12.12459956	8.895	-0.992773414	664.2567749	344.0858154	0.52	7	18	39	3.8	10.7	0.004	0.52	0.052	0.38	0.25	6	22	49	28	0.85	6.75	0.43	1.29	3.2	33	1	1.59	0.37	3	0.036	4.81	3.43	6.2	11.78707224	560	526	100	1.3	7.44	0.036307805	11	502.6764538	607.689041	584.248	0.011787072	DOM11378	15.02.2011	15.02.2011	HOH 356	2.705524363	2.075308635	13.03673255	5.944685551	0.685041788	75.53763105	68.63088802	23.80440875	44.97012229	40.85830313	14.17157459	0.539965922	116.4352796	87.33438971	70.12758903	1.190662127	17	11378	1000_lakes	12.60772384	13.94425	22.55258333	128.7634153	128.7634153	5.450833333	3.447916667	258.0903908	190928	12.58960518	11.43848134	3.967401458	2.101287307	19.40587993	14.55573162	11.68793151	6.5	0.000666667	0.008666667	0.063333333	4.666666667	0.141666667	0.006
18	DOM11379	C:/Users/CBG/R/Projects/100 lakes StarDOM/FluorescenceEEM/191001	0.58047663	0.564537454	0.439172406	0.412059802	0.127682824	0.107079003	0.070083115	0.059152726	2011-1-67	69.174	23.588	360	9	0.05255894	0.2706	19.42311178	357.0567322	363.4676183	375.5851746	0	0	56.12594549	0.014106768	23.70846497	0	20.15147492	9.67	-1.018499732	655.0579224	178.1677399	0.113	28	38	140	0.058	1.37	0.004	0.47	0.068	0.7	0.49	13.4	114	17	210	1.98	1.8	0.64	0.74	0.69	17	2	1.34	0.47	2	0.051	0.62	0.97	13.1	29.04656319	470	451	11	0.5	6.55	0.281838293	10	87.22833788	178.8020225	133.044	0.029046563	DOM11379	2011-1-67	2011-1-67	HOH 358	4.212966071	4.414382503	9.543726826	4.421404837	0.729906933	261.6966499	142.6093209	94.19337412	52.49688943	28.60772484	18.89538574	0.429302548	344.8086927	242.9009237	231.7823133	1.101634013	18	11379	1000_lakes	13.36385605	17.29083333	26.46966667	30.87248345	30.87248345	1.267416667	1.267416667	241.3250437	190928	19.52960074	10.64248663	7.029356278	0.99730269	25.73199199	18.1269346	17.29718756	10.44776119	0.000298507	0.005074627	0.052238806	15.67164179	0.147761194	0.00380597
19	DOM11381	C:/Users/CBG/R/Projects/100 lakes StarDOM/FluorescenceEEM/190930	0.377018012	0.365694351	0.269039519	0.251048512	0.074160166	0.062304109	0.039711028	0.033523194	2011-1-58	68.952	24.624	365	9	0.073121126	0.7708	9.4863942	365.7785645	378.1017125	401.6688232	0	0	2.417601551	52.62580274	35.4712297	0	9.485365761	9.011	-0.934301734	644.7626953	141.6325378	0.052	93	110	270	0.097	0.48	0.007	0.56	0.2	1	0.65	11.1	65	15	350	2.83	0.9	0.082	0.26	3.8	4	4	1.12	0.5	3	0.16	0.26	0.65	10.6	17.60797342	610	602	25	1.4	5.67	2.13796209	17	23.3177468	74.94630984	38.621	0.017607973	DOM11381	2011-1-58	2011-1-58	HOH 370	3.294543702	3.020107557	10.90869659	4.931142569	0.686498195	123.1613787	56.34560516	49.31357912	53.82443653	24.62436261	21.55120085	0.470916568	171.0284052	91.56852018	110.072007	1.250547754	19	11381	1000_lakes	5.294234036	13.894	25.65866667	12.68018541	12.68018541	1.01425	1.01425	401.3283333	190927	11.0956197	5.076180645	4.442664786	0.476958021	15.40796443	8.249416233	9.916397023	24.32432432	0.000630631	0.018018018	0.09009009	31.53153153	0.254954955	0.014414414
20	DOM11382	C:/Users/CBG/R/Projects/100 lakes StarDOM/FluorescenceEEM/190930	0.120808649	0.117160725	0.086859013	0.0800733	0.022108451	0.018054885	0.011602061	0.009963674	2011-2-43	68.986	24.357	375	9	0.351648922	7.5675	4.646830818	374.6466064	386.4017179	418.3228149	0	0	52.22651391	16.14623355	16.6349781	0	14.99227453	8.745	-1.076269507	634.881958	142.8600159	0.16	5	5	12	0.037	1.73	0.004	0.5	0.031	0.25	0.15	4.1	15	18	180	0.69	1.76	0.45	0.54	2.8	23	2	1.24	0.17	2	0.016	0.56	1.78	3.9	17.33333333	250	225	7	0.58	6.87	0.134896288	0	135.7200666	171.9341303	157.03	0.017333333	DOM11382	2011-2-43	2011-2-43	HOH 376	2.857578657	2.430164371	11.75878755	5.299363819	0.683448314	34.90722984	27.23051905	10.28070074	48.20212255	37.60163217	14.19624528	0.538337976	52.03169976	34.90431161	31.14021511	1.174107781	20	11382	1000_lakes	15.04807924	17.29083333	25.91191667	36.0205547	36.0205547	1.546416667	1.546416667	241.3250437	190928	8.513958498	6.641590012	2.507487985	3.670263229	12.69065848	8.513246735	7.595174416	2.926829268	0.00097561	0.007560976	0.06097561	43.90243902	0.168292683	0.003902439
21	DOM11385	C:/Users/CBG/R/Projects/100 lakes StarDOM/FluorescenceEEM/190930	0.092402742	0.090050251	0.064688773	0.058794246	0.013945187	0.012341745	0.007739573	0.006748671	13.02.2011	68.921	24.351	383	9	0.117510905	0.5016	23.42721391	383.4541016	389.5812151	412.7470703	0	0	61.40361115	0	14.94462498	0	23.65176267	8.541	-1.076269507	634.881958	142.8600159	0.101	6	6	31	0.04	0.99	0.004	0.5	0.053	0.46	0.39	4.2	11	15	110	0.63	1.15	0.33	0.34	1.1	27	2	1.06	0.33	2	0.03	0.56	0.47	4.5	14.95016611	330	301	8	0.65	6.55	0.281838293	0	74.78161039	107.9408141	90.713	0.014950166	DOM11385	13.02.2011	13.02.2011	HOH 385	2.144053589	1.606826364	13.34340559	6.457443164	0.652904853	25.31551059	23.88026796	9.16424344	43.37817178	40.91888102	15.7029472	0.57215715	40.98576674	26.83706386	23.79477181	1.219376459	21	11385	1000_lakes	9.745884593	17.29083333	26.46966667	21.3979822	21.3979822	1.166	1.166	241.3250437	190928	6.027502521	5.685778086	2.181962724	2.320448713	9.758515891	6.38977711	5.665421859	7.380952381	0.000952381	0.012619048	0.10952381	26.19047619	0.15	0.007142857
22	DOM11389	C:/Users/CBG/R/Projects/100 lakes StarDOM/FluorescenceEEM/190930	0.091194705	0.088415333	0.063350619	0.0583343	0.013941129	0.012239028	0.007056748	0.006343087	2011-1-60	69.04404951	23.45425412	414	9	0.051149129	0.2987	17.12391313	412.0941467	416.3970121	423.5106506	0	0	61.57100536	15.48655154	5.769192306	0	17.17326364	8.834	-0.983129859	648.1205444	180.2814026	0.057	9	15	43	0.061	0.47	0.004	0.29	0.054	0.24	0.23	3.8	12	7	51	0.61	0.55	0.093	0.18	1.2	3	1	0.57	0.2	2	0.025	0.21	0.16	4.2	19.44444444	220	216	6	0.57	5.99	1.023292992	6	28.65573746	53.02367143	38.529	0.019444444	DOM11389	2011-1-60	2011-1-60	HOH 414	2.326719282	1.66923335	13.93884972	6.342049804	0.659775832	26.76415877	18.79997285	10.96375875	47.34682047	33.25787099	19.39530854	0.557990113	41.23956323	22.79801161	25.06140285	1.160496234	22	11389	1000_lakes	42.73311084	12.90516667	24.9995	149.7535974	149.7535974	2.991916667	1.7495	491.9076817	191002	7.043199676	4.947361276	2.885199671	11.24555548	10.85251664	5.99947674	6.595106013	11.31578947	0.001052632	0.014210526	0.063157895	13.42105263	0.160526316	0.006578947
