	sample	eem_location	X250.3999939	X254.3999939	X280	X284.7999878	X364.7999878	X375.1999817	X400	X410.3999939	Station.Code	latitude	longitude	altitude	Region	lake_area_km2	basin_area_km2	lake_catchm_.	min_elev	mean_elev	max_elev	developed	agriculture	forest	natural_not_forest	peat	glacier	freshwater	Avrenning	ERA5.mean.annual.temperature.2019	ERA5.total.annual.precipitation.2019	ERA5.total.annual.runoff.2019	X2019_ALK	X2019_Al.Il	X2019_Al.R	X2019_Al	X2019_As	X2019_Ca	X2019_Cd	X2019_Cl	X2019_Co	X2019_Cr	X2019_Cu	X2019_DOC.C	X2019_FARGE	X2019_F	X2019_Fe	X2019_Hg	X2019_KOND	X2019_K	X2019_Mg	X2019_Mn	X2019_NH4.N	X2019_NO3.N	X2019_Na	X2019_Ni	X2019_PO4.P	X2019_Pb	X2019_SO4	X2019_SiO2	X2019_TOC	X2019_CNDOM	X2019_TOTN	X2019_TON	X2019_TOTP	X2019_Zn	X2019_pH	X2019_H	X2019_LAL	X2019_ALKE	X2019_ANC	X2019_ANCorg	TOC_TON	Pr?venr	Stasjonskode	Stasjonskode.1	Stasjonsnavn	sUVa	sVISa	SAR	E2_E3	HI	Comp.1	Comp.2	Comp.3	Comp1.R	Comp2.R	Comp3.R	bix	a	m	c	fi	Number	Sample_ID	Survey	dmax	tmax	tmax_h	auc	hauc	width	hwidth	ox_initial	incub_date	Comp1.C	Comp2.C	Comp3.C	dmax.C	a.C	m.C	c.C	Al.C	Cd.C	Co.C	Cr.C	Fe.C	Hg.C	Pb.C
309	DOM12784	C:/Users/CBG/R/Projects/100 lakes StarDOM/FluorescenceEEM/191018	0.124084014	0.118403125	0.08644865	0.078645493	0.015641759	0.013763263	0.00878322	0.007597719	616-2-20	60.581	8.774	980	2	0.701094033	5.9655	11.75247729	978.4180908	1014.736736	1087.290283	0	0.392772047	55.80859965	7.843464981	22.49399466	0	13.46116864	12	2.394402981	1010.444519	274.7986145	0.197	5	6	16	0.069	3.79	0.007	0.23	0.02	0.083	0.22	3.8	17	12	29	0.75	2.25	0.3	0.26	3	2	1	0.43	0.13	1	0.01	0.55	2.12	3.7	20.9039548	180	177	3	0.2	7.07	0.085113804	1	173.7080724	219.0207393	206.297	0.020903955	DOM12784	616-2-20	616-2-20	Belgevatnet	3.115871717	1.999399798	15.58403537	7.569680845	0.664218052	73.46853435	54.90244755	20.85170903	49.23415728	36.79229158	13.97355114	0.516527876	109.9286668	72.84410802	65.04793716	1.191011339	309	12784	1000_lakes	9.722536621	19.346	27.66354167	73.8939156	73.8939156	5.248333333	5.248333333	375.1757215	191015	19.33382483	14.44801251	5.48729185	2.558562269	28.92859653	19.16950211	17.1178782	4.210526316	0.001842105	0.005263158	0.021842105	7.631578947	0.197368421	0.002631579
310	DOM12785	C:/Users/CBG/R/Projects/100 lakes StarDOM/FluorescenceEEM/191101	0.260307555	0.255256345	0.199572627	0.186560874	0.055269663	0.0480439	0.037600716	0.033068257	616-1-26	60.5869337	8.79902817	966	2	0.082814745	0.5298	15.63132226	963.7362061	977.1052284	1047.240967	0	0	61.38449642	0	22.18694416	0	16.42855892	12	2.394402981	1010.444519	274.7986145	0.146	12	16	44	0.072	2.72	0.006	0.23	0.048	0.099	0.16	6.3	33	42	93	1.19	1.79	0.31	0.33	4.4	11	3	0.56	0.16	2	0.068	0.5	0.61	6.2	22.46376812	290	276	4	0.74	6.85	0.141253754	4	121.3094826	178.8375187	156.971	0.022463768	DOM12785	616-1-26	616-1-26	Hammartj?rnet	4.051688022	5.248929744	7.719074592	4.618380677	0.730876539	38.32299679	23.7971321	10.50508883	52.76816785	32.76703719	14.46479496	0.456687158	53.42650127	36.13031806	32.74131855	1.166984989	310	12785	1000_lakes	19.08508266	20.89225	23.91008333	149.5599307	149.5599307	6.009333333	2.814583333	300.6848669	191018	6.083015363	3.777322556	1.667474417	3.0293782	8.480397027	5.73497112	5.197034691	6.984126984	0.000952381	0.007619048	0.015714286	14.76190476	0.188888889	0.010793651
311	DOM12811	C:/Users/CBG/R/Projects/100 lakes StarDOM/FluorescenceEEM/191018	0.009378096	0.008920979	0.004975605	0.004496177	-0.004469159	-0.002690888	-0.00261109	-0.000972075	633-2-11	60.194	8.361	1286	3	0.230615468	1.566	14.72640281	1287	1320.084802	1414.91333	0	0	0	82.0763198	0.288043132	0	17.63563693	22.651	1.474328637	1089.064453	395.6698303	0.084	5	5	8	0.056	1.11	0.004	0.18	0.02	0.05	0.05	0.85	2	57	11	0.35	0.8	0.066	0.084	0.65	11	2	0.41	0.05	1	0.012	0.44	0.95	1.1	12.64367816	100	87	2	0.2	6.61	0.245470892	0	57.07625474	68.22566138	63.7	0.012643678	DOM12811	633-2-11	633-2-11	?vre Nutetj?rnane	1.049526891	-1.143618145	-9.177249383	-1.996120016	0.504000378	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	311	12811	1000_lakes	11.88836772	28.14333333	29.91866667	65.12223248	65.12223248	2.256583333	2.256583333	308.8771184	191021	NA	NA	NA	13.98631496	NA	NA	NA	9.411764706	0.004705882	0.023529412	0.058823529	12.94117647	0.411764706	0.014117647
312	DOM12812	C:/Users/CBG/R/Projects/100 lakes StarDOM/FluorescenceEEM/191101	0.130189243	0.129061515	0.104404512	0.098066921	0.032380903	0.028972307	0.029374135	0.026989615	633-1-16	60.223	7.738	1212	3	0.044873428	7.1163	0.630572463	1214.377686	1252.655565	1422.80896	0	0	0	76.84583817	19.51825862	0	3.63605842	26.041	0.570489526	1267.000366	782.6731567	0.241	5	6	30	0.075	5.59	0.013	0.41	0.045	0.05	0.15	2.6	6	290	130	0.67	3.32	0.17	0.19	3.9	2	2	0.78	0.4	1	0.063	1.99	3.43	2.5	16.02564103	160	156	3	0.97	7.25	0.056234133	1	218.7480463	279.8511406	271.209	0.016025641	DOM12812	633-1-16	633-1-16	HOH 1217	4.96390441	10.38062102	4.781895418	3.985729368	0.759846349	19.17787164	11.21650109	5.654202843	53.20008165	31.11496338	15.68495496	0.473268327	26.40907227	17.81561784	16.56939787	1.29606284	312	12812	1000_lakes	7.031995864	16.00058333	23.35458333	47.57349192	47.57349192	6.339583333	2.78925	280.182111	191017	7.376104477	4.314038881	2.174693401	2.704613794	10.15733549	6.852160707	6.372845333	11.53846154	0.005	0.017307692	0.019230769	50	0.257692308	0.024230769
313	DOM12813	C:/Users/CBG/R/Projects/100 lakes StarDOM/FluorescenceEEM/191010	0.062130635	0.058373311	0.042635464	0.040881087	0.008597917	0.00553258	-0.000712599	-0.003088345	633-2-21	60.2439566	8.51316846	1100	3	0.118136829	21.0996	0.559900799	1097.345093	1211.960265	1421.276123	0	0	0	92.2770724	1.502155088	0	6.220770911	18.827	1.976007104	1086.998535	239.8204803	0.176	5	7	17	0.13	3.19	0.004	0.21	0.02	0.05	0.15	1.7	8	25	39	0.78	2.01	0.16	0.18	1.8	9	3	0.62	0.054	1	0.035	0.94	2.89	2	15.625	140	128	2	0.33	7.1	0.079432823	2	152.1627592	179.9840038	172.541	0.015625	DOM12813	633-2-21	633-2-21	FlÜtÜtj?rni	3.43372417	-1.816673597	-18.90116185	6.789238797	0.70033867	21.60513879	10.58351026	6.480744449	55.8714188	27.36921711	16.75936409	0.515813454	28.71032527	19.09415299	18.59259903	1.286586436	313	12813	1000_lakes	6.205528126	15.82308333	23.11366667	51.62059706	51.62059706	7.734416667	3.62625	235.7165695	191017	12.70890517	6.225594271	3.812202617	3.650310662	16.88842663	11.2318547	10.93682296	10	0.002352941	0.011764706	0.029411765	22.94117647	0.458823529	0.020588235
314	DOM12815	C:/Users/CBG/R/Projects/100 lakes StarDOM/FluorescenceEEM/191101	0.087987975	0.087242403	0.07432522	0.06947386	0.024062998	0.018966191	0.023815205	0.020757229	633-4-8	60.24543237	7.75004054	1206	3	11.07305508	129.1412	8.57437834	1209.400146	1243.124667	1427.830322	0	0	0.028515847	67.05070491	15.61782223	0	17.30294016	28.054	0.570489526	1267.000366	782.6731567	0.117	5	5	6.4	0.057	2.17	0.004	0.35	0.02	0.05	0.073	1.5	5	140	19	0.44	1.44	0.14	0.1	1.7	2	1	0.58	0.15	2	0.012	0.75	1.29	1.8	13.13868613	140	137	2	0.25	6.83	0.147910839	0	91.36982298	119.9024995	113.64	0.013138686	DOM12815	633-4-8	633-4-8	Langesj?en	5.816160179	13.83815246	4.202988944	3.625583305	0.796331343	7.620755866	6.658068076	2.344105892	45.84484169	40.0535173	14.10164102	0.567743359	12.28869842	7.978612351	7.14543565	1.201194735	314	12815	1000_lakes	6.193342278	18.53491667	26.155	52.09500571	52.09500571	7.581083333	5.679333333	177.3919736	191015	5.080503911	4.438712051	1.562737261	4.128894852	8.192465612	5.319074901	4.763623767	4.266666667	0.002666667	0.013333333	0.033333333	12.66666667	0.293333333	0.008
315	DOM12818	C:/Users/CBG/R/Projects/100 lakes StarDOM/FluorescenceEEM/191010	0.086582375	0.084585567	0.058809196	0.054159639	0.013127461	0.009246055	0.001904078	0.001112665	633-2-25	60.316	9.11	1066	3	0.089638686	3.0247	2.963556258	1063.537231	1104.278375	1277.18335	0	0	0.624335651	80.0851842	5.432107838	0	13.85837269	20.188	2.807641506	1236.954956	499.3893738	0.084	8	14	44	0.061	1.22	0.004	0.18	0.027	0.054	0.077	2.5	13	42	41	0.73	0.91	0.2	0.17	4.1	10	10	0.39	0.11	1	0.026	0.53	0.95	2.7	16.875	180	160	4	0.92	6.54	0.28840315	6	57.07625474	80.83090038	70.936	0.016875	DOM12818	633-2-25	633-2-25	HOH 1065	3.383422685	0.445066046	76.02068758	6.443406411	0.640294095	31.75580878	16.90591007	9.405277735	54.68822334	29.11449027	16.19728639	0.490851401	42.89606588	28.33629562	28.73957624	1.157137938	315	12818	1000_lakes	66.21705405	28.14333333	29.91866667	328.7029454	328.7029454	2.966583333	2.966583333	306.1424776	191021	12.70232351	6.762364028	3.762111094	26.48682162	17.15842635	11.33451825	11.4958305	17.6	0.0016	0.0108	0.0216	16.4	0.292	0.0104
316	DOM12820	C:/Users/CBG/R/Projects/100 lakes StarDOM/FluorescenceEEM/191010	0.140486501	0.137076132	0.100952342	0.093440205	0.024334252	0.019172287	0.008419504	0.005500864	633-1-29	60.363	8.345	1195	3	0.046254587	0.8018	5.768843477	1195.670166	1215.169244	1261.119385	0	0	0	80.14153205	7.927234742	0	11.93123363	18	1.474328637	1089.064453	395.6698303	0.075	21	23	57	0.069	1.01	0.005	0.19	0.045	0.093	0.096	4.3	23	34	67	1.15	0.8	0.096	0.15	2	13	1	0.53	0.2	1	0.052	0.36	1.29	4.1	16.66666667	260	246	6	0.81	6.38	0.416869383	2	47.65576249	76.25010079	61.382	0.016666667	DOM12820	633-1-29	633-1-29	Tj?rngr?tj?rnane	3.187817034	1.279270805	24.91901653	5.633052944	0.681666486	49.23153691	23.33324933	15.98598462	55.59696029	26.35013688	18.05290283	0.476410907	63.95580268	41.25909794	43.40959791	1.185265446	316	12820	1000_lakes	9.475029958	11.94341667	19.39875	59.28822889	59.28822889	6.035083333	2.586333333	280.182111	191017	11.44919463	5.426337053	3.717670842	2.203495339	14.87344248	9.595139056	10.09525533	13.25581395	0.001162791	0.010465116	0.021627907	15.58139535	0.26744186	0.012093023
317	DOM12821	C:/Users/CBG/R/Projects/100 lakes StarDOM/FluorescenceEEM/191010	0.12432093	0.121002344	0.089398561	0.085994279	0.019245876	0.015622778	0.006610677	0.004166223	633-2-4	60.369	9.083	1031	3	0.108497915	2.5256	4.295926324	1029.263672	1133.517184	1243.889893	0	0	12.28105823	77.13265817	6.396525092	0	4.189759058	20.09	2.807641506	1236.954956	499.3893738	0.139	5	12	36	0.068	2.38	0.004	0.18	0.033	0.084	0.12	3.4	19	12	61	0.98	1.43	0.086	0.2	1.7	10	3	0.47	0.13	1	0.031	0.25	1.73	3.7	22.15568862	180	167	3	0.52	6.92	0.120226443	7	114.0947545	148.0767577	134.782	0.022155689	DOM12821	633-2-4	633-2-4	GrÜnsettj?rni	3.558892481	1.225359808	29.0436528	6.287182884	0.710682754	46.88574545	26.97788074	13.29684461	53.79244171	30.95196767	15.25559062	0.468026056	62.46190374	43.05513288	41.67528497	1.216987448	317	12821	1000_lakes	3.44E-10	3.829	14.72029167	7.65E-09	7.65E-09	0	0	280.182111	191017	13.78992513	7.934670806	3.91083665	1.01E-10	18.37114816	12.66327438	12.25743676	10.58823529	0.001176471	0.009705882	0.024705882	17.94117647	0.288235294	0.009117647
318	DOM12823	C:/Users/CBG/R/Projects/100 lakes StarDOM/FluorescenceEEM/191014	0.185374389	0.182363446	0.143231886	0.1386719	0.055385015	0.048895373	0.035192087	0.031154942	633-2-2	60.398	8.638	886	3	0.320157214	18.3727	1.742570304	883.6793213	998.3225111	1219.75	0	0.446498793	49.93991393	20.22878734	24.46785436	0	4.916945516	14.774	2.394402981	1010.444519	274.7986145	0.157	5	8	27	0.083	3.07	0.005	0.37	0.021	0.061	0.23	4.1	23	150	120	1.22	2.18	0.28	0.28	11	8	8	0.98	0.16	1	0.019	1.21	4.1	4.2	27.27272727	170	154	3	0.69	6.96	0.10964782	3	132.6340463	190.3879316	175.536	0.027272727	DOM12823	633-2-2	633-2-2	Frygnevatnet	4.447888924	7.598766313	5.853435598	3.292649578	0.760415001	39.58726866	24.72058946	10.22905725	53.11095645	33.16556546	13.72347809	0.489393807	54.54086815	37.30972207	34.91535786	1.252264347	318	12823	1000_lakes	4.298691774	14.73266667	22.226125	37.90734278	37.90734278	7.734333333	3.448583333	235.7165695	191017	9.65543138	6.029412063	2.494892012	1.048461408	13.30265077	9.099932213	8.515940941	6.585365854	0.001219512	0.005121951	0.014878049	29.26829268	0.297560976	0.004634146
319	DOM12832	C:/Users/CBG/R/Projects/100 lakes StarDOM/FluorescenceEEM/191106	0.431658538	0.422459276	0.329828383	0.309925915	0.114087821	0.095174783	0.070628454	0.062521221	621-3-5	60.061	9.545	104	2	6.449020966	681.45	0.946367447	103	624.1474972	1464.932373	0.076022724	2.693107431	73.23718324	12.88537094	6.923987144	0	4.184328515	20	5.048638821	1214.7948	243.5250702	0.073	85	96	190	0.17	1.73	0.013	0.99	0.16	0.2	0.48	8.6	72	28	340	2.51	1.56	0.25	0.28	17	14	112	1	0.35	2	0.15	0.72	3.2	8.7	47.2826087	310	184	5	3.3	6.09	0.812830516	11	45.55654693	109.3418759	78.758	0.047282609	DOM12832	621-3-5	621-3-5	Soneren	4.912317163	7.269909423	6.757054149	3.702930534	0.733623174	165.3710846	52.41174077	58.4240379	59.87218516	18.97553889	21.15227595	0.42983866	196.8839874	120.809791	148.978287	1.292763458	319	12832	1000_lakes	9.505881077	19.32033333	28.95516667	40.52338162	40.52338162	3.549666667	2.4595	316.4162513	191105	19.22919588	6.094388462	6.793492779	1.105335009	22.89348691	14.04765012	17.32305663	22.09302326	0.001511628	0.018604651	0.023255814	39.53488372	0.291860465	0.01744186
320	DOM12839	C:/Users/CBG/R/Projects/100 lakes StarDOM/FluorescenceEEM/191114	0.118194675	0.112757532	0.081706008	0.077548361	0.033459884	0.031409433	0.029437723	0.026109761	624-4-5	59.666	9.912	19	2	27.71925596	344.1154	8.055221	16.72017097	232.4390853	634.925293	0.807232946	9.01751391	76.94313403	0.3093686	0.820031628	0	12.10271898	17.875	5.769250393	1323.764771	386.0052185	0.293	7	15	27	0.16	6.3	0.013	6.77	0.02	0.093	0.62	3.1	14	140	13	0.36	7.08	0.66	0.93	2.5	4	680	4.31	0.34	1	0.014	3.97	3.65	3.3	38.37209302	770	86	3	4.8	7.2	0.063095734	8	271.8444436	273.354467	261.826	0.038372093	DOM12839	624-4-5	624-4-5	Eikeren	3.637339753	8.42250366	4.318596821	3.369931921	0.687744399	37.30659402	31.69573303	10.56566123	46.88643615	39.83477993	13.27878392	0.578583045	58.75608701	39.09212699	34.14659252	1.25891768	320	12839	1000_lakes	9.769045402	10.01475	17.43170833	69.63704027	69.63704027	5.958416667	2.66225	279.6582685	191107	12.03438517	10.22443001	3.408277816	3.151304968	18.95357645	12.61036355	11.01502985	8.709677419	0.004193548	0.006451613	0.03	4.193548387	0.116129032	0.004516129
321	DOM12841	C:/Users/CBG/R/Projects/100 lakes StarDOM/FluorescenceEEM/191112	0.258973925	0.25176367	0.196705608	0.18362443	0.073812867	0.067345014	0.052909563	0.047296832	624-2-23	59.826	9.938	213	2	0.138474786	2.0153	6.871174825	210.1024475	311.8960453	592.1060791	0	0	92.54803983	0	0	0	7.451960267	16	5.769250393	1323.764771	386.0052185	0.481	35	49	90	0.27	10.3	0.008	1.11	0.062	0.15	0.52	6.8	35	230	61	2.04	6.37	0.33	0.58	20	17	77	1.67	0.26	1	0.049	2.11	4.46	6.8	27.64227642	340	246	5	1.8	7.36	0.043651583	14	463.0945906	563.2439825	538.906	0.027642276	DOM12841	624-2-23	624-2-23	Skogsvatnet	3.702406912	6.955416471	5.323055675	3.410837165	0.729352372	91.2423015	51.10502007	30.69318741	52.72886796	29.53355857	17.73757347	0.509357271	124.2299656	82.60461168	82.80570298	1.277546985	321	12841	1000_lakes	13.11522491	10.21775	20.28370833	90.28334012	90.28334012	5.7555	2.28175	326.781145	191105	13.41798551	7.515444128	4.513704031	1.928709546	18.26911259	12.14773701	12.17730926	13.23529412	0.001176471	0.009117647	0.022058824	8.970588235	0.3	0.007205882
322	DOM12847	C:/Users/CBG/R/Projects/100 lakes StarDOM/FluorescenceEEM/191101	0.134913226	0.132987519	0.104992029	0.097031092	0.027861016	0.025973426	0.02522026	0.021636657	619-1-1	60.568	8.674	1123	3	0.066290688	0.2673	24.80010765	1122.324341	1133.441639	1178.021484	0	0	0	67.28794711	6.326456655	0	26.38559617	12	2.394402981	1010.444519	274.7986145	0.312	5	20	39	0.047	6.19	0.004	0.14	0.02	0.059	0.14	3.6	10	11	21	0.55	3.61	0.43	0.49	0.99	14	3	0.34	0.068	1	0.033	1.03	0.48	3.9	17.48878924	240	223	3	0.28	7.39	0.040738028	15	291.217366	350.3723442	336.11	0.017488789	DOM12847	619-1-1	619-1-1	Butj?rni	3.694097736	6.010182361	6.146398752	4.773247353	0.729625551	12.71062005	12.26770104	3.896541446	44.01967294	42.48574699	13.49458007	0.557335174	21.47368442	14.00034982	11.38796528	1.246762895	322	12847	1000_lakes	12.88512771	14.40191667	23.37854167	112.5320769	112.5320769	7.961333333	2.966583333	315.8931579	191015	3.530727792	3.407694733	1.082372624	3.579202142	5.964912339	3.888986061	3.16332369	10.83333333	0.001111111	0.005555556	0.016388889	5.833333333	0.152777778	0.009166667
323	DOM12849	C:/Users/CBG/R/Projects/100 lakes StarDOM/FluorescenceEEM/191010	0.001249856	-0.000878699	-0.003856249	-0.000694194	-0.00436415	-0.00279318	-0.005723915	-0.007037704	619-2-33	60.862	7.822	1489	3	0.270809965	1.8588	14.56907494	1486.057495	1533.898752	1626.942383	0	0	0	85.1138771	0	0	14.88612293	46.285	-0.539221168	1478.747681	858.7012329	0.064	5	5	6	0.028	1.15	0.004	0.14	0.024	0.05	0.085	0.43	2	5	1.4	0.13	0.8	0.15	0.12	0.35	4	19	0.3	0.05	1	0.02	1.35	0.94	0.46	8.679245283	76	53	2	0.22	6.3	0.501187234	0	36.07709646	51.01585802	49.165	0.008679245	DOM12849	619-2-33	619-2-33	Austre FlÜgrunnsvatnet	-0.204348497	-16.36675242	0.124855862	0.201344736	0.790024688	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	323	12849	1000_lakes	109.2775691	22.59058333	24.56875	964.9375899	964.9375899	8.164166667	4.411833333	319.1283412	191021	NA	NA	NA	254.1338816	NA	NA	NA	13.95348837	0.009302326	0.055813953	0.11627907	3.255813953	0.302325581	0.046511628
324	DOM12851	C:/Users/CBG/R/Projects/100 lakes StarDOM/FluorescenceEEM/191030	0.17200478	0.168833202	0.138787283	0.131792849	0.049017424	0.042831262	0.034895806	0.031704072	619-3-2	60.691	8.398	736	3	1.384641106	178.2372	0.77685304	735.5938721	1118.971115	1786.735107	0.019932864	3.125056581	16.67535755	55.11688634	12.86427657	0	12.19849002	16.288	1.801263452	1137.18335	368.2913513	0.193	5	10	23	0.074	4.31	0.004	0.69	0.02	0.05	0.46	3.4	20	19	35	1.06	2.77	0.66	0.37	5.6	9	37	0.77	0.31	3	0.01	1.58	2.64	3.6	23.37662338	200	154	8	0.41	7.13	0.074131024	5	169.6069972	241.5239138	228.639	0.023376623	DOM12851	619-3-2	619-3-2	Vassfjorden	4.965682413	9.32472707	5.325284457	3.444350766	0.780609782	66.31339116	41.09472246	18.30440508	52.75002987	32.68944325	14.56052688	0.52666642	90.50689217	62.87924018	59.24279745	1.259526689	324	12851	1000_lakes	13.7489169	17.72266667	20.16991667	105.5369294	105.5369294	6.364	3.727	281.9469095	191025	19.50393858	12.08668308	5.383648553	4.043799088	26.61967417	18.49389417	17.42435219	6.764705882	0.001176471	0.005882353	0.014705882	10.29411765	0.311764706	0.002941176
325	DOM12858	C:/Users/CBG/R/Projects/100 lakes StarDOM/FluorescenceEEM/191114	0.201292249	0.193167763	0.148008244	0.141622799	0.055206196	0.04986391	0.039679268	0.035722081	938-1-9	58.766	7.95	619	4	0.079822913	0.6372	12.52713631	616.8282471	640.4211001	679.5258789	0	0	77.30531578	9.746007588	0	0	12.94867643	35	5.603326321	1679.281982	876.0501099	0.033	69	110	190	0.21	0.13	0.015	0.88	0.059	0.083	0.73	4.6	16	15	140	2.46	1.09	0.046	0.086	3.1	51	33	0.73	0.11	1	0.61	0.54	1.04	4.8	32.87671233	230	146	2	2.7	5.05	8.912509381	41	2.164357508	11.70983835	-8.25	0.032876712	DOM12858	938-1-9	938-1-9	Longeraktj?rn	4.199299185	7.765669674	5.407517138	3.499023266	0.733159595	89.07406108	32.39232848	35.59413569	56.71320718	20.62410553	22.66268729	0.517538035	114.7107446	61.47837996	81.53927664	1.287370286	325	12858	1000_lakes	13.68963622	15.948	26.01395833	95.72538799	95.72538799	2.459416667	2.40875	326.781145	191105	19.36392632	7.041810539	7.737855585	2.976007874	24.93711838	13.36486521	17.7259297	41.30434783	0.00326087	0.012826087	0.018043478	30.43478261	0.534782609	0.132608696
326	DOM12860	C:/Users/CBG/R/Projects/100 lakes StarDOM/FluorescenceEEM/191115	0.273586101	0.267606682	0.211228198	0.198888129	0.075426622	0.066670878	0.049046493	0.041329193	938-1-27	58.777	7.864	675	4	0.049737022	1.6542	3.006711522	674.0825195	717.5274453	755.2567749	0	0	47.03172557	39.91857377	1.662622303	0	11.38707725	26.432	5.29247427	1678.821289	881.7075195	0.034	74	100	200	0.24	0.25	0.015	0.86	0.072	0.14	0.17	6	14	21	290	3.01	1.11	0.036	0.11	3.2	21	24	0.72	0.16	1	0.73	0.49	0.95	6	29.26829268	250	205	4	2.4	5.02	9.54992586	26	3.400778897	19.08789378	-2.811	0.029268293	DOM12860	938-1-27	938-1-27	FÜnetj?rn	4.460111369	6.888198853	6.475003791	3.547907551	0.743210624	152.9732719	51.11264952	61.85082631	57.52242712	19.21985207	23.25772081	0.451887983	193.5270888	101.8936782	138.512676	1.252476133	326	12860	1000_lakes	13.98198975	7.784083333	16.18954167	95.46300249	95.46300249	6.1105	2.763583333	304.5837362	191108	25.49554532	8.51877492	10.30847105	2.330331625	32.2545148	16.98227971	23.08544601	33.33333333	0.0025	0.012	0.023333333	48.33333333	0.501666667	0.121666667
327	DOM12862	C:/Users/CBG/R/Projects/100 lakes StarDOM/FluorescenceEEM/191114	0.253325901	0.243933684	0.191746927	0.18041513	0.070264979	0.060626375	0.048130902	0.04036109	938-1-29	58.743	7.921	596	4	0.048047029	0.301	15.96246798	596.7435303	605.3085963	622.342041	0	0	1.95653537	80.64294548	0	0	17.40051985	35	5.603326321	1679.281982	876.0501099	0.03	65	96	170	0.24	0.17	0.025	0.81	0.043	0.095	0.25	5.3	43	13	77	3.76	1.24	0.057	0.083	1.3	26	49	0.57	0.15	1	1.4	0.46	0.5	5.6	26.04651163	290	215	4	3.5	4.87	13.48962883	31	0	7.494573307	-13.402	0.026046512	DOM12862	938-1-29	938-1-29	Beritstj?rni	4.602522338	7.615299985	6.043783366	3.471625377	0.739607286	93.58454891	31.87622194	39.15312967	56.85093945	19.36423464	23.78482591	0.462304723	118.1809463	62.58299076	88.94191905	1.243483412	327	12862	1000_lakes	9.749802712	10.62325	17.95141667	71.55772758	71.55772758	5.932916667	2.738166667	397.2276714	191107	17.65746206	6.014381498	7.387382957	1.839585417	22.29829176	11.80811146	16.78149416	32.0754717	0.004716981	0.008113208	0.017924528	14.52830189	0.709433962	0.264150943
328	DOM12864	C:/Users/CBG/R/Projects/100 lakes StarDOM/FluorescenceEEM/191018	0.048653461	0.045453757	0.031663868	0.025370596	0.003353854	0.003777025	0.000864017	0.000659661	938-2-15	58.949	7.295	1000	4	0.201463329	1.3908	14.48542772	998.0674438	1017.973972	1087.011963	0	0	0	77.33033924	0	0	22.66966045	63.082	3.443871975	1782.582153	891.5098877	0.05	15	24	53	0.085	0.43	0.005	0.73	0.057	0.1	0.075	1.3	8	33	57	0.78	0.65	0.054	0.093	2.4	12	16	0.63	0.06	1	0.12	0.33	0.45	1.7	15.17857143	140	112	4	1.1	5.75	1.77827941	9	21.17103129	30.14395135	23.508	0.015178571	DOM12864	938-2-15	938-2-15	FlÜvatnet	3.496442858	0.507431657	68.90470492	13.55269343	0.558162795	40.73529475	22.4780393	15.68175762	51.63222944	28.49104909	19.87672146	0.563504044	57.79859368	32.55452382	37.33316692	1.276930465	328	12864	1000_lakes	5.312052946	14.30158333	21.76966667	47.21241693	47.21241693	8.64725	2.789416667	235.7165695	191017	31.33484212	17.29079946	12.06289048	4.086194574	44.46045668	25.0419414	28.71782071	40.76923077	0.003846154	0.043846154	0.076923077	43.84615385	0.6	0.092307692
329	DOM12865	C:/Users/CBG/R/Projects/100 lakes StarDOM/FluorescenceEEM/191120	0.190848819	0.186728186	0.14870461	0.138373121	0.061672292	0.053210123	0.036645069	0.034055422	938-3-24	58.81	7.943	589	4	2.322345356	22.9114	10.13620013	587.3045654	691.1084613	849.5149536	0	0	51.58811672	28.54013822	5.730368439	0	14.14137646	35	5.603326321	1679.281982	876.0501099	0.037	63	100	180	0.17	0.32	0.015	0.82	0.089	0.088	0.15	4	35	19	110	2.31	1.04	0.045	0.13	7.4	35	60	0.8	0.17	1	0.42	0.54	1.29	4.1	30.37037037	230	135	3	2.5	5.14	7.244359601	37	6.901168345	26.45330084	10.014	0.03037037	DOM12865	938-3-24	938-3-24	Sandsvatnet	4.668204659	8.513855587	5.483067702	3.02774843	0.741040354	97.83910288	33.98515956	38.46067182	57.4561122	19.95781935	22.58606845	0.535719939	124.5952057	66.95506885	91.13181524	1.302775062	329	12865	1000_lakes	12.13550123	12.77866667	22.882625	64.91268141	64.91268141	4.361166667	2.05375	326.781145	191105	24.45977572	8.49628989	9.615167955	3.033875308	31.14880143	16.73876721	22.78295381	45	0.00375	0.02225	0.022	27.5	0.5775	0.105
