station_id	Station Code	Station name	latitude	longitude	altitude	NVE Vatn nr	NVE Vassdrag nr	Kommune	Fylke Nr	Fylke	Region	Region_2	Region_3	Region 4	lake_area_km2	basin_area_km2	lake_catchm_%	min_elev	mean_elev	max_elev	developed	agriculture	forest	natural_not_forest	peat	glacier	freshwater	sea	nodata	sum	comment_land cover	Avrenning	Avrenning 1961-1990	ERA5 mean annual precipitation 1981 - 2010	ERA5 mean annual runoff 1981 - 2010	ERA5 mean annual temperature 1981 - 2010	ERA5 mean annual temperature 1995	ERA5 mean annual temperature 2019	ERA5 total annual precipitation 1995	ERA5 total annual precipitation 2019	ERA5 total annual runoff 1995	ERA5 total annual runoff 2019	NILU mean total N deposition 1992 - 1996	NILU mean total N deposition 2012 - 2016	NILU mean total S deposition 1992 - 1996	NILU mean total S deposition 2012 - 2016	station_id 2	station_code	station_name	year	resa_id	Uke_19	sample_date_19	Dyp	Uke_95	sample_date_95	rr_2w_19	rr_1m_19	rr_2m_19	rr_6m_19	tg_2w_19	tg_1m_19	tg_2m_19	tg_6m_19	rr_2w_95	rr_1m_95	rr_2m_95	rr_6m_95	tg_2w_95	tg_1m_95	tg_2m_95	tg_6m_95	LakeTemp_19	PredT_Mod1_19	PredT_Mod2_19	PredT_Mod3_19	PredT_Mod1_95	PredT_Mod2_95	PredT_Mod3_95	2019_ALK	2019_Al/Il	2019_IlAl_DOM	2019_Al/R	2019_Al	2019_As	2019_Ca	2019_Ca_e	2019_Ca_TOC	2019_Ca_SO4	2019_Ca_SO4_e	2019_Ca_SiO2	2019_Cd	2019_Cl	2019_Cl_e	2019_Co	2019_Cr	2019_Cu	2019_DOC C	2019_FARGE	2019_F	2019_Fe	2019_Fe_DOM	2019_Fe_TotP	2019_Hg	2019_KOND	2019_K	2019_Mg	2019_Mg_e	2019_Mg_SO4_e	2019_Mn	2019_NH4-N	2019_NO3-N	2019_NO3_totP	2019_Na	2019_Ni	2019_PO4-P	2019_Pb	2019_SO4	2019_SO4_e	2019_SAA	2019_SAA_Alk	2019_SiO2	2019_TOC	2019_CNDOM	2019_CNDOMcorr	2019_Pb_TOC	2019_TOTN	2019_TON	2019_TONcorr	2019_TOTP	2019_Temp_oC	2019_Zn	2019_pH	2019_H	2019_LAL	2019_ALKE	2019_ANC	2019_ANCorg	comment_station	2019_CaMg_e	2019_CaMg_SO4_e	2019_CaMg_SO4Cl_e	2019_CaMg_SAA_Alk	station_id 3	1995_ALK	1995_Al/Il	1995_IlAl_DOM	1995_Al/R	1995_As	1995_Ca	1995_Ca_e	1995_Ca_TOC	1995_Ca_SO4	1995_Ca_SO4_e	1995_Ca_SiO2	1995_Cd	1995_Cl	1995_Cl_e	1995_Co	1995_Cr	1995_Cu	1995_F	1995_Fe	1995_FeDOM	1995_KOND	1995_K	1995_Mg	1995_Mg_e	1995_Mg_SO4_e	1995_Mn	1995_NH4-N	1995_NO3-N	1995_NO3_totP	1995_Na	1995_Ni	1995_Pb	1995_SO4	1995_SO4_e	1995_SAA	1995_SAA_Alk	1995_SiO2	1995_TOC	1995_Pb_TOC	1995_CNDOM	1995_CNDOMcorr	1995_TOTN	1995_TON	1995_TONcorr	1995_TOTP	1995_Zn	1995_pH	1995_H	1995_LAL	1995_ALKE	1995_ANC	1995_ANCorg	1995_CaMg_e	1995_CaMg_SO4_e	1995_CaMg_SO4Cl_e	1995_CaMg_SAA_Alk	deltaSO4%	del_SO4	del_Ndep	deltaSdep	del_T1m	del_T2m	del_T6m	del_R1m	del_R2m	del_R6m	del_NO3	del_SiO2	del%_SiO2	del_TOC	del%_TOC	del_TON	del_ANC	del_ANCorg	del_LAL	del_IlAl	del_Fe	del_Mg	del_K	del_Na	del_Ca	del_Cl	del_pH	del_H	del_Alke	del_totP	del_TotN	del_NO3_totP	del_CNDOM
3017	235-1-3	Sesvolltjernet	60.251	11.165		4141	002.DAA2Z	Ullensaker kommune	2	Akershus	2	East (1+2)	East (1+2)	2-East	0.018277207	2.061	0.886812576	199.5712433	209.3522804	235.8462219	0	8.599631056	71.04602021	8.018800029	11.37963229	0	0.955916441	0	0	100		16.32	348.68	925.0037231	314.9833374	5.047987938	4.89605093	5.850244045	869.1212769	1178.897217	202.9134216	388.9760742	35.11777302	50.17844397	20.46163444	12.22707424	3017	235-1-3	Sesvolltjernet	2019	3017	45	11.04.2019		42	10.19.1995	9.732542171	94.22841193	214.4761086	570.5768402	1.921717924	3.03849093	6.111714428	11.37931898	14.34934051	46.18996055	106.1029736	368.6116327	8.544312722	7.419200308	9.578674392	11.22893316		5.986143303	5.561919597		5.986143303	5.561919597		0.48	95	4.025423729	120	220	0.44	21.2	1057.884232	0.898305085	0.681672026	0.545371636	2.554216867	0.051	8.81	248.4980115	1.4	0.8	0.86	22.6	266	62	2100	88.98305085	161.5384615	4.95	15.9	1.41	2.87	236.1653981	0.121750477	130	90	1500	115.3846154	6.29	2.2	2	0.46	31.1	1939.749267	2295.390136	2757.469481	8.3	23.6	-81.37931034	-118	0.019491525	1300	-290	-200	13		5.9	6.8	0.158489319	25	462.0793455	606.9862423	520.259		1294.04963	0.667122113	0.591363527	0.469288831	1995	0.751	19	3.392857143	29	0.103	17.7	883.2335329	3.160714286	1.752475248	1.402067647	2.269230769		7.5	211.5476828	0.588			40	2877.9	513.9107143	11.9	0.64	1.83	150.5862991	0.239044568	95.2	0	44	5.5	3.46	2.4	0.08	10.1	629.9507266	844.6412666	1581.368042	7.8	5.6	0.014285714	22.31075697	22.31075697	295	251	251	8	1.7	7.4	0.039810717	10	736.726775	775.6659263	756.633	1033.819832	1.641112215	1.228546389	0.6537503	207.9207921	21	15.06067095	-8.2345602	-4.380709378	-3.466959964	0.150385818	48.03845138	108.373135	201.9652075	1456	0.5	6.41025641	18	321.4285714	-451	-168.679684	-236.374	15	76	-777.9	1.04	0.77	2.83	3.5	1.31	-0.6	0.118678602	-274.6474294	5	1005	109.8846154	-140.310757
3018	236-1-12	Djuptjern	60.021	11.541		4404	001.M	Nes kommune	2	Akershus	2	East (1+2)	East (1+2)	2-East	0.052927347	0.5659	9.352773847	192.9057159	209.0464305	253.7973785	0	0	86.29013148	0	4.155844735	0	9.55402342	0	0	99.99999963		14.566	405.6	856.2032471	216.7706299	5.619063377	5.452813625	6.4095397	815.9744873	1088.204102	173.2727356	248.506485	40.47109208	45.82441113	22.64504055	10.85464754	3018	236-1-12	Djuptjern	2019	3018	43	10.24.2019	7.8	42	10.20.1995	84.89997997	126.9598587	219.4354708	502.388897	6.004488397	5.535601714	8.748474335	11.89118144	14.2900581	63.57570447	138.321439	363.8159297	8.309738667	7.623709156	9.476664513	11.28515908		8.859655206	8.687064331	9.311366663	9.729186014	9.464897014	7.103356393	0.082	150	8.928571429	170	310	0.25	2.43	121.257485	0.144642857	1.472727273	1.178255308	0.883636364	0.016	1.69	47.66874454	0.58	0.32	0.43	16.3	106	48	440	26.19047619	73.33333333	3.55	2.32	0.082	0.4	32.91503806	0.319834427	19	29	13	2.166666667	1.54	0.21	2	0.33	1.65	102.9127425	151.5100584	206.4962035	2.75	16.8	49.70414201	45.77656676	0.019642857	380	338	367	6		3.3	5.92	1.202264435	20	54.98614505	142.3643197	83.176		154.1725231	1.498089735	1.023847793	0.746611901	1995	0.084	102	11.20879121	107		2.66	132.7345309	0.292307692	0.618604651	0.494914589	1.33	0.03	1.7	47.95080811	0.285	0.1	0.5	60	346.1	38.03296703	2.61	0.13	0.5	41.14379757	0.153408955	16.9	0	21	3	1.41	0.5	0.69	4.3	268.196844	317.6476521	374.7239069	2	9.1	0.075824176	24.66124661	24.66124661	390	369	369	7	4.2	6.56	0.27542287	5	57.07625474	99.54451379	68.606	173.8783285	0.648323544	0.54999089	0.464017175	-61.62790698	-2.65	5.353319058	-11.79039301	-2.088107441	-0.728190177	0.606022358	63.38415427	81.11403179	138.5729673	-8	0.75	37.5	7.7	84.61538462	-2	42.81980587	14.57	15	48	93.9	-0.1	-0.048	0.13	-0.23	-0.01	-0.64	0.926841564	-2.090109693	-1	-10	-0.833333333	21.11532015
3019	236-2-4	Flasj?en	60.097	11.753	262	4298	313.H	Nes kommune	2	Akershus	2	East (1+2)	East (1+2)	2-East	0.531927641	19.8677	2.67734887	259.7568359	319.6668764	390.6437683	0.130541468	0.391057923	77.65271491	0	16.18250003	0	5.643185636	0	0	99.99999997		14	404.42	840.0843506	220.719986	5.564983845	5.322228909	6.381951809	800.3886719	1047.172119	162.4042358	273.5878601	36.11705924	46.6095646	20.3992514	11.16656269	3019	236-2-4	Flasj?en	2019	3019	43	10.24.2019	11.4	42	10.20.1995	78.75143513	117.8588873	196.1626673	471.4814032	5.166151606	4.718097857	7.995253313	11.18471156	15.93586181	74.16324889	157.7132953	421.9171321	7.779208581	7.075965324	8.867877841	10.62374478		8.511789392	8.687949745	8.920704411	9.284730704	9.14573465	6.945999969	0.057	150	6.465517241	180	320	0.34	1.78	88.82235529	0.076724138	1.338345865	1.070743475	0.395555556	0.026	1.49	42.02747299	0.67	0.48	0.69	23.6	214	28	1200	51.72413793	100	6.91	2.35	0.25	0.5	41.14379757	0.495983839	29	17	33	2.75	1.49	0.68	3	0.81	1.33	82.95390757	127.3385234	155.9942609	4.5	23.2	61.05263158	58.43828715	0.034913793	430	380	397	12		4.7	5.21	6.165950019	30	28.65573746	130.2982423	50.204		129.9661529	1.566727315	1.039884119	0.833147015	1995	0.054	130	10.4	140	0.239	1.74	86.82634731	0.1392	0.561290323	0.449060267	0.54375	0.02	1.6	45.13017234	0.349	0.3	0.5	40	584.3	46.744	2.19	0.24	0.51	41.96667352	0.217048928	27.8	33	33	4.125	1.31	0.5	0.62	3.1	193.3512131	240.8385283	266.2959584	3.2	12.5	0.0496	41.80602007	37.65060241	365	299	332	8	3.8	5.65	2.238721139	10	25.45743003	82.2268074	37.371	128.7930208	0.666109195	0.540054816	0.483646172	-57.09677419	-1.77	10.49250535	-9.232688709	-2.357867468	-0.872624529	0.560966774	43.6956384	38.449372	49.56427114	0	1.3	40.625	10.7	85.6	65	48.07143488	12.833	20	20	615.7	-0.01	0.01	0.18	0.04	-0.11	-0.44	3.92722888	3.198307427	4	65	-1.375	20.78768474
3020	239-1-186	BurÜstjern	60.431	11.036	208	4725	002.DABA	Hurdal kommune	2	Akershus	2	East (1+2)	East (1+2)	2-East	0.091100415	4.4886	2.029595304	207.0176544	380.9128904	669.2537842	0.175653096	12.12252894	84.71941796	0	0.678993207	0	2.303407036	0	0	100.0000002		17.382	359.72	949.659668	412.8347168	4.342024803	4.290093899	5.003045559	908.5985107	1252.082764	282.4370117	555.6964111	31.40613847	47.96573876	17.96631316	11.85277604	3020	239-1-186	BurÜstjern	2019	3020	43	10.24.2019	11.2	42	10.20.1995	67.58161249	138.1498159	255.9918823	577.5703921	4.163553182	3.96588772	7.382415125	10.61517282	10.66911701	59.82412931	150.9876874	496.3449683	6.874587131	6.174029471	8.076965714	9.974649214	9.4	8.001806146	8.943222869	9.084654832	8.823957292	9.523111544	7.269617973	0.127	51	7.846153846	65	140	0.16	3.38	168.6626747	0.52	1.60952381	1.287699363	0.702702703	0.027	1.18	33.2835021	0.12	0.16	0.44	6.1	44	75	290	44.61538462	32.22222222	2.9	2.75	0.45	0.55	45.25817733	0.345535408	55	18	265	29.44444444	1.37	0.45	1	0.079	2.1	130.9798541	183.1919276	284.9015984	4.81	6.5	24.34456929	22.80701754	0.012153846	550	267	285	9		5	6.59	0.257039578	14	101.7096709	190.3723652	166.974		213.920852	1.633234771	1.30230416	0.750858729	1995	0.135	14	2.978723404	19		3.32	165.6686627	0.706382979	0.67755102	0.542074626	1.0375	0.02	1.5	42.30953657	0.038		0.3	100	167.1	35.55319149	3.15	0.51	0.59	48.54968114	0.158856538	34.3	0	165	33	1.46	0.4	0.16	4.9	305.6196595	359.7149103	469.6838124	3.2	4.7	0.034042553	17.73584906	17.73584906	430	265	265	5	3.6	6.95	0.112201845	5	109.9689021	134.6477186	118.66	214.2183438	0.700931165	0.615695223	0.45609054	-57.14285714	-2.8	16.55960029	-6.113537118	-2.20814175	-0.694550589	0.640523603	78.32568658	105.0041949	81.2254238	100	1.61	50.3125	1.8	38.29787234	20	55.72464667	48.314	9	37	122.9	-0.04	-0.06	-0.09	0.06	-0.32	-0.36	0.144837733	-8.259231207	4	120	-3.555555556	5.071168487
3021	239-2-3	Bundlitjernet	60.432	11.109		3981	002.DAB3	Hurdal kommune	2	Akershus	2	East (1+2)	East (1+2)	2-East	0.081401293	0.7261	11.21075517	419.9743652	435.7736193	462.050354	0	0	73.20401999	0	15.61400134	0	11.18197924	0	0	100.0000006		15.767	470.12	949.659668	412.8347168	4.342024803	4.290093899	5.003045559	908.5985107	1252.082764	282.4370117	555.6964111	31.40613847	47.96573876	17.96631316	11.85277604	3021	239-2-3	Bundlitjernet	2019	3021	43	10.24.2019	5	42	10.20.1995	69.69835068	138.1354823	260.9035118	570.8093245	4.174676591	3.962917537	7.373181546	10.59913302	8.784027504	56.2659856	138.8177818	474.2909168	6.919980597	6.209033854	8.100844098	9.97391376	9	8.005012331	8.099519122	8.358397502	8.118462598	7.872004378	6.172979018	0.074	81	9.759036145	100	190	0.2	1.68	83.83233533	0.202409639	1.150684932	0.920605365	0.50755287	0.039	0.79	22.28302259	0.053	0.082	0.21	8.1	65	120	340	40.96385542	68	2.93	1.72	0.13	0.27	22.21765069	0.243983283	100	16	52	10.4	1.13	0.23	1	0.24	1.46	91.06218424	117.0594926	163.6659398	3.31	8.3	37.38738739	34.87394958	0.028915663	290	222	238	5		7.5	6.02	0.954992586	19	46.60644724	103.2698601	73.906		106.049986	1.164588648	0.935637148	0.647966132	1995	0.09	47	9.038461538	56		2.11	105.2894212	0.405769231	0.620588235	0.496501556	0.959090909		0.9	25.38572194	0.044		0.3	150	378.5	72.78846154	2.13	0.31	0.37	30.4464102	0.143572734	326.7	0	55	9.166666667	0.96	0.4	0.22	3.4	212.0626208	241.3769142	304.7136393	2.2	5.2	0.042307692	24.76190476	24.76190476	265	210	210	6	8	6.74	0.181970086	9	63.33672507	85.31251607	67.63	135.7358314	0.640074289	0.571643625	0.445453744	-57.05882353	-1.94	16.55960029	-6.113537118	-2.246116317	-0.727662551	0.625219263	81.86949673	122.08573	96.51840769	-3	1.11	50.45454545	3.1	59.61538462	28	17.95734402	6.276	10	34	-38.5	-0.1	-0.18	0.17	-0.43	-0.11	-0.72	0.7730225	-16.73027783	-1	25	1.233333333	10.11204482
3022	239-2-10	Holtjernet	60.468	11.096	444	3943	002.DAC1A	Hurdal kommune	2	Akershus	2	East (1+2)	East (1+2)	2-East	0.107011498	1.6504	6.483973467	444.7531738	471.6567499	534.2125244	0	0	82.23144415	0	0.990583297	0	16.77796891	0	0	99.99999636		15.875	508.76	949.659668	412.8347168	4.342024803	4.290093899	5.003045559	908.5985107	1252.082764	282.4370117	555.6964111	31.40613847	47.96573876	17.96631316	11.85277604	3022	239-2-10	Holtjernet	2019	3022	43	10.24.2019	11.3	42	10.20.1995	65.8203864	131.5981958	252.319667	565.5314952	3.965246221	3.735921666	7.159647781	10.38742777	8.175196032	56.99371429	136.9477585	474.5015941	6.729056522	6.013311631	7.905434471	9.78924053	8.8	7.794282047	7.736602817	8.032448348	8.093119035	7.670305484	6.329896471	0.153	5	1	13	37	0.12	4.25	212.0758483	0.85	1.315789474	1.052697237	1.831896552	0.009	0.9	25.38572194	0.038	0.05	0.2	4.8	30	62	150	30	18.75	1.63	3.02	0.31	0.55	45.25817733	0.224651504	84	14	113	14.125	1.11	0.17	1	0.028	3.23	201.4594898	234.9166403	363.4343761	2.32	5	22.42152466	21.09704641	0.0056	350	223	237	8		1.9	6.74	0.181970086	8	128.5177358	213.8310805	195.826		257.3340256	1.277348741	1.134403603	0.708061875	1995	0.164	10	2.564102564	10		4.52	225.5489022	1.158974359	0.695384615	0.556342392	2.26	0.04	1.1	31.02699348	0.036		0.3	80	138.4	35.48717949	3.56	0.29	0.65	53.48693684	0.131931701	148.6	0	29	4.833333333	1.08	0.2	0.09	6.5	405.413834	438.512256	578.3454679	2	3.9	0.023076923	16.88311688	16.88311688	260	231	231	6	1.7	7.09	0.081283052	0	139.8332118	164.987011	151.726	279.035839	0.688274093	0.639344034	0.482472596	-50.30769231	-3.27	16.55960029	-6.113537118	-2.277389964	-0.74578669	0.598187244	74.60448151	115.3719085	91.02990118	84	0.32	16	1.1	28.20512821	6	48.84406948	44.1	8	-5	11.6	-0.1	0.02	0.03	-0.27	-0.2	-0.35	0.100687034	-11.31547609	2	90	9.291666667	4.21392953
3023	239-4-3	Hurdalsj?en	60.32019647	11.0893847	176	141	002.DAB	Hurdal kommune	2	Akershus	2	East (1+2)	East (1+2)	2-East	33.21007419	588.0776	5.647226521	174.2709961	454.0200817	841.043457	0.579425994	3.539617747	81.19423415	0.175209348	5.271619845	0	9.239892913	0	0	100		16.978	230	962.7286377	381.2180176	4.790346146	4.693292141	5.516473293	902.072876	1232.987183	274.3403015	519.9464111	35.11777302	50.17844397	20.46163444	12.22707424	3023	239-4-3	Hurdalsj?en	2019	3023	45	11.06.2019		42	10.20.1995	7.168718224	74.57402092	166.5982185	575.3262177	-0.799790943	1.166752954	4.132329673	9.764968658	11.15088022	55.33168931	146.4074564	474.3461464	6.744944392	6.038395347	7.955314507	9.851791308		5.986143303	5.561919597		5.986143303	5.561919597		0.126	21	5.384615385	23	57	0.11	3.05	152.1956088	0.782051282	1.15530303	0.924300074	0.897058824	0.016	1.94	54.72033396	0.033	0.11	0.34	3.8	23	100	82	21.02564103	20.5	1.34	3.07	0.4	0.44	36.20654186	0.219886169	8.5	14	270	67.5	1.84	0.31	2	0.034	2.64	164.6603879	238.6664362	339.3429504	3.4	3.9	30.95238095	27.85714286	0.008717949	410	126	140	4		3.3	6.8	0.158489319	2	100.6765142	150.696407	136.426		188.4021506	1.144186243	0.858790823	0.55519689	1995	0.119	20	6.896551724	23		3.36	167.6646707	1.15862069	0.672	0.537633533	1.018181818	0.04	1.6	45.13017234	0.021		0.4	130	82.1	28.31034483	3.12	0.42	0.51	41.96667352	0.134570335	7.6	12	320	106.6666667	1.34	0.4	0.08	5	311.8567954	379.8441106	473.2834332	3.3	2.9	0.027586207	39.7260274	34.11764706	405	73	85	3	4.4	6.93	0.117489755	3	93.43932268	107.4307204	96.7	209.6313442	0.672203868	0.587224081	0.442929816	-47.2	-2.36	15.06067095	-8.2345602	-4.871642392	-3.822984834	-0.08682265	19.2423316	20.1907621	100.9800713	-50	0.1	3.03030303	1	34.48275862	55	43.26568662	39.726	-1	1	-0.1	-0.07	-0.02	0.5	-0.31	0.34	-0.13	0.040999564	7.237191515	1	5	-39.16666667	-6.260504202
3024	301-1-1	Steinsrudtjern	59.822	10.871	133	5505	006.1Z	Oslo kommune	3	Oslo	2	East (1+2)	East (1+2)	2-East	0.078760666	1.402	5.617736519	132.760437	160.2483951	241.2486877	0	0.002209451	94.35564102	0	0	0	5.642149078	0	0	99.99999955		14	479.207	908.4203491	309.953949	6.348148346	6.433618069	7.110436916	872.7848511	1227.771729	247.3884583	283.2846985	48.17987152	51.10635261	28.44666251	12.41422333	3024	301-1-1	Steinsrudtjern	2019	3024	43	10.24.2019	8.7	42	10.19.1995	84.27963464	162.2120599	288.0211563	635.5887252	6.375553628	6.094051799	9.246250215	12.27451258	15.0507597	78.10841682	171.1506172	435.6548494	9.169066788	8.077051256	10.35953669	11.9247885		9.004686907	8.898578971	9.739816615	10.18595317	10.21957523	8.701453028	0.423	30	2.419354839	43	120	0.3	8.75	436.6267465	0.705645161	2.204030227	1.763334163	1.830543933	0.01	31.2	880.0383606	0.13	0.28	1.7	12.5	87	64	180	14.51612903	11.25	2.54	16.5	1.08	1.18	97.09936227	0.392139566	48	10	55	3.4375	20	1.1	4	0.12	3.97	247.6142955	1131.581228	1535.761583	4.78	12.4	27.25274725	26.66666667	0.009677419	520	455	465	16		4.6	7.19	0.064565423	13	404.1803553	465.2895754	422.487		533.7261088	2.155473728	0.473307189	0.347531879	1995	0.445	15	1.612903226	25		10.2	508.9820359	1.096774194	1.416666667	1.133404025	4.434782609		26.4	744.6478436			0.9	90	249.2	26.79569892	15.3	1.08	1.59	130.8372763	0.291349174	47.6	0	4	0.333333333	17.7	0.9	0.12	7.2	449.0737853	1194.007343	1620.541971	2.3	9.3	0.012903226	24.09326425	24.09326425	390	386	386	12	3.4	7.34	0.045708819	10	426.5346273	542.4111626	510.851	639.8193122	1.424753199	0.535987031	0.394818106	-44.86111111	-3.23	2.926481085	-16.03243918	-1.982999457	-1.113286473	0.34972408	84.10364311	116.8705391	199.9338759	51	2.48	107.826087	3.1	33.33333333	79	-77.12158721	-88.364	3	15	-69.2	-0.41	0	2.3	-1.45	4.8	-0.15	0.018856604	-22.35427197	4	130	3.104166667	2.573402418
3025	301-2-1	Rottungen	60.04804291	10.71476929	310	5168	006.BB	Oslo kommune	3	Oslo	2	East (1+2)	East (1+2)	2-East	0.454831574	4.1162	11.04979286	308.1444092	350.809776	458.956543	0	0	87.98261503	0	0.984227254	0	11.0331499	0	0	99.99999218		23.659	871.8975	995.5895996	374.4685669	5.394708157	5.40386343	6.0736022	916.3135376	1296.452026	228.3885651	420.2424011	52.46252677	57.60171306	30.56768559	14.16094822	3025	301-2-1	Rottungen	2019	3025	43	10.24.2019	14	42	10.15.1995	112.6505372	241.1219419	385.3501114	934.9692814	4.873813861	4.724826092	8.004856089	11.06909302	46.10607587	89.0043267	183.1397338	529.4320367	7.410253362	6.679449395	9.569654141	10.34771489		8.223151325	8.143043668	9.498977799	9.326637979	9.287204908	7.053285935	0.081	96	13.15068493	110	210	0.21	1.77	88.32335329	0.242465753	1.552631579	1.24218274	0.561904762	0.04	1.09	30.74492991	0.041	0.13	0.33	7.2	49	54	120	16.43835616	17.14285714	3.07	1.67	0.092	0.27	22.21765069	0.312469819	40	5	49	7	1.28	0.22	2	0.2	1.14	71.10334934	105.3482792	159.2886989	3.15	7.3	29.67479675	29.08366534	0.02739726	300	246	251	7		6.9	6.22	0.602559586	14	53.94041963	110.9424454	85.765		110.541004	1.554652559	1.085349746	0.693966394	1995	0.056	59	14.75	71		1.6	79.84031936	0.4	0.432432432	0.345967524	0.695652174	0.03	1.5	42.30953657	0.035		0.4	40	95.6	23.9	1.9	0.1	0.28	23.04052664	0.099840206	69	0	30	10	1.33	0.2	0.21	3.7	230.7740286	275.2264223	302.8174269	2.3	4	0.0525	20.51282051	20.51282051	225	195	195	3	8.9	5.96	1.096478196	12	27.59100461	41.7952605	28.197	102.880846	0.445807731	0.376737597	0.33974546	-69.18918919	-2.56	5.139186296	-16.40673737	-1.954623303	-1.564798052	0.721378124	152.1176152	202.2103777	405.5372448	19	0.85	36.95652174	3.3	82.5	56	69.14718494	57.568	2	37	24.4	-0.01	-0.008	-0.05	0.17	-0.41	0.26	-0.49391861	26.34941502	4	75	-3	8.570844826
3026	301-3-1	Helgeren	60.08179287	10.70933118	359	300	006.BC	Oslo kommune	3	Oslo	2	East (1+2)	East (1+2)	2-East	1.820727936	14.923	12.2008171	356.203949	412.3731153	536.2598877	0	0	81.66407762	0	2.023056153	0	16.31286616	0	0	99.99999993		24.786	938.8831	995.5895996	374.4685669	5.394708157	5.40386343	6.0736022	916.3135376	1296.452026	228.3885651	420.2424011	52.46252677	57.60171306	30.56768559	14.16094822	3026	301-3-1	Helgeren	2019	3026	43	10.24.2019	20.8	42	10.15.1995	98.60288517	220.3501592	357.6344495	889.745029	4.609377215	4.432533041	7.739777559	10.79684941	43.90429263	88.88965033	173.549507	505.5637619	7.208514407	6.481839158	9.333020071	10.09729276		7.926980855	7.718675573	8.928687464	9.163431251	8.859672443	6.945427881	0.122	24	6	35	80	0.15	2.32	115.7684631	0.58	1.784615385	1.42778136	0.8	0.021	0.99	27.92429414	0.027	0.12	0.21	3.9	24	61	39	9.75	13	1.55	1.87	0.14	0.25	20.57189879	0.25371481	11	13	75	25	1.14	0.27	1	0.05	1.3	81.08276679	114.3642038	210.9063017	2.9	4	26.31578947	24.24242424	0.0125	240	152	165	3		6.4	6.91	0.123026877	11	96.54209788	130.0849857	115.555		136.3403619	1.681496171	1.250747985	0.64644992	1995	0.09	27	10.8	43		2.49	124.251497	0.996	0.6225	0.498031063	0.922222222	0.03	1.4	39.4889008	0.02		0.2	90	31.8	12.72	2.31	0.23	0.32	26.33203045	0.105545361	16.8	0	155	77.5	1.19	0.3	0.09	4	249.4854363	300.0457657	363.3824907	2.7	2.5	0.036	17.85714286	17.85714286	295	140	140	2	9	6.54	0.28840315	16	63.33672507	74.38504882	65.88	150.5835275	0.603576424	0.521096541	0.41439401	-67.5	-2.7	5.139186296	-16.40673737	-2.049306118	-1.593242512	0.699556647	131.4605089	184.0849424	384.1812671	-80	0.2	7.407407407	1.5	60	25	55.69993689	49.675	-5	-3	7.2	-0.07	-0.09	-0.05	-0.17	-0.41	0.37	-0.165376273	33.20537281	1	-55	-52.5	6.385281385
3027	402-1-28	Eintjern	60.07239969	12.3681817	175	4321	313.1C3	Kongsvinger kommune	4	Hedmark	2	East (1+2)	East (1+2)	2-East	0.043802357	3.0693	1.427112272	172.8886719	222.0271886	302.1604309	0	0	92.147371	0	6.415562555	0	1.437066416	0	0	99.99999998		14	400.3158	885.7025146	303.7342529	5.338686943	4.944726467	6.193353176	795.7824707	1077.416016	242.5520172	433.8946838	37.90149893	50.03568879	21.9588272	12.1646912	3027	402-1-28	Eintjern	2019	3027	43	10.25.2019	5.3	42	10.20.1995	97.79646606	147.5682712	246.4823507	594.2489339	5.913774335	5.164169444	8.267938161	11.71841372	24.23244801	98.89881526	172.3980091	481.0149303	8.412180001	7.631464808	9.405552552	11.198218	9	8.728514031	8.444691135	9.516116782	9.700783915	9.576645734	7.370561263	0.135	140	8.333333333	150	300	0.26	3.39	169.1616766	0.201785714	1.313953488	1.051228357	0.398823529	0.011	1.96	55.28446112	0.18	0.22	0.79	16.2	125	240	910	54.16666667	91	6.66	3.26	0.42	0.97	79.81896729	0.496022288	56	32	78	7.8	2	0.34	1	0.15	2.58	160.9181064	221.7739961	331.7428982	8.5	16.8	44.21052632	40.77669903	0.008928571	490	380	412	10		2.2	6.2	0.630957344	10	109.9689021	234.4113245	175.002		248.9806439	1.547250645	1.151608174	0.750522906	1995	0.168	66	7.021276596	68	0.105	3.64	181.6367265	0.387234043	0.71372549	0.571016007	0.587096774	0.04	1.9	53.59207965	0.085	0.2	0.7	260	905.1	96.28723404	3.81	0.54	1.17	96.27648632	0.302666844	31.9	0	109	15.57142857	1.93	0.3	0.22	5.1	318.0939313	379.4717252	523.4163857	6.2	9.4	0.023404255	26.78062678	26.78062678	460	351	351	7	2.2	7.05	0.089125094	2	143.9446605	208.0932888	176.126	277.9132129	0.873682851	0.747709639	0.530960093	-49.41176471	-2.52	12.13418986	-9.794135995	-2.467295365	-1.137614391	0.520195715	48.66945589	74.08434164	113.2340036	-31	2.3	37.09677419	7.4	78.72340426	61	26.3180357	-1.124	8	74	4.9	-0.2	-0.12	0.07	-0.25	0.06	-0.85	0.541832251	-33.97575845	3	30	-7.771428571	13.99607225
