"","sample","eem_location","X250.3999939","X254.3999939","X280","X284.7999878","X364.7999878","X375.1999817","X400","X410.3999939","Station.Code","latitude","longitude","altitude","Region","lake_area_km2","basin_area_km2","lake_catchm_.","min_elev","mean_elev","max_elev","developed","agriculture","forest","natural_not_forest","peat","glacier","freshwater","Avrenning","ERA5.mean.annual.temperature.2019","ERA5.total.annual.precipitation.2019","ERA5.total.annual.runoff.2019","X2019_ALK","X2019_Al.Il","X2019_Al.R","X2019_Al","X2019_As","X2019_Ca","X2019_Cd","X2019_Cl","X2019_Co","X2019_Cr","X2019_Cu","X2019_DOC.C","X2019_FARGE","X2019_F","X2019_Fe","X2019_Hg","X2019_KOND","X2019_K","X2019_Mg","X2019_Mn","X2019_NH4.N","X2019_NO3.N","X2019_Na","X2019_Ni","X2019_PO4.P","X2019_Pb","X2019_SO4","X2019_SiO2","X2019_TOC","X2019_CNDOM","X2019_TOTN","X2019_TON","X2019_TOTP","X2019_Zn","X2019_pH","X2019_H","X2019_LAL","X2019_ALKE","X2019_ANC","X2019_ANCorg","TOC_TON","Prøvenr","Stasjonskode","Stasjonskode.1","Stasjonsnavn","sUVa","sVISa","SAR","E2_E3","HI","Comp.1","Comp.2","Comp.3","Comp1.R","Comp2.R","Comp3.R","bix","a","m","c","fi","Number","Sample_ID","Survey","dmax","tmax","tmax_h","auc","hauc","width","hwidth","ox_initial","incub_date","Comp1.C","Comp2.C","Comp3.C","dmax.C","a.C","m.C","c.C","Al.C","Cd.C","Co.C","Cr.C","Fe.C","Hg.C","Pb.C"
"232","DOM12479","C:/Users/CBG/R/Projects/100 lakes StarDOM/FluorescenceEEM/191105",0.375556891230769,0.365881388230769,0.288485442230769,0.272472327230769,0.0937876082307692,0.0778099612307692,0.0574452552307692,0.0516278492307692,"1263-2-33",60.667,5.243,21,7,0.331047012,2.5851,12.80596542,22.04678345,42.95142354,135.1622925,1.011898935,25.87402042,52.22325443,0.684008863,7.059591081,0,13.14722529,47.793,7.663629055,2426.006348,747.4897461,0.124,55,64,160,0.15,2.45,0.018,13.5,0.033,0.23,0.05,7,69,35,160,2.76,6.88,0.95,0.87,6.9,2,185,8.58,0.05,16,0.13,2.21,1.56,7.3,24.91467577,480,293,26,6.1,6.71,0.19498446,9,98.60966975,151.4403285,126.497,0.0249146757679181,"DOM12479","1263-2-33","1263-2-33","Hundvensvatnet",5.22687697472527,7.37540703296703,7.0868996807388,3.9011698361099,0.744701250173772,161.3586432,70.70025047,62.31722035,54.8137690237453,24.0169793345382,21.1692516417165,0.470145064760147,209.225130476472,126.272696699169,142.689484578495,1.20871182962694,231,12479,"1000_lakes",7.940110908,23.22433333,24.48008333,70.70541786,70.70541786,9.5335,4.690666667,426.0584201,191031,23.0512347428571,10.1000357814286,8.90246005,1.13430155828571,29.8893043537817,18.0389566713099,20.3842120826421,22.8571428571429,0.00257142857142857,0.00471428571428571,0.0328571428571429,22.8571428571429,0.394285714285714,0.0185714285714286
"233","DOM12480","C:/Users/CBG/R/Projects/100 lakes StarDOM/FluorescenceEEM/191106",0.100455353153846,0.0977440941538461,0.0811669321538462,0.0764013621538462,0.0422658531538462,0.0370955931538462,0.0344334431538462,0.0326476791538461,"1266-2-35",60.753,5.467,417,7,0.184868651,1.182,15.64032578,415.2081299,530.3953892,703.2780762,0,0,21.43570246,62.92938317,0,0,15.63491318,108.197,6.758569241,2520.923096,1469.215088,0.043,24,40,75,0.065,0.36,0.013,3.53,0.035,0.05,0.05,1.3,12,7,23,1.47,1.79,0.13,0.31,2.7,5,50,2.25,0.05,2,0.19,0.6,0.82,1.6,21.33333333,130,75,5,1.2,5.54,2.884031503,16,13.58114704,29.38037379,23.588,0.0213333333333333,"DOM12480","1266-2-35","1266-2-35","Klefjellvatni",7.51877647337278,25.1135993491124,2.99390635681162,2.31260194365559,0.781646838259024,36.34298513,10.91055513,14.18032104,59.1579047140245,17.7598394421612,23.0822558438143,0.477176018938989,47.0259215583487,24.9247906435749,33.1330348631145,1.2914380879293,232,12480,"1000_lakes",6.534793138,18.12858333,18.85170833,49.52010064,49.52010064,6.313166667,2.966416667,292.3327133,191029,27.9561424076923,8.39273471538462,10.9079392615385,5.02676395230769,36.1737858141144,19.172915879673,25.4869498947035,57.6923076923077,0.01,0.0269230769230769,0.0384615384615385,17.6923076923077,1.13076923076923,0.146153846153846
"234","DOM12483","C:/Users/CBG/R/Projects/100 lakes StarDOM/FluorescenceEEM/191104",0.0585260393461538,0.0568440783461538,0.0554774743461538,0.0537562483461538,0.0360747943461538,0.0340495073461538,0.0335358203461538,0.0326039643461538,"1266-1-24",60.923,5.799,NA,7,0.054328942,4.2341,1.283128448,785.9538574,900.8172693,1025.374268,0,0,0,83.24650299,0,0,16.75349826,115.912,5.678582668,2486.463135,1548.764404,0.043,5,11,27,0.05,0.14,0.004,1.56,0.02,0.05,0.083,0.33,3,4,3.8,0.91,0.89,0.036,0.14,0.98,6,27,1.09,0.05,1,0.15,0.31,0.34,0.57,20.35714286,61,28,1,0.53,5.55,2.818382931,6,13.58114704,14.87768567,12.513,0.0203571428571429,"DOM12483","1266-1-24","1266-1-24","HOH 800",17.2254782867133,98.799891958042,1.74347136877726,1.57572841027753,0.945678950387821,10.88683107,4.09438231,4.530555569,55.7962278994594,20.9841676615889,23.2196044389517,0.603972658270851,14.6148524776936,7.81394927450776,10.015796779534,1.25906873817946,233,12483,"1000_lakes",6.769135082,18.15375,19.498125,51.27312529,51.27312529,5.9075,2.789083333,292.3329278,191029,32.9903971818182,12.4072191212121,13.728956269697,20.5125305515152,44.2874317505867,23.678634165175,30.3508993319212,81.8181818181818,0.0121212121212121,0.0606060606060606,0.151515151515152,11.5151515151515,2.75757575757576,0.454545454545455
"235","DOM12485","C:/Users/CBG/R/Projects/100 lakes StarDOM/FluorescenceEEM/191029",0.0463432009230769,0.0456311299230769,0.0431336459230769,0.0426955049230769,0.0216674329230769,0.0208434529230769,0.0179825069230769,0.0168222479230769,"1266-1-43",60.9289057,5.81325344,816,7,0.072351918,3.8008,1.903597082,813.9125977,910.3166702,1044.302246,0,0,0,83.09010874,0,0,16.90988996,118.119,5.678582668,2486.463135,1548.764404,0.041,5,10,23,0.035,0.15,0.004,1.67,0.02,0.05,0.051,0.53,2,5,3.1,0.72,0.92,0.038,0.15,0.89,9,22,1.15,0.05,1,0.13,0.34,0.21,0.68,18.37837838,68,37,1,0.41,5.58,2.630267992,5,11.3805985,15.70382479,12.752,0.0183783783783784,"DOM12485","1266-1-43","1266-1-43","HOH 816",8.60964715529753,31.7400904208999,2.71254651172271,2.10597767096246,0.935666177783703,3.65216142,2.382153154,1.477902263,48.616293954828,31.7103886334478,19.6733174117242,0.604462642895023,5.62778684371369,2.9946599092263,3.69614262722644,1.32479469127952,234,12485,"1000_lakes",8.710262573,18.78766667,21.551875,74.08287155,74.08287155,7.657,2.992,283.3897884,191029,6.89087060377358,4.49462859245283,2.78849483584906,16.4344576849057,10.618465742856,5.65030171552132,6.97385401363479,43.3962264150943,0.00754716981132075,0.0377358490566038,0.0943396226415094,5.84905660377358,1.35849056603774,0.245283018867925
"236","DOM12486","C:/Users/CBG/R/Projects/100 lakes StarDOM/FluorescenceEEM/191101",0.0448702086923077,0.0468882856923077,0.0439219836923077,0.0425949796923077,0.0179837196923077,0.0167789346923077,0.0179924936923077,0.0185754796923077,"1266-2-10",60.979,5.793,768,7,0.159223624,2.0363,7.819261591,765.3916016,871.0836321,997.4544678,0,0,0,89.98468474,0,0,10.01531525,114.03,5.678582668,2486.463135,1548.764404,0.044,5,12,30,0.031,0.2,0.004,2.1,0.02,0.05,0.083,0.36,2,6,3.5,0.54,1.1,0.055,0.17,1.3,6,41,1.38,0.05,1,0.073,0.45,0.42,0.5,26.31578947,66,19,1,0.54,5.62,2.398832919,7,14.67480074,14.29307809,12.167,0.0263157894736842,"DOM12486","1266-2-10","1266-2-10","Svadfjellvatni",13.0245238034188,51.5985547008547,2.52420322215015,2.60726292972435,0.908435423974045,3.526533669,2.107511733,1.396394113,50.1609275135055,29.9769556156974,19.8621168707971,0.571750945088013,5.12178198254628,2.883152074843,3.49714561542987,1.31355756589922,235,12486,"1000_lakes",8.605989907,18.25508333,20.03058333,66.34499389,66.34499389,7.504833333,3.321333333,278.9496781,191029,9.79592685833333,5.85419925833333,3.87887253611111,23.9055275194444,14.2271721737397,8.00875576345278,9.71429337619408,83.3333333333333,0.0111111111111111,0.0555555555555556,0.138888888888889,9.72222222222222,1.5,0.202777777777778
"237","DOM12497","C:/Users/CBG/R/Projects/100 lakes StarDOM/FluorescenceEEM/191105",0.0736100346538462,0.0726351526538462,0.0676869016538462,0.0654364466538462,0.0399430036538462,0.0394037436538462,0.0369391206538462,0.0359640916538462,"1252-2-21",60.956,6.097,758,7,0.47458691,7.6269,6.222540084,755.5371094,995.503704,1214.587891,0,0,1.088058616,86.71055445,0,0,12.20139187,92.875,4.420983791,2548.686035,1593.106567,0.045,6,11,31,0.032,0.28,0.004,1,0.021,0.05,0.1,0.45,3,5,5.2,0.53,0.68,0.079,0.12,1.3,7,20,0.84,0.05,1,0.061,0.34,0.51,0.7,17.94871795,66,39,1,0.34,5.83,1.479108388,5,15.76474827,26.1870594,23.308,0.0179487179487179,"DOM12497","1252-2-21","1252-2-21","Nedre Sørdalsvatnet",16.141145034188,79.9202036752137,2.01965764499097,1.81846996994309,0.900892257578001,11.62151119,7.235923092,4.596698355,49.5499508332554,30.8513778957018,19.5986712710428,0.513360090408766,16.8635593843192,9.69142038525479,11.2566997367162,1.37161702727626,236,12497,"1000_lakes",7.041981929,18.38291667,25.52133333,53.17764898,53.17764898,3.701833333,2.003083333,265.2889153,191102,25.8255804222222,16.0798290933333,10.2148852333333,15.6488487311111,37.4745764095982,21.5364897450106,25.0148883038138,68.8888888888889,0.00888888888888889,0.0466666666666667,0.111111111111111,11.5555555555556,1.17777777777778,0.135555555555556
"238","DOM12501","C:/Users/CBG/R/Projects/100 lakes StarDOM/FluorescenceEEM/191021",0.0160635825769231,0.0138291065769231,0.00514588257692308,0.00335778357692308,0.00426872557692308,0.00448368457692308,0.00172506257692308,0.00139011657692308,"1228-3-4",59.794,7.013,1205,3,2.756630638,14.7529,18.68534755,1196.978516,1294.271472,1550.851074,0,0,0,78.66831754,0,0,21.33168339,80,1.754937768,1824.427124,801.1297607,0.049,5,5,16,0.063,0.43,0.026,0.44,0.033,0.066,0.21,0.3,2,6,8.1,0.74,0.55,0.098,0.082,2.9,3,50,0.44,0.094,1,0.05,0.45,0.34,0.41,7.192982456,110,57,2,2,5.76,1.737800829,0,20.09467965,24.71269209,23.103,0.00719298245614035,"DOM12501","1228-3-4","1228-3-4","Kaldevatn",4.60970219230769,4.63372192307692,9.94816320191851,3.23963354582545,0.242805531814057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237,12501,"1000_lakes",7.289228331,12.29775,23.79708333,41.05807358,41.05807358,4.817833333,2.383583333,247.7935759,191001,NA,NA,NA,24.29742777,NA,NA,NA,53.3333333333333,0.0866666666666667,0.11,0.22,27,2.46666666666667,0.166666666666667
"239","DOM12504","C:/Users/CBG/R/Projects/100 lakes StarDOM/FluorescenceEEM/191017",0.00969130411538462,0.0101612461153846,0.00307660311538462,0.00789385511538462,-0.000245326884615385,9.95611538461526e-06,-0.000750379884615385,-0.00170881788461538,"1228-1-42",59.999,6.488,1166,3,0.045020793,0.2802,16.06737797,1165.488037,1194.070307,1240.307861,0,0,0,82.68644896,0,0,17.31355114,92.414,2.331933498,2391.292725,1443.395508,0.068,5,5,14,0.075,0.92,0.004,0.69,0.01,0.05,0.05,0.56,2,5,1.8,0.53,0.78,0.097,0.1,0.4,2,5,0.58,0.05,1,0.043,0.52,0.3,0.37,10.88235294,41,34,1,0.33,6.24,0.575439937,0,40.29747385,51.33969591,49.94,0.0108823529411765,"DOM12504","1228-1-42","1228-1-42","HOH 1166",1.81450823489011,-3.05146050824176,-5.94635988238833,-41.4192114790643,0.776858962547215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,238,12504,"1000_lakes",38.95797576,14.95916667,26.673,131.7728861,131.7728861,2.764,2.764,428.7642424,191002,NA,NA,NA,69.5678138571428,NA,NA,NA,25,0.00714285714285714,0.0178571428571429,0.0892857142857143,3.21428571428571,0.946428571428571,0.0767857142857143
"240","DOM12505","C:/Users/CBG/R/Projects/100 lakes StarDOM/FluorescenceEEM/191028",0.0513671140769231,0.0530757700769231,0.0520360050769231,0.0484563810769231,0.0246883380769231,0.0238644510769231,0.0199078630769231,0.0186833180769231,"1228-1-12",60.02861249,6.82272231,1366,3,0.049660907,0.3231,15.3701354,1365.394287,1403.26385,1519.700439,0,0,0,78.08785578,0,0,21.91214577,73.464,1.142602563,2190.943359,1277.353516,0.046,5,5,9.6,0.028,0.25,0.004,0.41,0.023,0.05,0.095,0.21,2,2,3,0.68,0.37,0.048,0.051,1.1,5,9,0.33,0.05,1,0.054,0.2,0.27,0.4,11.42857143,49,35,2,0.34,5.81,1.548816619,0,16.85139764,16.23738276,14.521,0.0114285714285714,"DOM12505","1228-1-12","1228-1-12","HOH 1367",25.2741762271062,88.9681813186813,2.84081070923265,2.14983162947426,0.912966142680453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,239,12505,"1000_lakes",12.74822003,14.04633333,16.18933333,103.6261187,103.6261187,6.946916667,3.14375,281.9467302,191025,NA,NA,NA,60.7058096666667,NA,NA,NA,45.7142857142857,0.019047619047619,0.10952380952381,0.238095238095238,14.2857142857143,3.23809523809524,0.257142857142857
"241","DOM12506","C:/Users/CBG/R/Projects/100 lakes StarDOM/FluorescenceEEM/191018",-0.003952233,-0.004551036,-0.00648848,-0.006694615,-0.008098779,-0.006926777,-0.006631849,-0.004785733,"1228-2-4",60.05973323,7.02721169,1430,3,0.388127408,3.1885,12.17272723,1428.88623,1492.391658,1617.272461,0,0,0,86.06034486,0,0,13.93965283,62.768,0.330255121,1950.317627,1111.782715,0.064,5,5,1,0.065,0.7,0.004,0.33,0.01,0.05,0.073,0.13,2,4,1.1,0.29,0.65,0.008,0.16,0.96,3,39,0.31,0.065,1,0.011,0.57,0.19,0.25,6.097560976,83,41,1,0.2,6.37,0.426579519,0,36.07709646,38.03611245,36.97,0.00609756097560976,"DOM12506","1228-2-4","1228-2-4","Øvre Juklevatni",-3.50079692307692,-36.8133307692308,0.950959027593056,0.561941003699446,1.47100901860587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240,12506,"1000_lakes",6.684358865,22.71775,26.00191667,82.96431393,82.96431393,11.53633333,11.38425,351.2331049,191018,NA,NA,NA,51.4181451153846,NA,NA,NA,7.69230769230769,0.0307692307692308,0.0769230769230769,0.384615384615385,8.46153846153846,2.23076923076923,0.0846153846153846
"242","DOM12509","C:/Users/CBG/R/Projects/100 lakes StarDOM/FluorescenceEEM/191028",0.0719407957307692,0.0745623417307692,0.0663802787307692,0.0626029347307692,0.0310284977307692,0.0274770617307692,0.0235817557307692,0.0211812557307692,"1228-3-8",59.94953678,6.67825571,594,3,3.354483627,120.5371,2.782947015,593.6951294,1166.586872,1632.708008,0,0.14695071,8.24604152,80.51630353,0.950804013,0.918483691,9.221415409,55.207,1.142602563,2190.943359,1277.353516,0.047,7,12,27,0.051,0.54,0.007,0.71,0.033,0.05,0.14,0.7,4,9,6.9,0.53,0.68,0.078,0.098,1.5,6,48,0.58,0.082,1,0.052,0.54,0.62,0.64,30.47619048,75,21,1,0.91,5.94,1.148153621,5,17.93508706,27.962838,25.357,0.0304761904761905,"DOM12509","1228-3-8","1228-3-8","Reinsnosvatnet",10.6517631043956,30.2589367582418,3.52020402749093,2.40302777072027,0.839605265575172,8.247704519,3.778430919,2.897537393,55.2659161883231,25.3183714343516,19.4157123773253,0.506079621322079,10.7599696361436,6.33976317660927,7.88897470279881,1.29415324933843,241,12509,"1000_lakes",18.9233799,9.685333333,11.27054167,181.9398772,181.9398772,7.17525,3.06775,285.1784314,191025,11.7824350271429,5.39775845571429,4.13933913285714,27.0333998571429,15.3713851944909,9.05680453801324,11.2699638611412,38.5714285714286,0.01,0.0471428571428571,0.0714285714285714,9.85714285714286,0.757142857142857,0.0742857142857143
"243","DOM12523","C:/Users/CBG/R/Projects/100 lakes StarDOM/FluorescenceEEM/191105",0.614502994692308,0.599198369692308,0.473507343692308,0.448717920692308,0.157364545692308,0.130058793692308,0.0935432976923077,0.0826871156923077,"1260-2-20",60.69897765,4.97240159,19,7,0.15909454,2.4691,6.443422301,16.35733986,36.5392881,66.43165588,0,6.181039567,52.853765,3.638307745,30.49087668,0,6.836010357,45,8.660303116,2398.845703,NA,0.057,78,88,190,0.22,1.07,0.016,11.2,0.36,0.22,0.05,10.9,131,16,420,3.97,5.36,0.31,0.91,8.5,3,44,7.26,0.05,7,0.54,1.84,1.87,10.8,28.19843342,430,383,17,3,5.49,3.235936569,10,28.65573746,94.80357435,57.891,0.0281984334203655,"DOM12523","1260-2-20","1260-2-20","Færevatnet",5.49723274947071,7.58597391672548,7.24657481005896,3.80770882701819,0.748863720912204,208.6758132,69.12795687,80.73354275,58.2019794700597,19.280547490661,22.5174730392793,0.428823763619047,256.231165357836,150.286718004507,183.893487642119,1.23272720466252,242,12523,"1000_lakes",8.143422364,17.824,19.891125,61.19029637,61.19029637,6.287833333,2.890416667,278.9497332,191029,19.1445700183486,6.34201439174312,7.4067470412844,0.747102969174312,23.5074463631042,13.7877722939915,16.8709621690017,17.4311926605505,0.00146788990825688,0.0330275229357798,0.0201834862385321,38.5321100917431,0.364220183486239,0.0495412844036697
"244","DOM12528","C:/Users/CBG/R/Projects/100 lakes StarDOM/FluorescenceEEM/191105",0.311385178115385,0.301777416115385,0.236152240115385,0.221148023115385,0.0725675201153846,0.0588468731153846,0.0447279171153846,0.0409844811153846,"1216-2-13",59.545,5.372,30,6,0.192497216,0.994,19.3659171,28.30099106,39.52838594,94.80815125,5.000899819,36.68597002,8.761412388,21.09489581,7.898714062,0,20.55810778,35.73,9.069086075,1955.353271,601.5413818,0.313,5,13,44,0.23,7.41,0.004,12.6,0.02,0.12,0.05,6.7,49,51,110,1.49,9.52,1.28,1.11,32,3,58,8.57,0.05,5,0.076,5.94,0.97,6.6,17.41424802,440,379,13,1.8,7.12,0.075857758,8,292.236638,383.5596109,360.929,0.0174142480211082,"DOM12528","1216-2-13","1216-2-13","Mannavatnet",4.50414053903559,6.11708673363949,7.36321182805226,4.15857418905247,0.732818333333561,159.1871412,98.26797612,57.33803867,50.5688062687922,31.2166812556502,18.2145124755576,0.495600685797996,229.203271752958,144.455007022902,136.137135362129,1.25227872871785,243,12528,"1000_lakes",4.653452104,13.6165,19.81658333,43.29410327,43.29410327,7.276916667,3.346916667,377.4868608,191102,23.7592748059702,14.6668621074627,8.55791621940299,0.694545090149254,34.2094435452176,21.5604488093884,20.3189754271834,6.56716417910448,0.000597014925373134,0.00298507462686567,0.017910447761194,16.4179104477612,0.222388059701493,0.0113432835820896
"245","DOM12529","C:/Users/CBG/R/Projects/100 lakes StarDOM/FluorescenceEEM/191105",0.2571883065,0.2491588605,0.1959696125,0.1825632165,0.0625126335,0.0507540955,0.0414013695,0.0376824285,"1216-3-11",59.604,5.346,12,6,0.987345924,14.8321,6.656818144,15.16676998,62.22156674,268.5747681,0,17.34196391,37.35946251,25.80221458,6.136210019,0,13.36014887,34.041,9.069086075,1955.353271,601.5413818,0.127,21,30,79,0.17,2.75,0.004,12.1,0.02,0.14,0.05,5.3,38,21,71,1.55,6.31,0.76,0.96,4.3,9,146,7.28,0.05,2,0.038,2.53,0.76,5.4,22.9787234,390,235,6,2.7,6.77,0.169824365,9,101.7096709,148.5221982,129.537,0.0229787234042553,"DOM12529","1216-3-11","1216-3-11","Storavatnet",4.7011105754717,7.10989216981132,6.6120701456383,3.98573610724623,0.732718138675225,116.0795304,62.14329493,39.68576619,53.2698273116717,28.5180563540545,18.2121163342738,0.487051691271567,157.148805685585,99.0335800203939,100.634027446384,1.21883592092265,244,12529,"1000_lakes",7.923769953,24.54275,24.45475,70.70825661,70.70825661,8.24025,3.980666667,398.1378773,191031,21.9017981886792,11.7251499867925,7.48788041320755,1.4950509345283,29.650718053884,18.6855811359234,18.9875523483743,14.9056603773585,0.000754716981132076,0.00377358490566038,0.0264150943396226,13.3962264150943,0.292452830188679,0.00716981132075472
"246","DOM12535","C:/Users/CBG/R/Projects/100 lakes StarDOM/FluorescenceEEM/191104",0.237366703576923,0.232030493576923,0.190798905576923,0.182531532576923,0.0823343405769231,0.0734912795769231,0.0576388585769231,0.0549671525769231,"1223-1-40",59.97748149,5.55817097,70,7,0.06003138,3.4095,1.760709207,69.53739929,257.0022584,509.7250061,0,2.920584896,73.32193465,16.9468492,4.782706835,0,2.027924312,59.512,8.098810196,2512.725098,500.7676392,0.071,45,54,110,0.13,1.26,0.0061,7.31,0.16,0.23,0.05,3.8,36,11,130,2.06,3.64,0.26,0.6,7.4,4,124,4.46,0.05,2,0.1,1.1,2.37,4,24.69135802,290,162,6,2.3,6.08,0.831763771,9,43.45490449,75.21007331,61.333,0.0246913580246914,"DOM12535","1223-1-40","1223-1-40","Øvre Vermedalsvatn",6.10606562044534,14.4650401518219,4.22125729092863,2.81814965603741,0.786670449056343,86.02504948,26.91555007,33.36937441,58.7964355072051,18.3962510152305,22.8073134775644,0.463308916628554,103.231289309933,61.9353404345838,77.9490983283322,1.22731089673871,245,12535,"1000_lakes",5.285919788,16.60625,22.26091667,50.71344814,50.71344814,12.49925,3.853833333,344.4122287,191104,22.6381709157895,7.08303949210526,8.78141431842105,1.39103152315789,27.1661287657718,16.2987737985747,20.512920612719,28.9473684210526,0.00160526315789474,0.0421052631578947,0.0605263157894737,34.2105263157895,0.542105263157895,0.0263157894736842
"247","DOM12538","C:/Users/CBG/R/Projects/100 lakes StarDOM/FluorescenceEEM/191015",0.0170778509230769,0.0192828089230769,0.0149993379230769,0.0136463799230769,0.00935661492307692,0.00837981092307692,0.00768289992307692,0.00763079092307692,"1231-1-9",60.06104674,7.32619302,1269,6,0.085664421,0.3449,24.8374661,1266.00769,1273.220789,1287.501831,0,0,0,72.82159744,0,0,27.17845238,39.178,0.559503198,1599.197998,947.4574585,0.052,5,5,6.4,0.051,1.09,0.01,0.32,0.015,0.05,0.05,0.62,2,20,22,0.22,0.93,0.061,0.058,1,10,1,0.36,0.4,1,0.026,1.77,0.41,0.76,10.55555556,83,72,2,1.1,6.01,0.977237221,0,23.3177468,31.14563338,27.849,0.0105555555555556,"DOM12538","1231-1-9","1231-1-9","HOH 1274",3.11013047146402,12.3077272952854,2.52697382453006,2.06087448095339,0.70769668348191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,246,12538,"1000_lakes",13.09222795,16.68333333,20.57591667,139.3639942,139.3639942,9.913333333,3.600166667,181.7675908,191018,NA,NA,NA,21.1164966935484,NA,NA,NA,10.3225806451613,0.0161290322580645,0.0241935483870968,0.0806451612903226,35.4838709677419,0.354838709677419,0.0419354838709677
"248","DOM12541","C:/Users/CBG/R/Projects/100 lakes StarDOM/FluorescenceEEM/191028",0.0592438407692308,0.0607356747692308,0.0546398627692308,0.0534566357692308,0.0292065937692308,0.0270904437692308,0.0236483327692308,0.0211907497692308,"1231-2-7",60.19130169,7.16521219,1343,6,0.114100323,0.6499,17.55659686,1343,1364.073396,1433.580688,0,0,0,74.32121847,7.187814973,0,18.49096655,43.31,0.623498559,1602.572632,1003.506042,0.068,5,5,2.5,0.061,1.71,0.006,0.35,0.011,0.05,0.24,0.28,2,12,23,0.38,1.21,0.013,0.045,1,3,2,0.4,0.34,1,0.02,2.14,0.89,0.55,13.41463415,46,41,2,0.4,6.44,0.363078055,0,40.29747385,52.40570217,50.323,0.0134146341463415,"DOM12541","1231-2-7","1231-2-7","HOH 1343",21.6913124175824,75.6812491758242,2.86614090726604,2.07951927736318,0.880152167113362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247,12541,"1000_lakes",7.147049247,14.24925,18.59820833,74.82739445,74.82739445,7.47975,3.498833333,181.7675908,191018,NA,NA,NA,25.5251758821429,NA,NA,NA,8.92857142857143,0.0214285714285714,0.0392857142857143,0.178571428571429,82.1428571428571,1.35714285714286,0.0714285714285714
"249","DOM12543","C:/Users/CBG/R/Projects/100 lakes StarDOM/FluorescenceEEM/191010",0.0201237718461538,0.0171819938461538,0.00915413984615385,0.0111499758461538,0.000572940846153846,0.000462719846153846,-0.00314284815384615,-0.00423486815384615,"1231-1-14",60.263,6.965,1250,6,0.044885946,0.3129,14.34514082,1257,1273.965564,1323.060669,0,0,0,76.82127076,0,0,23.17873453,45,1.36605227,1732.547607,933.7948608,0.212,5,8,7.7,0.095,4.34,0.004,0.51,0.01,0.097,0.19,0.81,3,5,4.9,0.52,2.48,0.067,0.15,2.4,4,6,0.47,0.11,1,0.013,0.69,0.44,0.94,15.93220339,69,59,1,0.2,7.18,0.066069345,3,189.0766241,222.1694568,218.688,0.0159322033898305,"DOM12543","1231-1-14","1231-1-14","HOH 1253",2.12123380816714,-5.22823228869895,-4.05726771695335,29.9891235918972,0.64893375856084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,248,12543,"1000_lakes",6.070703576,16.53191667,26.31983333,50.25152912,50.25152912,7.657166667,3.144,177.3918526,191015,NA,NA,NA,7.49469577283951,NA,NA,NA,9.50617283950617,0.00493827160493827,0.0123456790123457,0.119753086419753,6.04938271604938,0.641975308641975,0.0160493827160494
"250","DOM12544","C:/Users/CBG/R/Projects/100 lakes StarDOM/FluorescenceEEM/191015",0.0133214413846154,0.0146661553846154,0.0114064383846154,0.0126316473846154,0.00640006238461539,0.00599256538461538,0.00460168238461538,0.00535766738461539,"1231-1-41",60.29211579,6.4895288,1092,6,0.105572772,3.3772,3.126044401,1091.659424,1338.046429,1473.839355,0,0,0,82.09026609,0,10.59002508,7.319708953,78.069,3.954400539,2241.700439,1140.94397,0.049,5,5,13,0.04,0.33,0.005,0.96,0.022,0.072,0.2,0.26,2,5,9,0.57,0.66,0.089,0.087,0.87,2,9,0.68,0.074,2,0.066,0.26,0.2,0.36,10,47,36,3,0.41,5.84,1.445439771,0,20.09467965,22.48558506,21.12,0.01,"DOM12544","1231-1-41","1231-1-41","HOH 1092",5.64082899408284,20.6064130177515,2.73741431331281,2.29156444160142,0.861278709610961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,249,12544,"1000_lakes",105.4258457,12.88,26.673,221.3444471,221.3444471,1.5215,1.5215,377.7649698,191002,NA,NA,NA,405.484021923077,NA,NA,NA,50,0.0192307692307692,0.0846153846153846,0.276923076923077,34.6153846153846,2.19230769230769,0.253846153846154
