wavelength (nm),DOMBlank1,DOMSTD17,DOM12005,DOM12055,DOM12100,DOM12209,DOM12305,DOM12329,DOM12344,DOMBlank2,DOM12439,DOM12440,DOM12445,DOM12505,DOM12509,DOM12541,DOM13042,DOM11951,DOM12452,DOMBlank4,DOM12472,DOM12481,DOM12482,DOM12484,DOMBlank5
705.5999756,-0.000950166,-0.002237556,-0.006685463,-0.007916897,-0.008231818,-0.010386677,-0.010941344,-0.012774378,-0.012379217,-0.013693019,-0.013782755,-0.015020412,-0.015166223,-0.017970528,-0.017389458,-0.015975142,-0.017341705,-0.017975545,-0.017554414,-0.018084614,-0.017795246,-0.017601298,-0.018697932,-0.018600278,-0.018477993
704.7999878,-0.001422277,-0.00302591,-0.006814681,-0.007888987,-0.008931175,-0.010912971,-0.010973097,-0.013016267,-0.012624293,-0.013240143,-0.014496972,-0.015572444,-0.015650356,-0.018038874,-0.017642809,-0.016509563,-0.017075934,-0.017516624,-0.018067926,-0.019299887,-0.018562282,-0.018337658,-0.018796308,-0.018522248,-0.018555684
704,-0.00055583,-0.002390141,-0.005526188,-0.007772141,-0.00770389,-0.010891463,-0.010530261,-0.012483864,-0.012692579,-0.013478611,-0.014011299,-0.015205267,-0.015112774,-0.017945144,-0.017096341,-0.016006378,-0.017360607,-0.017027449,-0.017629387,-0.018437952,-0.018174687,-0.017428054,-0.017997302,-0.018249752,-0.018547053
703.2000122,-0.000978474,-0.002262072,-0.006057892,-0.008421768,-0.007604698,-0.010639295,-0.010725927,-0.012348321,-0.012311434,-0.013277504,-0.013380629,-0.015069071,-0.014671389,-0.01818442,-0.017406469,-0.015903575,-0.017188661,-0.016663594,-0.017591404,-0.018476952,-0.017635353,-0.017561076,-0.017785853,-0.017739734,-0.01791181
702.4000244,-0.001705328,-0.002996553,-0.006607506,-0.008226839,-0.008715722,-0.010932761,-0.011069958,-0.013715441,-0.012978029,-0.013576219,-0.014321934,-0.015672129,-0.015754418,-0.01835349,-0.01765638,-0.01717826,-0.018078059,-0.017700767,-0.018000977,-0.019076984,-0.018404458,-0.018229399,-0.019266013,-0.019153329,-0.01888812
701.5999756,-0.001322105,-0.003148768,-0.007272623,-0.00908168,-0.00819966,-0.010934983,-0.011362831,-0.013114381,-0.013476,-0.014196985,-0.014582938,-0.015744682,-0.015912909,-0.018518874,-0.017803544,-0.016204182,-0.017863669,-0.018135611,-0.018527359,-0.018918058,-0.01797043,-0.01841726,-0.018749107,-0.019101361,-0.018685436
700.7999878,-0.000826167,-0.002485743,-0.005750586,-0.007651651,-0.007376624,-0.010135631,-0.010591804,-0.013124025,-0.012216059,-0.013648018,-0.014195482,-0.014741206,-0.015580735,-0.017944796,-0.017191298,-0.016023343,-0.017253596,-0.01725479,-0.017297827,-0.018477298,-0.018228654,-0.01800942,-0.018232029,-0.018634452,-0.018490545
700,-0.001044433,-0.001815982,-0.006368704,-0.007794159,-0.007165949,-0.01060494,-0.010145999,-0.012968734,-0.012136419,-0.013629455,-0.013811593,-0.015389844,-0.016018454,-0.018332398,-0.017452275,-0.016546892,-0.017716276,-0.017272852,-0.018101696,-0.018419394,-0.0184964,-0.018095588,-0.018208697,-0.019166654,-0.018650224
699.2000122,-0.002002883,-0.002270724,-0.006099244,-0.007861227,-0.007514999,-0.010528846,-0.010683092,-0.012932503,-0.012077965,-0.013326056,-0.013099712,-0.015246307,-0.015527437,-0.017562468,-0.017390154,-0.016586361,-0.016472481,-0.017608507,-0.017668311,-0.018298894,-0.017439244,-0.017347327,-0.017267428,-0.018337758,-0.018370364
698.4000244,-0.000651062,-0.001824179,-0.00520137,-0.007981251,-0.007896765,-0.009952602,-0.00991111,-0.013027269,-0.011971709,-0.0130863,-0.012860736,-0.014826823,-0.015269251,-0.016784946,-0.016433749,-0.016296143,-0.016646653,-0.015868986,-0.016998177,-0.018061917,-0.01727524,-0.017235784,-0.017647929,-0.017937098,-0.017534027
697.5999756,-0.001216488,-0.001739311,-0.005933096,-0.007892138,-0.007401106,-0.009917688,-0.009940812,-0.012109232,-0.012140447,-0.013226986,-0.012843395,-0.014918626,-0.014851689,-0.017309966,-0.01714447,-0.015922092,-0.016489079,-0.016726017,-0.01682529,-0.017725421,-0.017131679,-0.017255638,-0.017065331,-0.017637739,-0.01798851
696.7999878,-0.000535406,-0.002314808,-0.005686003,-0.007683087,-0.007674694,-0.010166684,-0.010205979,-0.01205163,-0.012107722,-0.013072284,-0.012533261,-0.015292292,-0.01465392,-0.017126104,-0.016809102,-0.016039759,-0.016848149,-0.016756853,-0.016706839,-0.018547002,-0.017086985,-0.017698431,-0.017654043,-0.018369472,-0.018222498
696,-0.001056053,-0.002479411,-0.006091842,-0.008346458,-0.007580583,-0.011039675,-0.011191571,-0.013172093,-0.012984159,-0.013211116,-0.013510831,-0.015083672,-0.014778887,-0.017810103,-0.017320514,-0.015903177,-0.017143026,-0.01710112,-0.016926382,-0.017835196,-0.017308971,-0.017541138,-0.018471444,-0.018873744,-0.018508308
695.2000122,-0.001448232,-0.002902965,-0.007053951,-0.009148448,-0.008251223,-0.010578415,-0.011006816,-0.013023702,-0.012624594,-0.013845543,-0.01404749,-0.014940185,-0.0153796,-0.018211775,-0.017823024,-0.017026851,-0.017410746,-0.017733322,-0.017969038,-0.018720148,-0.018306935,-0.018209938,-0.01924447,-0.018559355,-0.018566251
694.4000244,-0.00172018,-0.002192383,-0.006732312,-0.008307706,-0.008323959,-0.010854149,-0.010142408,-0.01300888,-0.012784282,-0.013212171,-0.013641095,-0.014980701,-0.015087773,-0.016994892,-0.017636545,-0.016856864,-0.016969351,-0.016642818,-0.017694604,-0.018839737,-0.017173035,-0.017137751,-0.018317457,-0.018361976,-0.018435322
693.5999756,-0.001135736,-0.002810901,-0.006421046,-0.008274386,-0.008650968,-0.011548796,-0.010465575,-0.013354875,-0.01280087,-0.01359358,-0.013785965,-0.01536121,-0.016018005,-0.017658418,-0.017369861,-0.016750328,-0.017874449,-0.016511308,-0.017758422,-0.018899718,-0.017225483,-0.017218865,-0.018306538,-0.018278295,-0.018638073
692.7999878,-0.001170589,-0.002480184,-0.006641107,-0.008015966,-0.009150982,-0.010332232,-0.010390063,-0.013538483,-0.012401003,-0.013416923,-0.013930836,-0.014556504,-0.01577289,-0.017319916,-0.017030984,-0.016738122,-0.016503831,-0.017410398,-0.01723459,-0.01849243,-0.017766472,-0.017589366,-0.018641941,-0.018066686,-0.0181229
692,-0.000905892,-0.001949903,-0.006566712,-0.008304455,-0.007760647,-0.010244107,-0.009862426,-0.012868023,-0.011577934,-0.01242294,-0.013264548,-0.014151887,-0.015638571,-0.016886396,-0.016661601,-0.016356776,-0.016467545,-0.016840531,-0.017467842,-0.018339891,-0.016636239,-0.017779045,-0.017434569,-0.017907985,-0.017476493
691.2000122,-0.001373458,-0.002309401,-0.006274157,-0.008438422,-0.008082542,-0.011323037,-0.011070109,-0.012430034,-0.012416349,-0.013828995,-0.013706212,-0.014863546,-0.015293842,-0.017826054,-0.016636191,-0.016689202,-0.017088974,-0.016924489,-0.017615616,-0.018704329,-0.017902669,-0.017113214,-0.018193504,-0.018535841,-0.018028643
690.4000244,-0.001089364,-0.002919267,-0.005869867,-0.00778643,-0.007629931,-0.010839961,-0.009418252,-0.012940192,-0.011616798,-0.013016618,-0.012734511,-0.014597004,-0.014890062,-0.017316533,-0.016815975,-0.016523719,-0.015793409,-0.015942303,-0.016825588,-0.018045578,-0.017100921,-0.016883558,-0.018055959,-0.017559834,-0.018098369
689.5999756,-0.001902845,-0.003197234,-0.006282679,-0.007803618,-0.007561759,-0.010747291,-0.010409322,-0.013302609,-0.012210924,-0.013450001,-0.013647918,-0.015156874,-0.015432916,-0.018607421,-0.017333547,-0.016622439,-0.016542457,-0.016415503,-0.017219612,-0.01815721,-0.017747438,-0.017856762,-0.018405747,-0.018135661,-0.017774424
688.7999878,-0.001116785,-0.002425151,-0.006036295,-0.007971136,-0.007395915,-0.009989639,-0.010554162,-0.013420185,-0.012820977,-0.013804019,-0.01339614,-0.014532521,-0.015053819,-0.017454214,-0.016624581,-0.016085859,-0.016359767,-0.016880618,-0.017364835,-0.018376915,-0.017708771,-0.017227225,-0.017773032,-0.017472913,-0.017444715
688,-0.000714486,-0.00306894,-0.00600234,-0.008083863,-0.007526855,-0.011142829,-0.010027938,-0.013584448,-0.013393831,-0.014134397,-0.013895939,-0.01542527,-0.015920045,-0.017548298,-0.016508019,-0.016621841,-0.017382395,-0.017243994,-0.017733919,-0.018407831,-0.017134964,-0.017479278,-0.018054916,-0.018148422,-0.018541198
687.2000122,-0.000990767,-0.002881108,-0.005893107,-0.007274303,-0.007692598,-0.010398252,-0.009420887,-0.013207652,-0.012618861,-0.013274892,-0.013554992,-0.014344174,-0.015040567,-0.016474174,-0.016107213,-0.016258942,-0.01663918,-0.016257046,-0.01656259,-0.017741324,-0.016992154,-0.016679887,-0.017427458,-0.017099079,-0.017960295
686.4000244,-0.001898257,-0.003098138,-0.005994528,-0.008086455,-0.008290894,-0.010599282,-0.010279905,-0.013872773,-0.012646922,-0.013982826,-0.013676012,-0.015333175,-0.015405034,-0.01707444,-0.016757302,-0.016130408,-0.016857212,-0.016925186,-0.017483208,-0.018461868,-0.017171543,-0.01808377,-0.018269857,-0.018296562,-0.018650521
685.5999756,-0.00169584,-0.002311769,-0.006073616,-0.007701753,-0.007593099,-0.010462442,-0.010177659,-0.013029128,-0.011541536,-0.012995817,-0.013041889,-0.014549945,-0.014933133,-0.016918415,-0.01630472,-0.015431866,-0.016091198,-0.015805889,-0.017361702,-0.018244391,-0.016558655,-0.017771492,-0.018180199,-0.017542232,-0.017464161
684.7999878,-0.002285866,-0.002862748,-0.006453284,-0.008790257,-0.007558655,-0.011204639,-0.011390066,-0.012989536,-0.012909385,-0.013358288,-0.01335372,-0.014992405,-0.015348017,-0.01773541,-0.016709728,-0.016059117,-0.016318781,-0.016688157,-0.017450385,-0.018604644,-0.01741189,-0.017649967,-0.018536486,-0.018415175,-0.018423313
684,-0.001205337,-0.002364705,-0.005831456,-0.008258537,-0.007148176,-0.010544056,-0.009910046,-0.01280459,-0.012522949,-0.012935015,-0.012254111,-0.014440237,-0.015135675,-0.017494546,-0.016411765,-0.016137542,-0.016016908,-0.016169567,-0.017190702,-0.018260971,-0.017418554,-0.01707454,-0.017712299,-0.017215632,-0.017196972
683.2000122,-0.000933325,-0.002524658,-0.005665563,-0.007508283,-0.006727214,-0.010125667,-0.009274654,-0.012379569,-0.012338357,-0.013072284,-0.013374805,-0.015122325,-0.014907971,-0.017013211,-0.016183682,-0.016190466,-0.016539417,-0.016406929,-0.016896404,-0.017834054,-0.017304543,-0.017435864,-0.017844787,-0.018024569,-0.017338024
682.4000244,-0.002610864,-0.003255046,-0.006657576,-0.008509959,-0.008574835,-0.011700261,-0.011435351,-0.013749952,-0.013482525,-0.013749551,-0.014164113,-0.015625985,-0.015720665,-0.01857136,-0.017142627,-0.016736828,-0.017119585,-0.017092111,-0.01809966,-0.019044181,-0.017687049,-0.017978277,-0.018217782,-0.01857136,-0.018127467
681.5999756,-0.001819126,-0.00315067,-0.006813152,-0.008560216,-0.008345493,-0.01092019,-0.010518588,-0.012875764,-0.012337251,-0.013422997,-0.013657399,-0.015126024,-0.015126725,-0.0177783,-0.017002458,-0.015884459,-0.016489279,-0.017145764,-0.016570464,-0.018517684,-0.017189756,-0.01699494,-0.018113911,-0.018272389,-0.018252134
680.7999878,-0.001465311,-0.00327596,-0.005290525,-0.008273218,-0.006936065,-0.010278742,-0.010572149,-0.013060629,-0.012529588,-0.013455673,-0.013766705,-0.01471348,-0.015065821,-0.017116798,-0.01605368,-0.015672829,-0.015876174,-0.016345007,-0.016733889,-0.017376773,-0.01728146,-0.017779741,-0.017431486,-0.01782039,-0.0175118
680,-0.001184582,-0.002775613,-0.005555631,-0.00752945,-0.006710086,-0.010034868,-0.010191768,-0.012014416,-0.011775445,-0.013338609,-0.012937176,-0.014357548,-0.014219533,-0.01707021,-0.016173158,-0.015180822,-0.015837789,-0.01541158,-0.01599545,-0.017500861,-0.016750826,-0.017102961,-0.016996235,-0.01735623,-0.017119385
679.2000122,-0.001367162,-0.002390759,-0.005705982,-0.008146567,-0.007276441,-0.011033013,-0.009723076,-0.012267751,-0.011929905,-0.012997827,-0.013415467,-0.014123923,-0.013835063,-0.016527655,-0.016347302,-0.015510053,-0.015825508,-0.016617704,-0.01665652,-0.017449291,-0.016733192,-0.016419092,-0.017276434,-0.016985631,-0.017436361
678.4000244,-0.001625905,-0.0024581,-0.006521273,-0.007829042,-0.006922613,-0.010597715,-0.01000846,-0.012290851,-0.012532154,-0.012561478,-0.01303983,-0.013777388,-0.013911883,-0.01714875,-0.016375173,-0.015633376,-0.016001338,-0.015993904,-0.016981399,-0.016913684,-0.016907658,-0.01645349,-0.017235287,-0.017499618,-0.017523088
677.5999756,-0.001682276,-0.002379637,-0.005742514,-0.008325127,-0.007729676,-0.010218621,-0.01087369,-0.012518422,-0.012331363,-0.01358224,-0.013146075,-0.014239725,-0.014710628,-0.01800664,-0.016328704,-0.015944,-0.016626773,-0.016352985,-0.016179791,-0.01797634,-0.017487932,-0.017568236,-0.018032517,-0.017902868,-0.017502701
676.7999878,-0.001190054,-0.001689754,-0.005409369,-0.007551685,-0.00761355,-0.009390691,-0.01012946,-0.012400752,-0.011597946,-0.01287697,-0.012778852,-0.013594584,-0.014160806,-0.016677046,-0.015838487,-0.015452551,-0.015790064,-0.015577688,-0.015773589,-0.016790375,-0.016445164,-0.016551029,-0.016579285,-0.016780265,-0.01672557
676,-0.001664535,-0.002985138,-0.00556524,-0.008111456,-0.00740701,-0.009862072,-0.01027854,-0.012703892,-0.012193255,-0.01315582,-0.013554842,-0.014815615,-0.015003708,-0.017380456,-0.016650889,-0.016120531,-0.015926035,-0.015984323,-0.016594185,-0.017762646,-0.017219115,-0.017099775,-0.01732479,-0.01749206,-0.01735026
675.2000122,-0.002001749,-0.002063689,-0.006042013,-0.008535292,-0.007601035,-0.010309028,-0.009477421,-0.012607344,-0.012154996,-0.013468673,-0.013512135,-0.014633347,-0.01430365,-0.017617555,-0.016257646,-0.016495708,-0.015846474,-0.0159954,-0.016527357,-0.017416714,-0.017655484,-0.016962878,-0.017350361,-0.017587278,-0.017732726
674.4000244,-0.001474341,-0.002313366,-0.005904547,-0.008560825,-0.006903913,-0.01041099,-0.01043141,-0.013475448,-0.012583557,-0.013257668,-0.013379172,-0.014362056,-0.01439952,-0.017472913,-0.01676283,-0.016284823,-0.015659446,-0.016531393,-0.016554018,-0.017263051,-0.017060751,-0.017071752,-0.017671093,-0.017362647,-0.017721543
673.5999756,-0.001339034,-0.002506024,-0.005862053,-0.007676423,-0.006740876,-0.009440947,-0.009422558,-0.012865761,-0.012015625,-0.012773372,-0.012729031,-0.013785764,-0.013837621,-0.016714212,-0.015784523,-0.016166175,-0.015011961,-0.01608137,-0.016111054,-0.016800437,-0.016764922,-0.015923789,-0.016907111,-0.01661033,-0.016868917
672.7999878,-0.000627902,-0.002229469,-0.005952451,-0.007573511,-0.007283772,-0.0097697,-0.009817128,-0.012027257,-0.012244296,-0.013129199,-0.012668796,-0.013355477,-0.01410934,-0.016640177,-0.016144875,-0.016412264,-0.015590374,-0.015581984,-0.015905671,-0.017615566,-0.016785644,-0.016261784,-0.016918264,-0.016993398,-0.017521149
672,-0.001296761,-0.002618532,-0.005864709,-0.007933011,-0.007301642,-0.009749805,-0.009230765,-0.011754686,-0.011902352,-0.01315361,-0.012746024,-0.01314929,-0.014205653,-0.017022669,-0.016023444,-0.016679736,-0.015336973,-0.015014061,-0.015435913,-0.016822152,-0.01670091,-0.016511358,-0.015942054,-0.016942365,-0.017242501
671.2000122,-0.001654272,-0.003047246,-0.006081325,-0.00818706,-0.00805261,-0.010390316,-0.009619685,-0.01301285,-0.012133751,-0.013356431,-0.013278959,-0.01396558,-0.014319429,-0.016853826,-0.016308161,-0.016149065,-0.016292203,-0.015970102,-0.016701955,-0.017153727,-0.016662398,-0.017175375,-0.017086387,-0.017884536,-0.017397814
670.4000244,-0.000894629,-0.001920834,-0.005408705,-0.008366873,-0.006846176,-0.009064239,-0.00890551,-0.012273437,-0.011810312,-0.013194242,-0.012994159,-0.014042678,-0.013830499,-0.016593039,-0.015899183,-0.015952984,-0.014937434,-0.015486124,-0.015824111,-0.016769355,-0.016326908,-0.016299734,-0.016658014,-0.016840331,-0.016708981
669.5999756,-0.000997844,-0.002222207,-0.005035133,-0.008405823,-0.007153777,-0.009771775,-0.009616242,-0.012235387,-0.012531903,-0.013005464,-0.013072234,-0.013892479,-0.014082626,-0.017145365,-0.015737042,-0.015722413,-0.015260804,-0.014884109,-0.015870584,-0.016715407,-0.016607739,-0.016668675,-0.017203441,-0.016624331,-0.016774088
668.7999878,-0.001333614,-0.001822838,-0.005071261,-0.007530468,-0.006919658,-0.009400014,-0.009377265,-0.011982436,-0.011029985,-0.012447744,-0.012282597,-0.013867558,-0.013345486,-0.016504629,-0.015525639,-0.015284046,-0.014680448,-0.015111324,-0.015809434,-0.016783601,-0.016040906,-0.015945647,-0.016148267,-0.016878178,-0.016952073
668,-0.000581682,-0.001909442,-0.0051058,-0.007549192,-0.00710239,-0.009784733,-0.009277188,-0.012208911,-0.012125948,-0.012584311,-0.012911849,-0.013715792,-0.013855924,-0.017003404,-0.015631428,-0.015671032,-0.014368067,-0.015176222,-0.015388994,-0.016047843,-0.016715357,-0.01633738,-0.016241636,-0.016568821,-0.016375072
667.2000122,-0.001043296,-0.001797421,-0.005385439,-0.007545935,-0.006436043,-0.009504317,-0.009168725,-0.011929955,-0.011202167,-0.012637317,-0.012272079,-0.012867822,-0.013440263,-0.016314991,-0.015595569,-0.014902718,-0.014863497,-0.014923179,-0.015809983,-0.016305966,-0.015821964,-0.015582833,-0.015539926,-0.016216401,-0.016629763
666.4000244,-0.000882384,-0.002048952,-0.005617065,-0.007360183,-0.006800716,-0.008629094,-0.009310735,-0.011889909,-0.011511942,-0.013127441,-0.012415695,-0.013659406,-0.013619822,-0.015900631,-0.015085023,-0.015429667,-0.014984853,-0.014882407,-0.015774438,-0.016603304,-0.015930725,-0.015979882,-0.016440827,-0.016670868,-0.01658118
665.5999756,-0.001515358,-0.0026792,-0.005849436,-0.007807126,-0.007140791,-0.00947043,-0.008972305,-0.012245252,-0.011727071,-0.013243809,-0.012839827,-0.0135993,-0.013309538,-0.016263779,-0.015704837,-0.015842531,-0.015307836,-0.015167773,-0.014931432,-0.016404836,-0.016153354,-0.016677145,-0.01657455,-0.016264128,-0.016772294
664.7999878,-0.000552935,-0.002393951,-0.005181571,-0.00720358,-0.006357123,-0.009355376,-0.008788127,-0.011723544,-0.010832032,-0.012447794,-0.012382488,-0.012760805,-0.013149139,-0.015859453,-0.01536256,-0.014857393,-0.014631094,-0.014697615,-0.014958943,-0.016507968,-0.015880616,-0.015630679,-0.015993007,-0.015974242,-0.016254554
664,-0.000603397,-0.00226475,-0.004832176,-0.007680391,-0.006570281,-0.008610772,-0.008728559,-0.011876308,-0.010760473,-0.012481047,-0.012168438,-0.012723199,-0.013278909,-0.015629131,-0.014854691,-0.014640155,-0.01424258,-0.014939736,-0.015120325,-0.016328903,-0.015833147,-0.015952384,-0.016172608,-0.016501291,-0.01600543
663.2000122,-0.000466525,-0.002308062,-0.004909787,-0.007699363,-0.007075497,-0.008844185,-0.008902518,-0.011674912,-0.011189654,-0.013002047,-0.01258592,-0.013114431,-0.012919387,-0.015891198,-0.015430217,-0.014939436,-0.015266002,-0.01476973,-0.015350366,-0.016637785,-0.015616046,-0.016266072,-0.016573753,-0.016486237,-0.016360315
662.4000244,-0.000997482,-0.002345653,-0.005961336,-0.007915524,-0.007045393,-0.009519006,-0.009508977,-0.012041911,-0.011996387,-0.012439744,-0.012661605,-0.013181586,-0.013325554,-0.015892895,-0.015705386,-0.016229717,-0.015280847,-0.015069772,-0.015404984,-0.016824692,-0.01633394,-0.016260488,-0.016857861,-0.016908355,-0.016448155
661.5999756,-0.000468852,-0.002053692,-0.005321978,-0.007462687,-0.00647384,-0.009500367,-0.009080971,-0.012018948,-0.011349668,-0.011974177,-0.012179765,-0.012626505,-0.012596834,-0.015293342,-0.015012111,-0.015253605,-0.014961144,-0.014277951,-0.01529914,-0.016089501,-0.016131556,-0.015767399,-0.016435094,-0.016408175,-0.016280385
660.7999878,-0.00083676,-0.002272166,-0.004794594,-0.007433119,-0.006893926,-0.00862011,-0.008668122,-0.011894947,-0.010994248,-0.012947478,-0.01232014,-0.012722746,-0.013085948,-0.015503259,-0.014928181,-0.015136975,-0.015145274,-0.014551297,-0.015362659,-0.01637622,-0.016129861,-0.015851716,-0.016175501,-0.015881963,-0.016074635
660,-0.000287705,-0.001764526,-0.004865608,-0.007510826,-0.006612044,-0.0085825,-0.008771992,-0.011835502,-0.01081345,-0.01256183,-0.012165417,-0.012525162,-0.012520584,-0.015605059,-0.015227012,-0.01488641,-0.014600459,-0.014120515,-0.014901067,-0.015682017,-0.015885059,-0.015042167,-0.016023792,-0.015924886,-0.016030729
659.2000122,0.000204754,-0.001857585,-0.004296047,-0.007335291,-0.006197913,-0.008431517,-0.008605392,-0.010779816,-0.010969765,-0.012115476,-0.012091559,-0.01300657,-0.012279879,-0.015283396,-0.015093774,-0.014759472,-0.014351237,-0.013929081,-0.014588995,-0.016017755,-0.015305887,-0.015434264,-0.016387636,-0.015677324,-0.015592473
658.4000244,-0.000702908,-0.002325519,-0.004630046,-0.007004895,-0.005745937,-0.008763621,-0.008323806,-0.011325357,-0.011103569,-0.012308063,-0.011909303,-0.012757537,-0.012837263,-0.015405334,-0.014855891,-0.014127632,-0.014438684,-0.014014307,-0.014597655,-0.015984872,-0.015560206,-0.015070171,-0.016045947,-0.015617095,-0.015771942
657.5999756,-0.000119473,-0.001832428,-0.004420802,-0.006755964,-0.006209243,-0.008092705,-0.008050221,-0.010667281,-0.010488773,-0.011853438,-0.011243285,-0.012057119,-0.012586876,-0.015150424,-0.014259965,-0.014151586,-0.01441159,-0.01302948,-0.01431993,-0.015777433,-0.015235061,-0.01440558,-0.01506427,-0.014727894,-0.015476832
656.7999878,-0.000572065,-0.001269093,-0.004151155,-0.00711385,-0.006125994,-0.007910999,-0.008323349,-0.011321776,-0.010489884,-0.011947584,-0.011483002,-0.012415745,-0.012480846,-0.014914224,-0.014315272,-0.014413694,-0.014431021,-0.013359996,-0.01439346,-0.015656149,-0.015280747,-0.015013111,-0.015309735,-0.015600014,-0.014855142
656,-0.000553193,-0.001418303,-0.004416189,-0.007199099,-0.005270219,-0.008158355,-0.007876429,-0.010642326,-0.010009421,-0.011842153,-0.011669317,-0.01202479,-0.012609457,-0.014867298,-0.014231708,-0.013808182,-0.014623186,-0.013315162,-0.014391958,-0.01518867,-0.014861495,-0.014597856,-0.014855992,-0.015305937,-0.015038417
655.2000122,-0.000817072,-0.001785666,-0.004302403,-0.006591903,-0.005628104,-0.007931029,-0.00774656,-0.010872277,-0.010033048,-0.011935849,-0.011582773,-0.012236091,-0.012578879,-0.01448866,-0.014241679,-0.014093151,-0.014174937,-0.01322789,-0.014563012,-0.015449703,-0.015126824,-0.014335409,-0.014740155,-0.015461894,-0.015248107
654.4000244,-0.000894164,-0.00250937,-0.004766585,-0.00695991,-0.006228636,-0.008109068,-0.008833379,-0.010679203,-0.010431612,-0.011889054,-0.011430813,-0.011834193,-0.012202266,-0.014922778,-0.01463535,-0.014028092,-0.014350185,-0.013828242,-0.014547242,-0.015554812,-0.015497915,-0.014544939,-0.015469538,-0.015655849,-0.015302588
653.5999756,-0.000450441,-0.001957273,-0.004783739,-0.00675836,-0.006015667,-0.008339957,-0.008340008,-0.010933368,-0.010418116,-0.011562357,-0.011497774,-0.011634439,-0.011760279,-0.014270986,-0.014125928,-0.014058067,-0.014558556,-0.013417475,-0.014095757,-0.015540825,-0.014933283,-0.014030549,-0.015253155,-0.01558488,-0.014719185
652.7999878,2.38E-05,-0.001420729,-0.004564476,-0.007370516,-0.005704295,-0.007747933,-0.008574886,-0.010978701,-0.010306904,-0.011542645,-0.011672341,-0.01100399,-0.011434544,-0.014306505,-0.013799606,-0.014008041,-0.01384409,-0.013658504,-0.013688203,-0.014886609,-0.014773834,-0.014081524,-0.014969547,-0.015100574,-0.014708175
652,-0.000389564,-0.001385225,-0.004358839,-0.007035867,-0.00568263,-0.008115673,-0.008253762,-0.011043057,-0.009798349,-0.011971105,-0.011689981,-0.01198435,-0.011867845,-0.01490652,-0.013905165,-0.013787269,-0.014388652,-0.01309484,-0.014292779,-0.015234861,-0.01485409,-0.014143468,-0.015408682,-0.014996906,-0.014985752
651.2000122,-4.39E-05,-0.001444723,-0.004113925,-0.006821765,-0.006105728,-0.008162013,-0.008214494,-0.010706379,-0.009855239,-0.011663219,-0.011231933,-0.011796961,-0.011839281,-0.01495159,-0.013884556,-0.013712582,-0.014304752,-0.013232058,-0.013908574,-0.015046168,-0.014944888,-0.014137554,-0.015338522,-0.01532168,-0.014962695
650.4000244,-0.000372288,-0.001200742,-0.004549721,-0.006539429,-0.006041962,-0.007476682,-0.008249394,-0.010525106,-0.009810801,-0.01225864,-0.011413566,-0.011758364,-0.01192789,-0.014892663,-0.013825836,-0.013456225,-0.01427745,-0.012925417,-0.013748949,-0.015394541,-0.015005458,-0.013688955,-0.014889111,-0.015455348,-0.014681099
649.5999756,-1.50E-05,-0.001348066,-0.004355917,-0.00685958,-0.006026134,-0.008438778,-0.008197781,-0.01084607,-0.010292798,-0.01222089,-0.011457538,-0.011594115,-0.011844773,-0.015225713,-0.014359852,-0.013946078,-0.01337847,-0.013400006,-0.014050598,-0.015684314,-0.015138375,-0.014394111,-0.014945038,-0.015302639,-0.014726993
648.7999878,-0.000229444,-0.001271003,-0.004660881,-0.006931938,-0.006209345,-0.008305116,-0.008495287,-0.010939577,-0.010519245,-0.011841145,-0.011648703,-0.011754081,-0.012193054,-0.014562812,-0.0139921,-0.014113951,-0.014056362,-0.013441719,-0.013537579,-0.01524061,-0.015161023,-0.014780088,-0.015136925,-0.01523786,-0.014902618
648,-0.000511516,-0.001748438,-0.004716809,-0.007385073,-0.006287067,-0.007880852,-0.008735511,-0.01149843,-0.010673394,-0.011785926,-0.011845277,-0.011646637,-0.011944058,-0.014779989,-0.013485285,-0.013962121,-0.014760022,-0.013304517,-0.01441725,-0.01539469,-0.015092074,-0.014248191,-0.01505717,-0.015473885,-0.015033616
647.2000122,-0.000190427,-0.001014424,-0.004489006,-0.007368327,-0.005765607,-0.007227258,-0.007760698,-0.010804158,-0.009364092,-0.011476295,-0.011153122,-0.011360764,-0.011401564,-0.014685954,-0.013318174,-0.013502349,-0.013897092,-0.013553889,-0.013565881,-0.014879606,-0.014147477,-0.014362056,-0.014915825,-0.015323479,-0.014258612
646.4000244,-0.001246276,-0.001736784,-0.005028838,-0.00745597,-0.006089494,-0.00798913,-0.008446801,-0.011563667,-0.010236926,-0.012002682,-0.011077579,-0.011989891,-0.011867493,-0.0148693,-0.013792435,-0.014256609,-0.014440888,-0.013867056,-0.013709222,-0.015674526,-0.014943287,-0.014124675,-0.015164373,-0.01601526,-0.014899217
645.5999756,-0.000872774,-0.001688671,-0.004538706,-0.007441618,-0.006165298,-0.008168415,-0.008796954,-0.011416339,-0.010207091,-0.012116583,-0.011383308,-0.012127005,-0.01225859,-0.014727794,-0.013883704,-0.014209863,-0.01424243,-0.01324165,-0.013773676,-0.016163431,-0.015444307,-0.013691262,-0.01523766,-0.01576715,-0.014764976
