wavelength (nm),DOMBlank1,DOMSTD17,DOM12005,DOM12055,DOM12100,DOM12209,DOM12305,DOM12329,DOM12344,DOMBlank2,DOM12439,DOM12440,DOM12445,DOM12505,DOM12509,DOM12541,DOM13042,DOM11951,DOM12452,DOMBlank4,DOM12472,DOM12481,DOM12482,DOM12484,DOMBlank5
554.4000244,-0.001425734,0.002338064,-0.002362028,-0.00459214,-0.002877457,-0.007289169,-0.007251087,-0.007743407,-0.004412602,-0.008061656,-0.008925495,-0.009207602,-0.009415567,-0.011388502,-0.011074652,-0.009888894,-0.01035852,-0.008493307,-0.008794874,-0.011112602,-0.011401261,-0.009775166,-0.010829357,-0.012116029,-0.010778755
553.5999756,-0.002276853,0.002199187,-0.003467062,-0.004750147,-0.003358935,-0.007384615,-0.007484926,-0.008084727,-0.005218864,-0.008505085,-0.009062261,-0.009660902,-0.009835905,-0.011241367,-0.010478109,-0.010321767,-0.010485892,-0.008658632,-0.008724043,-0.011306896,-0.011669217,-0.010215435,-0.01147095,-0.012358989,-0.011372818
552.7999878,-0.001565606,0.002790575,-0.002750817,-0.004606842,-0.003068837,-0.007006576,-0.007241311,-0.007543849,-0.004702008,-0.008705522,-0.008795635,-0.008990105,-0.009297256,-0.011260437,-0.010781179,-0.009789643,-0.010032187,-0.008889279,-0.008877917,-0.011245353,-0.011067233,-0.009586364,-0.010929833,-0.011848954,-0.010735271
552,-0.001378361,0.002869027,-0.002653215,-0.004082692,-0.002998095,-0.00666349,-0.006534431,-0.0077757,-0.004356788,-0.008206112,-0.007970069,-0.008889178,-0.009482081,-0.011070463,-0.010077816,-0.009631028,-0.009544988,-0.008232325,-0.008087522,-0.010884798,-0.011070816,-0.009072808,-0.010396332,-0.01172823,-0.010864349
551.2000122,-0.001301768,0.003136825,-0.002535003,-0.003773318,-0.002648172,-0.006431962,-0.006611687,-0.007581906,-0.004157668,-0.007847702,-0.007976219,-0.00882369,-0.00888228,-0.010960477,-0.010264079,-0.009172983,-0.009420887,-0.008205147,-0.008547069,-0.010448291,-0.010687185,-0.008711155,-0.010116462,-0.011197071,-0.010630908
550.4000244,-0.001322518,0.002857041,-0.002260939,-0.004148438,-0.002738985,-0.006678428,-0.006731853,-0.007289169,-0.004011961,-0.007798939,-0.007397951,-0.008776254,-0.008641529,-0.010954469,-0.009892891,-0.009562056,-0.009333285,-0.008401456,-0.008314868,-0.010703399,-0.011083837,-0.008994973,-0.010171691,-0.010878285,-0.010714157
549.5999756,-0.001988453,0.002743396,-0.002576744,-0.004147053,-0.003373473,-0.005995754,-0.006180304,-0.007403295,-0.003620705,-0.007915829,-0.007555653,-0.008728052,-0.008501481,-0.011090953,-0.00986369,-0.009503304,-0.009112809,-0.008095551,-0.008559708,-0.010673444,-0.011304121,-0.009268927,-0.01018302,-0.011425669,-0.010874447
548.7999878,-0.001447355,0.003314553,-0.002802722,-0.004288306,-0.003368182,-0.006490213,-0.005755082,-0.00725852,-0.0035709,-0.007769496,-0.007547411,-0.008728458,-0.008792185,-0.010828094,-0.009688091,-0.00896409,-0.008679235,-0.007871243,-0.008307858,-0.01076815,-0.010620249,-0.008982549,-0.010200568,-0.011427282,-0.010443439
548,-0.001248444,0.003810019,-0.002237298,-0.003937011,-0.002427828,-0.006260022,-0.006160194,-0.007160041,-0.003376504,-0.007316914,-0.007065514,-0.008652592,-0.008735612,-0.010092891,-0.00925793,-0.008781632,-0.008569455,-0.007608819,-0.007671032,-0.009667738,-0.010067751,-0.008485134,-0.009573197,-0.010985565,-0.010060416
547.2000122,-0.000782449,0.004129251,-0.002438228,-0.003079633,-0.001980104,-0.006067235,-0.005924772,-0.006692142,-0.003876159,-0.007100862,-0.006272269,-0.008199609,-0.008246752,-0.010274899,-0.008846416,-0.008690653,-0.008565648,-0.007079113,-0.007621994,-0.009704799,-0.010140638,-0.007877853,-0.009013736,-0.010678749,-0.009489881
546.4000244,-0.001390179,0.003971069,-0.001991288,-0.003050227,-0.002177856,-0.005759885,-0.005448227,-0.006441399,-0.003839264,-0.007071014,-0.00636901,-0.007660044,-0.008133611,-0.010158593,-0.009155544,-0.009164923,-0.008675328,-0.006968826,-0.007270841,-0.009924974,-0.009847496,-0.007692344,-0.008960388,-0.010715673,-0.009904683
545.5999756,-0.001593873,0.003674796,-0.002041377,-0.003608947,-0.001921968,-0.005993966,-0.005626622,-0.006594911,-0.003472609,-0.006872166,-0.006588231,-0.007794109,-0.008135744,-0.010679708,-0.008925545,-0.009115496,-0.008028978,-0.007298078,-0.007460906,-0.00975922,-0.009668497,-0.007689801,-0.009113925,-0.010726431,-0.009817482
544.7999878,-0.00136231,0.004102804,-0.001590263,-0.00285709,-0.001782417,-0.005771175,-0.005631988,-0.006590424,-0.003129185,-0.006915276,-0.006272728,-0.007614872,-0.008131832,-0.010443489,-0.008683549,-0.00871973,-0.008152055,-0.006756882,-0.007568373,-0.009600291,-0.009128677,-0.00745882,-0.008630465,-0.010747039,-0.00957973
544,-0.001293096,0.003754661,-0.002408007,-0.002824944,-0.002037667,-0.005678798,-0.005908377,-0.006394978,-0.003135353,-0.007277816,-0.007029755,-0.007730947,-0.00790556,-0.010620703,-0.00905714,-0.008713743,-0.008854533,-0.007073408,-0.007562268,-0.009680143,-0.009805739,-0.007691072,-0.009215357,-0.01085324,-0.00970485
543.2000122,-0.000998051,0.003931493,-0.002093006,-0.002958709,-0.002456349,-0.005839527,-0.005785071,-0.006297119,-0.002747525,-0.006644982,-0.006652885,-0.007956395,-0.007892647,-0.009908376,-0.008762099,-0.00864909,-0.008718563,-0.006594911,-0.007289474,-0.00934043,-0.009348334,-0.007439685,-0.008829676,-0.010534859,-0.009103227
542.4000244,-0.000570721,0.004146342,-0.001344092,-0.002897463,-0.002234362,-0.005283773,-0.005579245,-0.005786604,-0.002688153,-0.006310029,-0.006399824,-0.007668946,-0.007384259,-0.00984375,-0.008486453,-0.008499857,-0.008269611,-0.006649418,-0.006793682,-0.009304756,-0.009070576,-0.006901009,-0.008542043,-0.009960446,-0.008300595
541.5999756,-0.000624076,0.004440923,-0.001010241,-0.002544937,-0.001725388,-0.005456765,-0.005692237,-0.00563623,-0.002432925,-0.006156927,-0.006424463,-0.007788718,-0.007525023,-0.009378735,-0.008684463,-0.008154951,-0.008165214,-0.006756372,-0.006726705,-0.00936171,-0.008778132,-0.006820338,-0.008484778,-0.009993232,-0.008620466
540.7999878,-0.000749942,0.004246814,-0.001100312,-0.002852152,-0.001535014,-0.006105778,-0.006070809,-0.00621552,-0.002599234,-0.006505004,-0.006475931,-0.007679017,-0.007792532,-0.009478231,-0.008398765,-0.008427861,-0.00817949,-0.006907735,-0.007108706,-0.009640194,-0.008949534,-0.007303882,-0.008729321,-0.010560427,-0.009341443
540,-0.000620044,0.004247311,-0.001490284,-0.00276553,-0.001794328,-0.006066673,-0.005626366,-0.006568599,-0.002425975,-0.006344827,-0.006404313,-0.007797922,-0.00759549,-0.009354516,-0.007843127,-0.008757836,-0.008398765,-0.007071983,-0.006882308,-0.009267356,-0.008795432,-0.007022216,-0.009074075,-0.010400931,-0.009266596
539.2000122,-0.00100678,0.004080384,-0.001537181,-0.002944002,-0.00121432,-0.005649466,-0.005472512,-0.006378551,-0.00203138,-0.006204139,-0.005806221,-0.007579718,-0.007102237,-0.00912234,-0.008205655,-0.008539404,-0.008193615,-0.006272933,-0.006642739,-0.009358214,-0.009002022,-0.006826352,-0.00863016,-0.01003669,-0.008692988
538.4000244,-0.001352247,0.004817938,-0.001628226,-0.003307456,-0.000915605,-0.005440405,-0.005466428,-0.006216541,-0.001974075,-0.005955157,-0.006093782,-0.007620367,-0.007274863,-0.009490337,-0.008004022,-0.007952226,-0.008030705,-0.006607659,-0.006647939,-0.00949915,-0.00887462,-0.006610515,-0.008378604,-0.010102906,-0.00836926
537.5999756,-0.001527327,0.004601631,-0.00090987,-0.002495318,-0.000944638,-0.005451908,-0.005409114,-0.005856025,-0.002160033,-0.006102971,-0.005824764,-0.007114461,-0.007107381,-0.009303895,-0.008034974,-0.008100836,-0.007747883,-0.006227259,-0.005864759,-0.009161375,-0.008450913,-0.006301355,-0.007689139,-0.009811408,-0.008552906
536.7999878,-0.001096594,0.004797024,-0.000978009,-0.002119643,-0.000933531,-0.005619058,-0.005069163,-0.005714055,-0.002073066,-0.006230933,-0.005568102,-0.007600628,-0.007156986,-0.008976058,-0.007570611,-0.007986233,-0.007614058,-0.005934985,-0.005752936,-0.008793757,-0.008291199,-0.006107718,-0.007724539,-0.00942271,-0.008363623
536,-0.000706113,0.005031864,-0.000850814,-0.001845986,-0.000657627,-0.005469444,-0.005058212,-0.005501958,-0.00155926,-0.005536003,-0.005712726,-0.007360081,-0.007029755,-0.008939949,-0.007648497,-0.007605868,-0.007028379,-0.005807294,-0.005493267,-0.008760373,-0.008034416,-0.005702558,-0.008162725,-0.009574919,-0.008275097
535.2000122,-0.00028786,0.005340543,-0.000936579,-0.002075643,-0.000649252,-0.005143508,-0.004746307,-0.005397558,-0.001580668,-0.005671746,-0.005574031,-0.007063884,-0.006766974,-0.008645031,-0.007336462,-0.007333611,-0.00724462,-0.005365036,-0.005372247,-0.008425982,-0.008257064,-0.005794676,-0.007754952,-0.009017184,-0.007852686
534.4000244,-0.000279582,0.005821562,-0.000764723,-0.001473722,-0.000602466,-0.005433451,-0.004684698,-0.005162029,-0.00184444,-0.005020599,-0.005282341,-0.007158616,-0.006571149,-0.009035844,-0.007220536,-0.0074036,-0.00680831,-0.005691419,-0.004950686,-0.008312938,-0.007567305,-0.005700872,-0.007190697,-0.008455838,-0.00791222
533.5999756,-0.000201501,0.00585197,-0.000186494,-0.001222374,-0.000725082,-0.004918182,-0.004502688,-0.005346985,-0.002175229,-0.00536882,-0.005058263,-0.006806526,-0.007120521,-0.00850732,-0.00699165,-0.007232655,-0.007047533,-0.005654321,-0.005073871,-0.008650715,-0.007609734,-0.005646093,-0.006930307,-0.008923262,-0.007638324
532.7999878,-0.00062206,0.006025222,-0.000254333,-0.001456333,-0.000783069,-0.005137011,-0.005254875,-0.00588948,-0.001885422,-0.005372553,-0.005454771,-0.007108808,-0.007652465,-0.00924298,-0.007246402,-0.007354227,-0.007314674,-0.005911136,-0.00585342,-0.00854311,-0.008066636,-0.005824968,-0.007886495,-0.009503659,-0.007782311
532,-0.000113469,0.006166064,-0.000528322,-0.000932963,2.48E-05,-0.004568267,-0.00434746,-0.00521247,-0.001101293,-0.005131895,-0.004769708,-0.006605416,-0.006967908,-0.008552145,-0.006724819,-0.007561454,-0.006760705,-0.005412181,-0.005507479,-0.008354685,-0.007774225,-0.005473125,-0.007756121,-0.008805071,-0.007345727
531.2000122,0.000329006,0.006634541,-0.00024326,-0.000596624,0.00040787,-0.004153206,-0.004304198,-0.004926526,-0.000997844,-0.004830077,-0.004554844,-0.006350592,-0.006845616,-0.007977948,-0.006599602,-0.006942434,-0.006382479,-0.005334558,-0.005039688,-0.008101344,-0.007468641,-0.004686644,-0.006944573,-0.008191684,-0.006788891
530.4000244,-0.000345699,0.006043544,-0.000566792,-0.001244211,-0.000607739,-0.004863765,-0.005119155,-0.005253852,-0.001325408,-0.005175484,-0.005524961,-0.007026393,-0.006928014,-0.008700498,-0.007039637,-0.007293242,-0.006773244,-0.00549884,-0.005411312,-0.008563261,-0.007869515,-0.00512248,-0.007236117,-0.00858651,-0.007619604
529.5999756,-0.000182199,0.005495056,-0.000490055,-0.001722913,-0.000543162,-0.005017528,-0.004783432,-0.005390757,-0.001403132,-0.005417141,-0.005520974,-0.007166611,-0.007028736,-0.008658632,-0.007209029,-0.007580634,-0.006674043,-0.005660708,-0.005773526,-0.008766309,-0.007892138,-0.005519696,-0.007791363,-0.008824755,-0.007831736
528.7999878,-0.000438597,0.005632552,-0.000190996,-0.001392295,-0.000253091,-0.00504936,-0.004580716,-0.005365599,-0.001211119,-0.005094339,-0.004953143,-0.006709117,-0.007180564,-0.008513869,-0.006897034,-0.007706331,-0.006501689,-0.005537536,-0.004936303,-0.007998127,-0.007656992,-0.005037333,-0.007541865,-0.008424967,-0.007415663
528,-1.88E-05,0.006392214,-0.000187426,-0.001196508,0.000158814,-0.00474011,-0.00446974,-0.00485629,-0.000922579,-0.004709025,-0.004795311,-0.006715286,-0.006659513,-0.008270525,-0.006992617,-0.007205006,-0.006243998,-0.005341002,-0.00486141,-0.008189601,-0.007100455,-0.005263877,-0.007684561,-0.008508285,-0.007131522
527.2000122,-0.000392306,0.006248384,-0.000787462,-0.000717794,9.89E-05,-0.004933641,-0.00463189,-0.004844873,-0.000956778,-0.005222547,-0.00526311,-0.006901875,-0.007169921,-0.008590621,-0.00695619,-0.007019363,-0.006504187,-0.005510035,-0.005151132,-0.008699382,-0.007681611,-0.005328421,-0.007959191,-0.008503055,-0.007292784
526.4000244,-0.001198986,0.0060279,-0.001517938,-0.001298258,-0.000423857,-0.005087635,-0.004720701,-0.005446745,-0.001023515,-0.005439382,-0.00586905,-0.007004233,-0.007688071,-0.009325329,-0.007138856,-0.007452306,-0.006573494,-0.006354215,-0.005103856,-0.00847899,-0.007796651,-0.00556202,-0.008200422,-0.00890338,-0.007420141
525.5999756,-0.000873601,0.006026614,-0.001221445,-0.00135044,-0.000474334,-0.005295997,-0.004550694,-0.005599484,-0.001026407,-0.005295997,-0.005822414,-0.007517543,-0.007325059,-0.009509737,-0.007251698,-0.007319256,-0.006399722,-0.006078823,-0.005096999,-0.008391046,-0.007798584,-0.004983187,-0.008119129,-0.00929979,-0.007571884
524.7999878,-0.000496261,0.006607811,-0.000650855,-0.000559346,0.000357503,-0.004385439,-0.004500587,-0.005676805,-0.000332197,-0.005128211,-0.004941933,-0.006838583,-0.007284638,-0.00851732,-0.006678835,-0.006812184,-0.005602039,-0.005452982,-0.004346998,-0.008233037,-0.007147819,-0.004920588,-0.007620214,-0.008691212,-0.007208214
524,-0.00082255,0.00656781,-0.000897729,-0.000869002,0.00021198,-0.004944543,-0.004718294,-0.005294872,-0.000482712,-0.005123913,-0.005132406,-0.006721098,-0.007152657,-0.00895562,-0.007480346,-0.006837666,-0.005965013,-0.005863993,-0.004970238,-0.00796951,-0.007771937,-0.004940551,-0.007625861,-0.00891885,-0.0071303
523.2000122,-0.000220803,0.006584157,-0.000657161,-0.000634261,0.00070607,-0.004652686,-0.004945567,-0.004687002,-0.000688332,-0.005048848,-0.004941882,-0.006863096,-0.007042948,-0.008572348,-0.006666396,-0.006465526,-0.006122165,-0.005463718,-0.004636347,-0.007307853,-0.007415917,-0.00459634,-0.007330404,-0.008452842,-0.007466453
522.4000244,8.70E-06,0.006751365,-0.000401771,-0.000584578,0.001118444,-0.00446769,-0.004066023,-0.005033137,-0.000729837,-0.005132304,-0.004676298,-0.0065866,-0.006622599,-0.008695728,-0.006762285,-0.006797352,-0.005851632,-0.005398632,-0.003940243,-0.008003056,-0.007084054,-0.004237245,-0.007104173,-0.008110186,-0.007374944
521.5999756,-3.86E-05,0.007345671,0.00036113,-0.000488297,0.001232132,-0.004299994,-0.004022322,-0.004615908,-0.000221993,-0.004438123,-0.004640393,-0.006520814,-0.006493681,-0.008255795,-0.006446551,-0.006495823,-0.004941114,-0.004894481,-0.003992057,-0.007614822,-0.007371279,-0.003609923,-0.006786292,-0.007939467,-0.006680161
520.7999878,0.000113059,0.007707404,0.000250571,-0.000617045,0.001388956,-0.004033658,-0.003744575,-0.00420961,-0.000260749,-0.004342539,-0.004841341,-0.005924414,-0.006397477,-0.008491987,-0.006352276,-0.006474401,-0.005209605,-0.004556433,-0.003685802,-0.007179036,-0.007261219,-0.003764644,-0.006410639,-0.007588215,-0.006647991
520,-0.000194619,0.007522786,-0.000581372,-0.000913486,0.000693547,-0.0045863,-0.004313219,-0.00475066,-0.000674117,-0.004936251,-0.004913626,-0.006398038,-0.006990121,-0.008675074,-0.006181886,-0.007013861,-0.005493676,-0.005322285,-0.004361299,-0.007581804,-0.007342418,-0.004234784,-0.007175828,-0.008070092,-0.007421159
519.2000122,0.000112256,0.008083653,0.000229876,-0.000383357,0.001439027,-0.004204944,-0.00365885,-0.004357301,-0.000508,-0.004834019,-0.004209354,-0.006057636,-0.006481695,-0.008294703,-0.006424668,-0.006202098,-0.00536744,-0.005115317,-0.003897145,-0.007637307,-0.007239274,-0.003804778,-0.006237261,-0.007461466,-0.007146291
518.4000244,3.42E-06,0.00827996,0.00086094,0.000140402,0.001579402,-0.004165667,-0.003441946,-0.004591935,-2.39E-05,-0.00449864,-0.004260111,-0.005954698,-0.005916907,-0.00813417,-0.006113487,-0.005791611,-0.005020241,-0.004685824,-0.003283821,-0.007358249,-0.006959451,-0.003404038,-0.005945812,-0.007771734,-0.007008512
517.5999756,-0.000172729,0.007739999,0.000125591,-0.000647546,0.00162144,-0.004328392,-0.003822278,-0.004779079,-0.000736142,-0.004896631,-0.005106159,-0.006500668,-0.006642943,-0.008285611,-0.006561714,-0.006412017,-0.005157885,-0.005430281,-0.004329879,-0.007837483,-0.007518408,-0.004146232,-0.006816974,-0.008427404,-0.007241718
516.7999878,-0.000265457,0.00792318,-0.000147784,-0.000246416,0.001868892,-0.003967382,-0.003523503,-0.004301737,-0.000100167,-0.0047672,-0.004861461,-0.00607673,-0.006424821,-0.00821043,-0.005660759,-0.006053399,-0.004977915,-0.004993116,-0.003961226,-0.007340229,-0.00719472,-0.004167257,-0.006671953,-0.007096635,-0.00692511
516,-0.000452044,0.007561742,0.000163811,-0.000623508,0.001941068,-0.003967177,-0.00378348,-0.004537886,-0.000188668,-0.005130871,-0.005055858,-0.006349368,-0.006824262,-0.00825173,-0.00595766,-0.006365184,-0.005342024,-0.004830691,-0.004859259,-0.007607954,-0.007251646,-0.003864152,-0.0071853,-0.007883394,-0.007722148
515.2000122,-0.000658299,0.007750777,0.000654165,0.000135845,0.002005375,-0.004031504,-0.003518933,-0.00431896,0.000147446,-0.004975152,-0.004200893,-0.006052276,-0.006361409,-0.007820753,-0.005743842,-0.006109913,-0.004598031,-0.004346281,-0.003829617,-0.007057313,-0.00671029,-0.003307045,-0.006200668,-0.007428997,-0.007226647
514.4000244,-0.000314556,0.008356111,0.000647891,0.000269401,0.001425703,-0.004316654,-0.003966305,-0.004758648,0.0001244,-0.004384158,-0.004671381,-0.006102766,-0.006596798,-0.00787048,-0.00592329,-0.005707566,-0.004999002,-0.005147908,-0.003831259,-0.007436682,-0.006769013,-0.003892733,-0.006774722,-0.007688936,-0.00731834
513.5999756,-0.000372753,0.008801255,-0.000150941,0.000566651,0.001545239,-0.00399729,-0.003182227,-0.004174487,0.00059252,-0.004565398,-0.004469074,-0.005794778,-0.005818532,-0.008424611,-0.005924772,-0.005214567,-0.005109894,-0.004745231,-0.004104693,-0.007263255,-0.007012027,-0.00424796,-0.006699584,-0.007776056,-0.006589047
512.7999878,-0.000277461,0.008523555,0.000576345,0.000359083,0.00216789,-0.003501883,-0.002945802,-0.004223043,0.0006327,-0.004328649,-0.004093924,-0.005337166,-0.005625498,-0.00723016,-0.005758454,-0.005245156,-0.005191394,-0.004306504,-0.003569154,-0.00684689,-0.006793988,-0.003614749,-0.006022509,-0.007644937,-0.006492559
512,-0.000563741,0.008036818,0.000823877,0.000537285,0.002229369,-0.003569308,-0.00302046,-0.003758126,0.000603381,-0.004669486,-0.004493413,-0.005855872,-0.006596033,-0.007859244,-0.0057138,-0.005192622,-0.004940244,-0.004681983,-0.003694631,-0.006893416,-0.006669505,-0.00361439,-0.005950919,-0.008132239,-0.006972341
511.1999817,-1.29E-05,0.00918197,0.001366026,0.000867632,0.002925784,-0.002929861,-0.002543342,-0.003698686,0.001417601,-0.003720913,-0.003613209,-0.004657808,-0.005924159,-0.006995674,-0.004925093,-0.004667232,-0.004630917,-0.004171461,-0.002764142,-0.006149117,-0.006599092,-0.003075983,-0.005708485,-0.007019516,-0.006258287
510.3999939,-0.000353045,0.008396382,0.000482886,0.000462362,0.002418543,-0.003516776,-0.003537779,-0.003959995,0.000779816,-0.004161257,-0.004424132,-0.005775773,-0.00658048,-0.007433323,-0.005713186,-0.005476346,-0.005151643,-0.004472815,-0.003157917,-0.006524078,-0.007289373,-0.003770854,-0.006483021,-0.007282143,-0.006750714
509.6000061,-7.37E-05,0.008736277,0.000607788,0.000219672,0.00217879,-0.003310436,-0.003437477,-0.004197714,8.66E-05,-0.004082641,-0.004478707,-0.005557062,-0.006123288,-0.007513829,-0.005916549,-0.005286893,-0.004866324,-0.00480847,-0.003306788,-0.006962049,-0.007356162,-0.003424482,-0.006289057,-0.007324957,-0.007150315
508.7999878,-0.000517152,0.009125024,0.000890094,0.000189294,0.002452228,-0.003001386,-0.002747268,-0.004115873,0.000433262,-0.00438918,-0.004509451,-0.006025828,-0.006192553,-0.007516729,-0.005609604,-0.005201574,-0.00480975,-0.004549772,-0.003324462,-0.006551464,-0.006904321,-0.003942706,-0.006361459,-0.007360896,-0.007365019
508,0.00025285,0.009876657,0.001078271,0.000717038,0.003123449,-0.003165524,-0.001956861,-0.003721477,0.001057045,-0.003794155,-0.004297892,-0.005372604,-0.006154936,-0.007129485,-0.005528948,-0.005044907,-0.004419725,-0.004218942,-0.002914896,-0.006616327,-0.006833538,-0.003730973,-0.00579488,-0.007185911,-0.007061286
507.1999817,-0.000434667,0.008983326,0.000768198,0.000165106,0.002137765,-0.00306822,-0.002511223,-0.00391813,0.00073161,-0.004627895,-0.004177512,-0.005420106,-0.00624114,-0.007867684,-0.006103022,-0.005261422,-0.004272209,-0.003911871,-0.003425766,-0.006196075,-0.006910741,-0.003449856,-0.006445939,-0.007320732,-0.007264731
506.3999939,-0.00032573,0.009541241,0.000461404,0.000600763,0.002730631,-0.003220308,-0.002780192,-0.003810526,0.00093396,-0.004321677,-0.004669281,-0.0051058,-0.006186888,-0.0070675,-0.006017812,-0.004751223,-0.004714454,-0.004538962,-0.0033801,-0.006481491,-0.006266911,-0.003268406,-0.006208018,-0.007492915,-0.007215852
505.6000061,-2.27E-05,0.010067233,0.001081022,0.001012025,0.003116827,-0.003196412,-0.002390553,-0.003679641,0.001196024,-0.003604275,-0.003932445,-0.004781281,-0.005588087,-0.006565896,-0.005341104,-0.004631788,-0.004771296,-0.003847475,-0.003192403,-0.00633197,-0.006317071,-0.003126101,-0.005782568,-0.007193091,-0.007188508
504.7999878,0.000267251,0.010202765,0.001174947,0.001060963,0.003126395,-0.003309768,-0.0023111,-0.003930546,0.001247942,-0.003524222,-0.004188793,-0.004832074,-0.005315636,-0.006474809,-0.00531983,-0.005094441,-0.005248993,-0.003987133,-0.002630214,-0.006290435,-0.006539888,-0.0029566,-0.005615941,-0.007004997,-0.00724462
504,-0.000104515,0.009892281,0.001088107,0.001131032,0.003388247,-0.002566811,-0.002266707,-0.003464648,0.0013546,-0.003520165,-0.003625377,-0.004796642,-0.005714464,-0.006390641,-0.00540712,-0.004599772,-0.004404146,-0.003777732,-0.002356158,-0.006045792,-0.006790828,-0.002857553,-0.005258046,-0.007094801,-0.006645696
503.1999817,-0.000335611,0.009648394,0.000843459,0.000702881,0.00306664,-0.002999175,-0.002106196,-0.003348249,0.001010313,-0.003574546,-0.003726251,-0.005570351,-0.005929521,-0.007225221,-0.005147653,-0.004786197,-0.00473883,-0.004179871,-0.00324703,-0.006168819,-0.006716663,-0.002936289,-0.005915834,-0.006982428,-0.007135545
502.3999939,-0.000953937,0.00983691,0.001190832,0.000938422,0.002946685,-0.002595014,-0.00211109,-0.003767929,0.001418769,-0.004077563,-0.004111155,-0.005396995,-0.005876967,-0.007193651,-0.004970187,-0.004704415,-0.004756344,-0.004031812,-0.003385083,-0.006280331,-0.006743476,-0.003294303,-0.006215469,-0.006889187,-0.007258673
501.6000061,-0.000381443,0.009659749,0.000867347,0.000591431,0.002693825,-0.003038403,-0.002565782,-0.003504348,0.001074016,-0.004234733,-0.004345614,-0.005472767,-0.00601051,-0.00702624,-0.005530942,-0.005113014,-0.004555459,-0.004466,-0.003046269,-0.006151159,-0.007197368,-0.003207204,-0.005915374,-0.007242736,-0.007292173
500.7999878,0.000114224,0.010278221,0.001661455,0.00128029,0.002987006,-0.002479978,-0.001805309,-0.002882291,0.001632145,-0.003625736,-0.00390751,-0.004423107,-0.005649772,-0.00607382,-0.005212316,-0.004309888,-0.003817095,-0.003721683,-0.001872741,-0.005741952,-0.006365235,-0.002625891,-0.005229862,-0.006597563,-0.006043647
500,0.000354653,0.010163201,0.00115901,0.001557942,0.00403181,-0.002753441,-0.001673612,-0.003439224,0.001855296,-0.003246568,-0.003720964,-0.004391999,-0.00578124,-0.006394876,-0.004922072,-0.004414088,-0.004131617,-0.00378076,-0.001908927,-0.005534725,-0.00639105,-0.002837288,-0.005068908,-0.006841386,-0.006521681
499.1999817,-0.000423495,0.009986516,0.000884933,0.00140794,0.003680174,-0.002636903,-0.001998606,-0.003646426,0.001921281,-0.003201294,-0.003706027,-0.004210584,-0.005789209,-0.006586854,-0.005087329,-0.00405992,-0.004349818,-0.003567614,-0.002763267,-0.005820882,-0.006567681,-0.003100452,-0.005541012,-0.006686126,-0.007230262
498.3999939,0.000791745,0.010947135,0.001577063,0.001549058,0.003845223,-0.002158899,-0.001449625,-0.003220411,0.002763559,-0.003054957,-0.002998661,-0.004129822,-0.004857519,-0.006332786,-0.004278207,-0.00352186,-0.003631589,-0.003420476,-0.002535827,-0.005608224,-0.006196024,-0.002067914,-0.005104521,-0.006264206,-0.006485878
497.6000061,-1.40E-05,0.010423524,0.001981372,0.000936372,0.003535647,-0.002661963,-0.001627607,-0.003248058,0.002107382,-0.003441073,-0.003653049,-0.004354174,-0.004886034,-0.006156416,-0.005012001,-0.004268774,-0.004133104,-0.003781427,-0.00284202,-0.006004076,-0.006090514,-0.002650694,-0.005379661,-0.006731343,-0.006972035
496.7999878,-4.22E-05,0.011004534,0.001450896,0.00094649,0.003909552,-0.002623472,-0.001544558,-0.003436964,0.001770918,-0.003392121,-0.003882009,-0.004640188,-0.005291138,-0.006159479,-0.004802121,-0.004431615,-0.004400917,-0.003551747,-0.002929758,-0.00612094,-0.006255582,-0.002941123,-0.005407733,-0.006607812,-0.006995674
496,-0.000574547,0.010913715,0.001649216,0.000993241,0.003720588,-0.002561922,-0.001706463,-0.003821252,0.001862653,-0.003524017,-0.003822278,-0.004881734,-0.005210731,-0.006086431,-0.005046494,-0.004221556,-0.004024836,-0.003624607,-0.003051821,-0.006380183,-0.006764018,-0.00250726,-0.005544028,-0.006757494,-0.007141911
495.1999817,-0.000182044,0.011094867,0.002089954,0.001211754,0.00381566,-0.002607622,-0.00153811,-0.003662957,0.00203973,-0.003101223,-0.003440456,-0.00461345,-0.004909736,-0.006259154,-0.004763871,-0.003604686,-0.003515697,-0.003505632,-0.002693658,-0.005850049,-0.006102001,-0.002031071,-0.00555149,-0.006618061,-0.006255531
494.3999939,-0.000327024,0.010656174,0.001893851,0.001085771,0.003769753,-0.002810027,-0.001492348,-0.003737954,0.002041837,-0.003307096,-0.003621988,-0.004241039,-0.005320034,-0.006344419,-0.004894993,-0.003702126,-0.00348401,-0.003751197,-0.002604843,-0.005934117,-0.006755505,-0.002478382,-0.00598069,-0.006602662,-0.006556615
493.6000061,-0.001102068,0.010845447,0.001172066,0.001290649,0.003858438,-0.002998661,-0.002426902,-0.003563609,0.001652672,-0.003429002,-0.003548152,-0.004893713,-0.005276459,-0.006514541,-0.004999258,-0.004053816,-0.004224017,-0.003706694,-0.002499178,-0.006126147,-0.00660256,-0.003064159,-0.005737711,-0.00668531,-0.006587721
