Baseline 100%T,,Sample 1 Rack 1 Tube 1,,Sample 2 Rack 1 Tube 2,,Sample 3 Rack 1 Tube 3,,Sample 4 Rack 1 Tube 4,,Sample 5 Rack 1 Tube 5,,Sample 6 Rack 1 Tube 6,,Sample 7 Rack 1 Tube 7,,Sample 8 Rack 1 Tube 8,,Sample 9 Rack 1 Tube 9,,Sample 10 Rack 1 Tube 10,,Sample 11 Rack 1 Tube 11,,Sample 12 Rack 1 Tube 12,,Sample 13 Rack 1 Tube 13,,Sample 14 Rack 1 Tube 14,,Sample 15 Rack 1 Tube 15,,Sample 16 Rack 1 Tube 16,,Sample 17 Rack 1 Tube 17,,Sample 18 Rack 1 Tube 18,,Sample 19 Rack 1 Tube 19,,Sample 20 Rack 1 Tube 20,,Sample 21 Rack 1 Tube 21,,Sample 22 Rack 1 Tube 22,,Sample 23 Rack 1 Tube 23,,Sample 24 Rack 1 Tube 24,,Sample 25 Rack 1 Tube 25,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
900,0.6475122571,900,0.002946242224,900,0.005496733356,900,0.01798415184,900,0.004615575075,900,0.01096616965,900,-0.001269144821,900,-0.01717427932,900,-0.01228566747,900,-0.0100604156,900,-0.01391413994,900,0.00431201281,900,-0.01571796834,900,-0.009270853363,900,-0.01672955416,900,-0.01791250519,900,-0.02219254524,900,-0.01094785612,900,-0.01551829651,900,-0.0154381115,900,-0.01639905199,900,-0.005590284709,900,-0.01263495348,900,-0.01719657332,900,-0.01181227714,900,-0.0003038467257,
899.2000122,0.6574240327,899.2000122,-0.0004829188983,899.2000122,-0.021541778,899.2000122,-0.003360373434,899.2000122,-0.01162884478,899.2000122,0.03634825721,899.2000122,0.01081322785,899.2000122,-0.0004665768356,899.2000122,-0.02543583885,899.2000122,0.006304612849,899.2000122,-0.01748280972,899.2000122,-0.02426471189,899.2000122,-0.001988607924,899.2000122,-0.01913777366,899.2000122,-0.01401766576,899.2000122,-0.005894945469,899.2000122,-0.01907926239,899.2000122,-0.001014527748,899.2000122,-0.01875416376,899.2000122,-0.003263216466,899.2000122,-0.01333594695,899.2000122,-0.008142857812,899.2000122,-0.01305123419,899.2000122,-0.02475040406,899.2000122,-0.01532712765,899.2000122,-0.009759423323,
898.4000244,0.6551954746,898.4000244,-0.01335688308,898.4000244,-0.004047302064,898.4000244,0.004027525429,898.4000244,-0.01108691562,898.4000244,0.03162945807,898.4000244,-0.007817550562,898.4000244,-0.01237649936,898.4000244,-0.003492125077,898.4000244,-0.007892138325,898.4000244,0.002698331606,898.4000244,-0.003126872238,898.4000244,-0.01174944546,898.4000244,-0.002014271915,898.4000244,-0.01064212341,898.4000244,0.001627363847,898.4000244,-0.01317143999,898.4000244,0.009055503644,898.4000244,0.004178279079,898.4000244,-0.008203825913,898.4000244,-0.006381917745,898.4000244,-0.008487062529,898.4000244,-0.003593133064,898.4000244,-0.02555207908,898.4000244,1.79134604E-5,898.4000244,-0.007278986741,
897.5999756,0.6741576791,897.5999756,-0.01669453271,897.5999756,0.002270428929,897.5999756,0.0030619998,897.5999756,-0.01927418634,897.5999756,0.005256218836,897.5999756,-0.0160254892,897.5999756,-0.005686104763,897.5999756,-0.02970988862,897.5999756,-0.02038878947,897.5999756,-0.03222417086,897.5999756,-0.03837735951,897.5999756,-0.02006303705,897.5999756,-0.01419688482,897.5999756,-0.0164958071,897.5999756,-0.02998157032,897.5999756,-0.01563437469,897.5999756,-0.02094356343,897.5999756,-0.01481476426,897.5999756,-0.0380464308,897.5999756,-0.02514209412,897.5999756,-0.03757254034,897.5999756,-0.03400270641,897.5999756,-0.02138498239,897.5999756,-0.01580364257,897.5999756,-0.02043052763,
896.7999878,0.6835659742,896.7999878,-0.01540948078,896.7999878,-0.0085647339,896.7999878,-0.01677025296,896.7999878,-0.02075881697,896.7999878,-0.008316848427,896.7999878,-0.04263579473,896.7999878,-0.02431484312,896.7999878,-0.03194417432,896.7999878,-0.03161085397,896.7999878,-0.02690333687,896.7999878,-0.02087907866,896.7999878,-0.02918227762,896.7999878,-0.03928460926,896.7999878,-0.02371862531,896.7999878,-0.0251221098,896.7999878,-0.01791409589,896.7999878,-0.02217153832,896.7999878,-0.0492041558,896.7999878,-0.01936629042,896.7999878,-0.03943351656,896.7999878,-0.02738599107,896.7999878,-0.03310909495,896.7999878,-0.038414184,896.7999878,-0.03052823991,896.7999878,-0.0214306172,
896,0.6515760422,896,0.02876954153,896,0.02134330198,896,0.01200908236,896,0.003232916584,896,0.04305680469,896,0.02095294744,896,0.01950876229,896,0.006393895019,896,0.01871496439,896,0.004927466158,896,0.01342775393,896,0.01043296419,896,0.01144410949,896,0.0003769856121,896,-0.002329278039,896,-0.002534591593,896,0.008753946982,896,0.0008068899624,896,0.006180084776,896,-0.005912820809,896,0.004608694464,896,0.001225123182,896,0.01582848839,896,0.008259195834,896,-0.002120467136,
895.2000122,0.6944109201,895.2000122,-0.01333087683,895.2000122,-0.01935316995,895.2000122,-0.02277076617,895.2000122,-0.04100112244,895.2000122,-0.01524420828,895.2000122,-0.03331470117,895.2000122,-0.02632952295,895.2000122,-0.02934600785,895.2000122,-0.02846991085,895.2000122,-0.04017302394,895.2000122,-0.02627392299,895.2000122,-0.03661235794,895.2000122,-0.03796005249,895.2000122,-0.02457680926,895.2000122,-0.03798457608,895.2000122,-0.02117310651,895.2000122,-0.02571172081,895.2000122,-0.03155640513,895.2000122,-0.04565671459,895.2000122,-0.03025269695,895.2000122,-0.03856698796,895.2000122,-0.02220513858,895.2000122,-0.03033482842,895.2000122,-0.0252153296,895.2000122,-0.02152453363,
894.4000244,0.6821910143,894.4000244,-0.004143309314,894.4000244,-0.01794777811,894.4000244,-0.01321071479,894.4000244,-0.005878550466,894.4000244,0.008596395142,894.4000244,-0.01683415473,894.4000244,-0.01005783584,894.4000244,-0.01296612062,894.4000244,-0.002952898154,894.4000244,-0.03138734028,894.4000244,-0.001187782735,894.4000244,-0.01836962067,894.4000244,-0.0246510189,894.4000244,-0.02252191305,894.4000244,-0.02646408416,894.4000244,-0.02206861041,894.4000244,-0.01532517839,894.4000244,-0.02689224109,894.4000244,-0.01628467441,894.4000244,-0.02265682444,894.4000244,-0.023241641,894.4000244,-0.009250784293,894.4000244,-0.03121368028,894.4000244,-0.01825392246,894.4000244,-0.02241424844,
893.5999756,0.678219378,893.5999756,-0.002083732048,893.5999756,0.003611911088,893.5999756,0.000494055741,893.5999756,-0.002700758632,893.5999756,0.009998038411,893.5999756,0.000674386858,893.5999756,-0.01757509634,893.5999756,-0.01814291067,893.5999756,-0.01416666992,893.5999756,-0.01935049519,893.5999756,-0.0174987223,893.5999756,-0.01123854239,893.5999756,-0.008782342076,893.5999756,-0.02211845294,893.5999756,0.009640744887,893.5999756,-0.009254179895,893.5999756,0.003229708876,893.5999756,-0.003361041425,893.5999756,-0.004462976009,893.5999756,-0.003958609421,893.5999756,-0.01133156102,893.5999756,0.002893834375,893.5999756,-0.02361478843,893.5999756,-0.009520323016,893.5999756,-0.01940723695,
