wavelength (nm),DOMBlank1,DOMSTD25,DOM12150,DOM12180,DOM12195,DOM12734,DOM12742,DOM12773,DOM12777,DOMBlank2,DOM12906,DOM12983,DOM13037,DOM13123,DOM13124,DOM13163,DOM13243,DOM12856,DOM12859,DOMBlank3,DOM12861,DOM12863,DOM12866,DOM12954,DOM12968,DOM13108,DOM13112,DOM13113,DOM13114,DOMBlank4,DOM13136,DOM13166,DOM13261,DOM13265,DOM13267,DOM13269,DOM13308,DOM13340,DOM13344,DOMBlank5,DOM13481,DOM13493,DOM13495,DOM13524,DOM13532,DOM13539,DOM13540,DOM13541,DOM13544,DOMBlank6,DOM13585,DOM13591,DOM13593,DOM13596,DOM13599,DOMBlank7
812,-0.005345604,-0.007264019,-0.01138245,-0.017620439,-0.020087162,-0.019733431,-0.022185313,-0.026013857,-0.026793687,-0.028373266,-0.028531678,-0.027156549,-0.026479917,-0.025932562,-0.0263266,-0.030762756,-0.02679359,-0.030339366,-0.029746486,-0.029937165,-0.029265821,-0.029484525,-0.030942623,-0.028282322,-0.029143259,-0.029411281,-0.02780246,-0.029507743,-0.025716014,-0.028493766,-0.028613552,-0.028873377,-0.028855743,-0.030382719,-0.03076512,-0.027689151,-0.030298231,-0.027033683,-0.029913533,-0.028872408,-0.027010916,-0.030422542,-0.029775444,-0.02869454,-0.029343734,-0.028698077,-0.030753786,-0.028035784,-0.029539764,-0.028028212,-0.031556837,-0.028720951,-0.029648868,-0.027528632,-0.02993354,-0.029243702
811.2000122,-0.007861684,-0.012156406,-0.012660298,-0.019148722,-0.022478703,-0.021695018,-0.024572503,-0.025106816,-0.029179856,-0.028229542,-0.029677058,-0.028588105,-0.026960269,-0.026921049,-0.027314581,-0.031626929,-0.030302286,-0.030065298,-0.031727232,-0.031246925,-0.03094301,-0.030235555,-0.031219078,-0.031291246,-0.030571863,-0.030469554,-0.031250924,-0.030145533,-0.028270729,-0.031549905,-0.030642789,-0.029463965,-0.029823685,-0.030645827,-0.031688828,-0.031763084,-0.031230496,-0.02905393,-0.027912777,-0.028892703,-0.03027042,-0.031115331,-0.03078967,-0.029761521,-0.030524766,-0.029936535,-0.03207013,-0.031444553,-0.029712837,-0.031127861,-0.033148192,-0.030712351,-0.031250924,-0.028597655,-0.028804051,-0.030006116
810.4000244,-0.010463857,-0.013327011,-0.014583838,-0.017386176,-0.022803679,-0.022298394,-0.026577568,-0.024333395,-0.028235752,-0.029916095,-0.03041395,-0.029164366,-0.030282056,-0.029246412,-0.029946104,-0.031060243,-0.030129014,-0.033126511,-0.032464933,-0.033132456,-0.029766694,-0.031465981,-0.030870782,-0.028106252,-0.032505624,-0.02997669,-0.031983469,-0.031187372,-0.030485095,-0.033296723,-0.029918173,-0.031899437,-0.029267998,-0.031768713,-0.032546166,-0.030952025,-0.032001842,-0.031645365,-0.033269051,-0.032180909,-0.031794988,-0.033071484,-0.033228241,-0.033194572,-0.032532863,-0.032333277,-0.034836143,-0.032645971,-0.030888671,-0.031688202,-0.031790704,-0.033001963,-0.033912886,-0.031742152,-0.032341495,-0.032061234
809.5999756,-0.005923903,-0.008696337,-0.014602912,-0.017264891,-0.022298394,-0.022333508,-0.021732003,-0.023181472,-0.025839888,-0.025407176,-0.027113555,-0.027266935,-0.026345896,-0.027352743,-0.027539566,-0.025707914,-0.031444266,-0.028843826,-0.028365603,-0.03092975,-0.027775411,-0.025396677,-0.026631523,-0.028743727,-0.029352734,-0.027406991,-0.026842553,-0.027063649,-0.027645579,-0.030318171,-0.029423619,-0.029556064,-0.027385797,-0.030680804,-0.031041591,-0.027194142,-0.029808799,-0.028365165,-0.027147504,-0.027323088,-0.029437454,-0.02982006,-0.029186634,-0.029547939,-0.028349161,-0.02675494,-0.029224342,-0.029920831,-0.02907417,-0.029502472,-0.030163694,-0.028797364,-0.031961199,-0.028042385,-0.028803373,-0.028788934
808.7999878,-0.011428997,-0.011301044,-0.01748639,-0.021556458,-0.022616969,-0.022134297,-0.025641985,-0.027910205,-0.030048003,-0.032130763,-0.032505337,-0.02907538,-0.030389767,-0.031234544,-0.03060752,-0.03214163,-0.031767558,-0.030586338,-0.032875508,-0.0330332,-0.029742861,-0.03036138,-0.032504663,-0.03213384,-0.031396009,-0.032178648,-0.034111075,-0.032084797,-0.031970773,-0.035081763,-0.032821603,-0.030598883,-0.032875076,-0.032250609,-0.032797839,-0.029293746,-0.031147668,-0.030956075,-0.0318253,-0.03317083,-0.03070613,-0.031949319,-0.033735011,-0.033628128,-0.031599589,-0.031115524,-0.031595353,-0.032383397,-0.030196873,-0.032903776,-0.033222679,-0.034051247,-0.031103766,-0.029951323,-0.030488038,-0.032649238
808,-0.004610376,-0.00540625,-0.011688771,-0.015684014,-0.022576669,-0.019480802,-0.020331731,-0.022453288,-0.021431308,-0.027657965,-0.025829107,-0.024934733,-0.027409954,-0.025997179,-0.027660977,-0.027936177,-0.027845338,-0.028598865,-0.027074642,-0.030080082,-0.027616819,-0.028654752,-0.027945353,-0.027859565,-0.030270372,-0.026495844,-0.031020623,-0.030334007,-0.02639983,-0.030446677,-0.026726073,-0.028074028,-0.026939394,-0.030454496,-0.030663727,-0.026574986,-0.02794647,-0.028138667,-0.029047586,-0.028373508,-0.027999042,-0.028836947,-0.029425794,-0.02748587,-0.02590403,-0.029427053,-0.030376298,-0.028887134,-0.027471291,-0.028777353,-0.029431988,-0.028852886,-0.03034487,-0.029094554,-0.026434321,-0.029420473
807.2000122,-0.003440097,-0.009928921,-0.015021862,-0.016119085,-0.019981017,-0.019753516,-0.022444535,-0.023427643,-0.026472365,-0.027407961,-0.029601429,-0.02687083,-0.027112242,-0.028191555,-0.027617645,-0.02780314,-0.03043239,-0.029127331,-0.03070285,-0.032819491,-0.027026191,-0.029220082,-0.031845171,-0.029708728,-0.027595928,-0.029657668,-0.027127465,-0.028306285,-0.029118858,-0.033051334,-0.030938718,-0.028585924,-0.030608727,-0.028683927,-0.031300303,-0.028276743,-0.029525882,-0.029701814,-0.027692309,-0.028597655,-0.029969152,-0.029827505,-0.030752627,-0.028593777,-0.029246509,-0.029841861,-0.030562501,-0.030419115,-0.02917308,-0.03076377,-0.033530466,-0.028953347,-0.031991549,-0.028672393,-0.030109935,-0.02830774
806.4000244,-0.009421595,-0.008256201,-0.015081572,-0.01872729,-0.019188499,-0.022416461,-0.024549508,-0.02411066,-0.028234053,-0.028902248,-0.029004391,-0.028639194,-0.02898531,-0.027265914,-0.02871751,-0.027714798,-0.032331593,-0.031218162,-0.031101307,-0.032750022,-0.028964486,-0.030433018,-0.031860758,-0.027538886,-0.032153793,-0.028490128,-0.029716415,-0.029869119,-0.031776752,-0.032141197,-0.032344427,-0.030425584,-0.028531823,-0.031005247,-0.030069985,-0.033167377,-0.030289298,-0.031718668,-0.030686641,-0.030030757,-0.030700775,-0.031735368,-0.030176686,-0.030241156,-0.027466673,-0.027575376,-0.03268256,-0.029141128,-0.031159233,-0.028735779,-0.031445324,-0.033064671,-0.031686615,-0.029321959,-0.030430313,-0.027465312
805.5999756,-0.009389881,-0.009545697,-0.015662691,-0.0185411,-0.020102881,-0.020387752,-0.022783292,-0.023386829,-0.02570162,-0.026043843,-0.029236587,-0.030477373,-0.02755492,-0.026644232,-0.028294206,-0.031006452,-0.03292691,-0.030422976,-0.02959693,-0.032160811,-0.031489916,-0.031223172,-0.031120632,-0.030355636,-0.029203575,-0.029321233,-0.030828154,-0.030359497,-0.02975896,-0.031909492,-0.030509805,-0.028922882,-0.031974044,-0.030858245,-0.03282962,-0.029133528,-0.028451338,-0.032480165,-0.029221196,-0.029721685,-0.029490814,-0.030480606,-0.030900484,-0.031517938,-0.030133603,-0.03148067,-0.030628556,-0.030494023,-0.028823769,-0.033248,-0.032143936,-0.031559248,-0.030038824,-0.032185957,-0.030565253,-0.028549034
804.7999878,-0.008108763,-0.007849533,-0.012553028,-0.014775785,-0.022559073,-0.020365225,-0.025904225,-0.023143925,-0.025139406,-0.029200381,-0.028216444,-0.027494617,-0.024604157,-0.027535386,-0.027397366,-0.027635764,-0.029281598,-0.030108679,-0.02958368,-0.03078909,-0.029329652,-0.027874811,-0.030330338,-0.03119036,-0.028951021,-0.029061532,-0.030166784,-0.030920977,-0.029875306,-0.030965379,-0.028685527,-0.029263884,-0.029141903,-0.029499568,-0.029561093,-0.029470932,-0.029302698,-0.028469911,-0.029503196,-0.03021537,-0.029971616,-0.028385002,-0.029393524,-0.02992402,-0.025331482,-0.028307885,-0.02978429,-0.030442767,-0.029770996,-0.030145725,-0.030668069,-0.029181842,-0.032073017,-0.028300174,-0.028336016,-0.028489741
804,-0.0083589,-0.009145051,-0.015275599,-0.017991241,-0.021868046,-0.022658348,-0.025107501,-0.02404253,-0.027663795,-0.030732369,-0.029572073,-0.030465163,-0.028233133,-0.029895943,-0.030267136,-0.031320244,-0.033685047,-0.029789172,-0.03083317,-0.033119075,-0.030341443,-0.032728273,-0.030731887,-0.030098002,-0.030759621,-0.032466233,-0.032677665,-0.031414937,-0.033811409,-0.032984495,-0.033428807,-0.032987088,-0.03032749,-0.033451863,-0.033108328,-0.032898258,-0.032743253,-0.032375805,-0.034658693,-0.031846471,-0.031855274,-0.031833719,-0.0340803,-0.032187928,-0.030160844,-0.032699898,-0.032416698,-0.030514872,-0.029935328,-0.031716742,-0.031676363,-0.031107621,-0.034347016,-0.031262871,-0.03238181,-0.031372938
803.2000122,-0.008774783,-0.009852051,-0.016767463,-0.019260913,-0.018810885,-0.019012617,-0.023062583,-0.023747988,-0.027349534,-0.027927827,-0.027662871,-0.027543016,-0.028352071,-0.027079506,-0.030074719,-0.029886035,-0.03037847,-0.0305984,-0.029909909,-0.03017683,-0.029101284,-0.027890494,-0.030903425,-0.03031233,-0.028956592,-0.030956557,-0.031981207,-0.031613067,-0.030857956,-0.031791281,-0.028967004,-0.028905395,-0.027899379,-0.029995535,-0.028784283,-0.031788927,-0.028778614,-0.027232606,-0.027562985,-0.029166883,-0.031859219,-0.030802401,-0.02959282,-0.028925885,-0.028199172,-0.029985726,-0.029140403,-0.026954429,-0.030576013,-0.032623928,-0.031482019,-0.032797217,-0.030747853,-0.028814273,-0.03023937,-0.027909817
802.4000244,-0.010820822,-0.010645761,-0.016056923,-0.019566381,-0.02470272,-0.022883056,-0.024576368,-0.026145883,-0.028325202,-0.031418405,-0.030114233,-0.031313166,-0.029468367,-0.028530417,-0.028387522,-0.031567525,-0.032742918,-0.031384643,-0.034469504,-0.032673247,-0.029930158,-0.030142393,-0.031948213,-0.029970603,-0.032237343,-0.0317307,-0.034078337,-0.033000138,-0.031964712,-0.032990016,-0.032343272,-0.032160908,-0.032109462,-0.033049129,-0.031638771,-0.033269916,-0.031317212,-0.030823283,-0.030736662,-0.031705912,-0.031471763,-0.030216143,-0.032974899,-0.031849694,-0.030187456,-0.030184606,-0.032711323,-0.033547383,-0.032652214,-0.032947306,-0.032442592,-0.03215408,-0.033715181,-0.0303216,-0.029683826,-0.031766452
801.5999756,-0.009978761,-0.009636244,-0.016759343,-0.019348763,-0.021908855,-0.019460605,-0.024638105,-0.025209857,-0.029563561,-0.027436007,-0.029294712,-0.026872436,-0.02803258,-0.027384046,-0.030757789,-0.028755646,-0.031400297,-0.031080486,-0.032454509,-0.031358972,-0.029859308,-0.029376492,-0.029623093,-0.031283922,-0.030063463,-0.031067666,-0.029258948,-0.03120202,-0.03191185,-0.031571474,-0.030989965,-0.032036085,-0.029888114,-0.031581778,-0.030435141,-0.031678818,-0.030428963,-0.031270579,-0.031867012,-0.030506089,-0.029335508,-0.03075229,-0.03118559,-0.032203358,-0.028485037,-0.029521432,-0.031126319,-0.029978236,-0.029825378,-0.032720927,-0.032004919,-0.028954171,-0.030781422,-0.03001032,-0.031040916,-0.030870348
800.7999878,-0.00901683,-0.009403864,-0.013444429,-0.018561834,-0.021406569,-0.021424359,-0.021808868,-0.023917848,-0.02811916,-0.029764518,-0.029869312,-0.028188499,-0.028777644,-0.030782435,-0.029850511,-0.030722868,-0.032713726,-0.032263827,-0.030497257,-0.032323234,-0.030145582,-0.029622223,-0.031423125,-0.030122783,-0.031932388,-0.032369606,-0.03083423,-0.033188529,-0.032733075,-0.03270974,-0.031240614,-0.031740852,-0.030723447,-0.031631023,-0.033426698,-0.032439135,-0.030768497,-0.029398024,-0.029870858,-0.030603129,-0.03353085,-0.034974493,-0.030841222,-0.030232465,-0.029770561,-0.031866532,-0.031299245,-0.032717615,-0.030585228,-0.031659227,-0.03254487,-0.030547831,-0.031967934,-0.030360416,-0.031799559,-0.03130459
800,-0.009188899,-0.010851676,-0.01460096,-0.019179782,-0.022793463,-0.021426527,-0.025152013,-0.025707036,-0.029116971,-0.028861314,-0.029784966,-0.028437035,-0.02875991,-0.028176466,-0.029278161,-0.030031482,-0.030720793,-0.031217825,-0.029747743,-0.033407282,-0.029186441,-0.029070683,-0.031341631,-0.029668838,-0.03001515,-0.032031275,-0.032701287,-0.032111291,-0.029793475,-0.033960432,-0.031606182,-0.030717369,-0.029918946,-0.031906895,-0.031593762,-0.03268693,-0.032131005,-0.030254437,-0.033426266,-0.031755868,-0.03102313,-0.029913679,-0.029882362,-0.029643839,-0.030156109,-0.031474169,-0.030513858,-0.029588275,-0.029235279,-0.03057109,-0.03202156,-0.032388106,-0.03261048,-0.031150607,-0.029539039,-0.028418317
799.2000122,-0.008703493,-0.010602717,-0.014385797,-0.019705577,-0.020578435,-0.022094198,-0.025036544,-0.023306955,-0.029607087,-0.028880449,-0.030059453,-0.030721903,-0.030695999,-0.029916095,-0.029924214,-0.030410765,-0.033656444,-0.032900754,-0.028491002,-0.032790206,-0.029827263,-0.03080925,-0.031729542,-0.030739894,-0.033147998,-0.029537588,-0.031168148,-0.031530119,-0.032838069,-0.031471763,-0.032739844,-0.032202445,-0.030177506,-0.032314967,-0.030981867,-0.033446256,-0.031418454,-0.029469142,-0.032426786,-0.030425005,-0.03078909,-0.031695277,-0.032679584,-0.031678915,-0.027752731,-0.029558675,-0.031998862,-0.032239649,-0.030377023,-0.032956518,-0.030978492,-0.032665707,-0.033428136,-0.030692767,-0.030436831,-0.032032523
798.4000244,-0.00733524,-0.007360539,-0.01357366,-0.016608587,-0.023314266,-0.020442432,-0.022454761,-0.023515733,-0.027749913,-0.027428668,-0.028499631,-0.02656924,-0.027238732,-0.026978124,-0.028538127,-0.028825173,-0.031585194,-0.029908748,-0.030374898,-0.031857152,-0.029138079,-0.029130865,-0.030288139,-0.030337339,-0.028878996,-0.026765943,-0.030943587,-0.028912952,-0.029813051,-0.032790735,-0.030431038,-0.02941636,-0.030134182,-0.030801389,-0.029648723,-0.0306163,-0.031641081,-0.029775782,-0.030234734,-0.027547194,-0.030568436,-0.030519264,-0.030029597,-0.028416524,-0.027505212,-0.029804593,-0.032436877,-0.029264756,-0.028115811,-0.031732526,-0.031652007,-0.030955061,-0.031605847,-0.027658354,-0.030933898,-0.030445324
797.5999756,-0.007658061,-0.009075799,-0.014038518,-0.016709728,-0.019665649,-0.018006738,-0.022255261,-0.024928231,-0.026784487,-0.0267822,-0.028050927,-0.02618912,-0.028803131,-0.028847557,-0.027802022,-0.029722363,-0.0305473,-0.0298189,-0.031125838,-0.029329363,-0.027763998,-0.029444566,-0.030326089,-0.02950223,-0.029050153,-0.028321613,-0.030541124,-0.03036336,-0.02961966,-0.029727632,-0.030611139,-0.028981097,-0.030355105,-0.031007608,-0.029983213,-0.03009752,-0.029409006,-0.030648626,-0.02941341,-0.027821593,-0.029249461,-0.030602453,-0.029431358,-0.029957073,-0.029080754,-0.029355202,-0.031004956,-0.028164238,-0.029573428,-0.029332701,-0.030851686,-0.029876368,-0.030181902,-0.029395314,-0.029252462,-0.031613596
796.7999878,-0.007107891,-0.0078747,-0.012590899,-0.015471236,-0.018464895,-0.020313896,-0.023399876,-0.024932778,-0.023926863,-0.026046867,-0.027393235,-0.026970388,-0.026510309,-0.02547729,-0.025944073,-0.028900938,-0.030298956,-0.027571926,-0.030067811,-0.02884838,-0.028297797,-0.029279856,-0.028038744,-0.027841162,-0.027663454,-0.028526636,-0.029089276,-0.027454231,-0.02870084,-0.032076333,-0.030476311,-0.030064333,-0.028350035,-0.029148197,-0.029644225,-0.026770469,-0.028395962,-0.027941372,-0.029002551,-0.02833044,-0.027082765,-0.0298131,-0.027587134,-0.03024246,-0.027186798,-0.027521102,-0.030489149,-0.028757246,-0.029581262,-0.02917671,-0.030992761,-0.029677155,-0.028601581,-0.02689229,-0.029180001,-0.029869216
796,-0.010390063,-0.010696378,-0.01777005,-0.018824715,-0.02394945,-0.021256281,-0.025274582,-0.027138311,-0.028917795,-0.028278004,-0.031119138,-0.029154781,-0.02900042,-0.028288726,-0.032458354,-0.032285169,-0.030299632,-0.032036372,-0.032827698,-0.032690052,-0.029310344,-0.031238686,-0.030541897,-0.030862054,-0.030822512,-0.031821065,-0.032660667,-0.033031326,-0.030916443,-0.033447884,-0.031859748,-0.031296063,-0.029395411,-0.030870108,-0.032771818,-0.032584447,-0.031635258,-0.031880099,-0.031669866,-0.03253017,-0.032584161,-0.03192503,-0.032457631,-0.030756149,-0.030451985,-0.031352952,-0.032972403,-0.032058254,-0.032498274,-0.034090448,-0.033089474,-0.03361471,-0.03432506,-0.030295093,-0.031509943,-0.031477731
795.2000122,-0.008797969,-0.011095596,-0.018959541,-0.021299368,-0.021194456,-0.023841796,-0.026693942,-0.025858473,-0.030950386,-0.03128951,-0.030541027,-0.029475285,-0.031578984,-0.03042317,-0.031581633,-0.031975582,-0.033360109,-0.03205936,-0.033621755,-0.03386227,-0.032827891,-0.031977266,-0.032182541,-0.032301556,-0.033465762,-0.032541074,-0.03375173,-0.033892535,-0.033936299,-0.032887556,-0.03483963,-0.032881796,-0.031805765,-0.033588454,-0.03181462,-0.034973301,-0.034481842,-0.032695528,-0.031847961,-0.031799704,-0.033028018,-0.033253469,-0.034002464,-0.033014104,-0.031123525,-0.032164272,-0.033833344,-0.03228911,-0.032176293,-0.034639478,-0.035567299,-0.034963269,-0.033371758,-0.033025235,-0.032189514,-0.03264885
794.4000244,-0.009583833,-0.010368074,-0.017884733,-0.019533221,-0.023752302,-0.023050996,-0.024344213,-0.025532896,-0.027232947,-0.031083765,-0.030901689,-0.02796011,-0.028657999,-0.029156813,-0.028847944,-0.033179753,-0.03349366,-0.032388348,-0.035815939,-0.03204469,-0.030379483,-0.030129353,-0.031048099,-0.030554492,-0.033713885,-0.032521669,-0.031458519,-0.034281764,-0.032327991,-0.032710701,-0.033466145,-0.029836979,-0.030518973,-0.032522678,-0.032815121,-0.032001216,-0.032514848,-0.03258805,-0.034614906,-0.032650437,-0.030851735,-0.029388202,-0.032390557,-0.031204285,-0.029468415,-0.031215945,-0.032515232,-0.031658411,-0.030703621,-0.033938024,-0.032413479,-0.031345967,-0.032595735,-0.031392686,-0.030767435,-0.031183952
793.5999756,-0.008973978,-0.008749616,-0.013923867,-0.017946735,-0.021021653,-0.02109386,-0.023281144,-0.026540799,-0.026886012,-0.027591798,-0.02857269,-0.027722811,-0.02900197,-0.027466528,-0.027439652,-0.029978914,-0.031490829,-0.030375622,-0.03106945,-0.033028543,-0.030572537,-0.031967983,-0.030207401,-0.031083956,-0.030427465,-0.029735608,-0.030080274,-0.031584185,-0.032313813,-0.033263441,-0.031933639,-0.030893011,-0.028145218,-0.030189581,-0.032281034,-0.030330531,-0.033021346,-0.030040901,-0.03166534,-0.029262288,-0.0300295,-0.030010948,-0.030762756,-0.030597774,-0.029379057,-0.031582017,-0.032674495,-0.030196438,-0.030701257,-0.031980008,-0.031952929,-0.033640202,-0.031129692,-0.030121913,-0.032746039,-0.02925556
792.7999878,-0.005070084,-0.008308366,-0.011861095,-0.015420174,-0.018362423,-0.018865069,-0.021780703,-0.022872938,-0.026194433,-0.025670925,-0.02612536,-0.026373278,-0.026108591,-0.024946073,-0.029963354,-0.027173327,-0.029632717,-0.028288629,-0.030018099,-0.027936518,-0.027043413,-0.027854271,-0.029247284,-0.027243206,-0.02980029,-0.02811751,-0.029241813,-0.029245298,-0.029491104,-0.030123893,-0.029699638,-0.028605118,-0.028330924,-0.029265482,-0.029853653,-0.02902507,-0.028185975,-0.027789639,-0.027646258,-0.028055973,-0.029387767,-0.029859984,-0.026952093,-0.029725263,-0.025447117,-0.029349057,-0.028467728,-0.027191175,-0.028224109,-0.027902389,-0.028079852,-0.029924406,-0.029215822,-0.026460091,-0.027184222,-0.027133886
792,-0.005636996,-0.011603592,-0.015521943,-0.018628748,-0.021679012,-0.021782082,-0.026126189,-0.024080981,-0.027820962,-0.029645097,-0.03102072,-0.028942207,-0.029656798,-0.029713128,-0.029528107,-0.030848408,-0.031860903,-0.033856284,-0.032279257,-0.031142607,-0.030736325,-0.02971743,-0.031568587,-0.0317114,-0.033671536,-0.032182928,-0.031443108,-0.03118,-0.032992415,-0.034161903,-0.031984527,-0.029911891,-0.030279497,-0.031728245,-0.032927293,-0.033543598,-0.033683419,-0.031281948,-0.029877529,-0.03263795,-0.033566888,-0.032645393,-0.031248273,-0.029838091,-0.033029791,-0.03214163,-0.032935165,-0.031275205,-0.033255003,-0.033884011,-0.03396675,-0.030992616,-0.03319069,-0.030942671,-0.032487322,-0.029794781
791.2000122,-0.006928779,-0.008780972,-0.013746942,-0.019456942,-0.022521472,-0.019460803,-0.023828907,-0.026435442,-0.026644232,-0.026624413,-0.029140403,-0.027589612,-0.029056497,-0.029700702,-0.028192962,-0.02996205,-0.033618785,-0.030427177,-0.032049645,-0.032404251,-0.028883161,-0.030717513,-0.028796444,-0.029566463,-0.03137058,-0.031332385,-0.033658315,-0.030599462,-0.02935859,-0.034032002,-0.030817304,-0.031549424,-0.028773526,-0.029572411,-0.032732546,-0.032349568,-0.029505422,-0.028416766,-0.031036096,-0.031170702,-0.030981625,-0.030927002,-0.030034766,-0.028163413,-0.031161545,-0.031935032,-0.029387621,-0.032221816,-0.028986569,-0.032037769,-0.031677324,-0.03182482,-0.031416286,-0.030646214,-0.031316441,-0.030243812
790.4000244,-0.007072899,-0.007986537,-0.016031228,-0.017247677,-0.021666896,-0.018364508,-0.023699507,-0.022687782,-0.027528729,-0.029394057,-0.027340248,-0.02883186,-0.028193301,-0.026984546,-0.028077329,-0.029627204,-0.031836368,-0.028781859,-0.030750748,-0.027881462,-0.028789176,-0.029416023,-0.029480509,-0.029186392,-0.028988604,-0.02935167,-0.031648301,-0.028682329,-0.02864467,-0.032462101,-0.0307466,-0.027888162,-0.029986259,-0.031674966,-0.031875096,-0.030560475,-0.030864658,-0.027614487,-0.028252684,-0.029355831,-0.027655002,-0.030294416,-0.028726378,-0.029676527,-0.028425252,-0.030663196,-0.030015731,-0.02957865,-0.028878996,-0.031640071,-0.031174218,-0.029901838,-0.031749129,-0.027177559,-0.030588267,-0.028811609
789.5999756,-0.008547779,-0.009844459,-0.015307636,-0.016737077,-0.020782605,-0.019656446,-0.023346549,-0.024766248,-0.026388576,-0.029417619,-0.028641084,-0.028553929,-0.028022727,-0.0284044,-0.030389911,-0.029670725,-0.031364173,-0.031106368,-0.032613505,-0.031035999,-0.030304218,-0.029495651,-0.029663326,-0.028629355,-0.030347044,-0.030624261,-0.030251781,-0.028749298,-0.03112974,-0.032543428,-0.031720497,-0.029296456,-0.027588105,-0.032749638,-0.030115634,-0.030781422,-0.032477617,-0.029433729,-0.029564673,-0.030350568,-0.029399766,-0.031647097,-0.030670527,-0.029433535,-0.030369299,-0.030397344,-0.032656152,-0.028904378,-0.031107042,-0.030241543,-0.030951928,-0.030793624,-0.033216588,-0.030744718,-0.031767175,-0.030468976
788.7999878,-0.006103481,-0.007672558,-0.014492815,-0.019140003,-0.02080057,-0.021365071,-0.024314059,-0.024766199,-0.027696826,-0.029117744,-0.027333394,-0.028379327,-0.028309049,-0.029751901,-0.027753605,-0.029097797,-0.031893522,-0.030515259,-0.032398101,-0.030110514,-0.027910205,-0.029588468,-0.02973764,-0.030122686,-0.029601768,-0.029417764,-0.030434223,-0.031330362,-0.029117793,-0.030852892,-0.029907299,-0.029101284,-0.030351918,-0.030949662,-0.03103142,-0.030362781,-0.03212605,-0.033482827,-0.030405166,-0.030687895,-0.029832048,-0.029796327,-0.030751519,-0.029245202,-0.028884904,-0.031360321,-0.03140121,-0.03074602,-0.032410931,-0.032464501,-0.032508075,-0.029396186,-0.03213615,-0.028725168,-0.029731499,-0.028863978
788,-0.010796835,-0.010851019,-0.015147374,-0.018517138,-0.020260237,-0.021286599,-0.024637813,-0.025723284,-0.026661614,-0.029674012,-0.03022836,-0.028679274,-0.030614275,-0.030143648,-0.03105793,-0.029701041,-0.032044787,-0.031965964,-0.032169033,-0.031161159,-0.031297989,-0.031774394,-0.029349687,-0.031458519,-0.032197062,-0.029973404,-0.031453896,-0.031428326,-0.031978708,-0.033879269,-0.032343563,-0.030674435,-0.031306468,-0.032036517,-0.031633187,-0.031515241,-0.032861013,-0.03156507,-0.032094989,-0.031307045,-0.030136596,-0.03159155,-0.031353578,-0.032477472,-0.031090416,-0.030898653,-0.032293003,-0.0307042,-0.03274234,-0.032640304,-0.034072593,-0.031061111,-0.033986043,-0.030012736,-0.031497233,-0.031970434
787.2000122,-0.006832977,-0.009101707,-0.013941967,-0.018051986,-0.020487424,-0.020789564,-0.023211263,-0.025964506,-0.026384629,-0.029409152,-0.028313754,-0.027881414,-0.029413022,-0.028000012,-0.029163398,-0.029675512,-0.032365523,-0.029601283,-0.029987466,-0.031153498,-0.029408475,-0.029049717,-0.028077668,-0.028690906,-0.030387642,-0.029066181,-0.031052677,-0.032217298,-0.033195294,-0.030660253,-0.033864424,-0.029591901,-0.029029815,-0.030659771,-0.032392431,-0.029511856,-0.03058465,-0.030793384,-0.030442188,-0.029184213,-0.029406298,-0.031081114,-0.029833015,-0.031774826,-0.02942981,-0.028943272,-0.030385518,-0.029458886,-0.028934795,-0.032633387,-0.033563245,-0.029681796,-0.032616626,-0.027937295,-0.030549617,-0.029962678
786.4000244,-0.007309431,-0.009504064,-0.014401273,-0.018541992,-0.019598005,-0.021205895,-0.023755096,-0.024597455,-0.025908323,-0.029650608,-0.028306479,-0.026742283,-0.027345888,-0.028443048,-0.029242879,-0.029338557,-0.031954128,-0.032213885,-0.029456032,-0.031850368,-0.028326267,-0.031330649,-0.030027084,-0.030994495,-0.029395459,-0.029215725,-0.030887129,-0.032792464,-0.03084561,-0.03184339,-0.031294812,-0.029369768,-0.028061362,-0.031148342,-0.034287695,-0.03126321,-0.032777198,-0.030712448,-0.029589241,-0.030288767,-0.030290265,-0.031676989,-0.030316193,-0.031730074,-0.029934604,-0.028175058,-0.029868927,-0.028770667,-0.029760361,-0.031286526,-0.032185521,-0.031996168,-0.032940108,-0.029985629,-0.032112684,-0.030870542
785.5999756,-0.006323194,-0.009687535,-0.015924089,-0.015671579,-0.018351853,-0.02000213,-0.021941146,-0.023610769,-0.026650365,-0.028364487,-0.027052119,-0.028354447,-0.027081404,-0.026331181,-0.027825624,-0.028987538,-0.031046797,-0.030065879,-0.030067569,-0.031277325,-0.025920711,-0.029180292,-0.029861096,-0.028589947,-0.028182434,-0.028220616,-0.029242394,-0.029973889,-0.029931268,-0.031918727,-0.030993436,-0.029142775,-0.028459098,-0.030448655,-0.028811997,-0.031298425,-0.02771033,-0.030477904,-0.028854484,-0.028479511,-0.028900938,-0.029547116,-0.028389124,-0.029771239,-0.028688435,-0.028792374,-0.030168522,-0.029077172,-0.030425632,-0.030210299,-0.030092109,-0.029418925,-0.031909637,-0.029415248,-0.029167658,-0.029299069
