wavelength (nm),DOMBlank1,DOMSTD27,DOM13465F,DOM12770,DOM12978,DOM12984,DOM13002,DOM13018,DOM13019,DOMBlank2,DOM13051,DOM13451,DOM13453,DOM13154,DOM13469,DOM13470,DOM13471,DOM13617,DOM13260,DOMBlank3,DOM13264,DOM13316,DOM13333,DOM13416,DOM13538,DOM13542,DOM13543,DOM13545,DOM13546,DOMBlank4,DOM13551,DOM13552,DOM13553,DOM13558,DOM13559,DOMBlank5
487.1999817,0.006057298,0.014437475,0.020232873,0.015631342,0.004083572,0.00795748,0.031250782,0.002687288,0.009908251,0.001759274,0.007868587,0.040638041,0.008035579,0.008026349,0.014366217,0.001427028,0.021564929,0.015374343,0.003240036,-0.000732163,0.00318934,0.000488432,8.72E-05,0.00412946,-0.001474908,0.0037191,0.005834208,-0.000406013,0.001883139,-0.001645865,-0.000904962,-0.00184645,-0.001490232,-0.001107696,0.001918759,-7.33E-05
486.3999939,0.007074608,0.016103568,0.021377644,0.017407721,0.005902637,0.009311382,0.032318052,0.00422402,0.011563936,0.00217814,0.008317612,0.04150838,0.009707076,0.008576884,0.015862504,0.001545317,0.022875924,0.015910648,0.00358333,-0.000272287,0.00389294,0.00082354,0.000180359,0.00551692,3.11E-05,0.003616583,0.00793623,-0.000609756,0.002127646,-0.000723118,-0.001129126,-0.001598103,-0.001047996,-0.000545334,0.002893392,-1.12E-05
485.6000061,0.006468876,0.015568769,0.020886397,0.017510312,0.004143284,0.008797346,0.031469036,0.003310223,0.010549381,0.00186962,0.007855223,0.042259961,0.009010097,0.007564903,0.015554925,0.002316308,0.022102917,0.015284805,0.003027512,-0.000850246,0.004651917,-0.000160463,3.16E-05,0.00539896,0.000397013,0.003371081,0.006508499,-0.00076648,0.002156677,-0.002658207,-0.001784634,-0.00180964,-0.001903979,-0.001133774,0.002375439,-0.000442942
484.7999878,0.006961696,0.014797051,0.021889782,0.016171565,0.004290235,0.008297822,0.031439897,0.00330751,0.010558452,0.002046466,0.007721685,0.042735271,0.009459035,0.006768587,0.015162955,0.001916991,0.020933362,0.016188063,0.002506666,-0.002213708,0.003077589,-0.000783999,0.000559082,0.005086783,0.000307945,0.004169315,0.006483511,-0.000221683,0.000681439,-0.002776231,-0.00210125,-0.002178629,-0.002115264,-0.002150296,0.00262478,-7.93E-05
484,0.006574039,0.015529866,0.022773232,0.015565817,0.005298117,0.010010621,0.031757355,0.002351051,0.009995999,0.001447754,0.008751834,0.042441975,0.009720074,0.007452521,0.016046297,0.002413103,0.021442611,0.015940588,0.002782446,-0.001775354,0.003166732,0.000246582,0.000710892,0.00501115,6.44E-05,0.005027831,0.007079002,-0.000790356,0.001535471,-0.00199943,-0.001999533,-0.00207183,-0.001567101,-0.001584021,0.002965946,9.44E-05
483.1999817,0.006678912,0.015323604,0.020881237,0.016136073,0.005591618,0.00894559,0.033295821,0.002878382,0.011184422,0.001792882,0.00910081,0.043473586,0.009211054,0.008132497,0.016855679,0.001505728,0.022536755,0.017099854,0.002821865,-0.000978061,0.003313875,0.00102832,-0.000362977,0.005545209,0.0005617,0.004849531,0.007127366,0.000330793,0.001506689,-0.002072345,-0.001145547,-0.002591103,-0.001268887,-0.002594242,0.003003427,0.000216046
482.3999939,0.007405623,0.016358122,0.022859335,0.016915048,0.005816342,0.009482978,0.034076683,0.003418928,0.011455671,0.003078137,0.009761187,0.043168068,0.010445267,0.00920796,0.017769091,0.002819104,0.023145594,0.01819222,0.003586149,-0.00108265,0.004899322,0.001438819,0.000800795,0.00541985,0.000384862,0.006046903,0.0082607,0.000747764,0.002692914,-0.001008898,0.000197011,-0.001063232,-0.000491503,-0.001244005,0.004280798,0.000719371
481.6000061,0.006985581,0.017086471,0.02289276,0.016631251,0.005526804,0.009398296,0.033933185,0.004110304,0.010343458,0.003740483,0.009810193,0.043164838,0.010920881,0.009259813,0.01666907,0.002264002,0.022777405,0.017439354,0.003335786,-0.000623456,0.005128009,0.000731791,0.001057667,0.004753029,-0.000160256,0.004076726,0.007370367,0.000488069,0.002165392,-0.001948924,-0.000334163,-0.002333552,-0.001644421,-0.000713917,0.003805632,0.001219412
480.7999878,0.005997795,0.017030928,0.023794442,0.018096674,0.00458337,0.009808896,0.03410922,0.00441906,0.010105596,0.003090103,0.010084189,0.04415917,0.010159624,0.009525576,0.016879631,0.003776307,0.024780758,0.018008731,0.003017476,-0.000630797,0.004816812,0.000871159,0.001482038,0.00611429,0.001242256,0.004563593,0.007612635,0.000643043,0.00203869,-0.001517473,-0.000506655,-0.001208073,-0.000481367,-0.00066812,0.005049043,0.000823073
480,0.005063657,0.016611321,0.022330329,0.017256049,0.003271177,0.009560399,0.033625994,0.003539666,0.010013455,0.002304441,0.009257116,0.044215914,0.010004475,0.008210865,0.01689489,0.001856362,0.023837976,0.017091451,0.002723181,-0.000320195,0.004659321,0.000252772,0.001094906,0.005009317,-0.000587524,0.004385615,0.006640745,-0.00041884,0.002241988,-0.001807887,-0.001527224,-0.001467633,-0.001125357,-0.001983506,0.003666886,6.55E-05
479.1999817,0.005760727,0.016731614,0.023312775,0.017391365,0.003932329,0.010010038,0.034015227,0.004892437,0.011993967,0.002771843,0.009596653,0.044380225,0.010993277,0.00895098,0.017498102,0.002873743,0.024332518,0.018670509,0.003826524,-0.00032511,0.00384786,0.000368462,0.001264038,0.005255957,-0.000945826,0.005118134,0.006265428,0.000581685,0.002098616,-0.001343576,-0.000574651,-0.000706785,-0.000765601,-0.001556217,0.004200705,0.000120723
478.3999939,0.006580925,0.016587682,0.022799229,0.017477944,0.004893301,0.009137449,0.034218941,0.004622692,0.011813344,0.002795108,0.008892928,0.043664496,0.011046326,0.008070862,0.01657757,0.002504791,0.023964526,0.018680561,0.003348751,-0.00078126,0.003487865,0.00041357,0.001370311,0.00439346,-0.00076126,0.00617436,0.006358826,-6.06E-05,0.00055351,-0.002660316,-0.001924648,-0.001005179,-0.000924645,-0.001800618,0.003561876,-0.000147784
477.6000061,0.006630415,0.016716979,0.023519943,0.01768391,0.005246813,0.009685874,0.035705969,0.003602436,0.012913999,0.003063147,0.009600941,0.044610918,0.010499761,0.008995456,0.017526643,0.00348904,0.024672518,0.02005874,0.003476149,0.000830828,0.004513684,0.001409498,0.000780334,0.006362793,0.00033784,0.006062286,0.007511198,0.001023805,0.001548928,-0.002724014,-0.000754593,0.000116088,0.000733062,3.99E-05,0.004345374,0.000574142
476.7999878,0.006133901,0.016813701,0.024183417,0.016020378,0.004974464,0.010147514,0.035609245,0.002822334,0.011901797,0.001904848,0.008513787,0.045539137,0.009886535,0.00871911,0.016328152,0.001883815,0.02416344,0.018420078,0.003433252,-0.000395151,0.004218766,0.001236961,0.000248654,0.004785115,0.000475242,0.005726758,0.007643274,0.001181125,0.001118237,-0.0024947,-0.001805309,-0.001529546,-0.000833091,-0.001795926,0.003169496,-0.000498847
476,0.005882774,0.016850783,0.023502726,0.015189949,0.003421877,0.00889993,0.035687111,0.002696769,0.012074579,0.000694039,0.008811901,0.044654291,0.010084427,0.008723151,0.016904095,0.000938188,0.023509804,0.018079512,0.002880336,-0.001605944,0.005393771,0.001270424,-0.000435701,0.003515318,-0.000199121,0.005213775,0.007509196,0.000112049,0.001905187,-0.002978762,-0.0023628,-0.00229735,-0.000410875,-0.00118959,0.002419168,-0.000849213
475.1999817,0.006718371,0.017564729,0.023879571,0.016950469,0.005544685,0.00998294,0.036323011,0.002721019,0.012409694,0.001025051,0.009487951,0.046080679,0.01088794,0.010139061,0.018784076,0.001930303,0.023623878,0.018862443,0.003190227,-2.82E-05,0.005691533,0.000802766,0.000530779,0.005561832,-0.000505828,0.006482539,0.008827778,0.000915801,0.002926983,-0.002569642,-0.001014734,-0.0019431,-0.001416033,-0.000999032,0.003281531,0.000595967
474.3999939,0.006582527,0.017979404,0.024222912,0.017957307,0.004971584,0.010384073,0.035251454,0.002974104,0.011471219,0.001407161,0.010196325,0.046181377,0.010739642,0.009191409,0.018370764,0.002529994,0.024464855,0.020138694,0.002559131,-0.001213907,0.004453921,0.0011723,0.001033847,0.004875971,-0.000577649,0.005185298,0.008170743,0.000309137,0.00234785,-0.001942481,-0.001964643,-0.002303581,-0.002910525,-0.000959722,0.004367965,-0.000709679
473.6000061,0.005959031,0.018235411,0.0248117,0.018008003,0.005769935,0.010351729,0.036138818,0.005045036,0.011686215,0.002022045,0.010592245,0.047472376,0.012290459,0.009690744,0.019272298,0.004176005,0.025557371,0.020260563,0.004181128,-0.001324324,0.005077223,0.001751191,0.00171808,0.005835966,-0.000600967,0.006305742,0.008752072,0.000581633,0.002022175,-0.001400655,-0.000709627,-0.0012709,-0.000494606,8.96E-06,0.004717333,0.000888694
472.7999878,0.005562724,0.017575646,0.025838243,0.018269537,0.004405175,0.009787344,0.03528795,0.004760566,0.01249747,0.002210401,0.009984503,0.046284139,0.012068351,0.009909575,0.018979926,0.00368811,0.026131669,0.018647702,0.00401036,-0.001235848,0.004379575,0.000939459,0.0007118,0.006109748,-0.000468025,0.005742654,0.007404807,0.000622434,0.002172495,-0.002087493,-0.00074529,0.000210867,-0.000649252,-0.000704407,0.003929507,0.000520361
472,0.006065042,0.017247079,0.025796734,0.018190116,0.005039013,0.011028137,0.036271874,0.005692661,0.011609823,0.003085958,0.011722755,0.047797181,0.011713313,0.010064398,0.019038746,0.004006859,0.027446507,0.019111101,0.003568531,0.000170285,0.004601029,0.001695679,0.001393942,0.007266275,0.001142166,0.006592278,0.007858333,0.000523989,0.002929797,-0.001610225,-2.54E-05,-0.000219199,-5.06E-05,-0.000294586,0.004348381,0.001450299
471.1999817,0.007080923,0.019295814,0.02580558,0.019421292,0.005937538,0.012455724,0.03788757,0.006216189,0.013595696,0.003454752,0.011119963,0.049100883,0.012636561,0.011629046,0.019560697,0.004215447,0.027790444,0.021167934,0.005109779,0.000926333,0.006427548,0.001869282,0.002245215,0.00770635,0.002019315,0.008017965,0.009122856,0.001673486,0.00298625,-0.000463732,0.00040704,0.001505806,0.00154885,0.000231586,0.004809928,0.002007586
470.3999939,0.007260562,0.019669186,0.026985813,0.019089406,0.006394237,0.013095187,0.039297026,0.005675142,0.014154623,0.003759152,0.011760094,0.05023348,0.013525643,0.011405043,0.020314621,0.002749622,0.02894737,0.021595642,0.005297173,0.000260854,0.006687745,0.002836847,0.002527729,0.007371894,0.001927963,0.007998532,0.010731045,0.003121337,0.005130812,-0.001234919,0.00136883,0.001561631,0.00208946,0.001372674,0.005672913,0.001478688
469.6000061,0.006272282,0.018365391,0.025122644,0.01822645,0.005722614,0.011532701,0.037908103,0.003848879,0.013133473,0.002698436,0.010144175,0.048105367,0.012203631,0.010551477,0.02089096,0.001339929,0.027571991,0.021042468,0.003955264,-0.000643721,0.005699848,0.001346888,0.000995005,0.004647652,0.000916398,0.006010367,0.009623277,0.001614554,0.004085244,-0.002223134,0.000926074,8.73E-05,-0.000162637,-1.20E-05,0.004576542,0.000519739
468.7999878,0.005843207,0.019364422,0.026615016,0.018165337,0.006051313,0.011631626,0.038309,0.003992125,0.012411213,0.001340111,0.010190522,0.048558228,0.012299513,0.009706944,0.020535426,0.002335514,0.027451994,0.02072471,0.00457152,-0.001156184,0.006161338,0.001517105,0.001251265,0.005065071,0.001776065,0.006656858,0.009527693,0.00160863,0.003797433,-0.001588664,0.00036854,0.000481046,-9.44E-05,-0.000433943,0.004969647,0.00036385
468,0.006840529,0.019133661,0.026562948,0.019906167,0.006094023,0.012110006,0.038904104,0.00521891,0.012733419,0.001920891,0.010566197,0.049611572,0.012860881,0.010016819,0.020338356,0.002724927,0.027900735,0.020678636,0.004884033,-0.001843099,0.006283523,0.001251732,0.001526951,0.005637272,0.001026867,0.006893178,0.009867257,0.001465597,0.002192657,-0.00131044,-0.000721257,0.000745793,0.000870641,0.00072422,0.00428153,-0.000838672
467.1999817,0.005386484,0.019464118,0.025587516,0.01921534,0.005794594,0.011089635,0.038413428,0.004822413,0.014321482,0.002632854,0.0111683,0.049653534,0.012686959,0.010469212,0.020335156,0.003624623,0.027988136,0.020436838,0.004010439,-0.00052858,0.005563038,0.001973103,0.000752769,0.005837409,0.000422535,0.006319505,0.009871334,0.001355743,0.00333936,-0.001507826,-0.000530959,0.000499861,9.68E-05,0.000971447,0.004437262,-0.000482091
466.3999939,0.00567307,0.019418666,0.02645883,0.01912019,0.006351865,0.010983665,0.039936818,0.005738509,0.013500114,0.004108266,0.011726106,0.051686212,0.01267406,0.010445347,0.021296456,0.003946043,0.028678359,0.021332914,0.003223424,0.000107181,0.005302257,0.002602853,0.001692352,0.006025249,0.002242222,0.005907833,0.011090273,0.002560147,0.002874369,-0.001176992,0.00070817,0.001337567,-0.000623456,0.001297763,0.003963702,0.001727878
465.6000061,0.006271889,0.020415731,0.027093032,0.01823193,0.007319107,0.012241038,0.039787598,0.00556899,0.014208061,0.004686194,0.011767461,0.051557295,0.012657882,0.010562803,0.022383908,0.004346211,0.029661847,0.02209777,0.003172104,0.000246737,0.006351445,0.002512472,0.002809411,0.006178063,0.002423047,0.00659467,0.01088587,0.002496095,0.003015547,-0.000417495,0.000491024,0.001043214,0.000316649,0.001518014,0.005925834,0.001539134
464.7999878,0.006367022,0.021047711,0.0277046,0.021020569,0.008195987,0.012388065,0.040020064,0.005222185,0.015004911,0.004329765,0.01375093,0.052372392,0.013328152,0.011542217,0.022604158,0.004306836,0.030680208,0.02356099,0.004009943,0.001644981,0.00737092,0.002517653,0.003747846,0.006911431,0.004292666,0.007954659,0.012398667,0.003367038,0.004592003,0.000118211,0.002573296,0.001836968,0.001334321,0.001232599,0.005859422,0.003010829
464,0.007171207,0.0212183,0.028363921,0.020750586,0.007871408,0.012270568,0.040424507,0.006015799,0.015373377,0.003917962,0.014181608,0.052438486,0.014138016,0.012403674,0.022564976,0.004202953,0.029432949,0.023928529,0.005820382,0.00212057,0.007582999,0.003028763,0.003734243,0.006938838,0.003620969,0.007097026,0.012128506,0.002735945,0.005547936,-0.000653181,0.001440923,0.001906071,0.001800446,0.001938962,0.006509892,0.002505937
463.1999817,0.005417124,0.021306569,0.028611887,0.020195259,0.007614479,0.01169531,0.040909614,0.00648112,0.014771045,0.00346425,0.013072591,0.05280944,0.014210254,0.013193589,0.022461837,0.004844401,0.028839828,0.023249904,0.006367101,0.001411186,0.008043331,0.001881033,0.003311084,0.008489184,0.001585117,0.007428505,0.011663001,0.003102826,0.004441158,-0.000317919,0.001235689,0.002008522,0.001057564,0.001036857,0.005826285,0.003642608
462.3999939,0.006016981,0.021260027,0.028138218,0.020420885,0.007224344,0.010973737,0.039929185,0.00545057,0.014267656,0.003302997,0.012179031,0.053142767,0.014977767,0.01248937,0.021036491,0.00465278,0.029838376,0.02374405,0.005295444,0.00087435,0.007470429,0.0026209,0.001951495,0.007838248,2.48E-05,0.006878793,0.011032227,0.002779502,0.003311814,-0.000816194,0.000689347,0.002057364,0.00128813,0.000705707,0.006076933,0.002418752
461.6000061,0.007951337,0.022639474,0.029088233,0.020898404,0.00805926,0.012395204,0.042111594,0.006492077,0.015244586,0.004981508,0.014465602,0.056167025,0.015980897,0.012575937,0.022829814,0.005568387,0.031878069,0.023882115,0.00670909,0.001739937,0.00866064,0.003937788,0.003160839,0.008376115,0.001941172,0.009207034,0.011772329,0.003494493,0.005055486,0.001018797,0.001533419,0.003192834,0.002637151,0.001522846,0.006992894,0.003694793
460.7999878,0.006318507,0.021992102,0.030042162,0.021308716,0.00862478,0.012665158,0.041817635,0.006700547,0.016123394,0.003127334,0.01353507,0.055663906,0.015045803,0.012732592,0.023370629,0.005280272,0.0328613,0.025272975,0.007220133,0.000526192,0.00915421,0.003392708,0.002554314,0.0081124,0.003375725,0.009764867,0.012493687,0.003931806,0.004422878,0.000608565,0.002511925,0.003379012,0.002633114,0.00245543,0.006885894,0.004877803
460,0.006430096,0.02282913,0.030331366,0.022287682,0.008384506,0.012585769,0.041998349,0.006415384,0.015552725,0.002511665,0.013997828,0.055116929,0.016026959,0.01181462,0.024314558,0.005495161,0.033082124,0.025884923,0.006122139,0.000741074,0.00773797,0.002867203,0.003199928,0.008486677,0.003301824,0.008161326,0.01245378,0.003261005,0.005982152,-0.000639585,0.001385476,0.00250112,0.003158649,0.002910591,0.006815364,0.003280462
459.1999817,0.006832824,0.021093851,0.029818552,0.022488663,0.008104171,0.0124797,0.04369624,0.005936095,0.016491305,0.003365472,0.01441703,0.056101453,0.015955949,0.012484282,0.024556417,0.005730745,0.032944568,0.024627503,0.005532048,0.001165214,0.006914167,0.003343559,0.003232186,0.007415892,0.003504827,0.007903383,0.011659677,0.004021046,0.005430596,-0.000636535,0.002785833,0.003512369,0.002271444,0.002381582,0.00758429,0.002310218
458.3999939,0.006478913,0.022636473,0.029691089,0.021785716,0.007519757,0.01298326,0.043743361,0.005383759,0.017232373,0.00383885,0.014459072,0.056118771,0.016749127,0.013581486,0.024683971,0.005668139,0.033621464,0.023724968,0.006567705,0.001316119,0.007380267,0.00355188,0.003566887,0.006438583,0.003852692,0.009601575,0.011397416,0.004044535,0.006632202,0.000227675,0.002611577,0.004091333,0.002386553,0.002036427,0.007568117,0.002813997
457.6000061,0.005546861,0.023003506,0.029559422,0.022662573,0.007795025,0.012495871,0.043488722,0.00431149,0.016185777,0.003286617,0.015375791,0.056157745,0.015994916,0.014067929,0.0246883,0.005360905,0.033924226,0.024692055,0.006813549,0.001966862,0.008153281,0.003693697,0.003679886,0.00738232,0.003907749,0.009262907,0.01258012,0.004319804,0.005208326,-0.000450648,0.001835851,0.003448725,0.001460324,0.002627358,0.006411943,0.003274594
456.7999878,0.006523189,0.023868468,0.030435499,0.023495076,0.009245032,0.012520968,0.043681186,0.005911585,0.018274991,0.005067821,0.015611405,0.058238156,0.017241342,0.012333068,0.025613191,0.006122717,0.035943091,0.02693023,0.007879685,0.002022461,0.009141468,0.003538544,0.004355963,0.00826975,0.004802652,0.009403057,0.014848156,0.004734448,0.006470242,-0.000783947,0.002349334,0.003959339,0.003261396,0.003461067,0.00712405,0.004383105
456,0.005472537,0.023493273,0.030841477,0.02292818,0.008773494,0.011046379,0.042189837,0.005335589,0.016921453,0.004186695,0.014480295,0.056976926,0.015575584,0.0120131,0.025472762,0.004834977,0.034921728,0.026296621,0.00645545,0.000388852,0.007910685,0.003184699,0.003311214,0.006980793,0.003935072,0.008059892,0.013490821,0.004921706,0.00585079,-0.001407673,0.001821553,0.001618634,0.0028221,0.002093466,0.006076067,0.002952315
455.1999817,0.006623975,0.024196308,0.030702878,0.023796575,0.008489369,0.010817527,0.043292716,0.005995642,0.018125985,0.005492697,0.013929314,0.058646481,0.016582275,0.013072271,0.027223375,0.004636951,0.033746868,0.027082618,0.007389746,0.000506055,0.009139908,0.005521639,0.003045264,0.007823225,0.004866887,0.009881794,0.012722677,0.00408872,0.005738982,-0.000678821,0.002762178,0.003421668,0.003653259,0.002278964,0.008304287,0.00419634
454.3999939,0.007550258,0.025197804,0.032411117,0.024542255,0.008951905,0.013583222,0.044833809,0.008237193,0.017448921,0.005517104,0.016087798,0.061039526,0.018035255,0.014355754,0.027096918,0.007489048,0.035286546,0.027461233,0.007859573,0.002857849,0.009083099,0.00533766,0.004596425,0.009373537,0.005887733,0.01039937,0.013827379,0.004309791,0.00729581,6.17E-05,0.003137164,0.004127317,0.005451907,0.003386317,0.008702128,0.004993186
453.6000061,0.00684045,0.023451686,0.031560332,0.023460047,0.00870321,0.013112449,0.044785623,0.007188392,0.017528342,0.003783123,0.015430961,0.060479436,0.016998194,0.013736369,0.027200969,0.005398043,0.035779439,0.027538259,0.007266564,0.002718909,0.008003172,0.004525272,0.003788789,0.009609515,0.002987318,0.010477963,0.014345213,0.004246657,0.005886473,0.000554598,0.003347812,0.003535308,0.003891085,0.001946398,0.008199153,0.004258185
452.7999878,0.004995491,0.023259681,0.031931616,0.022691401,0.008302492,0.011518479,0.044985063,0.006338049,0.016744608,0.001687727,0.015012039,0.059283551,0.016508594,0.012221789,0.025732046,0.004602625,0.033829048,0.026466286,0.007249586,0.001056136,0.008578943,0.003111247,0.003655086,0.007186603,0.002988309,0.008665209,0.012102473,0.004168217,0.006529206,-0.00049714,0.001445156,0.002262701,0.002207149,0.00157566,0.007442778,0.003011168
452,0.005879913,0.024633395,0.03223775,0.023410896,0.011123787,0.013960295,0.047343206,0.006844132,0.017804796,0.003792158,0.016630687,0.062269904,0.018336929,0.012333334,0.027401315,0.006298677,0.035869591,0.027758131,0.008468938,0.00271297,0.009982065,0.003872071,0.00513812,0.008376167,0.00540415,0.011616949,0.01379713,0.005795774,0.008165995,-4.14E-06,0.003468347,0.004348538,0.004749469,0.002751133,0.008965884,0.004696608
451.1999817,0.00610728,0.025314735,0.030969808,0.02459652,0.00978242,0.013670247,0.046408851,0.006709879,0.018627275,0.0046667,0.015743768,0.060884278,0.018567914,0.013155138,0.027487155,0.00543597,0.035488073,0.02683299,0.008212949,0.003132627,0.008514368,0.004033012,0.004318314,0.007411205,0.004550932,0.011160332,0.012713614,0.006090794,0.006330484,-0.000672463,0.002996467,0.003802133,0.003095448,0.002983565,0.007674916,0.004599564
450.3999939,0.00714447,0.026080456,0.032738745,0.025107697,0.009310536,0.01478623,0.048081595,0.008057598,0.018153245,0.005670788,0.017383821,0.062708803,0.019163148,0.014678149,0.027556738,0.007177392,0.037701868,0.028634919,0.008670332,0.002443612,0.009611341,0.004140776,0.004572461,0.008115933,0.004481382,0.011610754,0.013874843,0.007464398,0.006766404,0.000975468,0.004578348,0.005178749,0.004472228,0.003035358,0.008295606,0.004826759
449.6000061,0.007464319,0.025506472,0.032439094,0.024296025,0.009980212,0.01372122,0.047023471,0.007288412,0.018712938,0.005309489,0.017085582,0.062802486,0.017905647,0.014944972,0.02776834,0.006922347,0.037914291,0.028172549,0.007875704,0.002303842,0.009455383,0.003311579,0.0041027,0.007716205,0.005187734,0.011086369,0.013898041,0.006384622,0.005836517,0.001785214,0.004404599,0.005031785,0.004096847,0.003156824,0.008575484,0.00401151
448.7999878,0.008535039,0.027178701,0.034935333,0.02657357,0.011816668,0.014669608,0.048352137,0.008918373,0.02088045,0.006589598,0.018006276,0.065708108,0.019615805,0.015912257,0.030133188,0.007852297,0.039262995,0.030187711,0.009581489,0.003872802,0.011019906,0.005481398,0.006462886,0.010131164,0.005929036,0.011856224,0.015812326,0.007711936,0.008299748,0.002548924,0.003717612,0.004890762,0.005255171,0.004808096,0.009666286,0.005756032
448,0.007884878,0.026706673,0.03473039,0.025936937,0.010603199,0.014224269,0.047668144,0.008087819,0.019359117,0.006513545,0.01617503,0.064010873,0.020225251,0.015326903,0.028317085,0.007221265,0.039318562,0.029835632,0.008577729,0.002583192,0.010709156,0.005753881,0.004964933,0.010143698,0.005492408,0.01050541,0.015366888,0.006076119,0.007382189,0.00101475,0.003159222,0.004992506,0.004415792,0.004500972,0.0084403,0.00564847
447.1999817,0.008494675,0.02649278,0.035064656,0.026308309,0.010847225,0.014403918,0.049442951,0.007885668,0.020429648,0.005960816,0.01774323,0.065918475,0.019672545,0.014988833,0.028324712,0.007949069,0.038798261,0.030171229,0.008266504,0.00310632,0.011564973,0.004517111,0.005689147,0.010257547,0.005887759,0.01143223,0.01603131,0.004949931,0.007469428,0.001686661,0.003897798,0.004113597,0.004808803,0.00413108,0.009242176,0.005384047
446.3999939,0.007965679,0.028212849,0.036553908,0.028063487,0.011568615,0.015161052,0.050396159,0.008873298,0.019978909,0.005528928,0.019190311,0.066581428,0.020165998,0.016221704,0.03091499,0.008514157,0.040543225,0.030353712,0.008800939,0.004222504,0.012147858,0.007070662,0.006970271,0.010684242,0.006694264,0.01355534,0.017598342,0.006342567,0.007684533,0.002090943,0.00466984,0.005480402,0.005600036,0.003773618,0.009652788,0.006188145
445.6000061,0.006625132,0.027905373,0.035814434,0.026837451,0.009756448,0.014381843,0.051082369,0.008401345,0.019901017,0.005997742,0.018154539,0.066435434,0.020770488,0.015526781,0.03087694,0.008168,0.040822729,0.030129192,0.008795841,0.003045707,0.011008197,0.006442628,0.00579378,0.010676177,0.005608348,0.012258746,0.016141903,0.006683907,0.007340089,0.001375374,0.004666517,0.005123609,0.005259049,0.003816496,0.009063804,0.004443591
444.7999878,0.007069373,0.028758533,0.036822911,0.028505286,0.011299288,0.015836004,0.051770661,0.009062878,0.021378351,0.008007945,0.019270701,0.068065181,0.022267926,0.016681254,0.031200048,0.008937054,0.04154202,0.030875161,0.009991867,0.003577692,0.010864477,0.005989501,0.006622819,0.012458707,0.006536354,0.014482677,0.016895913,0.008111239,0.008953148,0.002553871,0.00494705,0.005005389,0.006113738,0.004746957,0.010267964,0.004928147
444,0.007664009,0.029122557,0.036249194,0.028272934,0.012422506,0.01487805,0.052046895,0.009036342,0.021856433,0.007351621,0.019983165,0.068653159,0.021645568,0.016247071,0.032606319,0.00852403,0.042358719,0.031322945,0.010105251,0.003387412,0.012552994,0.005895998,0.005835677,0.012462171,0.005046084,0.014085364,0.017344244,0.008132286,0.009001667,0.001485935,0.005334069,0.006223962,0.006397941,0.004510022,0.009982622,0.005162246
443.1999817,0.00648112,0.028306725,0.036206201,0.02718956,0.011853591,0.013892429,0.050954305,0.008190764,0.021092737,0.006531098,0.020000024,0.068963826,0.02343256,0.016759889,0.031647917,0.007826045,0.042560846,0.031494949,0.010349475,0.002331168,0.012280634,0.005984751,0.005564087,0.012743895,0.004235914,0.013036232,0.015762342,0.007848291,0.008293838,0.000730235,0.003485073,0.004180318,0.00564257,0.002724067,0.008955737,0.004548631
442.3999939,0.008461838,0.030679706,0.037644301,0.030378334,0.013046768,0.016658714,0.053192969,0.009580643,0.022082299,0.007180524,0.021003017,0.072144829,0.023048079,0.018511048,0.03282883,0.009904437,0.043874733,0.03297364,0.011918691,0.003222485,0.012070639,0.00748436,0.007320081,0.013456296,0.005668769,0.014754012,0.017874977,0.008998707,0.009095576,0.002751862,0.005325317,0.006688428,0.006976848,0.005109203,0.010029852,0.006834534
441.6000061,0.00774996,0.030076977,0.037305675,0.029163888,0.012590965,0.015791709,0.053890329,0.009019585,0.021515692,0.007291256,0.020493172,0.071955375,0.023975523,0.017618801,0.032486849,0.009534732,0.044382807,0.03249773,0.011109792,0.002156235,0.012247216,0.006596904,0.008267454,0.012558617,0.00678573,0.015120711,0.017232211,0.008937451,0.008418737,0.002210453,0.004897751,0.006733593,0.005015968,0.003402022,0.011031323,0.005833132
440.7999878,0.007676076,0.029848414,0.038050972,0.030899037,0.012704551,0.017167656,0.055399183,0.00885742,0.02263841,0.007259747,0.02058162,0.072181478,0.023702029,0.01901757,0.033180635,0.009144164,0.0443439,0.033243589,0.011116165,0.002992661,0.012328913,0.006896992,0.007162417,0.013269993,0.007426925,0.014721556,0.019353461,0.007900879,0.00835751,0.002859203,0.006257208,0.006891127,0.006926266,0.005141133,0.011087511,0.006855177
440,0.007339352,0.030234665,0.037851248,0.030084828,0.012638614,0.015799817,0.055388127,0.009645748,0.022075135,0.006564999,0.021064639,0.071298845,0.023232481,0.017012784,0.033903517,0.008971302,0.045369241,0.033803724,0.009599326,0.002855972,0.012407989,0.006091713,0.006653966,0.011139908,0.007619722,0.014686236,0.01842113,0.008671969,0.007722529,0.001254847,0.005467163,0.005531471,0.006796537,0.004511931,0.010765249,0.006178142
439.1999817,0.006640271,0.029991429,0.038701497,0.031831469,0.01150362,0.016453233,0.056479882,0.00914694,0.022391459,0.007258694,0.021808933,0.071757972,0.02347644,0.017412651,0.034190036,0.008831661,0.04541916,0.03460167,0.008888727,0.002143748,0.012516146,0.006729465,0.007661743,0.012082962,0.006864986,0.014348771,0.018193003,0.009787477,0.008142494,0.001884595,0.005101057,0.005780322,0.006866354,0.004139573,0.010741048,0.005239765
