wavelength (nm),DOMBlank1,DOMSTD27,DOM13465F,DOM12770,DOM12978,DOM12984,DOM13002,DOM13018,DOM13019,DOMBlank2,DOM13051,DOM13451,DOM13453,DOM13154,DOM13469,DOM13470,DOM13471,DOM13617,DOM13260,DOMBlank3,DOM13264,DOM13316,DOM13333,DOM13416,DOM13538,DOM13542,DOM13543,DOM13545,DOM13546,DOMBlank4,DOM13551,DOM13552,DOM13553,DOM13558,DOM13559,DOMBlank5
722.4000244,-0.002366353,-0.006112466,-0.006212918,-0.011173155,-0.011708577,-0.013397245,-0.010847081,-0.017204685,-0.017288772,-0.017283449,-0.017190354,-0.014159002,-0.017481616,-0.017006392,-0.016534284,-0.01874499,-0.018844992,-0.016951725,-0.019687617,-0.020420205,-0.020498931,-0.020552659,-0.019431101,-0.019537922,-0.021272549,-0.020108763,-0.020862993,-0.022273803,-0.020822136,-0.023083299,-0.022776809,-0.022309706,-0.022508984,-0.021269741,-0.019442733,-0.02112557
721.5999756,-0.003556984,-0.005588342,-0.006749134,-0.010849858,-0.012063514,-0.014363308,-0.012143871,-0.016682826,-0.018463902,-0.016341118,-0.017792363,-0.013534318,-0.018553998,-0.017424125,-0.016498448,-0.019552425,-0.018903932,-0.017703999,-0.019741643,-0.02099783,-0.02039274,-0.02026928,-0.019729771,-0.019079361,-0.021497976,-0.020094873,-0.020791637,-0.022350473,-0.021167042,-0.022364587,-0.02315698,-0.022511737,-0.022138871,-0.021056525,-0.020440653,-0.02159971
720.7999878,-0.003942757,-0.007183161,-0.007291613,-0.012095436,-0.01372738,-0.015789615,-0.012678852,-0.018083323,-0.019959757,-0.01818298,-0.018118927,-0.015405834,-0.01921396,-0.018961821,-0.018772312,-0.020780582,-0.018876024,-0.019128609,-0.020788331,-0.021817829,-0.020689614,-0.020726044,-0.020881547,-0.019627301,-0.022382289,-0.020261522,-0.021161273,-0.023470463,-0.02171585,-0.023616798,-0.023559183,-0.023350623,-0.023036022,-0.022445815,-0.020883767,-0.021995679
720,-0.002630934,-0.006711463,-0.00658354,-0.010946796,-0.012891545,-0.01523591,-0.011958413,-0.016508317,-0.018052481,-0.016531393,-0.01694102,-0.013886663,-0.018346244,-0.01756406,-0.017360657,-0.020188831,-0.018032765,-0.01734479,-0.019709732,-0.020443814,-0.020287957,-0.020115731,-0.0211628,-0.019426744,-0.020023242,-0.020055722,-0.019430161,-0.021788828,-0.020218136,-0.021808572,-0.022409774,-0.022346737,-0.022729104,-0.020715825,-0.019634476,-0.02016926
719.2000122,-0.002530628,-0.005168782,-0.005662548,-0.01038516,-0.01142587,-0.012938885,-0.009550356,-0.015694849,-0.017485147,-0.016596626,-0.016466798,-0.013113225,-0.016474424,-0.017427556,-0.015927682,-0.020110147,-0.017704297,-0.017967151,-0.019787896,-0.019955998,-0.019015046,-0.01930172,-0.020122949,-0.018567739,-0.02085416,-0.019575091,-0.021078473,-0.021977814,-0.020103671,-0.0217907,-0.021528574,-0.022104874,-0.021919487,-0.020855494,-0.01946214,-0.020029916
718.4000244,-0.002681361,-0.006823243,-0.007283671,-0.011681766,-0.011859533,-0.014077514,-0.010702793,-0.016572159,-0.017348619,-0.017368319,-0.017643008,-0.012913105,-0.017219713,-0.017322205,-0.016903127,-0.020275258,-0.018439142,-0.017960593,-0.020700129,-0.020605046,-0.019051218,-0.019966532,-0.020051915,-0.019245114,-0.022185363,-0.019226838,-0.021218764,-0.02232923,-0.021067327,-0.021731609,-0.021385524,-0.022861004,-0.023926323,-0.020711828,-0.019840427,-0.019883651
717.5999756,-0.002408985,-0.007054053,-0.006542744,-0.010801027,-0.012239112,-0.013333688,-0.010636466,-0.017280713,-0.018138789,-0.018186852,-0.017599907,-0.015126575,-0.018077809,-0.017059209,-0.016952472,-0.020387998,-0.018661879,-0.01762183,-0.019953972,-0.020399608,-0.019899428,-0.02047335,-0.020728907,-0.018604495,-0.022120619,-0.020050678,-0.021342201,-0.022012904,-0.020901185,-0.022103447,-0.022894451,-0.022767719,-0.022688372,-0.020980267,-0.019684056,-0.020988012
716.7999878,-0.003413028,-0.005962205,-0.005815365,-0.011772322,-0.011688822,-0.014308609,-0.011683984,-0.016564185,-0.018044138,-0.01682494,-0.01685806,-0.013199967,-0.017338222,-0.018055709,-0.017220309,-0.019060733,-0.018247915,-0.017580168,-0.019724971,-0.020272641,-0.019926874,-0.020560164,-0.020048305,-0.019427288,-0.021739881,-0.020339981,-0.020439271,-0.02164153,-0.021311592,-0.021879811,-0.022382043,-0.023597334,-0.02273274,-0.020247687,-0.019216485,-0.019594491
716,-0.004057099,-0.007289983,-0.007086805,-0.012118446,-0.012735869,-0.015666936,-0.011944965,-0.016743105,-0.018105768,-0.017981209,-0.018204277,-0.014536877,-0.018122602,-0.017162535,-0.01807935,-0.020809058,-0.018089231,-0.018989822,-0.021576066,-0.021216102,-0.020516956,-0.019857736,-0.02079751,-0.020714888,-0.022830352,-0.021273635,-0.021640003,-0.022933101,-0.021254212,-0.02243072,-0.02447528,-0.024837786,-0.02378024,-0.022205532,-0.020308066,-0.021844907
715.2000122,-0.002472565,-0.007029653,-0.007999753,-0.011801042,-0.013375358,-0.015633777,-0.011560593,-0.01720364,-0.017214039,-0.018580535,-0.017599309,-0.013723016,-0.020259941,-0.018354235,-0.017315539,-0.020798644,-0.018656474,-0.018636139,-0.020421045,-0.021558281,-0.020730782,-0.020545499,-0.020790452,-0.019720074,-0.021875577,-0.020402275,-0.021426626,-0.02284278,-0.021343878,-0.022859924,-0.022501562,-0.024592023,-0.024173198,-0.021757856,-0.020078609,-0.020862795
714.4000244,-0.001492245,-0.005933709,-0.007045546,-0.010495595,-0.011073036,-0.0133487,-0.010082218,-0.016342863,-0.016878029,-0.01722832,-0.017314244,-0.013144468,-0.018344557,-0.016251512,-0.016603403,-0.019007117,-0.017759066,-0.017273897,-0.019285081,-0.020252084,-0.020026702,-0.020917762,-0.01995763,-0.01840153,-0.02059848,-0.019382432,-0.020248476,-0.022130853,-0.019195681,-0.021216249,-0.022142561,-0.02165217,-0.022710482,-0.020148503,-0.018438894,-0.020329408
713.5999756,-0.004214994,-0.006561,-0.006161163,-0.010665311,-0.011593863,-0.012982653,-0.011234708,-0.016846804,-0.016466849,-0.016554916,-0.016930165,-0.012950292,-0.017172636,-0.017135162,-0.015946247,-0.019333661,-0.017405773,-0.017689087,-0.020144103,-0.019565688,-0.019520253,-0.020633288,-0.019970981,-0.018819956,-0.020386269,-0.019359309,-0.020694451,-0.022229094,-0.019573556,-0.020809205,-0.021669654,-0.02201817,-0.021598184,-0.02083388,-0.018515848,-0.020014688
712.7999878,-0.003824075,-0.006643759,-0.006983498,-0.010449807,-0.012514196,-0.013560562,-0.011438175,-0.017109431,-0.017927509,-0.017168755,-0.016862592,-0.013100918,-0.017535072,-0.017023567,-0.016673509,-0.018771321,-0.018139236,-0.018054618,-0.020713111,-0.02003476,-0.019357726,-0.020200098,-0.020018496,-0.019354507,-0.021213291,-0.020634718,-0.020127248,-0.021258155,-0.020438084,-0.023055857,-0.022565365,-0.022630041,-0.023484442,-0.020799039,-0.019701669,-0.021410955
712,-0.00217492,-0.005496948,-0.005215488,-0.009595632,-0.010810369,-0.013183544,-0.010856523,-0.01567168,-0.015876973,-0.016338926,-0.015887354,-0.012168388,-0.017523784,-0.016103869,-0.016091099,-0.018916918,-0.017168108,-0.016281631,-0.019859567,-0.019328609,-0.018979464,-0.018541049,-0.019728187,-0.017357921,-0.020323679,-0.019310782,-0.018628253,-0.021291282,-0.019828556,-0.020956194,-0.020928616,-0.021316865,-0.021359552,-0.019558216,-0.017644599,-0.020566633
711.2000122,-0.001585672,-0.005105493,-0.005965166,-0.010386474,-0.011592552,-0.013729086,-0.0105962,-0.015644114,-0.01616353,-0.016067998,-0.016847054,-0.012511481,-0.017152134,-0.01652352,-0.016230466,-0.019710772,-0.017720152,-0.016787337,-0.020200741,-0.019100469,-0.018917957,-0.018458692,-0.019771868,-0.018051289,-0.020941591,-0.019009942,-0.019068511,-0.021527441,-0.020137629,-0.021480486,-0.021209495,-0.022291165,-0.021621039,-0.020578483,-0.018584257,-0.021101654
710.4000244,-0.002641432,-0.00623374,-0.007420803,-0.011319809,-0.012828215,-0.014631245,-0.0114589,-0.016185677,-0.017177215,-0.016422881,-0.017909128,-0.014211265,-0.017924031,-0.017078422,-0.016679188,-0.019667381,-0.018539412,-0.017777355,-0.020827414,-0.020063533,-0.019982897,-0.018526563,-0.020648098,-0.020085976,-0.021740768,-0.019837903,-0.020468263,-0.022494679,-0.021118518,-0.022091147,-0.022230273,-0.0222196,-0.023417683,-0.020889934,-0.019716313,-0.020808021
709.5999756,-0.004077409,-0.005836871,-0.007957259,-0.011593863,-0.011669871,-0.01413129,-0.011917413,-0.016979208,-0.017130136,-0.017868735,-0.018110188,-0.013379775,-0.017583599,-0.016849095,-0.017425915,-0.018986996,-0.017601397,-0.01841726,-0.020577693,-0.020282274,-0.019701075,-0.019358022,-0.020770958,-0.01900335,-0.021326922,-0.020249514,-0.021320809,-0.022617167,-0.021562321,-0.022484062,-0.022116534,-0.023098813,-0.023708576,-0.020761976,-0.019435309,-0.020603616
708.7999878,-0.003567049,-0.006149168,-0.005678746,-0.011354359,-0.01148759,-0.013630659,-0.011679498,-0.016066652,-0.017083699,-0.018612331,-0.017045967,-0.012334583,-0.017235933,-0.017107241,-0.015923189,-0.018726099,-0.016552424,-0.017711554,-0.019115578,-0.018934265,-0.020024378,-0.01997909,-0.019677375,-0.018563572,-0.021712599,-0.019540051,-0.020712223,-0.02149778,-0.02054066,-0.019925389,-0.021859923,-0.023472229,-0.022723258,-0.01983919,-0.018997256,-0.019467337
708,-0.003245283,-0.005816693,-0.005222189,-0.011175526,-0.010856017,-0.0128348,-0.011059662,-0.015306586,-0.01746043,-0.017570423,-0.016074834,-0.012142864,-0.016026538,-0.015525689,-0.016075732,-0.019837804,-0.017728452,-0.017486788,-0.018658357,-0.019127915,-0.019815547,-0.019998373,-0.01937961,-0.01761492,-0.020840788,-0.018648289,-0.020125221,-0.021202542,-0.019118106,-0.02163828,-0.020638816,-0.021965263,-0.021751257,-0.019787254,-0.01823893,-0.020297641
707.2000122,-0.002632941,-0.005327757,-0.005346883,-0.011119314,-0.010974158,-0.013428368,-0.010450413,-0.015252306,-0.016984088,-0.016737077,-0.016581478,-0.012144022,-0.016046895,-0.016190965,-0.016587209,-0.019356636,-0.017084595,-0.015766151,-0.019388324,-0.019162543,-0.019044381,-0.020043017,-0.019024262,-0.017364737,-0.021287043,-0.01881827,-0.019549107,-0.02183708,-0.020399064,-0.020984411,-0.021314451,-0.022147579,-0.022440061,-0.020526191,-0.019073812,-0.019977754
706.4000244,-0.002802928,-0.005409267,-0.0052382,-0.009218246,-0.010262411,-0.013269971,-0.010333648,-0.016067998,-0.016963724,-0.016654028,-0.01628582,-0.013095141,-0.016250862,-0.01607663,-0.015492818,-0.018567739,-0.015678471,-0.016115842,-0.018732594,-0.019474169,-0.018768344,-0.0185156,-0.019099278,-0.018363616,-0.020642668,-0.018259432,-0.019727988,-0.021242773,-0.0196176,-0.020749588,-0.021209298,-0.021484822,-0.021273833,-0.019529063,-0.017816216,-0.01973635
705.5999756,-0.003152983,-0.005743281,-0.006904677,-0.010974208,-0.011906382,-0.014026187,-0.010601808,-0.015408631,-0.016473029,-0.017817656,-0.016421337,-0.012765329,-0.017025407,-0.01679167,-0.016298786,-0.019602409,-0.016833857,-0.017463613,-0.019429516,-0.02077535,-0.018899173,-0.019340543,-0.019088628,-0.018433386,-0.020650962,-0.018685982,-0.02012977,-0.021558035,-0.020682901,-0.021736829,-0.021871343,-0.022748806,-0.021931006,-0.021100322,-0.01879626,-0.019689152
704.7999878,-0.003738262,-0.007169208,-0.007813737,-0.011378719,-0.011943151,-0.014246839,-0.01073921,-0.015768047,-0.018123247,-0.017650962,-0.016954713,-0.012603321,-0.017693909,-0.017678699,-0.017050447,-0.01884415,-0.01794425,-0.01761164,-0.019617651,-0.019733777,-0.020131253,-0.01982173,-0.020598628,-0.01960429,-0.021202838,-0.02000485,-0.020486586,-0.021686548,-0.021040151,-0.021883406,-0.023268877,-0.02283394,-0.022523092,-0.020278025,-0.018713504,-0.020548066
704,-0.002391737,-0.005227969,-0.005111122,-0.010847231,-0.010110089,-0.012486379,-0.009994091,-0.015726257,-0.016816475,-0.017391795,-0.015836641,-0.012190789,-0.016597025,-0.017343795,-0.015593671,-0.018261915,-0.016434846,-0.016353285,-0.01929974,-0.019880289,-0.020112272,-0.019591423,-0.019028226,-0.017637936,-0.020755855,-0.019283693,-0.019609436,-0.021374485,-0.019468427,-0.02036977,-0.021027721,-0.021701913,-0.022729987,-0.020355543,-0.01843562,-0.01941308
703.2000122,-0.002295136,-0.00521247,-0.005430281,-0.011168664,-0.010747442,-0.013585501,-0.010529604,-0.016391275,-0.017358966,-0.017671591,-0.016949585,-0.012514548,-0.01735832,-0.016844414,-0.016751025,-0.018861895,-0.017643157,-0.01671431,-0.01875476,-0.019859666,-0.020380193,-0.020454926,-0.021198943,-0.018658357,-0.020693021,-0.01935317,-0.019904867,-0.021081679,-0.019970981,-0.022022108,-0.021957684,-0.022816697,-0.02183127,-0.019735459,-0.018696247,-0.02014178
702.4000244,-0.001172087,-0.005271856,-0.00623374,-0.010591804,-0.010751331,-0.013320584,-0.009673865,-0.01612113,-0.01793973,-0.015826007,-0.016859604,-0.012419871,-0.01667002,-0.017153228,-0.016185379,-0.018083025,-0.016551577,-0.016631506,-0.019239021,-0.020509746,-0.018279536,-0.019604091,-0.019142529,-0.018617043,-0.019417437,-0.018804885,-0.019386591,-0.02174983,-0.019636454,-0.020760298,-0.021706248,-0.022644637,-0.02300288,-0.019831028,-0.01985467,-0.019491494
701.5999756,-0.001416343,-0.005223519,-0.004970955,-0.010595543,-0.010854756,-0.013028425,-0.009177595,-0.015726358,-0.015987167,-0.01506007,-0.016173456,-0.011878575,-0.015882263,-0.016398055,-0.015064371,-0.018713305,-0.016173307,-0.015889201,-0.01829686,-0.018935306,-0.017788587,-0.019276068,-0.019610327,-0.018328277,-0.020054337,-0.018950868,-0.019606369,-0.020758916,-0.018607222,-0.020821445,-0.021663252,-0.022484897,-0.021654533,-0.019601814,-0.019424021,-0.019164128
700.7999878,-0.001578192,-0.004563093,-0.005107182,-0.009334045,-0.009361305,-0.013542296,-0.009424534,-0.014556504,-0.015619093,-0.01639626,-0.016281182,-0.011162306,-0.016345607,-0.015525989,-0.01567233,-0.017551381,-0.016057672,-0.015608804,-0.018939767,-0.019169677,-0.017329268,-0.018031225,-0.019324847,-0.017157011,-0.019254673,-0.018751932,-0.017973509,-0.020967096,-0.01887414,-0.020320071,-0.020571373,-0.020927086,-0.022114763,-0.019773848,-0.02000653,-0.019426744
700,-0.003111657,-0.005560333,-0.006105166,-0.010911961,-0.011195759,-0.014367015,-0.010221908,-0.015650157,-0.017301757,-0.017265588,-0.016978411,-0.012361404,-0.017202944,-0.016598072,-0.01699733,-0.01948001,-0.016875889,-0.017619146,-0.019055083,-0.019628042,-0.019777114,-0.019581228,-0.020041632,-0.019031646,-0.021072851,-0.019376738,-0.01913609,-0.021491177,-0.019194096,-0.021019829,-0.021964721,-0.022231061,-0.022718785,-0.020891365,-0.019140795,-0.020641532
699.2000122,-0.002985138,-0.00551167,-0.006674553,-0.010666574,-0.011720872,-0.013655192,-0.010337945,-0.015524041,-0.017535718,-0.018506918,-0.017099427,-0.012934613,-0.01794271,-0.016256947,-0.017251557,-0.020159721,-0.016599616,-0.016970048,-0.01984928,-0.020589199,-0.019761579,-0.019849626,-0.020637829,-0.018681964,-0.021519952,-0.0202759,-0.019966036,-0.02203062,-0.020682063,-0.022154566,-0.021995582,-0.022402253,-0.021842446,-0.021556705,-0.01951758,-0.021270627
698.4000244,-0.003211058,-0.006216694,-0.005094032,-0.010071494,-0.011548392,-0.013389966,-0.010936195,-0.01609928,-0.017039148,-0.017144768,-0.017259518,-0.012808612,-0.017624117,-0.016489826,-0.016033622,-0.020175438,-0.016853677,-0.016870858,-0.02063225,-0.020653924,-0.019205637,-0.019684056,-0.019419814,-0.019178791,-0.020958513,-0.01948496,-0.01993444,-0.022160912,-0.020602874,-0.022321263,-0.022495123,-0.022103742,-0.023489445,-0.020355642,-0.019447239,-0.020136887
697.5999756,-0.002762238,-0.00730546,-0.006670882,-0.010000668,-0.012452019,-0.013875029,-0.010664099,-0.015814226,-0.016862294,-0.017384533,-0.018039519,-0.013139898,-0.018522793,-0.016241936,-0.016713314,-0.019331185,-0.01797634,-0.017685508,-0.019445555,-0.020217989,-0.020184334,-0.019756978,-0.021127297,-0.018846925,-0.021235082,-0.019802192,-0.019499613,-0.02262095,-0.020757731,-0.022622965,-0.023341693,-0.022624783,-0.02304044,-0.020675151,-0.020516265,-0.021176262
696.7999878,-0.001790358,-0.004478861,-0.004405478,-0.009338707,-0.010731129,-0.012147797,-0.009135115,-0.014044784,-0.017073743,-0.016205128,-0.015549167,-0.010909942,-0.016374275,-0.016554119,-0.015302489,-0.018569872,-0.016002785,-0.015499563,-0.019156797,-0.019191967,-0.018378751,-0.018658061,-0.019209849,-0.017619146,-0.019527875,-0.018617539,-0.019358369,-0.020362113,-0.019609189,-0.02069312,-0.020165009,-0.020961422,-0.021488713,-0.02015122,-0.018098518,-0.01919697
696,-0.003718398,-0.006279923,-0.006399365,-0.011572339,-0.012021215,-0.013934797,-0.011527218,-0.01629729,-0.017695798,-0.016971143,-0.016940324,-0.013141957,-0.018187895,-0.019862683,-0.017906196,-0.020614181,-0.017290812,-0.0175208,-0.020263795,-0.021121427,-0.020210525,-0.020367103,-0.021150375,-0.019971278,-0.022183837,-0.020597197,-0.020579174,-0.022342507,-0.021201605,-0.022258852,-0.022290625,-0.023381677,-0.023610475,-0.022169866,-0.020173559,-0.020587372
695.2000122,-0.001715952,-0.004982522,-0.004127258,-0.01031024,-0.011736444,-0.013866454,-0.008636606,-0.015598366,-0.01604435,-0.016642718,-0.015520894,-0.011130719,-0.016739268,-0.015824661,-0.016922697,-0.019936517,-0.015896089,-0.016468693,-0.019188054,-0.019457586,-0.019546386,-0.019435605,-0.020571422,-0.019668072,-0.020432157,-0.019289885,-0.018477149,-0.021495217,-0.019405257,-0.020526685,-0.021271909,-0.021911021,-0.022487748,-0.020905575,-0.018711966,-0.019677129
694.4000244,-0.003294354,-0.005877631,-0.005346831,-0.01034659,-0.011508161,-0.013706462,-0.011042502,-0.016734635,-0.016257646,-0.017978128,-0.016963078,-0.011558475,-0.017259169,-0.016231813,-0.016743453,-0.018770229,-0.015252355,-0.01660151,-0.019559948,-0.019591769,-0.019489514,-0.019325241,-0.020028284,-0.019897252,-0.020890724,-0.019701075,-0.020397533,-0.020234296,-0.020002576,-0.020517154,-0.022199824,-0.023506219,-0.023396688,-0.020873602,-0.018107058,-0.019470852
693.5999756,-0.003431725,-0.00592661,-0.006129873,-0.010009117,-0.011924817,-0.014275947,-0.010583316,-0.016421735,-0.01682514,-0.018373938,-0.016419591,-0.013064447,-0.01771369,-0.017436311,-0.017209761,-0.019285923,-0.017350012,-0.017332403,-0.020739865,-0.020675644,-0.020325802,-0.019019308,-0.020643458,-0.020413388,-0.021038473,-0.019519906,-0.021013219,-0.021631531,-0.021253964,-0.020936806,-0.021883504,-0.022277493,-0.022977296,-0.020816114,-0.018810835,-0.021288671
692.7999878,-0.00495043,-0.00620613,-0.0065405,-0.010722997,-0.012265284,-0.014274844,-0.011796961,-0.01626757,-0.017492805,-0.018064501,-0.016580481,-0.012626656,-0.017836241,-0.017123418,-0.016938979,-0.019053943,-0.017946884,-0.017987218,-0.019550098,-0.020582186,-0.01970805,-0.020967048,-0.020063186,-0.018695949,-0.021012429,-0.019781467,-0.020173263,-0.022356179,-0.020060517,-0.020931823,-0.021183511,-0.022428606,-0.022422558,-0.021472748,-0.018738892,-0.020569399
692,-0.004258931,-0.007494289,-0.007235303,-0.011549804,-0.013425506,-0.014099467,-0.011916607,-0.016944256,-0.017917523,-0.018239228,-0.018215448,-0.012673573,-0.017127348,-0.018235454,-0.016503233,-0.019732689,-0.017309718,-0.017183686,-0.020268489,-0.02051671,-0.019812975,-0.019828802,-0.020995855,-0.019247293,-0.021288227,-0.019779785,-0.020815128,-0.02120062,-0.020648493,-0.021871541,-0.023227705,-0.023881147,-0.022806922,-0.022172621,-0.019407485,-0.021177199
691.2000122,-0.002406926,-0.005251346,-0.005351997,-0.009988526,-0.012393809,-0.013578928,-0.010182564,-0.016518934,-0.016826037,-0.017444218,-0.016254054,-0.011623099,-0.017006541,-0.016397208,-0.017083848,-0.019096356,-0.016754562,-0.015768198,-0.01985017,-0.018911019,-0.019318111,-0.019573458,-0.020092648,-0.018927623,-0.021023577,-0.018725455,-0.02057399,-0.021101505,-0.020352183,-0.020762963,-0.022529926,-0.022261802,-0.022321213,-0.021018989,-0.018450804,-0.01966852
690.4000244,-0.002699832,-0.005108512,-0.004766176,-0.010177457,-0.011323541,-0.013270223,-0.009210137,-0.016349943,-0.016360912,-0.017038899,-0.016641822,-0.011008432,-0.016701657,-0.016957751,-0.015595969,-0.019034421,-0.016090898,-0.016813684,-0.018501312,-0.019731056,-0.01824186,-0.020131549,-0.019605279,-0.017966108,-0.021031026,-0.019101113,-0.019807436,-0.019750251,-0.01976252,-0.021059485,-0.021664729,-0.020913025,-0.022184821,-0.020818878,-0.018843059,-0.01956445
689.5999756,-0.003752839,-0.005616912,-0.005511262,-0.009598671,-0.012657431,-0.013469275,-0.009688142,-0.016610181,-0.017593989,-0.017633611,-0.017760558,-0.012230203,-0.017345933,-0.018208895,-0.01691189,-0.019746937,-0.016902927,-0.016200092,-0.018681865,-0.020438479,-0.019488079,-0.019589987,-0.02004979,-0.019531984,-0.020311376,-0.020303372,-0.020321455,-0.021405632,-0.021049669,-0.022153975,-0.023358766,-0.021595031,-0.022264458,-0.020962212,-0.018688807,-0.019982601
688.7999878,-0.002825406,-0.004875539,-0.005804637,-0.009387145,-0.012679154,-0.012462987,-0.011091508,-0.015734995,-0.016219243,-0.017274743,-0.016254203,-0.011513303,-0.016901933,-0.017273897,-0.015227512,-0.018417954,-0.016373228,-0.01567892,-0.020769725,-0.020237656,-0.018943137,-0.017693212,-0.020151122,-0.018751636,-0.020821493,-0.019276068,-0.019790666,-0.020878932,-0.019936021,-0.020473152,-0.021214079,-0.021665566,-0.021960637,-0.021512512,-0.01926844,-0.019339206
688,-0.002651672,-0.004225299,-0.004898116,-0.008625998,-0.01140817,-0.013194191,-0.010254119,-0.0168976,-0.016801383,-0.016464006,-0.016527506,-0.010315044,-0.016069746,-0.016746292,-0.015248307,-0.018530335,-0.015196169,-0.015740886,-0.0187199,-0.01934089,-0.018561289,-0.018571161,-0.018899024,-0.017330462,-0.019972514,-0.019055134,-0.019633239,-0.020621192,-0.020201877,-0.021233505,-0.020277087,-0.021300847,-0.021958126,-0.020385528,-0.018324059,-0.020350702
687.2000122,-0.002836619,-0.004095001,-0.005746192,-0.010333193,-0.011734176,-0.013638636,-0.010001175,-0.016147468,-0.017232351,-0.017000964,-0.016009972,-0.011864974,-0.01716776,-0.016816126,-0.016439432,-0.019296966,-0.016259141,-0.015962666,-0.019467238,-0.019954318,-0.018541049,-0.019924846,-0.019500306,-0.018449314,-0.020282917,-0.019839041,-0.02010807,-0.020185025,-0.020157151,-0.021004438,-0.021343976,-0.021783954,-0.023201497,-0.020090474,-0.019672824,-0.019509412
686.4000244,-0.002155911,-0.006748981,-0.00531405,-0.010694206,-0.012447491,-0.013044301,-0.010289663,-0.016172109,-0.016444964,-0.017069064,-0.016877482,-0.012528029,-0.017781232,-0.017671242,-0.016726766,-0.019790221,-0.016328853,-0.016762929,-0.02063304,-0.019611316,-0.01861749,-0.019110179,-0.02003219,-0.019285427,-0.021012874,-0.018419642,-0.019741891,-0.021513004,-0.02011944,-0.02259564,-0.021820487,-0.021974862,-0.022287576,-0.021044442,-0.020269379,-0.020691589
685.5999756,-0.001442401,-0.006541163,-0.005144839,-0.00925945,-0.011504379,-0.01303777,-0.009404168,-0.014875804,-0.01608566,-0.017259816,-0.015373553,-0.011145352,-0.017064335,-0.016951127,-0.016271658,-0.01969504,-0.01618872,-0.015537828,-0.018703138,-0.018570418,-0.019782752,-0.018374484,-0.020563472,-0.016752867,-0.01974763,-0.01818129,-0.019410405,-0.020563226,-0.020217098,-0.020867929,-0.020657774,-0.020239336,-0.021324949,-0.020612156,-0.019073021,-0.020426428
684.7999878,-0.001686815,-0.005014867,-0.004253907,-0.00892306,-0.011918269,-0.012225219,-0.00865787,-0.016865978,-0.015468938,-0.015999243,-0.014953641,-0.010804258,-0.016196501,-0.015726658,-0.014565115,-0.018449662,-0.015499013,-0.016731448,-0.018714048,-0.018707702,-0.01912955,-0.018954981,-0.019121721,-0.016689353,-0.01938065,-0.016918613,-0.01826519,-0.020416252,-0.02011415,-0.02041482,-0.020691095,-0.021306761,-0.021886801,-0.020476807,-0.017981308,-0.018214853
684,-0.003663573,-0.005331745,-0.00633447,-0.010371916,-0.011485673,-0.013474294,-0.009431627,-0.016213259,-0.016107911,-0.017064486,-0.016023144,-0.012191695,-0.017325239,-0.016617207,-0.016408674,-0.019340444,-0.015517347,-0.017798128,-0.019386988,-0.019398574,-0.017956221,-0.018770874,-0.019629823,-0.018895505,-0.020763753,-0.019417882,-0.01957524,-0.021194801,-0.020623216,-0.020493202,-0.022301739,-0.022648765,-0.02183767,-0.021038029,-0.019067768,-0.020535426
683.2000122,-0.001845367,-0.004618828,-0.004963175,-0.009067839,-0.01059428,-0.013001344,-0.008661067,-0.015002607,-0.016282329,-0.016259192,-0.015823562,-0.010679455,-0.015459745,-0.015534231,-0.015199918,-0.018517138,-0.014882457,-0.01642672,-0.017600253,-0.019268887,-0.017575147,-0.018810537,-0.019329946,-0.017132524,-0.019975727,-0.018280182,-0.019263538,-0.019795712,-0.019149514,-0.019789528,-0.020505944,-0.02033598,-0.021173058,-0.019641848,-0.017731186,-0.019171707
682.4000244,-0.001858874,-0.004901494,-0.005400677,-0.009753197,-0.011357485,-0.012079375,-0.00950918,-0.016196949,-0.01518652,-0.016872751,-0.016735433,-0.01081153,-0.015776934,-0.015917649,-0.015285195,-0.018838597,-0.015353564,-0.015852515,-0.018843852,-0.01916175,-0.01746973,-0.018257447,-0.019577319,-0.017477041,-0.019569894,-0.018369222,-0.019899923,-0.020436702,-0.01971562,-0.020531772,-0.020702893,-0.021645816,-0.023234036,-0.020495029,-0.01853455,-0.019085407
681.5999756,-0.002246569,-0.004695863,-0.004767353,-0.008715772,-0.010053434,-0.012387468,-0.008167449,-0.014752866,-0.014555152,-0.016432753,-0.015412829,-0.011037253,-0.01518677,-0.015482477,-0.013836216,-0.017097885,-0.015469538,-0.015675824,-0.018024718,-0.019239616,-0.018093502,-0.017134417,-0.018874438,-0.017624216,-0.018448768,-0.017606717,-0.018845586,-0.019623935,-0.019091995,-0.020401534,-0.020236272,-0.020204794,-0.02121689,-0.020075841,-0.016900139,-0.01851942
680.7999878,-0.002689336,-0.005332205,-0.00558594,-0.009841523,-0.011053404,-0.01350526,-0.010010787,-0.01588406,-0.016193209,-0.016906265,-0.016196201,-0.011985358,-0.016779069,-0.016761236,-0.015817922,-0.019326184,-0.016299734,-0.016013514,-0.018414432,-0.01878887,-0.01846539,-0.018326789,-0.019247739,-0.018519867,-0.020217592,-0.019637493,-0.019269282,-0.021417115,-0.019345792,-0.021278959,-0.020098383,-0.021224039,-0.021989085,-0.019955652,-0.018966926,-0.019452289
