wavelength (nm),DOMBlank1,DOMSTD29,DOM13163,DOM12719,DOM13123,DOM13010,DOM11895,DOM12258,DOM12660,DOMBlank2,DOM12940,DOM12994,DOM12998,DOM12999,DOM13000,DOM13023,DOM13071,DOM13439,DOM13440,DOM13449,DOM13459,DOM11931,DOM12157,DOMBlank3
684.7999878,-0.007948567,-0.006976518,-0.010963456,-0.012248373,-0.01263777,-0.00948284,-0.015851816,-0.015885109,-0.016106363,-0.015636472,-0.017970877,-0.011050729,-0.013035107,-0.015935717,-0.019462833,-0.012933357,-0.011634037,-0.017271409,-0.017184332,-0.017892635,-0.016418396,-0.021474326,-0.021690438,-0.019359211
684,-0.007771022,-0.006482205,-0.010752342,-0.011599004,-0.012948534,-0.010544157,-0.015414878,-0.016295146,-0.017311011,-0.015648009,-0.017688291,-0.010786482,-0.012688657,-0.015470137,-0.018419294,-0.013686146,-0.011750201,-0.017474653,-0.016353134,-0.017439643,-0.017351007,-0.020793363,-0.021483541,-0.018982388
683.2000122,-0.007899104,-0.006553249,-0.011279051,-0.011238795,-0.013003253,-0.011738006,-0.016281432,-0.016888289,-0.017187068,-0.015907917,-0.019108444,-0.010823549,-0.012069657,-0.015034815,-0.018817775,-0.012948985,-0.012271827,-0.017780237,-0.01633,-0.016643764,-0.017253397,-0.020866448,-0.020991713,-0.019633733
682.4000244,-0.005979567,-0.004942035,-0.010074782,-0.011398185,-0.011269517,-0.009680143,-0.01568776,-0.016473627,-0.017038301,-0.015057269,-0.016641423,-0.009767877,-0.011099027,-0.01446883,-0.017970975,-0.01257214,-0.012016632,-0.017284643,-0.015309835,-0.015987866,-0.015738141,-0.020164961,-0.019788193,-0.020118253
681.5999756,-0.004994242,-0.005303873,-0.009264215,-0.011255291,-0.012152882,-0.010299775,-0.015087573,-0.015114174,-0.015987366,-0.015165823,-0.017378764,-0.008798476,-0.009448647,-0.013399805,-0.017497379,-0.01159462,-0.010495696,-0.016693488,-0.015517697,-0.016120233,-0.016404735,-0.020449741,-0.019949125,-0.018901452
680.7999878,-0.006819624,-0.005641851,-0.01034113,-0.011624661,-0.010726633,-0.010535365,-0.016154004,-0.015148024,-0.016420787,-0.015767798,-0.017414974,-0.009698066,-0.011224264,-0.013506264,-0.017845681,-0.01261006,-0.011468682,-0.017731236,-0.016197797,-0.016156897,-0.016431706,-0.021790452,-0.019779438,-0.019166308
680,-0.004791471,-0.005284285,-0.009631129,-0.010316004,-0.011023777,-0.008742919,-0.015139924,-0.015329327,-0.01652332,-0.01490582,-0.016904272,-0.009108348,-0.010767796,-0.0142526,-0.017333148,-0.011582673,-0.010443893,-0.017258473,-0.014651517,-0.01519007,-0.0159702,-0.019981809,-0.019008406,-0.019454913
679.2000122,-0.005651612,-0.006280025,-0.0095459,-0.01121589,-0.011117144,-0.009726011,-0.014570923,-0.01552484,-0.015983624,-0.01560396,-0.017541287,-0.009601709,-0.012923206,-0.014631996,-0.017739236,-0.013157226,-0.010464463,-0.017091762,-0.015825359,-0.016742507,-0.01591271,-0.020255692,-0.019751538,-0.019154418
678.4000244,-0.0055313,-0.005327705,-0.010287641,-0.010092789,-0.011198635,-0.009836259,-0.013743632,-0.014015761,-0.015081173,-0.013976258,-0.01668128,-0.009503152,-0.011688519,-0.013959013,-0.017068218,-0.011619419,-0.010126526,-0.016287765,-0.015310235,-0.015727457,-0.015400787,-0.019121574,-0.019385254,-0.017526519
677.5999756,-0.007401361,-0.007620926,-0.011416339,-0.010984203,-0.011534126,-0.011128094,-0.015748575,-0.016464604,-0.016294897,-0.016078725,-0.018447677,-0.011056433,-0.0119498,-0.015464142,-0.018244838,-0.01357938,-0.011918572,-0.018026903,-0.016107112,-0.017868785,-0.015725359,-0.02155434,-0.020318441,-0.01939184
676.7999878,-0.007136004,-0.00651245,-0.010885959,-0.011371506,-0.012056666,-0.010560427,-0.015853763,-0.016288513,-0.017498573,-0.016522074,-0.018219272,-0.010269742,-0.011558727,-0.015035216,-0.018081138,-0.013395839,-0.011881094,-0.018372647,-0.017464906,-0.017917374,-0.016925834,-0.021387398,-0.020847697,-0.019604487
676,-0.006716203,-0.007327248,-0.011326971,-0.011372212,-0.012572844,-0.009926695,-0.01609958,-0.016416552,-0.017891938,-0.017286384,-0.018081386,-0.01033658,-0.011802654,-0.014626489,-0.018056454,-0.013277754,-0.011227544,-0.017890349,-0.016246025,-0.017279617,-0.016658861,-0.020553745,-0.021185532,-0.019432141
675.2000122,-0.005824202,-0.005105186,-0.009870827,-0.010477755,-0.011083484,-0.009725202,-0.016374225,-0.014285565,-0.016987124,-0.01601062,-0.016449003,-0.009655637,-0.010512575,-0.014633247,-0.018365748,-0.012186812,-0.01067698,-0.017246183,-0.016327407,-0.015796155,-0.014647213,-0.020206572,-0.021097757,-0.018468715
674.4000244,-0.006557074,-0.006461598,-0.010799613,-0.011001466,-0.012506903,-0.011327979,-0.016813336,-0.016723478,-0.018138442,-0.016462561,-0.017262751,-0.010430652,-0.013030836,-0.015640318,-0.019431101,-0.012038437,-0.011236372,-0.017121576,-0.016925834,-0.01644701,-0.016555216,-0.020199209,-0.021275755,-0.019055728
673.5999756,-0.00523508,-0.004558994,-0.010044177,-0.009450522,-0.01029118,-0.008437457,-0.014332754,-0.015178721,-0.015896387,-0.015385346,-0.016194357,-0.00820657,-0.009967933,-0.013895287,-0.016798295,-0.01069562,-0.009906706,-0.01602968,-0.014059721,-0.015520644,-0.01483793,-0.018748015,-0.02000129,-0.017154971
672.7999878,-0.005053812,-0.005781853,-0.010605849,-0.010465929,-0.010254826,-0.009377316,-0.015400787,-0.016325811,-0.015419025,-0.014294732,-0.016846605,-0.009033309,-0.010783553,-0.013324701,-0.01601067,-0.011071169,-0.009653004,-0.016599717,-0.014707575,-0.015849469,-0.014559007,-0.019413723,-0.019722745,-0.018210633
672,-0.006558706,-0.005575156,-0.009830338,-0.009841878,-0.011152064,-0.010443742,-0.015009359,-0.016021548,-0.01575996,-0.014860895,-0.017980762,-0.008924734,-0.010091879,-0.013174756,-0.017332451,-0.011728583,-0.009540177,-0.017212994,-0.01500811,-0.015516498,-0.01506037,-0.020100212,-0.020840097,-0.018569078
671.2000122,-0.006387887,-0.006192655,-0.010192072,-0.00978858,-0.010912011,-0.010749715,-0.014663381,-0.015243359,-0.016291605,-0.014918325,-0.017558044,-0.009337896,-0.01072921,-0.013536676,-0.017005246,-0.011885981,-0.010023233,-0.017088825,-0.014035461,-0.015845826,-0.014705623,-0.019262251,-0.019789677,-0.017893428
670.4000244,-0.007211371,-0.006946051,-0.010422615,-0.010663997,-0.01255016,-0.01050085,-0.015469437,-0.016152158,-0.016528603,-0.015438911,-0.017749973,-0.009420684,-0.010259579,-0.013605472,-0.017692864,-0.011948742,-0.00995751,-0.017583301,-0.015565351,-0.016520478,-0.016373277,-0.019956246,-0.020228216,-0.018135065
669.5999756,-0.006606741,-0.005206792,-0.009187581,-0.009163047,-0.010891917,-0.008361084,-0.01400769,-0.01483678,-0.015068972,-0.014070747,-0.015898285,-0.007731354,-0.009343621,-0.012964513,-0.01660734,-0.010832386,-0.008693038,-0.015875775,-0.015461644,-0.014985853,-0.015065821,-0.01902679,-0.019082632,-0.017539149
668.7999878,-0.006206487,-0.005279324,-0.010077159,-0.009577249,-0.012377556,-0.009220578,-0.016077528,-0.014882907,-0.015983773,-0.014517101,-0.016635792,-0.009575577,-0.009610064,-0.014629893,-0.018015381,-0.011239349,-0.010026673,-0.016993348,-0.015523242,-0.015937913,-0.016043203,-0.019604538,-0.020061407,-0.018777566
668,-0.006061567,-0.00639661,-0.010101439,-0.010584377,-0.011065264,-0.008491226,-0.015179471,-0.014744358,-0.015583782,-0.014793298,-0.016942913,-0.008126395,-0.010202136,-0.01405922,-0.017061947,-0.011043966,-0.009207045,-0.016995588,-0.015425171,-0.015755765,-0.015227213,-0.019530497,-0.019871486,-0.018355127
667.2000122,-0.006148964,-0.007473069,-0.010302657,-0.010798602,-0.011845679,-0.009213482,-0.014593901,-0.015052169,-0.015559307,-0.01599066,-0.016607888,-0.009075748,-0.010833598,-0.013444179,-0.017770547,-0.011648956,-0.00958049,-0.017185079,-0.01501231,-0.016030179,-0.01590712,-0.020673621,-0.019499166,-0.018534154
666.4000244,-0.004834429,-0.006271605,-0.00878219,-0.010742644,-0.010175181,-0.008215307,-0.01368735,-0.013677868,-0.015039567,-0.013853918,-0.015033465,-0.006989102,-0.009587276,-0.012031588,-0.015804991,-0.010287489,-0.009008817,-0.016533537,-0.014602161,-0.01523706,-0.015129725,-0.019082582,-0.01887315,-0.017287331
665.5999756,-0.005962817,-0.006473483,-0.009504773,-0.010337895,-0.010768755,-0.009070273,-0.014023932,-0.014688706,-0.01584333,-0.015405884,-0.015867688,-0.008193259,-0.00974783,-0.012603673,-0.016986527,-0.010968504,-0.010145392,-0.017787542,-0.015537129,-0.016614664,-0.014748412,-0.019785721,-0.019548761,-0.018504884
664.7999878,-0.006383856,-0.005925742,-0.010166887,-0.010466131,-0.011303516,-0.009356188,-0.013725826,-0.015787268,-0.016047344,-0.014619331,-0.016575996,-0.009085939,-0.009865158,-0.014421006,-0.017944697,-0.010998034,-0.009135673,-0.016670918,-0.015820816,-0.015628232,-0.015182571,-0.019626062,-0.020320714,-0.017941022
664,-0.007053034,-0.005787779,-0.01002212,-0.011450983,-0.01081547,-0.009591682,-0.014912173,-0.0157991,-0.015343919,-0.014994306,-0.016319329,-0.009142618,-0.010429136,-0.014606366,-0.017902421,-0.011439032,-0.009420785,-0.016314991,-0.016297888,-0.016045647,-0.01647597,-0.020091562,-0.020532511,-0.018629145
663.2000122,-0.00500325,-0.005866547,-0.010251894,-0.010229038,-0.010434341,-0.008457514,-0.013623233,-0.015199068,-0.015436912,-0.014739554,-0.016182086,-0.008684361,-0.008651628,-0.015117325,-0.017419549,-0.010799107,-0.009050093,-0.016553471,-0.015706185,-0.015476882,-0.015373054,-0.019335145,-0.019229611,-0.018037235
662.4000244,-0.005361917,-0.006087656,-0.009963633,-0.010084292,-0.01059913,-0.008489652,-0.014418451,-0.016029332,-0.016046645,-0.015143574,-0.016207224,-0.007936164,-0.009359227,-0.014155495,-0.016884752,-0.01040917,-0.008885779,-0.016380357,-0.015000357,-0.015437962,-0.015158474,-0.020079499,-0.01907842,-0.01787132
661.5999756,-0.004730329,-0.004155514,-0.009082643,-0.009540481,-0.009423673,-0.008616203,-0.013515448,-0.014972448,-0.014773483,-0.014145122,-0.015245608,-0.007247166,-0.00759437,-0.012854151,-0.016211014,-0.010304831,-0.00797383,-0.015693551,-0.013729387,-0.014111144,-0.014688906,-0.018719751,-0.019237585,-0.018244639
660.7999878,-0.005665358,-0.005881921,-0.009436287,-0.010030417,-0.01000082,-0.008206721,-0.013826638,-0.015007909,-0.016454138,-0.014236418,-0.017100224,-0.007082169,-0.008964241,-0.013071229,-0.017390303,-0.01068774,-0.008937566,-0.016040757,-0.014606916,-0.0160203,-0.015142375,-0.01917151,-0.019894235,-0.018147925
660,-0.004637832,-0.004729561,-0.008569201,-0.009949819,-0.010777947,-0.008572094,-0.014652719,-0.01519032,-0.015048218,-0.013972699,-0.016740814,-0.007150722,-0.009113519,-0.012281893,-0.016343214,-0.009804524,-0.009664751,-0.015586979,-0.014192977,-0.014799804,-0.014643408,-0.018500071,-0.019190084,-0.018291846
659.2000122,-0.0052138,-0.006081478,-0.009430005,-0.010554818,-0.011715682,-0.00879807,-0.014567768,-0.015430767,-0.01553553,-0.014314069,-0.016749579,-0.00780138,-0.009056329,-0.012573951,-0.01713571,-0.010434796,-0.008969465,-0.016400298,-0.01475792,-0.015810981,-0.015456048,-0.020285685,-0.019198803,-0.017955327
658.4000244,-0.005009135,-0.004448218,-0.008769861,-0.010285821,-0.010299725,-0.008189092,-0.013456476,-0.014343774,-0.014450252,-0.014166119,-0.01546564,-0.006583948,-0.007770717,-0.012212787,-0.016536925,-0.008676089,-0.008181777,-0.015098474,-0.013729888,-0.014786744,-0.013976459,-0.018059285,-0.01820403,-0.017631624
657.5999756,-0.005904139,-0.005855004,-0.00976155,-0.010605951,-0.010445815,-0.00859793,-0.013865402,-0.014929581,-0.015760658,-0.015313534,-0.0171807,-0.007258978,-0.010045492,-0.012643502,-0.016598919,-0.010185498,-0.008097838,-0.017050447,-0.015206117,-0.014882858,-0.015470587,-0.019881822,-0.01882769,-0.017901924
656.7999878,-0.005881768,-0.005838658,-0.011124613,-0.011609792,-0.011297312,-0.009040661,-0.014783291,-0.015642615,-0.016838487,-0.015630281,-0.017923435,-0.007902764,-0.010570533,-0.012987727,-0.017774772,-0.010670514,-0.009192041,-0.016707137,-0.016150961,-0.016118037,-0.016974727,-0.019521341,-0.019766577,-0.017872363
656,-0.00478036,-0.005023926,-0.008191836,-0.010255989,-0.010667938,-0.006893722,-0.013986736,-0.014085333,-0.015934918,-0.014759872,-0.015984971,-0.006206997,-0.008756111,-0.011264775,-0.016863737,-0.010354628,-0.007851465,-0.015422872,-0.014730796,-0.015091473,-0.016464107,-0.01836426,-0.018554542,-0.016767811
655.2000122,-0.004179974,-0.004287896,-0.008590824,-0.009784784,-0.009781696,-0.006692549,-0.013103781,-0.01417604,-0.014237771,-0.013272432,-0.014848037,-0.006540653,-0.007432763,-0.011478665,-0.015683914,-0.008409073,-0.007356823,-0.015066471,-0.01334634,-0.015180271,-0.014481699,-0.017817855,-0.018443212,-0.01616767
654.4000244,-0.004320703,-0.004506223,-0.008922451,-0.00957102,-0.010162892,-0.00741892,-0.014648414,-0.013899499,-0.015314583,-0.014522257,-0.015811281,-0.005735105,-0.007529602,-0.012212384,-0.015657896,-0.009370526,-0.007677797,-0.016132005,-0.014308508,-0.014944187,-0.014652218,-0.017850302,-0.018148571,-0.016835749
653.5999756,-0.005292621,-0.005321824,-0.010069218,-0.01038147,-0.010536728,-0.006959655,-0.015076222,-0.014182353,-0.014956542,-0.014641957,-0.015438211,-0.006127321,-0.008150174,-0.012905415,-0.015782876,-0.009513637,-0.007919845,-0.015276748,-0.014246187,-0.014975499,-0.013898848,-0.018646851,-0.019332621,-0.017324891
652.7999878,-0.006690102,-0.006588231,-0.010370854,-0.011318749,-0.01133837,-0.008517473,-0.014957293,-0.015897486,-0.016520279,-0.016067799,-0.017720748,-0.007581804,-0.00939363,-0.013812746,-0.017155817,-0.010562297,-0.008941065,-0.016167222,-0.015363809,-0.015915703,-0.015047218,-0.019827122,-0.019229116,-0.01944823
652,-0.005708587,-0.005279835,-0.008441215,-0.009606215,-0.009725202,-0.008487672,-0.014454909,-0.015048368,-0.015921593,-0.014980901,-0.016140735,-0.005828953,-0.007672608,-0.012043573,-0.0166479,-0.009718671,-0.007577836,-0.015405234,-0.014625338,-0.014355545,-0.013974654,-0.018756544,-0.018104676,-0.017636795
651.2000122,-0.004833251,-0.005010978,-0.00864092,-0.009109767,-0.009588137,-0.007070047,-0.013578476,-0.015875075,-0.015501911,-0.014613875,-0.01588426,-0.005628104,-0.00724686,-0.012011596,-0.016470935,-0.009352742,-0.007770411,-0.015135225,-0.015007359,-0.013715643,-0.013224826,-0.018187845,-0.017928105,-0.01708564
650.4000244,-0.006377989,-0.005299015,-0.008794721,-0.010740523,-0.010369944,-0.008481986,-0.014209512,-0.015257055,-0.01587897,-0.015032765,-0.016106663,-0.006218378,-0.007777785,-0.012624946,-0.016033672,-0.00961214,-0.007144356,-0.015517896,-0.015969053,-0.014166018,-0.013627097,-0.018338751,-0.01818859,-0.01881594
649.5999756,-0.005041018,-0.005511057,-0.008788786,-0.010529756,-0.010075996,-0.00808056,-0.014184308,-0.014333705,-0.015646212,-0.014345627,-0.016562989,-0.007005048,-0.007511844,-0.01192114,-0.016069695,-0.009527363,-0.007353362,-0.014323186,-0.015032915,-0.015026214,-0.014213019,-0.018474966,-0.018408773,-0.017612981
648.7999878,-0.005106414,-0.00475112,-0.007981251,-0.009175466,-0.010448745,-0.008051491,-0.013592075,-0.014498875,-0.016118037,-0.014111594,-0.015521194,-0.006327888,-0.007669811,-0.012144676,-0.016435843,-0.009335869,-0.006912932,-0.014875904,-0.015267851,-0.01506002,-0.014057515,-0.018551765,-0.018404756,-0.016956355
648,-0.006210672,-0.005259376,-0.009120211,-0.010056419,-0.010747695,-0.00765567,-0.014533823,-0.014775785,-0.015803643,-0.014913323,-0.016106214,-0.006542081,-0.00750472,-0.012663515,-0.016893068,-0.009464503,-0.007744068,-0.015481978,-0.014930732,-0.015645962,-0.015572843,-0.019012716,-0.019008851,-0.018243846
647.2000122,-0.006679447,-0.005448227,-0.009617457,-0.0104352,-0.010478463,-0.007914304,-0.015157574,-0.01460922,-0.016277093,-0.015081823,-0.015965011,-0.006651406,-0.008318626,-0.01280836,-0.017280564,-0.00957887,-0.007403753,-0.015559357,-0.014773633,-0.015407682,-0.013949437,-0.019574547,-0.019293202,-0.017422732
646.4000244,-0.006514745,-0.004912347,-0.009046442,-0.009854531,-0.010604738,-0.008012408,-0.014222438,-0.014516049,-0.015131175,-0.014839982,-0.015363359,-0.006109658,-0.008049408,-0.013481521,-0.016307512,-0.010037296,-0.007623978,-0.015194919,-0.014528616,-0.014823771,-0.013588964,-0.018813165,-0.018496647,-0.017699525
645.5999756,-0.005964349,-0.005216307,-0.008290336,-0.010276922,-0.010467294,-0.006751683,-0.013682785,-0.014264124,-0.014844985,-0.014139609,-0.014817016,-0.005439689,-0.007316354,-0.012352901,-0.015671829,-0.008554886,-0.006971322,-0.014716883,-0.013092529,-0.014748663,-0.013551028,-0.018222002,-0.018232875,-0.016847901
644.7999878,-0.005684521,-0.00528899,-0.007966053,-0.010262259,-0.010163144,-0.007637357,-0.01359624,-0.01470232,-0.014462971,-0.013691262,-0.015344519,-0.005940245,-0.006866918,-0.012341427,-0.016261136,-0.007525125,-0.006403905,-0.014377132,-0.013275344,-0.01395425,-0.013957158,-0.018012103,-0.017987715,-0.016597174
644,-0.005487542,-0.005357929,-0.008511178,-0.01002642,-0.010198444,-0.007731761,-0.014261518,-0.015473534,-0.015677871,-0.014017315,-0.016214255,-0.005565036,-0.007619909,-0.012906772,-0.01590078,-0.008555851,-0.006389315,-0.015046918,-0.014396816,-0.015067921,-0.014021777,-0.019190926,-0.019054489,-0.017453121
643.2000122,-0.006222869,-0.005304947,-0.008678119,-0.009844864,-0.010264989,-0.0073951,-0.014367566,-0.015061621,-0.015891148,-0.014741606,-0.016227823,-0.005777766,-0.00835311,-0.011976091,-0.016325662,-0.009443126,-0.006909111,-0.015516148,-0.014212368,-0.01523811,-0.014316975,-0.019242538,-0.018924847,-0.017689385
642.4000244,-0.005514431,-0.00377768,-0.008142146,-0.008457463,-0.009424686,-0.00670871,-0.013618617,-0.014257761,-0.015257854,-0.01405927,-0.014866398,-0.004973718,-0.005719266,-0.010396078,-0.015096524,-0.008171056,-0.006215571,-0.014317776,-0.013990145,-0.013982675,-0.013662969,-0.019292559,-0.018198965,-0.016715458
641.5999756,-0.005376951,-0.004380006,-0.007738881,-0.009273489,-0.00937686,-0.007314929,-0.013048622,-0.013952345,-0.015304787,-0.014384144,-0.015008509,-0.004797513,-0.0060462,-0.010808955,-0.01541143,-0.008800809,-0.005610268,-0.014519404,-0.013357385,-0.014066086,-0.013425205,-0.018884202,-0.017582107,-0.017107142
640.7999878,-0.00571104,-0.005534315,-0.008011341,-0.010383745,-0.010100832,-0.007507163,-0.014235215,-0.014593701,-0.016038263,-0.014979751,-0.015492918,-0.005230271,-0.006763865,-0.011917211,-0.015909864,-0.009203293,-0.006947529,-0.01597519,-0.013861941,-0.015368806,-0.013917499,-0.019697908,-0.018510589,-0.01763401
640,-0.005989269,-0.005201523,-0.00870948,-0.010827084,-0.010619946,-0.007292224,-0.01518837,-0.014651167,-0.015946446,-0.014823221,-0.016035618,-0.005892187,-0.007235201,-0.012239464,-0.016313445,-0.009203293,-0.007069283,-0.015279547,-0.013929783,-0.015600514,-0.014220886,-0.020415463,-0.019443428,-0.017282853
639.2000122,-0.00582834,-0.004508733,-0.008269916,-0.009192143,-0.00973153,-0.007016918,-0.013995158,-0.014435278,-0.016501889,-0.01474581,-0.016078377,-0.005981456,-0.006964342,-0.011540276,-0.016280385,-0.008801114,-0.006701369,-0.015303988,-0.014197687,-0.014834778,-0.014427366,-0.01943823,-0.019601766,-0.017067073
638.4000244,-0.005828084,-0.004919462,-0.008035737,-0.009691838,-0.00903483,-0.00705497,-0.014702871,-0.013980821,-0.016271509,-0.014606817,-0.015079723,-0.005822108,-0.006728234,-0.011870516,-0.015554561,-0.008512498,-0.006870383,-0.015117975,-0.014647913,-0.015262503,-0.014630845,-0.0193858,-0.018731454,-0.017105052
637.5999756,-0.005633214,-0.00487042,-0.008332898,-0.009482891,-0.009654067,-0.006915735,-0.014440086,-0.014783741,-0.0153791,-0.014025987,-0.015171423,-0.005770358,-0.006820287,-0.012572391,-0.015225263,-0.008512295,-0.006700146,-0.014501729,-0.014326793,-0.014284513,-0.014490262,-0.019678315,-0.018788029,-0.017354589
636.7999878,-0.005317426,-0.004560429,-0.008748754,-0.010494988,-0.009292644,-0.007227869,-0.014936685,-0.013822225,-0.015030565,-0.014681749,-0.015495166,-0.005572652,-0.006864523,-0.012562886,-0.016210815,-0.008408667,-0.006123441,-0.014820669,-0.014882257,-0.015677672,-0.014397517,-0.019675545,-0.018842166,-0.017407512
636,-0.005054477,-0.004554691,-0.008424103,-0.009907365,-0.010537284,-0.007120521,-0.014159905,-0.014649565,-0.015314333,-0.014458114,-0.015843131,-0.005796566,-0.007343538,-0.013247726,-0.016350942,-0.009159752,-0.006468841,-0.015772391,-0.015122674,-0.015290393,-0.014035812,-0.019624133,-0.019852841,-0.017717319
635.2000122,-0.004575132,-0.005240194,-0.009180333,-0.009558358,-0.009833729,-0.007658264,-0.013968939,-0.014283712,-0.015325278,-0.015068721,-0.016479408,-0.00561916,-0.006732363,-0.013207501,-0.015948443,-0.009482587,-0.005577098,-0.015844127,-0.014929181,-0.015200918,-0.014193729,-0.020105254,-0.019466002,-0.017584991
634.4000244,-0.006303651,-0.006242875,-0.010048881,-0.010406238,-0.01111664,-0.007780429,-0.014932282,-0.014430922,-0.016128862,-0.014968397,-0.016865132,-0.00576903,-0.007247268,-0.01260659,-0.016462462,-0.009871637,-0.006676082,-0.016257346,-0.014929881,-0.014306505,-0.014164414,-0.020478338,-0.019788936,-0.018505678
633.5999756,-0.006101337,-0.005815314,-0.008945883,-0.011146664,-0.010397544,-0.007487775,-0.01460922,-0.013384845,-0.016373277,-0.014996856,-0.015729103,-0.004653659,-0.005676907,-0.01233252,-0.016580582,-0.009775774,-0.006797811,-0.016767712,-0.015070622,-0.014649465,-0.015120975,-0.019894136,-0.019313704,-0.018659895
632.7999878,-0.006324367,-0.005191752,-0.008569759,-0.010449959,-0.010694811,-0.006992516,-0.014731047,-0.0147348,-0.016084462,-0.015055419,-0.01642363,-0.005105954,-0.006541265,-0.012925919,-0.016165726,-0.009118183,-0.006861312,-0.016312996,-0.015249357,-0.015776236,-0.015139475,-0.020202866,-0.019831128,-0.018359942
632,-0.005920124,-0.004654735,-0.008153884,-0.010371562,-0.009656143,-0.00699277,-0.014539982,-0.014343924,-0.015856907,-0.015515449,-0.015869685,-0.005310675,-0.006499903,-0.012129875,-0.016180839,-0.008261586,-0.006695149,-0.016035818,-0.015161223,-0.014671339,-0.014234263,-0.020047318,-0.019405207,-0.018322272
631.2000122,-0.006090004,-0.005529664,-0.009140032,-0.009919206,-0.010836931,-0.007011467,-0.014984602,-0.014775034,-0.016740615,-0.015117574,-0.016657963,-0.00565243,-0.007692344,-0.012985265,-0.017171493,-0.009759777,-0.006339776,-0.016324764,-0.015148824,-0.015650107,-0.014274043,-0.021025945,-0.020012118,-0.018541595
630.4000244,-0.005598053,-0.005006372,-0.009128373,-0.010235511,-0.010225346,-0.007299096,-0.014760322,-0.014888711,-0.01683804,-0.015026813,-0.016941667,-0.004857467,-0.00779599,-0.013056912,-0.01628981,-0.008893743,-0.006658952,-0.016271608,-0.014834678,-0.014919426,-0.014911722,-0.021084195,-0.019206183,-0.019055728
629.5999756,-0.006282475,-0.005995702,-0.009102568,-0.011066476,-0.010817136,-0.008423544,-0.015945399,-0.015882563,-0.017872214,-0.015948493,-0.017345784,-0.005324483,-0.008202454,-0.013334441,-0.017183835,-0.009670573,-0.006674502,-0.017134616,-0.016597224,-0.016042603,-0.015687909,-0.020699389,-0.020494338,-0.020057451
628.7999878,-0.004958773,-0.004796694,-0.00829003,-0.010973047,-0.010605041,-0.008669593,-0.015658995,-0.015043617,-0.017264791,-0.0160204,-0.017546756,-0.006282373,-0.006903709,-0.013048421,-0.017046316,-0.009021241,-0.007044884,-0.01665931,-0.016886843,-0.015889799,-0.015339721,-0.021338111,-0.020753387,-0.01947902
628,-0.007273081,-0.005124066,-0.010028545,-0.011878828,-0.011599257,-0.009304097,-0.015844278,-0.016712617,-0.017628541,-0.016923394,-0.017540094,-0.006655587,-0.007885834,-0.013695928,-0.017572463,-0.009054859,-0.007976676,-0.017416216,-0.017684912,-0.016557058,-0.016072638,-0.022510657,-0.021573355,-0.020035205
627.2000122,-0.007158157,-0.00414854,-0.009036859,-0.010915193,-0.011000456,-0.00797383,-0.014587443,-0.016010869,-0.016197149,-0.015535081,-0.017694058,-0.0054788,-0.006882613,-0.012985516,-0.017932178,-0.008669948,-0.007019312,-0.01647876,-0.015876723,-0.015760709,-0.015387195,-0.021204565,-0.020350406,-0.019558908
626.4000244,-0.007300064,-0.004547569,-0.009010338,-0.010013822,-0.010266304,-0.008042038,-0.015025614,-0.016233707,-0.016761635,-0.015444957,-0.017653745,-0.005079295,-0.007509504,-0.012661002,-0.017640671,-0.00963918,-0.007148634,-0.016441874,-0.015201368,-0.015971648,-0.015486024,-0.021175079,-0.020784827,-0.019602755
625.5999756,-0.006722474,-0.004344743,-0.008940152,-0.009834691,-0.010860208,-0.007304035,-0.015434364,-0.015666986,-0.016058918,-0.015161423,-0.018015331,-0.005220092,-0.008169889,-0.013113275,-0.017919809,-0.009212924,-0.007177101,-0.016308559,-0.015392492,-0.015781976,-0.015417776,-0.020554388,-0.020073766,-0.019528072
624.7999878,-0.006052786,-0.005610166,-0.009339923,-0.010263675,-0.011522883,-0.007802957,-0.015953932,-0.016072139,-0.017430242,-0.016419692,-0.017583897,-0.005605413,-0.007610803,-0.013619069,-0.018345054,-0.009526856,-0.007766852,-0.016585065,-0.015719766,-0.01652601,-0.016196301,-0.021987952,-0.020532116,-0.019720024
624,-0.00612191,-0.006632643,-0.008941775,-0.011433182,-0.010428124,-0.008623309,-0.016113847,-0.016398204,-0.018071353,-0.016874693,-0.017008532,-0.005685543,-0.008635692,-0.014397066,-0.017883046,-0.009691281,-0.007933469,-0.016806912,-0.016420189,-0.01618463,-0.015662292,-0.022164652,-0.020445246,-0.01963591
623.2000122,-0.005894996,-0.005821495,-0.009368551,-0.011278899,-0.010370096,-0.007422126,-0.016012168,-0.015819568,-0.017485496,-0.016643116,-0.017789431,-0.004948075,-0.006986708,-0.012658839,-0.017243,-0.009904429,-0.006582163,-0.016113447,-0.016657716,-0.015214065,-0.014882257,-0.021802418,-0.020211317,-0.019792892
622.4000244,-0.007012333,-0.005425271,-0.009638978,-0.010654855,-0.010318279,-0.008012815,-0.015849618,-0.016504729,-0.017652702,-0.016754661,-0.017875046,-0.004984364,-0.00731778,-0.012930744,-0.017549591,-0.010228077,-0.006644676,-0.016008923,-0.016279936,-0.015464491,-0.014578582,-0.02229505,-0.020683395,-0.020102337
